
[00:00:00.000 --> 00:00:06.000]  我們這個聖經可信媽系列已經講了兩個信息
[00:00:06.000 --> 00:00:11.000]  第一個信息就是聖經是否真是神的話語
[00:00:11.000 --> 00:00:13.000]  我們說聖經真是神的話語
[00:00:13.000 --> 00:00:16.000]  是神將祂自己顯示出來
[00:00:16.000 --> 00:00:20.000]  神是透過兩種不同的啓示將自己顯示出來
[00:00:20.000 --> 00:00:24.000]  一種是自然啓示或者是普通啓示
[00:00:24.000 --> 00:00:27.000]  這個就是神的創造
[00:00:27.000 --> 00:00:32.000]  透過神的創造我們知道有一位神
[00:00:32.000 --> 00:00:36.000]  神是將祂自己放在每個人的心裡
[00:00:36.000 --> 00:00:39.000]  但我們不能夠認識這位神
[00:00:39.000 --> 00:00:42.000]  我們不知道祂是誰
[00:00:42.000 --> 00:00:45.000]  所以我們要透過特別的啓示
[00:00:45.000 --> 00:00:47.000]  就是神的話語來認識神
[00:00:47.000 --> 00:00:49.000]  帶領我們去耶穌基督那裡
[00:00:49.000 --> 00:00:52.000]  我們才能夠得救
[00:00:52.000 --> 00:00:55.000]  第二個信息我們又講了
[00:00:55.000 --> 00:01:01.000]  就是神如何將這個啓示給聖經的作者
[00:01:01.000 --> 00:01:05.000]  如何將這些密士傳達給世人
[00:01:05.000 --> 00:01:10.000]  我們說這些密士不是靠作者自己的智慧水平
[00:01:10.000 --> 00:01:14.000]  我們說這些密士不是靠概念的傳達
[00:01:14.000 --> 00:01:16.000]  也不是密書
[00:01:16.000 --> 00:01:21.000]  也更加不是在乎於讀者的感動
[00:01:21.000 --> 00:01:23.000]  你有感動沒有感動
[00:01:23.000 --> 00:01:26.000]  你讀聖經 聖經都是神的話語
[00:01:26.000 --> 00:01:28.000]  都是神的密士
[00:01:28.000 --> 00:01:31.000]  如果聖經真的是神的密士的話
[00:01:31.000 --> 00:01:33.000]  就應該是沒有錯的
[00:01:33.000 --> 00:01:37.000]  這就是我們今天要講的題目
[00:01:37.000 --> 00:01:39.000]  第一點我們要講的是
[00:01:39.000 --> 00:01:42.000]  神的話語是沒有錯誤的
[00:01:42.000 --> 00:01:44.000]  Inherent這個字 英文
[00:01:44.000 --> 00:01:48.000]  沒有錯誤就是在事實上 在內容上
[00:01:48.000 --> 00:01:51.000]  沒有錯誤 沒有矛盾
[00:01:51.000 --> 00:01:53.000]  詩篇的十二篇六節
[00:01:53.000 --> 00:01:56.000]  一百一十九篇的一百四十節
[00:01:56.000 --> 00:01:58.000]  和箴言的三十篇五節
[00:01:58.000 --> 00:02:00.000]  都是有這樣的思想
[00:02:00.000 --> 00:02:04.000]  今天的經文 詩篇的十八篇第三十節
[00:02:04.000 --> 00:02:06.000]  剛才我們讀過
[00:02:06.000 --> 00:02:09.000]  「至於神 他的道是完全的
[00:02:09.000 --> 00:02:12.000]  而我話是煉成的
[00:02:12.000 --> 00:02:16.000]  但投靠他的 他便作他們的盾牌」
[00:02:16.000 --> 00:02:18.000]  很清楚地告訴我們
[00:02:18.000 --> 00:02:22.000]  神的話語是完全的存弊
[00:02:22.000 --> 00:02:26.000]  這個字也可以解釋為「無瑕疵」
[00:02:26.000 --> 00:02:28.000]  絕對是沒有錯誤
[00:02:28.000 --> 00:02:30.000]  不會說謊
[00:02:30.000 --> 00:02:33.000]  我們說沒有錯誤
[00:02:33.000 --> 00:02:35.000]  是聖經的原稿
[00:02:35.000 --> 00:02:38.000]  不是我們手上的那部聖經
[00:02:38.000 --> 00:02:40.000]  我們知道我們手上的聖經
[00:02:40.000 --> 00:02:42.000]  是經過文士一路抄集
[00:02:42.000 --> 00:02:45.000]  抄的時候他們是很小心
[00:02:45.000 --> 00:02:48.000]  在第四講 下一講
[00:02:48.000 --> 00:02:51.000]  我就會和大家說文士如何抄聖經
[00:02:51.000 --> 00:02:54.000]  是很小心 很仔細
[00:02:54.000 --> 00:02:57.000]  但仍然都會有些錯誤
[00:02:57.000 --> 00:03:00.000]  這些錯誤我們都已經知道
[00:03:00.000 --> 00:03:02.000]  是少過百分之一
[00:03:02.000 --> 00:03:05.000]  在我們手上的聖經里
[00:03:05.000 --> 00:03:07.000]  少過百分之一
[00:03:07.000 --> 00:03:12.000]  和真理和教義完全無關
[00:03:12.000 --> 00:03:15.000]  所以不會影響教義和真理
[00:03:15.000 --> 00:03:19.000]  最好證明全部聖經是沒有錯誤的
[00:03:19.000 --> 00:03:22.000]  就是耶穌基督自己的話
[00:03:22.000 --> 00:03:25.000]  在馬太福音的五章十八節
[00:03:25.000 --> 00:03:27.000]  祂說「我實在告訴你們
[00:03:27.000 --> 00:03:30.000]  就算到天地都廢去了
[00:03:30.000 --> 00:03:33.000]  律法的一點一滑也不能廢去
[00:03:33.000 --> 00:03:35.000]  都要成全」
[00:03:35.000 --> 00:03:38.000]  如果聖經裡面是有錯誤的
[00:03:38.000 --> 00:03:40.000]  可不可以廢去呢?
[00:03:40.000 --> 00:03:41.000]  可以廢去
[00:03:41.000 --> 00:03:43.000]  如果耶穌基督說
[00:03:43.000 --> 00:03:45.000]  一點一滑都不能廢去
[00:03:45.000 --> 00:03:49.000]  就是說聖經裡面完全沒有錯誤
[00:03:49.000 --> 00:03:52.000]  我說的是聖經的原稿
[00:03:52.000 --> 00:03:54.000]  除了沒有錯誤
[00:03:54.000 --> 00:03:58.000]  也沒有謀誤
[00:03:58.000 --> 00:04:01.000]  謀誤和錯誤有什麼分別呢?
[00:04:01.000 --> 00:04:03.000]  錯誤就是聖經的原稿
[00:04:03.000 --> 00:04:09.000]  沒有任何內容或者文字上的衝突
[00:04:09.000 --> 00:04:10.000]  或者錯誤
[00:04:10.000 --> 00:04:16.000]  謀誤就是聖經不會導致有錯誤的結論
[00:04:16.000 --> 00:04:18.000]  或者錯誤的教義
[00:04:18.000 --> 00:04:21.000]  在詩篇的十九篇第七節
[00:04:21.000 --> 00:04:26.000]  「耶和華的律法全被能蘇醒人心
[00:04:26.000 --> 00:04:32.000]  耶和華的法道確定能使愚人由自為」
[00:04:32.000 --> 00:04:36.000]  聖的話語是全被是準確的
[00:04:36.000 --> 00:04:39.000]  能夠使人心蘇醒
[00:04:39.000 --> 00:04:43.000]  如果是愚蠢的人都能夠被他由自為
[00:04:43.000 --> 00:04:46.000]  《馬太福音》的五章十七節又說
[00:04:46.000 --> 00:04:50.000]  耶穌基督說:莫想我來要廢掉律法
[00:04:50.000 --> 00:04:55.000]  我才知我來不是要廢掉乃是要成全
[00:04:55.000 --> 00:05:00.000]  我們說聖經是帶領我們去到耶穌基督那裡
[00:05:00.000 --> 00:05:02.000]  以致我們能夠得救
[00:05:02.000 --> 00:05:06.000]  這個教義我們怎知道是準確是沒有錯誤的
[00:05:06.000 --> 00:05:12.000]  耶穌基督說所有聖經都要成全在他的身上
[00:05:12.000 --> 00:05:16.000]  當我們真的見到聖經成全在耶穌基督的身上
[00:05:16.000 --> 00:05:20.000]  我們就知道這個教義是沒有錯誤的
[00:05:20.000 --> 00:05:26.000]  其實究竟聖經有沒有錯誤只有三個可能性
[00:05:26.000 --> 00:05:30.000]  第一個就是聖經真的沒有錯誤沒有謀誤
[00:05:30.000 --> 00:05:34.000]  第二個可能性就是聖經是有錯誤
[00:05:34.000 --> 00:05:36.000]  但耶穌基督不知道
[00:05:36.000 --> 00:05:43.000]  所以他才會說所有聖經沒有一點一滑能夠被廢除
[00:05:43.000 --> 00:05:48.000]  第三個可能性就是他知道聖經有錯誤
[00:05:48.000 --> 00:05:51.000]  但他隱瞞事實不告訴我們
[00:05:51.000 --> 00:05:54.000]  看看有沒有可能第二點
[00:05:54.000 --> 00:05:57.000]  就是他不知道聖經有錯誤
[00:05:57.000 --> 00:06:01.000]  耶穌基督是誰?是神自己
[00:06:01.000 --> 00:06:04.000]  他是全知的神
[00:06:04.000 --> 00:06:07.000]  所以他不可能不知道聖經有錯誤
[00:06:07.000 --> 00:06:09.000]  如果聖經真的有錯誤
[00:06:09.000 --> 00:06:12.000]  所以第二點是不成立
[00:06:12.000 --> 00:06:17.000]  第三點是耶穌基督是聖潔的神
[00:06:17.000 --> 00:06:19.000]  他不會說謊
[00:06:19.000 --> 00:06:21.000]  所以他不會隱瞞真相
[00:06:21.000 --> 00:06:24.000]  如果聖經真的有錯誤的話
[00:06:24.000 --> 00:06:26.000]  他一定會告訴我們
[00:06:26.000 --> 00:06:29.000]  他不會說全部聖經都要成全
[00:06:29.000 --> 00:06:31.000]  一滑都不能夠廢除
[00:06:31.000 --> 00:06:33.000]  所以我們看了之後
[00:06:33.000 --> 00:06:36.000]  三樣當中只有第一點是成立
[00:06:36.000 --> 00:06:39.000]  就是聖經真的沒有錯誤
[00:06:39.000 --> 00:06:41.000]  是沒有謀誤
[00:06:41.000 --> 00:06:48.000]  如果我們相信神是能夠保守
[00:06:48.000 --> 00:06:50.000]  密使聖經
[00:06:50.000 --> 00:06:52.000]  聖經的原稿是沒有錯誤的
[00:06:52.000 --> 00:06:56.000]  他能否保守聖經的傳達
[00:06:56.000 --> 00:06:58.000]  聖經的抄寫
[00:06:58.000 --> 00:07:00.000]  也不會影響教義
[00:07:00.000 --> 00:07:01.000]  影響真理
[00:07:01.000 --> 00:07:03.000]  他絕對可以
[00:07:03.000 --> 00:07:05.000]  我們說了兩種啓示
[00:07:05.000 --> 00:07:09.000]  兩種啓示都是神的口中吹出來的
[00:07:09.000 --> 00:07:11.000]  第一是他的創造
[00:07:11.000 --> 00:07:13.000]  自然啓示
[00:07:13.000 --> 00:07:16.000]  神做了宇宙之後
[00:07:16.000 --> 00:07:19.000]  他有沒有任由宇宙自生自滅
[00:07:19.000 --> 00:07:20.000]  不去理會宇宙
[00:07:20.000 --> 00:07:21.000]  沒有
[00:07:21.000 --> 00:07:25.000]  他繼續保持宇宙的運行
[00:07:25.000 --> 00:07:28.000]  這個是自然啓示
[00:07:28.000 --> 00:07:31.000]  特別啓示他的話語
[00:07:31.000 --> 00:07:36.000]  他密使了沒有錯誤的聖經出來給作者之後
[00:07:36.000 --> 00:07:39.000]  他能否保持聖經的健全
[00:07:39.000 --> 00:07:41.000]  他一樣可以
[00:07:41.000 --> 00:07:44.000]  這個就是我們今天要說的
[00:07:44.000 --> 00:07:49.000]  Paul Rader是我們宣道會的第二任會長
[00:07:49.000 --> 00:07:51.000]  第一任是誰
[00:07:51.000 --> 00:07:52.000]  A.B. Simpson
[00:07:52.000 --> 00:07:54.000]  我們很熟悉
[00:07:54.000 --> 00:07:56.000]  第二任是Paul Rader
[00:07:56.000 --> 00:07:58.000]  在1930年
[00:07:58.000 --> 00:08:00.000]  他曾經懸賞一千塊
[00:08:00.000 --> 00:08:06.000]  他說任何人能夠找到聖經有錯誤有矛盾
