
[00:00:00.000 --> 00:00:02.000]  (廣告)
[00:00:03.000 --> 00:00:05.400]  三號二傳第七講
[00:00:05.400 --> 00:00:09.200]  三號以上第九章和第十章
[00:00:09.200 --> 00:00:12.000]  今天要講兩章的經文
[00:00:12.000 --> 00:00:14.400]  很多很多的經文我們要分享
[00:00:14.400 --> 00:00:16.000]  題目是甚麼?
[00:00:16.000 --> 00:00:19.800]  是人生不如意是與神約會
[00:00:19.800 --> 00:00:24.200]  我們英文不如意失意是甚麼?
[00:00:24.200 --> 00:00:26.200]  是Disappointment
[00:00:26.200 --> 00:00:29.400]  約會是Appointment
[00:00:30.000 --> 00:00:32.400]  很多時候當我們失意的時候
[00:00:32.400 --> 00:00:34.000]  其實我們需要想一想
[00:00:34.000 --> 00:00:37.400]  是否神與我們有約會呢?
[00:00:37.400 --> 00:00:39.400]  今天我們看到
[00:00:39.400 --> 00:00:42.800]  掃羅為了他爸爸的奴不見了
[00:00:42.800 --> 00:00:44.000]  到處去找
[00:00:44.000 --> 00:00:46.600]  結果遇上了三號二
[00:00:46.600 --> 00:00:49.000]  原來神與他有約會
[00:00:49.000 --> 00:00:52.600]  神還安納他成為以色列人的王
[00:00:52.600 --> 00:00:56.200]  安納這個字也是Appoint這個字
[00:00:56.600 --> 00:01:02.000]  所以一個人的失望很多時候會變成我們與神的約會
[00:01:02.000 --> 00:01:04.400]  這就是我們今天的主題
[00:01:04.400 --> 00:01:06.000]  一些背景
[00:01:06.000 --> 00:01:08.800]  撒姆爾記的一章至八章
[00:01:08.800 --> 00:01:11.400]  是講述撒姆爾的故事
[00:01:11.400 --> 00:01:13.800]  但是由第九章開始
[00:01:13.800 --> 00:01:18.600]  就將目標重心轉移到掃羅身上
[00:01:18.600 --> 00:01:21.000]  掃羅就成為主角
[00:01:21.000 --> 00:01:23.600]  掃羅一出現的時候
[00:01:23.600 --> 00:01:25.800]  在撒姆爾上的九章一節
[00:01:26.200 --> 00:01:28.000]  叫他做大能的勇士
[00:01:28.000 --> 00:01:32.600]  這個稱呼似曾相識
[00:01:32.600 --> 00:01:36.400]  曾幾何時我才和大家說了路德記
[00:01:36.400 --> 00:01:39.600]  記不記得波亞斯 路德的丈夫
[00:01:39.600 --> 00:01:42.000]  在路德記二章一節
[00:01:42.000 --> 00:01:43.600]  波亞斯出現的時候
[00:01:43.600 --> 00:01:46.000]  都叫他做大能的勇士
[00:01:46.000 --> 00:01:48.400]  但是那裡的意思是什麼呢?
[00:01:48.400 --> 00:01:50.400]  他是一個大財主
[00:01:50.400 --> 00:01:54.600]  其實今天的掃羅都不是一個窮人
[00:01:54.600 --> 00:01:56.400]  他的家族都是很有錢的
[00:01:56.400 --> 00:01:59.800]  儘管他和撒姆爾很謙虛地
[00:01:59.800 --> 00:02:02.800]  在撒姆爾上的九章二十一節
[00:02:02.800 --> 00:02:06.600]  他說變雅敏支派是十二支派當中
[00:02:06.600 --> 00:02:08.000]  最小的支派
[00:02:08.000 --> 00:02:11.200]  而我的家族是變雅敏支派
[00:02:11.200 --> 00:02:12.800]  最小的一個家族
[00:02:12.800 --> 00:02:14.200]  他很謙卑
[00:02:14.200 --> 00:02:18.200]  但是相信他的家庭是很有錢
[00:02:18.200 --> 00:02:21.800]  因為我們看到從經文告訴我們
[00:02:22.400 --> 00:02:24.800]  他的家庭有房地產
[00:02:24.800 --> 00:02:26.600]  有很多新宿
[00:02:26.600 --> 00:02:28.600]  還有很多僕人
[00:02:28.600 --> 00:02:32.600]  其實掃羅是一個很有錢的人
[00:02:32.600 --> 00:02:36.000]  希伯來文掃羅的名字
[00:02:36.000 --> 00:02:40.600]  這個字根的意思就是「求問神」的意思
[00:02:40.600 --> 00:02:45.200]  其實和掃羅的生命息息相關
[00:02:45.200 --> 00:02:50.600]  他就是以色列人民向神求問而得到的這位王
[00:02:51.200 --> 00:02:54.600]  以色列人向神求問要求有一位王
[00:02:54.600 --> 00:02:57.400]  神就將掃羅賜給他們
[00:02:57.400 --> 00:03:02.200]  雖然是神將掃羅賜給以色列人
