
[00:00:00.000 --> 00:00:05.000]  各位聽者,平安!
[00:00:05.000 --> 00:00:09.000]  今日我會繼續創世紀系列
[00:00:09.000 --> 00:00:12.000]  主要跟大家分享的是
[00:00:12.000 --> 00:00:16.000]  一個人有自由意志
[00:00:16.000 --> 00:00:21.000]  但對自己的自由如果完全無限
[00:00:21.000 --> 00:00:23.000]  是沒有底線的
[00:00:23.000 --> 00:00:26.000]  是好還是不好呢?
[00:00:26.000 --> 00:00:30.000]  最近兩年疫情爆發後
[00:00:30.000 --> 00:00:34.000]  有些國家一早就爆得很厲害
[00:00:34.000 --> 00:00:37.000]  到底哪些國家爆得特別厲害
[00:00:37.000 --> 00:00:40.000]  差不多全民皆疫
[00:00:40.000 --> 00:00:45.000]  這些國家往往是崇尚自由
[00:00:45.000 --> 00:00:48.000]  你自己國家有你的國法
[00:00:48.000 --> 00:00:52.000]  但人有自己個人的喜好
[00:00:52.000 --> 00:00:54.000]  我說不戴就是不戴
[00:00:54.000 --> 00:00:56.000]  口罩呢?
[00:00:56.000 --> 00:00:59.000]  我說不打疫苗就不打疫苗
[00:00:59.000 --> 00:01:01.000]  我們看到的結果是
[00:01:01.000 --> 00:01:04.000]  如果有很多人不戴口罩
[00:01:04.000 --> 00:01:06.000]  又不打疫苗
[00:01:06.000 --> 00:01:10.000]  帶來的結果就是染上疫症的機會一定多
[00:01:10.000 --> 00:01:12.000]  但另一方面來說
[00:01:12.000 --> 00:01:16.000]  你不能制止他去公共交通工具
[00:01:16.000 --> 00:01:19.000]  又不能制止他去其他場合
[00:01:19.000 --> 00:01:21.000]  是因為這個緣故
[00:01:21.000 --> 00:01:22.000]  他染上疫症
[00:01:22.000 --> 00:01:24.000]  他覺得他有自由
[00:01:24.000 --> 00:01:26.000]  我不告訴你
[00:01:26.000 --> 00:01:28.000]  這樣就失控了
[00:01:28.000 --> 00:01:30.000]  但另一方面
[00:01:30.000 --> 00:01:32.000]  有些國家有些地方
[00:01:32.000 --> 00:01:36.000]  幾乎做到有一段時間是清零
[00:01:36.000 --> 00:01:40.000]  甚至後來Omicron爆發後
[00:01:40.000 --> 00:01:44.000]  疫症增加多了
[00:01:44.000 --> 00:01:46.000]  但數字上
[00:01:46.000 --> 00:01:50.000]  比起一些崇尚個人自由
[00:01:50.000 --> 00:01:56.000]  過於公眾安危的國家來說
[00:01:56.000 --> 00:02:00.000]  仍然差很遠
[00:02:00.000 --> 00:02:02.000]  少很多
[00:02:02.000 --> 00:02:05.000]  今天我要和大家分享一下
[00:02:05.000 --> 00:02:08.000]  自由沒有制裁
[00:02:08.000 --> 00:02:10.000]  到底有甚麼禍害呢?
[00:02:10.000 --> 00:02:12.000]  有人說了一句話
[00:02:12.000 --> 00:02:17.000]  真正的自由不是取消一切約束
[00:02:17.000 --> 00:02:22.000]  而是用內在的束縛來代替外在的束縛
[00:02:22.000 --> 00:02:24.000]  換句話來說
[00:02:24.000 --> 00:02:26.000]  其實自由最重要的一件事
[00:02:26.000 --> 00:02:29.000]  就是每個人懂得去管理自己的心
[00:02:29.000 --> 00:02:31.000]  你的心裡很想做某一件事
[00:02:31.000 --> 00:02:33.000]  但你也會衡量一下
[00:02:33.000 --> 00:02:35.000]  我做這件事會不會影響別人呢?
[00:02:35.000 --> 00:02:39.000]  我做這件事會不會令其他人受害呢?
[00:02:39.000 --> 00:02:41.000]  會不會令公眾受損呢?
[00:02:41.000 --> 00:02:43.000]  在這樣的情境裡
[00:02:43.000 --> 00:02:45.000]  就寧願裡面約束自己
[00:02:45.000 --> 00:02:49.000]  有但不用的自由
[00:02:49.000 --> 00:02:51.000]  另一方面
[00:02:51.000 --> 00:02:53.000]  亦有人說
[00:02:53.000 --> 00:02:55.000]  想做甚麼就做甚麼
[00:02:55.000 --> 00:02:59.000]  不是自由而是任性
[00:02:59.000 --> 00:03:07.000]  我們看到今天已經越來越多人傾向讚成這種看法
[00:03:07.000 --> 00:03:09.000]  你想做甚麼就做甚麼
[00:03:09.000 --> 00:03:11.000]  這不是自由
[00:03:11.000 --> 00:03:13.000]  這是任性
[00:03:13.000 --> 00:03:15.000]  帶來的結果
[00:03:15.000 --> 00:03:18.000]  就是個人想做的事你做了出來
[00:03:18.000 --> 00:03:24.000]  但帶來的是其他人去承受的惡果
[00:03:24.000 --> 00:03:26.000]  因為這樣的緣故
[00:03:26.000 --> 00:03:28.000]  有一個學者叫史鐵生
[00:03:28.000 --> 00:03:30.000]  他說絕對的自由
[00:03:30.000 --> 00:03:33.000]  必會葬送自由的魅力
[00:03:33.000 --> 00:03:36.000]  如果將這個自由絕對化
[00:03:36.000 --> 00:03:39.000]  每個人絕對有自由
[00:03:39.000 --> 00:03:41.000]  沒有任何限制
[00:03:41.000 --> 00:03:43.000]  如果是這樣
[00:03:43.000 --> 00:03:47.000]  自由的魅力遲早會失去
[00:03:47.000 --> 00:03:53.000]  甚至有些人一想到一提到一聽到自由
[00:03:53.000 --> 00:03:55.000]  甚至會有反感
[00:03:55.000 --> 00:03:58.000]  最近大家都可以看到
[00:03:58.000 --> 00:04:00.000]  疫症發生之後
[00:04:00.000 --> 00:04:02.000]  歐美國國
[00:04:02.000 --> 00:04:04.000]  送上自由的國家
[00:04:04.000 --> 00:04:06.000]  你可以這樣說
[00:04:06.000 --> 00:04:08.000]  看到那種慘況
[00:04:08.000 --> 00:04:10.000]  欲哭無淚
[00:04:10.000 --> 00:04:13.000]  我要將大家的注意力
[00:04:13.000 --> 00:04:16.000]  放回創世紀第三章
[00:04:16.000 --> 00:04:21.000]  先祖的靈和肉的角力
[00:04:21.000 --> 00:04:26.000]  為甚麼樂園會失落呢?
[00:04:26.000 --> 00:04:32.000]  為甚麼先祖明明享受伊甸園的境界
[00:04:32.000 --> 00:04:34.000]  後來沒辦法享受呢?
[00:04:34.000 --> 00:04:38.000]  為甚麼人會發展成這樣呢?
[00:04:38.000 --> 00:04:42.000]  原來從聖經的觀點來看
[00:04:42.000 --> 00:04:44.000]  神在造人的時候
[00:04:44.000 --> 00:04:46.000]  是賦予人自由意志的
[00:04:46.000 --> 00:04:48.000]  但另一方面來說
[00:04:48.000 --> 00:04:50.000]  是設有底線的
[00:04:50.000 --> 00:04:52.000]  這個底線在哪裡呢?
[00:04:52.000 --> 00:04:56.000]  創世紀第二章15節
[00:04:56.000 --> 00:05:00.000]  耶和華神將那人安置在伊甸園
[00:05:00.000 --> 00:05:03.000]  使他修理看守
[00:05:03.000 --> 00:05:05.000]  16節
[00:05:05.000 --> 00:05:09.000]  耶和華神吩咐頒佈命令
[00:05:09.000 --> 00:05:11.000]  下旬
[00:05:11.000 --> 00:05:14.000]  園中各樣樹上的果子
[00:05:14.000 --> 00:05:16.000]  你可以隨意去吃
[00:05:16.000 --> 00:05:21.000]  唯獨園中分別善惡的果子
[00:05:21.000 --> 00:05:23.000]  你不可以吃
[00:05:23.000 --> 00:05:26.000]  因為你吃的日子必定死
[00:05:26.000 --> 00:05:29.000]  在這段聖經當中
[00:05:29.000 --> 00:05:31.000]  我們看到一方面
[00:05:31.000 --> 00:05:34.000]  神是賦予人自由
[00:05:34.000 --> 00:05:37.000]  但在自由當中
[00:05:37.000 --> 00:05:41.000]  你會發現不是完全沒有底線
[00:05:41.000 --> 00:05:43.000]  是有底線的
[00:05:43.000 --> 00:05:45.000]  自由是甚麼意思呢?
[00:05:45.000 --> 00:05:47.000]  就是所有東西放在這裡的時候
[00:05:47.000 --> 00:05:50.000]  其實亞當和夏娃
[00:05:50.000 --> 00:05:55.000]  是可以隨意吃園中
[00:05:55.000 --> 00:05:57.000]  所有樹上的果子
[00:05:57.000 --> 00:05:59.000]  是隨意的
[00:05:59.000 --> 00:06:01.000]  另一方面
[00:06:01.000 --> 00:06:05.000]  當有動物給他們管理治理的時候
[00:06:05.000 --> 00:06:08.000]  他也是隨意為他們起名
[00:06:08.000 --> 00:06:10.000]  然後跟他們在一起
[00:06:10.000 --> 00:06:12.000]  來去飼養他們
[00:06:12.000 --> 00:06:14.000]  但另一方面來說
[00:06:14.000 --> 00:06:17.000]  神給他們這個自由的意志
[00:06:17.000 --> 00:06:20.000]  是肯定有一個底線
[00:06:20.000 --> 00:06:24.000]  神給人的底線是甚麼呢?
[00:06:24.000 --> 00:06:26.000]  就是他自己的話
[00:06:26.000 --> 00:06:29.000]  我們首先去看一看
[00:06:29.000 --> 00:06:35.000]  有甚麼是人用他的自由意志可以做的
[00:06:35.000 --> 00:06:38.000]  有甚麼是可為的呢?
[00:06:38.000 --> 00:06:42.000]  就是園中所有樹上的果子
[00:06:42.000 --> 00:06:44.000]  你可以隨意吃
[00:06:44.000 --> 00:06:47.000]  你喜歡吃哪種果
[00:06:47.000 --> 00:06:48.000]  你就吃哪種果
[00:06:48.000 --> 00:06:50.000]  你不喜歡吃的
[00:06:50.000 --> 00:06:51.000]  你就可以不吃
[00:06:51.000 --> 00:06:53.000]  總之是你選擇
[00:06:53.000 --> 00:06:55.000]  很多很多的選擇
[00:06:55.000 --> 00:06:56.000]  多到甚麼呢?
[00:06:56.000 --> 00:06:58.000]  你想一想
[00:06:58.000 --> 00:07:02.000]  今天市場賣的蔬果有多少
