
[00:00:00.000 --> 00:00:10.000]  我剛才聽馬祺宣教士說,在鄉下的人是會因為信耶穌被趕走的。
[00:00:10.000 --> 00:00:19.000]  我都想起自己的媽媽信耶穌的時候,被我阿婆踢下床不給飯吃。
[00:00:19.000 --> 00:00:27.000]  所以,因著做基督徒受苦在這個世界上是真有其事的。
[00:00:27.000 --> 00:00:32.000]  不知道大家自己做基督徒有沒有受過苦。
[00:00:32.000 --> 00:00:41.000]  我在想這個問題,在香港這個地方,可能你做基督徒是沒有受過苦也說不定的。
[00:00:41.000 --> 00:00:48.000]  或者你做基督徒做到現在也覺得很自在很舒服。
[00:00:48.000 --> 00:00:57.000]  我就想,如果做基督徒從來都沒有受過苦,是不是會有一點牙癢呢?
[00:00:57.000 --> 00:01:00.000]  是不是有一點問題呢?
[00:01:00.000 --> 00:01:10.000]  因為當你有與人不同的時候,或多或少,總會受過一點苦的,是不是?
[00:01:10.000 --> 00:01:16.000]  如果由始至終從來沒有受過苦,可能問題不在於你。
[00:01:16.000 --> 00:01:19.000]  或者,可能你真的很幸運。
[00:01:19.000 --> 00:01:25.000]  不過我想在我們思想彼得書信的時候,一個很清晰的主題就是說,
[00:01:25.000 --> 00:01:32.000]  凡是跟隨主的人,是預了受苦的。
[00:01:32.000 --> 00:01:38.000]  如果你再讀彼得,讀來讀去,你會覺得,其實彼得為什麼這麼沉氣?
[00:01:38.000 --> 00:01:44.000]  你這段又說了苦,那段又說了苦,再隔沒多久又再說苦。
[00:01:44.000 --> 00:01:52.000]  我告訴你,你今天聽彼得書信關於苦的這個題目,不是最後。
[00:01:52.000 --> 00:01:57.000]  接下來還會說的,那你不要覺得沉。
[00:01:57.000 --> 00:02:02.000]  其實之所以要這樣說,是因為重要。
[00:02:02.000 --> 00:02:05.000]  為什麼會苦?
[00:02:05.000 --> 00:02:13.000]  鄧教師提醒我們,他說,如果你自己拿來的,那你就要反省。
[00:02:13.000 --> 00:02:17.000]  我們不是說這些自討苦吃的那種苦。
[00:02:17.000 --> 00:02:24.000]  有時候我們開口急著說錯話,有時候我們自己小器,有時候我們自己不懂得做人。
[00:02:24.000 --> 00:02:28.000]  有時候我們做錯事,我們都犯罪。
[00:02:28.000 --> 00:02:34.000]  那些苦不是入於這裡所說的範圍。
[00:02:34.000 --> 00:02:40.000]  這裡所說的受苦,是彼得在第三章說的,
[00:02:40.000 --> 00:02:47.000]  如果你是做好的,你是很認真地,經常都走線的,
[00:02:47.000 --> 00:02:51.000]  做對的事,做好的事,前面那些說了的,
[00:02:51.000 --> 00:02:58.000]  二章那裡一直說,說夫妻怎樣相處,說面對不好的老闆又怎樣,
[00:02:58.000 --> 00:03:08.000]  說在一個有壓迫的,甚至是在一個國家裡面有問題的時候,
[00:03:08.000 --> 00:03:11.000]  你要怎樣做?
[00:03:11.000 --> 00:03:18.000]  總而言之,你是在上你敬重他,老闆,主人你服侍他,
[00:03:18.000 --> 00:03:24.000]  你自己的口舌能夠勒住舌頭,不出惡言,
[00:03:24.000 --> 00:03:27.000]  你是事實上追求和睦的。
[00:03:27.000 --> 00:03:32.000]  彼得說,你若是熱心行善,是在說這一切,
[00:03:32.000 --> 00:03:36.000]  不是自討苦吃,是走對的路。
[00:03:36.000 --> 00:03:42.000]  彼得在這裡是鼓勵我們,其實你不用這麼怕苦,
[00:03:42.000 --> 00:03:49.000]  第一,就是說熱心行善,第三章十三節,熱心行善,
[00:03:49.000 --> 00:03:52.000]  有誰害你呢?
[00:03:52.000 --> 00:03:56.000]  基本上就是說,你最重要的弟兄姊妹,
[00:03:56.000 --> 00:04:03.000]  面對著多大的挑戰,多大的不公平,多大的困難,
[00:04:03.000 --> 00:04:13.000]  你最重要不要退下來,改變你基督徒應有的思想和行為,
[00:04:13.000 --> 00:04:17.000]  變成要麼就同流合污,要麼就滿心苦澀,
[00:04:17.000 --> 00:04:22.000]  想以牙還牙,想你做初一,我做十五。
[00:04:22.000 --> 00:04:31.000]  彼得一直這樣說,若果熱心行善,有誰害你呢?
[00:04:31.000 --> 00:04:41.000]  就好像父母對子女說,你最重要不要怕吃虧,
[00:04:41.000 --> 00:04:45.000]  做好本份,再加上一成的力量,
[00:04:45.000 --> 00:04:49.000]  你遲早一定會有好的結果,
[00:04:49.000 --> 00:04:53.000]  如果你是斤斤計較,你最後就只有一個空隙,
[00:04:53.000 --> 00:04:59.000]  所以要熱心行善,熱心行善可以用通俗一點的話來說,
[00:04:59.000 --> 00:05:03.000]  是成為做對事的發燒友,
[00:05:03.000 --> 00:05:11.000]  做對,做好,心裏有火,有聖靈的火,
[00:05:11.000 --> 00:05:16.000]  如果我們能做到一個地步,除了行善,
[00:05:16.000 --> 00:05:26.000]  除了說柔和祝福的話,除了慷慨施贈,除了樂意幫助,
[00:05:26.000 --> 00:05:31.000]  我什麼都不會做,有沒有這樣的人?
[00:05:31.000 --> 00:05:36.000]  有沒有人說除了好東西,我什麼都不會有?
[00:05:36.000 --> 00:05:42.000]  我想沒有,我們每個人裏面其實都有一隻野獸,
[00:05:42.000 --> 00:05:45.000]  我經常覺得我自己裏面有一條毒蛇,
[00:05:45.000 --> 00:05:51.000]  你千萬不要勒著它,一聲,那條舌頭就這樣,
[00:05:51.000 --> 00:05:58.000]  我真的覺得有時候我們那雙眼就很快就表露了我們裏面是一隻什麼,
[00:05:58.000 --> 00:06:05.000]  人家不經意說一句不中聽的話,你的眼神已經馬上變,
[00:06:05.000 --> 00:06:11.000]  我們沒有人是真真正正發燒到一個地步,
[00:06:11.000 --> 00:06:20.000]  在世上行善,正經說,世上行善而不犯罪的,世上實在沒有,
[00:06:20.000 --> 00:06:26.000]  彼得就說,雖然環境是這麼可怕,做基督徒一定會受苦,
[00:06:26.000 --> 00:06:32.000]  不過我告訴你,其實如果你一直發燒這樣行善,又有誰會害你?
[00:06:32.000 --> 00:06:35.000]  好像有矛盾,其實又沒有什麼矛盾,
[00:06:35.000 --> 00:06:40.000]  其實四周的人又不是這麼大奸大惡到沒有良心,
[00:06:40.000 --> 00:06:46.000]  基本上外面的文化都是,你好人成這樣,人家都會來幫你,
[00:06:46.000 --> 00:06:50.000]  是不是這樣,各位?是不是?
[00:06:50.000 --> 00:07:00.000]  當我們被人打被人欺負的時候,不一定是外面的人真的這麼差,
[00:07:00.000 --> 00:07:03.000]  有時候我們被人打被人欺負,是我們招惹回來的,
[00:07:03.000 --> 00:07:08.000]  我們又要反省,是不斷要反省,不斷要改變自己,
[00:07:08.000 --> 00:07:15.000]  以致自己真的可以問心無愧地,我是行善,不過都被人欺負,
[00:07:15.000 --> 00:07:26.000]  不過彼得還有一句,他在第十四節說,就算你是為義受苦,那又如何?
[00:07:26.000 --> 00:07:29.000]  這裡我們的氣很容易不順,
[00:07:29.000 --> 00:07:33.000]  做得對,做到最好,都還要受苦,這個什麼世界?
[00:07:33.000 --> 00:07:37.000]  公義在哪裡?哪裡有天理?天有沒有眼?
[00:07:37.000 --> 00:07:43.000]  我們看電視劇看得太多了,彼得說我們行義就算受苦,
[00:07:43.000 --> 00:07:49.000]  都是有福的,又是再來肯定,
[00:07:49.000 --> 00:08:01.000]  是啊,我們說,唉,我吃虧,我受苦,彼得你知不知道,
[00:08:01.000 --> 00:08:05.000]  有些人真的很壞,無論你多好,他都會欺負你的,
[00:08:05.000 --> 00:08:12.000]  我會吃虧的,我會受苦的,我不知道你的處境如何,
[00:08:12.000 --> 00:08:20.000]  你有沒有覺得自己已經做得很好,不過還是在受苦,
[00:08:20.000 --> 00:08:24.000]  你差不多想放棄,你差不多想報復,
[00:08:24.000 --> 00:08:31.000]  你差不多想說好,你做初一,我做十五,你都沒見過我的真功夫,
[00:08:31.000 --> 00:08:35.000]  我比你厲害,你小心點,
[00:08:35.000 --> 00:08:42.000]  我想如果我們裡面有這樣的情況,會怎樣?
[00:08:42.000 --> 00:08:47.000]  彼得都還說,做好你自己,
[00:08:47.000 --> 00:08:57.000]  頂多你不是受苦,頂多你不是畏異受苦,
[00:08:57.000 --> 00:09:01.000]  這樣都是好的,都是有福的,
[00:09:01.000 --> 00:09:07.000]  可能你已經開始不耐煩,聽見一個人不斷跟你說,
[00:09:07.000 --> 00:09:09.000]  你都會神經病,
[00:09:09.000 --> 00:09:13.000]  但彼得告訴你,你知不知道,我以前劈人的,
[00:09:13.000 --> 00:09:22.000]  我以前斬人的,但我後來被倒轉來,釘十字架,
[00:09:22.000 --> 00:09:26.000]  那你就是選擇哪樣呢?
[00:09:26.000 --> 00:09:32.000]  其實如果你醒目的話,由第一章開始,彼得已經重複說,
[00:09:32.000 --> 00:09:37.000]  我們就是要行善,我們就是要受苦,
[00:09:37.000 --> 00:09:45.000]  無論怎樣,我們都不可以報復,無論怎樣,我們都不可以放棄行善,
[00:09:45.000 --> 00:09:54.000]  在第一章第十五節,已經說了你們是蒙召的,十五節,
[00:09:54.000 --> 00:10:02.000]  那召你們的是聖潔的,第二章二十一節,那裡又告訴我們,
[00:10:02.000 --> 00:10:11.000]  你們若果因行善受苦,若果能忍耐在神體位,是可喜愛的,
[00:10:11.000 --> 00:10:21.000]  二十一節,你們蒙召,願是為此,讀下這幾個字,
[00:10:21.000 --> 00:10:31.000]  你們蒙召,願是為此,一二三,你們蒙召,願是為此,
[00:10:31.000 --> 00:10:39.000]  真是說得很輕鬆,即是你受苦,你蒙召是為了這樣,
[00:10:39.000 --> 00:10:44.000]  早知我就不蒙召,不過已經太遲了,各位,
[00:10:44.000 --> 00:10:49.000]  如果你真是屬於基督,你就已經蒙了召,
[00:10:49.000 --> 00:10:55.000]  未蒙主重召之前,已經蒙了召,要做什麼呢?要被人召,
[00:10:55.000 --> 00:11:00.000]  你們蒙召為此,知不知道?我們不記得的,
[00:11:00.000 --> 00:11:05.000]  所以讓我們說完一次,又再說,三章第九節,
[00:11:05.000 --> 00:11:11.000]  不要以惡報惡,以辱罵還辱罵,都要祝福,
[00:11:11.000 --> 00:11:22.000]  說啊各位,原因是什麼?因你們是為此蒙召,
