
[00:00:00.000 --> 00:00:05.000]  大胃傳第九講
[00:00:05.000 --> 00:00:09.000]  今天要講的是三毛以上的28章
[00:00:09.000 --> 00:00:13.000]  31章和歷代至上的第10章
[00:00:13.000 --> 00:00:16.000]  我已經有好幾個禮拜沒有講到
[00:00:16.000 --> 00:00:18.000]  我回到香港
[00:00:18.000 --> 00:00:21.000]  在香港又去了大陸旅遊
[00:00:21.000 --> 00:00:23.000]  但我都有敬拜神
[00:00:23.000 --> 00:00:29.000]  第一個禮拜我就是去到灣潮浸這個教會來敬拜神
[00:00:29.000 --> 00:00:32.000]  去灣仔的潮語浸信會
[00:00:32.000 --> 00:00:35.000]  你說牧師你不是潮州人
[00:00:35.000 --> 00:00:38.000]  為什麼你會去潮語浸信會
[00:00:38.000 --> 00:00:40.000]  因為我有個好朋友在那裡
[00:00:40.000 --> 00:00:41.000]  我去探訪他
[00:00:41.000 --> 00:00:47.000]  第二個禮拜我去了尖沙咀浸信會
[00:00:47.000 --> 00:00:50.000]  也是去探訪我的一位好朋友
[00:00:50.000 --> 00:00:53.000]  第三個禮拜在飛機上
[00:00:53.000 --> 00:00:55.000]  所以不能敬拜神
[00:00:55.000 --> 00:00:57.000]  是在那裡回來的途中
[00:00:57.000 --> 00:01:00.000]  我今天要和大家講的訊息
[00:01:00.000 --> 00:01:04.000]  是有關素羅最後的事跡
[00:01:04.000 --> 00:01:08.000]  他交軌、他的失敗、他的死亡
[00:01:08.000 --> 00:01:13.000]  其實三毛以上這本書很有趣
[00:01:13.000 --> 00:01:16.000]  我們看到三毛以上一開始的時候
[00:01:16.000 --> 00:01:19.000]  是講一個人的誕生
[00:01:19.000 --> 00:01:23.000]  在三毛以上的結束是講一個人的死亡
[00:01:23.000 --> 00:01:27.000]  在三毛以上開始的時候是誰的誕生
[00:01:27.000 --> 00:01:29.000]  是撒姆爾的誕生
[00:01:29.000 --> 00:01:32.000]  但在三毛以上最後結束的時候
[00:01:32.000 --> 00:01:35.000]  是素羅的死亡
[00:01:35.000 --> 00:01:38.000]  在三毛以上開始的時候
[00:01:38.000 --> 00:01:42.000]  神給他的旨意給三毛
[00:01:42.000 --> 00:01:44.000]  當撒姆爾帶領以色列人
[00:01:44.000 --> 00:01:45.000]  當他禱告
[00:01:45.000 --> 00:01:47.000]  走在神的旨意的時候
[00:01:47.000 --> 00:01:51.000]  神就帶領他勝過斐理士人
[00:01:51.000 --> 00:01:54.000]  但在三毛以上結束的時候
[00:01:54.000 --> 00:01:58.000]  我們看到素羅沒有走在神的旨意裡
[00:01:58.000 --> 00:02:00.000]  他離棄神
[00:02:00.000 --> 00:02:04.000]  就算到最後他希望尋求神的旨意
[00:02:04.000 --> 00:02:06.000]  得到神的帶領
[00:02:06.000 --> 00:02:09.000]  但神已經離棄了他
[00:02:09.000 --> 00:02:14.000]  神甚至容許斐理士人戰勝以色列人
[00:02:14.000 --> 00:02:18.000]  最後素羅死在戰場
[00:02:18.000 --> 00:02:23.000]  在三毛以上和三毛以下成為一個強烈的對比
[00:02:23.000 --> 00:02:26.000]  兩卷書是講兩個王
[00:02:26.000 --> 00:02:28.000]  三毛以上是講素羅
[00:02:28.000 --> 00:02:32.000]  是一個為人所喜悅的王
[00:02:32.000 --> 00:02:37.000]  最後他是衰落、失敗,以致死亡
[00:02:37.000 --> 00:02:42.000]  但三毛以下是講一個蒙神喜悅的王
[00:02:42.000 --> 00:02:44.000]  就是大衛
[00:02:44.000 --> 00:02:46.000]  他被神由一個牧羊人
[00:02:46.000 --> 00:02:50.000]  一個牧童帶領他成為以色列人的王
[00:02:50.000 --> 00:02:52.000]  因為他是合神心意的人
[00:02:52.000 --> 00:02:58.000]  我們看到從大衛和素羅身上成為強烈的對比
[00:02:58.000 --> 00:03:01.000]  三毛以上有兩卷書
[00:03:01.000 --> 00:03:04.000]  28章和31章
[00:03:04.000 --> 00:03:06.000]  就是講到素羅最後的事跡
[00:03:06.000 --> 00:03:09.000]  也是我們今天要講的經文
[00:03:09.000 --> 00:03:15.000]  今天的這篇道可以分為三個時刻
[00:03:15.000 --> 00:03:18.000]  第一個時刻是什麼?
[00:03:18.000 --> 00:03:20.000]  是很可怕的
[00:03:20.000 --> 00:03:23.000]  是一個恐懼痛苦的晚上
[00:03:23.000 --> 00:03:26.000]  就是素羅的交軌
[00:03:26.000 --> 00:03:30.000]  在聖經裡有很多事情都是晚上發生
[00:03:30.000 --> 00:03:36.000]  但由於今天的這段經文最詭異、最戲劇化
[00:03:36.000 --> 00:03:40.000]  是一個死人回到陽間
[00:03:40.000 --> 00:03:44.000]  來指證、宣告一個國王的命運
[00:03:44.000 --> 00:03:48.000]  這個死了的人來到陽間就是薩姆爾
[00:03:48.000 --> 00:03:52.000]  他所宣布這個王的命運
[00:03:52.000 --> 00:03:54.000]  這個王就是素羅
[00:03:54.000 --> 00:03:59.000]  這次是薩姆爾和素羅最後一次見面
[00:03:59.000 --> 00:04:02.000]  但這絕對不是一個愉快的場面
[00:04:02.000 --> 00:04:09.000]  經文在28章第三節再一次提到薩姆爾已經死了
[00:04:09.000 --> 00:04:11.000]  我們可能會覺得很奇怪
[00:04:11.000 --> 00:04:18.000]  因為早在薩姆爾以上的25章第一節已經告訴我們薩姆爾已經死了
[00:04:18.000 --> 00:04:21.000]  為什麼這裡又重覆呢?
[00:04:21.000 --> 00:04:23.000]  我相信有兩個原因
[00:04:23.000 --> 00:04:27.000]  第一個原因是從以色列人的觀點來看
[00:04:27.000 --> 00:04:31.000]  以色列人再次陷入困境
[00:04:31.000 --> 00:04:33.000]  斐理士人來攻擊他們
[00:04:33.000 --> 00:04:38.000]  但這次他們再沒有薩姆爾來幫助他們
[00:04:38.000 --> 00:04:42.000]  他們沒有辦法來抗拒
[00:04:42.000 --> 00:04:45.000]  因為薩姆爾已經死了
[00:04:45.000 --> 00:04:49.000]  第二個原因可能是由素羅的觀點來看
[00:04:49.000 --> 00:04:51.000]  薩姆爾在生的時候
[00:04:51.000 --> 00:04:56.000]  時時都會被素羅從中谷勸告
[00:04:56.000 --> 00:04:59.000]  但現在素羅也面臨厄運
[00:04:59.000 --> 00:05:03.000]  但薩姆爾已經去世
[00:05:03.000 --> 00:05:05.000]  薩姆爾在生的時候
[00:05:05.000 --> 00:05:10.000]  可以幫助素羅帶領以色列人戰勝斐理士人
[00:05:10.000 --> 00:05:14.000]  就好像薩姆爾上的第七章一樣
[00:05:14.000 --> 00:05:17.000]  但現在薩姆爾死了
[00:05:17.000 --> 00:05:19.000]  素羅離棄神
[00:05:19.000 --> 00:05:24.000]  所以以色列的人民對神也失去信心
[00:05:24.000 --> 00:05:31.000]  而今天我們看到素羅已經決定要向呂毛尋求幫助
[00:05:31.000 --> 00:05:37.000]  這可以說是以色列人其中一個最黑暗的時刻
[00:05:37.000 --> 00:05:40.000]  不是神放棄了以色列人
[00:05:40.000 --> 00:05:43.000]  而是以色列人放棄了神
[00:05:43.000 --> 00:05:47.000]  記不記得以色列人首先要立一位王
[00:05:47.000 --> 00:05:50.000]  他們不再要神來帶領他們
[00:05:50.000 --> 00:05:51.000]  他們要立王
[00:05:51.000 --> 00:05:53.000]  神就由他們立素羅
[00:05:53.000 --> 00:05:57.000]  以致導致他們離棄神
[00:05:57.000 --> 00:06:02.000]  當時以色列人聚集在耶斯列這個地方
[00:06:02.000 --> 00:06:06.000]  斐理士人聚集在亞佛
[00:06:06.000 --> 00:06:09.000]  如果大家記得我上次和大家說過
[00:06:09.000 --> 00:06:16.000]  當斐理士人的領袖見到阿吉王帶著兵馬來到他們面前
[00:06:16.000 --> 00:06:18.000]  他們覺得很奇怪
[00:06:18.000 --> 00:06:21.000]  因為他們看到大衛在阿吉王的後面
[00:06:21.000 --> 00:06:23.000]  他們立刻問
[00:06:23.000 --> 00:06:26.000]  以色列人為何會在我們當中
[00:06:26.000 --> 00:06:30.000]  希伯來人為何會在我們的軍隊裡面
[00:06:30.000 --> 00:06:32.000]  後來他們不相信大衛
[00:06:32.000 --> 00:06:37.000]  他們要將大衛打發回去洗格拉這個地方
[00:06:37.000 --> 00:06:39.000]  然後當大衛離開了
[00:06:39.000 --> 00:06:43.000]  斐理士人就向耶斯列進軍
[00:06:43.000 --> 00:06:46.000]  最後去到書臉這個地方
[00:06:46.000 --> 00:06:53.000]  他們準備攻擊駐軍在基利坡山的以色列軍隊
[00:06:53.000 --> 00:06:57.000]  斐理士人這次來攻打以色列人
[00:06:57.000 --> 00:07:00.000]  以色列人完全沒有作好準備
[00:07:00.000 --> 00:07:03.000]  為何他們沒有作好準備
[00:07:03.000 --> 00:07:06.000]  因為素羅掛念追趕大衛
[00:07:06.000 --> 00:07:11.000]  他根本沒有預備好怎樣來迎戰斐理士人
[00:07:11.000 --> 00:07:14.000]  這個就是他失敗的原因
[00:07:14.000 --> 00:07:17.000]  當他們看到斐理士人聚集在一起
[00:07:17.000 --> 00:07:19.000]  要攻打他們
[00:07:19.000 --> 00:07:22.000]  他們感到非常非常之的震驚
[00:07:22.000 --> 00:07:26.000]  在撒姆爾上的28章第三節
[00:07:26.000 --> 00:07:32.000]  說到素羅在國內趕出所有交軌行無術的人
[00:07:32.000 --> 00:07:35.000]  根據摩西的律法
[00:07:35.000 --> 00:07:38.000]  一切交軌行無術的人
[00:07:38.000 --> 00:07:40.000]  都會受到詛咒
[00:07:40.000 --> 00:07:42.000]  都會受到懲罰
[00:07:42.000 --> 00:07:46.000]  這些通靈的手法都是死罪
[00:07:46.000 --> 00:07:49.000]  在《述出埃及記》的22章
[00:07:49.000 --> 00:07:52.000]  《利美記》的19章和20章
[00:07:52.000 --> 00:07:55.000]  還有《生命記》的18章都告訴我們
[00:07:55.000 --> 00:08:00.000]  如果任何人用通靈的手法來交軌行無術
[00:08:00.000 --> 00:08:02.000]  是死罪
[00:08:02.000 --> 00:08:07.000]  一個人尋求通靈可以透過什麼手法
[00:08:07.000 --> 00:08:09.000]  可以透過占卜
[00:08:09.000 --> 00:08:12.000]  可以透過體相
[00:08:12.000 --> 00:08:14.000]  甚至透過風水
[00:08:14.000 --> 00:08:19.000]  有人說: 哇!牧師你不要亂說
[00:08:19.000 --> 00:08:23.000]  古代風水是有它的原因的
[00:08:23.000 --> 00:08:26.000]  如果你建一間屋在河邊
[00:08:26.000 --> 00:08:28.000]  河水氾濫會怎樣
[00:08:28.000 --> 00:08:30.000]  會有水災
[00:08:30.000 --> 00:08:33.000]  所以不要在河邊建屋
[00:08:33.000 --> 00:08:36.000]  如果你建一間屋在山谷那裡
[00:08:36.000 --> 00:08:37.000]  會有色風的
[00:08:37.000 --> 00:08:39.000]  就會有風災
[00:08:39.000 --> 00:08:42.000]  古代的風水就是看這些東西
[00:08:42.000 --> 00:08:47.000]  所以你說有原因的風水不是迷信
[00:08:47.000 --> 00:08:51.000]  但是今時今日的風水是什麼
[00:08:51.000 --> 00:08:54.000]  幫助看風水的人怎樣
[00:08:54.000 --> 00:08:56.000]  得到好運
[00:08:56.000 --> 00:08:58.000]  得到富有
[00:08:58.000 --> 00:09:03.000]  所以就變成了通靈
[00:09:03.000 --> 00:09:06.000]  如果你說我想富有
[00:09:06.000 --> 00:09:07.000]  我想好運
[00:09:07.000 --> 00:09:10.000]  為什麼會變成了通靈
[00:09:10.000 --> 00:09:13.000]  如果不是神令你富有
[00:09:13.000 --> 00:09:15.000]  不是神令你好運
[00:09:15.000 --> 00:09:17.000]  是誰令你富有好運
[00:09:17.000 --> 00:09:19.000]  是邪靈
[00:09:19.000 --> 00:09:21.000]  是撒旦
[00:09:21.000 --> 00:09:24.000]  所以這一切體相風水占卜
[00:09:24.000 --> 00:09:28.000]  都是和邪靈有關
[00:09:28.000 --> 00:09:31.000]  邪靈開始的地方在哪裡
[00:09:31.000 --> 00:09:33.000]  是巴比倫
[00:09:33.000 --> 00:09:36.000]  記不記得創世紀的十一章
[00:09:36.000 --> 00:09:39.000]  那些人希望建一座塔
[00:09:39.000 --> 00:09:41.000]  塔頂通天
[00:09:41.000 --> 00:09:42.000]  要來做什麼
[00:09:42.000 --> 00:09:45.000]  傳揚他們的名
[00:09:45.000 --> 00:09:47.000]  傳揚人的名
[00:09:47.000 --> 00:09:51.000]  這就是世上第一個假的宗教
[00:09:51.000 --> 00:09:55.000]  後面是有邪靈在搗亂
