
[00:00:00.000 --> 00:00:06.000]  今天和大家一起來試上彼得前書
[00:00:06.000 --> 00:00:09.000]  剛才我們讀的聖經
[00:00:09.000 --> 00:00:13.000]  如果大家有聖經的話可以繼續打開
[00:00:13.000 --> 00:00:15.000]  我們看回彼得前書的第一章
[00:00:15.000 --> 00:00:20.000]  今天我們特別想看13節到第2章的第3節
[00:00:20.000 --> 00:00:23.000]  這段聖經究竟有什麼重要呢?
[00:00:23.000 --> 00:00:29.000]  如果你是過去在傳福堂崇拜的話
[00:00:29.000 --> 00:00:33.000]  你也會留意到我已經說了幾次關於彼得前書
[00:00:33.000 --> 00:00:37.000]  彼得前書是我最近在看聖經
[00:00:37.000 --> 00:00:42.000]  特別提醒自己要閱讀的經卷
[00:00:42.000 --> 00:00:47.000]  今天的講章就在大家的程序單
[00:00:47.000 --> 00:00:51.000]  如果沒有的話也不要緊
[00:00:51.000 --> 00:00:55.000]  主要是有些大綱
[00:00:55.000 --> 00:01:00.000]  為什麼要讀彼得前書呢?
[00:01:00.000 --> 00:01:05.000]  因為我經常覺得今天我們所面對的信徒的挑戰
[00:01:05.000 --> 00:01:08.000]  今天和我所面對的壓力
[00:01:08.000 --> 00:01:15.000]  好像2000年前當彼得寫了書信給當時的會友的時候
[00:01:15.000 --> 00:01:18.000]  那些基督徒同樣面對的情況
[00:01:18.000 --> 00:01:22.000]  雖然是槍殺了2000年 但有很多是相同的
[00:01:22.000 --> 00:01:26.000]  大家可能留意到第6節和第7節
[00:01:26.000 --> 00:01:29.000]  說到好像火一樣的試煉
[00:01:29.000 --> 00:01:34.000]  令到我們有四方八面來的攻擊
[00:01:34.000 --> 00:01:40.000]  我相信當我們讀到的時候心裡也有這樣的功名
[00:01:40.000 --> 00:01:46.000]  是用百般的試煉來說話
[00:01:46.000 --> 00:01:57.000]  如果今天你和我問究竟在面對什麼生活上的壓力和挑戰
[00:01:57.000 --> 00:02:01.000]  和難處 什麼叫百般的試煉呢?
[00:02:01.000 --> 00:02:04.000]  大概我們可以看到有四方面
[00:02:04.000 --> 00:02:07.000]  今天這段聖經特別要提出來
[00:02:07.000 --> 00:02:09.000]  要我們一起去面對
[00:02:09.000 --> 00:02:12.000]  也提醒我們如何去面對的四方面
[00:02:12.000 --> 00:02:15.000]  所以今天我列出了四方面
[00:02:15.000 --> 00:02:20.000]  今天這段聖經提到的四方面也是我們不容易面對的
[00:02:20.000 --> 00:02:23.000]  首先第一方面我寫在大綱裡面
[00:02:23.000 --> 00:02:27.000]  就是我們面對前路我們有些覺得茫茫無路
[00:02:27.000 --> 00:02:31.000]  可以說是一種茫茫前路 我們不知道如何走上去
[00:02:31.000 --> 00:02:34.000]  真的我們面對前面的路我們不知道如何走
[00:02:34.000 --> 00:02:39.000]  很困難 從個人自己所面對的 社會面對的
[00:02:39.000 --> 00:02:42.000]  整個世界我們都不知道如何去走
[00:02:42.000 --> 00:02:46.000]  前面好像很難走下去
[00:02:46.000 --> 00:02:53.000]  第二個挑戰就是我們周圍的社會充滿了很多的罪惡
[00:02:53.000 --> 00:02:59.000]  很多的誘惑 讓我們的心都受到很大的挑戰
[00:02:59.000 --> 00:03:01.000]  我們如何可以過一個聖潔的生活
[00:03:01.000 --> 00:03:04.000]  我們知道需要過一個聖潔的生活
[00:03:04.000 --> 00:03:06.000]  但我們發現周圍的力量很厲害
[00:03:06.000 --> 00:03:09.000]  不斷的誘惑 引誘我們
[00:03:09.000 --> 00:03:11.000]  我們不單看前面 看不到前路
[00:03:11.000 --> 00:03:14.000]  我們周圍有很多的壓力
[00:03:14.000 --> 00:03:17.000]  看回我們內心 我們發現我們很疲倦
[00:03:17.000 --> 00:03:19.000]  好像我們有心無力
[00:03:19.000 --> 00:03:22.000]  我們都很想去面對 我都很想繼續走下去
[00:03:22.000 --> 00:03:25.000]  但我們發現我們自己都很累
[00:03:25.000 --> 00:03:26.000]  我們好像很無力
[00:03:26.000 --> 00:03:30.000]  第四項 我們相信作為基督徒
[00:03:30.000 --> 00:03:33.000]  我們在教會裡面能夠有一個好的團體
[00:03:33.000 --> 00:03:38.000]  互相的鼓勵 互相的安慰
[00:03:38.000 --> 00:03:40.000]  一起走這條路的時候
[00:03:40.000 --> 00:03:42.000]  有時甚至是禮分禮拜堂
[00:03:42.000 --> 00:03:45.000]  在教會裡面 有令我們很失望的地方
[00:03:45.000 --> 00:03:48.000]  有令我們難過的時候
[00:03:48.000 --> 00:03:53.000]  究竟我們這條路如何繼續走下去呢
[00:03:53.000 --> 00:03:55.000]  我相信剛才我說的話
[00:03:55.000 --> 00:03:57.000]  給你心裡有些共鳴的話
[00:03:57.000 --> 00:04:01.000]  正是今天彼得在這段聖經裡面
[00:04:01.000 --> 00:04:05.000]  要回答的四個方面
[00:04:05.000 --> 00:04:07.000]  我們特別留心聽
[00:04:07.000 --> 00:04:10.000]  彼得神的說話究竟如何幫我們去回答
[00:04:10.000 --> 00:04:13.000]  我們面對著的這些難處
[00:04:13.000 --> 00:04:15.000]  雖然是二千年前的作品
[00:04:15.000 --> 00:04:19.000]  但是神藉著彼得所說的神的話
[00:04:19.000 --> 00:04:22.000]  今天都和你和我一起來說
[00:04:22.000 --> 00:04:24.000]  我們一起來看第一方面
[00:04:24.000 --> 00:04:31.000]  如何可以勇闖前面這條茫茫的前路呢
[00:04:31.000 --> 00:04:33.000]  特別我想和大家留意
[00:04:33.000 --> 00:04:36.000]  在第一章第十三和十四節
[00:04:36.000 --> 00:04:38.000]  這兩節的聖經
[00:04:38.000 --> 00:04:40.000]  聖經說什麼呢
[00:04:40.000 --> 00:04:42.000]  剛才我們讀的時候
[00:04:42.000 --> 00:04:46.000]  說你們要約束你們自己的心
[00:04:46.000 --> 00:04:49.000]  原文的意思更加好
[00:04:49.000 --> 00:04:51.000]  彼得其實很好
[00:04:51.000 --> 00:04:58.000]  說要束上心中的腰帶
[00:04:58.000 --> 00:05:01.000]  謹慎自守 專心留心
[00:05:01.000 --> 00:05:04.000]  盼望向前面
[00:05:04.000 --> 00:05:06.000]  看耶穌基督再回來的時候
[00:05:06.000 --> 00:05:09.000]  我們將來永恆裡面見到耶穌的時候
[00:05:09.000 --> 00:05:13.000]  祂為我們所預備的禮物和恩典
[00:05:13.000 --> 00:05:15.000]  第十四節
[00:05:15.000 --> 00:05:18.000]  祂說既然你們要做順命的兒女
[00:05:18.000 --> 00:05:22.000]  就不要效法從前蒙昧無知的時候
[00:05:22.000 --> 00:05:24.000]  那種放縱私慾的樣子
[00:05:24.000 --> 00:05:26.000]  前面有從前
[00:05:26.000 --> 00:05:29.000]  時間上我們說我們望向前的時候
[00:05:29.000 --> 00:05:30.000]  好像很難捱的時候
[00:05:30.000 --> 00:05:32.000]  聖經提醒我們
[00:05:32.000 --> 00:05:34.000]  我們要向前望
[00:05:34.000 --> 00:05:37.000]  還說不要走回頭路
[00:05:37.000 --> 00:05:39.000]  不要像以前那樣
[00:05:39.000 --> 00:05:42.000]  那種蒙昧無知放縱私慾
[00:05:42.000 --> 00:05:44.000]  那些日子的樣子
[00:05:44.000 --> 00:05:46.000]  那怎麼辦呢
[00:05:46.000 --> 00:05:48.000]  當我們面對這個挑戰的時候
[00:05:48.000 --> 00:05:50.000]  聖經第一句就提醒我們
[00:05:50.000 --> 00:05:55.000]  我們要束上心中的腰帶
[00:05:55.000 --> 00:05:57.000]  猶太人和中國人一樣
[00:05:57.000 --> 00:06:00.000]  在以前也是穿著長袍
[00:06:00.000 --> 00:06:02.000]  不過也挺舒服的
[00:06:02.000 --> 00:06:06.000]  不過當我們要鼓起勇氣
[00:06:06.000 --> 00:06:08.000]  有精神提起精神
[00:06:08.000 --> 00:06:10.000]  要走下去的時候
[00:06:10.000 --> 00:06:11.000]  要束上
[00:06:11.000 --> 00:06:14.000]  中國人打功夫的時候要束上咒紗帶
[00:06:14.000 --> 00:06:15.000]  猶太人一樣
[00:06:15.000 --> 00:06:16.000]  他們的袍子很鬆的
[00:06:16.000 --> 00:06:17.000]  那怎麼辦呢
[00:06:17.000 --> 00:06:20.000]  如果要有一個精神體力
[00:06:20.000 --> 00:06:23.000]  要有個勇氣
[00:06:23.000 --> 00:06:25.000]  要束上這條腰帶
[00:06:25.000 --> 00:06:29.000]  彼得說我們要束上心中的腰帶
[00:06:29.000 --> 00:06:32.000]  我們的心要束上腰帶
[00:06:32.000 --> 00:06:33.000]  能夠挺起來
[00:06:33.000 --> 00:06:35.000]  一束上腰帶就挺起來
[00:06:35.000 --> 00:06:38.000]  於是那條路以為很難走
[00:06:38.000 --> 00:06:39.000]  未必走得到
[00:06:39.000 --> 00:06:42.000]  我們都可以有勇氣走下去
[00:06:42.000 --> 00:06:44.000]  這就是彼得一開始的時候
[00:06:44.000 --> 00:06:46.000]  給我們的鼓勵
[00:06:46.000 --> 00:06:48.000]  我相信你有時心目中都說
[00:06:48.000 --> 00:06:49.000]  是呀我都知道
[00:06:49.000 --> 00:06:52.000]  我都想束上咒紗帶
[00:06:52.000 --> 00:06:53.000]  心中的腰帶
[00:06:53.000 --> 00:06:55.000]  但我真的不知道怎樣束上
[00:06:55.000 --> 00:06:58.000]  還有力量在哪裡給我可以束上去
[00:06:58.000 --> 00:06:59.000]  彼得很好
[00:06:59.000 --> 00:07:01.000]  他說你看著兩樣東西
[00:07:01.000 --> 00:07:03.000]  第一要向著前面
[00:07:03.000 --> 00:07:06.000]  耶穌基督再來的時候
[00:07:06.000 --> 00:07:08.000]  那幅榮耀的圖畫
[00:07:08.000 --> 00:07:10.000]  然後給你的獎賞
[00:07:10.000 --> 00:07:12.000]  還有那個恩典等候著你
[00:07:12.000 --> 00:07:14.000]  人有盼望
[00:07:14.000 --> 00:07:16.000]  就有一種向前走的力量
[00:07:16.000 --> 00:07:18.000]  很有趣的
[00:07:18.000 --> 00:07:20.000]  有盼望和沒有盼望
[00:07:20.000 --> 00:07:23.000]  和你現在有關不是將來的事
[00:07:23.000 --> 00:07:25.000]  我們見到小朋友
[00:07:25.000 --> 00:07:28.000]  如果他又餓了又怕了
[00:07:28.000 --> 00:07:29.000]  媽媽又沒回來
[00:07:29.000 --> 00:07:31.000]  於是他就怕的時候
[00:07:31.000 --> 00:07:32.000]  他想哭
[00:07:32.000 --> 00:07:34.000]  如果在這個時間跟他說
