
[00:00:00.000 --> 00:00:03.000]  (廣播中)
[00:00:03.000 --> 00:00:06.000]  讓我們開始祈禱開始
[00:00:06.000 --> 00:00:10.500]  慈悲全能 自由永有 無處不在的獨一真神
[00:00:10.500 --> 00:00:12.500]  我們感謝你 讚美你
[00:00:12.500 --> 00:00:17.700]  今時此地 我們能夠在教會崇拜兩堂之間
[00:00:17.700 --> 00:00:20.800]  特別是外面好像有些淒風苦雨的時候
[00:00:20.800 --> 00:00:24.300]  能夠我們共聚一堂 研討 觀察
[00:00:24.300 --> 00:00:26.300]  在真剛照耀之下
[00:00:26.300 --> 00:00:31.500]  中華傳統三教的優劣短長成敗得失
[00:00:31.500 --> 00:00:35.200]  讓我們這一批號稱炎黃子孫
[00:00:35.200 --> 00:00:40.100]  作為中西數千年文化的接觸者 繼承者
[00:00:40.100 --> 00:00:45.200]  是有所學習 明所去取 和知所識計
[00:00:45.200 --> 00:00:47.500]  孩子個人特別是感謝上主
[00:00:47.500 --> 00:00:50.000]  二十多年前 五十多歲
[00:00:50.000 --> 00:00:52.700]  才歸在楊軒的名下
[00:00:52.700 --> 00:00:55.400]  加入播道會 靈福堂
[00:00:55.400 --> 00:00:58.400]  對這方面的鑽研 既然是能力不足
[00:00:58.400 --> 00:01:01.600]  但是興趣不減
[00:01:01.600 --> 00:01:04.000]  近日更加蒙神你的帶領
[00:01:04.000 --> 00:01:07.400]  教會主任謝牧師的熱心呼召
[00:01:07.400 --> 00:01:11.300]  回來救家庭 共作新的聯繫
[00:01:11.300 --> 00:01:13.900]  報告所學和所想
[00:01:13.900 --> 00:01:18.600]  神啊 我們記得你在聖經早已宣示
[00:01:18.600 --> 00:01:21.400]  各國中行公義 好憐憫
[00:01:21.400 --> 00:01:23.900]  全心謙卑 以你同行的人
[00:01:23.900 --> 00:01:26.000]  都為你所閱立
[00:01:26.000 --> 00:01:28.400]  從前萬國各行其道
[00:01:28.400 --> 00:01:31.200]  然而上帝你總顯出證據
[00:01:31.200 --> 00:01:33.600]  讓我們知道 而且信服
[00:01:33.600 --> 00:01:37.800]  不再妄立自己的義 迷途不返
[00:01:37.800 --> 00:01:40.800]  神啊 感謝你啟示你的僕人
[00:01:40.800 --> 00:01:44.600]  香港播道會神學院長郭文茜牧師
[00:01:44.600 --> 00:01:48.900]  邀約孩子在幾年前撰寫《中華三教》
[00:01:48.900 --> 00:01:52.500]  而出版《比較宗教》
[00:01:52.500 --> 00:01:54.600]  他在總序中指出
[00:01:54.600 --> 00:01:59.200]  閉門造車往往是今日福音派神學的問題
[00:01:59.200 --> 00:02:00.600]  要知己知己
[00:02:00.600 --> 00:02:05.000]  才能做個有效見證主的教會
[00:02:05.000 --> 00:02:09.500]  沒錯 蓬勃新興的學說是層出不窮
[00:02:09.500 --> 00:02:12.200]  但源遠流長 古舊信仰
[00:02:12.200 --> 00:02:16.600]  仍然影響著世界一半以上的人口
[00:02:16.600 --> 00:02:20.700]  左右著整個世界和以後的日子
[00:02:20.700 --> 00:02:22.200]  神啊 你不要再抬痰
[00:02:22.200 --> 00:02:24.700]  人心比萬物都詭窄
[00:02:24.700 --> 00:02:27.600]  跟風投機 指鹿為馬
[00:02:27.600 --> 00:02:30.600]  迎合權勢 隨時抑揚
[00:02:30.600 --> 00:02:33.500]  或者一知半解 穿鑿附會
[00:02:33.500 --> 00:02:34.900]  譁眾取寵
[00:02:34.900 --> 00:02:39.800]  這些都是古今慣見的敗壞 糊塗和迷惑
[00:02:39.800 --> 00:02:42.200]  作為神啊 你的圈內的羊
[00:02:42.200 --> 00:02:45.000]  作為奉你之名而立的教會
[00:02:45.000 --> 00:02:47.000]  我們怎樣知己知彼
[00:02:47.000 --> 00:02:49.000]  怎樣榮臣益人
[00:02:49.000 --> 00:02:54.500]  我們實在經常需要你的恩述和大靈
[00:02:54.500 --> 00:02:56.800]  神啊 你早就教導
[00:02:56.800 --> 00:03:00.600]  只要心裡尊主基督為聖
[00:03:00.600 --> 00:03:07.500]  常作準備 溫柔敬畏的心來回答各人
[00:03:07.500 --> 00:03:10.200]  不要為言語爭辯
[00:03:10.200 --> 00:03:14.800]  又要棄絕愚絕 無學問的辯論
[00:03:14.800 --> 00:03:18.700]  只要按正義分解真理
[00:03:18.700 --> 00:03:20.800]  溫溫和和地待眾人
[00:03:20.800 --> 00:03:23.500]  善於教導 全心忍耐
[00:03:23.500 --> 00:03:28.000]  用溫柔勸戒那些抵擋的人
[00:03:28.000 --> 00:03:30.400]  或者神 你會給予機會
[00:03:30.400 --> 00:03:35.000]  給予他們悔改的心 可以明白真道
[00:03:35.000 --> 00:03:38.800]  知道何者是進天國的澤奴
[00:03:38.800 --> 00:03:42.600]  並不是籠統地求同存異
[00:03:42.600 --> 00:03:45.700]  而是要由知同名異
[00:03:45.700 --> 00:03:49.000]  由世俗模糊籠統的所謂
[00:03:49.000 --> 00:03:51.700]  「甚麼宗教都是教人為善」
[00:03:51.700 --> 00:03:55.600]  這種似乎通達實在糊塗的說法
[00:03:55.600 --> 00:03:57.500]  能夠清晰地看到
[00:03:57.500 --> 00:04:01.000]  所謂善的解說和內涵是不同的
[00:04:01.000 --> 00:04:04.600]  所謂教的方法和途徑亦有異
[00:04:04.600 --> 00:04:07.900]  智力以他力 神力以人力
[00:04:07.900 --> 00:04:12.900]  一神以多神 是不可有異 不可籠統
[00:04:12.900 --> 00:04:16.100]  神啊 求祢打開我們的眼睛
[00:04:16.100 --> 00:04:20.000]  清潔我們的心靈 拓廣我們的胸襟
[00:04:20.000 --> 00:04:26.700]  增加我們的內政和認識真理
[00:04:26.700 --> 00:04:28.600]  堅定我們的信念
[00:04:28.600 --> 00:04:32.300]  下至個人的力量非常薄弱 連事業漸高
[00:04:32.300 --> 00:04:35.600]  求祢扶持憐憫 一切同主名求
[00:04:35.600 --> 00:04:39.300]  我們盡量爭取時間
[00:04:39.300 --> 00:04:41.200]  因為我們總的時間都是很有限的
[00:04:41.200 --> 00:04:42.800]  事實上永遠都不夠的
[00:04:42.800 --> 00:04:46.700]  因應開頭那段時期的需要
[00:04:46.700 --> 00:04:49.400]  按次序釘了一些資料
[00:04:49.400 --> 00:04:52.200]  大家按著它釘
[00:04:52.200 --> 00:04:56.700]  第一張就是那部比較宗教的
[00:04:56.700 --> 00:04:59.000]  前面的博牧師的序
[00:04:59.000 --> 00:05:03.700]  大家自己看看就行了
[00:05:03.700 --> 00:05:05.500]  它最後那段是我剛才引述的
[00:05:05.500 --> 00:05:07.500]  閉門造車那些什麼
[00:05:07.500 --> 00:05:09.700]  第一張 第二張
[00:05:09.700 --> 00:05:13.500]  你的心想 原來是一張的
[00:05:13.500 --> 00:05:17.200]  第二張就是我嘗試將自己所
[00:05:17.200 --> 00:05:21.200]  這類的書我都是讀的
