
[00:00:00.000 --> 00:00:02.000]  大兄姊妹主內平安
[00:00:02.000 --> 00:00:08.000]  約伯記三十二章第一到第六節
[00:00:08.000 --> 00:00:10.000]  我讀給大家聽
[00:00:10.000 --> 00:00:16.000]  於是這三個人因約伯自以為已
[00:00:16.000 --> 00:00:18.000]  就不再回答他
[00:00:18.000 --> 00:00:24.000]  那時有布西人攔阻巴拉加的兒子
[00:00:24.000 --> 00:00:31.000]  以利戶向約伯發怒
[00:00:31.000 --> 00:00:34.000]  因約伯自以為已
[00:00:34.000 --> 00:00:37.000]  不以神為已
[00:00:37.000 --> 00:00:41.000]  他又向約伯的三個朋友發怒
[00:00:41.000 --> 00:00:47.000]  因為他們想不出回答的話來
[00:00:47.000 --> 00:00:51.000]  仍以約伯為有罪
[00:00:51.000 --> 00:00:55.000]  以利戶要與約伯說話
[00:00:55.000 --> 00:00:58.000]  就等候他們
[00:00:58.000 --> 00:01:02.000]  因為他們被自己連擄
[00:01:02.000 --> 00:01:08.000]  以利戶見這三個人口中無話回答
[00:01:08.000 --> 00:01:12.000]  就怒氣發作
[00:01:12.000 --> 00:01:17.000]  布西人巴拉加的兒子以利戶回答說
[00:01:17.000 --> 00:01:24.000]  我年輕你們老邁因此我退讓
[00:01:24.000 --> 00:01:31.000]  不敢向你們陳述我的意見
[00:01:31.000 --> 00:01:34.000]  這段經文我們讀過了
[00:01:34.000 --> 00:01:37.000]  不過我不敢問你記不記得
[00:01:37.000 --> 00:01:40.000]  約伯記我們講到第五堂
[00:01:40.000 --> 00:01:43.000]  從年頭開始
[00:01:43.000 --> 00:01:48.000]  我們提過第一第二章
[00:01:48.000 --> 00:01:55.000]  約伯記開頭將撒旦的邏輯
[00:01:55.000 --> 00:02:02.000]  與約伯對上帝的稱頌
[00:02:02.000 --> 00:02:06.000]  作一個很強烈的對比
[00:02:06.000 --> 00:02:10.000]  撒旦其實是代表著每一個人
[00:02:10.000 --> 00:02:13.000]  他說上帝對人好
[00:02:13.000 --> 00:02:15.000]  人就對上帝好
[00:02:15.000 --> 00:02:17.000]  Fair deal
[00:02:17.000 --> 00:02:22.000]  這是一個很公道的交易
[00:02:22.000 --> 00:02:24.000]  人人都是這樣的
[00:02:24.000 --> 00:02:28.000]  你不信上帝你試試對他不好
[00:02:28.000 --> 00:02:31.000]  他馬上會對你不好
[00:02:31.000 --> 00:02:34.000]  這是撒旦的邏輯
[00:02:34.000 --> 00:02:39.000]  所以約伯記開頭不是問義人為何會受苦
[00:02:39.000 --> 00:02:42.000]  他是說人人都是這樣的
[00:02:42.000 --> 00:02:45.000]  看死你是這樣的
[00:02:45.000 --> 00:02:47.000]  苦心自問
[00:02:47.000 --> 00:02:52.000]  其實如果我們放下對撒旦的成見
[00:02:52.000 --> 00:02:56.000]  他的確將我們篤穿了
[00:02:56.000 --> 00:02:58.000]  不過約伯不是這樣
[00:02:58.000 --> 00:03:00.000]  很出名的金句
[00:03:00.000 --> 00:03:03.000]  賞賜的是耶和華
[00:03:03.000 --> 00:03:04.000]  你會背了
[00:03:04.000 --> 00:03:08.000]  收取的是耶和華
[00:03:08.000 --> 00:03:14.000]  耶和華的名應當稱頌
[00:03:14.000 --> 00:03:18.000]  我們說這樣與神的關係
[00:03:18.000 --> 00:03:24.000]  是將這個關係與祂賞賜
[00:03:24.000 --> 00:03:29.000]  抑或收取是拆開了
[00:03:29.000 --> 00:03:31.000]  我們起初不是很明白
[00:03:31.000 --> 00:03:36.000]  我敬畏上帝不是要求祂賜福給我嗎?
[00:03:36.000 --> 00:03:38.000]  不是
[00:03:38.000 --> 00:03:43.000]  兩件事是否能分開呢?
[00:03:43.000 --> 00:03:48.000]  他對你好,你對他好
[00:03:48.000 --> 00:03:51.000]  細蚊仔你也知道
[00:03:51.000 --> 00:03:54.000]  練完琴有雪糕吃
[00:03:54.000 --> 00:03:56.000]  那是否真的練琴呢?
[00:03:56.000 --> 00:03:59.000]  不是,是想吃雪糕
[00:03:59.000 --> 00:04:02.000]  有沒有雪糕吃都要練琴
[00:04:02.000 --> 00:04:05.000]  那便知道是否真的練琴了
[00:04:05.000 --> 00:04:09.000]  賞賜收取都稱頌神
[00:04:09.000 --> 00:04:15.000]  那你與神的關係便打風也打不掉了
[00:04:15.000 --> 00:04:18.000]  這是約伯開頭第一章
[00:04:18.000 --> 00:04:21.000]  所以來到三十二章
[00:04:21.000 --> 00:04:22.000]  上一次我也解釋過
[00:04:22.000 --> 00:04:25.000]  我們中文聖經譯得很差
[00:04:25.000 --> 00:04:29.000]  字以為義,約伯
[00:04:29.000 --> 00:04:31.000]  不是
[00:04:31.000 --> 00:04:35.000]  約伯開頭第一章怎樣介紹
[00:04:35.000 --> 00:04:40.000]  他說:烏斯地有一個人名叫約伯
[00:04:40.000 --> 00:04:51.000]  他完全正直,他敬畏神,他遠離惡事
[00:04:51.000 --> 00:04:52.000]  聽清楚嗎?
[00:04:52.000 --> 00:04:54.000]  這是聖經對他的介紹
[00:04:54.000 --> 00:04:56.000]  不但如此
[00:04:56.000 --> 00:04:58.000]  上帝對撒旦說
[00:04:58.000 --> 00:05:01.000]  你從哪裡來往哪裡去
[00:05:01.000 --> 00:05:04.000]  你有沒有看過我獨人約伯
[00:05:04.000 --> 00:05:08.000]  上帝重覆這四句說話
[00:05:08.000 --> 00:05:16.000]  他完全正直,他敬畏神,他遠離惡事
[00:05:16.000 --> 00:05:19.000]  約伯不是字以為義
[00:05:19.000 --> 00:05:23.000]  所以我真的很想退休後重新翻譯
[00:05:23.000 --> 00:05:27.000]  這樣翻譯聖經約伯字以為義
[00:05:27.000 --> 00:05:31.000]  我們完全走另一條路
[00:05:31.000 --> 00:05:34.000]  我和你提過少年的官
[00:05:34.000 --> 00:05:36.000]  耶穌問他
[00:05:36.000 --> 00:05:40.000]  「律法你是曉得的」
[00:05:40.000 --> 00:05:42.000]  他回答說
[00:05:42.000 --> 00:05:49.000]  這一切我從小到尊守了
[00:05:49.000 --> 00:05:53.000]  耶穌看著他,就愛他
[00:05:53.000 --> 00:05:56.000]  約伯不是字以為義
[00:05:56.000 --> 00:05:59.000]  不過他和朋友的對話
[00:05:59.000 --> 00:06:04.000]  來到三十一章就停了
[00:06:04.000 --> 00:06:09.000]  我們又指出朋友來不是要和約伯辯論
[00:06:09.000 --> 00:06:11.000]  記不記得
[00:06:11.000 --> 00:06:14.000]  朋友來是要安慰他的
[00:06:14.000 --> 00:06:17.000]  不過大家是好朋友
[00:06:17.000 --> 00:06:22.000]  所以開口安慰討論
[00:06:22.000 --> 00:06:28.000]  大家埋牙,可以說得好深入
[00:06:28.000 --> 00:06:31.000]  不會得罪對方
[00:06:31.000 --> 00:06:34.000]  不是我們小組分享
[00:06:34.000 --> 00:06:39.000]  輕輕碰一碰就馬上彈開
[00:06:39.000 --> 00:06:42.000]  不敢追下去
[00:06:42.000 --> 00:06:46.000]  那個不是約伯三個朋友和約伯的關係
[00:06:46.000 --> 00:06:52.000]  所以他們來不是要討論
[00:06:52.000 --> 00:06:55.000]  大家在這裡發表議論
[00:06:55.000 --> 00:06:59.000]  不是,打風都打不掉的關係
[00:06:59.000 --> 00:07:02.000]  不單是約伯和上帝
[00:07:02.000 --> 00:07:04.000]  也是約伯和朋友
[00:07:04.000 --> 00:07:05.000]  所以我們應該問
[00:07:05.000 --> 00:07:07.000]  你有沒有這樣的朋友?
[00:07:07.000 --> 00:07:09.000]  沒有
[00:07:09.000 --> 00:07:14.000]  其實你的人生有很大的缺陷
[00:07:14.000 --> 00:07:16.000]  每個人都客客氣氣的
[00:07:16.000 --> 00:07:18.000]  我經常說笑話
[00:07:18.000 --> 00:07:21.000]  吃飯就拍照,拍那些菜
[00:07:21.000 --> 00:07:25.000]  這樣的朋友很多
[00:07:25.000 --> 00:07:28.000]  真是逼你埋牆角
[00:07:28.000 --> 00:07:33.000]  你又肯被他逼埋牆角
[00:07:33.000 --> 00:07:36.000]  約伯反省自己
[00:07:36.000 --> 00:07:40.000]  我真是沒有走錯路
[00:07:40.000 --> 00:07:43.000]  你看看三十一章結束的時候
[00:07:43.000 --> 00:07:47.000]  約伯是這樣反省
[00:07:47.000 --> 00:07:55.000]  以利湖在三十二章到三十七章出現
[00:07:55.000 --> 00:07:57.000]  聖經介紹他
[00:07:57.000 --> 00:08:01.000]  是用兩個動詞介紹
[00:08:01.000 --> 00:08:03.000]  不是,他有直觀
[00:08:03.000 --> 00:08:05.000]  又有爸爸的名等等
[00:08:05.000 --> 00:08:10.000]  那些我們不是很能夠明白
[00:08:10.000 --> 00:08:15.000]  我們不是當代的人
[00:08:15.000 --> 00:08:19.000]  所以我們不是很知道他的背景出處
[00:08:19.000 --> 00:08:21.000]  身份地位
[00:08:21.000 --> 00:08:23.000]  但是他來做什麼呢?
[00:08:23.000 --> 00:08:25.000]  聖經就用兩個動詞
[00:08:25.000 --> 00:08:27.000]  又是翻譯
[00:08:27.000 --> 00:08:29.000]  真是要很小心
[00:08:29.000 --> 00:08:35.000]  因為第一個就說他發怒
[00:08:35.000 --> 00:08:38.000]  但是他很客氣
[00:08:38.000 --> 00:08:41.000]  他很恭敬的
[00:08:41.000 --> 00:08:44.000]  他等了很久
[00:08:44.000 --> 00:08:46.000]  他不是高高在上
[00:08:46.000 --> 00:08:48.000]  你這個老人家
[00:08:48.000 --> 00:08:50.000]  全部說的都不對
[00:08:50.000 --> 00:08:51.000]  不是的
[00:08:51.000 --> 00:08:55.000]  他花了三十二章全章
[00:08:55.000 --> 00:08:59.000]  來解釋他在老人家面前
[00:08:59.000 --> 00:09:03.000]  怎樣開始說話
[00:09:03.000 --> 00:09:05.000]  這個不是發怒
[00:09:05.000 --> 00:09:09.000]  我們中文有更好的表達
[00:09:09.000 --> 00:09:11.000]  八個字
[00:09:11.000 --> 00:09:13.000]  一聽你就明白
[00:09:13.000 --> 00:09:17.000]  骨懇在喉
[00:09:17.000 --> 00:09:19.000]  懂不懂讀下去?
[00:09:19.000 --> 00:09:23.000]  不吐不發
[00:09:23.000 --> 00:09:26.000]  年輕人可能不會寫
[00:09:26.000 --> 00:09:29.000]  不要緊,你明白意思
[00:09:29.000 --> 00:09:31.000]  年輕人講俗一點
[00:09:31.000 --> 00:09:33.000]  我憋著一口氣
[00:09:33.000 --> 00:09:35.000]  差不多了
[00:09:35.000 --> 00:09:37.000]  我有話想說
[00:09:37.000 --> 00:09:39.000]  所以
[00:09:39.000 --> 00:09:42.000]  以利護利是想說話的
[00:09:42.000 --> 00:09:45.000]  他不是來安慰約伯的
[00:09:45.000 --> 00:09:48.000]  和三個好朋友
[00:09:48.000 --> 00:09:52.000]  和約伯的關係完全不同
[00:09:52.000 --> 00:09:54.000]  第二個動詞
[00:09:54.000 --> 00:09:57.000]  中文聖經很少翻譯出來
[00:09:57.000 --> 00:10:01.000]  回應、回答
[00:10:01.000 --> 00:10:03.000]  這個字
[00:10:03.000 --> 00:10:06.000]  我聽完你說之後
[00:10:06.000 --> 00:10:10.000]  我有話想說
[00:10:10.000 --> 00:10:12.000]  我不說不行
[00:10:12.000 --> 00:10:14.000]  這是以利護
[00:10:14.000 --> 00:10:16.000]  他是這樣出現的
[00:10:16.000 --> 00:10:18.000]  他想說甚麼
[00:10:18.000 --> 00:10:22.000]  你回去小心讀
[00:10:22.000 --> 00:10:26.000]  因為三十二章到三十七章
[00:10:26.000 --> 00:10:30.000]  整整六章的經文
[00:10:30.000 --> 00:10:32.000]  我們很少,沒甚麼興趣
[00:10:32.000 --> 00:10:34.000]  我們看完開頭結尾
[00:10:34.000 --> 00:10:36.000]  約伯記就讀完了
[00:10:36.000 --> 00:10:38.000]  其實這六章
[00:10:38.000 --> 00:10:40.000]  以利護的說話
[00:10:40.000 --> 00:10:43.000]  雖然年輕
[00:10:43.000 --> 00:10:45.000]  或者英文再說白一點
[00:10:45.000 --> 00:10:48.000]  Despite他的年輕
[00:10:48.000 --> 00:10:51.000]  講得非常精彩
[00:10:51.000 --> 00:10:52.000]  為甚麼精彩?
[00:10:52.000 --> 00:10:57.000]  因為他一方面不同意三個朋友的結論
[00:10:57.000 --> 00:11:01.000]  他不同意三個朋友的結論
[00:11:01.000 --> 00:11:03.000]  三個朋友說
[00:11:03.000 --> 00:11:08.000]  你的受苦不會無緣無故的
[00:11:08.000 --> 00:11:11.000]  你說自己沒有罪
[00:11:11.000 --> 00:11:13.000]  想清楚一點
[00:11:13.000 --> 00:11:15.000]  哪有人會沒有罪的
[00:11:15.000 --> 00:11:17.000]  不要騙自己
[00:11:17.000 --> 00:11:19.000]  認了他
[00:11:19.000 --> 00:11:23.000]  有因才有果的
[00:11:23.000 --> 00:11:25.000]  明不明白
[00:11:25.000 --> 00:11:27.000]  小朋友很有道理
[00:11:27.000 --> 00:11:30.000]  每一件事不會無緣無故的發生
[00:11:30.000 --> 00:11:32.000]  你之所以搞成這樣
[00:11:32.000 --> 00:11:35.000]  你問清楚出了甚麼事
[00:11:35.000 --> 00:11:38.000]  我們中國人
[00:11:38.000 --> 00:11:41.000]  你也會碰到很多人是這樣想的
[00:11:41.000 --> 00:11:44.000]  小朋友出生
[00:11:44.000 --> 00:11:47.000]  弱智
[00:11:47.000 --> 00:11:50.000]  父母第一句就會問
[00:11:50.000 --> 00:11:52.000]  我做錯了甚麼
[00:11:52.000 --> 00:11:55.000]  自己癌症
[00:11:55.000 --> 00:11:58.000]  身邊的朋友就會問
[00:11:58.000 --> 00:12:00.000]  你是不是開夜車開得太多
[00:12:00.000 --> 00:12:03.000]  不懂得保養自己身體
[00:12:03.000 --> 00:12:05.000]  很正常的問題
[00:12:05.000 --> 00:12:09.000]  很有道理的想法
[00:12:09.000 --> 00:12:11.000]  找個原因
[00:12:11.000 --> 00:12:14.000]  三個朋友很努力
[00:12:14.000 --> 00:12:19.000]  當虐伯去試下找個原因
[00:12:19.000 --> 00:12:22.000]  找到就明白現在遭遇甚麼
[00:12:22.000 --> 00:12:26.000]  找到原因就正常了
[00:12:26.000 --> 00:12:30.000]  以利戶說不一定
[00:12:30.000 --> 00:12:33.000]  以利戶好玩就好玩
[00:12:33.000 --> 00:12:35.000]  他說為何我們看事物
[00:12:35.000 --> 00:12:38.000]  全部看回頭
[00:12:38.000 --> 00:12:40.000]  問原因
[00:12:40.000 --> 00:12:42.000]  就是看過去
[00:12:42.000 --> 00:12:44.000]  曾經發生過甚麼事
[00:12:44.000 --> 00:12:47.000]  造成今天
[00:12:47.000 --> 00:12:49.000]  有這樣的後果
[00:12:49.000 --> 00:12:51.000]  以利戶說
[00:12:51.000 --> 00:12:53.000]  可不可以反過來想
[00:12:53.000 --> 00:12:55.000]  你自己讀
[00:12:55.000 --> 00:12:58.000]  三十二章三十三章
[00:12:58.000 --> 00:13:00.000]  他說甚麼
[00:13:00.000 --> 00:13:05.000]  他說苦難不一定是看回頭找原因
[00:13:05.000 --> 00:13:09.000]  可以是為將來
[00:13:09.000 --> 00:13:11.000]  作一個準備
[00:13:11.000 --> 00:13:13.000]  行不行
[00:13:13.000 --> 00:13:15.000]  又文言一點
[00:13:15.000 --> 00:13:17.000]  年輕的請原諒
[00:13:17.000 --> 00:13:19.000]  我讀中文是
[00:13:19.000 --> 00:13:23.000]  所以這些古文就出現了
[00:13:23.000 --> 00:13:28.000]  天將降大任於先人也
[00:13:28.000 --> 00:13:32.000]  必先苦其心志
[00:13:32.000 --> 00:13:34.000]  勞其筋骨
[00:13:34.000 --> 00:13:37.000]  餓其體膚
[00:13:37.000 --> 00:13:39.000]  控乏其身
[00:13:39.000 --> 00:13:42.000]  行忽亂其所為
[00:13:42.000 --> 00:13:44.000]  不知為甚麼
[00:13:44.000 --> 00:13:46.000]  我剛才下午來之前
[00:13:46.000 --> 00:13:48.000]  我扭開電視機
[00:13:48.000 --> 00:13:50.000]  看一套紀錄片
[00:13:50.000 --> 00:13:53.000]  真的真實的紀錄片
[00:13:53.000 --> 00:13:56.000]  美國海軍陸戰隊
[00:13:56.000 --> 00:14:02.000]  不是訓練新入伍的士兵
[00:14:02.000 --> 00:14:05.000]  是在他們的精英當中
[00:14:05.000 --> 00:14:08.000]  訓練一班精英
[00:14:08.000 --> 00:14:11.000]  那班是甚麼海軍陸戰隊呢
[00:14:11.000 --> 00:14:14.000]  是甚麼都未發生之前
[00:14:14.000 --> 00:14:18.000]  將兩隊人員放進敵人的地方
[00:14:18.000 --> 00:14:20.000]  去監察
[00:14:20.000 --> 00:14:22.000]  去偵查
[00:14:22.000 --> 00:14:24.000]  你自己的
[00:14:24.000 --> 00:14:27.000]  兩個人沒有整隊軍隊
[00:14:27.000 --> 00:14:30.000]  沒有無線電可以聯絡
[00:14:30.000 --> 00:14:34.000]  所以那個訓練我看了半個小時
[00:14:34.000 --> 00:14:36.000]  真是沒有道理
[00:14:36.000 --> 00:14:38.000]  第一堂
[00:14:38.000 --> 00:14:40.000]  要他們全部跳進游泳池
[00:14:40.000 --> 00:14:42.000]  踩水40分鐘
[00:14:42.000 --> 00:14:45.000]  手要這樣舉起
[00:14:45.000 --> 00:14:47.000]  不准用手撥
[00:14:47.000 --> 00:14:51.000]  已經有四個精英
[00:14:51.000 --> 00:14:53.000]  舉手投降
[00:14:53.000 --> 00:14:54.000]  我退出了
[00:14:54.000 --> 00:14:56.000]  61個人開始
[00:14:56.000 --> 00:14:58.000]  頭一個小時
[00:14:58.000 --> 00:15:00.000]  已經沒有了四個
[00:15:00.000 --> 00:15:02.000]  還沒完
[00:15:02.000 --> 00:15:04.000]  40分鐘之後
[00:15:04.000 --> 00:15:06.000]  潛下去
[00:15:06.000 --> 00:15:09.000]  要撿一支8磅重的機關槍上來
[00:15:09.000 --> 00:15:12.000]  嘩!好辛苦啊
[00:15:12.000 --> 00:15:14.000]  還沒開始
[00:15:14.000 --> 00:15:17.000]  一直看下去那個訓練
[00:15:17.000 --> 00:15:20.000]  簡直是沒有道理的
[00:15:20.000 --> 00:15:22.000]  為甚麼要這樣做
[00:15:22.000 --> 00:15:24.000]  不是想殺死他們
[00:15:24.000 --> 00:15:26.000]  只有一個原因而已
[00:15:26.000 --> 00:15:30.000]  天槍降大任於斯人也
[00:15:30.000 --> 00:15:31.000]  你懂的
[00:15:31.000 --> 00:15:35.000]  這樣的難處
[00:15:35.000 --> 00:15:39.000]  是預備將來
[00:15:39.000 --> 00:15:43.000]  有一天你真的擔當重任
[00:15:43.000 --> 00:15:45.000]  你捱得住
[00:15:45.000 --> 00:15:48.000]  所以你以為在游泳池那裡
[00:15:48.000 --> 00:15:51.000]  來深入敵陣嗎
[00:15:51.000 --> 00:15:52.000]  不是啊
[00:15:52.000 --> 00:15:55.000]  一個星期不到就出海了
[00:15:55.000 --> 00:15:59.000]  在海裡背100磅重的背囊
[00:15:59.000 --> 00:16:02.000]  你怎樣能游100公里
[00:16:02.000 --> 00:16:04.000]  很短的路程而已
[00:16:04.000 --> 00:16:06.000]  能不能上岸
[00:16:06.000 --> 00:16:08.000]  就看那個訓練
[00:16:08.000 --> 00:16:09.000]  還沒完
[00:16:09.000 --> 00:16:11.000]  那個只是開始而已
[00:16:11.000 --> 00:16:13.000]  回來還要跑不知多遠
[00:16:13.000 --> 00:16:15.000]  還要抬著橡皮車
[00:16:15.000 --> 00:16:17.000]  全部都是沒有道理的
[00:16:17.000 --> 00:16:19.000]  有道理
[00:16:19.000 --> 00:16:20.000]  不過不是看過去
[00:16:20.000 --> 00:16:23.000]  是看將來
[00:16:23.000 --> 00:16:24.000]  明白嗎
[00:16:24.000 --> 00:16:25.000]  以利戶說
[00:16:25.000 --> 00:16:27.000]  為甚麼我們看苦難
[00:16:27.000 --> 00:16:29.000]  只看過去的原因
[00:16:29.000 --> 00:16:31.000]  為甚麼我們不問
[00:16:31.000 --> 00:16:33.000]  你今天所經歷的
[00:16:33.000 --> 00:16:37.000]  或者上帝是預備著你
[00:16:37.000 --> 00:16:40.000]  為將來
[00:16:40.000 --> 00:16:42.000]  而不是為過去
[00:16:42.000 --> 00:16:43.000]  不是報應
[00:16:43.000 --> 00:16:45.000]  不是因果
[00:16:45.000 --> 00:16:50.000]  不是佛家的思想
[00:16:50.000 --> 00:16:53.000]  然後他跟約伯說
[00:16:53.000 --> 00:16:57.000]  約伯你說你受苦
[00:16:57.000 --> 00:16:59.000]  你沒有犯罪
[00:16:59.000 --> 00:17:02.000]  所以上帝搞錯了
[00:17:02.000 --> 00:17:05.000]  上帝不會搞錯的
[00:17:05.000 --> 00:17:07.000]  你一個人的經歷
[00:17:07.000 --> 00:17:11.000]  再真實都好
[00:17:11.000 --> 00:17:13.000]  你不能否定
[00:17:13.000 --> 00:17:16.000]  這個宇宙萬物
[00:17:16.000 --> 00:17:18.000]  是有秩序的
[00:17:18.000 --> 00:17:21.000]  秩序就是公道
[00:17:21.000 --> 00:17:25.000]  秩序就是正常
[00:17:25.000 --> 00:17:27.000]  那我不正常嗎
[00:17:27.000 --> 00:17:30.000]  你不知原因
[00:17:30.000 --> 00:17:33.000]  不代表沒有目的
[00:17:33.000 --> 00:17:36.000]  剛才對朋友說
[00:17:36.000 --> 00:17:40.000]  將過去轉過來看將來
[00:17:40.000 --> 00:17:43.000]  約伯你不知道的
[00:17:43.000 --> 00:17:47.000]  所以上帝是不會搞錯的
[00:17:47.000 --> 00:17:48.000]  你信不信得過
[00:17:48.000 --> 00:17:50.000]  有一個這樣的上帝
[00:17:50.000 --> 00:17:54.000]  他掌管一切
[00:17:54.000 --> 00:17:57.000]  他不是搞錯
[00:17:57.000 --> 00:17:58.000]  不過你不明白
[00:17:58.000 --> 00:17:59.000]  行不行
[00:17:59.000 --> 00:18:01.000]  可不可以
[00:18:01.000 --> 00:18:04.000]  不用看很多東西
[00:18:04.000 --> 00:18:08.000]  只是看下一年四季
[00:18:08.000 --> 00:18:11.000]  春夏秋冬
[00:18:11.000 --> 00:18:14.000]  準時開始
[00:18:14.000 --> 00:18:17.000]  又準時改變
[00:18:17.000 --> 00:18:21.000]  太陽的運行
[00:18:21.000 --> 00:18:23.000]  是這樣的
[00:18:23.000 --> 00:18:28.000]  這個是今天才出現的無神論
[00:18:28.000 --> 00:18:30.000]  在古代的世界
[00:18:30.000 --> 00:18:32.000]  包括東方
[00:18:32.000 --> 00:18:34.000]  包括西方希臘
[00:18:34.000 --> 00:18:38.000]  都相信不是偶然的
[00:18:38.000 --> 00:18:41.000]  不可能是碰巧的
[00:18:41.000 --> 00:18:47.000]  一定是有創造這回事
[00:18:47.000 --> 00:18:51.000]  以利瓦走出來
[00:18:51.000 --> 00:18:57.000]  他提出一個完全不同的
[00:18:57.000 --> 00:19:01.000]  觀點和角度
[00:19:01.000 --> 00:19:04.000]  不要只是看過去
[00:19:04.000 --> 00:19:06.000]  那怎樣看到將來
[00:19:06.000 --> 00:19:07.000]  是呀看不到的
[00:19:07.000 --> 00:19:10.000]  所以不要這麼快說上帝沒有道理
[00:19:10.000 --> 00:19:13.000]  太快了
[00:19:13.000 --> 00:19:17.000]  其實有很多可能性
[00:19:17.000 --> 00:19:21.000]  所以以利瓦來到不是要安慰約伯的
[00:19:21.000 --> 00:19:23.000]  不是聽他的
[00:19:23.000 --> 00:19:26.000]  不是做sounding board
[00:19:26.000 --> 00:19:29.000]  以利瓦是有話想說的
[00:19:29.000 --> 00:19:31.000]  我忍不住
[00:19:31.000 --> 00:19:34.000]  道理這麼清楚
[00:19:34.000 --> 00:19:36.000]  這麼簡單
[00:19:36.000 --> 00:19:40.000]  為什麼我們會側面
[00:19:40.000 --> 00:19:43.000]  只是問過去
[00:19:43.000 --> 00:19:47.000]  沒得解釋就說上帝不公道
[00:19:47.000 --> 00:19:49.000]  不是這樣的
[00:19:49.000 --> 00:19:51.000]  講了六章
[00:19:51.000 --> 00:19:53.000]  你回去慢慢看
[00:19:53.000 --> 00:19:55.000]  有道理
[00:19:55.000 --> 00:19:57.000]  講得非常好
[00:19:57.000 --> 00:19:59.000]  不是亂來的
