
[00:00:00.000 --> 00:00:02.000]  早晨
[00:00:02.000 --> 00:00:04.000]  我想問問大家
[00:00:04.000 --> 00:00:06.000]  看看講題有哪個八字
[00:00:06.000 --> 00:00:08.000]  有哪個字是錯了
[00:00:08.000 --> 00:00:10.000]  警醒等候
[00:00:10.000 --> 00:00:12.000]  警字應該站在旁邊
[00:00:12.000 --> 00:00:14.000]  做個敬
[00:00:14.000 --> 00:00:16.000]  這個是我寫錯的
[00:00:16.000 --> 00:00:18.000]  不關電腦的事
[00:00:18.000 --> 00:00:20.000]  警醒等候
[00:00:20.000 --> 00:00:22.000]  我們同心一同土居
[00:00:22.000 --> 00:00:24.000]  天父我們再一次感謝你
[00:00:24.000 --> 00:00:26.000]  給你寶貴的一天
[00:00:26.000 --> 00:00:28.000]  祝你生日快樂
[00:00:28.000 --> 00:00:30.000]  天父我們再一次感謝你
[00:00:30.000 --> 00:00:32.000]  給你寶貴的話語提醒我們
[00:00:32.000 --> 00:00:34.000]  教導我們
[00:00:34.000 --> 00:00:36.000]  督責我們
[00:00:36.000 --> 00:00:38.000]  讓我們能夠用你的話語在我們的生命裏改變我們
[00:00:38.000 --> 00:00:40.000]  祈禱奉耶穌基督命求
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:44.000]  和大家講一下歷史故事
[00:00:44.000 --> 00:00:46.000]  1945年4月
[00:00:46.000 --> 00:00:48.000]  中國經過八年的
[00:00:48.000 --> 00:00:50.000]  抗戰
[00:00:50.000 --> 00:00:52.000]  軍隊
[00:00:52.000 --> 00:00:54.000]  獲得美軍的裝備
[00:00:54.000 --> 00:00:56.000]  趁著日本軍隊
[00:00:56.000 --> 00:00:58.000]  在太平洋節節敗退
[00:00:58.000 --> 00:01:00.000]  大舉反攻
[00:01:00.000 --> 00:01:02.000]  在6月和7月之間
[00:01:02.000 --> 00:01:04.000]  先後收復了紐洲貴州
[00:01:04.000 --> 00:01:06.000]  跟著中國著名的
[00:01:06.000 --> 00:01:08.000]  所謂的八路軍
[00:01:08.000 --> 00:01:10.000]  和新四軍
[00:01:10.000 --> 00:01:12.000]  擊退日軍
[00:01:12.000 --> 00:01:14.000]  收復了華北、華中、華南
[00:01:14.000 --> 00:01:16.000]  95平方公里的地區
[00:01:16.000 --> 00:01:18.000]  到了1945年
[00:01:18.000 --> 00:01:20.000]  8月美國在
[00:01:20.000 --> 00:01:22.000]  日本的港島和長崎
[00:01:22.000 --> 00:01:24.000]  投下原子彈
[00:01:24.000 --> 00:01:26.000]  8月15日日本天皇
[00:01:26.000 --> 00:01:28.000]  宣佈無條件投降
[00:01:28.000 --> 00:01:30.000]  9月9日
[00:01:30.000 --> 00:01:32.000]  在中國的日本的
[00:01:32.000 --> 00:01:34.000]  瑞嶺江川寧次
[00:01:34.000 --> 00:01:36.000]  在南京
[00:01:36.000 --> 00:01:38.000]  向中國陸軍總司令
[00:01:38.000 --> 00:01:40.000]  何應欽遞交了投降信
[00:01:40.000 --> 00:01:42.000]  我爸爸
[00:01:42.000 --> 00:01:44.000]  經過了八年辛苦的
[00:01:44.000 --> 00:01:46.000]  抗戰和日本人
[00:01:46.000 --> 00:01:48.000]  打游擊戰
[00:01:48.000 --> 00:01:50.000]  隨著全國的歡騰
[00:01:50.000 --> 00:01:52.000]  滿以為有美好的日子過
[00:01:52.000 --> 00:01:54.000]  我爸爸本來是
[00:01:54.000 --> 00:01:56.000]  一個海外華僑
[00:01:56.000 --> 00:01:58.000]  第二次世界大戰的時候
[00:01:58.000 --> 00:02:00.000]  他愛國,他就離開了
[00:02:00.000 --> 00:02:02.000]  回到中國,加入了軍校
[00:02:02.000 --> 00:02:04.000]  當兵
[00:02:04.000 --> 00:02:06.000]  在八年抗戰期間
[00:02:06.000 --> 00:02:08.000]  就在華南園區
[00:02:08.000 --> 00:02:10.000]  打游擊戰
[00:02:10.000 --> 00:02:12.000]  和落槍
[00:02:12.000 --> 00:02:14.000]  所以到了1946年
[00:02:14.000 --> 00:02:16.000]  1946年的時候
[00:02:16.000 --> 00:02:18.000]  他已經差不多是
[00:02:18.000 --> 00:02:20.000]  國民黨一個雖然不算是認真的高官
[00:02:20.000 --> 00:02:22.000]  但也可以算是一個高官
[00:02:22.000 --> 00:02:24.000]  當時中國打贏仗
[00:02:24.000 --> 00:02:26.000]  全國歡騰
[00:02:26.000 --> 00:02:28.000]  以為有好日子過
[00:02:28.000 --> 00:02:30.000]  有誰想到1946年
[00:02:30.000 --> 00:02:32.000]  國共和談開始失敗
[00:02:32.000 --> 00:02:34.000]  國民黨軍隊和共產黨軍隊
[00:02:34.000 --> 00:02:36.000]  解放軍在1946年
[00:02:36.000 --> 00:02:38.000]  6月
[00:02:38.000 --> 00:02:40.000]  全面爆發內戰
[00:02:40.000 --> 00:02:42.000]  當時在內戰的期間
[00:02:42.000 --> 00:02:44.000]  國民黨軍隊
[00:02:44.000 --> 00:02:46.000]  有四百多萬
[00:02:46.000 --> 00:02:48.000]  解放軍只有一百多萬
[00:02:48.000 --> 00:02:50.000]  有誰想到
[00:02:50.000 --> 00:02:52.000]  國民黨軍隊
[00:02:52.000 --> 00:02:54.000]  會節節敗退
[00:02:54.000 --> 00:02:56.000]  1948年
[00:02:56.000 --> 00:02:58.000]  三大戰役
[00:02:58.000 --> 00:03:00.000]  就是遼瀋的戰役
[00:03:00.000 --> 00:03:02.000]  徐蚌的戰役
[00:03:02.000 --> 00:03:04.000]  平津的戰役
[00:03:04.000 --> 00:03:06.000]  三個大的戰役裏面
[00:03:06.000 --> 00:03:08.000]  國民黨軍隊大敗
[00:03:08.000 --> 00:03:10.000]  崩潰
[00:03:10.000 --> 00:03:12.000]  而
[00:03:12.000 --> 00:03:14.000]  有一百多萬人
[00:03:14.000 --> 00:03:16.000]  被戰死
[00:03:16.000 --> 00:03:18.000]  投降
[00:03:18.000 --> 00:03:20.000]  所以就反過來了
[00:03:20.000 --> 00:03:22.000]  當時解放軍的軍隊
[00:03:22.000 --> 00:03:24.000]  由一百多萬
[00:03:24.000 --> 00:03:26.000]  三年之間增加了四百多萬
[00:03:26.000 --> 00:03:28.000]  原因很簡單
[00:03:28.000 --> 00:03:30.000]  因為大部分都是國民黨軍隊投降
[00:03:30.000 --> 00:03:32.000]  到1949年
[00:03:32.000 --> 00:03:34.000]  解放軍渡過長江
[00:03:34.000 --> 00:03:36.000]  未竟整個中國
[00:03:36.000 --> 00:03:38.000]  都落在中共手裏
[00:03:38.000 --> 00:03:40.000]  蔣介石就引退台灣
[00:03:40.000 --> 00:03:42.000]  1949年10月10日
[00:03:42.000 --> 00:03:44.000]  毛澤東在天安門廣場
[00:03:44.000 --> 00:03:46.000]  說人民共和國成立
[00:03:46.000 --> 00:03:48.000]  啟開了龍應台所謂的
[00:03:48.000 --> 00:03:50.000]  1949
[00:03:50.000 --> 00:03:52.000]  大江大海的時期
[00:03:52.000 --> 00:03:54.000]  我爸爸是國民黨的軍人
[00:03:54.000 --> 00:03:56.000]  八年抗戰成功
[00:03:56.000 --> 00:03:58.000]  到底都有一點點官階
[00:03:58.000 --> 00:04:00.000]  1949年底
[00:04:00.000 --> 00:04:02.000]  廣州淪陷
[00:04:02.000 --> 00:04:04.000]  給中共的軍隊的時候
[00:04:04.000 --> 00:04:06.000]  在淪陷之前
[00:04:06.000 --> 00:04:08.000]  他那三年
[00:04:08.000 --> 00:04:10.000]  就和一個美國的
[00:04:10.000 --> 00:04:12.000]  傳教士
[00:04:12.000 --> 00:04:14.000]  開設了一間孤兒院
[00:04:14.000 --> 00:04:16.000]  因為戰爭之後
[00:04:16.000 --> 00:04:18.000]  有很多的孤兒來樂
[00:04:18.000 --> 00:04:20.000]  他就在廣州的近郊
[00:04:20.000 --> 00:04:22.000]  開設了一間叫做
[00:04:22.000 --> 00:04:24.000]  一個孤兒院來收留這些孤兒
[00:04:24.000 --> 00:04:26.000]  當時這位姓李的
[00:04:26.000 --> 00:04:28.000]  一個美國人的牧師
[00:04:28.000 --> 00:04:30.000]  就勸我爸爸
[00:04:30.000 --> 00:04:32.000]  世識不對
[00:04:32.000 --> 00:04:34.000]  你要走
[00:04:34.000 --> 00:04:36.000]  他
[00:04:36.000 --> 00:04:38.000]  都覺得他需要走
[00:04:38.000 --> 00:04:40.000]  但另一方面
[00:04:40.000 --> 00:04:42.000]  他有他的同事
[00:04:42.000 --> 00:04:44.000]  他的上司
[00:04:44.000 --> 00:04:46.000]  打仗時候的上司
[00:04:46.000 --> 00:04:48.000]  就和我爸爸說
[00:04:48.000 --> 00:04:50.000]  你不要走
[00:04:50.000 --> 00:04:52.000]  他的上司是當時
[00:04:52.000 --> 00:04:54.000]  一個很出名的將領
[00:04:54.000 --> 00:04:56.000]  叫做李濟森
[00:04:56.000 --> 00:04:58.000]  是他同學
[00:04:58.000 --> 00:05:00.000]  就勸他留在中國
[00:05:00.000 --> 00:05:02.000]  陪他的上司去北京
[00:05:02.000 --> 00:05:04.000]  還給了他一封信
[00:05:04.000 --> 00:05:06.000]  是當時廣東省的省長
[00:05:06.000 --> 00:05:08.000]  葉劍英
[00:05:08.000 --> 00:05:10.000]  一個很出名的將領
[00:05:10.000 --> 00:05:12.000]  也是一個共產黨的將領
[00:05:12.000 --> 00:05:14.000]  給他寫了一封求情信
[00:05:14.000 --> 00:05:16.000]  就叫他留在中國
[00:05:16.000 --> 00:05:18.000]  就叫他留在中國
[00:05:18.000 --> 00:05:20.000]  我爸爸
[00:05:20.000 --> 00:05:22.000]  就不知道怎麼做
[00:05:22.000 --> 00:05:24.000]  他聽這個傳教士
[00:05:24.000 --> 00:05:26.000]  拿去香港
[00:05:26.000 --> 00:05:28.000]  就抑或跟他的上司
[00:05:28.000 --> 00:05:30.000]  一起去北京
[00:05:30.000 --> 00:05:32.000]  拿著葉劍英這個求情信
[00:05:32.000 --> 00:05:34.000]  就可以繼續在中國
[00:05:34.000 --> 00:05:36.000]  去服侍
[00:05:36.000 --> 00:05:38.000]  葉劍英
[00:05:38.000 --> 00:05:40.000]  決定不妥
[00:05:40.000 --> 00:05:42.000]  最後他想到一個
[00:05:42.000 --> 00:05:44.000]  折衷的方法
[00:05:44.000 --> 00:05:46.000]  我自己一個人先走
[00:05:46.000 --> 00:05:48.000]  留下太太和子女
[00:05:48.000 --> 00:05:50.000]  在中國
[00:05:50.000 --> 00:05:52.000]  於是他就一個人
