
[00:00:00.000 --> 00:00:03.000]  (廣播停止)
[00:00:03.000 --> 00:00:07.400]  歡迎大家來參加今天晚上的講座
[00:00:07.400 --> 00:00:09.800]  這個講座是所謂的
[00:00:09.800 --> 00:00:13.600]  「講清講楚」系列的第一講
[00:00:13.600 --> 00:00:15.400]  就是說有很多事情
[00:00:15.400 --> 00:00:18.800]  其實基督教都要講清講楚
[00:00:18.800 --> 00:00:20.800]  意思就是其實
[00:00:20.800 --> 00:00:22.000]  我講了很多個「其實」
[00:00:22.000 --> 00:00:24.200]  真是「其實」的
[00:00:24.200 --> 00:00:27.800]  我們的觀念不是很清晰的
[00:00:27.800 --> 00:00:29.800]  於是我們特別安排
[00:00:29.800 --> 00:00:32.400]  一個「講清講楚」的系列
[00:00:32.400 --> 00:00:35.000]  今天晚上我們的主題就是
[00:00:35.000 --> 00:00:38.200]  「還需要這樣的神蹟嗎?」
[00:00:38.200 --> 00:00:41.800]  就是我對近來靈因現象的看法
[00:00:41.800 --> 00:00:45.800]  我想基督徒我們都很關注這個問題
[00:00:45.800 --> 00:00:48.200]  希望今天藉著兩位講員
[00:00:48.200 --> 00:00:53.200]  能夠給我們有一種新的對這個問題的體會
[00:00:53.200 --> 00:00:55.000]  真是可以講清講楚
[00:00:55.000 --> 00:00:58.200]  我們首先大家同樣一個禱告
[00:00:58.200 --> 00:01:00.400]  親愛的上主我們感謝你
[00:01:00.400 --> 00:01:03.400]  給我們一個飢渴無意的心
[00:01:03.400 --> 00:01:07.200]  給我們能夠有一個心來渴望去認識
[00:01:07.200 --> 00:01:09.600]  在基督裏面的真理
[00:01:09.600 --> 00:01:11.400]  讓我們不單止是認識
[00:01:11.400 --> 00:01:13.400]  我們也經驗到主
[00:01:13.400 --> 00:01:15.600]  你怎樣與我們同在
[00:01:15.600 --> 00:01:17.400]  怎樣讓我們經受到
[00:01:17.400 --> 00:01:19.000]  你應許給我們的
[00:01:19.000 --> 00:01:22.600]  這個更加豐富更加豐盛的生命
[00:01:22.600 --> 00:01:24.800]  主我們求你來幫助我們
[00:01:24.800 --> 00:01:29.000]  讓我們能夠有一個清晰的思維
[00:01:29.000 --> 00:01:33.000]  但也同樣對你的工作有一種很敏銳的
[00:01:33.000 --> 00:01:35.800]  一個這樣的認識和一個的經驗
[00:01:35.800 --> 00:01:38.400]  主我求你與我們同在
[00:01:38.400 --> 00:01:41.400]  賜福我們今天晚上每一位的講員
[00:01:41.400 --> 00:01:45.200]  也幫助我們在我們內心裏面動功
[00:01:45.200 --> 00:01:47.800]  讓我們來認識清楚
[00:01:47.800 --> 00:01:50.400]  求主你與我們眾人同在
[00:01:50.400 --> 00:01:52.000]  奉耶穌基督的名求
[00:01:52.000 --> 00:01:53.200]  阿們
[00:01:53.200 --> 00:01:54.800]  我們首先請溫博士
[00:01:54.800 --> 00:02:00.000]  我相信我們不需要去解釋這個題目的重要性
[00:02:00.000 --> 00:02:04.400]  我只是想說一下我為甚麼會選這個題目來講
[00:02:04.400 --> 00:02:05.800]  其實在過去的一年
[00:02:05.800 --> 00:02:09.600]  我自己主要花時間寫作
[00:02:09.600 --> 00:02:12.800]  特別是其中我那本書
[00:02:12.800 --> 00:02:14.800]  寫關於基督教信仰的書
[00:02:14.800 --> 00:02:16.000]  寫到一部份
[00:02:16.000 --> 00:02:18.400]  我差不多用了參加一年的時間
[00:02:18.400 --> 00:02:22.400]  來研究關於聖經裏面的信仰的經驗
[00:02:22.400 --> 00:02:24.000]  人與神相遇的經驗
[00:02:24.000 --> 00:02:26.000]  從舊約一直到新約
[00:02:26.000 --> 00:02:27.600]  在這段日子當中
[00:02:27.600 --> 00:02:30.400]  我發現了很多很珍貴的真理
[00:02:30.400 --> 00:02:33.400]  當然不會在今晚有機會跟大家說完
[00:02:33.400 --> 00:02:36.000]  但其中我看到關於新約的時候
[00:02:36.000 --> 00:02:40.800]  當然是一定要牽涉到聖靈的教導和經歷
[00:02:40.800 --> 00:02:44.200]  我越看的時候心裏面越有一個很深的感動
[00:02:44.200 --> 00:02:48.000]  我就覺得今晚我想和大家一起來分享
[00:02:48.000 --> 00:02:50.600]  邀請劉牧師我們一起來談
[00:02:50.600 --> 00:02:54.200]  我和劉牧師的觀點未必完全相同
[00:02:54.200 --> 00:02:57.600]  我們也不要志在大家爭鋒相對
[00:02:57.600 --> 00:03:00.000]  或者擦出火花製造氣氛
[00:03:00.000 --> 00:03:01.000]  我覺得沒有什麼意思
[00:03:01.000 --> 00:03:02.600]  我和劉牧師一起祈禱的時候
[00:03:02.600 --> 00:03:05.400]  我覺得我們按照聖靈的感動帶領
[00:03:05.400 --> 00:03:08.800]  我相信聖靈其中一個很重要的工作
[00:03:08.800 --> 00:03:11.400]  是令我們在主裏合而為一
[00:03:11.400 --> 00:03:14.600]  所以我有東西我就會說
[00:03:14.600 --> 00:03:17.200]  我不贊成會一直和大家一起提
[00:03:17.200 --> 00:03:26.600]  不過我先和大家分享我自己的體會
[00:03:26.600 --> 00:03:30.400]  在講義裏我說有一段令我震撼的經文
[00:03:30.400 --> 00:03:32.200]  可能對很多人來說不是很震撼
[00:03:32.200 --> 00:03:33.200]  但對我來說
[00:03:33.200 --> 00:03:34.400]  我一直研究的時候
[00:03:34.400 --> 00:03:37.800]  有些新的體會起碼對於我來說
[00:03:37.800 --> 00:03:39.600]  《約翰福音》裏當然大家都知道
[00:03:39.600 --> 00:03:45.000]  第十四章耶穌說到他去猜險聖靈做保衛師
[00:03:45.000 --> 00:03:48.400]  那段聖經其實不是很深
[00:03:48.400 --> 00:03:50.600]  我一直以為我明白這段聖經
[00:03:50.600 --> 00:03:52.200]  你看見那段聖經裏面
[00:03:52.200 --> 00:03:53.200]  如果你沒有聖經
[00:03:53.200 --> 00:03:54.200]  你就聽我說吧
[00:03:54.200 --> 00:03:56.200]  有你就一起看吧
[00:03:56.200 --> 00:03:57.400]  十四章裏面
[00:03:57.400 --> 00:04:01.200]  你看見第十六至十七節是講聖靈的
[00:04:01.200 --> 00:04:03.800]  耶穌說他求父就猜險聖靈來
[00:04:03.800 --> 00:04:10.000]  接著第二十五至二十六節也是講聖靈的
[00:04:10.000 --> 00:04:13.600]  所以很明顯這段聖經整段是包含著
[00:04:13.600 --> 00:04:14.600]  都是講聖靈的
[00:04:14.600 --> 00:04:15.600]  一前一後好像三文字一樣
[00:04:15.600 --> 00:04:17.200]  是講聖靈的
[00:04:17.200 --> 00:04:20.000]  但中間那段究竟是怎樣解釋呢
[00:04:20.000 --> 00:04:23.600]  特別牽涉到第十八至二十一節
[00:04:23.600 --> 00:04:26.000]  十八至二十一節那段很奇怪
[00:04:26.000 --> 00:04:27.600]  「我不撇下你們為孤兒」
[00:04:27.600 --> 00:04:28.400]  「我不必」
[00:04:28.400 --> 00:04:30.200]  「我必到你們這裡來」
[00:04:30.200 --> 00:04:31.400]  「我還有不多的時候」
[00:04:31.400 --> 00:04:32.600]  「世人不再看見我」
[00:04:32.600 --> 00:04:34.400]  「你們卻看見我」
[00:04:34.400 --> 00:04:35.200]  「因為我活著」
[00:04:35.200 --> 00:04:36.200]  「你們也要活著」
[00:04:36.200 --> 00:04:37.000]  「到那一天」
[00:04:37.000 --> 00:04:38.400]  「你們就知道我在父裏面」
[00:04:38.400 --> 00:04:39.600]  「你們在我裏面」
[00:04:39.600 --> 00:04:41.000]  「我也在你們裏面」
[00:04:41.000 --> 00:04:42.000]  「有了我的命令」
