
[00:00:00.000 --> 00:00:06.000]  多謝你們今天邀請我跟大家分享神的話
[00:00:06.000 --> 00:00:08.000]  我選了一個很大路的題目
[00:00:08.000 --> 00:00:10.000]  叫做敬畏上帝
[00:00:10.000 --> 00:00:15.000]  其實敬畏上帝這句話
[00:00:15.000 --> 00:00:19.000]  是在《針研九章十節》寫出來的
[00:00:19.000 --> 00:00:22.000]  我其實中學第一天進去中學
[00:00:22.000 --> 00:00:24.000]  就是看這句話
[00:00:24.000 --> 00:00:26.000]  因為這句話是我的校訓
[00:00:26.000 --> 00:00:28.000]  當時的校訓是用古文
[00:00:28.000 --> 00:00:30.000]  人為上主是為自知本
[00:00:30.000 --> 00:00:34.000]  現在我們和學本就是敬畏耶和華是智慧的開端
[00:00:34.000 --> 00:00:36.000]  可能大家都耳熟能詳
[00:00:36.000 --> 00:00:38.000]  為什麼我講這個題目呢?
[00:00:38.000 --> 00:00:40.000]  因為在大約四年前
[00:00:40.000 --> 00:00:44.000]  四年前我曾經代表蔡元文醫生
[00:00:44.000 --> 00:00:47.000]  去英國開一個神學會議
[00:00:47.000 --> 00:00:48.000]  當時在酒店
[00:00:48.000 --> 00:00:51.000]  我正在思想兩個皇帝
[00:00:51.000 --> 00:00:56.000]  蘇羅王和大衛王兩個皇帝的生平事蹟
[00:00:56.000 --> 00:00:59.000]  突然神給我一個很大的感動
[00:00:59.000 --> 00:01:03.000]  認知到原來這句話是很深層次
[00:01:03.000 --> 00:01:05.000]  所以我希望將今天的講道帶出
[00:01:05.000 --> 00:01:09.000]  敬畏上帝在聖經裡面的意義
[00:01:09.000 --> 00:01:14.000]  這裡講到敬畏上帝
[00:01:14.000 --> 00:01:18.000]  我會用三個聖經人物去講這件事
[00:01:18.000 --> 00:01:20.000]  我會由蘇羅先講
[00:01:20.000 --> 00:01:21.000]  然後講大衛
[00:01:21.000 --> 00:01:22.000]  最後才去到約瑟
[00:01:22.000 --> 00:01:25.000]  其實以人物的歷史次序
[00:01:25.000 --> 00:01:26.000]  約瑟先來講
[00:01:26.000 --> 00:01:30.000]  約瑟是阿伯拉俄罕之後
[00:01:30.000 --> 00:01:36.000]  摩西帶以色列人去埃及之後
[00:01:36.000 --> 00:01:40.000]  去到抗野流亡四十年
[00:01:40.000 --> 00:01:43.000]  因為第一代不信上帝
[00:01:43.000 --> 00:01:50.000]  然後就去到約瑟亞
[00:01:50.000 --> 00:01:53.000]  帶以色列第二代人去加拿大
[00:01:53.000 --> 00:01:55.000]  才去到國
[00:01:55.000 --> 00:01:59.000]  約瑟的重要性就是
[00:01:59.000 --> 00:02:03.000]  由一個家變成一個國
[00:02:03.000 --> 00:02:06.000]  他們進到加拿大之後
[00:02:06.000 --> 00:02:09.000]  神沒有給他們皇帝
[00:02:09.000 --> 00:02:10.000]  進到加拿大之後
[00:02:10.000 --> 00:02:12.000]  神派一些叫士師
[00:02:12.000 --> 00:02:16.000]  士師是一些宗教或者是政治
[00:02:16.000 --> 00:02:19.000]  或者軍事的人物去帶領以色列人
[00:02:19.000 --> 00:02:21.000]  因為以色列人要跟從的是上帝
[00:02:21.000 --> 00:02:23.000]  不是一個人的人物
[00:02:23.000 --> 00:02:27.000]  但上帝也派一些領袖去帶領他們
[00:02:27.000 --> 00:02:28.000]  但去到差不多
[00:02:28.000 --> 00:02:30.000]  人的罪性開始有利
[00:02:30.000 --> 00:02:33.000]  有些人見到周圍的國家都有皇帝
[00:02:33.000 --> 00:02:35.000]  為什麼我們沒有呢
[00:02:35.000 --> 00:02:36.000]  這些世界價值觀
[00:02:36.000 --> 00:02:37.000]  人就情願去選擇
[00:02:37.000 --> 00:02:40.000]  世界價值觀就不選擇神的教訓
[00:02:40.000 --> 00:02:42.000]  這是一個很大的罪
[00:02:42.000 --> 00:02:45.000]  所以去到薩姆爾先知跟他們講
[00:02:45.000 --> 00:02:48.000]  你們要選擇皇的時候
[00:02:48.000 --> 00:02:51.000]  其實你們就是要背叛上帝
[00:02:51.000 --> 00:02:55.000]  有幾句說話在聖經有提到
[00:02:55.000 --> 00:03:01.000]  當時耶和華先知是你們的王
[00:03:01.000 --> 00:03:05.000]  在薩姆爾記上的十二章提到
[00:03:05.000 --> 00:03:07.000]  現在你們選擇了這個王
[00:03:07.000 --> 00:03:09.000]  雖然你們做錯了
[00:03:09.000 --> 00:03:12.000]  但神也給了一個規範
[00:03:12.000 --> 00:03:14.000]  雖然人是做錯
[00:03:14.000 --> 00:03:17.000]  但神還給了一個規範幫他們
[00:03:17.000 --> 00:03:19.000]  十四字說
[00:03:19.000 --> 00:03:21.000]  如果你們敬畏耶和華
[00:03:21.000 --> 00:03:22.000]  侍奉祂
[00:03:22.000 --> 00:03:24.000]  聽從祂的話
[00:03:24.000 --> 00:03:26.000]  不違背祂的命令
[00:03:26.000 --> 00:03:29.000]  你們和統治你們的王
[00:03:29.000 --> 00:03:31.000]  就必跟從耶和華的神
[00:03:31.000 --> 00:03:34.000]  但如果你們不聽從耶和華的話
[00:03:34.000 --> 00:03:36.000]  離開祂的命令的時候
[00:03:36.000 --> 00:03:38.000]  耶和華的手就會攻擊你們
[00:03:38.000 --> 00:03:41.000]  好像攻擊你們的列祖一樣
[00:03:41.000 --> 00:03:43.000]  原來上帝一開始
[00:03:43.000 --> 00:03:45.000]  和以色列人帶他們出去的時候
[00:03:45.000 --> 00:03:46.000]  經常強調兩件事
[00:03:46.000 --> 00:03:47.000]  摩西人一樣
[00:03:47.000 --> 00:03:50.000]  上帝會給祝福
[00:03:50.000 --> 00:03:52.000]  同時也會給咒詛
[00:03:52.000 --> 00:03:55.000]  其實給兩條路我們選擇
[00:03:55.000 --> 00:03:57.000]  有一個反應就是
[00:03:57.000 --> 00:03:59.000]  如果我不聽從上帝的話
[00:03:59.000 --> 00:04:01.000]  就要受咒詛
[00:04:01.000 --> 00:04:03.000]  那就沒得選擇
[00:04:03.000 --> 00:04:06.000]  好像上帝很霸王
[00:04:06.000 --> 00:04:07.000]  沒道理
[00:04:07.000 --> 00:04:09.000]  不聽從祂的話就慘了
[00:04:09.000 --> 00:04:11.000]  好像有極權的政權
[00:04:11.000 --> 00:04:12.000]  其實不是
[00:04:12.000 --> 00:04:14.000]  如果你明白
[00:04:14.000 --> 00:04:16.000]  第一句是敬畏耶和華
[00:04:16.000 --> 00:04:17.000]  侍奉祂
[00:04:17.000 --> 00:04:19.000]  這裡就解釋什麼叫敬畏耶和華
[00:04:19.000 --> 00:04:21.000]  我用下一章
[00:04:21.000 --> 00:04:23.000]  將這個重點看出來
[00:04:23.000 --> 00:04:26.000]  原來神敬畏耶和華
[00:04:26.000 --> 00:04:27.000]  侍奉祂
[00:04:27.000 --> 00:04:29.000]  聽從祂的話
[00:04:29.000 --> 00:04:31.000]  什麼叫耶和華的話
[00:04:31.000 --> 00:04:33.000]  耶和華上帝
[00:04:33.000 --> 00:04:38.000]  就是聖潔公義慈愛的本體
[00:04:38.000 --> 00:04:40.000]  神表達出來的話
[00:04:40.000 --> 00:04:43.000]  就是聖潔公義慈愛的事
[00:04:43.000 --> 00:04:45.000]  所以上帝就是說
[00:04:45.000 --> 00:04:47.000]  如果你選擇了
[00:04:47.000 --> 00:04:49.000]  不要聖潔不要公義不要慈愛
[00:04:49.000 --> 00:04:51.000]  你就會受苦
[00:04:51.000 --> 00:04:53.000]  你就會受到打擊
[00:04:53.000 --> 00:04:55.000]  所以其實上帝是為我們好的
[00:04:55.000 --> 00:04:58.000]  不是說你不聽我講你就慘
[00:04:58.000 --> 00:05:00.000]  明不明白意思
[00:05:00.000 --> 00:05:01.000]  因為你一不聽我講
[00:05:01.000 --> 00:05:03.000]  你就會做一些不聖潔不公義
[00:05:03.000 --> 00:05:04.000]  不慈愛的事
[00:05:04.000 --> 00:05:06.000]  你就會受到那個後果
[00:05:06.000 --> 00:05:10.000]  所以其實上帝叫我們跟從祂的一個祝福
[00:05:10.000 --> 00:05:12.000]  明知我們正在走下去
[00:05:12.000 --> 00:05:14.000]  懸崖就快要掉下去
[00:05:14.000 --> 00:05:16.000]  祂提醒我們回頭
[00:05:16.000 --> 00:05:19.000]  所以敬畏耶和華是什麼呢
[00:05:19.000 --> 00:05:21.000]  什麼叫敬畏
[00:05:21.000 --> 00:05:22.000]  那句話很清楚
[00:05:22.000 --> 00:05:24.000]  就是侍奉祂聽祂講
[00:05:24.000 --> 00:05:26.000]  不要違背祂的命令
[00:05:26.000 --> 00:05:28.000]  因為祂叫我們做的都是為我們好的
[00:05:28.000 --> 00:05:30.000]  不是要害我們
[00:05:30.000 --> 00:05:31.000]  相反來說
[00:05:31.000 --> 00:05:34.000]  如果你不要聖潔不要公義
[00:05:34.000 --> 00:05:36.000]  你走的事是詭詐的
[00:05:36.000 --> 00:05:38.000]  你就會受到那個結果
[00:05:38.000 --> 00:05:41.000]  這個大家都明白
[00:05:41.000 --> 00:05:42.000]  好了
[00:05:42.000 --> 00:05:44.000]  講一下訴羅王
[00:05:44.000 --> 00:05:47.000]  訴羅王是第一個以色列的皇帝
[00:05:47.000 --> 00:05:50.000]  他是高大威猛那類的皇帝
[00:05:50.000 --> 00:05:53.000]  但是如果我們留意訴羅王
[00:05:53.000 --> 00:05:54.000]  其實他很多時候
[00:05:54.000 --> 00:05:58.000]  他是利用宗教為了自己達到自己的目標
[00:05:58.000 --> 00:05:59.000]  為什麼呢
[00:05:59.000 --> 00:06:01.000]  聖經有提到幾次的戰爭
[00:06:01.000 --> 00:06:06.000]  其中一次的戰爭是要和菲利士人打仗
[00:06:06.000 --> 00:06:07.000]  菲利士人是很大隻的人
[00:06:07.000 --> 00:06:08.000]  跟他打仗
[00:06:08.000 --> 00:06:12.000]  當時先知撒姆爾指示訴羅王
[00:06:12.000 --> 00:06:15.000]  要在一個地方叫吉甲的地方
[00:06:15.000 --> 00:06:16.000]  等他七天
[00:06:16.000 --> 00:06:18.000]  先不可以打仗
[00:06:18.000 --> 00:06:20.000]  如果大家看回聖經
[00:06:20.000 --> 00:06:22.000]  當時聖經裡面提到
[00:06:22.000 --> 00:06:26.000]  菲利士有幾萬個軍車
[00:06:26.000 --> 00:06:28.000]  有六千個騎兵
[00:06:28.000 --> 00:06:31.000]  步兵好像沙一樣那麼多
[00:06:31.000 --> 00:06:32.000]  無數
[00:06:32.000 --> 00:06:35.000]  當時以色列人看到這個消息
[00:06:35.000 --> 00:06:37.000]  聖經怎麼提呢
[00:06:37.000 --> 00:06:38.000]  他們很多人走
[00:06:38.000 --> 00:06:41.000]  躲在山洞裡不敢出來
[00:06:41.000 --> 00:06:43.000]  為什麼呢
[00:06:43.000 --> 00:06:46.000]  如果我們知道當時的歷史
[00:06:46.000 --> 00:06:48.000]  菲利士人已經去到鐵器時代
[00:06:48.000 --> 00:06:51.000]  他的武器是用鐵做的
[00:06:51.000 --> 00:06:54.000]  而以色列人因為在沙漠裡走出來
[00:06:54.000 --> 00:06:55.000]  進到迦南
[00:06:55.000 --> 00:06:56.000]  他的科技不行
[00:06:56.000 --> 00:06:58.000]  他還在用銅器
[00:06:58.000 --> 00:07:00.000]  銅器比較軟
[00:07:00.000 --> 00:07:01.000]  鐵器是硬的
[00:07:01.000 --> 00:07:03.000]  所以如果大家再留意
[00:07:03.000 --> 00:07:06.000]  當時以色列人的整個軍隊
[00:07:06.000 --> 00:07:08.000]  只有兩把劍
[00:07:08.000 --> 00:07:10.000]  一個是索羅王
[00:07:10.000 --> 00:07:12.000]  第二個是索羅丹
[00:07:12.000 --> 00:07:13.000]  他叫Jonathan
[00:07:13.000 --> 00:07:14.000]  他的兒子
[00:07:14.000 --> 00:07:16.000]  整個軍隊只有兩把劍
[00:07:16.000 --> 00:07:17.000]  可以打架
[00:07:17.000 --> 00:07:20.000]  其他那些人是用農具
[00:07:20.000 --> 00:07:22.000]  耕田的工具去打
[00:07:22.000 --> 00:07:26.000]  所以那些以色列人就怕躲在山洞裡不走出來
[00:07:26.000 --> 00:07:30.000]  索羅王為了要凝聚軍心
[00:07:30.000 --> 00:07:32.000]  他竟然犯了一個大錯
[00:07:32.000 --> 00:07:34.000]  就是走去憲制
[00:07:34.000 --> 00:07:36.000]  他想用一個宗教的儀式
[00:07:36.000 --> 00:07:38.000]  等那些人回來
[00:07:38.000 --> 00:07:39.000]  因為他信上帝
[00:07:39.000 --> 00:07:41.000]  用宗教的儀式告訴你
[00:07:41.000 --> 00:07:42.000]  你信上帝
[00:07:42.000 --> 00:07:44.000]  你就可以和我打
[00:07:44.000 --> 00:07:46.000]  但是
[00:07:46.000 --> 00:07:48.000]  塔姆爾見到的時候就說
[00:07:48.000 --> 00:07:50.000]  你犯了一個很大的惡
[00:07:50.000 --> 00:07:52.000]  因為在舊約裡很清楚
[00:07:52.000 --> 00:07:54.000]  只可以祭司去做憲制
[00:07:54.000 --> 00:07:58.000]  但是為了要穩定軍心
[00:07:58.000 --> 00:08:01.000]  讓那些以色列人留下來幫他打仗
[00:08:01.000 --> 00:08:04.000]  索羅王自己做了這個錯
[00:08:04.000 --> 00:08:06.000]  這是第一件錯
[00:08:06.000 --> 00:08:07.000]  其實還有很多的
[00:08:07.000 --> 00:08:09.000]  第二件錯就是
[00:08:09.000 --> 00:08:11.000]  去到十五章的時候
[00:08:11.000 --> 00:08:13.000]  撒姆爾記上十五章的時候
[00:08:13.000 --> 00:08:15.000]  上帝藉著撒姆爾
[00:08:15.000 --> 00:08:18.000]  叫索羅和亞馬力人開戰
[00:08:18.000 --> 00:08:21.000]  這次上帝有一個很極端的要求
[00:08:21.000 --> 00:08:25.000]  上帝說要所有人和畜都要殺光
[00:08:25.000 --> 00:08:27.000]  所有東西一件不留
[00:08:27.000 --> 00:08:28.000]  大家聽完
[00:08:28.000 --> 00:08:30.000]  上帝好像很惡
[00:08:30.000 --> 00:08:31.000]  要一個不留
[00:08:31.000 --> 00:08:33.000]  是不是大屠殺
[00:08:33.000 --> 00:08:35.000]  如果我們看歷史
[00:08:35.000 --> 00:08:37.000]  就知道為什麼上帝要這樣做
[00:08:37.000 --> 00:08:40.000]  摩西帶領以色列人去埃及的時候
[00:08:40.000 --> 00:08:42.000]  去到沙漠沒有水喝
[00:08:42.000 --> 00:08:43.000]  大家記得
