
[00:00:00.000 --> 00:00:04.600]  請姐妹主來平安
[00:00:04.600 --> 00:00:09.560]  我們這半年或全年
[00:00:09.560 --> 00:00:16.580]  我們會集中來看崔埃及記
[00:00:16.580 --> 00:00:21.640]  21、22、23章
[00:00:21.640 --> 00:00:25.080]  上一堂我們已經解釋過了
[00:00:25.080 --> 00:00:28.800]  這三章聖經有什麼重要呢
[00:00:28.800 --> 00:00:31.800]  我們平常都不讀
[00:00:31.800 --> 00:00:36.200]  出了埃及 過了紅海 去到西乃
[00:00:36.200 --> 00:00:38.600]  就抗夜漂流
[00:00:38.600 --> 00:00:43.800]  以色列人留在西乃山有十個月的時間
[00:00:43.800 --> 00:00:48.800]  舊約聖經 摩西五經
[00:00:48.800 --> 00:00:53.400]  創出利民生
[00:00:53.400 --> 00:00:54.400]  你懂得背吧
[00:00:54.400 --> 00:00:56.400]  這五卷書裏面
[00:00:56.400 --> 00:01:03.400]  中間的三分一是記載這十個月
[00:01:03.400 --> 00:01:05.400]  不是發生什麼事
[00:01:05.400 --> 00:01:07.400]  是上帝教了什麼
[00:01:07.400 --> 00:01:09.400]  很重要的
[00:01:09.400 --> 00:01:12.400]  雖然時間很短
[00:01:12.400 --> 00:01:15.400]  相對創世記到崔埃及記
[00:01:15.400 --> 00:01:17.400]  起初神創造天地
[00:01:17.400 --> 00:01:18.400]  厲害了
[00:01:18.400 --> 00:01:23.400]  一路到崔埃及 過紅海 來到西乃
[00:01:23.400 --> 00:01:25.400]  這一段歷史很長久
[00:01:25.400 --> 00:01:32.400]  沿著西乃三十八年抗夜的旅程
[00:01:32.400 --> 00:01:35.400]  去到約旦河東岸
[00:01:35.400 --> 00:01:40.400]  相對中間核心的部分
[00:01:40.400 --> 00:01:45.400]  上帝在西乃教導他的百姓
[00:01:45.400 --> 00:01:48.400]  如果我們不知道
[00:01:48.400 --> 00:01:52.400]  其實對我們是很大的損失
[00:01:52.400 --> 00:01:58.400]  我們信耶穌有時信得太過個人為中心
[00:01:58.400 --> 00:02:00.400]  耶穌是我的救主
[00:02:00.400 --> 00:02:02.400]  耶穌保守我
[00:02:02.400 --> 00:02:04.400]  耶穌看顧我
[00:02:04.400 --> 00:02:06.400]  耶穌賜福給我
[00:02:06.400 --> 00:02:09.400]  再說得重要一點
[00:02:09.400 --> 00:02:11.400]  整個股市倒的時候
[00:02:11.400 --> 00:02:14.400]  我買的那些逆市上升
[00:02:14.400 --> 00:02:17.400]  我店周圍倒
[00:02:17.400 --> 00:02:19.400]  上帝幫助我
[00:02:19.400 --> 00:02:21.400]  出來講電政
[00:02:21.400 --> 00:02:23.400]  還要拍一套片
[00:02:23.400 --> 00:02:24.400]  不是啊
[00:02:24.400 --> 00:02:30.400]  上帝的心意其實完全不是這樣的
[00:02:30.400 --> 00:02:34.400]  新約聖經John Stott解釋
[00:02:34.400 --> 00:02:36.400]  以忽所書講得很好
[00:02:36.400 --> 00:02:42.400]  神的拯救計劃從來都不是拯救個人
[00:02:42.400 --> 00:02:45.400]  是拯救群體
[00:02:45.400 --> 00:02:46.400]  他講的
[00:02:46.400 --> 00:02:48.400]  所以我可以quote他
[00:02:48.400 --> 00:02:51.400]  舊約聖經
[00:02:51.400 --> 00:02:54.400]  上帝關心的是
[00:02:54.400 --> 00:02:59.400]  他愛每一個熟悉他或不熟悉他的人
[00:02:59.400 --> 00:03:02.400]  這個我們遲些有機會再慢慢討論
[00:03:02.400 --> 00:03:04.400]  但是現在來到西乃
[00:03:04.400 --> 00:03:08.400]  十二個支派在上帝面前
[00:03:08.400 --> 00:03:11.400]  我們說十個月上帝跟他們說什麼
[00:03:11.400 --> 00:03:16.400]  開宗明義就是這三章的聖經
[00:03:16.400 --> 00:03:20.400]  立約的書卷
[00:03:20.400 --> 00:03:23.400]  這三章的聖經
[00:03:23.400 --> 00:03:25.400]  開頭第一句
[00:03:25.400 --> 00:03:28.400]  是說你在百姓面前
[00:03:28.400 --> 00:03:30.400]  摩西上帝吩咐他
[00:03:30.400 --> 00:03:34.400]  要立的典章
[00:03:34.400 --> 00:03:37.400]  就是下面這一齊
[00:03:37.400 --> 00:03:40.400]  我們解釋過這個典章
[00:03:40.400 --> 00:03:44.400]  希伯來文所用的字
[00:03:44.400 --> 00:03:47.400]  剛才大家很喜歡唱的詩歌
[00:03:47.400 --> 00:03:49.400]  背的金句
[00:03:49.400 --> 00:03:53.400]  為願公平如大水滾滾
[00:03:53.400 --> 00:03:56.400]  使公義如江河滔滔
[00:03:56.400 --> 00:03:58.400]  小心不要罵人
[00:03:58.400 --> 00:04:00.400]  講自己好了
[00:04:00.400 --> 00:04:02.400]  這兩句話怎麼解釋呢
[00:04:02.400 --> 00:04:03.400]  有機會再解釋給你聽
[00:04:03.400 --> 00:04:06.400]  不過我說過公平公義
[00:04:06.400 --> 00:04:08.400]  大家有沒有印象
[00:04:08.400 --> 00:04:11.400]  這裡所說的典章
[00:04:11.400 --> 00:04:15.400]  就是摩西書所說的公平
[00:04:15.400 --> 00:04:17.400]  譯錯了不是公平
[00:04:17.400 --> 00:04:19.400]  不是大家一樣男女平等
[00:04:19.400 --> 00:04:21.400]  現在維權主義
[00:04:21.400 --> 00:04:26.400]  同性戀的要和結婚的一樣平等
[00:04:26.400 --> 00:04:27.400]  這樣叫公平
[00:04:27.400 --> 00:04:28.400]  完全解錯了
[00:04:28.400 --> 00:04:31.400]  mishpatim這個字希伯來文
[00:04:31.400 --> 00:04:36.400]  是說和siddakah公平公義
[00:04:36.400 --> 00:04:40.400]  siddakah公義就是正常的情況
[00:04:40.400 --> 00:04:41.400]  我用的比喻是說
[00:04:41.400 --> 00:04:44.400]  開車去到一個紅綠燈
[00:04:44.400 --> 00:04:45.400]  拐野十二點鐘
[00:04:45.400 --> 00:04:47.400]  四野無人
[00:04:47.400 --> 00:04:49.400]  你停不停車的
[00:04:49.400 --> 00:04:50.400]  停的啊
[00:04:50.400 --> 00:04:51.400]  我們香港人來的嘛
[00:04:51.400 --> 00:04:53.400]  排隊的守規矩
[00:04:53.400 --> 00:04:57.400]  這個叫siddakah正常的情況
[00:04:57.400 --> 00:05:04.400]  但是有些情況不正常了
[00:05:04.400 --> 00:05:07.400]  產生衝突了
[00:05:07.400 --> 00:05:09.400]  有問題了
[00:05:09.400 --> 00:05:18.400]  我們慣了在電視台上看的追劇
[00:05:18.400 --> 00:05:22.400]  因為香港是普通法
[00:05:22.400 --> 00:05:27.400]  所以假定了被告無罪
[00:05:27.400 --> 00:05:28.400]  你認識的吧
[00:05:28.400 --> 00:05:32.400]  直到判他有罪為止
[00:05:32.400 --> 00:05:35.400]  所以最緊張的高潮
[00:05:35.400 --> 00:05:39.400]  就是陪審團退庭商議完畢
[00:05:39.400 --> 00:05:42.400]  然後法官就問
[00:05:42.400 --> 00:05:47.400]  你們有沒有達到一個判決
[00:05:47.400 --> 00:05:50.400]  Have you reached your verdict
[00:05:50.400 --> 00:05:54.400]  我們已經判了
[00:05:54.400 --> 00:05:57.400]  有罪還是無罪
[00:05:57.400 --> 00:05:59.400]  Guilty or not guilty
[00:05:59.400 --> 00:06:06.400]  這個就是整個審判解決問題最重要的重點
[00:06:06.400 --> 00:06:08.400]  聖經不是這樣的
[00:06:08.400 --> 00:06:10.400]  我要先說結論
[00:06:10.400 --> 00:06:15.400]  否則我們從頭到尾都不明白我們在讀什麼聖經
[00:06:15.400 --> 00:06:20.400]  這個典章的翻譯翻譯得真好
[00:06:20.400 --> 00:06:24.400]  它是要教導百姓
[00:06:24.400 --> 00:06:32.400]  不只是教法庭、法官、檢察官、律師、大律師
[00:06:32.400 --> 00:06:33.400]  不是不是
[00:06:33.400 --> 00:06:36.400]  它是教導我們每一個人
[00:06:36.400 --> 00:06:41.400]  所以目的不是有事發生
[00:06:41.400 --> 00:06:43.400]  有衝突發生
[00:06:43.400 --> 00:06:45.400]  大家有不同的看法
[00:06:45.400 --> 00:06:46.400]  誰對誰錯
[00:06:46.400 --> 00:06:50.400]  我們被電視台的話劇洗腦了
[00:06:50.400 --> 00:06:53.400]  每一件事我們第一句
[00:06:53.400 --> 00:06:55.400]  誰對誰錯
[00:06:55.400 --> 00:06:57.400]  當然是我對他錯
[00:06:57.400 --> 00:06:59.400]  很簡單
[00:06:59.400 --> 00:07:01.400]  聖經不是這樣教
[00:07:01.400 --> 00:07:05.400]  聖經不是不說對錯
[00:07:05.400 --> 00:07:07.400]  你馬上就貶嘴了
[00:07:07.400 --> 00:07:09.400]  上帝不說公義
[00:07:09.400 --> 00:07:10.400]  不是
[00:07:10.400 --> 00:07:14.400]  他叫入頭照好人也照歹人降雨給義人
[00:07:14.400 --> 00:07:16.400]  你背下去
