
[00:00:00.000 --> 00:00:08.000]  去年今天我剛剛出院,離開醫院
[00:00:08.000 --> 00:00:16.000]  醫生給了我擔架,怕我跌倒
[00:00:16.000 --> 00:00:23.000]  今天還在我的房間,走路要拿著Walker
[00:00:23.000 --> 00:00:34.000]  還說明給我聽,如果再喘氣就要吸氧氣,拿著氧氣筒到處走
[00:00:34.000 --> 00:00:41.000]  想不到一年後,神又讓我可以有健康,這是神的恩典
[00:00:41.000 --> 00:00:49.000]  我這個病其中一樣東西就是失聲,沒有聲音
[00:00:49.000 --> 00:00:54.000]  我失聲差不多有三個多月,說不了話
[00:00:54.000 --> 00:00:59.000]  所以我沒有回來崇拜,在家裡附近
[00:00:59.000 --> 00:01:03.000]  當我病的時候,在家附近一間新人教會
[00:01:03.000 --> 00:01:12.000]  人家唱詩,我只是聽,甚至有時累得坐在家裡
[00:01:12.000 --> 00:01:23.000]  有一天我去教會崇拜,唱一首古老歌
[00:01:23.000 --> 00:01:28.000]  我忍不住,那些歌詞,唱起來
[00:01:28.000 --> 00:01:32.000]  發覺自己竟然可以開口唱歌
[00:01:32.000 --> 00:01:39.000]  然後有聲音從我口出,有眼淚在我眼裡
[00:01:39.000 --> 00:01:44.000]  我一邊唱一邊哭,原來我有聲音
[00:01:44.000 --> 00:01:49.000]  可以說到大茶勁,可以唱歌
[00:01:49.000 --> 00:01:53.000]  人家看著我,這首歌又不是特別感動
[00:01:53.000 --> 00:01:55.000]  為什麼會哭得這麼厲害呢?
[00:01:55.000 --> 00:01:59.000]  不知道原來我有這樣的經歷
[00:01:59.000 --> 00:02:06.000]  所以其實你說人生是什麼呢?浮生若夢惟歡幾行
[00:02:06.000 --> 00:02:11.000]  但我覺得如果有個有神的生命
[00:02:11.000 --> 00:02:17.000]  向他望下,不是日光之下,而是日光之上看
[00:02:17.000 --> 00:02:19.000]  會很不同
[00:02:19.000 --> 00:02:24.000]  今天我們能夠坐在這裡
[00:02:24.000 --> 00:02:30.000]  吃到東西,透到氣,又聽到東西
[00:02:30.000 --> 00:02:34.000]  你不要以為這些是理所當然
[00:02:34.000 --> 00:02:37.000]  這些是很大的幸福
[00:02:37.000 --> 00:02:42.000]  你有沒有想過去感謝神?
[00:02:42.000 --> 00:02:45.000]  我們開始的時候一起感謝神
[00:02:45.000 --> 00:02:48.000]  天父我們感謝禰給我們有生命氣息
[00:02:48.000 --> 00:02:51.000]  我們知道萬物都是禰所做的
[00:02:51.000 --> 00:02:54.000]  神造萬物,各按其事
[00:02:54.000 --> 00:02:58.000]  成為美好,又將永生安置在世人的心裡
[00:02:58.000 --> 00:03:00.000]  我們多謝禰,求禰祝福
[00:03:00.000 --> 00:03:03.000]  帶領我們每一位相傳感謝的心
[00:03:03.000 --> 00:03:06.000]  我們中間有未曾認識你的
[00:03:06.000 --> 00:03:09.000]  願意將我們的生命交給你
[00:03:09.000 --> 00:03:12.000]  我們認識你的,我們更加願意毀身給你
[00:03:12.000 --> 00:03:15.000]  祈禱奉耶穌名求
[00:03:15.000 --> 00:03:20.000]  心理學家說我們人的本性
[00:03:20.000 --> 00:03:24.000]  很喜歡埋堆,很喜歡跟風
[00:03:24.000 --> 00:03:27.000]  你去餐館吃飯,見到一兩個人
[00:03:27.000 --> 00:03:29.000]  這間好幾個有限
[00:03:29.000 --> 00:03:34.000]  排隊排得很遠,挨幾個小時都要去
[00:03:34.000 --> 00:03:37.000]  因為人多
[00:03:37.000 --> 00:03:43.000]  所以我們人的本性很喜歡埋堆跟風
[00:03:43.000 --> 00:03:48.000]  有一個社會心理學家
[00:03:48.000 --> 00:03:52.000]  James Durban說過一個有趣的故事
[00:03:52.000 --> 00:03:56.000]  有一天突然間,在百老匯街里
[00:03:56.000 --> 00:04:01.000]  有一個人向東面跑
[00:04:01.000 --> 00:04:04.000]  可能他突然間醒來
[00:04:04.000 --> 00:04:06.000]  我約了太太在餐館吃飯
[00:04:06.000 --> 00:04:09.000]  我竟然忘記了
[00:04:09.000 --> 00:04:13.000]  看還有幾分鐘,就跑去
[00:04:13.000 --> 00:04:16.000]  怕太太罵他,扭他耳朵
[00:04:16.000 --> 00:04:18.000]  所以就馬上去了
[00:04:18.000 --> 00:04:22.000]  同一個時期,又發現有個派報紙的小孩
[00:04:22.000 --> 00:04:25.000]  向東面一路跑去
[00:04:25.000 --> 00:04:28.000]  有一個穿西裝的,趕火車
[00:04:28.000 --> 00:04:30.000]  向東面一路跑去
[00:04:30.000 --> 00:04:35.000]  三個人同時在地點向東面跑
[00:04:35.000 --> 00:04:38.000]  突然間有個人大聲叫
[00:04:38.000 --> 00:04:40.000]  水壩,水壩
[00:04:40.000 --> 00:04:43.000]  他說英文,水壩,damn
[00:04:43.000 --> 00:04:46.000]  這個字跟另外一個英文字很相似
[00:04:46.000 --> 00:04:48.000]  可能他不知道是英文阻他
[00:04:48.000 --> 00:04:50.000]  水壩,水壩
[00:04:50.000 --> 00:04:53.000]  沒多久就說,西面的水壩穿了
[00:04:53.000 --> 00:04:57.000]  他一說的時候,每個人都跟著他走
[00:04:57.000 --> 00:04:59.000]  向東面走,走,走
[00:04:59.000 --> 00:05:02.000]  有個人跟著狂奔走的時候,就問旁邊的人
[00:05:02.000 --> 00:05:03.000]  餵,為什麼你走?
[00:05:03.000 --> 00:05:06.000]  我不知道,人人都走,我就走
[00:05:06.000 --> 00:05:09.000]  究竟發生什麼事?不知道
[00:05:09.000 --> 00:05:11.000]  總之就走
[00:05:11.000 --> 00:05:15.000]  這個故事可能會比較卡通化
[00:05:15.000 --> 00:05:20.000]  但是,都很講出人是這樣的心理
[00:05:20.000 --> 00:05:22.000]  寧可信其有,不可信其無
[00:05:22.000 --> 00:05:26.000]  你一會兒回去,在唐人街試做個實驗
[00:05:26.000 --> 00:05:28.000]  你看看天空
[00:05:28.000 --> 00:05:30.000]  你會發覺有很多人跟著你看天空
[00:05:30.000 --> 00:05:32.000]  可能全家人都要看天空
[00:05:32.000 --> 00:05:35.000]  人家問你看什麼?不知道
[00:05:35.000 --> 00:05:39.000]  或者有個人說,看天空,看有沒有錢掉下來
[00:05:39.000 --> 00:05:41.000]  人就是這樣的
[00:05:41.000 --> 00:05:42.000]  很喜歡跟著
[00:05:42.000 --> 00:05:47.000]  中國人所謂一犬吠營,八犬就吠聲
[00:05:47.000 --> 00:05:51.000]  那些心理學家做過這樣的實驗
[00:05:51.000 --> 00:05:55.000]  在一個小學四年級的一班,二十個學生
[00:05:55.000 --> 00:05:58.000]  老師要做一個實驗
[00:05:58.000 --> 00:06:01.000]  他在白板上畫了三條線
[00:06:01.000 --> 00:06:04.000]  A線,B線,C線
[00:06:04.000 --> 00:06:07.000]  雖然三條線都差不多長度
[00:06:07.000 --> 00:06:10.000]  但是你仔細看,看得出A線是最長
[00:06:10.000 --> 00:06:13.000]  B線是第二,C線是最短
[00:06:13.000 --> 00:06:17.000]  這個老師預先畫了給十九個學生聽
[00:06:17.000 --> 00:06:20.000]  當我問你哪條線最長的時候
[00:06:20.000 --> 00:06:22.000]  你記住答,不要答A
[00:06:22.000 --> 00:06:26.000]  雖然你看到A線是最長,你不要答A,你答B
[00:06:26.000 --> 00:06:30.000]  但是二十個學生當中,他十九個這樣說過
[00:06:30.000 --> 00:06:32.000]  有一個他沒有說
[00:06:32.000 --> 00:06:35.000]  就看看這個怎麼做
[00:06:35.000 --> 00:06:39.000]  於是老師就寫了A,B,C,三條線
[00:06:39.000 --> 00:06:43.000]  就問第一個學生,哪條線最長?
[00:06:43.000 --> 00:06:46.000]  那個學生一看,B線最長
[00:06:46.000 --> 00:06:49.000]  那個沒聽老師說的答案的學生就說
[00:06:49.000 --> 00:06:52.000]  有沒有搞錯啊
[00:06:52.000 --> 00:06:55.000]  明明是A線最長
[00:06:55.000 --> 00:06:59.000]  竟然說B線近視,要弄眼鏡
[00:06:59.000 --> 00:07:01.000]  跟著問第二個,哪條線最長?
[00:07:01.000 --> 00:07:04.000]  B線,這個也是近視的
[00:07:04.000 --> 00:07:06.000]  或者是院士,或者是散光
[00:07:06.000 --> 00:07:09.000]  小孩不會拍內像的
[00:07:09.000 --> 00:07:13.000]  問第三個,又是B線
[00:07:13.000 --> 00:07:15.000]  這群人有沒有搞錯啊
[00:07:15.000 --> 00:07:20.000]  第四個又是B,第五個又是B,第十八個都是B
[00:07:20.000 --> 00:07:25.000]  他就開始想,難道我看錯了
[00:07:25.000 --> 00:07:29.000]  有點像,好像B線是長一點
[00:07:29.000 --> 00:07:33.000]  最後問他,哪條線最長?
[00:07:33.000 --> 00:07:36.000]  B線
[00:07:36.000 --> 00:07:39.000]  這個實驗就告訴我們一件事
