
[00:00:00.000 --> 00:00:02.000]  請節目平安
[00:00:02.000 --> 00:00:06.000]  今天和大家一齊思想三個舊約裏面的人物
[00:00:06.000 --> 00:00:08.000]  不需要大家猜了
[00:00:08.000 --> 00:00:11.000]  在大家的大綱裏面我已經寫了出來
[00:00:11.000 --> 00:00:15.000]  就是以色列的三個統一王國的皇帝
[00:00:15.000 --> 00:00:18.000]  首先有兩個問題
[00:00:18.000 --> 00:00:23.000]  第一 他們為何是現代人的誘惑
[00:00:23.000 --> 00:00:31.000]  第二 為何我們說他們是成功但成年後失敗的人
[00:00:31.000 --> 00:00:34.000]  首先我們看看這三個
[00:00:34.000 --> 00:00:39.000]  蘇羅、大衛和所羅門這三個皇帝
[00:00:39.000 --> 00:00:42.000]  我們看到他們的人生
[00:00:42.000 --> 00:00:45.000]  他們年輕的時候
[00:00:45.000 --> 00:00:48.000]  真的好像童話故事一樣
[00:00:48.000 --> 00:00:55.000]  蘇羅 當他成為第一個以色列的王的時候
[00:00:55.000 --> 00:00:57.000]  聖經告訴他
[00:00:57.000 --> 00:01:01.000]  他又健美又俊美
[00:01:01.000 --> 00:01:04.000]  又健壯又俊美
[00:01:04.000 --> 00:01:08.000]  並且以色列當中沒有一個人比得上他
[00:01:08.000 --> 00:01:10.000]  當他站起來的時候
[00:01:10.000 --> 00:01:12.000]  他比所有人都高一個頭
[00:01:12.000 --> 00:01:16.000]  又高大又帥又大隻
[00:01:16.000 --> 00:01:20.000]  是一個很美麗的開始
[00:01:20.000 --> 00:01:25.000]  但當他一路發展成為皇帝
[00:01:25.000 --> 00:01:29.000]  他就開始偏離神 要他走的路
[00:01:29.000 --> 00:01:32.000]  聖經告訴他 他要走自己的路
[00:01:32.000 --> 00:01:35.000]  聖經所說 偏行己路
[00:01:35.000 --> 00:01:37.000]  當他走自己的路的時候
[00:01:37.000 --> 00:01:42.000]  我告訴你 神最厲害的懲罰就是你不就走囉
[00:01:42.000 --> 00:01:44.000]  不過我的國就繼續要去
[00:01:44.000 --> 00:01:46.000]  我的旨意繼續這樣走
[00:01:46.000 --> 00:01:48.000]  你不肯走 你就走你自己的路
[00:01:48.000 --> 00:01:50.000]  那我找另外一個人繼續走
[00:01:50.000 --> 00:01:52.000]  我要走的計劃
[00:01:52.000 --> 00:01:54.000]  這個就是大衛
[00:01:54.000 --> 00:01:59.000]  當蘇羅知道原來神要將大衛去取代他的時候
[00:01:59.000 --> 00:02:03.000]  聖經告訴他 他的精神即近瘋狂
[00:02:03.000 --> 00:02:05.000]  大衛彈彈彈 給他聽
[00:02:05.000 --> 00:02:08.000]  他拿起槍就要插他
[00:02:08.000 --> 00:02:12.000]  跟著他瘋狂的要妒忌大衛 要打他
[00:02:12.000 --> 00:02:15.000]  一路追殺他這個無辜的年輕人
[00:02:15.000 --> 00:02:18.000]  然後到後來他不單止要殺大衛
[00:02:18.000 --> 00:02:20.000]  殺他周圍支持他的人
[00:02:20.000 --> 00:02:23.000]  甚至他自己的兒子約拿丹他都想殺
[00:02:23.000 --> 00:02:27.000]  到了晚年的時候 我們看到這個蘇羅
[00:02:27.000 --> 00:02:31.000]  瘋狂到一個地步 他走去找巫婆 招魂
[00:02:31.000 --> 00:02:33.000]  什麼都做
[00:02:33.000 --> 00:02:37.000]  很可憐 後來死於非命
[00:02:37.000 --> 00:02:40.000]  大衛開始的時候 大家更加熟
[00:02:40.000 --> 00:02:43.000]  又好像一個童話故事一樣
[00:02:43.000 --> 00:02:47.000]  殺五顆石頭就打倒這個哥利亞
[00:02:47.000 --> 00:02:49.000]  多麼有信心
[00:02:49.000 --> 00:02:52.000]  這個大衛他自己被神
[00:02:52.000 --> 00:02:56.000]  將他成為以色列國第二個皇帝
[00:02:56.000 --> 00:02:59.000]  他初初的時候敬畏耶和華
[00:02:59.000 --> 00:03:05.000]  跟隨神 希望要做一個神眼中所喜悅的皇帝
[00:03:05.000 --> 00:03:11.000]  跟著我們看到 當他坐穩他的寶座的時候
[00:03:11.000 --> 00:03:16.000]  他淫人妻子 殺人丈夫
[00:03:16.000 --> 00:03:20.000]  後來他為了掩蓋自己這些罪惡的時候
[00:03:20.000 --> 00:03:23.000]  濫殺無辜
[00:03:23.000 --> 00:03:25.000]  所羅門
[00:03:25.000 --> 00:03:29.000]  所羅門是以色列王國裡面最偉大的
