
[00:00:00.000 --> 00:00:05.260]  能夠站在這個港台上跟大家一起去分享
[00:00:05.260 --> 00:00:09.200]  神的說話 我覺得是一個很大的福氣
[00:00:09.200 --> 00:00:12.780]  香港浸信教會是一間很蒙古的教會
[00:00:12.780 --> 00:00:15.980]  弟兄姊妹都很有心去追尋
[00:00:15.980 --> 00:00:18.480]  今晚都是帶著這個心境
[00:00:18.480 --> 00:00:21.560]  跟大家一起來看神的說話
[00:00:21.560 --> 00:00:23.000]  所以我時常都跟人說
[00:00:23.000 --> 00:00:25.340]  我說你不是來聽我講道
[00:00:25.340 --> 00:00:26.840]  我講道不算什麼
[00:00:26.840 --> 00:00:28.840]  我們一起來聽神的說話
[00:00:28.840 --> 00:00:31.120]  今晚我們真的在神的說話裡面
[00:00:31.120 --> 00:00:33.120]  看看神有什麼跟我們說
[00:00:33.120 --> 00:00:34.900]  無論今晚你是什麼樣的心情
[00:00:34.900 --> 00:00:37.240]  我知道每個人都有不同的心情
[00:00:37.240 --> 00:00:40.540]  大部分都是講得很辛苦的心情
[00:00:40.540 --> 00:00:42.040]  但這個都是很表面的
[00:00:42.040 --> 00:00:43.840]  我們經常都很忙、很趕
[00:00:43.840 --> 00:00:46.080]  但是心底裡面更深的可能
[00:00:46.080 --> 00:00:47.840]  我們有很多的掙扎
[00:00:47.840 --> 00:00:51.120]  或者帶著一些我們要很擔憂
[00:00:51.120 --> 00:00:53.120]  要面對的遭遇
[00:00:53.120 --> 00:00:57.160]  又或者我們帶著一些很沉重的心情
[00:00:57.160 --> 00:00:59.520]  無論你今晚帶著什麼樣的心情
[00:00:59.520 --> 00:01:02.080]  我希望今晚你都聽到神跟你講的
[00:01:02.080 --> 00:01:02.840]  好不好?
[00:01:02.840 --> 00:01:05.080]  今晚我跟大家一起來聽的
[00:01:05.080 --> 00:01:06.600]  雖然我當然有準備
[00:01:06.600 --> 00:01:09.200]  很好的來去閱讀這段聖經
[00:01:09.200 --> 00:01:11.360]  但今晚的主角真的不是溫蕾兒
[00:01:11.360 --> 00:01:14.760]  我不是在講一些客氣的話
[00:01:14.760 --> 00:01:16.360]  今晚我們的主角是神
[00:01:16.360 --> 00:01:18.360]  接著是神的說話
[00:01:18.360 --> 00:01:19.080]  好不好?
[00:01:19.080 --> 00:01:20.760]  聽一下神今晚跟你講什麼
[00:01:20.760 --> 00:01:22.400]  好不好?帶著這個心情
[00:01:22.400 --> 00:01:24.280]  聽一下今晚神有哪一句話
[00:01:24.280 --> 00:01:25.400]  未必每一句話
[00:01:25.400 --> 00:01:27.400]  你都可以對你有這麼重要
[00:01:27.400 --> 00:01:29.560]  或者這麼深的印象
[00:01:29.560 --> 00:01:32.680]  但是我相信神總有一兩句話跟你講
[00:01:32.680 --> 00:01:35.800]  如果那兩句話能夠在你的心裡面
[00:01:35.800 --> 00:01:40.080]  成為你重新的一個方向、思想、力量
[00:01:40.080 --> 00:01:42.280]  鼓勵、挑戰、提醒
[00:01:42.280 --> 00:01:43.400]  我不知道是什麼
[00:01:43.400 --> 00:01:44.160]  神才知道
[00:01:44.160 --> 00:01:46.040]  我相信神有話跟你講
[00:01:46.040 --> 00:01:48.640]  這樣的話我相信今晚就是最值得的
[00:01:48.640 --> 00:01:49.800]  或者很辛苦
[00:01:49.800 --> 00:01:51.960]  或者你下班趕來
[00:01:51.960 --> 00:01:55.280]  或者甚至可能沒有吃晚飯
[00:01:55.280 --> 00:01:57.120]  我覺得如果有神的說話
[00:01:57.120 --> 00:01:58.400]  你帶回去
[00:01:58.400 --> 00:02:01.040]  和你的生命裡面一個祝福的話
[00:02:01.040 --> 00:02:03.280]  怎樣都值得
[00:02:03.280 --> 00:02:04.560]  今晚和明晚
[00:02:04.560 --> 00:02:06.240]  希望我都可以帶著這樣的心情
[00:02:06.240 --> 00:02:07.640]  跟大家一起去思想
[00:02:07.640 --> 00:02:09.280]  讓我們一起先祈禱好不好?
[00:02:09.280 --> 00:02:10.120]  我們再次祈禱
[00:02:10.120 --> 00:02:12.280]  我們求主來幫我們
[00:02:12.280 --> 00:02:14.040]  我們主我們恭敬來到你面前
[00:02:14.040 --> 00:02:18.320]  就要聽你對我們今晚所講的說話
[00:02:18.320 --> 00:02:19.280]  我們偉大的主
[00:02:19.280 --> 00:02:21.840]  你從天上隨故我們在這個堂
[00:02:21.840 --> 00:02:23.880]  或者是不同的層樓裡面
[00:02:23.880 --> 00:02:27.400]  一起等候你的人
[00:02:27.400 --> 00:02:29.440]  你認識我們每一個
[00:02:29.440 --> 00:02:31.600]  你知道我們每一個的名字
[00:02:31.600 --> 00:02:33.240]  甚至你知道我們心裡面
[00:02:33.240 --> 00:02:35.440]  究竟在想什麼
[00:02:35.440 --> 00:02:37.160]  掙扎什麼
[00:02:37.160 --> 00:02:40.400]  擔憂什麼
[00:02:40.400 --> 00:02:41.080]  我們的主啊
[00:02:41.080 --> 00:02:42.560]  我們求祢就是
[00:02:42.560 --> 00:02:46.840]  今晚對我們每一個人講說話
[00:02:46.840 --> 00:02:49.960]  我們不敢求祢什麼恩賜給我
[00:02:49.960 --> 00:02:52.600]  但是求祢用祢的聖靈
[00:02:52.600 --> 00:02:54.760]  直像祢的說話
[00:02:54.760 --> 00:02:56.280]  雖然一句說話講出來
[00:02:56.280 --> 00:02:57.920]  但是進入到不同人的心裡面
[00:02:57.920 --> 00:03:01.000]  你對他們有不同的信息
[00:03:01.000 --> 00:03:02.360]  將這個是我們所祈求
[00:03:02.360 --> 00:03:04.200]  所以我們帶著一個恭敬的心
[00:03:04.200 --> 00:03:07.280]  來邀請聖靈在我們當中
[00:03:07.280 --> 00:03:09.640]  帶我們進入真理
[00:03:09.640 --> 00:03:12.960]  恩待我們每一個弟兄姊妹
[00:03:12.960 --> 00:03:15.960]  祂憐憫我們對你渴慕的心
[00:03:15.960 --> 00:03:19.200]  以至今晚我們在屬靈上的飽足
[00:03:19.200 --> 00:03:20.760]  離開這裡
[00:03:20.760 --> 00:03:22.640]  我們知道沒有人可以碰見祢
[00:03:22.640 --> 00:03:23.840]  是不讓祢改變的
[00:03:23.840 --> 00:03:25.560]  所以今晚我們求祢在這裡
[00:03:25.560 --> 00:03:26.960]  我們碰見祢
[00:03:26.960 --> 00:03:29.320]  聽到祢要對我們說話
[00:03:29.320 --> 00:03:31.320]  我們仰望等候祢
[00:03:31.320 --> 00:03:33.400]  祈禱奉耶穌基督的名求
[00:03:33.400 --> 00:03:35.240]  Amen
[00:03:35.240 --> 00:03:37.120]  好
[00:03:37.120 --> 00:03:39.240]  今晚我主要想跟大家說
[00:03:39.240 --> 00:03:41.360]  是《羅馬書》第八章
[00:03:41.360 --> 00:03:43.600]  《羅馬書》第八章
[00:03:43.600 --> 00:03:46.320]  《羅馬書》第八章有兩段
[00:03:46.320 --> 00:03:48.680]  前段那段是講聖靈
[00:03:48.680 --> 00:03:51.720]  在我們生命裡面的工作
[00:03:51.720 --> 00:03:55.680]  後段那段就是今晚我想跟大家一起來思想
[00:03:55.680 --> 00:03:57.600]  如果你看這個大綱
[00:03:57.600 --> 00:03:59.880]  剛才主席說得很好
[00:03:59.880 --> 00:04:00.960]  不要扔掉
[00:04:00.960 --> 00:04:02.160]  因為明晚還要的
[00:04:02.160 --> 00:04:04.040]  如果明晚再來的話
[00:04:04.040 --> 00:04:05.680]  如果你明晚不來
[00:04:05.680 --> 00:04:07.360]  那你臨走就等下
[00:04:07.360 --> 00:04:09.040]  好嗎?讓別人拿
[00:04:09.040 --> 00:04:11.320]  可以用不用再印
[00:04:11.320 --> 00:04:13.680]  想帶回去大綱來看
[00:04:13.680 --> 00:04:16.280]  當然都是歡迎的
[00:04:16.280 --> 00:04:19.520]  明晚我會跟大家說
[00:04:19.520 --> 00:04:21.880]  受傷的城市
[00:04:21.880 --> 00:04:25.440]  不過今晚我想跟大家開始
[00:04:25.440 --> 00:04:31.200]  先說焦慮的城市
[00:04:31.200 --> 00:04:35.000]  我覺得我們香港是一個焦慮的城市
[00:04:35.000 --> 00:04:40.200]  或者我們越來越覺得我們是一個焦慮的世界
[00:04:40.200 --> 00:04:41.920]  Anxiety 焦慮
[00:04:41.920 --> 00:04:43.680]  這個很熟悉的字眼
[00:04:43.680 --> 00:04:44.680]  究竟是什麼意思
[00:04:44.680 --> 00:04:47.840]  今晚我不跟大家說這些學術
[00:04:47.840 --> 00:04:50.440]  有人很簡單說焦慮和恐懼
[00:04:50.440 --> 00:04:54.640]  Fear 和 Anxiety 有什麼分別呢?
[00:04:54.640 --> 00:04:57.080]  大概簡單來說
[00:04:57.080 --> 00:05:01.600]  恐懼就是你知道你怕什麼
[00:05:01.600 --> 00:05:04.800]  一隻獅子撲過來你很害怕
[00:05:04.800 --> 00:05:06.560]  當然很害怕
[00:05:06.560 --> 00:05:09.520]  但是這個恐懼你知道那個獅子
[00:05:09.520 --> 00:05:12.080]  是你那個威脅的對象
[00:05:12.080 --> 00:05:14.360]  然後它撲過來的時候
[00:05:14.360 --> 00:05:16.880]  它對你的傷害會是怎樣
[00:05:16.880 --> 00:05:19.680]  方向會是怎樣
[00:05:19.680 --> 00:05:21.480]  焦慮呢
[00:05:21.480 --> 00:05:25.000]  焦慮最要命的地方就是你不知道是什麼
[00:05:25.000 --> 00:05:27.440]  又不是很清楚是什麼
[00:05:27.440 --> 00:05:32.920]  有人形容說可能好像你被人綁住雙眼
[00:05:32.920 --> 00:05:37.640]  等你在銅鑼灣那個十字路口那裡
[00:05:37.640 --> 00:05:39.760]  那你聽到車聲
[00:05:39.760 --> 00:05:41.440]  電車聲什麼聲
[00:05:41.440 --> 00:05:43.080]  你知道車會撞過來
[00:05:43.080 --> 00:05:44.640]  但是你不知道什麼時候撞過來
[00:05:44.640 --> 00:05:45.840]  在哪裡撞過來
[00:05:45.840 --> 00:05:47.080]  你又不知道走去哪裡
[00:05:47.080 --> 00:05:48.960]  你走也不是 不走也不是
[00:05:48.960 --> 00:05:51.800]  那個就是焦慮
[00:05:51.800 --> 00:05:56.200]  焦慮是你總是覺得有些事情會發生
[00:05:56.200 --> 00:05:57.720]  但是那些事情不知道是什麼
[00:05:57.720 --> 00:05:59.760]  不過你知道那些不是好事
[00:05:59.760 --> 00:06:01.920]  它來的時候怎樣來它又不知道
[00:06:01.920 --> 00:06:03.560]  什麼時候來又不知道
[00:06:03.560 --> 00:06:08.880]  我想這種就是焦慮最折磨的地方
[00:06:08.880 --> 00:06:11.320]  恐懼通常很少會變成病的
[00:06:11.320 --> 00:06:15.360]  焦慮多數可能慢慢拖得久就會變成病
[00:06:15.360 --> 00:06:17.360]  精神病
[00:06:17.360 --> 00:06:21.040]  我剛才說的話可能你覺得是誇張
[00:06:21.040 --> 00:06:22.160]  但我可能不是誇張
[00:06:22.160 --> 00:06:24.040]  我覺得我們這個城市
[00:06:24.040 --> 00:06:27.760]  越來越變成一個焦慮的城市
[00:06:27.760 --> 00:06:32.480]  焦慮其中一個表現就是一個很暴躁的人
[00:06:32.480 --> 00:06:35.040]  一開始就想你是壞
[00:06:35.040 --> 00:06:36.680]  一開口就不想聽你
[00:06:36.680 --> 00:06:39.800]  想著怎樣罵
[00:06:39.800 --> 00:06:41.800]  我們大家都是在香港成長
[00:06:41.800 --> 00:06:43.960]  你和我都是在香港成長
[00:06:43.960 --> 00:06:45.000]  幾十年了
[00:06:45.000 --> 00:06:46.080]  看著香港
[00:06:46.080 --> 00:06:49.080]  我們經常說香港以前不是這樣的
[00:06:49.080 --> 00:06:51.160]  現在是真的變了
[00:06:51.160 --> 00:06:51.680]  不過你看看
[00:06:51.680 --> 00:06:55.040]  或者整個世界都是一個焦慮的世界
[00:06:55.040 --> 00:06:57.480]  現在問題是今天我們想從聖經
[00:06:57.480 --> 00:07:01.640]  我們不是做一個心理輔導的分析
[00:07:01.640 --> 00:07:03.120]  有人做得比較好
[00:07:03.120 --> 00:07:04.920]  今天我想我們回到聖經那裡
[00:07:04.920 --> 00:07:05.520]  好嗎?
[00:07:05.520 --> 00:07:06.880]  我們一起去看
[00:07:06.880 --> 00:07:10.400]  究竟神的話對這個焦慮的城市
[00:07:10.400 --> 00:07:12.640]  或者你的焦慮的生活
[00:07:12.640 --> 00:07:14.120]  你不要說那麼遠
[00:07:14.120 --> 00:07:19.800]  你不要說那些香港的政改
[00:07:19.800 --> 00:07:21.320]  那些爭論
[00:07:21.320 --> 00:07:25.600]  我每天生活在我家裡面
[00:07:25.600 --> 00:07:27.600]  在我辦公室那裡
[00:07:27.600 --> 00:07:29.480]  我所見到的人
[00:07:29.480 --> 00:07:31.360]  其實已經足夠我焦慮
[00:07:31.360 --> 00:07:33.720]  足夠我很多事情在煩惱
[00:07:33.720 --> 00:07:34.480]  不僅煩惱
[00:07:34.480 --> 00:07:36.240]  而且很多鬱結
[00:07:36.240 --> 00:07:38.040]  我沒辦法有出路
[00:07:38.040 --> 00:07:41.520]  今天晚上我不想和你做什麼心理輔導的治療
[00:07:41.520 --> 00:07:44.000]  但是我今天晚上想帶你去聽神的話
[00:07:44.000 --> 00:07:44.600]  好嗎?
[00:07:44.600 --> 00:07:45.840]  我們一起在這裡聽
[00:07:45.840 --> 00:07:48.680]  所以請大家無論如何想盡辦法
[00:07:48.680 --> 00:07:50.840]  都要打開羅馬書第八章
[00:07:50.840 --> 00:07:51.600]  想盡辦法
[00:07:51.600 --> 00:07:53.800]  現在有很多辦法的
[00:07:53.800 --> 00:07:56.280]  你可以拿個iPad出來
[00:07:56.280 --> 00:08:00.120]  不要順便又回WhatsApp
[00:08:00.120 --> 00:08:03.120]  你專心好嗎?
[00:08:03.120 --> 00:08:04.400]  保利大
[00:08:04.400 --> 00:08:06.920]  更加不要說話
[00:08:06.920 --> 00:08:07.640]  OK
[00:08:07.640 --> 00:08:08.840]  看聖經吧
[00:08:08.840 --> 00:08:09.800]  或者和旁邊的人一起看
[00:08:09.800 --> 00:08:11.520]  我們應該有足夠的
[00:08:11.520 --> 00:08:13.800]  因為今天我和大家一路看的時候
[00:08:13.800 --> 00:08:15.960]  希望你看到神自己的話
[00:08:15.960 --> 00:08:18.280]  不是聽到只是我說話
[00:08:18.280 --> 00:08:19.120]  好
[00:08:19.120 --> 00:08:20.080]  羅馬書第八章
[00:08:20.080 --> 00:08:22.080]  我想相信大家可以找得到
[00:08:22.080 --> 00:08:28.200]  我們今晚就由第十八節
[00:08:28.200 --> 00:08:30.680]  一路看到三十九節
[00:08:30.680 --> 00:08:31.480]  就是這一段
[00:08:31.480 --> 00:08:35.120]  剛才我說的羅馬書第八章的下半節
[00:08:35.120 --> 00:08:39.720]  今晚其實我想在羅馬書第八章
[00:08:39.720 --> 00:08:42.520]  這一段的聖經裡面說四樣東西
[00:08:42.520 --> 00:08:43.840]  希望這四樣東西
[00:08:43.840 --> 00:08:46.560]  大家帶著提到神的話
[00:08:46.560 --> 00:08:48.400]  和祂當中的意思
[00:08:48.400 --> 00:08:50.080]  就離開這裡
[00:08:50.080 --> 00:08:51.560]  希望神一路記錄
[00:08:51.560 --> 00:08:54.280]  是對你的生命有祝福的
[00:08:54.280 --> 00:08:54.760]  好嗎?
[00:08:54.760 --> 00:08:55.560]  好
[00:08:55.560 --> 00:08:58.240]  我們究竟哪四樣東西呢?
[00:08:58.240 --> 00:08:59.640]  首先我們看
[00:08:59.640 --> 00:09:01.800]  就由第十八節
[00:09:01.800 --> 00:09:03.240]  一路看到
[00:09:03.240 --> 00:09:05.760]  是
[00:09:05.760 --> 00:09:07.360]  二十五節或者二十六節
[00:09:07.360 --> 00:09:10.280]  好嗎?
[00:09:10.280 --> 00:09:11.440]  好
[00:09:11.440 --> 00:09:13.960]  前面這一段我覺得很重要
[00:09:13.960 --> 00:09:16.280]  羅馬書第八章不容易理解
[00:09:16.280 --> 00:09:18.520]  但是我希望今晚我和大家
[00:09:18.520 --> 00:09:20.320]  是進入到羅馬書第八章
[00:09:20.320 --> 00:09:23.080]  這個比較深刻的
[00:09:23.080 --> 00:09:24.800]  很精彩的
[00:09:24.800 --> 00:09:27.520]  是宣告裡面
[00:09:27.520 --> 00:09:29.200]  其實讀羅馬書第八章
[00:09:29.200 --> 00:09:30.440]  如果你是基督徒
[00:09:30.440 --> 00:09:32.040]  你讀過的話
[00:09:32.040 --> 00:09:33.240]  一路讀到最後
[00:09:33.240 --> 00:09:35.760]  心裡面很火熱的
[00:09:35.760 --> 00:09:36.360]  是嗎?
[00:09:36.360 --> 00:09:39.280]  沒有東西能夠叫我們和神的愛隔絕
[00:09:39.280 --> 00:09:40.320]  難道是患難嗎?
[00:09:40.320 --> 00:09:41.000]  飢餓嗎?
[00:09:41.000 --> 00:09:42.240]  赤身老體嗎?
[00:09:42.240 --> 00:09:44.160]  沒有東西可以和我們的神隔絕的
[00:09:44.160 --> 00:09:46.000]  無論天上地下的
[00:09:46.000 --> 00:09:47.640]  就是靈界的
[00:09:47.640 --> 00:09:48.600]  現在的事
[00:09:48.600 --> 00:09:49.440]  將來的事
[00:09:49.440 --> 00:09:50.880]  是生是死
[00:09:50.880 --> 00:09:53.480]  都不能夠叫我們和神的愛來隔絕
[00:09:53.480 --> 00:09:55.680]  因為這個愛在我們主耶穌基督裡
[00:09:55.680 --> 00:09:57.160]  一路讀的時候
[00:09:57.160 --> 00:09:58.880]  心的火就出來了
[00:09:58.880 --> 00:09:59.880]  所以我今晚說的時候
[00:09:59.880 --> 00:10:00.520]  都有點壓力
[00:10:00.520 --> 00:10:02.360]  我怕說得不好
[00:10:02.360 --> 00:10:03.840]  他整天讀得這麼好
[00:10:03.840 --> 00:10:05.200]  還拿來說呢
[00:10:05.200 --> 00:10:06.520]  就希望說完之後
[00:10:06.520 --> 00:10:09.000]  讓你更加有這種火在這裡
[00:10:09.000 --> 00:10:09.600]  好不好?
[00:10:09.600 --> 00:10:10.800]  但今晚我不是和大家
[00:10:10.800 --> 00:10:12.160]  有什麼煽情的做法的
[00:10:12.160 --> 00:10:13.600]  我不喜歡煽情的
[00:10:13.600 --> 00:10:16.680]  但今晚我真的很想將裡面這種的
[00:10:16.680 --> 00:10:20.120]  就是屬靈生命裡面的力量
[00:10:20.120 --> 00:10:21.600]  和那種的
[00:10:21.600 --> 00:10:25.360]  是神自己的鼓勵
[00:10:25.360 --> 00:10:26.240]  有意思的
[00:10:26.240 --> 00:10:27.600]  屬神自己而來的鼓勵
[00:10:27.600 --> 00:10:28.320]  和你一起說
[00:10:28.320 --> 00:10:28.920]  好
[00:10:28.920 --> 00:10:29.960]  那我們不要浪費時間了
[00:10:29.960 --> 00:10:31.280]  我們開始了
[00:10:31.280 --> 00:10:34.120]  我們從18節開始
[00:10:34.120 --> 00:10:36.680]  我覺得我應該讀一讀
[00:10:36.680 --> 00:10:39.000]  或者大家也可以讀一下
[00:10:39.000 --> 00:10:41.240]  不如我們就不要讀這麼多了
[00:10:41.240 --> 00:10:43.880]  不如我們讀18-25節
[00:10:43.880 --> 00:10:45.360]  試一下一起讀
[00:10:45.360 --> 00:10:47.120]  我們讀和合本就可以了
[00:10:47.120 --> 00:10:48.600]  說到的時候可能不同的譯本
[00:10:48.600 --> 00:10:51.120]  但是和合本我們一起慢慢地讀一下
[00:10:51.120 --> 00:10:52.440]  記得要cut一下這段
[00:10:52.440 --> 00:10:53.960]  但是你有個印象
[00:10:53.960 --> 00:10:56.560]  我們聽的時候就會容易明白一些
[00:10:56.560 --> 00:10:58.000]  好 18節開始
[00:10:58.000 --> 00:11:00.920]  「我想現在的苦楚
[00:11:00.920 --> 00:11:05.160]  若比起將來要顯於我們的榮耀
[00:11:05.160 --> 00:11:07.560]  就不足介意了
[00:11:07.560 --> 00:11:08.880]  受造之物
[00:11:08.880 --> 00:11:12.840]  切望等候神的眾子顯出來
[00:11:12.840 --> 00:11:16.960]  因為受造之物服在虛空之下
[00:11:16.960 --> 00:11:19.040]  不是自己願意
[00:11:19.040 --> 00:11:22.240]  乃是因那掉他而始的
[00:11:22.240 --> 00:11:27.760]  但受造之物仍然指望脫離敗壞的痕跡
[00:11:27.760 --> 00:11:31.480]  不享神兒女自由的榮耀
[00:11:31.480 --> 00:11:34.440]  我們知道一切受造之物
[00:11:34.440 --> 00:11:38.840]  一同嘆息、勞苦直到如今
[00:11:38.840 --> 00:11:40.440]  不但如此
[00:11:40.440 --> 00:11:44.720]  就是我們者有聖靈初結我子的
[00:11:44.720 --> 00:11:47.680]  也自自己心裡嘆息
[00:11:47.680 --> 00:11:50.800]  等候得著兒子的靈魂
[00:11:50.800 --> 00:11:54.000]  乃是我們身體不熟
[00:11:54.000 --> 00:11:57.280]  我們不夠是在乎看望
[00:11:57.280 --> 00:12:01.080]  只是所見的盼望不是盼望
[00:12:01.080 --> 00:12:04.440]  雖還盼望他所見的靈
[00:12:04.440 --> 00:12:08.320]  但我們若盼望那所不見的
[00:12:08.320 --> 00:12:10.600]  就必忍耐等候」
[00:12:10.600 --> 00:12:13.600]  好 我們讀到這裏
[00:12:13.600 --> 00:12:14.360]  有沒有留意呢?
[00:12:14.360 --> 00:12:19.440]  剛才我們所讀這麼多聖經
[00:12:19.440 --> 00:12:23.480]  其實是
[00:12:23.480 --> 00:12:26.200]  心情很低沉
[00:12:26.200 --> 00:12:29.080]  剛才我們說羅馬書第八章很厲害
[00:12:29.080 --> 00:12:30.280]  爆炸性的
[00:12:30.280 --> 00:12:33.880]  宣告沒有人能夠叫我們與基督的愛隔絕
[00:12:33.880 --> 00:12:35.280]  無論怎樣也沒辦法
[00:12:35.280 --> 00:12:37.640]  後來那個頌歌之前
[00:12:37.640 --> 00:12:41.040]  原來有一段很沉重的
[00:12:41.040 --> 00:12:46.000]  很沉重的現實的悲情
[00:12:46.000 --> 00:12:47.240]  現實的悲情
[00:12:47.240 --> 00:12:49.400]  所以你在羅馬書這一段
[00:12:49.400 --> 00:12:52.560]  一定有些問題要我們去了解
[00:12:52.560 --> 00:12:56.880]  它開始是一個很沉重的現實的悲情
[00:12:56.880 --> 00:12:58.800]  剛才我們讀了這麼多次
[00:12:58.800 --> 00:13:02.080]  然後後來怎樣轉到後面
[00:13:02.080 --> 00:13:06.760]  很爆炸性的充滿了勝利的盼望
[00:13:06.760 --> 00:13:08.800]  由悲觀到樂觀
[00:13:08.800 --> 00:13:11.040]  這個就是今晚我們要問的問題
[00:13:11.040 --> 00:13:12.840]  我們想問神
[00:13:12.840 --> 00:13:17.520]  我們怎樣可以了解到一個悲觀的現實的悲情
[00:13:17.520 --> 00:13:20.680]  可以成為一個樂觀的盼望
[00:13:20.680 --> 00:13:23.600]  而不是在那裏說空話
[00:13:23.600 --> 00:13:25.400]  在那裏唱高調呢?
[00:13:25.400 --> 00:13:28.080]  今晚我們就一定要研究一下這個問題 好不好?
[00:13:28.080 --> 00:13:30.560]  希望我們神對我們每個人說一句話
[00:13:30.560 --> 00:13:33.360]  先說一下我們現實的悲情為什麼會是這樣
[00:13:33.360 --> 00:13:35.640]  剛才我跟大家做了一點功課
[00:13:35.640 --> 00:13:39.680]  所以這個大綱給大家的大綱是有幫助的
[00:13:39.680 --> 00:13:41.920]  不用我們慢慢慢慢的
[00:13:41.920 --> 00:13:45.320]  逐步的跟大家再找一下
[00:13:45.320 --> 00:13:46.880]  我寫在這裏了
[00:13:46.880 --> 00:13:50.240]  首先我們說是不是真的這麼悲呢?是
[00:13:50.240 --> 00:13:54.240]  因為剛才我們所讀過的第18節、20節、21節、22節、23節
[00:13:54.240 --> 00:13:55.240]  一直數下去
[00:13:55.240 --> 00:14:00.320]  差不多節節都有一些令我們很沉痛的一個
[00:14:00.320 --> 00:14:04.760]  很現實的、很悲觀的看法
[00:14:04.760 --> 00:14:08.360]  那裏說到用到苦楚 是不是?
[00:14:08.360 --> 00:14:11.360]  我們伏在虛空之下
[00:14:11.360 --> 00:14:15.160]  我們受敗壞的核制
[00:14:15.160 --> 00:14:17.120]  我們大家同在那裏什麼呢?
[00:14:17.120 --> 00:14:20.760]  「嘆息牢苦」現在在和盤的翻譯
