
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹 新年蒙恩
[00:00:05.000 --> 00:00:11.000]  今天是2010年教會的第一次崇拜
[00:00:11.000 --> 00:00:16.000]  你們周六崇拜的弟兄姊妹是全教會崇拜的第一次
[00:00:16.000 --> 00:00:19.000]  也感謝神 因為知道在今年
[00:00:19.000 --> 00:00:23.000]  我們相信神會在今年裏繼續賜下恩惠
[00:00:23.000 --> 00:00:28.000]  正如聖經所說 每一年神的恩惠是滴下之油
[00:00:28.000 --> 00:00:31.000]  所以我很盼望在崇拜開始之前
[00:00:31.000 --> 00:00:35.000]  大家會為自己祈禱 求神給你今年的崇拜
[00:00:35.000 --> 00:00:40.000]  每一次你有恩典 有健康 有力量可以到神的面前
[00:00:40.000 --> 00:00:45.000]  每一次都是恩惠 也求神給你有一種生命的渴慕
[00:00:45.000 --> 00:00:49.000]  去親近神聖光載施班對我們的勉勵
[00:00:49.000 --> 00:00:52.000]  去尋求祂的面 去敬拜祂
[00:00:52.000 --> 00:00:54.000]  也叫你每一次在當中蒙福
[00:00:54.000 --> 00:00:59.000]  在新年開始 大家為自己的敬拜生活來祈禱
[00:00:59.000 --> 00:01:01.000]  我們再開始信息的時間
[00:01:01.000 --> 00:01:05.000]  我們同心祈禱 創造天地的主
[00:01:05.000 --> 00:01:09.000]  我們再一次同心向祢獻上我們的敬拜
[00:01:09.000 --> 00:01:16.000]  主是祢是各位滿有慈愛 滿有智慧 滿有能力的上帝
[00:01:16.000 --> 00:01:19.000]  祢配得上一切一切的尊榮
[00:01:19.000 --> 00:01:23.000]  祢曾經按著祢的美意創造了我們
[00:01:23.000 --> 00:01:26.000]  因此我們理當來敬拜祢
[00:01:26.000 --> 00:01:29.000]  因為祢是我們的主 是我們的神
[00:01:29.000 --> 00:01:34.000]  主我們感謝祢讓我們能夠進入新一年度
[00:01:34.000 --> 00:01:38.000]  主我們知道每一天的生命都是祢所賞賜的
[00:01:38.000 --> 00:01:42.000]  主祢因為祢的慈愛托住我們的明天
[00:01:42.000 --> 00:01:45.000]  因此雖然我們不知道明天如何
[00:01:45.000 --> 00:01:47.000]  但我們仍然可以歡欣快樂
[00:01:47.000 --> 00:01:51.000]  因為祢是我們的盼望 是我們的盆石
[00:01:51.000 --> 00:01:53.000]  我們到祢的面前來禱告祢
[00:01:53.000 --> 00:01:56.000]  求祢保守我們的心 上上赫姆尋求祢
[00:01:56.000 --> 00:02:01.000]  保守我們知道祢的崇高 更加認識祢的偉大
[00:02:01.000 --> 00:02:06.000]  我們就知道按著祢當得的敬畏來敬拜祢
[00:02:06.000 --> 00:02:09.000]  求祢加添我們力量 除去一切的難阻
[00:02:09.000 --> 00:02:13.000]  讓我們常常到祢的面前敬拜尋求祢
[00:02:13.000 --> 00:02:18.000]  主也賜福給我們新一年能夠可以更多的認識祢
[00:02:18.000 --> 00:02:23.000]  更知道祢的應許 更堅定信靠祢
[00:02:23.000 --> 00:02:29.000]  以致我們可以蒙福 領受祢給我們豐盛生命的應許
[00:02:29.000 --> 00:02:31.000]  主我們到祢的面前來感謝祢
[00:02:31.000 --> 00:02:33.000]  願祢這樣來賜福周六崇
[00:02:33.000 --> 00:02:38.000]  在前面的日子 祢更多更多的來恩待我們
[00:02:38.000 --> 00:02:42.000]  我們就將我們的禱告獻情 求主垂聽
[00:02:42.000 --> 00:02:44.000]  也求主賜福下帝的時間
[00:02:44.000 --> 00:02:48.000]  讓我們聽祢的道 領受祢的真理的時候
[00:02:48.000 --> 00:02:52.000]  用聖靈的指教得到其中的幫助
[00:02:52.000 --> 00:02:57.000]  我們仰望祈禱 奉耶穌基督聖名求 阿們
[00:02:57.000 --> 00:03:02.000]  大家都知道我們在今年有一個新的主題
[00:03:02.000 --> 00:03:06.000]  也都在崇拜禮堂的上面
[00:03:06.000 --> 00:03:08.000]  大家看到 一起讀出來好不好
[00:03:08.000 --> 00:03:12.000]  「復興生命 關愛家庭」
[00:03:12.000 --> 00:03:15.000]  我們很盼望在今年我們大家一起努力
[00:03:15.000 --> 00:03:19.000]  學習關心 愛護我們的家庭
[00:03:19.000 --> 00:03:22.000]  在整個社會裡大家都留心到
[00:03:22.000 --> 00:03:25.000]  這個社會裡很多很多的問題
[00:03:25.000 --> 00:03:28.000]  其實都是源於家庭的問題
[00:03:28.000 --> 00:03:30.000]  清朝年的問題很明顯
[00:03:30.000 --> 00:03:33.000]  家庭的因素是一個很大的原因
[00:03:33.000 --> 00:03:37.000]  同時我們看到有很多人說出很多不同的觀念
[00:03:37.000 --> 00:03:41.000]  帶給我們很多錯誤甚至扭曲了的家庭的觀念
[00:03:41.000 --> 00:03:44.000]  所以我們要小心問一個問題
[00:03:44.000 --> 00:03:48.000]  究竟神對家庭的心意是怎樣的呢?
[00:03:48.000 --> 00:03:54.000]  祂對家庭的原意 祂設立家庭的原意是怎樣的呢?
[00:03:54.000 --> 00:03:56.000]  以致我們可以分辨清楚
[00:03:56.000 --> 00:03:59.000]  不會被一些社會的混亂的觀念所影響
[00:03:59.000 --> 00:04:05.000]  去按照這位設計家庭主義的意思來生活
[00:04:05.000 --> 00:04:07.000]  我們才會蒙福
[00:04:07.000 --> 00:04:09.000]  當然我們都知道自己有軟弱
[00:04:09.000 --> 00:04:13.000]  有些時候會不能做神所要我們做的事情
[00:04:13.000 --> 00:04:16.000]  因此我們尋求的是生命的復興
[00:04:16.000 --> 00:04:19.000]  以致我們內心有神的能力
[00:04:19.000 --> 00:04:23.000]  可以去按神的心意來行出來
[00:04:23.000 --> 00:04:25.000]  去建立神給我們的家庭
[00:04:25.000 --> 00:04:28.000]  以致我們可以為這個社會
[00:04:28.000 --> 00:04:32.000]  哪怕有見證和榜樣
[00:04:32.000 --> 00:04:33.000]  不單單我們自己蒙福
[00:04:33.000 --> 00:04:36.000]  也盼望我們自己在蒙福之餘
[00:04:36.000 --> 00:04:40.000]  我們所見到的 接觸到的身邊的家庭朋友
[00:04:40.000 --> 00:04:42.000]  他們都能見到一些好的見證
[00:04:42.000 --> 00:04:45.000]  一些值得他們學校的榜樣
[00:04:45.000 --> 00:04:48.000]  所以接下來一年我們大家一起努力
[00:04:48.000 --> 00:04:50.000]  求神讓我們生命經歷復興
[00:04:50.000 --> 00:04:52.000]  家庭也經歷復興
[00:04:52.000 --> 00:04:54.000]  一起來領受神的恩惠
[00:04:54.000 --> 00:04:57.000]  所以這八個字你很容易會記得的
[00:04:57.000 --> 00:04:59.000]  可不可以背了它?
[00:04:59.000 --> 00:05:02.000]  暫時不要看著上面
[00:05:03.000 --> 00:05:04.000]  預備了
[00:05:04.000 --> 00:05:06.000]  一二三
[00:05:06.000 --> 00:05:09.000]  復興生命 關愛家庭
[00:05:09.000 --> 00:05:12.000]  求神這樣來賜福給我們
[00:05:12.000 --> 00:05:14.000]  我們今天首先思想的這個季度
[00:05:14.000 --> 00:05:19.000]  就會提及神自己的聖經怎麼看家庭
[00:05:19.000 --> 00:05:21.000]  我們從《創世紀》一至二十五章
