
[00:00:00.000 --> 00:00:05.200]  各位電影姐妹各位朋友你們好
[00:00:05.200 --> 00:00:07.520]  歡迎大家參觀我們三藩市播道會
[00:00:07.520 --> 00:00:09.360]  網上的五堂崇拜
[00:00:09.360 --> 00:00:14.000]  今天我們繼續思想馬太夫音的登山補份信息
[00:00:14.000 --> 00:00:17.440]  我們來到馬太夫音第六章一節至四節
[00:00:17.440 --> 00:00:20.000]  題目叫做戲禁做
[00:00:20.000 --> 00:00:22.640]  在未開始思想這段聖經之前
[00:00:22.640 --> 00:00:23.760]  請我們同心低頭
[00:00:23.760 --> 00:00:24.640]  我們同禱告
[00:00:24.640 --> 00:00:27.440]  慈悲讓我天父我們滿心多謝你
[00:00:27.440 --> 00:00:30.880]  耶穌基督的說話
[00:00:30.880 --> 00:00:33.360]  真是好像一把利刃
[00:00:33.360 --> 00:00:35.440]  藉刺透人心
[00:00:35.440 --> 00:00:36.720]  叫我們反省
[00:00:36.720 --> 00:00:41.600]  求祢讓我們思想祢話語的時候
[00:00:41.600 --> 00:00:44.400]  是紮心的
[00:00:44.400 --> 00:00:47.120]  是被祢的話語去刺透
[00:00:47.120 --> 00:00:50.480]  以致我們能夠看到我們的廬山真面目
[00:00:50.480 --> 00:00:53.680]  並且願意在祢面前悔改認罪
[00:00:53.680 --> 00:00:55.680]  回到主那裡
[00:00:55.680 --> 00:00:59.040]  求祢聚聚祢話語去提醒怨念教導
[00:00:59.040 --> 00:01:01.040]  督責安慰我們
[00:01:01.040 --> 00:01:03.840]  我們禱告那是奉耶穌基督的命求
[00:01:03.840 --> 00:01:04.960]  阿們
[00:01:04.960 --> 00:01:06.880]  在1982年的時候
[00:01:06.880 --> 00:01:09.600]  我曾經在羅省住過一段時期
[00:01:09.600 --> 00:01:11.520]  眾所共知
[00:01:11.520 --> 00:01:15.680]  洛杉磯娛樂場所就臨立
[00:01:15.680 --> 00:01:17.200]  有迪士尼樂園
[00:01:17.200 --> 00:01:18.560]  諾克斯貝爾農場
[00:01:18.560 --> 00:01:20.160]  魔法山
[00:01:20.160 --> 00:01:21.920]  又有universal studio
[00:01:21.920 --> 00:01:26.400]  總之玩到你幾天都玩不完
[00:01:26.400 --> 00:01:29.600]  但對於住在羅省的居民來說
[00:01:29.600 --> 00:01:31.920]  最緊張和最刺激的
[00:01:31.920 --> 00:01:36.640]  無過於去forum球場欣賞LA Lakers的表演
[00:01:36.640 --> 00:01:40.240]  我特別欣賞過講波京的戚香
[00:01:40.240 --> 00:01:41.680]  他經驗老多
[00:01:41.680 --> 00:01:42.960]  機快而準
[00:01:42.960 --> 00:01:44.960]  就算你沒機會去看打球
[00:01:44.960 --> 00:01:46.080]  實地看一看
[00:01:46.080 --> 00:01:47.360]  就算聽收音機
[00:01:47.360 --> 00:01:49.120]  你都聽得非常入神
[00:01:49.120 --> 00:01:51.360]  每逢LA Lakers有fast break
[00:01:51.360 --> 00:01:54.800]  特惠快傳上籃
