
[00:00:00.000 --> 00:00:04.000]  (念念不忘)
[00:00:04.000 --> 00:00:10.000]  早晨 新年快樂 身體健康 寧聖長進
[00:00:10.000 --> 00:00:13.000]  請我們再一次同心低頭 我們同祈禱
[00:00:13.000 --> 00:00:16.000]  天父我們再一次感謝祢 給祢寶貴的話語
[00:00:16.000 --> 00:00:19.000]  作為我們生命的指引 求祢藉著話語去提醒
[00:00:19.000 --> 00:00:24.000]  怨免 挑戰 激勵 安慰 改變我們
[00:00:24.000 --> 00:00:26.000]  奉耶穌基督命求 阿們
[00:00:26.000 --> 00:00:31.000]  我們今天繼續思想老家福音的信息
[00:00:31.000 --> 00:00:37.000]  如果你有機會去到中國的貴州叫石遷縣旅行的時候
[00:00:37.000 --> 00:00:43.000]  可能你去到一定是參觀一個叫長征時的舊紫塵歷館
[00:00:43.000 --> 00:00:52.000]  就是指紅軍長征的時候經歷過貴州石遷縣的博物館
[00:00:52.000 --> 00:00:59.000]  你會跟著導遊講述當年紅軍大陸團的英勇故事
[00:00:59.000 --> 00:01:05.000]  當時帶領紅軍大陸團的將軍叫肖克
[00:01:05.000 --> 00:01:10.000]  他帶領大概六百千至一萬個紅軍去到貴州石遷縣
[00:01:10.000 --> 00:01:15.000]  導遊會告訴你 去到的時候深受當地的群眾歡迎
[00:01:15.000 --> 00:01:18.000]  大概有一千人加入了他們革命的行列
[00:01:18.000 --> 00:01:23.000]  他繼續說 當地有一名宣教士叫博福禮
[00:01:23.000 --> 00:01:29.000]  看到紅軍革命的理想 英勇行為 心裏很感動
[00:01:29.000 --> 00:01:34.000]  於是願意伸出援手幫助他們完成偉大的革命理想
[00:01:34.000 --> 00:01:37.000]  他寫信去到上海中國內地會的總部
[00:01:37.000 --> 00:01:42.000]  請求他們買藥物籌款項來資助紅軍
[00:01:42.000 --> 00:01:46.000]  當他回到英國的時候 寫了一本書
[00:01:46.000 --> 00:01:52.000]  叫做Restraining Hand of God
[00:01:52.000 --> 00:01:58.000]  大大讚揚紅軍的軍紀和偉大犧牲的精神
[00:01:58.000 --> 00:02:01.000]  但是歷史是這樣的
[00:02:01.000 --> 00:02:07.000]  博福禮的英文名字叫Rudolf Alfred Borchardt
[00:02:07.000 --> 00:02:11.000]  他在1897年英國的曼徹斯特出生
[00:02:11.000 --> 00:02:13.000]  原籍是屬於瑞士
[00:02:13.000 --> 00:02:16.000]  瑞士有講德文有講法文
[00:02:16.000 --> 00:02:19.000]  他屬於講法文的瑞士人的後裔
[00:02:19.000 --> 00:02:24.000]  所以講得一口流利的英語 法語 華語
[00:02:24.000 --> 00:02:27.000]  甚至是貴州的土語
[00:02:27.000 --> 00:02:29.000]  他加入中國內地會之前
[00:02:29.000 --> 00:02:31.000]  曾經受過兩年的醫學訓練
[00:02:31.000 --> 00:02:33.000]  也受過神學訓練
[00:02:33.000 --> 00:02:38.000]  如果我們知道貴州是中國最貧窮的地方
[00:02:38.000 --> 00:02:44.000]  有句話叫做天無三日晴 地無三呎平
[00:02:44.000 --> 00:02:46.000]  就是講貴州
[00:02:46.000 --> 00:02:50.000]  再加上在1925年貴州發生大饑荒
[00:02:50.000 --> 00:02:54.000]  所以博福禮除了去傳教之外
[00:02:54.000 --> 00:02:56.000]  也負責起救災的工作
[00:02:56.000 --> 00:02:59.000]  提供住宿食給那些饑民
[00:02:59.000 --> 00:03:03.000]  他自己和他太太也收養了一些孤兒去撫養他們
[00:03:03.000 --> 00:03:06.000]  1934年10月1日
[00:03:06.000 --> 00:03:10.000]  正是博福禮在貴州侍奉了12年的紀念日
[00:03:10.000 --> 00:03:13.000]  也是他最難忘的一天
[00:03:13.000 --> 00:03:15.000]  當他和一幫宣教士
[00:03:15.000 --> 00:03:20.000]  去一個叫黃平老城的舊州退休會
[00:03:20.000 --> 00:03:22.000]  回到家裡的時候
[00:03:22.000 --> 00:03:25.000]  其中有一個宣教士說
[00:03:25.000 --> 00:03:26.000]  不如我們走一條捷徑
[00:03:26.000 --> 00:03:28.000]  於是他們就走三路
[00:03:28.000 --> 00:03:29.000]  走著走著三路的時候
[00:03:29.000 --> 00:03:31.000]  突然間大批的紅軍
[00:03:31.000 --> 00:03:33.000]  大陸軍團的軍人
[00:03:33.000 --> 00:03:37.000]  這些游擊隊就走出來
[00:03:37.000 --> 00:03:43.000]  因為當時是在湖南貴州避開蔣介石的軍隊的時候
[00:03:43.000 --> 00:03:45.000]  就走進去貴州的地方
[00:03:45.000 --> 00:03:48.000]  就將他們七個人擄去
[00:03:48.000 --> 00:03:54.000]  其中他們兩個宣教士的太太和子女就被放出來
[00:03:54.000 --> 00:03:58.000]  有三個兩男一女被扣留
[00:03:58.000 --> 00:04:00.000]  但後來他們兩個都被放
[00:04:00.000 --> 00:04:05.000]  最後這個博福禮被扣留了560天
[00:04:05.000 --> 00:04:09.000]  就是說在長征軍隊裡面有一個西人
[00:04:09.000 --> 00:04:10.000]  是宣教士來的
[00:04:10.000 --> 00:04:12.000]  就叫做博福禮
[00:04:12.000 --> 00:04:14.000]  和這個共產黨的紅軍軍隊
[00:04:14.000 --> 00:04:16.000]  是走了560天
[00:04:16.000 --> 00:04:19.000]  這個艱難的日子
[00:04:19.000 --> 00:04:23.000]  當時將領蕭克只有25歲
[00:04:23.000 --> 00:04:26.000]  而博福禮是28歲
[00:04:26.000 --> 00:04:28.000]  這兩個青年人
[00:04:28.000 --> 00:04:31.000]  為什麼他們要擄走這些宣教士呢
[00:04:31.000 --> 00:04:33.000]  中國官方的解釋就說
[00:04:33.000 --> 00:04:36.000]  他們是帝國主義的侵略者
[00:04:36.000 --> 00:04:40.000]  但是蕭克在後期所寫的80年代
[00:04:40.000 --> 00:04:41.000]  寫的回憶錄裡面
[00:04:41.000 --> 00:04:43.000]  他就有這樣說法
[00:04:43.000 --> 00:04:45.000]  他坦率地說
[00:04:45.000 --> 00:04:47.000]  我們扣留這些宣教士
[00:04:47.000 --> 00:04:50.000]  主要原因是從軍事的角度去看
[00:04:50.000 --> 00:04:52.000]  他說長征以來
[00:04:52.000 --> 00:04:54.000]  轉戰了五十多天
[00:04:54.000 --> 00:04:56.000]  鼠天行軍
[00:04:56.000 --> 00:04:57.000]  傷兵
[00:04:57.000 --> 00:04:59.000]  病兵日益增多
[00:04:59.000 --> 00:05:01.000]  但是我們知道這些傳教士
[00:05:01.000 --> 00:05:04.000]  有條件去行醫
[00:05:04.000 --> 00:05:07.000]  有條件去找藥物
[00:05:07.000 --> 00:05:10.000]  有條件去拿錢來提供
[00:05:10.000 --> 00:05:13.000]  所以我們要扣留他們
[00:05:13.000 --> 00:05:16.000]  以致他們的總會可以送這些來
[00:05:16.000 --> 00:05:17.000]  我們就釋放他們
[00:05:17.000 --> 00:05:19.000]  他們的條件是什麼呢
[00:05:19.000 --> 00:05:21.000]  他們的條件
[00:05:21.000 --> 00:05:24.000]  就是每一個宣教士是十萬元
[00:05:24.000 --> 00:05:26.000]  好多七個的時候
[00:05:26.000 --> 00:05:28.000]  就是七十萬元
[00:05:28.000 --> 00:05:32.000]  一個相當龐大的數目
[00:05:32.000 --> 00:05:36.000]  當然中國內地會不是那麼有錢
[00:05:36.000 --> 00:05:39.000]  所以不能夠給
[00:05:39.000 --> 00:05:42.000]  但是後來他們始終都是放棄
[00:05:42.000 --> 00:05:43.000]  就是釋放了
[00:05:43.000 --> 00:05:45.000]  就只是扣留三個
[00:05:45.000 --> 00:05:47.000]  但是薄福禮呢
[00:05:47.000 --> 00:05:49.000]  就一直被扣留
[00:05:49.000 --> 00:05:52.000]  差不多有兩年之久
[00:05:52.000 --> 00:05:56.000]  為什麼他們扣留了薄福禮
[00:05:56.000 --> 00:06:00.000]  甚至到今天還稱他為紅軍的英雄呢
[00:06:00.000 --> 00:06:03.000]  原來是有一個有趣的故事
[00:06:03.000 --> 00:06:06.000]  肖克帶領大陸軍團進入貴州
[00:06:06.000 --> 00:06:10.000]  他的職責是要找第二方面軍的賀龍將軍
[00:06:10.000 --> 00:06:12.000]  他的軍隊
[00:06:12.000 --> 00:06:13.000]  但是
[00:06:13.000 --> 00:06:17.000]  肖克走的時候沒有一幅完整的地圖
[00:06:17.000 --> 00:06:20.000]  貴州山又多
[00:06:20.000 --> 00:06:23.000]  以前那些紅軍是靠那些人
[00:06:23.000 --> 00:06:25.000]  他們連講話都不會講
[00:06:25.000 --> 00:06:27.000]  貴州的土話他們又聽不明白
[00:06:27.000 --> 00:06:29.000]  他帶領的軍隊在貴州
[00:06:29.000 --> 00:06:31.000]  就好像饅頭烏鷹那樣
[00:06:31.000 --> 00:06:34.000]  繞來繞去亂衝亂撞
[00:06:34.000 --> 00:06:39.000]  結果就是走來走去都在那幾方原理裡面走來走去
[00:06:39.000 --> 00:06:43.000]  而且很多時候是被當地的人襲擊
[00:06:43.000 --> 00:06:45.000]  也是被掌握實際的軍隊襲擊
[00:06:45.000 --> 00:06:47.000]  他們成軍越來越少
[00:06:47.000 --> 00:06:51.000]  去到千蜜縣附近的時候
[00:06:51.000 --> 00:06:55.000]  他們就看到一間天主教的教堂
[00:06:55.000 --> 00:06:58.000]  進入天主教教堂
[00:06:58.000 --> 00:07:00.000]  就
[00:07:00.000 --> 00:07:02.000]  發覺有一張地圖
[00:07:02.000 --> 00:07:05.000]  當時肖克很開心
[00:07:05.000 --> 00:07:06.000]  馬上拿到地圖
[00:07:06.000 --> 00:07:08.000]  原來是一個很詳細的地圖
[00:07:08.000 --> 00:07:10.000]  有山有方向
[00:07:10.000 --> 00:07:14.000]  有什麼都很詳細
[00:07:14.000 --> 00:07:16.000]  但一看下去的時候不妥
[00:07:16.000 --> 00:07:18.000]  全部不知道寫什麼
[00:07:18.000 --> 00:07:20.000]  是外文
[00:07:20.000 --> 00:07:23.000]  在軍隊裡面有一兩個稍微懂英文的
[00:07:23.000 --> 00:07:25.000]  就問他們
[00:07:25.000 --> 00:07:27.000]  一看就說這不是英文
[00:07:27.000 --> 00:07:28.000]  不知道說什麼
[00:07:28.000 --> 00:07:30.000]  雖然他有張地圖
[00:07:30.000 --> 00:07:32.000]  但又不知道說什麼
[00:07:32.000 --> 00:07:34.000]  不知道東南西北是什麼
[00:07:34.000 --> 00:07:36.000]  所以有都等於沒有
[00:07:36.000 --> 00:07:40.000]  當時有人說我們抓了一個西教士
[00:07:40.000 --> 00:07:41.000]  問問他怎麼樣
[00:07:41.000 --> 00:07:44.000]  當時肖克就去找博弗禮
[00:07:44.000 --> 00:07:47.000]  當時博弗禮已經被擄劫了
[00:07:47.000 --> 00:07:49.000]  差不多有一年之久
[00:07:49.000 --> 00:07:52.000]  博弗一看就知道是法文
[00:07:52.000 --> 00:07:54.000]  那一晚
[00:07:54.000 --> 00:07:57.000]  肖克和博弗禮
[00:07:57.000 --> 00:07:59.000]  兩個年輕人
[00:07:59.000 --> 00:08:01.000]  就在一個房間裡
[00:08:01.000 --> 00:08:06.000]  將整本地圖翻譯成中文
[00:08:06.000 --> 00:08:08.000]  當然
[00:08:08.000 --> 00:08:11.000]  在十幾個小時翻譯期間
[00:08:11.000 --> 00:08:13.000]  他們不只是只顧著翻譯
[00:08:13.000 --> 00:08:17.000]  兩個人居然之間是款款心談
[00:08:17.000 --> 00:08:19.000]  談談他們的身世
[00:08:19.000 --> 00:08:22.000]  談談他們的理想
[00:08:22.000 --> 00:08:28.000]  就是靠著這幅地圖
[00:08:28.000 --> 00:08:31.000]  肖克就在不夠一個月之內
[00:08:31.000 --> 00:08:32.000]  就找到賀龍
[00:08:32.000 --> 00:08:35.000]  然後兩個就配合
[00:08:35.000 --> 00:08:38.000]  所以在今天的歷史裡
[00:08:38.000 --> 00:08:41.000]  甚至中國共產黨都承認
[00:08:41.000 --> 00:08:43.000]  如果不是這張地圖
[00:08:43.000 --> 00:08:47.000]  整個第二方面軍已經全部消滅
[00:08:47.000 --> 00:08:49.000]  全部沒有
[00:08:49.000 --> 00:08:53.000]  所以博弗禮就成為了這支紅軍的救星
[00:08:53.000 --> 00:08:56.000]  就因為這樣的緣故
[00:08:56.000 --> 00:08:59.000]  博弗禮受到這個共產黨
[00:08:59.000 --> 00:09:00.000]  就算是今天
[00:09:00.000 --> 00:09:03.000]  都仍然視為一個英雄
[00:09:03.000 --> 00:09:05.000]  在那一晚
[00:09:05.000 --> 00:09:07.000]  這兩個年輕人款款心談
[00:09:07.000 --> 00:09:09.000]  一個是肖克
[00:09:09.000 --> 00:09:14.000]  一個徹頭徹底的馬克思主義的肖克
