
[00:00:00.000 --> 00:00:05.120]  各位大兄姐妹各位朋友你們好
[00:00:05.120 --> 00:00:09.720]  歡迎大家參加我們三藩市博導會網上的五行崇拜
[00:00:09.720 --> 00:00:13.320]  我們今天繼續思想約翰福音信息
[00:00:13.320 --> 00:00:18.440]  我們來到約翰福音第八章31節38節
[00:00:18.440 --> 00:00:21.240]  題目叫做真假信徒
[00:00:21.240 --> 00:00:24.720]  未開始思想這段聖經之前請同心低頭
[00:00:24.720 --> 00:00:28.120]  可同禱告慈悲良好天父
[00:00:28.120 --> 00:00:32.120]  在今天這個充滿虛假的世代裡
[00:00:32.120 --> 00:00:35.120]  求祢讓我們有智慧
[00:00:35.120 --> 00:00:39.520]  認識什麼叫做真什麼叫做假
[00:00:39.520 --> 00:00:42.520]  教導我們做一個真信徒
[00:00:42.520 --> 00:00:44.920]  不是做一個假信徒
[00:00:44.920 --> 00:00:47.320]  求聖靈開啟我們的心
[00:00:47.320 --> 00:00:50.120]  讓我們能夠明白祢的真理
[00:00:50.120 --> 00:00:52.120]  求祢與我們同在
[00:00:52.120 --> 00:00:54.920]  祈禱奉耶穌基督名頭
[00:00:54.920 --> 00:01:00.120]  台灣著名文學家張曉峰
[00:01:00.120 --> 00:01:03.120]  曾經寫過一個非常有趣的故事
[00:01:03.120 --> 00:01:05.120]  叫做潘杜娜
[00:01:05.120 --> 00:01:10.720]  故事講到1997年在紐約這個喧鬧的大都市裡
[00:01:10.720 --> 00:01:13.920]  故事的主人翁叫做大仁
[00:01:13.920 --> 00:01:16.720]  他認識了潘杜娜小姐
[00:01:16.720 --> 00:01:20.920]  講起這個潘杜娜小姐就厲害了
[00:01:20.920 --> 00:01:23.920]  她長得非常非常漂亮
[00:01:23.920 --> 00:01:25.920]  就被人想起一首詩
[00:01:25.920 --> 00:01:28.920]  爭之一分則太長
[00:01:28.920 --> 00:01:31.920]  減之一分則太短
[00:01:31.920 --> 00:01:33.920]  著粉則太白
[00:01:33.920 --> 00:01:35.920]  試著則太邪
