
[00:00:00.000 --> 00:00:08.000]  很高興再有機會在大廈宣佈最後這一堂
[00:00:08.000 --> 00:00:12.000]  我今天已經喝了多少杯咖啡了
[00:00:12.000 --> 00:00:15.000]  還有我發覺每次來三藩市報道會
[00:00:15.000 --> 00:00:19.000]  我們離開的時候,足夠一年的供應咖啡豆
[00:00:19.000 --> 00:00:25.000]  很感謝大兄姐妹,還有很多看到的愛心令我很感動
[00:00:25.000 --> 00:00:36.000]  今天講崇拜的經文,因為要就聖經會議
[00:00:36.000 --> 00:00:42.000]  崇拜也講了經文,所以有些東西講得不太詳盡
[00:00:42.000 --> 00:00:45.000]  因為崇拜的時間和講的方式是不一樣的
[00:00:45.000 --> 00:00:54.000]  所以我想補充一點,是講第十章至十三章的內容
[00:00:54.000 --> 00:00:59.000]  希望可以偷到時間,讓整本書可以齊全一點
[00:00:59.000 --> 00:01:06.000]  如果你們有聖經的話,可以去哥林多後書第十章第一節
[00:01:06.000 --> 00:01:12.000]  我只是把它給一個框架,讓大家更加容易明白
[00:01:12.000 --> 00:01:16.000]  今天我跟大家講崇拜的經文
[00:01:16.000 --> 00:01:21.000]  十章第一節,我們是這樣說的
[00:01:21.000 --> 00:01:27.000]  和合本,我保羅就是與你們見面的時候是謙卑的
[00:01:27.000 --> 00:01:30.000]  不在你們那裡的時候,向你們是勇敢的
[00:01:30.000 --> 00:01:35.000]  如今親自藉著基督的溫柔和平勸你們
[00:01:35.000 --> 00:01:38.000]  我們的和合本,我昨天跟大家說
[00:01:38.000 --> 00:01:40.000]  看保羅的書信是有點吃虧的
[00:01:40.000 --> 00:01:46.000]  翻譯上需要用其他譯本補足
[00:01:46.000 --> 00:01:50.000]  舉個例子,如果我用呂振中讀這句話
[00:01:50.000 --> 00:01:51.000]  他是這樣讀的
[00:01:51.000 --> 00:01:58.000]  我保羅,以基督的溫柔和平勸你們
[00:01:58.000 --> 00:02:01.000]  然後一句很長的,我不知道是什麼符號
[00:02:01.000 --> 00:02:03.000]  一句很長的,叫做破節號
[00:02:03.000 --> 00:02:05.000]  有沒有舊中文的?
[00:02:05.000 --> 00:02:08.000]  破節號,一句很長的
[00:02:08.000 --> 00:02:13.000]  我這個在你們中間和你們見面的時候
[00:02:13.000 --> 00:02:16.000]  謙卑有個exclamation mark
[00:02:16.000 --> 00:02:21.000]  而不在你們時候放膽,exclamation mark的
[00:02:21.000 --> 00:02:23.000]  然後破節號
[00:02:23.000 --> 00:02:26.000]  有人以為我是憑肉體行事
[00:02:26.000 --> 00:02:30.000]  我以為我必須以自信之心大膽成名自社中人
[00:02:30.000 --> 00:02:35.000]  其實他講的語氣不是和合本第十章第一節那麼柔和
[00:02:35.000 --> 00:02:38.000]  他是講要心要肺的話
[00:02:38.000 --> 00:02:40.000]  或者是講一些叫做弔詭
[00:02:40.000 --> 00:02:42.000]  又或者叫做irony的說話
[00:02:42.000 --> 00:02:44.000]  你要懂得聽
[00:02:44.000 --> 00:02:46.000]  英文可能叫做tongue in cheek
[00:02:46.000 --> 00:02:53.000]  我們的兒子說我們不懂電腦,什麼都不懂
[00:02:53.000 --> 00:02:58.000]  有一天兒子看電視,壞了,沒心機,弄不回
[00:02:58.000 --> 00:03:00.000]  就走出去玩
[00:03:00.000 --> 00:03:02.000]  回來之後,打開電視
[00:03:02.000 --> 00:03:04.000]  爸爸,為什麼電視弄回了?
[00:03:04.000 --> 00:03:06.000]  為什麼電視走的時候不運作?
[00:03:06.000 --> 00:03:08.000]  你做爸爸的就說
[00:03:08.000 --> 00:03:10.000]  那個不懂電腦的
[00:03:10.000 --> 00:03:13.000]  你說他不懂電腦的,摸兩摸就弄回好了
[00:03:13.000 --> 00:03:15.000]  這樣的語氣
[00:03:15.000 --> 00:03:17.000]  第十章開始這樣看
[00:03:17.000 --> 00:03:20.000]  今天下午,早上我和大家讀了一段經文的時候
[00:03:20.000 --> 00:03:24.000]  他講軟弱,誇口
[00:03:24.000 --> 00:03:26.000]  不停誇口,講狂話
[00:03:26.000 --> 00:03:30.000]  就是說,你們想和我鬥,好吧,我和你鬥
[00:03:30.000 --> 00:03:32.000]  不過我和你鬥不是你鬥的東西
[00:03:32.000 --> 00:03:34.000]  我和你鬥我們的軟弱
[00:03:34.000 --> 00:03:36.000]  你這樣聽得明白就好了
[00:03:36.000 --> 00:03:40.000]  從第十章開到尾的時候
[00:03:40.000 --> 00:03:45.000]  看第十二章第十四節
[00:03:45.000 --> 00:03:51.000]  如今我打算第三次到你們了
[00:03:51.000 --> 00:03:53.000]  都不會連累你們的
[00:03:53.000 --> 00:03:56.000]  因為我所求的不是你們的
[00:03:56.000 --> 00:03:58.000]  他簡直是父母說的話
[00:03:58.000 --> 00:04:02.000]  兒女不應該是父母職財的
[00:04:02.000 --> 00:04:04.000]  父母應該為兒女職財
[00:04:04.000 --> 00:04:06.000]  不是貪你的錢,應該是我給你用
[00:04:06.000 --> 00:04:08.000]  你不用這麼害怕
[00:04:08.000 --> 00:04:13.000]  我甘心樂意為你們的靈魂費財費力
[00:04:13.000 --> 00:04:17.000]  難道我越這樣疼你們,就越少得你們疼嗎
[00:04:17.000 --> 00:04:20.000]  你嘗試一直這樣看下去
[00:04:20.000 --> 00:04:22.000]  到後來他就說
[00:04:22.000 --> 00:04:25.000]  我但求你們有牌,我沒有牌
[00:04:25.000 --> 00:04:28.000]  或者看一下第十,應該是第十三章
[00:04:28.000 --> 00:04:30.000]  去到第十三章最後
[00:04:30.000 --> 00:04:42.000]  第十三章第三節
[00:04:42.000 --> 00:04:46.000]  其實第十三節你會看到
[00:04:46.000 --> 00:04:47.000]  我再說多一次
[00:04:47.000 --> 00:04:49.000]  我是第三次到你們的
[00:04:49.000 --> 00:04:51.000]  其實他一直都沒有去
[00:04:51.000 --> 00:04:53.000]  昨天我和大家說的
[00:04:53.000 --> 00:04:54.000]  他一直都沒有去
[00:04:54.000 --> 00:04:56.000]  給多點機會他們悔改
[00:04:56.000 --> 00:05:00.000]  我來的了,一聲兩聲兩聲半
[00:05:00.000 --> 00:05:03.000]  這麼久都不去第三聲
[00:05:03.000 --> 00:05:06.000]  第十三章第二節
[00:05:06.000 --> 00:05:07.000]  我從前說過
[00:05:07.000 --> 00:05:09.000]  如今我不在你們這裡說
[00:05:09.000 --> 00:05:11.000]  好像我第二次見面的時候說
[00:05:11.000 --> 00:05:13.000]  我再來的時候
[00:05:13.000 --> 00:05:15.000]  必定不寬容的了
