
[00:00:00.000 --> 00:00:04.400]  各位大家好
[00:00:04.400 --> 00:00:09.200]  相信大家都聽過美國福特汽車公司
[00:00:09.200 --> 00:00:16.720]  美國福特汽車公司在1903年開始生產在美國本土的汽車
[00:00:16.720 --> 00:00:21.760]  當然汽車的發明為人帶來很多利便
[00:00:21.760 --> 00:00:28.720]  但同時也帶來車禍的產生人命損失
[00:00:28.720 --> 00:00:33.520]  所以福特汽車公司為了汽車的安全
[00:00:33.520 --> 00:00:40.320]  設計了一個標語和圖案的設計比賽
[00:00:40.320 --> 00:00:48.400]  得獎的其中一個是我們可能都記得的
[00:00:48.400 --> 00:00:54.080]  就是三個字 停、看和停
[00:00:54.080 --> 00:00:59.040]  加上圖像設計就得到獎金
[00:00:59.040 --> 00:01:05.280]  其實意思是當你去到平交道或十字路口時
[00:01:05.280 --> 00:01:10.960]  你要注意先停下來看一看
[00:01:10.960 --> 00:01:12.960]  然後還要聽一聽
[00:01:12.960 --> 00:01:16.080]  看都不夠還要聽
[00:01:16.080 --> 00:01:19.040]  有時可能看不清楚都未定
[00:01:19.040 --> 00:01:28.000]  在熟悉的路上我們都需要感覺到危機的存在
[00:01:28.000 --> 00:01:30.000]  亦都要提醒自己
[00:01:30.000 --> 00:01:34.000]  今天我們要從希伯來書的經文裏面
[00:01:34.000 --> 00:01:38.240]  希伯來書第五章第十一至第六章第八節
[00:01:38.240 --> 00:01:42.080]  講靈命追求的三部曲
[00:01:42.080 --> 00:01:45.040]  不是停、看、聽
[00:01:45.040 --> 00:01:49.440]  而是聽、練和行
[00:01:49.440 --> 00:01:56.880]  希伯來書其實是一本以舊約背景寫的書
[00:01:56.880 --> 00:02:04.480]  針對當時有舊約背景的猶太教信徒或猶太教的人
[00:02:04.480 --> 00:02:07.680]  所以當我們看這段經文時
[00:02:07.680 --> 00:02:11.520]  第一個問題要先解決的就是
[00:02:11.520 --> 00:02:16.640]  到底這段經文的主要對象是指甚麼人呢?
[00:02:16.640 --> 00:02:25.600]  當希伯來書的作者講到第五章第十一節時
[00:02:25.600 --> 00:02:31.760]  他要講耶穌基督按著默基西德的等次做大祭司
[00:02:31.760 --> 00:02:38.400]  他講這個題目時他知道有些深奧或難以理解
[00:02:38.400 --> 00:02:41.680]  他突然停下來想想
[00:02:41.680 --> 00:02:46.480]  到底他的讀者能不能夠明白、能不能理解呢?
[00:02:46.480 --> 00:02:49.040]  當他一想的時候他發現
[00:02:49.040 --> 00:02:54.560]  這班人可能真的不能完全理解
[00:02:54.560 --> 00:02:58.400]  所以他停下來有一個插段
[00:02:58.400 --> 00:03:07.760]  這個插段就是將讀者本身的情況拿出來討論
[00:03:07.760 --> 00:03:15.200]  所以我們先看看希伯來書的讀者是甚麼人
[00:03:15.200 --> 00:03:18.880]  希伯來書的讀者是甚麼人呢?
[00:03:18.880 --> 00:03:23.360]  因為希伯來書經常引用舊約
[00:03:23.360 --> 00:03:31.520]  所以我們知道這段經文是與舊約背景有關的讀者
[00:03:31.520 --> 00:03:37.440]  我們先看希伯來書幾段的警告
[00:03:37.440 --> 00:03:44.640]  這幾段警告可以讓我們看到他針對甚麼人
[00:03:44.640 --> 00:03:50.560]  我們先有一個立論就是這幾段警告是針對同一批人
[00:03:50.560 --> 00:03:57.200]  我們先看希伯來書第三章第一節
[00:03:57.200 --> 00:04:02.720]  同蒙天照的聖潔弟兄
[00:04:02.720 --> 00:04:13.040]  所以看這段經文就知道這班讀者應該是已經信了
[00:04:13.040 --> 00:04:15.120]  同蒙天照的弟兄
[00:04:15.120 --> 00:04:21.920]  第六節說但基督為兒子治理神的家
[00:04:21.920 --> 00:04:29.040]  我們若將可誇的盼望和膽量堅持到底便是他的家
[00:04:29.040 --> 00:04:35.360]  很多時候我們會以為堅持到底便是他的家
[00:04:35.360 --> 00:04:38.160]  如果你不堅持到底就不是他的家
[00:04:38.160 --> 00:04:50.160]  但其實你看原文就發現這個辯士是在說今行時態
[00:04:50.160 --> 00:04:58.320]  即是如果他們將原本屬於他們的顯明出來
[00:04:58.320 --> 00:05:02.960]  他們就是神家裏面的一個成員
[00:05:02.960 --> 00:05:08.720]  所以這不是說他有會失去
[00:05:08.720 --> 00:05:14.160]  而是他要將他本來有的表明
[00:05:14.160 --> 00:05:18.960]  更加印證這東西是屬於他的
[00:05:18.960 --> 00:05:23.440]  第二段經文我們看第三章第十四節
[00:05:23.440 --> 00:05:30.400]  這節也有人會從另外一個角度去思考
[00:05:30.400 --> 00:05:34.960]  我們若將起初的確實信心堅持到底
[00:05:34.960 --> 00:05:38.880]  便是基督有份了
[00:05:38.880 --> 00:05:43.840]  有人會理解我們不堅持到底便沒有份
[00:05:43.840 --> 00:05:46.880]  即是說救恩可以失去
[00:05:46.880 --> 00:05:51.920]  其實堅持到底就有份
[00:05:51.920 --> 00:05:54.560]  這個有份是過去完成式的
[00:05:54.560 --> 00:05:56.240]  Perfect tense
[00:05:56.240 --> 00:06:02.400]  即是本來屬於他們的因為藉著他們堅持的信心
[00:06:02.400 --> 00:06:05.200]  便會表明出來
[00:06:05.200 --> 00:06:09.520]  所以這裏沒有意思說他們本來有的
[00:06:09.520 --> 00:06:11.840]  如果不堅持就會失去
[00:06:11.840 --> 00:06:12.880]  不是這個意思
[00:06:12.880 --> 00:06:16.480]  我們看另外一段經文第五個警告
[00:06:16.480 --> 00:06:21.680]  第五個警告就是希伯來書第十章第38至39節
[00:06:21.680 --> 00:06:26.320]  38至39節「只是義人必因信得生
[00:06:26.320 --> 00:06:30.640]  他若退後我就心裡不歡喜他
[00:06:30.640 --> 00:06:34.480]  我們卻不是退後入沉淪的那等人
[00:06:34.480 --> 00:06:39.120]  乃是有信心以至靈魂得救的人」
[00:06:39.120 --> 00:06:43.520]  這段經文很明顯說到
[00:06:43.520 --> 00:06:48.560]  這班人因為信而稱義
[00:06:48.560 --> 00:06:53.360]  而退後作者不歡喜
[00:06:53.360 --> 00:06:56.960]  不歡喜並不等於沒有了救人
[00:06:56.960 --> 00:07:02.720]  因為下面說我們不是退後入沉淪的人
[00:07:02.720 --> 00:07:06.000]  我們乃是有信心以至靈魂得救的人
[00:07:06.000 --> 00:07:11.040]  所以當我們看這些警告時
[00:07:11.040 --> 00:07:17.440]  我們可以歸納這班讀者其實有猶太宗教背景
[00:07:17.440 --> 00:07:20.480]  他們在教義上已經潛移默化
[00:07:20.480 --> 00:07:24.480]  受舊約這些教義影響
[00:07:24.480 --> 00:07:30.240]  作者提醒他們不要停留在原來的地步
[00:07:30.240 --> 00:07:33.600]  要繼續向前 要繼續長進
[00:07:33.600 --> 00:07:37.680]  因為有耶穌基督做他們的善復
[00:07:37.680 --> 00:07:42.080]  第五章第十一至第十四節
[00:07:42.080 --> 00:07:44.960]  很明顯是說一班信主的人
[00:07:44.960 --> 00:07:48.800]  因為他們是鷹孩 他們有生命
[00:07:48.800 --> 00:07:52.160]  雖然不成長但他們已經有了生命
[00:07:52.160 --> 00:07:58.560]  第六章第四至第八節描述一些信主的表象
[00:07:58.560 --> 00:08:08.480]  而後來的結局都表明他們不是真實相信主的人
[00:08:08.480 --> 00:08:12.560]  如果他們要表彰真正的信心
[00:08:12.560 --> 00:08:18.160]  他們要將真實信仰的實質表現出來
[00:08:18.160 --> 00:08:23.840]  而只是有些表象而離開或退後的話
[00:08:23.840 --> 00:08:27.600]  結局就非常枯萎
[00:08:27.600 --> 00:08:32.560]  所以在讀者群裏面我們可以看兩種人
[00:08:32.560 --> 00:08:36.960]  第一種人是猶太背景的信徒
[00:08:36.960 --> 00:08:39.920]  他們已經進入了信仰的大門
[00:08:39.920 --> 00:08:46.560]  第二種人是猶太教背景但他們未進入信仰的大門
