
[00:00:00.000 --> 00:00:12.000]  在廣東話裏面,我們有一句說話叫做「牙齒當金洗」
[00:00:12.000 --> 00:00:18.000]  牙齒通常我們會比喻為一個人所說的話
[00:00:18.000 --> 00:00:25.000]  但有時候同樣的也可以說反映出一個人的思想和人格
[00:00:25.000 --> 00:00:27.000]  英文叫做integrity
[00:00:27.000 --> 00:00:33.000]  至於金通常是用來比喻一些非常高價值
[00:00:33.000 --> 00:00:39.000]  甚至可以說是永恆不變的一種質素
[00:00:39.000 --> 00:00:43.000]  所以全句的意思,牙齒當金洗的意思就是說
[00:00:43.000 --> 00:00:51.000]  一個人言出必行,並且他不會下巴輕輕說過的話就不算數
[00:00:51.000 --> 00:00:53.000]  他說過的話一定會做
[00:00:53.000 --> 00:01:00.000]  所以如果我們有一個人跟你談話的時候,他會說我牙齒當金洗的意思就是說
[00:01:00.000 --> 00:01:06.000]  你信足我,100%信我,我一定會去做的
[00:01:06.000 --> 00:01:14.000]  原來在上帝的屬性裏面,有一個屬性也和這句說話很銜接的
[00:01:14.000 --> 00:01:16.000]  就叫做信實
[00:01:16.000 --> 00:01:24.000]  我們的神他的信實就反映了在他自己的言和行當中
[00:01:24.000 --> 00:01:26.000]  更重要的一樣東西就是
[00:01:26.000 --> 00:01:34.000]  上帝他的信實原來可以甚至延展到每一個會相信他的人的身上
[00:01:34.000 --> 00:01:37.000]  或者所要做的事情的上面
[00:01:37.000 --> 00:01:44.000]  問題卻是發生在很多時候是人信不過上帝說的話
[00:01:44.000 --> 00:01:47.000]  更加連上帝也信不過
[00:01:47.000 --> 00:01:51.000]  今天我們會去看一段經文
[00:01:51.000 --> 00:01:56.000]  是記載到耶穌基督受到試探的這件事件
[00:01:56.000 --> 00:02:04.000]  原來耶穌基督的侍奉的序幕和很多人的侍奉的序幕很不同
[00:02:04.000 --> 00:02:11.000]  耶穌基督的侍奉的序幕原來沒有任何所謂的隆重的就職典禮
[00:02:11.000 --> 00:02:15.000]  或者沒有在一個什麼特別的場合裡面
[00:02:15.000 --> 00:02:20.000]  將他自己的過去豐功偉績來陳述一番
[00:02:20.000 --> 00:02:24.000]  希望能夠讓大家信服於他的大靈
[00:02:24.000 --> 00:02:34.000]  耶穌基督他的侍奉原來一開始是由一個試探作為序幕
[00:02:34.000 --> 00:02:40.000]  而我們從聖經裡面我們都知道耶穌被稱之為神的說話
[00:02:40.000 --> 00:02:45.000]  所以在聖經譬如在約翰福音裡面
[00:02:45.000 --> 00:02:50.000]  我們一開始就看到耶穌基督被稱之為神的道
[00:02:50.000 --> 00:02:55.000]  所以當我們去讀到馬太福音的時候
[00:02:55.000 --> 00:03:03.000]  耶穌基督被試探其實的本意就是等同於試探上帝他的說話
[00:03:03.000 --> 00:03:08.000]  所以當我們一起去看這段聖經的時候
[00:03:08.000 --> 00:03:16.000]  我們就會看到原來馬太這位作者在他所記載下來的福音書當中
[00:03:16.000 --> 00:03:24.000]  其實是要讓我們重新透過耶穌基督被試探的這件事
[00:03:24.000 --> 00:03:32.000]  藉此而我們去看見上帝他的信實這個屬性
[00:03:32.000 --> 00:03:35.000]  所以今天我選了這段經文
[00:03:35.000 --> 00:03:41.000]  為它加上一個題目 今天所講到的題目就是信實的主話
[00:03:41.000 --> 00:03:49.000]  我們今天會看的經文會是從馬太福音第四章第一至第十一節的經文
[00:03:49.000 --> 00:03:54.000]  當時耶穌被聖靈引到曠野
[00:03:54.000 --> 00:03:56.000]  受魔鬼的試探
[00:03:56.000 --> 00:03:59.000]  他禁食四十晝夜
[00:03:59.000 --> 00:04:01.000]  後來就餓了
[00:04:01.000 --> 00:04:04.000]  那試探人的進前來
[00:04:04.000 --> 00:04:08.000]  對他說:你若是上帝的兒子
[00:04:08.000 --> 00:04:12.000]  可以吩咐這些石頭變成食物
[00:04:12.000 --> 00:04:17.000]  耶穌卻回答說:經上記著說
[00:04:17.000 --> 00:04:20.000]  人活著不是單靠食物
[00:04:20.000 --> 00:04:24.000]  乃是靠上帝口裡所出的一切話
[00:04:24.000 --> 00:04:28.000]  魔鬼就帶他進了聖城
[00:04:28.000 --> 00:04:31.000]  叫他站在墊頂上
[00:04:31.000 --> 00:04:36.000]  對他說:你若是上帝的兒子
[00:04:36.000 --> 00:04:38.000]  可以跳下去
[00:04:38.000 --> 00:04:40.000]  因為經上記著說
[00:04:40.000 --> 00:04:44.000]  主要為你吩咐他的使者
[00:04:44.000 --> 00:04:46.000]  用手托著你
[00:04:46.000 --> 00:04:50.000]  免得你的腳碰在石頭上
[00:04:50.000 --> 00:04:54.000]  耶穌對他說:經上又記著說
[00:04:54.000 --> 00:04:58.000]  不可試探主你的上帝
[00:04:58.000 --> 00:05:04.000]  第八節:魔鬼又帶他上了一座最高的山
[00:05:04.000 --> 00:05:10.000]  將世上的萬國與萬國的榮華都指給他看
[00:05:10.000 --> 00:05:14.000]  對他說:你若俯伏拜我
[00:05:14.000 --> 00:05:18.000]  我就把這一切都賜給你
[00:05:18.000 --> 00:05:22.000]  耶穌說:撒旦,退去吧
[00:05:22.000 --> 00:05:25.000]  因為經上記著說
[00:05:25.000 --> 00:05:28.000]  當拜主你的上帝
[00:05:28.000 --> 00:05:30.000]  但要侍奉他
[00:05:30.000 --> 00:05:34.000]  於是魔鬼來了耶穌
[00:05:34.000 --> 00:05:38.000]  有天使來侍候他
[00:05:38.000 --> 00:05:42.000]  這段經文我們會分為四個部分
[00:05:42.000 --> 00:05:44.000]  一起去思想
[00:05:44.000 --> 00:05:46.000]  第一部分我們去看的
[00:05:46.000 --> 00:05:47.000]  就是第一節
[00:05:47.000 --> 00:05:48.000]  第四章的第一節
[00:05:48.000 --> 00:05:50.000]  這裡我給了一個副題
[00:05:50.000 --> 00:05:55.000]  叫做「試出真正的本質」
[00:05:55.000 --> 00:05:58.000]  Test for the real nature
[00:05:58.000 --> 00:06:00.000]  在這段聖經開始
[00:06:00.000 --> 00:06:03.000]  當時在原文裡
[00:06:03.000 --> 00:06:05.000]  原來用了一個字眼叫做totae
[00:06:05.000 --> 00:06:07.000]  totae這個字眼意思就是
[00:06:07.000 --> 00:06:08.000]  緊接其上
[00:06:08.000 --> 00:06:10.000]  用英文說就是the end
[00:06:10.000 --> 00:06:12.000]  跟著 馬上跟著
[00:06:12.000 --> 00:06:13.000]  跟著什麼呢?
[00:06:13.000 --> 00:06:15.000]  原來前文剛剛說到
[00:06:15.000 --> 00:06:16.000]  施洗約翰
[00:06:16.000 --> 00:06:19.000]  剛剛為耶穌施浸之後
[00:06:19.000 --> 00:06:24.000]  耶穌在聖靈的安排之下
[00:06:24.000 --> 00:06:25.000]  發生什麼事呢?
[00:06:25.000 --> 00:06:26.000]  聖經裡說
[00:06:26.000 --> 00:06:29.000]  聖靈安排耶穌基督
[00:06:29.000 --> 00:06:33.000]  去到這個曠野的地方
[00:06:33.000 --> 00:06:39.000]  然後去接受魔鬼的試探
[00:06:39.000 --> 00:06:41.000]  簡單來說
[00:06:41.000 --> 00:06:44.000]  耶穌去接受試探
[00:06:44.000 --> 00:06:48.000]  原來是由聖靈一手促成的
[00:06:48.000 --> 00:06:49.000]  或者可以這麼說
[00:06:49.000 --> 00:06:52.000]  是聖靈安排之下
[00:06:52.000 --> 00:06:59.000]  去成為被魔鬼試探發生的起始點
[00:06:59.000 --> 00:07:01.000]  至於這裡說到
[00:07:01.000 --> 00:07:04.000]  受魔鬼的試探這個陳述
[00:07:04.000 --> 00:07:09.000]  原來是將魔鬼視之為一個
[00:07:09.000 --> 00:07:13.000]  被聖靈所使用的工具
[00:07:13.000 --> 00:07:15.000]  好像一個tool
[00:07:15.000 --> 00:07:16.000]  一個工具
[00:07:16.000 --> 00:07:18.000]  去作為一個
[00:07:18.000 --> 00:07:23.000]  去試出耶穌究竟是怎麼樣
[00:07:23.000 --> 00:07:26.000]  在這裡談論到魔鬼這個字眼
[00:07:26.000 --> 00:07:29.000]  我做一點的備註
[00:07:29.000 --> 00:07:30.000]  其實魔鬼這個字眼
[00:07:30.000 --> 00:07:33.000]  是可以說是在新約的時候
[00:07:33.000 --> 00:07:35.000]  一個衍生的字詞
[00:07:35.000 --> 00:07:38.000]  本身這個字眼的意思
[00:07:38.000 --> 00:07:40.000]  其實原本是說到
[00:07:40.000 --> 00:07:42.000]  是參與一種旁毒
[00:07:42.000 --> 00:07:44.000]  毀謗
[00:07:44.000 --> 00:07:46.000]  或者詆毀
[00:07:46.000 --> 00:07:48.000]  指控等等
[00:07:48.000 --> 00:07:49.000]  這個意思
[00:07:49.000 --> 00:07:52.000]  不過用了這個形容詞
[00:07:52.000 --> 00:07:55.000]  去成為一個動詞使用
[00:07:55.000 --> 00:07:57.000]  簡單來說
[00:07:57.000 --> 00:07:59.000]  用一個性格
[00:07:59.000 --> 00:08:02.000]  去成為一個人物
[00:08:02.000 --> 00:08:05.000]  他的稱號
[00:08:05.000 --> 00:08:07.000]  所以簡單來說
[00:08:07.000 --> 00:08:09.000]  魔鬼這個字眼
[00:08:09.000 --> 00:08:12.000]  其實是談論到他的性情
[00:08:12.000 --> 00:08:14.000]  他的屬性
[00:08:14.000 --> 00:08:16.000]  原來就是一種
[00:08:16.000 --> 00:08:18.000]  參與毀謗
[00:08:18.000 --> 00:08:19.000]  旁毒
[00:08:19.000 --> 00:08:21.000]  或者作出詆毀
[00:08:21.000 --> 00:08:23.000]  指控
[00:08:23.000 --> 00:08:25.000]  這樣的行動的一個人物
[00:08:25.000 --> 00:08:27.000]  或者一個
[00:08:27.000 --> 00:08:29.000]  如果我們從聖經說
[00:08:29.000 --> 00:08:32.000]  知道他是一個墮落的天使
[00:08:32.000 --> 00:08:34.000]  他被
[00:08:34.000 --> 00:08:38.000]  耶穌基督被帶到曠野裡面
[00:08:38.000 --> 00:08:40.000]  到了曠野已經
[00:08:40.000 --> 00:08:42.000]  大家已經知道那個場景是怎麼樣
[00:08:42.000 --> 00:08:44.000]  曠野是沒東西吃的
[00:08:44.000 --> 00:08:46.000]  去到那裡做什麼事
[00:08:46.000 --> 00:08:48.000]  被試探
[00:08:48.000 --> 00:08:50.000]  試探這個字眼
[00:08:50.000 --> 00:08:54.000]  在原文聖經裡面叫PARASO
[00:08:54.000 --> 00:08:56.000]  PARASO這個字眼
[00:08:56.000 --> 00:08:58.000]  意思可以分為兩重
