
[00:00:00.000 --> 00:00:05.500]  各位大兄姐妹 各位朋友 你們好
[00:00:05.500 --> 00:00:07.880]  歡迎大家參加我們三藩市播道會
[00:00:07.880 --> 00:00:09.880]  網上的五堂崇拜
[00:00:09.880 --> 00:00:13.300]  今天我們繼續思想希伯來書的信息
[00:00:13.300 --> 00:00:15.800]  我們去到希伯來書第十二章
[00:00:15.800 --> 00:00:17.800]  一節至到第二節
[00:00:17.800 --> 00:00:19.800]  題目叫做「心疲」
[00:00:19.800 --> 00:00:22.480]  未開始思想這段聖經之前
[00:00:22.480 --> 00:00:25.040]  請我們同心低頭 或者同禱告
[00:00:25.040 --> 00:00:28.520]  慈悲人 我的天父 我們滿心多謝你
[00:00:28.520 --> 00:00:32.160]  因為我們知道凡奴婦擔重擔的人
[00:00:32.160 --> 00:00:35.320]  可以到你那裏來 你一定給我們得到安息
[00:00:35.320 --> 00:00:38.200]  又叫我們能夠重新得力
[00:00:38.200 --> 00:00:40.200]  求你幫助我們
[00:00:40.200 --> 00:00:42.200]  很多時候我們覺得
[00:00:42.200 --> 00:00:44.200]  在屬靈的生命裏面
[00:00:44.200 --> 00:00:46.200]  都有疲倦的感覺
[00:00:46.200 --> 00:00:48.200]  叫我們能夠振作起來
[00:00:48.200 --> 00:00:50.200]  叫我們勇往直前
[00:00:50.200 --> 00:00:52.200]  永不灰心
[00:00:52.200 --> 00:00:54.600]  祝福引領我們 藉著你的話語提醒
[00:00:54.600 --> 00:00:57.320]  勸勉 教導 督責 安慰我們
[00:00:57.320 --> 00:01:01.320]  我們禱告 奉耶穌基督的名求 阿們
[00:01:01.320 --> 00:01:05.320]  《孫子兵法》有一句說法
[00:01:05.320 --> 00:01:10.320]  「朝氣銳 奏氣多 無氣歸」
[00:01:10.320 --> 00:01:13.320]  意思是在早上的時候
[00:01:13.320 --> 00:01:18.320]  士兵大多數精力旺盛 士氣高昂
[00:01:18.320 --> 00:01:21.320]  一股銳氣之勢遍佈全軍
[00:01:21.320 --> 00:01:23.320]  如果在這個時候
[00:01:23.320 --> 00:01:25.320]  你想去進攻他們
[00:01:25.320 --> 00:01:27.320]  絕對不可能
[00:01:27.320 --> 00:01:30.320]  一個有經驗的將軍
[00:01:30.320 --> 00:01:33.320]  就不會在這個時候貿然進攻
[00:01:33.320 --> 00:01:36.320]  到了白晝的時候
[00:01:36.320 --> 00:01:38.320]  力氣開始漸漸衰退了
[00:01:38.320 --> 00:01:40.320]  銳氣也都減了
[00:01:40.320 --> 00:01:43.320]  到了日暮 即是晚上的時候
[00:01:43.320 --> 00:01:46.320]  氣力更加到盡頭了
[00:01:46.320 --> 00:01:50.320]  疲乏了 個個想回去休息了
[00:01:50.320 --> 00:01:52.320]  在這個時候進攻
[00:01:52.320 --> 00:01:54.320]  就是最好的時機了
[00:01:54.320 --> 00:01:58.320]  其實所謂朝 晝 暮
[00:01:58.320 --> 00:02:03.320]  未必是指一天的早晨 中午和晚上
[00:02:03.320 --> 00:02:06.320]  也可以說到做事的起頭
[00:02:06.320 --> 00:02:09.320]  中間和末段
[00:02:09.320 --> 00:02:12.320]  很多人開始的時候是威是勢
[00:02:12.320 --> 00:02:17.320]  到了中段的時候就開始墮下來了
[00:02:17.320 --> 00:02:21.320]  到了末段的時候就變成臨尾香了
[00:02:21.320 --> 00:02:23.320]  我想起來
