
[00:00:00.000 --> 00:00:06.760]  中國人說齊家治國平天下
[00:00:06.760 --> 00:00:08.760]  什麼叫做齊家
[00:00:08.760 --> 00:00:13.000]  齊家就是令到家庭的成員能夠和睦相處
[00:00:13.000 --> 00:00:16.200]  一個家是由夫妻來開始
[00:00:16.200 --> 00:00:19.760]  一個家庭是社會最基本的單位
[00:00:19.760 --> 00:00:23.440]  所以夫妻的關係是非常非常重要
[00:00:23.440 --> 00:00:27.160]  今天要和大家講的是《針妍》的第五講
[00:00:27.160 --> 00:00:29.160]  是夫妻的智慧
[00:00:29.160 --> 00:00:32.000]  有一個小朋友
[00:00:32.000 --> 00:00:34.480]  她放學後回來家
[00:00:34.480 --> 00:00:36.480]  她跟爸爸說 爸爸爸爸
[00:00:36.480 --> 00:00:38.840]  我今天學到一些很有趣的東西
[00:00:38.840 --> 00:00:40.520]  老師告訴我
[00:00:40.520 --> 00:00:43.000]  她說原來中國在古代的時候
[00:00:43.000 --> 00:00:44.520]  一段婚姻
[00:00:44.520 --> 00:00:46.680]  丈夫娶妻子回來
[00:00:46.680 --> 00:00:48.280]  她完全不明白
[00:00:48.280 --> 00:00:50.600]  完全不認識這個妻子的
[00:00:50.600 --> 00:00:52.600]  原來是萬分雅價
[00:00:52.600 --> 00:00:55.720]  這個爸爸跟兒子說
[00:00:55.720 --> 00:00:57.960]  他說兒子不奇怪
[00:00:57.960 --> 00:01:01.000]  他說我和你的媽媽相處了這麼久
[00:01:01.000 --> 00:01:02.520]  我仍然都不明白她
[00:01:02.520 --> 00:01:05.080]  我仍然都不認識她
[00:01:05.080 --> 00:01:09.960]  這個正是美國家庭大部分出現的問題
[00:01:09.960 --> 00:01:12.040]  根據調查數字
[00:01:12.040 --> 00:01:16.040]  50%的婚姻都會是分裂
[00:01:16.040 --> 00:01:18.840]  都會有離婚
[00:01:18.840 --> 00:01:20.560]  最令人驚訝的
[00:01:20.560 --> 00:01:23.600]  就是基督徒的這個離婚數字
[00:01:23.600 --> 00:01:26.040]  不讓非基督徒來得少
[00:01:26.040 --> 00:01:28.840]  這個令人真的很驚訝
[00:01:28.840 --> 00:01:31.800]  而且還有一個很可怕的數字
[00:01:31.800 --> 00:01:35.160]  就是由這些破碎家庭出來的兒女
[00:01:35.160 --> 00:01:39.760]  他們的家庭都很有可能成為破碎
[00:01:39.760 --> 00:01:43.760]  《針賢》就是一本充滿了智慧的書
[00:01:43.760 --> 00:01:48.280]  《針賢》也是充滿了對婚姻的教導
[00:01:48.280 --> 00:01:50.560]  如果我們能夠把這些教導
[00:01:50.560 --> 00:01:53.720]  用在我們夫妻的生活上
[00:01:53.720 --> 00:01:57.800]  我們一定會得到很大的收穫
[00:01:57.800 --> 00:02:00.880]  今天要和大家說四點
[00:02:00.880 --> 00:02:05.680]  怎樣能夠造成一個智慧的夫妻
[00:02:05.680 --> 00:02:07.080]  有四點這麼多
[00:02:07.080 --> 00:02:11.000]  第一點就是要有靈裡面的相隔
[00:02:11.000 --> 00:02:13.440]  《針賢》裡面所有的關體
[00:02:13.440 --> 00:02:15.840]  都是由裡面去到外面
[00:02:15.840 --> 00:02:20.320]  都是先由這個靈開始
[00:02:20.320 --> 00:02:22.880]  然後才去到肉體
[00:02:22.880 --> 00:02:24.600]  但是很可惜
[00:02:24.600 --> 00:02:27.640]  俗世的關體都是剛剛相反
[00:02:27.640 --> 00:02:32.600]  雖然我們是基督徒
[00:02:32.600 --> 00:02:36.880]  但是未必我們能夠做到靈裡面的相隔
[00:02:36.880 --> 00:02:40.560]  這個就是由有這麼多基督徒都鬧離婚
[00:02:40.560 --> 00:02:42.200]  我們能夠知道
[00:02:42.200 --> 00:02:44.760]  靈裡面的相隔不是容易做到
[00:02:44.760 --> 00:02:48.160]  我們看《針賢》的18章22節
[00:02:48.160 --> 00:02:51.760]  說得著賢妻是得著好處
[00:02:51.760 --> 00:02:55.640]  也是蒙了耶和華的恩惠
[00:02:55.640 --> 00:02:59.120]  其實這些經文不是說得到任何的妻子
[00:02:59.120 --> 00:03:01.040]  都是神的恩惠
[00:03:01.040 --> 00:03:04.800]  我們要看《哥倫多號書》的6章14節
[00:03:04.800 --> 00:03:07.520]  你們和不信的緣不相配
[00:03:07.520 --> 00:03:09.160]  不要同負一握
[00:03:09.160 --> 00:03:11.520]  義和不義有什麼相交呢?
[00:03:11.520 --> 00:03:15.040]  光明和黑暗有什麼相通呢?
[00:03:15.040 --> 00:03:19.200]  《聖經》搞到我們就是一個基督徒和非基督徒
[00:03:19.200 --> 00:03:21.520]  不能夠是同負一握
[00:03:21.520 --> 00:03:23.280]  所以一個基督徒找配偶
[00:03:23.280 --> 00:03:26.000]  要首先找一個基督徒
[00:03:26.000 --> 00:03:30.000]  然後才看看大家的性格是否適合
[00:03:30.000 --> 00:03:31.720]  但是如果一個基督徒
[00:03:31.720 --> 00:03:35.840]  去和一個非基督徒結婚的話
[00:03:35.840 --> 00:03:40.480]  這段婚姻是會非常之難來維持
[00:03:40.480 --> 00:03:44.840]  有人問靈裡面的相交究竟是怎樣的相交
[00:03:44.840 --> 00:03:48.000]  靈裡面的相交其實就好像一個三角形
[00:03:48.000 --> 00:03:52.840]  一個三角形最上高的那一角代表是神
[00:03:52.840 --> 00:03:56.880]  下面有兩隻角就代表夫妻兩個
[00:03:56.880 --> 00:03:58.360]  一人一邊
[00:03:58.360 --> 00:04:02.840]  當夫妻自己和神的關係越來越近的時候
[00:04:02.840 --> 00:04:06.440]  就會將夫妻自己的關係越拉越近
[00:04:06.440 --> 00:04:10.000]  你試一下將沿著兩邊
[00:04:10.000 --> 00:04:13.880]  從兩隻角一直向上高的那一角來移動
[00:04:13.880 --> 00:04:17.720]  你就會發覺兩邊的距離越拉越近
[00:04:17.720 --> 00:04:21.120]  這就是靈裡面的相交
[00:04:21.120 --> 00:04:24.560]  這也是原因為何信與不信
[00:04:24.560 --> 00:04:26.680]  聖經說不能同負一握
[00:04:26.680 --> 00:04:29.960]  如果你這個三角形只有一邊
[00:04:29.960 --> 00:04:33.440]  你自己和神的關係可能越拉越近
