
[00:00:00.000 --> 00:00:06.000]  大家願不願意做鷹的人生?
[00:00:06.000 --> 00:00:08.000]  又沒有什麼反應
[00:00:08.000 --> 00:00:11.000]  這麼簡單的一個問題
[00:00:11.000 --> 00:00:16.000]  你知道鷹和雞的分別在哪裏嗎?
[00:00:16.000 --> 00:00:18.000]  雞可以飛嗎?
[00:00:18.000 --> 00:00:22.000]  可以,雞飛狗走
[00:00:22.000 --> 00:00:27.000]  不過要拍拍拍,飛一會,又怎樣?
[00:00:27.000 --> 00:00:30.000]  就掉下來
[00:00:30.000 --> 00:00:34.000]  所以鷹的人生是在高天之上
[00:00:34.000 --> 00:00:38.000]  我們求神給我們有一個渴望
[00:00:38.000 --> 00:00:43.000]  就是我們的生命如鷹展翅
[00:00:43.000 --> 00:00:47.000]  不單單我們自己,我們可以和其他的鷹群
[00:00:47.000 --> 00:00:52.000]  一齊展翅在天空上
[00:00:52.000 --> 00:01:02.000]  從前有兩個人,他們得到一位智者的恩賜
[00:01:02.000 --> 00:01:10.000]  他們選擇到底誰要拿一支魚竿加上魚餌
[00:01:10.000 --> 00:01:17.000]  另一個選擇就是有一條魚,隨便他們一人選一樣
[00:01:17.000 --> 00:01:24.000]  他們兩個決定了,一個人拿著一支魚竿和魚餌
[00:01:24.000 --> 00:01:29.000]  另一個拿著一條鱸魚分到揚鵰
[00:01:29.000 --> 00:01:38.000]  拿了鱸魚的人,很快就開始煮魚來吃了
[00:01:38.000 --> 00:01:48.000]  一天又一天過去,魚就吃著吃著就沒有了
[00:01:48.000 --> 00:01:53.000]  最後就死在魚竿旁邊
[00:01:53.000 --> 00:02:01.000]  那個人拿著魚竿,拿著魚餌向大海進發
[00:02:01.000 --> 00:02:08.000]  一天又一天,他就快看到大海在前面
[00:02:08.000 --> 00:02:12.000]  但是他已經沒有力量了,因為沒有東西吃了
[00:02:12.000 --> 00:02:21.000]  所以最後他就帶著無盡的遺憾殺手人間
[00:02:21.000 --> 00:02:27.000]  兩個其實都很可惜
[00:02:27.000 --> 00:02:34.000]  後來又有兩個人得到這個智者同樣的恩賜
[00:02:34.000 --> 00:02:39.000]  一個就拿著魚竿,拿著魚餌
[00:02:39.000 --> 00:02:43.000]  另一個就拿著一條魚
[00:02:43.000 --> 00:02:50.000]  但是他們拿了之後,他們決定不分到揚鵰,不一起走
[00:02:50.000 --> 00:02:57.000]  所以他們兩個人就慢慢就煮魚來吃
[00:02:57.000 --> 00:03:00.000]  然後向大海進發
[00:03:00.000 --> 00:03:04.000]  最後他們捱到去大海的旁邊
[00:03:04.000 --> 00:03:10.000]  在那裡捉魚,然後過著捕魚的生活
[00:03:10.000 --> 00:03:15.000]  後來他們起了一些房子,那些屋子
[00:03:15.000 --> 00:03:18.000]  然後在那裡成家立業
[00:03:18.000 --> 00:03:24.000]  後來甚至做漁船,過著安康的生活
[00:03:24.000 --> 00:03:27.000]  頂尖會不同的是哪裡呢?
[00:03:27.000 --> 00:03:31.000]  不同在哪裡呢?團隊
[00:03:31.000 --> 00:03:35.000]  團隊的精神靠一個人
[00:03:35.000 --> 00:03:39.000]  有時候我們沒有辦法完成神託付給我們的工作
[00:03:39.000 --> 00:03:44.000]  在這個世代更加強調的是什麼呢?就是團隊
[00:03:44.000 --> 00:03:49.000]  所以如果你看一些大公司,一些大書局
[00:03:49.000 --> 00:03:52.000]  你會看一些領導學
[00:03:52.000 --> 00:03:55.000]  或者說團隊精神的學問
[00:03:55.000 --> 00:03:59.000]  現在真的非常多這些書
[00:03:59.000 --> 00:04:02.000]  已經不是一個獨行俠
[00:04:02.000 --> 00:04:08.000]  或者一個單打獨鬥的人可以完成神託付給我們的工作
[00:04:08.000 --> 00:04:12.000]  記不記得我們在昨晚說摩西的生平
[00:04:12.000 --> 00:04:20.000]  其實就是一個認為自己都挺了不起的人
[00:04:20.000 --> 00:04:25.000]  被神改變成為一個覺得自己沒什麼了不起
[00:04:25.000 --> 00:04:31.000]  然後了不起的神就使用這個覺得自己不是挺了不起的人
[00:04:31.000 --> 00:04:34.000]  然後成就他了不起的大事
[00:04:34.000 --> 00:04:40.000]  大家應該記得,容易不難的
[00:04:40.000 --> 00:04:43.000]  上一堂我們說過三樣東西
[00:04:43.000 --> 00:04:48.000]  一個領袖他需要有照明感
[00:04:48.000 --> 00:04:51.000]  知道他所做的是從神而來
[00:04:51.000 --> 00:04:53.000]  另外他需要有一個方向感
[00:04:53.000 --> 00:04:58.000]  他知道神託付給他的工作是要向哪裡進發
[00:04:58.000 --> 00:05:01.000]  然後他要有信念感
[00:05:01.000 --> 00:05:04.000]  將這個意象內在化
[00:05:04.000 --> 00:05:10.000]  然後從神的應許來舒緩心中的壓力
[00:05:10.000 --> 00:05:21.000]  我們將摩西帶以色列人出埃及那一段的經文記載
[00:05:21.000 --> 00:05:23.000]  我們現在濃縮了
[00:05:23.000 --> 00:05:28.000]  摩西帶著大概二百萬的以色列人
[00:05:28.000 --> 00:05:36.000]  豪豪蕩蕩的離開埃及,然後他們過了紅海,然後向曠野進發
[00:05:36.000 --> 00:05:41.000]  因為我只有四堂我要說摩西的生平
[00:05:41.000 --> 00:05:44.000]  我要說什麼呢?我要說他的使命
[00:05:44.000 --> 00:05:49.000]  我們說他的團隊,然後我要說他的傳承
[00:05:49.000 --> 00:05:53.000]  當我們要說摩西這個人
[00:05:53.000 --> 00:05:58.000]  他怎樣上位,怎樣到位,承擔了使命
[00:05:58.000 --> 00:06:02.000]  然後我們現在看看他怎樣在位和排位
[00:06:02.000 --> 00:06:08.000]  或者說各就各為,他建立了一個團隊
[00:06:08.000 --> 00:06:14.000]  所以我們在摩西的生平裏面,我們選擇了一些經文
[00:06:14.000 --> 00:06:16.000]  來和大家去討論
[00:06:16.000 --> 00:06:20.000]  摩西他帶領以色列人出埃及
[00:06:20.000 --> 00:06:24.000]  而他就是他們的領袖
[00:06:24.000 --> 00:06:28.000]  二百萬的人,很多的雜務
[00:06:28.000 --> 00:06:32.000]  很多的行政上的事情要處理
[00:06:32.000 --> 00:06:40.000]  所以大家看摩西他整個的工作的負擔是非常繁重
[00:06:40.000 --> 00:06:45.000]  今天,鼎智銘要辦一個這樣的營會
[00:06:45.000 --> 00:06:49.000]  我聽黃沐思說大概五六十人駐營
[00:06:49.000 --> 00:06:54.000]  然後晚間我們有很多的電影節目來到這裏
[00:06:54.000 --> 00:06:58.000]  其實要辦一個這樣的營會,很多雜事
[00:06:58.000 --> 00:07:04.000]  都要很多的人手,然後分配工作,大家各就各為
[00:07:04.000 --> 00:07:08.000]  更何況現在算百萬計的人
[00:07:08.000 --> 00:07:13.000]  在礦業,沒有像我們這裏有空調設備
[00:07:13.000 --> 00:07:16.000]  然後可以去包飯吃
[00:07:16.000 --> 00:07:20.000]  又有足夠的資源來供給
[00:07:20.000 --> 00:07:25.000]  他們完全是兩回事,而且人數更多
[00:07:25.000 --> 00:07:28.000]  加上礦業的路非常難行
[00:07:28.000 --> 00:07:32.000]  所以要持續,我們持續多久
[00:07:32.000 --> 00:07:36.000]  我們持續四天,他們持續了多久
[00:07:36.000 --> 00:07:38.000]  四十年
[00:07:38.000 --> 00:07:41.000]  四天捱過去很容易
[00:07:41.000 --> 00:07:47.000]  這四十年,不得了
[00:07:47.000 --> 00:07:50.000]  所以摩西其實有一個團隊
[00:07:50.000 --> 00:07:54.000]  他有哥哥阿倫,還有他叫誰?
[00:07:54.000 --> 00:07:56.000]  姐姐米利安
[00:07:56.000 --> 00:08:01.000]  這個可以說是以色列民族的三巨頭
[00:08:01.000 --> 00:08:06.000]  一個是管行政的就是摩西,一個管屬靈的大祭司就是阿倫
[00:08:06.000 --> 00:08:11.000]  另外一個是姐妹團契的主席就是米利安
[00:08:11.000 --> 00:08:17.000]  三個合在一起,但是你有將也要有兵才行
[00:08:17.000 --> 00:08:21.000]  你不只是三巨頭,你可以做得起所有的事情
[00:08:21.000 --> 00:08:28.000]  所以這些將才需要有些小將加上一些小兵
[00:08:28.000 --> 00:08:33.000]  然後才可以完成神託付的工作
[00:08:33.000 --> 00:08:36.000]  所以今天我要和大家看看摩西生平裡面
[00:08:36.000 --> 00:08:39.000]  他怎樣建立團隊
[00:08:39.000 --> 00:08:42.000]  什麼叫團隊呢?
[00:08:42.000 --> 00:08:46.000]  團隊侍奉有三個圈,很容易記的
[00:08:46.000 --> 00:08:54.000]  就是工人、工作、工隊
[00:08:54.000 --> 00:08:59.000]  工人、工作、工隊
[00:08:59.000 --> 00:09:05.000]  一句話大家就會知道什麼叫團隊侍奉
[00:09:05.000 --> 00:09:11.000]  就是工人帶領工隊完成工作
[00:09:11.000 --> 00:09:15.000]  工人帶領工隊完成工作
[00:09:15.000 --> 00:09:17.000]  我們大家一起讀好不好?
[00:09:17.000 --> 00:09:21.000]  工人、工作、工隊
[00:09:21.000 --> 00:09:23.000]  這個就是團隊侍奉
[00:09:23.000 --> 00:09:29.000]  這三樣東西是缺一不可的
[00:09:29.000 --> 00:09:33.000]  如果你有工人而沒有工作
[00:09:33.000 --> 00:09:35.000]  這個叫什麼呢?
[00:09:35.000 --> 00:09:40.000]  這個不是叫團隊,這個叫漫遊
[00:09:40.000 --> 00:09:44.000]  你在那裡毫無目的地去漫遊
[00:09:44.000 --> 00:09:51.000]  如果你有工人、有工作,這個是不是團隊呢?
[00:09:51.000 --> 00:09:55.000]  這個不是團隊,是你自己一個人單打獨鬥
[00:09:55.000 --> 00:09:58.000]  因為你沒有工隊在你的旁邊
[00:09:58.000 --> 00:10:02.000]  所以John Maxwell他說過一句話
[00:10:02.000 --> 00:10:05.000]  他說如果你以為你在領導
[00:10:05.000 --> 00:10:08.000]  我用英文讀一次
[00:10:08.000 --> 00:10:13.000]  他說If you think you are leading, but there is no one following
[00:10:13.000 --> 00:10:18.000]  then you are not leading, you are just taking a walk
[00:10:18.000 --> 00:10:23.000]  他說如果你以為你是領導,而沒有人跟著你
[00:10:23.000 --> 00:10:26.000]  你其實不是領導,你在散步
[00:10:26.000 --> 00:10:29.000]  散步可以多少人做到?
[00:10:29.000 --> 00:10:31.000]  一個人就可以
[00:10:31.000 --> 00:10:34.000]  但如果你要團隊,就要一群人
[00:10:34.000 --> 00:10:36.000]  最少有兩個人
[00:10:36.000 --> 00:10:39.000]  如果你沒有人跟著你
[00:10:39.000 --> 00:10:42.000]  那你不是建立團隊
[00:10:42.000 --> 00:10:45.000]  你自己一個人在散步
[00:10:45.000 --> 00:10:50.000]  所以摩西需要建立團隊
[00:10:50.000 --> 00:10:56.000]  我們第一個部分要看看摩西怎樣設立行政的童工
[00:10:56.000 --> 00:11:00.000]  來分配工作
[00:11:00.000 --> 00:11:08.000]  我們看這段出埃及記第十八章十三到二十七節
[00:11:08.000 --> 00:11:15.000]  避天摩西坐著審判百姓,百姓從早到晚都站在摩西的左右
[00:11:15.000 --> 00:11:20.000]  摩西的岳父看見他向百姓所做的一切事
[00:11:20.000 --> 00:11:25.000]  就說你向百姓所做的什麼事呢?
[00:11:25.000 --> 00:11:31.000]  你為什麼獨自坐著,還百姓從早到晚都站在你的左右呢?
[00:11:31.000 --> 00:11:34.000]  摩西的岳父
[00:11:34.000 --> 00:11:40.000]  摩西的岳父說
[00:11:40.000 --> 00:11:44.000]  這時因百姓到我這裡來求問神
[00:11:44.000 --> 00:11:48.000]  他們有事的時候就到我這裡來
[00:11:48.000 --> 00:11:51.000]  我便在兩座之間施行審判
[00:11:51.000 --> 00:11:54.000]  我又叫他們知道神的律例和法度
[00:11:54.000 --> 00:12:02.000]  摩西的岳父說
[00:12:02.000 --> 00:12:07.000]  你這作的不好,你或百姓都必疲憊
[00:12:07.000 --> 00:12:13.000]  因為這事太重,你獨自一人辦理不了
[00:12:13.000 --> 00:12:16.000]  摩西出埃及之後
[00:12:16.000 --> 00:12:24.000]  他一個人處理所有以色列人的行政、民事的事務
[00:12:24.000 --> 00:12:28.000]  所以岳父叫做葉織羅
[00:12:28.000 --> 00:12:38.000]  葉織羅坐在旁邊看著女婿如何處理事務
[00:12:38.000 --> 00:12:44.000]  看見她一腳踢,做獨行俠,唱獨腳戲
[00:12:44.000 --> 00:12:49.000]  將事情完全包攬在自己身上
[00:12:49.000 --> 00:12:52.000]  所以她忍不住
[00:12:52.000 --> 00:12:58.000]  葉大人忍不住,於是他開口和摩西說
[00:12:58.000 --> 00:13:03.000]  他說你為何獨自一個人擔當
[00:13:03.000 --> 00:13:06.000]  你為何獨自坐著
[00:13:06.000 --> 00:13:12.000]  然後他說你獨自一人辦理不了
[00:13:12.000 --> 00:13:17.000]  他說你做的不好
[00:13:17.000 --> 00:13:19.000]  為何不好呢?
[00:13:19.000 --> 00:13:25.000]  17節,因為對領袖不好事情太多
[00:13:25.000 --> 00:13:28.000]  然後案件堆積如山
[00:13:28.000 --> 00:13:33.000]  他從早到晚無法休息,而且永遠做不完
[00:13:33.000 --> 00:13:39.000]  你有沒有感覺過你的事情很多時候永遠都做不完
[00:13:39.000 --> 00:13:44.000]  如果你是到了這樣的地步,你就真的需要有人手
[00:13:44.000 --> 00:13:48.000]  而且對匯眾不好,對領袖不好壓力太大
[00:13:48.000 --> 00:13:56.000]  對匯眾不好執行太慢,排隊排到他可能已經落西山
[00:13:56.000 --> 00:13:59.000]  時間已經不夠了
[00:13:59.000 --> 00:14:01.000]  所以兩樣不好
[00:14:01.000 --> 00:14:08.000]  今天我覺得有很多的領袖仍然是自己一個人獨攬
[00:14:08.000 --> 00:14:12.000]  所有的事情在身上,什麼都要經過他
[00:14:12.000 --> 00:14:17.000]  不是說他不應該有權並,不應該有決策
[00:14:17.000 --> 00:14:21.000]  但是他應該學怎樣放手
[00:14:21.000 --> 00:14:25.000]  怎樣下放,將權力下放
[00:14:25.000 --> 00:14:32.000]  讓下面的人能夠起來擔當一些責任
[00:14:32.000 --> 00:14:35.000]  這個杯重不重呢?
[00:14:35.000 --> 00:14:37.000]  重不重?
[00:14:37.000 --> 00:14:40.000]  不重
[00:14:40.000 --> 00:14:43.000]  有沒有人說這個杯很重?
[00:14:43.000 --> 00:14:45.000]  應該沒有
[00:14:45.000 --> 00:14:48.000]  這個杯如果要我拿起,不難
[00:14:48.000 --> 00:14:53.000]  不過如果要我拿一個鐘,不停拿著
[00:14:53.000 --> 00:14:55.000]  可以嗎?
[00:14:55.000 --> 00:14:58.000]  可以的,一個鐘都可以
[00:14:58.000 --> 00:15:00.000]  如果兩個鐘呢?
[00:15:00.000 --> 00:15:02.000]  可以嗎?
[00:15:02.000 --> 00:15:04.000]  都可以的
[00:15:04.000 --> 00:15:09.000]  捱吧,堅持上去
[00:15:09.000 --> 00:15:13.000]  如果拿著一天,24小時又不能睡
[00:15:13.000 --> 00:15:15.000]  那就不停拿著
[00:15:15.000 --> 00:15:17.000]  怎樣?可以嗎?
[00:15:17.000 --> 00:15:19.000]  不可以
[00:15:19.000 --> 00:15:23.000]  如果拿了一個月呢?
[00:15:23.000 --> 00:15:26.000]  死也有份
[00:15:26.000 --> 00:15:31.000]  大家知道什麼叫壓力嗎?
[00:15:31.000 --> 00:15:36.000]  壓力不是這件事很重
[00:15:36.000 --> 00:15:41.000]  不是,也不是這件事我承擔不起
[00:15:41.000 --> 00:15:45.000]  有很多這件事在我身上
[00:15:45.000 --> 00:15:48.000]  不單是這一刻在我身上
[00:15:48.000 --> 00:15:50.000]  然後整天都在我身上
[00:15:50.000 --> 00:15:52.000]  然後整個月都在我身上
[00:15:52.000 --> 00:15:56.000]  然後到最後又怎樣?
[00:15:56.000 --> 00:16:00.000]  沒有了,沒有辦法承擔
[00:16:00.000 --> 00:16:02.000]  心靈壓力很重
[00:16:02.000 --> 00:16:05.000]  實質的體力也負荷不了
[00:16:05.000 --> 00:16:08.000]  所以很多人就崩潰
[00:16:08.000 --> 00:16:10.000]  就是這樣
[00:16:10.000 --> 00:16:12.000]  崩潰?
[00:16:12.000 --> 00:16:15.000]  如果弟兄姊妹你做領袖做到一個地步
[00:16:15.000 --> 00:16:19.000]  是全部都包辦在你自己的身上
[00:16:19.000 --> 00:16:24.000]  獨行俠、專權和獨裁
[00:16:24.000 --> 00:16:26.000]  在這個世代
[00:16:26.000 --> 00:16:31.000]  這種的模式已經不合時宜
[00:16:31.000 --> 00:16:33.000]  不合時宜
[00:16:33.000 --> 00:16:35.000]  所以今天我們需要在神的面前
[00:16:35.000 --> 00:16:37.000]  其實要學什麼呢?
[00:16:37.000 --> 00:16:40.000]  學建立團隊
[00:16:40.000 --> 00:16:43.000]  當我們要建立團隊的時候
[00:16:43.000 --> 00:16:46.000]  是因為體會到獨自擔當不好
[00:16:46.000 --> 00:16:51.000]  然後就要設立行政的體制
[00:16:51.000 --> 00:16:54.000]  行政的體制其實葉繹羅、葉大人
[00:16:54.000 --> 00:16:59.000]  其實很有獨特的管理學的見解
