
[00:00:00.000 --> 00:00:13.000]  我們歡迎大家在疫情平靜的日子裡聚集
[00:00:13.000 --> 00:00:18.000]  剛才Eric告訴我們今天算是聚會的一部分
[00:00:18.000 --> 00:00:34.000]  我們希望教會在這段時間裡給信徒一個信仰的重心
[00:00:34.000 --> 00:00:37.000]  如果教會害怕我們都害怕
[00:00:37.000 --> 00:00:40.000]  如果教會能夠做一個重心
[00:00:40.000 --> 00:00:44.000]  在信仰上能夠教導自己和別人能夠站穩
[00:00:44.000 --> 00:00:49.000]  我們會更加穩定
[00:00:49.000 --> 00:00:51.000]  執事主席也是這樣
[00:00:51.000 --> 00:00:53.000]  我們都應該穩定一點
[00:00:53.000 --> 00:00:55.000]  所以我們都要有道理
[00:00:55.000 --> 00:01:00.000]  今天這個題目
[00:01:00.000 --> 00:01:03.000]  我有講史蘭傳
[00:01:03.000 --> 00:01:06.000]  我都問了Eric
[00:01:06.000 --> 00:01:08.000]  我們今天來參加的
[00:01:08.000 --> 00:01:10.000]  到底包含什麼人
[00:01:10.000 --> 00:01:12.000]  講的話要深一點要淺一點
[00:01:12.000 --> 00:01:14.000]  假設你知道的多
[00:01:14.000 --> 00:01:16.000]  因為你參加主流學會知道的多一點
[00:01:16.000 --> 00:01:19.000]  或者參加團契或是教會久了之後
[00:01:19.000 --> 00:01:21.000]  你會知道的多一點
[00:01:21.000 --> 00:01:23.000]  知道的多一點的話
[00:01:23.000 --> 00:01:25.000]  有很多東西可以講
[00:01:25.000 --> 00:01:27.000]  不用再將那些假設你知道的
[00:01:27.000 --> 00:01:30.000]  但不知道的東西重新解釋
[00:01:30.000 --> 00:01:32.000]  所以今天
[00:01:32.000 --> 00:01:39.000]  你全部都知道嗎
[00:01:39.000 --> 00:01:44.000]  有些是街坊來的
[00:01:44.000 --> 00:01:47.000]  有些是我們自己會友來的
[00:01:47.000 --> 00:01:49.000]  有多少是會友呢
[00:01:49.000 --> 00:01:55.000]  有些是街坊來的
[00:01:55.000 --> 00:01:59.000]  首先我們都要有朋友
[00:01:59.000 --> 00:02:01.000]  朋友的朋友
[00:02:01.000 --> 00:02:03.000]  我們會友的朋友
[00:02:03.000 --> 00:02:05.000]  首先歡迎大家
[00:02:05.000 --> 00:02:15.000]  首先在講這個題目之前
[00:02:15.000 --> 00:02:23.000]  你近一點就看到了
[00:02:23.000 --> 00:02:27.000]  首先要解決幾個謎團
[00:02:27.000 --> 00:02:29.000]  因為在我們中國人圈子裡
[00:02:29.000 --> 00:02:31.000]  經常說基督教是洋教
[00:02:31.000 --> 00:02:36.000]  我們做新聞仔的時候都開始說
[00:02:36.000 --> 00:02:38.000]  我們父母都開始說
[00:02:38.000 --> 00:02:41.000]  聽外公外婆經常說
[00:02:41.000 --> 00:02:43.000]  金督教不要緊
[00:02:43.000 --> 00:02:45.000]  簡訊基督教是洋教
[00:02:45.000 --> 00:02:49.000]  如果你將地圖拿出來看的時候
[00:02:49.000 --> 00:02:52.000]  我們發覺到很多的說法
[00:02:52.000 --> 00:02:55.000]  我們聽了回來沒有問到詳細
[00:02:55.000 --> 00:02:58.000]  我們假設它是這樣
[00:02:58.000 --> 00:03:04.000]  我們一向都說耶穌是一個什麼人呢
[00:03:04.000 --> 00:03:06.000]  是一個猶太人
[00:03:06.000 --> 00:03:08.000]  也就是不是中國人
[00:03:08.000 --> 00:03:14.000]  你想想就算我們中國也有五十多個民族
[00:03:14.000 --> 00:03:17.000]  漢滿蒙回藏那五個大的都知道
[00:03:17.000 --> 00:03:20.000]  咦 和我們的皮膚膚色不一樣
[00:03:20.000 --> 00:03:22.000]  這些不是中國人
[00:03:22.000 --> 00:03:24.000]  誰知道他偏偏就是中國人
[00:03:24.000 --> 00:03:26.000]  他不是漢族
[00:03:26.000 --> 00:03:28.000]  但是他是藏族
[00:03:28.000 --> 00:03:30.000]  維吾爾族
[00:03:30.000 --> 00:03:33.000]  中世亞斯坦那些人
[00:03:33.000 --> 00:03:35.000]  所以你一定要想清楚
[00:03:35.000 --> 00:03:40.000]  人說的話是不是要想深一點呢
[00:03:40.000 --> 00:03:42.000]  耶穌是一個猶太人
[00:03:42.000 --> 00:03:44.000]  猶太是哪個地方呢
[00:03:44.000 --> 00:03:46.000]  猶太呢
[00:03:46.000 --> 00:03:48.000]  好料多
[00:03:49.000 --> 00:03:54.000]  猶太呢
[00:03:54.000 --> 00:03:58.000]  就是這個所謂的陸地的橋樑那裡
[00:03:58.000 --> 00:04:00.000]  這裡
[00:04:00.000 --> 00:04:02.000]  這裡是紅海
[00:04:02.000 --> 00:04:04.000]  這裡就是沙烏地阿拉伯
[00:04:04.000 --> 00:04:07.000]  整個大沙漠下面很多石油
[00:04:07.000 --> 00:04:09.000]  這邊就是埃及
[00:04:09.000 --> 00:04:10.000]  這裡是非洲
[00:04:10.000 --> 00:04:13.000]  我們通常叫這裡是北非
[00:04:13.000 --> 00:04:17.000]  你不要聽到北非就說他很落後
[00:04:17.000 --> 00:04:19.000]  但是以前的北非呢
[00:04:19.000 --> 00:04:23.000]  是一個非常文化高的地方
[00:04:23.000 --> 00:04:26.000]  特別是後面這裡有個地方叫亞歷山大
[00:04:26.000 --> 00:04:30.000]  紀念有個希臘大帝
[00:04:30.000 --> 00:04:32.000]  亞歷山大大帝建了這個城
[00:04:32.000 --> 00:04:34.000]  是一個很出名的城市
[00:04:34.000 --> 00:04:36.000]  我們說耶穌在哪裡的人呢
[00:04:36.000 --> 00:04:39.000]  是在以色列這個地方出生
[00:04:39.000 --> 00:04:40.000]  就是今天的以色列
[00:04:40.000 --> 00:04:42.000]  在猶太出生
[00:04:42.000 --> 00:04:45.000]  猶太出生跟基督教不是洋教有什麼關係呢
[00:04:45.000 --> 00:04:47.000]  我們接著問一個問題
[00:04:47.000 --> 00:04:51.000]  亞洲屬不屬於不是洋教
[00:04:51.000 --> 00:04:52.000]  因為亞洲嘛
[00:04:52.000 --> 00:04:54.000]  中國是不是屬於亞洲
[00:04:54.000 --> 00:04:57.000]  亞洲是在哪裡開始的呢
[00:04:57.000 --> 00:05:00.000]  亞洲是哪裡開始的呢
[00:05:00.000 --> 00:05:02.000]  專家鑑定
[00:05:02.000 --> 00:05:03.000]  在土耳其
[00:05:03.000 --> 00:05:05.000]  這裡是今天的土耳其
[00:05:05.000 --> 00:05:08.000]  在土耳其的東邊
[00:05:08.000 --> 00:05:10.000]  土耳其的東邊
[00:05:10.000 --> 00:05:12.000]  我們叫做小亞細亞的
[00:05:12.000 --> 00:05:14.000]  Asia Minor
[00:05:14.000 --> 00:05:15.000]  小亞細亞
[00:05:15.000 --> 00:05:18.000]  是屬於亞洲的一個部分
[00:05:18.000 --> 00:05:20.000]  那你就說
[00:05:20.000 --> 00:05:22.000]  在這個地方的人是屬於什麼人呢
[00:05:22.000 --> 00:05:24.000]  中東
[00:05:24.000 --> 00:05:27.000]  中東就屬於小亞細亞的一個部分
[00:05:27.000 --> 00:05:29.000]  所以第一你要搞清楚
[00:05:29.000 --> 00:05:30.000]  基督教是不是洋教呢
[00:05:30.000 --> 00:05:31.000]  No
[00:05:31.000 --> 00:05:33.000]  那個膚色不同的人
[00:05:33.000 --> 00:05:35.000]  但都是亞洲人
[00:05:35.000 --> 00:05:38.000]  那你說印度佛教呢
[00:05:38.000 --> 00:05:41.000]  佛教是
[00:05:41.000 --> 00:05:46.000]  是不是按錯了按鈕
[00:05:46.000 --> 00:05:51.000]  印度呢
[00:05:51.000 --> 00:05:53.000]  總要在這邊去的
[00:05:53.000 --> 00:05:55.000]  那這裡呢
[00:05:55.000 --> 00:05:59.000]  去到沙烏地阿拉伯
[00:05:59.000 --> 00:06:01.000]  再往去過的時候呢
[00:06:01.000 --> 00:06:03.000]  就是印度的subcontinent
[00:06:03.000 --> 00:06:05.000]  那所以
[00:06:05.000 --> 00:06:07.000]  都是屬於小亞細亞
[00:06:07.000 --> 00:06:08.000]  印度的北邊呢
[00:06:08.000 --> 00:06:09.000]  就是中國
[00:06:09.000 --> 00:06:11.000]  那所以屬於這個
[00:06:11.000 --> 00:06:13.000]  整個是
[00:06:13.000 --> 00:06:16.000]  小亞細亞亞洲的一個部分
[00:06:16.000 --> 00:06:18.000]  所以第一個問題
[00:06:18.000 --> 00:06:20.000]  基督教是不是一個洋教呢
[00:06:20.000 --> 00:06:22.000]  No
[00:06:22.000 --> 00:06:24.000]  那為什麼叫做中東呢
[00:06:24.000 --> 00:06:25.000]  原因呢
[00:06:25.000 --> 00:06:27.000]  你將世界地圖夾起來
[00:06:27.000 --> 00:06:29.000]  中間就是這個地方
[00:06:29.000 --> 00:06:31.000]  這裡
[00:06:31.000 --> 00:06:33.000]  這個就叫做中東
[00:06:33.000 --> 00:06:37.000]  是一個很中心的地方
[00:06:37.000 --> 00:06:39.000]  這裡就是黑海
[00:06:39.000 --> 00:06:41.000]  現在在打仗的地方
[00:06:41.000 --> 00:06:43.000]  在打仗的地方
[00:06:43.000 --> 00:06:45.000]  所以這裡是土耳其
[00:06:45.000 --> 00:06:47.000]  小亞細亞那邊
[00:06:47.000 --> 00:06:50.000]  這邊是今天的俄羅斯
[00:06:50.000 --> 00:06:52.000]  這邊下面就是
[00:06:52.000 --> 00:06:55.000]  那些中歐的國家
[00:06:55.000 --> 00:06:56.000]  東歐的國家
[00:06:56.000 --> 00:06:59.000]  歐洲這邊是東歐
[00:06:59.000 --> 00:07:00.000]  這邊是小亞細亞
[00:07:00.000 --> 00:07:01.000]  土耳其
[00:07:01.000 --> 00:07:02.000]  向東
[00:07:02.000 --> 00:07:04.000]  小亞細亞
[00:07:04.000 --> 00:07:07.000]  你看到上面有很多紅點
[00:07:07.000 --> 00:07:09.000]  有很多紅點
[00:07:09.000 --> 00:07:11.000]  那些紅點代表什麼呢
[00:07:11.000 --> 00:07:14.000]  歷史學家根據一些資料的研究
[00:07:14.000 --> 00:07:16.000]  將在第一世紀
[00:07:16.000 --> 00:07:17.000]  在第一世紀
[00:07:17.000 --> 00:07:19.000]  凡是有基督徒的地方
[00:07:19.000 --> 00:07:21.000]  給他一個紅點
[00:07:21.000 --> 00:07:24.000]  那你可以知道在第一世紀的時候
[00:07:24.000 --> 00:07:26.000]  有很多大的城市
[00:07:26.000 --> 00:07:29.000]  不是那麼大的城市裡面
[00:07:29.000 --> 00:07:32.000]  都是有基督徒在那裡
[00:07:32.000 --> 00:07:35.000]  但是早期的基督徒是什麼人呢
[00:07:35.000 --> 00:07:37.000]  多數在這個地方
[00:07:37.000 --> 00:07:39.000]  根據耶穌基督帶著他們
[00:07:39.000 --> 00:07:40.000]  十二個門徒周遊
[00:07:40.000 --> 00:07:42.000]  去傳揚福音的時候
[00:07:42.000 --> 00:07:43.000]  信了那幫人
[00:07:43.000 --> 00:07:45.000]  所以大部分早期的信徒
[00:07:45.000 --> 00:07:47.000]  都是什麼人呢
[00:07:47.000 --> 00:07:51.000]  猶太人
[00:07:51.000 --> 00:07:53.000]  我教書的時候
[00:07:53.000 --> 00:07:54.000]  很喜歡聽別人說話
[00:07:54.000 --> 00:07:56.000]  你講錯話我不會說你
[00:07:56.000 --> 00:07:58.000]  教了幾十年書都知道
[00:07:58.000 --> 00:07:59.000]  這個錯的
[00:07:59.000 --> 00:08:01.000]  不會這樣回答你
[00:08:01.000 --> 00:08:03.000]  但是我們這樣互動的過程中間
[00:08:03.000 --> 00:08:05.000]  你靠猜
[00:08:05.000 --> 00:08:06.000]  我知道你是猜的
[00:08:06.000 --> 00:08:07.000]  就猜吧
[00:08:07.000 --> 00:08:09.000]  猜一下都很好玩的
[00:08:09.000 --> 00:08:11.000]  好了
[00:08:11.000 --> 00:08:13.000]  所以你看到
[00:08:13.000 --> 00:08:17.000]  在第一世紀的
[00:08:17.000 --> 00:08:21.000]  整個羅馬帝國的版圖裡面
[00:08:21.000 --> 00:08:23.000]  羅馬帝國的版圖裡面
[00:08:23.000 --> 00:08:25.000]  凡是有紅點的地方
[00:08:25.000 --> 00:08:28.000]  當然都是有基督徒的地方
[00:08:28.000 --> 00:08:30.000]  而早期的基督徒
[00:08:30.000 --> 00:08:34.000]  大部分都是猶太人
[00:08:34.000 --> 00:08:36.000]  直到
[00:08:36.000 --> 00:08:38.000]  我們下一次會講多一點
[00:08:38.000 --> 00:08:40.000]  有一個人叫保羅
[00:08:40.000 --> 00:08:42.000]  他將福音
[00:08:42.000 --> 00:08:46.000]  由亞洲
[00:08:46.000 --> 00:08:48.000]  在這裡他就見到一個所謂
[00:08:48.000 --> 00:08:50.000]  見到一個儀仗
[00:08:50.000 --> 00:08:51.000]  見到一個人馬
[00:08:51.000 --> 00:08:52.000]  請你過來幫助我們
[00:08:52.000 --> 00:08:54.000]  那個馬其頓的儀仗
[00:08:54.000 --> 00:08:55.000]  馬其頓在哪裡呢
[00:08:55.000 --> 00:08:56.000]  就過來這邊
[00:08:56.000 --> 00:08:58.000]  去到歐洲的第一個城市
[00:08:58.000 --> 00:09:00.000]  是一個城市
[00:09:00.000 --> 00:09:02.000]  馬其頓的儀仗
[00:09:02.000 --> 00:09:04.000]  那邊是希臘半島
[00:09:04.000 --> 00:09:06.000]  這邊是巴爾幹半島
[00:09:06.000 --> 00:09:07.000]  這邊是那個圈
[00:09:07.000 --> 00:09:08.000]  意大利半島
[00:09:08.000 --> 00:09:10.000]  這邊就是歐洲的
[00:09:10.000 --> 00:09:11.000]  希臘的半島
[00:09:11.000 --> 00:09:13.000]  巴爾幹半島
[00:09:13.000 --> 00:09:15.000]  所以你發覺
[00:09:15.000 --> 00:09:17.000]  很多這些紅點
[00:09:17.000 --> 00:09:20.000]  都是早期基督徒的人數
[00:09:20.000 --> 00:09:22.000]  聚居的地方
[00:09:22.000 --> 00:09:23.000]  他們去到那個地方
[00:09:23.000 --> 00:09:24.000]  有不同的原因
[00:09:24.000 --> 00:09:26.000]  多數都是謀生的
[00:09:26.000 --> 00:09:28.000]  多數出去做生意
[00:09:28.000 --> 00:09:30.000]  在一些較為窮困的地方
[00:09:30.000 --> 00:09:32.000]  賺錢的地方
[00:09:32.000 --> 00:09:34.000]  他們就順著海路也好
[00:09:34.000 --> 00:09:36.000]  順著陸路的交通管道也好
[00:09:36.000 --> 00:09:38.000]  去到很遠的地方
[00:09:38.000 --> 00:09:40.000]  甚至去到羅馬的地方也有
[00:09:40.000 --> 00:09:42.000]  京鄰三島
[00:09:42.000 --> 00:09:44.000]  在第一世紀的時候
[00:09:44.000 --> 00:09:46.000]  一個基督徒都沒有
[00:09:46.000 --> 00:09:48.000]  一個都沒有
[00:09:48.000 --> 00:09:50.000]  這邊是西班牙
[00:09:50.000 --> 00:09:52.000]  比利時
[00:09:52.000 --> 00:09:54.000]  當日
[00:09:54.000 --> 00:09:56.000]  德國荷蘭
[00:09:56.000 --> 00:09:58.000]  這些國家都沒有
[00:09:58.000 --> 00:10:00.000]  全部都在小亞細亞
[00:10:00.000 --> 00:10:02.000]  這個地方
[00:10:02.000 --> 00:10:04.000]  信的人數很多
[00:10:04.000 --> 00:10:10.000]  這個只不過給大家一個概括的印象
[00:10:10.000 --> 00:10:12.000]  這個就是
[00:10:12.000 --> 00:10:14.000]  那個陸地的橋樑
[00:10:14.000 --> 00:10:16.000]  上面一個很窄的地方
[00:10:16.000 --> 00:10:18.000]  我將它放大
[00:10:18.000 --> 00:10:20.000]  放在這個
[00:10:20.000 --> 00:10:22.000]  這個北面我們通常叫做
[00:10:22.000 --> 00:10:24.000]  加利尼的
[00:10:24.000 --> 00:10:26.000]  這裡你可以看到四海
[00:10:26.000 --> 00:10:28.000]  現在四海就快沒有了
[00:10:28.000 --> 00:10:30.000]  因為上流沒什麼水進來
[00:10:30.000 --> 00:10:32.000]  下游的人
[00:10:32.000 --> 00:10:36.000]  就拿了四海的泥
[00:10:36.000 --> 00:10:38.000]  做了很多美容產品
[00:10:38.000 --> 00:10:40.000]  越拿越少
[00:10:40.000 --> 00:10:42.000]  沒水進來
[00:10:42.000 --> 00:10:44.000]  但這裡被泵了出來
[00:10:44.000 --> 00:10:46.000]  做美容膏
[00:10:46.000 --> 00:10:48.000]  做黑色的膏蓋
[00:10:48.000 --> 00:10:50.000]  泥
[00:10:50.000 --> 00:10:52.000]  越弄越小
[00:10:52.000 --> 00:10:54.000]  不知道過了幾年
[00:10:54.000 --> 00:10:56.000]  四海就沒有了
[00:10:56.000 --> 00:10:58.000]  為什麼會四海呢
[00:10:58.000 --> 00:11:00.000]  原因就是
[00:11:00.000 --> 00:11:02.000]  北方有一個山
[00:11:02.000 --> 00:11:04.000]  這個山上面長年積雪
[00:11:04.000 --> 00:11:06.000]  水就從融雪的時候
[00:11:06.000 --> 00:11:08.000]  水就下到加利尼海
[00:11:08.000 --> 00:11:10.000]  從加利尼海到約旦海
[00:11:10.000 --> 00:11:12.000]  到萊里雪
[00:11:12.000 --> 00:11:14.000]  所以海裡的鹽分
[00:11:14.000 --> 00:11:16.000]  礦物質
[00:11:16.000 --> 00:11:18.000]  越積越多
[00:11:18.000 --> 00:11:20.000]  變成今天的樣子
[00:11:20.000 --> 00:11:22.000]  但上流枯竭的話
[00:11:22.000 --> 00:11:24.000]  這裡就沒有了
[00:11:24.000 --> 00:11:26.000]  耶穌在加利尼海旁邊
[00:11:26.000 --> 00:11:28.000]  一個小的城市
[00:11:28.000 --> 00:11:30.000]  就叫做拿撒勒
[00:11:30.000 --> 00:11:32.000]  那裡的地方
[00:11:32.000 --> 00:11:34.000]  那裡的地方
[00:11:34.000 --> 00:11:36.000]  北面沒有寫拿撒勒
[00:11:36.000 --> 00:11:38.000]  很可惜
[00:11:38.000 --> 00:11:40.000]  這個地圖沒有拿撒勒
[00:11:40.000 --> 00:11:42.000]  只有提比利亞
[00:11:42.000 --> 00:11:44.000]  這裡有一個加利尼
[00:11:44.000 --> 00:11:46.000]  這個地方有一個
[00:11:46.000 --> 00:11:48.000]  西伯利亞
[00:11:48.000 --> 00:11:50.000]  西伯利亞是一個很出名的
[00:11:50.000 --> 00:11:52.000]  羅馬的城市
[00:11:52.000 --> 00:11:54.000]  這裡就說了
[00:11:54.000 --> 00:11:56.000]  我們怎樣界定一個羅馬城市呢
[00:11:56.000 --> 00:11:58.000]  我們說香港是一個國際的城市
[00:11:58.000 --> 00:12:00.000]  為什麼叫國際城市呢
[00:12:00.000 --> 00:12:02.000]  第一樣你可以說
[00:12:02.000 --> 00:12:04.000]  語言很多用法
[00:12:04.000 --> 00:12:06.000]  說什麼話的人都有
[00:12:06.000 --> 00:12:08.000]  但是除了語言
[00:12:08.000 --> 00:12:10.000]  還有什麼呢
[00:12:10.000 --> 00:12:12.000]  最容易認的
[00:12:12.000 --> 00:12:14.000]  食物啊
[00:12:14.000 --> 00:12:16.000]  韓國食物
[00:12:16.000 --> 00:12:18.000]  日本食物
[00:12:18.000 --> 00:12:20.000]  什麼都可以
[00:12:20.000 --> 00:12:22.000]  在食物方面
[00:12:22.000 --> 00:12:24.000]  就知道它是一個國際化的城市
[00:12:24.000 --> 00:12:26.000]  人口眾多
[00:12:26.000 --> 00:12:28.000]  但如果認古代的羅馬城市
[00:12:28.000 --> 00:12:30.000]  怎樣認呢
[00:12:30.000 --> 00:12:32.000]  它有幾樣東西很出名
[00:12:32.000 --> 00:12:34.000]  第一一定有個戲院
[00:12:34.000 --> 00:12:36.000]  戲院不是我們放電影的戲院
[00:12:36.000 --> 00:12:38.000]  是那些開放空間
[00:12:38.000 --> 00:12:40.000]  坐一些石椅
[00:12:40.000 --> 00:12:42.000]  在伊山建築
[00:12:42.000 --> 00:12:44.000]  將椅子
[00:12:44.000 --> 00:12:46.000]  伸到伊山
[00:12:46.000 --> 00:12:48.000]  然後中間有個
[00:12:48.000 --> 00:12:50.000]  大表演的場地
[00:12:50.000 --> 00:12:52.000]  那裡可以看戲
[00:12:52.000 --> 00:12:54.000]  做劇的表演
[00:12:54.000 --> 00:12:56.000]  或者做運動場
[00:12:56.000 --> 00:12:58.000]  在裡面比賽
[00:12:58.000 --> 00:13:00.000]  你會看過前幾年有套劇
[00:13:00.000 --> 00:13:02.000]  叫格鬥士
[00:13:02.000 --> 00:13:04.000]  Gladiators
[00:13:04.000 --> 00:13:06.000]  就是那些地方表演
[00:13:06.000 --> 00:13:08.000]  大家彼此互相廝殺
[00:13:08.000 --> 00:13:10.000]  殺到血淋淋
[00:13:10.000 --> 00:13:12.000]  跟野獸打架
[00:13:12.000 --> 00:13:14.000]  等等
[00:13:14.000 --> 00:13:16.000]  你去到一個城市看到
[00:13:16.000 --> 00:13:18.000]  一定是羅馬的城市
[00:13:18.000 --> 00:13:20.000]  羅馬人很喜歡這東西
[00:13:20.000 --> 00:13:22.000]  第二樣有什麼呢
[00:13:22.000 --> 00:13:24.000]  一定要有個洗澡的地方
[00:13:24.000 --> 00:13:26.000]  那個洗澡的地方
[00:13:26.000 --> 00:13:28.000]  實際上
[00:13:28.000 --> 00:13:30.000]  是他們
[00:13:30.000 --> 00:13:32.000]  聊天交流的地方
[00:13:32.000 --> 00:13:34.000]  這是古代的文化
[00:13:34.000 --> 00:13:36.000]  和我們現在的文化
[00:13:36.000 --> 00:13:38.000]  不一樣的地方
[00:13:38.000 --> 00:13:40.000]  很多年前有套戲
[00:13:40.000 --> 00:13:42.000]  近來也有套戲
[00:13:42.000 --> 00:13:44.000]  說俄羅斯人很喜歡一起洗澡
[00:13:44.000 --> 00:13:46.000]  黑社會大頭子
[00:13:46.000 --> 00:13:48.000]  除光了
