
[00:00:00.000 --> 00:00:06.000]  我相信大家在香港來得久都知道什麼是升級
[00:00:06.000 --> 00:00:13.000]  升級就是升級 升格 升質素等等的意思
[00:00:13.000 --> 00:00:17.000]  所以今天聖經裡面我上次和大家分享過了
[00:00:17.000 --> 00:00:20.000]  有七千多項應許 這輩子都講不完的了
[00:00:20.000 --> 00:00:22.000]  所以一直和大家講一些新的
[00:00:22.000 --> 00:00:24.000]  為什麼這次會講彼得後書呢
[00:00:24.000 --> 00:00:28.000]  因為我自己一直都是用每天讀經識二
[00:00:28.000 --> 00:00:31.000]  現在讀經識二剛剛讀完了彼得後書
[00:00:31.000 --> 00:00:36.000]  所以和大家分享從彼得後書其中一個段落裡面
[00:00:36.000 --> 00:00:39.000]  來看一下究竟上帝給了什麼應許我們呢
[00:00:39.000 --> 00:00:45.000]  今天和大家分享的就是彼得後書第一章第三至第十一節
[00:00:45.000 --> 00:00:51.000]  神的神能已將一切關乎生命和虔敬的事賜給我們
[00:00:51.000 --> 00:00:57.000]  皆因我們認識那用自己榮耀和美德照我們的主
[00:00:57.000 --> 00:01:02.000]  因此他已將又寶貴又極大的應許賜給我們
[00:01:02.000 --> 00:01:07.000]  叫我們既脫離世上情慾來的敗壞
[00:01:07.000 --> 00:01:10.000]  就得與神的聖情有份
[00:01:10.000 --> 00:01:14.000]  正因這緣故你們要分外的殷勤
[00:01:14.000 --> 00:01:17.000]  有了信心又要加上德行
[00:01:17.000 --> 00:01:19.000]  有了德行又要加上知識
[00:01:19.000 --> 00:01:22.000]  有了知識又要加上節制
[00:01:22.000 --> 00:01:24.000]  有了節制又要加上忍耐
[00:01:24.000 --> 00:01:27.000]  有了忍耐又要加上虔敬
[00:01:27.000 --> 00:01:30.000]  有了虔敬又要加上愛弟兄的心
[00:01:30.000 --> 00:01:34.000]  有了愛弟兄的心又要加上愛眾人的心
[00:01:34.000 --> 00:01:37.000]  你們若充充足足的有這幾樣
[00:01:37.000 --> 00:01:43.000]  就必使你們在認識我們的主耶穌基督上
[00:01:43.000 --> 00:01:46.000]  不至於閒懶不結果之了
[00:01:46.000 --> 00:01:48.000]  人若沒有這幾樣
[00:01:48.000 --> 00:01:51.000]  就算眼下只看見近處的
[00:01:51.000 --> 00:01:54.000]  忘了他舊日的罪已經得了潔淨
[00:01:54.000 --> 00:01:57.000]  所以弟兄們應當更加殷勤
[00:01:57.000 --> 00:02:02.000]  使你們所蒙的恩兆和簡選堅定不移
[00:02:02.000 --> 00:02:06.000]  你們若行這幾樣就永不失腳
[00:02:06.000 --> 00:02:09.000]  這樣必叫你們豐豐富富的
[00:02:09.000 --> 00:02:15.000]  得以進入我們主救主耶穌基督永遠的國
[00:02:15.000 --> 00:02:19.000]  主耶穌讓我們今天有機會思想上帝的應許
[00:02:19.000 --> 00:02:22.000]  其實這段落裡包含了好幾個應許
[00:02:22.000 --> 00:02:25.000]  所以我只說其中一個
[00:02:25.000 --> 00:02:31.000]  其中一個就是叫我們豐豐富富的進入上帝的國
[00:02:31.000 --> 00:02:34.000]  我們不是剛剛
[00:02:34.000 --> 00:02:38.000]  有時我們在想像究竟我們信耶穌
[00:02:38.000 --> 00:02:40.000]  信什麼呢
[00:02:40.000 --> 00:02:46.000]  有一次有一個大學選校花
[00:02:46.000 --> 00:02:50.000]  一群美女出來鬥美
[00:02:50.000 --> 00:02:53.000]  解釋為什麼要選我的時候
[00:02:53.000 --> 00:02:56.000]  每個人都說我這麼美為什麼不選我
[00:02:56.000 --> 00:03:01.000]  後來其中一個參選的女子就出來
[00:03:01.000 --> 00:03:05.000]  她的樣貌就平平普普通通
[00:03:05.000 --> 00:03:10.000]  大家都覺得她很大膽
[00:03:10.000 --> 00:03:16.000]  那位參選的女子的宣言是這樣說
[00:03:16.000 --> 00:03:19.000]  如果今天投我一票
[00:03:19.000 --> 00:03:21.000]  選到我做校花
[00:03:21.000 --> 00:03:23.000]  過幾年之後
[00:03:23.000 --> 00:03:25.000]  或者你談戀愛
[00:03:25.000 --> 00:03:28.000]  或者你結了婚
[00:03:28.000 --> 00:03:30.000]  有機會遇到我的時候
[00:03:30.000 --> 00:03:33.000]  你就可以告訴你的男朋友或者你的丈夫
[00:03:33.000 --> 00:03:37.000]  你看看這個就是當年的校花
[00:03:37.000 --> 00:03:39.000]  你看看我美她多少
[00:03:39.000 --> 00:03:45.000]  結果這個樣貌平凡的女子就高票當選
[00:03:45.000 --> 00:03:51.000]  人怎樣能夠可以突出或者得勝呢
[00:03:51.000 --> 00:03:53.000]  認識是很重要
[00:03:53.000 --> 00:03:56.000]  如果這個普通樣貌的女子
[00:03:56.000 --> 00:04:01.000]  只知道她自己是一個很普通樣貌的女子
[00:04:01.000 --> 00:04:07.000]  她是不會有這個勇氣來參加這次的校花選舉
[00:04:07.000 --> 00:04:10.000]  但她有的不是知識
[00:04:10.000 --> 00:04:12.000]  她有的是認識
[00:04:12.000 --> 00:04:14.000]  她認識她自己的弱點
[00:04:14.000 --> 00:04:18.000]  她也都認識周圍的人的心態
[00:04:18.000 --> 00:04:20.000]  透過一種的認識
[00:04:20.000 --> 00:04:23.000]  就是說將她的知識和經驗
[00:04:23.000 --> 00:04:26.000]  和各樣其他的質素合併了之後
[00:04:26.000 --> 00:04:30.000]  她就將她的弱點成為了強項
[00:04:30.000 --> 00:04:35.000]  而在這個選舉中脫穎而出
[00:04:35.000 --> 00:04:38.000]  有時候我們不一定是最強的那個
[00:04:38.000 --> 00:04:40.000]  有時候你會發覺聖經裡面
[00:04:40.000 --> 00:04:44.000]  上帝用的人往往不是最強的那個
[00:04:44.000 --> 00:04:46.000]  你想一下大衛怎樣打贏哥利亞
[00:04:46.000 --> 00:04:49.000]  我們覺得這個簡直是神話故事
[00:04:49.000 --> 00:04:52.000]  我們講聖經的時候就講到眉飛色舞
[00:04:52.000 --> 00:04:55.000]  到你看到哥利亞的時候就走近頭
[00:04:55.000 --> 00:04:57.000]  我想告訴大家知道
[00:04:57.000 --> 00:04:58.000]  我不會看低你的
[00:04:58.000 --> 00:05:01.000]  因為是全個以色列民族只有一個大衛
[00:05:01.000 --> 00:05:04.000]  全部都走了
[00:05:04.000 --> 00:05:07.000]  所以如果你說我都走近一部分
[00:05:07.000 --> 00:05:10.000]  不需要太過看低他
[00:05:10.000 --> 00:05:12.000]  因為其實如果我們走得慢
[00:05:12.000 --> 00:05:14.000]  只不過是走得慢
[00:05:14.000 --> 00:05:17.000]  都不過是五十步少百步
[00:05:17.000 --> 00:05:19.000]  在聖經裡面
[00:05:19.000 --> 00:05:22.000]  很多時候我們有一種誤會
[00:05:22.000 --> 00:05:24.000]  我們以為信了耶穌
[00:05:24.000 --> 00:05:26.000]  就是為了進入天堂
[00:05:26.000 --> 00:05:29.000]  這個是其中一個很重要
[00:05:29.000 --> 00:05:31.000]  我們信耶穌的原因
[00:05:31.000 --> 00:05:34.000]  但是其實在上帝的心意裡面
[00:05:34.000 --> 00:05:37.000]  如果說信了耶穌就不用去地獄了
[00:05:37.000 --> 00:05:38.000]  就不用搞那麼多東西了
[00:05:38.000 --> 00:05:40.000]  弄了QPON就搞定
[00:05:40.000 --> 00:05:42.000]  是不是
[00:05:42.000 --> 00:05:44.000]  拿著QPON在後面看著
[00:05:44.000 --> 00:05:46.000]  你做了決定之後
[00:05:46.000 --> 00:05:49.000]  你就有特權可以進入天堂
[00:05:49.000 --> 00:05:50.000]  搞定了
[00:05:50.000 --> 00:05:53.000]  一板紙就已經搞定了
[00:05:53.000 --> 00:05:55.000]  為什麼要整本聖經呢
[00:05:55.000 --> 00:05:57.000]  因為上帝的心意
[00:05:57.000 --> 00:06:03.000]  就不是等我們剛剛脫離破產
[00:06:03.000 --> 00:06:05.000]  用我這樣形容
[00:06:05.000 --> 00:06:07.000]  我們未信耶穌之前
[00:06:07.000 --> 00:06:09.000]  我們全部都是負資產
[00:06:09.000 --> 00:06:12.000]  剛才主席領我們祈禱的時候
[00:06:12.000 --> 00:06:16.000]  我們都說多謝上帝赦免我們的罪
[00:06:16.000 --> 00:06:18.000]  請我們要留意一件事
[00:06:18.000 --> 00:06:22.000]  我們除非真的感受到
[00:06:22.000 --> 00:06:24.000]  我特別強調那個感受
[00:06:24.000 --> 00:06:26.000]  知道不夠的有時
[00:06:26.000 --> 00:06:30.000]  感受到我們是一個
[00:06:30.000 --> 00:06:32.000]  在上帝面前十惡不赦的人
[00:06:32.000 --> 00:06:35.000]  否則其實我們不是很知道
[00:06:35.000 --> 00:06:37.000]  什麼叫赦免我們的罪
[00:06:37.000 --> 00:06:40.000]  如果大家試過有一次
[00:06:40.000 --> 00:06:43.000]  不經意犯了交通條例
