
[00:00:00.000 --> 00:00:04.640]  各位大兄姐妹 平安
[00:00:04.640 --> 00:00:06.220]  今天分享的講題是
[00:00:06.220 --> 00:00:08.980]  《馬可不下的耶穌》第三講
[00:00:08.980 --> 00:00:12.220]  耶穌工作的開始
[00:00:12.220 --> 00:00:17.660]  耶穌在哪裡開始祂的侍奉 祂的工作呢?
[00:00:17.660 --> 00:00:20.940]  我們今天會集中思考兩節聖經
[00:00:20.940 --> 00:00:24.860]  記載在《馬可福音》一章14-15節
[00:00:24.860 --> 00:00:26.100]  經文是這樣說的
[00:00:26.100 --> 00:00:29.700]  約翰下監以後 耶穌來到加利利
[00:00:29.700 --> 00:00:31.700]  宣講神的福音
[00:00:31.700 --> 00:00:35.980]  說:日期滿了 神的國近了
[00:00:35.980 --> 00:00:39.220]  你們要悔改信福音
[00:00:39.220 --> 00:00:42.100]  我不知道有多少朋友
[00:00:42.100 --> 00:00:44.220]  在上一次的福音主日
[00:00:44.220 --> 00:00:47.580]  和我們一起做了缺志的祈禱
[00:00:47.580 --> 00:00:49.420]  我知道一定有
[00:00:49.420 --> 00:00:51.260]  我也收到一些回應
[00:00:51.260 --> 00:00:53.500]  是關於當他缺志之後
[00:00:53.500 --> 00:00:55.260]  其實他也問我
[00:00:55.260 --> 00:00:58.780]  「女傳道有些什麼我們初信了的
[00:00:58.780 --> 00:01:02.340]  我上次說的屬靈的嬰兒可以做些什麼呢?」
[00:01:02.340 --> 00:01:06.300]  其中一樣就是建議他們讀聖經
[00:01:06.300 --> 00:01:09.780]  今天就用一種叫做
[00:01:09.780 --> 00:01:13.060]  《釋經講道》的方法和大家分享
[00:01:13.060 --> 00:01:14.780]  什麼叫《釋經講道》呢?
[00:01:14.780 --> 00:01:17.220]  我開始接觸的時候就在神學院
[00:01:17.220 --> 00:01:20.740]  牧師就教我們其中一種講道方法
[00:01:20.740 --> 00:01:22.500]  就叫做《釋經講道》
[00:01:22.500 --> 00:01:23.580]  什麼意思呢?
[00:01:23.580 --> 00:01:24.900]  就是我經常和大家說
[00:01:24.900 --> 00:01:27.980]  在聖經里我們挖深一點
[00:01:27.980 --> 00:01:32.580]  因為不只是停留在字面表面的意思
[00:01:32.580 --> 00:01:36.780]  而是說如何去認識到聖經更深入一點
[00:01:36.780 --> 00:01:40.780]  其中一個方法就是當遇到地方名的時候
[00:01:40.780 --> 00:01:43.540]  我們能夠挖深一點
[00:01:43.540 --> 00:01:46.460]  去認識那個地方其實是什麼
[00:01:46.460 --> 00:01:50.500]  所以今天很明顯在《馬學福音》里
[00:01:50.500 --> 00:01:51.540]  就是和我們說
[00:01:51.540 --> 00:01:55.420]  關於提到耶穌來到加里尼
[00:01:55.420 --> 00:01:57.020]  如果當我問大家
