
[00:00:00.000 --> 00:00:05.400]  各位大姐姐妹 各位朋友 你們好
[00:00:05.400 --> 00:00:07.840]  歡迎大家參加我們三藩市報道會
[00:00:07.840 --> 00:00:09.840]  網上的五堂熟拜
[00:00:09.840 --> 00:00:12.720]  今天我們繼續思想希伯來書的信息
[00:00:12.720 --> 00:00:14.720]  我們去到希伯來書第九章
[00:00:14.720 --> 00:00:16.720]  十五節至二十二節
[00:00:16.720 --> 00:00:19.600]  題目叫做「若不流血」
[00:00:19.600 --> 00:00:23.440]  請我們首先低頭我們同心一同的禱告
[00:00:23.440 --> 00:00:25.840]  慈悲人啊天父 我們多謝你
[00:00:25.840 --> 00:00:27.680]  你為我們的罪惡義員顧
[00:00:27.680 --> 00:00:30.400]  捨身流血救贖我們
[00:00:30.400 --> 00:00:33.200]  求你讓我們存著一個謙卑的心
[00:00:33.200 --> 00:00:34.960]  去聆聽你的話語
[00:00:34.960 --> 00:00:37.520]  並且在你的話語裏面能夠得著
[00:00:37.520 --> 00:00:40.480]  造就你與我們同在
[00:00:40.480 --> 00:00:41.600]  我們這樣的祈禱
[00:00:41.600 --> 00:00:43.520]  乃是奉耶穌基督的名求
[00:00:43.520 --> 00:00:45.280]  阿們
[00:00:45.280 --> 00:00:49.680]  我曾經和弟兄姊妹去以色列旅行
[00:00:49.680 --> 00:00:52.480]  印象最深的就是
[00:00:52.480 --> 00:00:54.080]  以色列有三多
[00:00:54.080 --> 00:00:56.080]  第一是石多
[00:00:56.080 --> 00:00:58.080]  有很多大石、小石
[00:00:58.080 --> 00:00:59.520]  整個山都是石
[00:00:59.520 --> 00:01:01.920]  整個城市都是石
[00:01:01.920 --> 00:01:04.160]  真的非常非常多
[00:01:04.160 --> 00:01:06.480]  第二就是圍牆多
[00:01:06.480 --> 00:01:09.120]  有舊的圍牆、有新的圍牆
[00:01:09.120 --> 00:01:12.000]  有高的圍牆、有矮的圍牆
[00:01:12.000 --> 00:01:14.240]  很多很多圍牆
[00:01:14.240 --> 00:01:16.320]  第三就是洞多
