
[00:00:00.000 --> 00:00:04.000]  好 各位姐妹早晨
[00:00:04.000 --> 00:00:06.000]  在我凌定主道的意思
[00:00:06.000 --> 00:00:08.000]  讓我們先一齊心低頭禱告
[00:00:08.000 --> 00:00:10.000]  讓我愛主愛主神
[00:00:10.000 --> 00:00:11.000]  天父我多謝你
[00:00:11.000 --> 00:00:13.000]  讓我們能夠再次有生命有氣息
[00:00:13.000 --> 00:00:15.000]  來到你的身前
[00:00:15.000 --> 00:00:17.000]  在敬拜的裏面
[00:00:17.000 --> 00:00:19.000]  不單歐哥重贊
[00:00:19.000 --> 00:00:21.000]  並且有你的算話的啟示
[00:00:21.000 --> 00:00:24.000]  讓我們能夠更加準確地掌握
[00:00:24.000 --> 00:00:26.000]  上主你的心思意念
[00:00:26.000 --> 00:00:28.000]  讓我們可以看到
[00:00:28.000 --> 00:00:30.000]  我們願意求恩主你怎樣帶領
[00:00:30.000 --> 00:00:32.000]  每一個屬你的子民
[00:00:32.000 --> 00:00:34.000]  能夠在真理的上
[00:00:34.000 --> 00:00:36.000]  能夠去怎樣生根建造
[00:00:36.000 --> 00:00:38.000]  我們懇求恩主你的帶領
[00:00:38.000 --> 00:00:40.000]  無論在上線下線的
[00:00:40.000 --> 00:00:42.000]  每一個弟兄姐妹
[00:00:42.000 --> 00:00:44.000]  都讓我們能夠在
[00:00:44.000 --> 00:00:46.000]  我們所處的環境裏面
[00:00:46.000 --> 00:00:48.000]  作合神心意的見證
[00:00:48.000 --> 00:00:50.000]  禱告奉靠
[00:00:50.000 --> 00:00:52.000]  主耶穌也得勝為名至其合
[00:00:52.000 --> 00:00:54.000]  Amen
[00:00:54.000 --> 00:00:56.000]  我認識有一對夫婦
[00:00:56.000 --> 00:00:58.000]  他們經常吵架
[00:00:58.000 --> 00:01:00.000]  一天到晚都在吵架
[00:01:00.000 --> 00:01:02.000]  於是怎樣呢
[00:01:02.000 --> 00:01:04.000]  其中一方
[00:01:04.000 --> 00:01:06.000]  他就去
[00:01:06.000 --> 00:01:08.000]  每一次嘗試
[00:01:08.000 --> 00:01:10.000]  跟他的配偶說
[00:01:10.000 --> 00:01:12.000]  你要提出的理由
[00:01:12.000 --> 00:01:14.000]  或者你提出的事情
[00:01:14.000 --> 00:01:16.000]  其實都沒有什麼理由
[00:01:16.000 --> 00:01:18.000]  你可不可以去
[00:01:18.000 --> 00:01:20.000]  真心思想想
[00:01:20.000 --> 00:01:22.000]  但是不說又是可
[00:01:22.000 --> 00:01:24.000]  說了之後
[00:01:24.000 --> 00:01:26.000]  火上加油
[00:01:26.000 --> 00:01:28.000]  對方就再罵兩聲
[00:01:28.000 --> 00:01:32.000]  其中一方
[00:01:32.000 --> 00:01:34.000]  勸導的他看到
[00:01:34.000 --> 00:01:36.000]  在這樣的情況下
[00:01:36.000 --> 00:01:38.000]  既然再說都沒有什麼改變
[00:01:38.000 --> 00:01:40.000]  既然對方
[00:01:40.000 --> 00:01:42.000]  每次都要爭取勝利
[00:01:42.000 --> 00:01:44.000]  於是他就下了
[00:01:44.000 --> 00:01:46.000]  一個這樣的決定
[00:01:46.000 --> 00:01:48.000]  以後每次對方
[00:01:48.000 --> 00:01:50.000]  說什麼
[00:01:50.000 --> 00:01:52.000]  他都任由他說
[00:01:52.000 --> 00:01:54.000]  希望
[00:01:54.000 --> 00:01:56.000]  即使
[00:01:56.000 --> 00:01:58.000]  勉得雙和氣
[00:01:58.000 --> 00:02:00.000]  但在這個做法裏
[00:02:00.000 --> 00:02:02.000]  最後造成了一個現象
[00:02:02.000 --> 00:02:04.000]  就是
[00:02:04.000 --> 00:02:06.000]  其中一方
[00:02:06.000 --> 00:02:08.000]  經常都要爭拗
[00:02:08.000 --> 00:02:10.000]  他反而就認為
[00:02:10.000 --> 00:02:12.000]  他自己贏了所有
[00:02:12.000 --> 00:02:14.000]  這個關係
[00:02:14.000 --> 00:02:16.000]  但他卻不知道
[00:02:16.000 --> 00:02:18.000]  他輸了他的婚姻
[00:02:18.000 --> 00:02:20.000]  和配偶對他的愛意
[00:02:20.000 --> 00:02:22.000]  認識一個員工
[00:02:22.000 --> 00:02:24.000]  在一個公司裏
[00:02:24.000 --> 00:02:26.000]  可以說是公司的
[00:02:26.000 --> 00:02:28.000]  靈魂人物
[00:02:28.000 --> 00:02:30.000]  因為他所認識的
[00:02:30.000 --> 00:02:32.000]  技術可以說是
[00:02:32.000 --> 00:02:34.000]  那間公司裏
[00:02:34.000 --> 00:02:36.000]  沒有別的可以認識
[00:02:36.000 --> 00:02:38.000]  於是這個人
[00:02:38.000 --> 00:02:40.000]  就有了這樣的想法
[00:02:40.000 --> 00:02:42.000]  在公司越做得久的時候
[00:02:42.000 --> 00:02:44.000]  他就以為
[00:02:44.000 --> 00:02:46.000]  這間公司沒有他
[00:02:46.000 --> 00:02:48.000]  就搞不定
[00:02:48.000 --> 00:02:50.000]  而他的上司
[00:02:50.000 --> 00:02:52.000]  也要聽他的說話
[00:02:52.000 --> 00:02:54.000]  如果他不做好他的工作
[00:02:54.000 --> 00:02:56.000]  可能連他的
[00:02:56.000 --> 00:02:58.000]  上司也可能
[00:02:58.000 --> 00:03:00.000]  連工作也沒有
[00:03:00.000 --> 00:03:02.000]  當他很得意
[00:03:02.000 --> 00:03:04.000]  忘形的時候
[00:03:04.000 --> 00:03:06.000]  誰不知
[00:03:06.000 --> 00:03:08.000]  當經濟轉差
[00:03:08.000 --> 00:03:10.000]  公司真的要去到
[00:03:10.000 --> 00:03:12.000]  做裁員的工作的時候
[00:03:12.000 --> 00:03:14.000]  所有的
[00:03:14.000 --> 00:03:16.000]  管理層第一樣
[00:03:16.000 --> 00:03:18.000]  想到的
[00:03:18.000 --> 00:03:20.000]  就是要將這個技術員
[00:03:20.000 --> 00:03:22.000]  辭退
[00:03:22.000 --> 00:03:24.000]  因為他在公司
[00:03:24.000 --> 00:03:26.000]  說話太多
[00:03:26.000 --> 00:03:28.000]  也以為沒有他
[00:03:28.000 --> 00:03:30.000]  不行
[00:03:30.000 --> 00:03:32.000]  於是整間公司裁員
[00:03:32.000 --> 00:03:34.000]  當中只裁這個人
[00:03:34.000 --> 00:03:36.000]  沒有裁其他人
[00:03:36.000 --> 00:03:38.000]  因為他是公司
[00:03:38.000 --> 00:03:40.000]  最高的技術人員
[00:03:40.000 --> 00:03:42.000]  所以被裁所節省的
[00:03:42.000 --> 00:03:44.000]  那份工資
[00:03:44.000 --> 00:03:46.000]  沒有給其他同事
[00:03:46.000 --> 00:03:48.000]  可以繼續和這間公司
[00:03:48.000 --> 00:03:50.000]  共赴難關
[00:03:50.000 --> 00:03:52.000]  上面我所提出的
[00:03:52.000 --> 00:03:54.000]  這兩個耳熟能詳的
[00:03:54.000 --> 00:03:56.000]  例子
[00:03:56.000 --> 00:03:58.000]  我相信
[00:03:58.000 --> 00:04:00.000]  每一天在這個世界裏
[00:04:00.000 --> 00:04:02.000]  不斷上演
[00:04:02.000 --> 00:04:04.000]  接下來
[00:04:04.000 --> 00:04:06.000]  下星期
[00:04:06.000 --> 00:04:08.000]  明天
[00:04:08.000 --> 00:04:10.000]  美國有一個新的總統
[00:04:10.000 --> 00:04:12.000]  現在大家都很擔心
[00:04:12.000 --> 00:04:14.000]  在美國總統
[00:04:14.000 --> 00:04:16.000]  新上任之後
[00:04:16.000 --> 00:04:18.000]  發生的
[00:04:18.000 --> 00:04:20.000]  一件事
[00:04:20.000 --> 00:04:22.000]  不是加拿大被加關稅
[00:04:22.000 --> 00:04:24.000]  最擔心的
[00:04:24.000 --> 00:04:26.000]  就是
[00:04:26.000 --> 00:04:28.000]  會不會有一個
[00:04:28.000 --> 00:04:30.000]  現在的新任
[00:04:30.000 --> 00:04:32.000]  總統
[00:04:32.000 --> 00:04:34.000]  身邊的一個紅人
[00:04:34.000 --> 00:04:36.000]  功高蓋主
[00:04:36.000 --> 00:04:38.000]  而造成了一個
[00:04:38.000 --> 00:04:40.000]  更大的破壞
[00:04:40.000 --> 00:04:42.000]  在這個世界
[00:04:42.000 --> 00:04:44.000]  這個正正被我們看到
[00:04:44.000 --> 00:04:46.000]  在這個世界上
[00:04:46.000 --> 00:04:48.000]  很多時候有很多人
[00:04:48.000 --> 00:04:50.000]  以為自己很了不得
[00:04:50.000 --> 00:04:52.000]  但其實
[00:04:52.000 --> 00:04:54.000]  最大的問題
[00:04:54.000 --> 00:04:56.000]  可能就是
[00:04:56.000 --> 00:04:58.000]  因為你的存在
[00:04:58.000 --> 00:05:00.000]  導致有更大的危機
[00:05:00.000 --> 00:05:02.000]  所以廣東人
[00:05:02.000 --> 00:05:04.000]  有一句說話
[00:05:04.000 --> 00:05:06.000]  人怕熊
[00:05:06.000 --> 00:05:08.000]  豬怕肥
[00:05:08.000 --> 00:05:10.000]  為什麼?
[00:05:10.000 --> 00:05:12.000]  (怕出名)
[00:05:12.000 --> 00:05:14.000]  一樣
[00:05:14.000 --> 00:05:16.000]  人怕出名 豬怕肥
[00:05:16.000 --> 00:05:18.000]  為什麼?
[00:05:18.000 --> 00:05:20.000]  因為當人越來越覺得
[00:05:20.000 --> 00:05:22.000]  自己很了不起的時候
[00:05:22.000 --> 00:05:24.000]  要宰割
[00:05:24.000 --> 00:05:26.000]  那個對象
[00:05:26.000 --> 00:05:28.000]  正正就是你
[00:05:28.000 --> 00:05:30.000]  而這個情況
[00:05:30.000 --> 00:05:32.000]  卻是發生在
[00:05:32.000 --> 00:05:34.000]  整個世界人類的歷史裏
[00:05:34.000 --> 00:05:36.000]  包括
[00:05:36.000 --> 00:05:38.000]  這群我們今天會看的
[00:05:38.000 --> 00:05:40.000]  經文去陷害
[00:05:40.000 --> 00:05:42.000]  耶穌的人
[00:05:42.000 --> 00:05:44.000]  其實他們都以為自己
[00:05:44.000 --> 00:05:46.000]  很了不起
[00:05:46.000 --> 00:05:48.000]  甚至他們是贏了
[00:05:48.000 --> 00:05:50.000]  但卻是在
[00:05:50.000 --> 00:05:52.000]  最後我們所了解到
[00:05:52.000 --> 00:05:54.000]  輸的
[00:05:54.000 --> 00:05:56.000]  正正就是這群人
[00:05:56.000 --> 00:05:58.000]  所以今天和大家一起分享的一個
[00:05:58.000 --> 00:06:00.000]  講道題目叫做
[00:06:00.000 --> 00:06:02.000]  一群全盛的輸家
[00:06:04.000 --> 00:06:06.000]  他們以為自己全勝
[00:06:06.000 --> 00:06:08.000]  但卻是最後
[00:06:08.000 --> 00:06:10.000]  輸的
[00:06:10.000 --> 00:06:12.000]  就是他們這群人
[00:06:12.000 --> 00:06:14.000]  不如我們一起去看這段聖經
[00:06:14.000 --> 00:06:16.000]  在馬太福音第27章
[00:06:16.000 --> 00:06:18.000]  第24節
[00:06:18.000 --> 00:06:20.000]  至第31節
[00:06:20.000 --> 00:06:22.000]  一起打開之後我們一起讀
[00:06:22.000 --> 00:06:24.000]  這段聖經不是太長
[00:06:24.000 --> 00:06:26.000]  一起讀
[00:06:26.000 --> 00:06:28.000]  使我們更加認識這段經文的內容
[00:06:28.000 --> 00:06:30.000]  一起打開
[00:06:30.000 --> 00:06:32.000]  馬太福音27章24至31節
[00:06:32.000 --> 00:06:34.000]  比拉多見說也無濟於事
[00:06:34.000 --> 00:06:36.000]  反要生亂
[00:06:36.000 --> 00:06:38.000]  就拿水在眾人面前洗手
[00:06:38.000 --> 00:06:40.000]  說
[00:06:40.000 --> 00:06:42.000]  流者二人的血
[00:06:42.000 --> 00:06:44.000]  罪不在我
[00:06:44.000 --> 00:06:46.000]  你們成當吧
[00:06:46.000 --> 00:06:48.000]  眾人都回答說
[00:06:48.000 --> 00:06:50.000]  他的血歸到我們和我們子孫身上
[00:06:50.000 --> 00:06:52.000]  於是比拉多釋放巴拉巴及他們
[00:06:52.000 --> 00:06:54.000]  把耶穌鞭打臉
[00:06:54.000 --> 00:06:56.000]  然後把他們的血
[00:06:56.000 --> 00:06:58.000]  流到他們的身上
[00:06:58.000 --> 00:07:00.000]  然後把他們的血
[00:07:00.000 --> 00:07:02.000]  把耶穌鞭打了
[00:07:02.000 --> 00:07:04.000]  教級人釘十字架
[00:07:04.000 --> 00:07:06.000]  巡撫的兵
[00:07:06.000 --> 00:07:08.000]  就把耶穌帶來衙門
[00:07:08.000 --> 00:07:10.000]  調全營的兵
[00:07:10.000 --> 00:07:12.000]  都聚集在他那裡
[00:07:12.000 --> 00:07:14.000]  他們給他脫了衣服
[00:07:14.000 --> 00:07:16.000]  穿上一件
[00:07:16.000 --> 00:07:18.000]  珠紅色袍子
[00:07:18.000 --> 00:07:20.000]  用荊棘編造冠冕
[00:07:20.000 --> 00:07:22.000]  戴在他頭上
[00:07:22.000 --> 00:07:24.000]  那根位子放在他右手裡
[00:07:24.000 --> 00:07:26.000]  跪在他面前
[00:07:26.000 --> 00:07:28.000]  戲弄他
[00:07:28.000 --> 00:07:30.000]  說:恭喜
[00:07:30.000 --> 00:07:32.000]  猶太人的王
[00:07:32.000 --> 00:07:34.000]  猶兔躺沒在他臉上
[00:07:34.000 --> 00:07:36.000]  拿位子打他的頭
[00:07:36.000 --> 00:07:38.000]  戲弄完了
[00:07:38.000 --> 00:07:40.000]  就給他脫了袍子
[00:07:40.000 --> 00:07:42.000]  仍穿上他自己的衣服
[00:07:42.000 --> 00:07:44.000]  帶他出去
