
[00:00:00.000 --> 00:00:02.000]  各位頂智會平安
[00:00:02.000 --> 00:00:03.000]  感謝神
[00:00:03.000 --> 00:00:06.000]  雖然我們不能和頂智會一同回到教會
[00:00:06.000 --> 00:00:07.000]  一同敬拜
[00:00:07.000 --> 00:00:10.000]  但是神給我們仍然有機會在家中
[00:00:10.000 --> 00:00:12.000]  在線上來敬拜
[00:00:12.000 --> 00:00:13.000]  我們再次同心
[00:00:13.000 --> 00:00:14.000]  我們祈禱
[00:00:14.000 --> 00:00:16.000]  仰望上帝引導我們
[00:00:16.000 --> 00:00:18.000]  我們的主
[00:00:18.000 --> 00:00:19.000]  我們的神
[00:00:19.000 --> 00:00:23.000]  你是各位配得一切稱讚
[00:00:23.000 --> 00:00:24.000]  尊榮
[00:00:24.000 --> 00:00:26.000]  讚美的上帝
[00:00:26.000 --> 00:00:28.000]  主是你曾經為我們祈禱
[00:00:28.000 --> 00:00:31.000]  主是你曾創造生命
[00:00:31.000 --> 00:00:33.000]  亦都拯救生命
[00:00:33.000 --> 00:00:36.000]  今次我們能夠被稱為神的兒女
[00:00:36.000 --> 00:00:38.000]  是何等大的福氣
[00:00:38.000 --> 00:00:41.000]  主我們敬拜你
[00:00:41.000 --> 00:00:43.000]  因為你的慈愛上達諸天
[00:00:43.000 --> 00:00:46.000]  你的信實直到窮艙
[00:00:46.000 --> 00:00:48.000]  我們都經歷了
[00:00:48.000 --> 00:00:50.000]  主啊幫助我們
[00:00:50.000 --> 00:00:52.000]  讓我們心上存感恩的心
[00:00:52.000 --> 00:00:54.000]  知道每一天你都去敬拜你
[00:00:54.000 --> 00:00:55.000]  去跟隨你
[00:00:55.000 --> 00:00:57.000]  知道按著你當得的敬畏
[00:00:57.000 --> 00:01:01.000]  你都獻上心中的敬拜和尊崇
[00:01:01.000 --> 00:01:03.000]  主我們今天在你面前
[00:01:03.000 --> 00:01:05.000]  你都去敬拜你
[00:01:05.000 --> 00:01:06.000]  雖然在家中
[00:01:06.000 --> 00:01:08.000]  但主啊求你幫我們
[00:01:08.000 --> 00:01:13.000]  以念誠實的將尊貴榮耀獻呈給你
[00:01:13.000 --> 00:01:16.000]  亦都靠著你能夠不受干擾
[00:01:16.000 --> 00:01:18.000]  可以專心的
[00:01:18.000 --> 00:01:20.000]  你都去尋求你的面
[00:01:20.000 --> 00:01:22.000]  主啊求你賜下你的聖靈
[00:01:22.000 --> 00:01:24.000]  無論你身在哪個地方
[00:01:24.000 --> 00:01:27.000]  主啊你引導我們的心
[00:01:27.000 --> 00:01:29.000]  感動我們的心
[00:01:29.000 --> 00:01:31.000]  讓我們更加的知道
[00:01:31.000 --> 00:01:35.000]  你是那位配得一切的尊榮的上帝
[00:01:35.000 --> 00:01:38.000]  我們就更知道在生活行為上
[00:01:38.000 --> 00:01:40.000]  以我們的生活
[00:01:40.000 --> 00:01:41.000]  以我們所作的事情
[00:01:41.000 --> 00:01:43.000]  獻上祭品
[00:01:43.000 --> 00:01:45.000]  作為對你的敬拜
[00:01:45.000 --> 00:01:46.000]  求你施恩
[00:01:46.000 --> 00:01:47.000]  帶領我們這段時間
[00:01:47.000 --> 00:01:50.000]  讓我們一同在你面前蒙恩
[00:01:50.000 --> 00:01:52.000]  我們感謝仰望奉主耶穌
[00:01:52.000 --> 00:01:54.000]  承明祈求
[00:01:54.000 --> 00:01:55.000]  阿們
[00:01:55.000 --> 00:01:59.000]  今天和大家一起思想的
[00:01:59.000 --> 00:02:02.000]  是聖經裏面提到的歷代至上
[00:02:02.000 --> 00:02:07.000]  是他們怎樣一齊來重建對神的敬拜
[00:02:07.000 --> 00:02:11.000]  亦都是怎樣大家和人人一起侍奉
[00:02:11.000 --> 00:02:15.000]  一起將侍奉的生命傳承下去
[00:02:15.000 --> 00:02:19.000]  我想提就是我剛剛
[00:02:19.000 --> 00:02:24.000]  昨天我去買了一些蓮花
[00:02:24.000 --> 00:02:25.000]  很快新年了
[00:02:25.000 --> 00:02:27.000]  大家都有些準備
[00:02:27.000 --> 00:02:29.000]  我突然發現原來蓮花當中
[00:02:29.000 --> 00:02:32.000]  有一種花是我很少見到的
[00:02:32.000 --> 00:02:34.000]  就是向日葵
[00:02:34.000 --> 00:02:36.000]  我買了兩枝回家
[00:02:36.000 --> 00:02:41.000]  發覺向日葵花的花的框
[00:02:41.000 --> 00:02:43.000]  是非常粗壯的
[00:02:43.000 --> 00:02:45.000]  我拿起上手的時候
[00:02:45.000 --> 00:02:47.000]  發覺很沉重
[00:02:47.000 --> 00:02:48.000]  應該不是沉重
[00:02:48.000 --> 00:02:49.000]  是很重
[00:02:49.000 --> 00:02:54.000]  而且發覺是很茁壯、粗壯的一種花
[00:02:54.000 --> 00:02:57.000]  我想起一件往事
[00:02:57.000 --> 00:02:59.000]  一件事是很久以前
[00:02:59.000 --> 00:03:01.000]  在中國內地的時候
[00:03:01.000 --> 00:03:03.000]  有機會去到一些農村的地方
[00:03:03.000 --> 00:03:06.000]  走著走著突然間見到一大片的
[00:03:06.000 --> 00:03:08.000]  一些向日葵的花袍
[00:03:08.000 --> 00:03:11.000]  很多向日葵
[00:03:11.000 --> 00:03:13.000]  但是令我驚訝的就是
[00:03:13.000 --> 00:03:16.000]  這些向日葵花是非常之大、高
[00:03:16.000 --> 00:03:18.000]  差不多像我那麼高
[00:03:18.000 --> 00:03:24.000]  而且向日葵的花面是一尺直徑有多
[00:03:24.000 --> 00:03:26.000]  我一直看的時候
[00:03:26.000 --> 00:03:30.000]  發覺無數的向日葵花在我面前
[00:03:30.000 --> 00:03:34.000]  我很欣賞這些栽種
[00:03:34.000 --> 00:03:38.000]  我發覺不是一些現代化的農莊設施
[00:03:38.000 --> 00:03:41.000]  即是一個很原野的一片田地
[00:03:41.000 --> 00:03:43.000]  在栽種這些花
[00:03:43.000 --> 00:03:47.000]  但是每一朵花都是很茁壯地成長
[00:03:47.000 --> 00:03:50.000]  但是它們都有一個很明顯的共通點
[00:03:50.000 --> 00:03:54.000]  就是這些向日葵都是向著太陽生長
[00:03:54.000 --> 00:03:59.000]  每一個花朵的方向都真的向著太陽
[00:03:59.000 --> 00:04:02.000]  當時太陽我都看到那種情況
[00:04:02.000 --> 00:04:05.000]  我心裏面有一個很深刻的印象
[00:04:05.000 --> 00:04:09.000]  就是向日葵能夠茁壯成長
[00:04:09.000 --> 00:04:14.000]  因為它向著太陽、向著陽光
[00:04:14.000 --> 00:04:19.000]  我就想到在很多我們基督徒的人生生命裏面
[00:04:19.000 --> 00:04:22.000]  我們都很盼望我們的生命能夠成長
[00:04:22.000 --> 00:04:24.000]  但要能夠成長
[00:04:24.000 --> 00:04:29.000]  基督徒的生命必定持定向準神的心
[00:04:29.000 --> 00:04:34.000]  是單單敬拜神、單單是侍奉神
[00:04:34.000 --> 00:04:37.000]  這個是你和我人生的方向
[00:04:38.000 --> 00:04:41.000]  你人生是每一天所做的事情
[00:04:41.000 --> 00:04:44.000]  成為對主的敬拜、對祂的侍奉
[00:04:44.000 --> 00:04:48.000]  亦都在你頂尖一同敬拜上帝的時候
[00:04:48.000 --> 00:04:51.000]  你的心就好像向日葵那樣向準主
[00:04:51.000 --> 00:04:54.000]  而你領受祂給你的生命的恩惠
[00:04:54.000 --> 00:04:56.000]  可以茁壯地成長
[00:04:56.000 --> 00:05:00.000]  我想我們教會很多年都一直說
[00:05:00.000 --> 00:05:04.000]  就是我們的教會首要的使命
[00:05:04.000 --> 00:05:13.000]  就是要去敬拜神和見證傳道、見證報道
[00:05:13.000 --> 00:05:16.000]  在過程當中我們都同時說
[00:05:16.000 --> 00:05:20.000]  兩者之間仍然是敬拜神是我們首要的使命
[00:05:20.000 --> 00:05:27.000]  在一切之上我們仍然以敬拜我們的主為我們生命的首要關注
[00:05:27.000 --> 00:05:31.000]  我們想在一件事情
[00:05:31.000 --> 00:05:34.000]  就是在關於復興和敬拜的事情上
[00:05:34.000 --> 00:05:36.000]  我想回到一件事情
[00:05:36.000 --> 00:05:38.000]  就是大家一定會記得
[00:05:38.000 --> 00:05:40.000]  當主耶穌在抗日裏面
[00:05:40.000 --> 00:05:43.000]  來到去面對著撒旦的試探的時候
[00:05:43.000 --> 00:05:46.000]  當時撒旦用很多方式來試探主
[00:05:46.000 --> 00:05:49.000]  去到最後一個終極的試探
[00:05:49.000 --> 00:05:52.000]  撒旦將主帶到高山
[00:05:52.000 --> 00:05:56.000]  然後將萬國和萬國的榮華指給他看
[00:05:56.000 --> 00:05:58.000]  然後你記得
[00:05:58.000 --> 00:06:01.000]  撒旦就說如果你拜我
