
[00:00:00.000 --> 00:00:02.000]  今天我們一起來思考一段聖經
[00:00:02.000 --> 00:00:11.000]  我們請聖經約翰福音第一章43到48節
[00:00:11.000 --> 00:00:17.000]  約翰福音第一章43到48節
[00:00:17.000 --> 00:00:20.000]  是不是印在程序表上
[00:00:20.000 --> 00:00:23.000]  這麼容易找到的就大家一起讀
[00:00:23.000 --> 00:00:24.000]  預備起
[00:00:24.000 --> 00:00:52.000]  (朗讀)
[00:00:52.000 --> 00:01:01.000]  (朗讀)
[00:01:01.000 --> 00:01:26.000]  (朗讀)
[00:01:26.000 --> 00:01:30.000]  今天的題目叫什麼
[00:01:30.000 --> 00:01:32.000]  什麼是真以色列人
[00:01:32.000 --> 00:01:35.000]  我想問你是什麼人
[00:01:35.000 --> 00:01:41.000]  中國人
[00:01:41.000 --> 00:01:45.000]  加拿大人
[00:01:45.000 --> 00:01:52.000]  香港人
[00:01:52.000 --> 00:01:58.000]  大概都是這麼多
[00:01:58.000 --> 00:02:04.000]  有時我們用血統來說我們是什麼人
[00:02:04.000 --> 00:02:09.000]  有時我們用原居地來說我們是什麼人
[00:02:09.000 --> 00:02:14.000]  有時我們透過國籍來說我們是什麼人
[00:02:14.000 --> 00:02:17.000]  剛才有人說你是中國人
[00:02:17.000 --> 00:02:19.000]  有人說你是香港人
[00:02:19.000 --> 00:02:20.000]  有人說你是加拿大人
[00:02:20.000 --> 00:02:23.000]  有人說你是香港來的加拿大人
[00:02:23.000 --> 00:02:29.000]  越說越複雜 香港來到加拿大移民的華人
[00:02:29.000 --> 00:02:32.000]  還可以數下去
[00:02:32.000 --> 00:02:36.000]  如果有一天有人走過來問你
[00:02:36.000 --> 00:02:39.000]  你是什麼人 剛才有人說我是中國人
[00:02:39.000 --> 00:02:42.000]  我就可以問你 你是不是真中國人
[00:02:42.000 --> 00:02:49.000]  不是 多謝反應這麼快
[00:02:49.000 --> 00:02:53.000]  但是不是剛才說自己是中國人的那個港人
[00:02:53.000 --> 00:03:01.000]  中國人又不等於是中華人民共和國人
[00:03:01.000 --> 00:03:04.000]  又分得出來
[00:03:04.000 --> 00:03:07.000]  又不是中華民國人
[00:03:07.000 --> 00:03:10.000]  有一次有一個挺大的笑話
[00:03:10.000 --> 00:03:16.000]  就是有一個朋友有一個政客去到一個中華人民共和國的活動
[00:03:16.000 --> 00:03:21.000]  就說我們今天慶祝中華民國的
[00:03:21.000 --> 00:03:25.000]  很笨的 搞錯了
[00:03:25.000 --> 00:03:30.000]  你的身份搞不定都很離譜
[00:03:30.000 --> 00:03:34.000]  不單止離譜 還要用好戲
[00:03:34.000 --> 00:03:39.000]  當耶穌見到拿彈葉來
[00:03:39.000 --> 00:03:41.000]  說什麼呢
[00:03:41.000 --> 00:03:44.000]  就指著他說
[00:03:44.000 --> 00:03:46.000]  看看吧
[00:03:46.000 --> 00:03:49.000]  那就是叫周圍的人
[00:03:49.000 --> 00:03:51.000]  因為耶穌身邊經常有人
[00:03:51.000 --> 00:03:56.000]  看看吧 這是真以色列人
[00:03:56.000 --> 00:04:01.000]  對拿彈葉來說身份重要嗎
[00:04:01.000 --> 00:04:05.000]  例如我問你 剛才說我是加拿大人
[00:04:05.000 --> 00:04:09.000]  那你是不是真加拿大人
[00:04:09.000 --> 00:04:12.000]  那你拿什麼出來證明你的身份呢
[00:04:12.000 --> 00:04:15.000]  拿護照嗎
[00:04:15.000 --> 00:04:19.000]  又是又不是
[00:04:19.000 --> 00:04:23.000]  加拿大這個名字可以解釋
[00:04:23.000 --> 00:04:27.000]  傳說
[00:04:27.000 --> 00:04:31.000]  一開始踏足加拿大的人士
[00:04:31.000 --> 00:04:35.000]  就見到本地的土著就問這裡是哪裡
[00:04:35.000 --> 00:04:38.000]  那就Canada
[00:04:38.000 --> 00:04:42.000]  Canada
[00:04:42.000 --> 00:04:45.000]  Canada是什麼意思呢
[00:04:45.000 --> 00:04:47.000]  有人解作國樓
[00:04:47.000 --> 00:04:49.000]  有人解作鄉村
[00:04:49.000 --> 00:04:52.000]  有人解作定居之所
[00:04:52.000 --> 00:04:55.000]  Settlement
[00:04:55.000 --> 00:04:59.000]  所以我們全部都是鄉下的
[00:04:59.000 --> 00:05:01.000]  Village
[00:05:01.000 --> 00:05:04.000]  因為加拿大是鄉村的意思
[00:05:04.000 --> 00:05:06.000]  所以我們全部都是鄉下的
[00:05:06.000 --> 00:05:12.000]  所以我們回到香港就被人叫做加剷
[00:05:12.000 --> 00:05:17.000]  當然了 加剷這個名字有典故
[00:05:17.000 --> 00:05:19.000]  來自一套電視劇
[00:05:19.000 --> 00:05:23.000]  那套電視劇叫做《忘記了》
[00:05:23.000 --> 00:05:26.000]  我們只記得那個阿剷
[00:05:26.000 --> 00:05:31.000]  所有事情都有典故
[00:05:31.000 --> 00:05:35.000]  以色列人這個名字有典故
[00:05:35.000 --> 00:05:38.000]  不是一聲無令百事爆出來的
[00:05:38.000 --> 00:05:41.000]  以色列人是哪裡來的
[00:05:41.000 --> 00:05:44.000]  以色列人是誰的後裔呢
[00:05:44.000 --> 00:05:52.000]  以色列人是誰的後裔呢
[00:05:52.000 --> 00:05:56.000]  這麼猶豫 要翻主學
[00:05:56.000 --> 00:05:58.000]  特別是杜創世基
[00:05:58.000 --> 00:06:00.000]  有人說以色列人是阿巴拉罕的後裔
[00:06:00.000 --> 00:06:01.000]  一定沒錯的
[00:06:01.000 --> 00:06:05.000]  亞當的後裔都還可以
[00:06:05.000 --> 00:06:10.000]  嚴格來說是雅各的後裔
[00:06:10.000 --> 00:06:12.000]  是不是
[00:06:12.000 --> 00:06:13.000]  很有趣的
[00:06:13.000 --> 00:06:15.000]  這裡說什麼呢
[00:06:15.000 --> 00:06:16.000]  拿丹葉對耶穌說
[00:06:16.000 --> 00:06:18.000]  你怎麼知道我呢
[00:06:18.000 --> 00:06:19.000]  知道他什麼呢
[00:06:19.000 --> 00:06:22.000]  知道他是真以色列人
[00:06:22.000 --> 00:06:25.000]  以色列這個名字本身很有趣
[00:06:25.000 --> 00:06:27.000]  以色列是來自雅各
[00:06:27.000 --> 00:06:31.000]  最有名的就是鬼咋
[00:06:31.000 --> 00:06:34.000]  很有趣的
[00:06:34.000 --> 00:06:36.000]  出生的時候
[00:06:36.000 --> 00:06:40.000]  我都不明白為什麼一個嬰兒會拉著
[00:06:40.000 --> 00:06:43.000]  哥哥的腳出生
[00:06:43.000 --> 00:06:45.000]  我都沒想像得到
[00:06:45.000 --> 00:06:48.000]  因為大家如果生過嬰兒的
[00:06:48.000 --> 00:06:50.000]  看過太太生嬰兒的都知道
[00:06:50.000 --> 00:06:52.000]  頭出先
[00:06:52.000 --> 00:06:55.000]  為什麼手出先呢
[00:06:55.000 --> 00:06:57.000]  但是聖經就是這樣記載
[00:06:57.000 --> 00:06:59.000]  自從那時候開始
[00:06:59.000 --> 00:07:01.000]  雅各就叫做雅各
[00:07:01.000 --> 00:07:03.000]  雅各的名字的意思不是奸詐
[00:07:03.000 --> 00:07:05.000]  是爸爸媽媽看到這麼有趣
[00:07:05.000 --> 00:07:07.000]  拉著哥哥的腳出生
[00:07:07.000 --> 00:07:09.000]  就叫做鬼咋
[00:07:09.000 --> 00:07:11.000]  雅各就是爪
[00:07:11.000 --> 00:07:14.000]  於是他就從小時候
[00:07:14.000 --> 00:07:17.000]  拿著哥哥的腳踭出生開始
[00:07:17.000 --> 00:07:19.000]  做紅豆湯
[00:07:19.000 --> 00:07:21.000]  拿了長子的名分
[00:07:21.000 --> 00:07:24.000]  披著皮毛
[00:07:24.000 --> 00:07:26.000]  騙了長子的祝福
[00:07:26.000 --> 00:07:29.000]  到他外父拉班那裡
[00:07:29.000 --> 00:07:32.000]  騙光他的羊
[00:07:32.000 --> 00:07:34.000]  我到現在都不明白
[00:07:34.000 --> 00:07:36.000]  為什麼插幾支東西會變了
[00:07:36.000 --> 00:07:38.000]  大家將來有機會試試
[00:07:38.000 --> 00:07:42.000]  他最厲害的是什麼呢
[00:07:42.000 --> 00:07:44.000]  就是洗咋
[00:07:44.000 --> 00:07:47.000]  為什麼會變成以色列呢
[00:07:47.000 --> 00:07:49.000]  到他要逃走
[00:07:49.000 --> 00:07:51.000]  他逃走都很厲害
[00:07:51.000 --> 00:07:54.000]  帶著一堆子女
[00:07:54.000 --> 00:07:56.000]  連同老婆子女
[00:07:56.000 --> 00:07:58.000]  還有一堆很多的牛羊
[00:07:58.000 --> 00:08:00.000]  回鄉這樣逃走
[00:08:00.000 --> 00:08:02.000]  逃走通常
[00:08:02.000 --> 00:08:04.000]  我認識很多越南的朋友
[00:08:04.000 --> 00:08:06.000]  不要說兩箱東西
[00:08:06.000 --> 00:08:08.000]  兩箱東西拿來給那些人
[00:08:08.000 --> 00:08:10.000]  之後自己可以逃得掉
[00:08:10.000 --> 00:08:12.000]  最好要逃跑
[00:08:12.000 --> 00:08:14.000]  不要帶那麼多東西
[00:08:14.000 --> 00:08:16.000]  雅各都算厲害
[00:08:16.000 --> 00:08:18.000]  走的時候帶著一大堆人
