
[00:00:00.000 --> 00:00:06.240]  今日的經課是《馬太福音》十四章
[00:00:06.240 --> 00:00:14.200]  我選了這三十節最短的幾句說話來做今天的題目
[00:00:14.200 --> 00:00:21.680]  其實我很想將十四章中幾個重要的功課放在大家面前
[00:00:21.680 --> 00:00:27.440]  在風雨飄搖的時候我們到底應該做些什麼
[00:00:27.440 --> 00:00:32.360]  在聽到噩耗淋到我們親愛的同工身上的時候
[00:00:32.360 --> 00:00:34.720]  我們應該怎樣做
[00:00:34.720 --> 00:00:39.080]  耶穌基督的先鋒 施洗的約翰
[00:00:39.080 --> 00:00:41.280]  其實都是他的表親
[00:00:41.280 --> 00:00:43.280]  他就被人砍了頭
[00:00:43.280 --> 00:00:46.240]  這個消息傳到耶穌的耳中
[00:00:46.240 --> 00:00:49.760]  耶穌聽到了 他怎樣做呢
[00:00:49.760 --> 00:00:55.360]  就上船從那裡獨自退到野地
[00:00:55.360 --> 00:00:58.120]  有這麼可怕的消息的時候
[00:00:58.120 --> 00:01:04.800]  耶穌他需要的是繼續親近他的天父
[00:01:04.800 --> 00:01:09.440]  不過他想這樣的安靜都被打擾了
[00:01:09.440 --> 00:01:13.120]  因為很多人聽見就追蹤著他
[00:01:13.120 --> 00:01:17.760]  耶穌看到有這麼多人來就憐憫他們
[00:01:17.760 --> 00:01:21.840]  可見我們的主他事常都是以別人優先
[00:01:21.840 --> 00:01:24.480]  以父的事為念
[00:01:24.480 --> 00:01:32.320]  他知道自己也有機會遭遇到這個欺辱的危害
[00:01:32.320 --> 00:01:35.840]  但是他在這一切的環境裡面
[00:01:35.840 --> 00:01:40.800]  他仍然是珍惜那個空間
[00:01:40.800 --> 00:01:42.320]  親愛的兄弟姐妹
[00:01:42.320 --> 00:01:47.280]  我們今天都有這個不可被褫奪的空間
[00:01:47.280 --> 00:01:49.280]  我們今天最需要的
[00:01:49.440 --> 00:01:57.440]  都不是任何一種太快速或太自我
[00:01:57.440 --> 00:01:59.920]  靠人力的一種行動
[00:01:59.920 --> 00:02:05.120]  我們什麼時候都需要在天父的面前
[00:02:05.120 --> 00:02:07.680]  來安靜、親近他
[00:02:07.680 --> 00:02:09.440]  不是說我們不做事
[00:02:09.440 --> 00:02:14.320]  不是說我們是所謂用很世俗的說話來說
[00:02:14.320 --> 00:02:17.520]  就是做一個很佛系的人
[00:02:17.520 --> 00:02:19.120]  什麼都不做
[00:02:19.120 --> 00:02:20.720]  不用做什麼都不做
[00:02:20.720 --> 00:02:22.160]  只要祈禱就行了
[00:02:22.160 --> 00:02:24.880]  我想我們所注重的不是這一種
[00:02:24.880 --> 00:02:28.400]  但是我們必須不可以忽略
[00:02:28.400 --> 00:02:31.280]  耶穌基督的榜樣
[00:02:31.280 --> 00:02:34.640]  祂是獨自去禱告
[00:02:34.640 --> 00:02:40.800]  雖然祂這個退到野地去禱告的場合
[00:02:40.800 --> 00:02:43.200]  都被干擾了
[00:02:43.200 --> 00:02:47.680]  因為有其他人的需要來到祂的面前
[00:02:47.680 --> 00:02:50.160]  祂就治好他們的病
[00:02:50.160 --> 00:02:53.440]  然後到天色漸暗的時候
[00:02:53.440 --> 00:02:55.680]  滿肚提醒耶穌
[00:02:55.680 --> 00:02:58.880]  「散會吧主啊!叫他們走吧!」
[00:02:58.880 --> 00:03:01.840]  耶穌說「不用叫他們走
[00:03:01.840 --> 00:03:04.960]  你們給他們吃吧!」
[00:03:04.960 --> 00:03:10.640]  主耶穌掛念的是人各方面的需要
[00:03:10.640 --> 00:03:12.320]  治好他們的病
[00:03:12.320 --> 00:03:14.800]  治好他們的肚子
[00:03:14.800 --> 00:03:18.720]  當然祂行了五餅二魚的神蹟
[00:03:18.720 --> 00:03:22.640]  然後祂就催促滿道上船
[00:03:22.640 --> 00:03:24.880]  「你們先過去!」
[00:03:24.880 --> 00:03:31.680]  耶穌始終都要珍惜祂獨自上山禱告的那段時間
[00:03:31.680 --> 00:03:32.720]  親愛的兄弟姐妹
[00:03:32.720 --> 00:03:36.960]  或者我們在這個忙碌的現代生活裡面
[00:03:36.960 --> 00:03:41.360]  我們這個現代人其實忙碌到永遠在線
[00:03:41.360 --> 00:03:44.160]  在線到痴痴地線
[00:03:44.160 --> 00:03:47.040]  我們永遠都拿著手機
[00:03:47.040 --> 00:03:49.600]  你們有沒有見過地鐵的人呢?
[00:03:49.600 --> 00:03:51.520]  不知道你是不是其中一個呢?
[00:03:51.520 --> 00:03:54.000]  就是在扶手梯的時候
[00:03:54.000 --> 00:03:56.080]  其實很多時候都不扶的
[00:03:56.080 --> 00:03:59.040]  但一定有這隻手在這裡
[00:03:59.040 --> 00:04:02.000]  我懷疑將來我們考古的人
[00:04:02.000 --> 00:04:06.960]  以為我們這一代的人的結構是這樣的
[00:04:06.960 --> 00:04:09.120]  我們永遠在線
[00:04:09.120 --> 00:04:13.920]  但其實我們最重要的真的有天上的在線
[00:04:13.920 --> 00:04:15.760]  不要忘記
[00:04:15.760 --> 00:04:17.280]  無論多忙
[00:04:17.280 --> 00:04:18.640]  無論多亂
[00:04:18.640 --> 00:04:20.880]  世界的風雨多大
[00:04:20.880 --> 00:04:22.880]  我們其實最需要的
[00:04:22.880 --> 00:04:28.400]  都是來獨自一人親近天父
[00:04:28.400 --> 00:04:30.000]  沒有了這個空間
[00:04:30.000 --> 00:04:33.040]  沒有了這個人神之間的交往
[00:04:33.040 --> 00:04:35.600]  沒有了這種親近
[00:04:35.600 --> 00:04:39.920]  我們的生命是很容易倒塌的
[00:04:39.920 --> 00:04:44.720]  我記得那時候看一本講道的書
[00:04:44.720 --> 00:04:46.560]  講道的書就說
[00:04:46.560 --> 00:04:51.680]  為什麼有些人讀讀神學會不相信呢?
[00:04:51.680 --> 00:04:53.920]  有些人講講道
[00:04:53.920 --> 00:04:56.880]  為什麼生命會倒塌呢?
[00:04:56.880 --> 00:04:58.880]  那本書的作者就說
[00:04:58.880 --> 00:05:06.320]  因為他們忽略了獨自親近神的時間
[00:05:06.320 --> 00:05:09.840]  或者我們今天其中一個要學的功課
[00:05:09.840 --> 00:05:14.720]  就是主耶穌獨自上山去禱告
[00:05:14.720 --> 00:05:18.240]  到了晚上只有祂一人在難
[00:05:18.240 --> 00:05:20.720]  那是不是要上山呀?
[00:05:20.720 --> 00:05:23.760]  是不是一定要有一個很私人的空間呀?
[00:05:23.760 --> 00:05:27.600]  也許那個形式不是最重要吧
[00:05:27.600 --> 00:05:29.360]  也許最重要的還是
[00:05:29.360 --> 00:05:33.200]  我們到底有沒有闖開我們的生命
[00:05:33.200 --> 00:05:38.480]  是真的在神的面前驚心妒忌
[00:05:38.480 --> 00:05:40.240]  那門徒上了船
[00:05:40.240 --> 00:05:44.240]  就來到我們今天重點的那一句
[00:05:44.240 --> 00:05:50.240]  船在海中因風不順被浪搖撼
[00:05:50.240 --> 00:05:52.240]  船飄來飄去
[00:05:52.240 --> 00:05:54.240]  浪打來的時候
[00:05:54.240 --> 00:05:56.640]  船幾乎要沉
[00:05:56.640 --> 00:05:59.440]  而且在海中
[00:05:59.440 --> 00:06:02.240]  當這個風浪逆風
[00:06:02.240 --> 00:06:05.920]  當這個風浪令你進退不得的時候
[00:06:05.920 --> 00:06:07.920]  那種困境其實很笨拙
[00:06:07.920 --> 00:06:09.440]  我不知道你有沒有試過
[00:06:09.440 --> 00:06:13.040]  我沒多久之前有人在六級風的時候
[00:06:13.040 --> 00:06:16.480]  邀請我去爬直立板
[00:06:16.480 --> 00:06:20.320]  這把連紀爬直立板已經很容易
[00:06:20.320 --> 00:06:22.320]  又不凹又不板
[00:06:22.320 --> 00:06:24.320]  而且是這樣的風
[00:06:24.320 --> 00:06:27.120]  結果就說不行了
[00:06:27.120 --> 00:06:28.480]  我們還是要上岸
[00:06:28.480 --> 00:06:29.600]  怎麼上岸呀?
[00:06:29.600 --> 00:06:32.880]  是去到一個壩位
[00:06:32.880 --> 00:06:36.880]  將海和那個
[00:06:36.880 --> 00:06:38.160]  總之那個
[00:06:38.160 --> 00:06:40.960]  好像淡水湖的那些壩
[00:06:40.960 --> 00:06:42.320]  就是靠過去
[00:06:42.320 --> 00:06:44.000]  靠過去的時候
[00:06:44.000 --> 00:06:45.600]  浪一下子
[00:06:45.600 --> 00:06:48.320]  將直立板蓋到我的頭頂
[00:06:48.320 --> 00:06:50.640]  我人在直立板之下
[00:06:50.640 --> 00:06:53.440]  頭就蓋在水裡
[00:06:53.440 --> 00:06:55.200]  幸好沒有吸水
[00:06:55.200 --> 00:06:56.800]  不過眼鏡一聲
[00:06:56.800 --> 00:06:59.040]  是配了沒多久很貴的
[00:06:59.040 --> 00:07:00.320]  就沉下去
[00:07:00.320 --> 00:07:01.920]  我後來說不如我們回去前
[00:07:01.920 --> 00:07:04.480]  不過到今天都沒有回去
[00:07:04.480 --> 00:07:09.120]  就是砰一聲
[00:07:09.120 --> 00:07:10.560]  很害怕
[00:07:10.560 --> 00:07:13.920]  我想門徒那時候的困境真的很大
[00:07:13.920 --> 00:07:16.240]  除了這個船不順
[00:07:16.240 --> 00:07:19.200]  是進退兩難的時候
[00:07:19.200 --> 00:07:20.240]  真的很害怕
[00:07:20.240 --> 00:07:21.920]  我們都在想那怎麼辦
[00:07:21.920 --> 00:07:24.080]  你知道後來我們怎樣嗎?
[00:07:24.080 --> 00:07:27.760]  後來我們沒有辦法爬直立板回去
[00:07:27.760 --> 00:07:29.840]  結果就是去
[00:07:29.840 --> 00:07:31.520]  投別人的船
[00:07:31.520 --> 00:07:34.000]  來拖我們上岸
[00:07:34.000 --> 00:07:35.440]  不過那些人真的很好
[00:07:35.440 --> 00:07:36.480]  我們想著給錢
[00:07:36.480 --> 00:07:38.080]  他們不收我們錢
[00:07:38.080 --> 00:07:40.400]  香港都是好人
[00:07:40.400 --> 00:07:43.200]  門徒他們在困境的時候
[00:07:43.200 --> 00:07:47.040]  還看到一些令他們很害怕的東西
[00:07:47.040 --> 00:07:50.640]  你想想晚上在海面上
[00:07:50.640 --> 00:07:53.200]  應該沒有其他的東西出現
[00:07:53.200 --> 00:07:55.440]  但是他們看到有東西出現
[00:07:55.440 --> 00:07:57.200]  有人正在走過來
[00:07:57.200 --> 00:07:59.120]  他們大聲叫
[00:07:59.120 --> 00:08:00.880]  鬼呀
[00:08:00.880 --> 00:08:02.400]  門徒都害怕
[00:08:02.400 --> 00:08:04.320]  因為這些不是他們人生裡面
[00:08:04.320 --> 00:08:06.880]  應該看到的東西
[00:08:06.880 --> 00:08:10.720]  而是晚上半夜三更的時候
[00:08:10.720 --> 00:08:15.280]  耶穌在海面上走去門徒那船
[00:08:15.280 --> 00:08:17.360]  說什麼呢?
[00:08:17.360 --> 00:08:21.280]  主耶穌從來都知道門徒
[00:08:21.280 --> 00:08:23.280]  從來都掛念門徒
[00:08:23.280 --> 00:08:26.400]  從來都沒有任由他的門徒
[00:08:26.400 --> 00:08:29.920]  置他們於死地而不顧
[00:08:29.920 --> 00:08:32.000]  會不會我們今天
[00:08:32.000 --> 00:08:34.720]  無論我們的處境是怎樣
[00:08:34.720 --> 00:08:38.080]  我們都仍然需要有這種對主的認知
[00:08:38.080 --> 00:08:40.080]  對主的認識
[00:08:40.080 --> 00:08:41.920]  他出現的形態
[00:08:41.920 --> 00:08:43.680]  出現的時間
[00:08:43.680 --> 00:08:46.640]  可能未必如我們所期望
[00:08:46.640 --> 00:08:48.800]  但是我們總知道
[00:08:48.800 --> 00:08:51.920]  我在極困難的時候
[00:08:51.920 --> 00:08:55.200]  我在危險痛苦的時候
[00:08:55.200 --> 00:08:59.360]  就好像沙灘上的竹人
[00:08:59.360 --> 00:09:02.560]  不是說為什麼只有我一個人
[00:09:02.560 --> 00:09:05.120]  當然那個故事是這樣說的
[00:09:05.120 --> 00:09:09.440]  就是說其實那雙竹刃是
[00:09:09.440 --> 00:09:11.520]  耶穌的
[00:09:11.520 --> 00:09:14.080]  不過我有個朋友很卑鄙的
[00:09:14.080 --> 00:09:16.960]  他說你以為耶穌真的會抱著你走嗎?
[00:09:16.960 --> 00:09:19.200]  你不會走嗎?
[00:09:19.200 --> 00:09:21.360]  他說那雙竹刃其實是
[00:09:21.360 --> 00:09:22.720]  又是耶穌
[00:09:22.720 --> 00:09:24.320]  又是你的
[00:09:24.320 --> 00:09:28.160]  因為你是和耶穌一起走的
[00:09:28.160 --> 00:09:30.480]  我不知道你喜歡哪個
[00:09:30.480 --> 00:09:33.040]  你可能喜歡古典的那個
[00:09:33.040 --> 00:09:34.800]  就是他抱起我
[00:09:34.800 --> 00:09:36.240]  那雙竹刃是他的
[00:09:36.240 --> 00:09:38.160]  我已經被他撐起了
[00:09:38.160 --> 00:09:40.960]  我也很喜歡我朋友說的那樣東西
[00:09:40.960 --> 00:09:43.040]  其實我們是一致的
[00:09:43.040 --> 00:09:45.040]  不過最重要的那樣東西
[00:09:45.040 --> 00:09:46.800]  大家都能夠同意的
[00:09:46.800 --> 00:09:48.480]  就是耶穌
[00:09:48.480 --> 00:09:50.480]  祂是二萬來里
[00:09:50.480 --> 00:09:52.720]  是臣處我們同在
[00:09:52.720 --> 00:09:55.120]  我永不撇下你
[00:09:55.120 --> 00:09:56.880]  也不丟棄你
[00:09:56.880 --> 00:09:58.640]  好不好?
[00:09:58.640 --> 00:10:00.400]  因為人最怕的就是
[00:10:00.400 --> 00:10:01.840]  神啊!你丟棄了我
[00:10:01.840 --> 00:10:03.360]  你都不知道在哪裏
[00:10:03.360 --> 00:10:04.720]  你都沒有到
[00:10:04.720 --> 00:10:06.000]  所以你既然沒有到
[00:10:06.000 --> 00:10:07.600]  我都不來了
[00:10:07.600 --> 00:10:09.040]  有些人是這樣信仰的
[00:10:09.040 --> 00:10:11.200]  信仰就是這樣掉下去的
[00:10:11.200 --> 00:10:13.200]  信仰的分別
[00:10:13.200 --> 00:10:17.200]  和長期婚姻的分別是怎樣呢?
[00:10:17.200 --> 00:10:18.960]  長期婚姻的
[00:10:18.960 --> 00:10:20.960]  之所以能夠捱下去
[00:10:20.960 --> 00:10:22.640]  不是因為他那個婚姻
[00:10:22.640 --> 00:10:25.360]  比別人的婚姻少一些困難
[00:10:25.360 --> 00:10:27.440]  他因為唯一的分別就是
[00:10:27.440 --> 00:10:29.440]  決定不放
[00:10:29.440 --> 00:10:31.440]  決定不散
[00:10:31.440 --> 00:10:33.040]  你的信仰和我的信仰
[00:10:33.040 --> 00:10:35.440]  你的屬靈的歷程和我的歷程
[00:10:35.440 --> 00:10:37.840]  可能不是很大分別
[00:10:37.840 --> 00:10:39.440]  大家遇到的那些試探
[00:10:39.440 --> 00:10:40.640]  遇到的那些衝擊
[00:10:40.640 --> 00:10:42.640]  遇到的那些危險
[00:10:42.640 --> 00:10:44.640]  是一個放一個不放的
[00:10:44.640 --> 00:10:48.240]  耶穌記得
[00:10:48.240 --> 00:10:50.240]  祂的門徒是怎樣
[00:10:50.240 --> 00:10:53.440]  祂祈願了
[00:10:53.440 --> 00:10:55.440]  祂就晚上
[00:10:55.440 --> 00:10:57.440]  沒有船搭了
[00:10:57.440 --> 00:10:59.440]  不方便
[00:10:59.440 --> 00:11:01.440]  祂就走過去
[00:11:01.440 --> 00:11:03.440]  不過走過去就嚇死那些門徒
[00:11:03.440 --> 00:11:05.440]  門徒見到在海面上行走
[00:11:05.440 --> 00:11:07.440]  就驚慌
[00:11:07.440 --> 00:11:09.440]  是鬼怪
[00:11:09.440 --> 00:11:11.440]  就喊叫
[00:11:11.440 --> 00:11:13.440]  大聲叫
[00:11:13.440 --> 00:11:15.440]  我想叫到耶穌都聽到了
[00:11:15.440 --> 00:11:17.440]  為什麼船這麼吵
[00:11:17.440 --> 00:11:19.440]  為什麼那些人看到我過來
[00:11:19.440 --> 00:11:21.440]  個個都在叫鬼
[00:11:21.440 --> 00:11:23.440]  如果你是耶穌
[00:11:23.440 --> 00:11:25.440]  會怎樣的反應
[00:11:25.440 --> 00:11:27.440]  這麼沒信心
[00:11:27.440 --> 00:11:29.440]  耶穌立刻跟他們說
[00:11:29.440 --> 00:11:31.440]  你們放心
[00:11:31.440 --> 00:11:33.440]  是我
[00:11:33.440 --> 00:11:35.440]  不用怕
[00:11:35.440 --> 00:11:37.440]  你們放心
[00:11:37.440 --> 00:11:39.440]  是我
[00:11:39.440 --> 00:11:41.440]  不用怕
[00:11:41.440 --> 00:11:43.440]  你們放心
[00:11:43.440 --> 00:11:45.440]  是我
[00:11:45.440 --> 00:11:47.440]  不用怕
[00:11:47.440 --> 00:11:49.440]  我相信聖靈今天都要跟他的兒女說
[00:11:49.440 --> 00:11:51.440]  你們放心
[00:11:51.440 --> 00:11:53.440]  不用怕
[00:11:53.440 --> 00:11:55.440]  你今天面對的有多少
[00:11:55.440 --> 00:11:57.440]  有多少怕
[00:11:57.440 --> 00:11:59.440]  今日面對的處境有多可怕
[00:11:59.440 --> 00:12:01.440]  如果你聽到
[00:12:01.440 --> 00:12:03.440]  從你心靈的深處
[00:12:03.440 --> 00:12:05.440]  從天上的聲音
[00:12:05.440 --> 00:12:07.440]  是我
[00:12:07.440 --> 00:12:09.440]  不用怕
[00:12:09.440 --> 00:12:11.440]  今日的世界
[00:12:11.440 --> 00:12:13.440]  真是很多東西令人害怕
[00:12:13.440 --> 00:12:15.440]  很可怕
[00:12:15.440 --> 00:12:17.440]  不過彼得的反應
[00:12:17.440 --> 00:12:19.440]  就更加柔重
[00:12:19.440 --> 00:12:21.440]  其實你聽到
[00:12:21.440 --> 00:12:23.440]  主的聲音
[00:12:23.440 --> 00:12:25.440]  是我 不用怕
[00:12:25.440 --> 00:12:27.440]  那你就沒事做了
[00:12:27.440 --> 00:12:29.440]  因為怕完了
[00:12:29.440 --> 00:12:31.440]  等主上船就行了
[00:12:31.440 --> 00:12:33.440]  因為不是沒發生過
[00:12:33.440 --> 00:12:35.440]  第八章都試過
[00:12:35.440 --> 00:12:37.440]  主耶穌吩咐海浪
[00:12:37.440 --> 00:12:39.440]  上次主耶穌在船上睡覺
[00:12:39.440 --> 00:12:41.440]  這次主耶穌在海面走過來
[00:12:41.440 --> 00:12:43.440]  做什麼的
[00:12:43.440 --> 00:12:45.440]  是很刺激的
[00:12:45.440 --> 00:12:47.440]  是非你所預計的
[00:12:47.440 --> 00:12:49.440]  不過有他在
[00:12:49.440 --> 00:12:51.440]  就沒有怕
[00:12:51.440 --> 00:12:53.440]  在耶穌睡覺的時候
[00:12:53.440 --> 00:12:55.440]  他們吵醒他
[00:12:55.440 --> 00:12:57.440]  他起床的時候
[00:12:57.440 --> 00:12:59.440]  就叫那些風浪平靜了
[00:12:59.440 --> 00:13:01.440]  現在主說
[00:13:01.440 --> 00:13:03.440]  是我不要怕
[00:13:03.440 --> 00:13:05.440]  你正常的反應
[00:13:05.440 --> 00:13:07.440]  彼得啊 你應該怎樣
[00:13:07.440 --> 00:13:09.440]  不過彼得就是
[00:13:09.440 --> 00:13:11.440]  總是開口及著利
[00:13:11.440 --> 00:13:13.440]  總是有事就說了
[00:13:13.440 --> 00:13:15.440]  才算
[00:13:15.440 --> 00:13:17.440]  總是有很多主意
[00:13:17.440 --> 00:13:19.440]  是升大甲保準
[00:13:19.440 --> 00:13:21.440]  所以我想那些門徒
[00:13:21.440 --> 00:13:23.440]  可能都不太支持他
[00:13:23.440 --> 00:13:25.440]  不過他是大佬
[00:13:25.440 --> 00:13:27.440]  沒辦法
[00:13:27.440 --> 00:13:29.440]  彼得就說 主啊
[00:13:29.440 --> 00:13:31.440]  如果是你就讓我
[00:13:31.440 --> 00:13:33.440]  從水面走到你那裡
[00:13:33.440 --> 00:13:35.440]  你覺不覺得有一點點
[00:13:35.440 --> 00:13:37.440]  有趣的
[00:13:37.440 --> 00:13:39.440]  你不覺得嗎
[00:13:39.440 --> 00:13:41.440]  你覺得這樣的反應是正常的
[00:13:41.440 --> 00:13:43.440]  彼得
[00:13:43.440 --> 00:13:45.440]  主說是主
[00:13:45.440 --> 00:13:47.440]  不過彼得總是有一點主意
[00:13:47.440 --> 00:13:49.440]  總是知道有些事
[00:13:49.440 --> 00:13:51.440]  要求主做多一點
[00:13:51.440 --> 00:13:53.440]  他那些壞習慣
[00:13:53.440 --> 00:13:55.440]  真的不是很好
