
[00:00:00.000 --> 00:00:10.760]  今日我們有見道神學院聖經系副教授張雲開老師來到我們當中靜悼
[00:00:10.760 --> 00:00:16.840]  他講的講題比較吸引眼球
[00:00:16.840 --> 00:00:20.240]  叫做一句不是金句的金句
[00:00:20.240 --> 00:00:23.240]  大家留意一下什麼是金句
[00:00:23.240 --> 00:00:24.240]  請張老師
[00:00:24.240 --> 00:00:25.440]  主持人:主持人早晨
[00:00:25.440 --> 00:00:28.560]  剛才主席曾大英都講過
[00:00:28.560 --> 00:00:32.040]  題目就好像招牌一樣
[00:00:32.040 --> 00:00:35.280]  可能一會兒講的東西都跟題目沒什麼關係
[00:00:35.280 --> 00:00:37.000]  招牌只是吸引人
[00:00:37.000 --> 00:00:38.200]  就是logo
[00:00:38.200 --> 00:00:44.960]  實質上那個公司的logo跟你賣的東西有沒有直接關聯呢
[00:00:44.960 --> 00:00:46.080]  很難說的
[00:00:46.080 --> 00:00:54.000]  不過幸好這次的題目的確跟我一會兒會分享的信息有關連
[00:00:54.000 --> 00:01:03.120]  所以不至於單純拿出來賣口乖做吸睛的工作
[00:01:03.120 --> 00:01:11.200]  我都希望能夠吸引到大家注意
[00:01:11.200 --> 00:01:14.480]  聖經裡面一個基本的觀念
[00:01:14.480 --> 00:01:16.280]  其實我們都知道的
[00:01:16.280 --> 00:01:19.960]  在我們的直覺信仰直覺裡面
[00:01:19.960 --> 00:01:22.160]  都已經明白知道的
[00:01:22.160 --> 00:01:24.760]  但是有時候又不是太重視
[00:01:24.760 --> 00:01:28.040]  因為我們被很多其他東西左右著
[00:01:28.040 --> 00:01:32.440]  以致我們未必發揮到這個直覺
[00:01:32.440 --> 00:01:39.280]  所以一會兒就會在11章舌頭轉這段經文跟大家分享
[00:01:39.280 --> 00:01:42.640]  我們再一次低頭祈禱
[00:01:42.640 --> 00:01:46.040]  天父我們感恩祢是我們的上帝
[00:01:46.040 --> 00:01:50.400]  我們起進入紀念我主降生的日期
[00:01:50.400 --> 00:01:53.200]  當中我們來敬拜祢
[00:01:53.200 --> 00:01:59.120]  來思念祢自己在我們眾世人身上
[00:01:59.120 --> 00:02:02.880]  在歷史當中所施行的救贖所施行的恩惠
[00:02:02.880 --> 00:02:07.200]  我們願意今天的敬拜都蒙祢自己月立
[00:02:07.200 --> 00:02:09.800]  願祢心滿意足
[00:02:09.800 --> 00:02:13.480]  為了意識到不單止是我們這群人來敬拜
[00:02:13.480 --> 00:02:17.400]  在這個城市在世界上各地不同時區
[00:02:17.400 --> 00:02:21.040]  在這個日子裡面都是你自己屬於你
[00:02:21.040 --> 00:02:25.560]  被稱為是你自己子民的人都聚集敬拜
[00:02:25.560 --> 00:02:27.560]  願意是你得著榮耀
[00:02:27.560 --> 00:02:29.240]  禱告奉主命求
[00:02:29.240 --> 00:02:30.040]  門
[00:02:30.040 --> 00:02:35.920]  舌頭轉
[00:02:35.920 --> 00:02:38.120]  舌頭轉一般來說
[00:02:38.120 --> 00:02:43.400]  就是大家都理解為是一卷
[00:02:43.400 --> 00:02:46.840]  猜拳講宣教講早期教會歷史
[00:02:46.840 --> 00:02:48.840]  講教會的建立
[00:02:48.840 --> 00:02:50.040]  聖靈行轉
[00:02:50.040 --> 00:02:53.160]  講聖靈早期教會建立的時候
[00:02:53.160 --> 00:02:56.840]  如何引導著最早期的使徒們徒們
[00:02:56.840 --> 00:02:58.680]  做他們做的工作
[00:02:58.680 --> 00:03:04.040]  帶領著他們一卷書
[00:03:04.040 --> 00:03:05.400]  的確有這些內容
[00:03:05.400 --> 00:03:06.600]  如果沒有這些內容
[00:03:06.600 --> 00:03:09.720]  教會就不會這樣理解
[00:03:09.720 --> 00:03:13.080]  但我覺得我們應該是
[00:03:13.080 --> 00:03:16.520]  亦都注意舌頭轉記載這些事情
[00:03:16.520 --> 00:03:19.880]  其實是另外一個層面
[00:03:19.880 --> 00:03:23.640]  舌頭轉其實是一卷
[00:03:23.640 --> 00:03:27.000]  被早期教會流傳
[00:03:27.000 --> 00:03:27.880]  閱讀
[00:03:27.880 --> 00:03:31.480]  傳閱的一卷書的話
[00:03:31.480 --> 00:03:34.920]  就應該有它實際上的作用
[00:03:34.920 --> 00:03:37.320]  就不只是講故事這麼簡單
[00:03:37.320 --> 00:03:38.840]  那些故事講來做什麼呢
[00:03:38.840 --> 00:03:39.560]  哦
[00:03:39.560 --> 00:03:42.200]  早期教會是這樣建立的
[00:03:42.200 --> 00:03:44.360]  早期的信徒
[00:03:44.360 --> 00:03:49.320]  含辛如苦
[00:03:49.320 --> 00:03:51.400]  綿綱碎濕
[00:03:51.400 --> 00:03:53.080]  可以說是像保羅一樣
[00:03:53.080 --> 00:03:55.000]  周圍長途跋涉
[00:03:55.000 --> 00:03:56.360]  幾經艱辛
[00:03:56.360 --> 00:03:57.560]  遭遇迫摺
[00:03:57.560 --> 00:03:58.360]  這樣的情況下
[00:03:58.360 --> 00:04:00.680]  將外邦人的教會
[00:04:00.680 --> 00:04:03.160]  建立起來
[00:04:03.160 --> 00:04:05.880]  但是講這些故事
[00:04:05.880 --> 00:04:08.840]  有沒有另外一重的意義呢
[00:04:08.840 --> 00:04:10.760]  還是只是為了講故事
[00:04:10.760 --> 00:04:12.760]  講故事是很重要的
[00:04:12.760 --> 00:04:14.280]  不要流失
[00:04:14.280 --> 00:04:18.040]  留下這些前人英烈的故事
[00:04:18.040 --> 00:04:22.280]  而我覺得還有另外一層重要的意義
[00:04:22.280 --> 00:04:23.800]  就是早期教會
[00:04:23.800 --> 00:04:27.320]  因為以色列人就已經由阿伯拉罕
[00:04:27.320 --> 00:04:31.480]  一直到主耶穌的時候
[00:04:31.480 --> 00:04:33.240]  差不多
[00:04:33.240 --> 00:04:37.240]  你們說的可能有兩千年的歷史
[00:04:37.240 --> 00:04:38.680]  主前差不多兩千年
[00:04:38.680 --> 00:04:43.000]  一直到主的時候
[00:04:43.000 --> 00:04:47.480]  他們所面對的各式各樣的問題
[00:04:47.480 --> 00:04:49.720]  你會發覺猶太人的歷史裏面
[00:04:49.720 --> 00:04:53.880]  的際遇都是很困難的
[00:04:53.880 --> 00:04:56.920]  而當他們在秘魯
[00:04:56.920 --> 00:04:59.720]  即是在北國被亞述王
[00:04:59.720 --> 00:05:02.200]  主前七百多年被滅
[00:05:02.200 --> 00:05:05.240]  南國猶大
[00:05:05.240 --> 00:05:11.320]  主前五百八十六八十七年被巴比倫滅了之後
[00:05:11.320 --> 00:05:16.200]  他們繼續在一個王權
[00:05:16.200 --> 00:05:18.520]  我們說帝國的陰影
[00:05:18.520 --> 00:05:20.600]  帝國的統治底下
[00:05:20.600 --> 00:05:22.920]  自己沒有辦法獨立自主
[00:05:22.920 --> 00:05:25.480]  那種的政治生活
[00:05:25.480 --> 00:05:26.920]  的確有很多東西要適應
[00:05:26.920 --> 00:05:28.520]  很多東西要學習
[00:05:28.520 --> 00:05:29.560]  很多東西
[00:05:29.560 --> 00:05:31.160]  很多問題會出現
[00:05:31.160 --> 00:05:33.400]  是他們需要逐一的面對
[00:05:33.400 --> 00:05:35.960]  可能每一代都有新的問題
[00:05:35.960 --> 00:05:37.240]  但是教會呢
[00:05:37.240 --> 00:05:41.080]  在史林傳裏面記載是教會第一代
[00:05:41.080 --> 00:05:44.920]  第一代的教會雖然聚集
[00:05:44.920 --> 00:05:47.720]  自有人以來人都喜歡聚集在一起
[00:05:47.720 --> 00:05:50.840]  聚集就有聚集的時候要面對的問題
[00:05:50.840 --> 00:05:53.240]  但是教會是一個不同的聚集
[00:05:53.240 --> 00:05:59.000]  我們說會出現很多他們要面對的問題
[00:05:59.000 --> 00:06:01.560]  是意想不到的
[00:06:01.560 --> 00:06:04.120]  尤其是第一代是他們最先面對的
[00:06:04.120 --> 00:06:05.880]  都沒有抄前面前面的
[00:06:05.880 --> 00:06:07.320]  沒有面對過類似的問題
[00:06:07.320 --> 00:06:08.600]  都抄不到的
[00:06:08.600 --> 00:06:10.520]  是他們自己摸索的
[00:06:10.520 --> 00:06:11.880]  所以我就認為
[00:06:11.880 --> 00:06:13.560]  路加社士團傳呢
[00:06:13.560 --> 00:06:15.640]  就要記載那些故事
[00:06:15.640 --> 00:06:16.440]  那些事情
[00:06:16.440 --> 00:06:19.480]  那些故事本身都有特別的結構
[00:06:19.480 --> 00:06:22.040]  就是往往那些故事是
[00:06:22.040 --> 00:06:26.920]  記載的故事是因為基於早期教會出現一個問題
[00:06:26.920 --> 00:06:28.920]  有個際遇 有個遭遇
[00:06:28.920 --> 00:06:31.000]  有個事概 有個人物
[00:06:31.000 --> 00:06:32.280]  是一個問題來的
[00:06:32.280 --> 00:06:34.280]  出現一個問題
[00:06:34.280 --> 00:06:37.640]  他們就要面對那個問題
[00:06:37.640 --> 00:06:39.000]  早期教會當然要
[00:06:39.000 --> 00:06:41.000]  希望能解決問題
[00:06:41.000 --> 00:06:43.800]  所以由出現問題到面對問題
[00:06:43.800 --> 00:06:44.840]  到解決問題
[00:06:44.840 --> 00:06:48.280]  那個故事路加就記載下來
[00:06:48.280 --> 00:06:51.240]  是不同類別的問題
[00:06:51.240 --> 00:06:55.960]  記載下來收集成為師徒的行傳
[00:06:55.960 --> 00:06:57.640]  為的是什麼
[00:06:58.120 --> 00:07:01.240]  抄寫流傳起早期不同的教會
[00:07:01.240 --> 00:07:03.640]  教會一路繼續擴展的時候
[00:07:03.640 --> 00:07:06.200]  繼續在某個地方
[00:07:06.200 --> 00:07:07.640]  又是第一代的教會
[00:07:07.640 --> 00:07:10.520]  去了另外一個市或鎮
[00:07:10.520 --> 00:07:12.120]  或鄉有一個新的教會
[00:07:12.120 --> 00:07:17.640]  他們都會面對作為一個新的教會的集體
[00:07:17.640 --> 00:07:20.520]  在當地會面對一些類似的問題
[00:07:20.520 --> 00:07:22.120]  所以我認為
[00:07:22.120 --> 00:07:24.600]  是士團傳其中一個很重要的
[00:07:24.600 --> 00:07:26.760]  存在的原因
[00:07:26.760 --> 00:07:28.440]  寫作路加寫作的原因
[00:07:28.440 --> 00:07:31.880]  就是為了幫助不同地方的教會
[00:07:31.880 --> 00:07:35.480]  提供一個問題解決手冊
[00:07:35.480 --> 00:07:38.280]  解決問題的手冊
[00:07:38.280 --> 00:07:42.120]  而那些問題是透過故事來表述
[00:07:42.120 --> 00:07:43.640]  出現這樣的事情
[00:07:43.640 --> 00:07:44.920]  他們如何解決
[00:07:44.920 --> 00:07:45.960]  如果你看一下
[00:07:45.960 --> 00:07:47.000]  這樣的說法
[00:07:47.000 --> 00:07:48.520]  我覺得是起碼
[00:07:48.520 --> 00:07:51.080]  不是全部 不是士團傳的全部
[00:07:51.080 --> 00:07:53.640]  但有他自己的道理
[00:07:54.360 --> 00:07:59.720]  士團傳裡面提到早期教會面對最早的第一個問題
[00:07:59.720 --> 00:08:00.760]  是什麼問題
[00:08:00.760 --> 00:08:04.040]  大家知道士團傳第一章講什麼
[00:08:04.040 --> 00:08:05.880]  所以士團傳你說
[00:08:05.880 --> 00:08:10.200]  早期教會面對最早的問題
[00:08:10.200 --> 00:08:13.320]  最先的挑戰
[00:08:13.320 --> 00:08:16.120]  最大最先的挑戰是什麼問題
[00:08:16.120 --> 00:08:19.960]  什麼問題
[00:08:21.960 --> 00:08:24.520]  接著是路加福音
[00:08:24.520 --> 00:08:27.080]  路加福音我們也不理會了
[00:08:27.080 --> 00:08:29.640]  就這樣由士團傳開始看
[00:08:29.640 --> 00:08:32.840]  教會第一個面對的問題是什麼
[00:08:32.840 --> 00:08:36.040]  耶穌升天
[00:08:36.040 --> 00:08:37.640]  什麼問題 耶穌升天有什麼不好
[00:08:37.640 --> 00:08:38.600]  什麼問題
[00:08:38.600 --> 00:08:46.760]  對教會來說這是一個什麼問題
[00:08:48.200 --> 00:08:53.160]  是的 老闆的領導走了
[00:08:53.160 --> 00:08:55.720]  你沒有頭了
[00:08:55.720 --> 00:09:00.840]  你知道主耶穌被賣被捉拿被釘死
[00:09:00.840 --> 00:09:03.400]  他那十二個門徒
[00:09:03.400 --> 00:09:05.480]  所有其他的都不敢跟他
[00:09:05.480 --> 00:09:08.520]  那十二個裡面都是約翰和另外一個
