
[00:00:00.000 --> 00:00:04.000]  各位頂姐妹早安
[00:00:04.000 --> 00:00:06.500]  很高興回到自己的教會
[00:00:06.500 --> 00:00:08.500]  跟大家一起分享一整段話
[00:00:08.500 --> 00:00:10.500]  每次回來都看到頂姐妹
[00:00:10.500 --> 00:00:12.500]  都持有講不完的話題
[00:00:12.500 --> 00:00:14.500]  都很親切的
[00:00:14.500 --> 00:00:18.500]  大家一起來講大家的近況
[00:00:18.500 --> 00:00:20.500]  今天主要給我機會
[00:00:20.500 --> 00:00:22.500]  在這個嘉南道真堂裏面
[00:00:22.500 --> 00:00:24.500]  一個淑齡的大家庭裏面有份
[00:00:24.500 --> 00:00:28.500]  原本我計劃是講另一個題目的
[00:00:28.500 --> 00:00:30.500]  如果大家還記得
[00:00:30.500 --> 00:00:32.500]  可能大家已經忘記了
[00:00:32.500 --> 00:00:35.500]  我是很想講完一個天堂系列的講道
[00:00:35.500 --> 00:00:37.500]  但我只講了兩講
[00:00:37.500 --> 00:00:39.500]  經文都預備了
[00:00:39.500 --> 00:00:41.500]  但當我一路思想的時候
[00:00:41.500 --> 00:00:44.500]  也知道教會頂姐妹的需要的時候
[00:00:44.500 --> 00:00:48.500]  我就改了今天的講道經文和講道方向
[00:00:48.500 --> 00:00:52.500]  我想用這段經文《雅各書》第五章3-18節
[00:00:52.500 --> 00:00:54.500]  為有病的禱告和大家分享
[00:00:54.500 --> 00:01:00.500]  其實這個訊息在我去年在加拿大寫書的時候
[00:01:00.500 --> 00:01:06.500]  我寫了一章關於神醫的一個聖經教導
[00:01:06.500 --> 00:01:08.500]  特別是研究這段經文的時候
[00:01:08.500 --> 00:01:10.500]  我心裏面感動
[00:01:10.500 --> 00:01:14.500]  為甚麼我們在教會裏面很少提及
[00:01:14.500 --> 00:01:17.500]  很少實踐這些聖經教導呢?
[00:01:17.500 --> 00:01:20.500]  所以我當時已經想回來的時候跟大家分享
[00:01:20.500 --> 00:01:23.500]  不過一直因為有疫情的緣故
[00:01:23.500 --> 00:01:26.500]  所以我不想在網上這樣講
[00:01:26.500 --> 00:01:29.500]  而是很想面對面這樣講
[00:01:29.500 --> 00:01:31.500]  面對面這樣講的其中一個目的
[00:01:31.500 --> 00:01:34.500]  就是希望大家一會兒都可以實踐
[00:01:34.500 --> 00:01:35.500]  OK吧?
[00:01:35.500 --> 00:01:38.500]  為有病的祈禱一會兒會實踐的
[00:01:38.500 --> 00:01:41.500]  生老病死
