
[00:00:00.000 --> 00:00:04.800]  此錄音或錄影的版權是屬基督教宣導會不確同所有
[00:00:04.800 --> 00:00:08.160]  我們的屬靈傳統之一是以真理教導為本
[00:00:08.160 --> 00:00:11.520]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:11.520 --> 00:00:17.120]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:17.120 --> 00:00:20.000]  各位電影姐妹平安
[00:00:20.000 --> 00:00:27.040]  感謝神爺我們今天有機會再次思想阿伯羅罕·希爾薩的很重要的訊息
[00:00:27.040 --> 00:00:34.320]  我留意到今天負責插花的電影姐妹他們很有心思
[00:00:34.320 --> 00:00:39.360]  所以你見不見到插花上面有柴有火
[00:00:39.360 --> 00:00:43.440]  一起將心中的意識獻給神
[00:00:43.440 --> 00:00:46.880]  我請大家和我一起祈禱我們從心有望著
[00:00:46.880 --> 00:00:49.920]  天上的主我們感謝你
[00:00:49.920 --> 00:00:57.600]  你永遠是我們的神是我們的王是我們的生命的盤石
[00:00:57.600 --> 00:01:01.760]  主我們感謝你讓我們能夠認識你
[00:01:01.760 --> 00:01:07.360]  主我們感謝你讓我們能夠領受耶穌基督待贖之恩
[00:01:07.360 --> 00:01:12.560]  讓我們在你的裡面我們今天領受永恆的盼望
[00:01:12.560 --> 00:01:16.000]  主我們今天在你面前很渴望
[00:01:16.000 --> 00:01:21.120]  你常常將你自己的聖經的因言賜給我們
[00:01:21.120 --> 00:01:23.680]  不單單是頭腦上的認識
[00:01:23.680 --> 00:01:27.040]  而是在心靈裡面真實的明白
[00:01:27.040 --> 00:01:31.680]  也都對應我們心中我們今天所面對的處境
[00:01:31.680 --> 00:01:35.200]  我們更懂得去尊你為大
[00:01:35.200 --> 00:01:40.080]  更懂得以你為我們最重要
[00:01:40.080 --> 00:01:43.120]  天父阿強你在這段時間引導我們
[00:01:43.120 --> 00:01:48.240]  讓我們靠著你的聖靈領受你給我們的指教
[00:01:48.240 --> 00:01:52.400]  我們同心仰望奉耶穌基督聖名靠
[00:01:52.400 --> 00:01:54.400]  阿們
[00:01:54.400 --> 00:01:59.120]  剛剛在上個星期我有機會看到在網上一段影片
[00:01:59.120 --> 00:02:04.880]  這段影片是真人飾演主耶穌在聖經裡面所提及
[00:02:04.880 --> 00:02:10.000]  他曾經叫拉撒路從死裡復活過來那段事蹟
[00:02:10.000 --> 00:02:13.840]  我看的時候想不到很有感動
[00:02:13.840 --> 00:02:15.840]  雖然是很熟悉的事情
[00:02:15.840 --> 00:02:18.960]  但是有一種新的感動在我心裡面
[00:02:18.960 --> 00:02:23.840]  大家會記得當主耶穌去到墳墓門口的時候
[00:02:23.840 --> 00:02:28.960]  他看到一塊石頭擋住墳前
[00:02:28.960 --> 00:02:34.000]  因此就吩咐人將這塊石頭推開
[00:02:34.000 --> 00:02:36.320]  但當他一提出來的時候
[00:02:36.320 --> 00:02:40.160]  馬大聽見後就反對
[00:02:40.160 --> 00:02:43.200]  他說主耶穌不行
[00:02:43.200 --> 00:02:46.160]  在裡面四天了
[00:02:46.160 --> 00:02:48.960]  屍體會發臭
[00:02:48.960 --> 00:02:52.560]  不可以推開
[00:02:52.560 --> 00:02:54.560]  這是很自然的反應
[00:02:54.560 --> 00:02:57.680]  也是合理的估計
[00:02:57.680 --> 00:02:59.920]  但主耶穌當時說的話
[00:02:59.920 --> 00:03:01.520]  令我很深刻
[00:03:01.520 --> 00:03:03.600]  主耶穌告訴他
[00:03:03.600 --> 00:03:09.040]  你知道我曾經對你說過
[00:03:09.040 --> 00:03:15.760]  你若信就必看見神的榮耀
[00:03:15.760 --> 00:03:19.760]  因此主耶穌就叫人繼續將石頭推開
[00:03:19.760 --> 00:03:23.600]  推開的時候鏡頭拍到周圍的人群的情況
[00:03:23.600 --> 00:03:25.600]  有些是很驚恐的
[00:03:25.600 --> 00:03:27.600]  不知道什麼事會發生
[00:03:27.600 --> 00:03:30.560]  有些是帶著一種很輕描
[00:03:30.560 --> 00:03:32.560]  很懷疑的神態
[00:03:32.560 --> 00:03:34.560]  怎麼會發生
[00:03:34.560 --> 00:03:36.560]  有些很哀傷
[00:03:36.560 --> 00:03:38.560]  知道死人會死去
[00:03:38.560 --> 00:03:41.520]  不會有機會再復生
[00:03:41.520 --> 00:03:44.560]  在這個時候鏡頭有一個轉變
[00:03:44.560 --> 00:03:46.560]  回到墳墓前
[00:03:46.560 --> 00:03:51.520]  有一片黑的死寂的時刻
[00:03:51.520 --> 00:03:53.520]  我特別留意著
[00:03:53.520 --> 00:03:58.560]  然後大家會知道
[00:03:58.560 --> 00:04:02.560]  就是一個人形的人
[00:04:02.560 --> 00:04:06.560]  身被白布毛巾包著
[00:04:06.560 --> 00:04:10.560]  一步步走出來
[00:04:10.560 --> 00:04:12.560]  看到這個時候
[00:04:12.560 --> 00:04:14.560]  我突然有種很大的感動
[00:04:14.560 --> 00:04:16.560]  忍不住自己的眼淚
[00:04:16.560 --> 00:04:18.560]  想起主耶穌自己的話說
[00:04:18.560 --> 00:04:22.560]  你若信就必看見神的榮耀
