
[00:00:00.000 --> 00:00:05.000]  我們再打開我們剛才讀的經文
[00:00:05.000 --> 00:00:09.000]  我們一起來讀一讀29節和30節
[00:00:09.000 --> 00:00:10.000]  是今天我們的金句
[00:00:10.000 --> 00:00:11.000]  29節
[00:00:11.000 --> 00:00:14.000]  有誰軟弱我不軟弱呢
[00:00:14.000 --> 00:00:17.000]  有誰跌倒我不焦急呢
[00:00:17.000 --> 00:00:21.000]  我若必須誇口就誇我軟弱的事好了
[00:00:21.000 --> 00:00:23.000]  請我們再一次同心我們同祈禱
[00:00:23.000 --> 00:00:26.000]  請我們再一次感謝你給你寶貴的話語
[00:00:26.000 --> 00:00:29.000]  去提醒勸勉挑戰改變我們
[00:00:29.000 --> 00:00:34.000]  求聖靈藉著你的話語在我們心裡動功
[00:00:34.000 --> 00:00:37.000]  以致我們踏出這個教堂門口的時候
[00:00:37.000 --> 00:00:39.000]  和我們來已經不同了
[00:00:39.000 --> 00:00:42.000]  求你向我們說話
[00:00:42.000 --> 00:00:43.000]  動你你的善功
[00:00:43.000 --> 00:00:45.000]  奉耶穌基督的名號
[00:00:45.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:49.000]  我回來沒幾天
[00:00:49.000 --> 00:00:55.000]  童工雪芬給了柳俊濤寫了一篇文章給我
[00:00:55.000 --> 00:00:59.000]  她一連串在明報登了十幾篇
[00:00:59.000 --> 00:01:03.000]  其中第六篇叫受苦的意義生命的反省
[00:01:03.000 --> 00:01:07.000]  我看了之後都有很多感觸
[00:01:07.000 --> 00:01:12.000]  挺有意思
[00:01:12.000 --> 00:01:14.000]  她的篇文是這樣說
[00:01:14.000 --> 00:01:18.000]  大家都知道柳俊濤是被斬受了重傷
[00:01:18.000 --> 00:01:21.000]  在病榻裡面她寫了13篇文章
[00:01:21.000 --> 00:01:22.000]  這篇是第六篇
[00:01:22.000 --> 00:01:24.000]  她說有朋友來探望我的時候
[00:01:24.000 --> 00:01:26.000]  知道我被打被斬
[00:01:26.000 --> 00:01:30.000]  心裡很悲痛很憤怒很哀傷
[00:01:30.000 --> 00:01:34.000]  悲痛是因為香港的法治和新聞自由受到踐踏
[00:01:34.000 --> 00:01:36.000]  憤怒是一個無辜人受傷害
[00:01:36.000 --> 00:01:38.000]  哀傷是一個好朋友遇到不測
[00:01:38.000 --> 00:01:41.000]  她說我完全明白我朋友的心情
[00:01:41.000 --> 00:01:43.000]  換句話說如果我朋友是這樣
[00:01:43.000 --> 00:01:45.000]  我也會有這樣的想法
[00:01:45.000 --> 00:01:48.000]  但奇怪的是作為一個當事人
[00:01:48.000 --> 00:01:53.000]  這些心情這些情緒悲痛憤怒哀傷
[00:01:53.000 --> 00:01:55.000]  從沒在我心裡浮現過
[00:01:55.000 --> 00:01:59.000]  是因為有一個更深的掙扎
[00:01:59.000 --> 00:02:04.000]  更大的問題一直藏在我心裡
[00:02:04.000 --> 00:02:08.000]  究竟這是什麼問題
[00:02:08.000 --> 00:02:11.000]  有朋友來探望我的時候
[00:02:11.000 --> 00:02:14.000]  他告訴我星期天有大遊行
[00:02:14.000 --> 00:02:18.000]  左、中、右的新聞團體破天荒聯合行動
[00:02:18.000 --> 00:02:20.000]  一起反對暴力
[00:02:20.000 --> 00:02:25.000]  更加有朋友說你這件事喚醒了香港人
[00:02:25.000 --> 00:02:28.000]  關注新聞和言論自由
[00:02:28.000 --> 00:02:30.000]  他認為我這次的受苦
[00:02:30.000 --> 00:02:33.000]  是有巨大積極的意義
[00:02:33.000 --> 00:02:40.000]  比我過去這麼多年在新聞的工作貢獻更加大
[00:02:40.000 --> 00:02:43.000]  我聽到這句話的時候
[00:02:43.000 --> 00:02:46.000]  我心裡有很多的掙扎
[00:02:46.000 --> 00:02:49.000]  如果這句話是真的
[00:02:49.000 --> 00:02:52.000]  就打破了我以前所有做人
[00:02:52.000 --> 00:02:56.000]  認為做人的意義、人生的目的
[00:02:56.000 --> 00:02:59.000]  我小時候上了教會
[00:02:59.000 --> 00:03:01.000]  學會人生的意義、人生的目的
[00:03:01.000 --> 00:03:04.000]  就是榮臣益人、努力侍奉
[00:03:04.000 --> 00:03:10.000]  我一直以為我能夠將我的才智完全的擺上
[00:03:10.000 --> 00:03:13.000]  我的能力、我的時間做有益社會的事情
[00:03:13.000 --> 00:03:15.000]  這就叫榮臣益人
[00:03:15.000 --> 00:03:17.000]  我有機會讀書,我讀得好
[00:03:17.000 --> 00:03:19.000]  拿好的成績
[00:03:19.000 --> 00:03:21.000]  我就可以向世人做一個見證
[00:03:21.000 --> 00:03:23.000]  我是榮臣益人
[00:03:23.000 --> 00:03:25.000]  我出來工作
[00:03:25.000 --> 00:03:27.000]  我在香港大學畢業
[00:03:27.000 --> 00:03:28.000]  讀法律
[00:03:28.000 --> 00:03:30.000]  可以做律師賺很多錢
[00:03:30.000 --> 00:03:32.000]  我放棄這個職務
[00:03:32.000 --> 00:03:36.000]  去做一個薪水少之少很多的記者
[00:03:36.000 --> 00:03:39.000]  還抽空去教學和去復工職
[00:03:39.000 --> 00:03:42.000]  我覺得這樣的努力、這樣的犧牲
[00:03:42.000 --> 00:03:45.000]  就是叫榮臣益人
[00:03:45.000 --> 00:03:48.000]  這次我沒有負上任何東西
[00:03:48.000 --> 00:03:50.000]  我完全是被動
[00:03:50.000 --> 00:03:52.000]  我沒有我的才智奉獻
[00:03:52.000 --> 00:03:54.000]  我沒有我的時間奉獻
[00:03:54.000 --> 00:03:57.000]  我是無故被人打、被人砍
[00:03:57.000 --> 00:04:00.000]  談不上我提出任何一些
[00:04:00.000 --> 00:04:05.000]  我認為是可以能夠榮臣益人的方法
[00:04:05.000 --> 00:04:07.000]  完全沒有
[00:04:07.000 --> 00:04:09.000]  對我來說
[00:04:09.000 --> 00:04:11.000]  這個被砍是沒有意義的
[00:04:11.000 --> 00:04:13.000]  因為我沒有負上任何東西
[00:04:13.000 --> 00:04:16.000]  但如果你說是有意義的時候
[00:04:16.000 --> 00:04:19.000]  我以前一直想法這種榮臣益人
[00:04:19.000 --> 00:04:21.000]  是完全錯誤的
[00:04:21.000 --> 00:04:25.000]  到後來的一句話
[00:04:25.000 --> 00:04:28.000]  我始終不明白
[00:04:28.000 --> 00:04:31.000]  有很多人說無權者的權力
[00:04:31.000 --> 00:04:33.000]  The power of the powerless
[00:04:33.000 --> 00:04:35.000]  受苦
[00:04:35.000 --> 00:04:37.000]  到底是什麼意思?
[00:04:37.000 --> 00:04:42.000]  我大半生走過所謂榮臣益人努力侍奉的路
[00:04:42.000 --> 00:04:47.000]  到底有多少是真實和有深刻的意義呢?
[00:04:47.000 --> 00:04:51.000]  有多少時候只是為了滿足我這個虛榮
[00:04:51.000 --> 00:04:53.000]  我一連串的問題
[00:04:53.000 --> 00:04:55.000]  在靜夜無眠的晚上
[00:04:55.000 --> 00:04:57.000]  折磨著我的心
[00:04:57.000 --> 00:04:59.000]  我沒有答案
[00:04:59.000 --> 00:05:01.000]  但我學會一件事
[00:05:01.000 --> 00:05:03.000]  我需要謙卑下來
[00:05:03.000 --> 00:05:10.000]  重新考慮人生的意義和方向
[00:05:10.000 --> 00:05:13.000]  如果你想一想他這篇文章
[00:05:13.000 --> 00:05:17.000]  他的反省是極之有道理的
[00:05:17.000 --> 00:05:19.000]  如果人生的目的是榮臣益人
[00:05:19.000 --> 00:05:23.000]  是將我最重要最好的東西奉獻出來
[00:05:23.000 --> 00:05:24.000]  在這個社會
[00:05:24.000 --> 00:05:27.000]  就叫做榮臣益人的時候
[00:05:27.000 --> 00:05:31.000]  大概上有很多人做不到
[00:05:31.000 --> 00:05:33.000]  我努力讀書仍然是肥佬
[00:05:33.000 --> 00:05:35.000]  我沒有榮臣益人
[00:05:35.000 --> 00:05:38.000]  我仍然貪戀著我做法律
[00:05:38.000 --> 00:05:39.000]  學翁醫藝
[00:05:39.000 --> 00:05:40.000]  休身考職
[00:05:40.000 --> 00:05:42.000]  我沒有去轉行做記者
[00:05:42.000 --> 00:05:44.000]  我沒有像他那樣犧牲
[00:05:44.000 --> 00:05:46.000]  我不會是榮臣益人
[00:05:46.000 --> 00:05:48.000]  我再盡力也好
[00:05:48.000 --> 00:05:50.000]  我都是社會裏面一個低等的
[00:05:50.000 --> 00:05:51.000]  收入少的
[00:05:51.000 --> 00:05:53.000]  沒有任何貢獻的人
[00:05:53.000 --> 00:05:56.000]  我沒有資格可以過一個有意義的人生
[00:05:56.000 --> 00:06:00.000]  如果根據劉進圖不劉的想法的時候
[00:06:00.000 --> 00:06:02.000]  這個世界上有很多人
[00:06:02.000 --> 00:06:07.000]  是永遠不能做到有意義的人生
[00:06:07.000 --> 00:06:10.000]  所以他自己反省的時候
[00:06:10.000 --> 00:06:13.000]  有人說他是精英主義
[00:06:13.000 --> 00:06:15.000]  有人說他是恥才傲物
[00:06:15.000 --> 00:06:17.000]  其實你想深一層
[00:06:17.000 --> 00:06:18.000]  是喔
[00:06:18.000 --> 00:06:21.000]  如果他這個說話是真的時候
[00:06:21.000 --> 00:06:25.000]  他這種想法和成功神學有什麼分別
[00:06:25.000 --> 00:06:26.000]  成功神學什麼意思
[00:06:26.000 --> 00:06:28.000]  你成功就是上帝祝福你
[00:06:28.000 --> 00:06:30.000]  現在反過來說
[00:06:30.000 --> 00:06:32.000]  你成功就是你榮耀神
[00:06:32.000 --> 00:06:33.000]  失敗
[00:06:33.000 --> 00:06:37.000]  一將功成萬骨枯
[00:06:37.000 --> 00:06:40.000]  如果你說有人成功是榮耀到神
[00:06:40.000 --> 00:06:42.000]  是彰顯上帝的榮耀
[00:06:42.000 --> 00:06:44.000]  有千千萬萬的人
[00:06:44.000 --> 00:06:46.000]  是彰顯不到上帝的榮耀
[00:06:46.000 --> 00:06:48.000]  因為他們是失敗
[00:06:48.000 --> 00:06:52.000]  骨子裏面的問題在哪裏
[00:06:52.000 --> 00:06:54.000]  骨子裏面的問題
[00:06:54.000 --> 00:06:56.000]  就是權的問題
[00:06:56.000 --> 00:06:58.000]  所以他反省的時候
[00:06:58.000 --> 00:06:59.000]  他就會說
[00:06:59.000 --> 00:07:03.000]  我不能夠明白基督徒所說的這句話
[00:07:03.000 --> 00:07:04.000]  無能者的大能
[00:07:04.000 --> 00:07:06.000]  The power of the powerless
[00:07:06.000 --> 00:07:09.000]  如果你是被人打
[00:07:09.000 --> 00:07:11.000]  你被人糟蹋
[00:07:11.000 --> 00:07:13.000]  你無權無勢的時候
[00:07:13.000 --> 00:07:14.000]  你怎樣去榮神益人
[00:07:14.000 --> 00:07:16.000]  怎會是power
[00:07:16.000 --> 00:07:18.000]  我想起我兩件事
[00:07:18.000 --> 00:07:20.000]  我看文章的時候
[00:07:20.000 --> 00:07:22.000]  我就想起有兩件事我發生過
[00:07:22.000 --> 00:07:24.000]  第一件事很久之前
[00:07:24.000 --> 00:07:26.000]  我還在美國
[00:07:26.000 --> 00:07:28.000]  我太太的哥哥來探我們
[00:07:28.000 --> 00:07:30.000]  我們說不如一起開車
[00:07:30.000 --> 00:07:34.000]  去三藩市大概三四個小時
[00:07:34.000 --> 00:07:36.000]  開車去一個叫Camel by the sea
[00:07:36.000 --> 00:07:38.000]  很美的風景去那裏玩一下
[00:07:38.000 --> 00:07:40.000]  於是我就開車
[00:07:40.000 --> 00:07:45.000]  載我太太和我哥哥一起去Camel
[00:07:45.000 --> 00:07:47.000]  我為了省時間
[00:07:47.000 --> 00:07:50.000]  有條捷徑是上山路
[00:07:50.000 --> 00:07:52.000]  當我上完山的時候
[00:07:52.000 --> 00:07:54.000]  我發覺後面有兩個白人的年輕人
[00:07:54.000 --> 00:07:58.000]  開著電單車一直跟著我
[00:07:58.000 --> 00:07:59.000]  而且在他們的手勢裏面
[00:07:59.000 --> 00:08:01.000]  全部是污言穢語
[00:08:01.000 --> 00:08:03.000]  跟著破口大罵
[00:08:03.000 --> 00:08:05.000]  我車快他又快
[00:08:05.000 --> 00:08:06.000]  我慢他又慢
[00:08:06.000 --> 00:08:09.000]  他又不超速
[00:08:09.000 --> 00:08:10.000]  後來去到一個小的鎮
[00:08:10.000 --> 00:08:12.000]  我停在那裏有個紅燈
[00:08:12.000 --> 00:08:14.000]  我停在那裏的時候
[00:08:14.000 --> 00:08:17.000]  突然間有一班人走來踢我的車
[00:08:17.000 --> 00:08:20.000]  全部是白人
[00:08:20.000 --> 00:08:22.000]  幸好那盞燈很快就轉了綠燈
[00:08:22.000 --> 00:08:24.000]  我就走了
[00:08:24.000 --> 00:08:27.000]  我很不開心
[00:08:27.000 --> 00:08:28.000]  在一個白人的地區
[00:08:28.000 --> 00:08:30.000]  山卡拉的地區
[00:08:30.000 --> 00:08:33.000]  遇到一些這樣的種族歧視者
[00:08:33.000 --> 00:08:36.000]  是一種無助無權勢
[00:08:36.000 --> 00:08:40.000]  被侮辱的情形的時候
[00:08:40.000 --> 00:08:42.000]  是不好受
[00:08:42.000 --> 00:08:45.000]  絕不好受
[00:08:45.000 --> 00:08:48.000]  第二件事我記得的
[00:08:48.000 --> 00:08:50.000]  我每逢下午
[00:08:50.000 --> 00:08:55.000]  我就會在我教會附近的一個游水池游水
[00:08:55.000 --> 00:08:58.000]  有一次我游完水我就回教會
[00:08:58.000 --> 00:09:01.000]  我們教會就在三環市的唐人街
[00:09:01.000 --> 00:09:03.000]  和北岸區的交界地方
[00:09:03.000 --> 00:09:05.000]  游水池在北岸區
[00:09:05.000 --> 00:09:09.000]  我游完水之後我就回到我教會
[00:09:09.000 --> 00:09:10.000]  就要過馬路的時候
[00:09:10.000 --> 00:09:13.000]  突然間一個五十多歲的白種女人
[00:09:13.000 --> 00:09:15.000]  她又過馬路在我前面
[00:09:15.000 --> 00:09:17.000]  突然間有一個唐人
[00:09:17.000 --> 00:09:18.000]  她拿著一個Catelette
[00:09:18.000 --> 00:09:20.000]  一個靚車
[00:09:20.000 --> 00:09:22.000]  看到她過馬路就停在那裡
[00:09:22.000 --> 00:09:24.000]  然後她過馬路
[00:09:24.000 --> 00:09:26.000]  但是這個女士
[00:09:26.000 --> 00:09:28.000]  她不過馬路
[00:09:28.000 --> 00:09:29.000]  她就停在那裡
[00:09:29.000 --> 00:09:31.000]  在對著那個車子指著她
[00:09:31.000 --> 00:09:34.000]  Go back to China
[00:09:34.000 --> 00:09:38.000]  那個司機因為在裡面
[00:09:38.000 --> 00:09:40.000]  那個窗戶都關了
[00:09:40.000 --> 00:09:41.000]  不是很聽到她
[00:09:41.000 --> 00:09:43.000]  看著她很奇怪
[00:09:43.000 --> 00:09:45.000]  但是我後面聽得很清楚
[00:09:45.000 --> 00:09:47.000]  我覺得她的說話不是跟司機說
[00:09:47.000 --> 00:09:49.000]  而是跟我說
[00:09:49.000 --> 00:09:54.000]  於是我心裡突然間有一種很大的憤怒
[00:09:54.000 --> 00:09:58.000]  就跟著她
[00:09:58.000 --> 00:10:00.000]  很明顯她不是三環市人
[00:10:00.000 --> 00:10:01.000]  不是本地人
[00:10:01.000 --> 00:10:04.000]  因為她不知道她走向唐人街
[00:10:04.000 --> 00:10:06.000]  她一路去我們一路跟
[00:10:06.000 --> 00:10:08.000]  她看到後面有人跟著她的時候
[00:10:08.000 --> 00:10:10.000]  她過馬路我又過馬路
[00:10:10.000 --> 00:10:12.000]  她越見越多是黃種人
[00:10:12.000 --> 00:10:13.000]  越見越多是亞裔人
[00:10:13.000 --> 00:10:15.000]  她開始害怕
[00:10:15.000 --> 00:10:16.000]  她又反過來走了
[00:10:16.000 --> 00:10:19.000]  我又反過來追她
[00:10:19.000 --> 00:10:20.000]  最終我突然停下來想
[00:10:20.000 --> 00:10:23.000]  我們幹什麼
[00:10:23.000 --> 00:10:25.000]  很明顯一件事
[00:10:25.000 --> 00:10:27.000]  在一個這樣的情況之後
[00:10:27.000 --> 00:10:29.000]  我有Power
[00:10:29.000 --> 00:10:31.000]  我是一個華人的社區
[00:10:31.000 --> 00:10:33.000]  她一個五十多歲
[00:10:33.000 --> 00:10:35.000]  打起來我都夠她打
[00:10:35.000 --> 00:10:40.000]  原來Power是這麼重要的
[00:10:40.000 --> 00:10:45.000]  原來當你自己是一個被侮辱
[00:10:45.000 --> 00:10:47.000]  一個沒有權勢
[00:10:47.000 --> 00:10:49.000]  被打的時候
[00:10:49.000 --> 00:10:51.000]  被辱的時候
[00:10:51.000 --> 00:10:53.000]  原來是這麼痛苦的一件事
[00:10:53.000 --> 00:10:55.000]  不是肉體的痛苦
[00:10:55.000 --> 00:10:57.000]  是心靈的痛苦
[00:10:57.000 --> 00:11:00.000]  如果大家有機會看過今次金像獎
[00:11:00.000 --> 00:11:03.000]  十二年的奴隸這齣戲的時候
[00:11:03.000 --> 00:11:05.000]  你會明白那種心情是什麼
[00:11:05.000 --> 00:11:08.000]  我會體驗到為什麼李小龍的唐山大興
[00:11:08.000 --> 00:11:12.000]  精武門或者李連杰主演的霍元甲
[00:11:12.000 --> 00:11:14.000]  是這麼受我們歡迎
[00:11:14.000 --> 00:11:16.000]  因為將我們的自卑
[00:11:16.000 --> 00:11:18.000]  我們的軟弱一掃如空
[00:11:18.000 --> 00:11:20.000]  但事實上告訴你
[00:11:20.000 --> 00:11:21.000]  我們不是李小龍
[00:11:21.000 --> 00:11:23.000]  我們也不是霍元甲
[00:11:23.000 --> 00:11:28.000]  我們只是一群無助無能的軟弱者
[00:11:28.000 --> 00:11:30.000]  是不是
[00:11:30.000 --> 00:11:34.000]  我想
[00:11:34.000 --> 00:11:37.000]  柳俊濤很難接受這個
[00:11:37.000 --> 00:11:40.000]  我也很難接受
[00:11:40.000 --> 00:11:44.000]  海明威說這句話很好
[00:11:44.000 --> 00:11:46.000]  我們可以被消滅
[00:11:46.000 --> 00:11:50.000]  但我們不可以失敗
[00:11:50.000 --> 00:11:52.000]  被辱
[00:11:52.000 --> 00:11:56.000]  人可以被毀滅
[00:11:56.000 --> 00:12:01.000]  但他不能被擊敗
[00:12:01.000 --> 00:12:06.000]  我們可以沒有飯吃
[00:12:06.000 --> 00:12:09.000]  我們可以被消滅
[00:12:09.000 --> 00:12:12.000]  但你叫我活在一個無權無勢
[00:12:12.000 --> 00:12:15.000]  被人踐踏
[00:12:15.000 --> 00:12:18.000]  在一個無助無能的情況
[00:12:18.000 --> 00:12:21.000]  是一件很難的事
[00:12:21.000 --> 00:12:24.000]  但奇怪
[00:12:24.000 --> 00:12:26.000]  柳俊濤這一篇文
[00:12:26.000 --> 00:12:30.000]  是正正說出基督教最核心的一個道理
[00:12:30.000 --> 00:12:32.000]  基督教最核心的道理是什麼
[00:12:32.000 --> 00:12:34.000]  是十字架
[00:12:34.000 --> 00:12:38.000]  我們今天對基督教最大的誤解
[00:12:38.000 --> 00:12:41.000]  莫過於對十字架的誤解
[00:12:41.000 --> 00:12:43.000]  十字架是什麼
[00:12:43.000 --> 00:12:45.000]  是羞辱的象徵
[00:12:45.000 --> 00:12:49.000]  被踐踏的一個象徵
[00:12:49.000 --> 00:12:54.000]  哥倫多教會是一群軟弱無助的市井之民組成
[00:12:54.000 --> 00:12:57.000]  保羅在哥倫多傳書第一章26節說
