
[00:00:00.000 --> 00:00:05.600]  各位弟兄姊妹、各位朋友,你們好
[00:00:05.600 --> 00:00:08.000]  歡迎大家參加我們三藩市播道會
[00:00:08.000 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:12.640]  我們繼續思想希伯來書的信息
[00:00:12.640 --> 00:00:15.000]  今天我們去到希伯來書第二章
[00:00:15.000 --> 00:00:16.600]  一節至四節
[00:00:16.600 --> 00:00:19.400]  題目叫做鄭重聽道
[00:00:19.400 --> 00:00:22.800]  開始的時候請同心低頭,我們同禱告
[00:00:22.800 --> 00:00:24.600]  天父我們再一次感謝你
[00:00:24.600 --> 00:00:27.000]  給我們有機會研讀你的話語
[00:00:27.000 --> 00:00:31.800]  求你藉著你的話語去提醒、勸勉、警戒、督責
[00:00:31.800 --> 00:00:33.000]  改變我們
[00:00:33.000 --> 00:00:34.000]  我們這樣的祈禱
[00:00:34.000 --> 00:00:36.200]  那是奉耶穌基督的名求
[00:00:36.200 --> 00:00:38.000]  阿們
[00:00:38.000 --> 00:00:39.800]  Professor Paul Cameron
[00:00:39.800 --> 00:00:43.400]  是Wayne State University的心理學系教授
[00:00:43.400 --> 00:00:46.000]  他做了一個非常有趣的研究
[00:00:46.000 --> 00:00:48.000]  他看一般大學生
[00:00:48.000 --> 00:00:52.600]  有多少人上課的時候是留心聽老師講解的呢?
[00:00:52.600 --> 00:00:55.000]  他用了九個星期時間
[00:00:55.000 --> 00:00:59.800]  向不同的學生做過21次的實驗
[00:00:59.800 --> 00:01:02.000]  每一次當他在講書的時候
[00:01:02.000 --> 00:01:06.200]  突然間課室裡面就響起槍聲
[00:01:06.200 --> 00:01:07.800]  槍聲震耳
[00:01:07.800 --> 00:01:09.800]  全體學生嚇了一跳
[00:01:09.800 --> 00:01:12.200]  以為發生了什麼槍擊戰
[00:01:12.200 --> 00:01:14.600]  當學生平靜過來的時候
[00:01:14.600 --> 00:01:17.000]  才知道這個是假的
[00:01:17.000 --> 00:01:20.400]  Cameron於是就叫學生回答一個問題
[00:01:20.400 --> 00:01:23.000]  在槍聲響之前
[00:01:23.000 --> 00:01:26.000]  當時Cameron正在講書的時候
[00:01:26.000 --> 00:01:29.000]  他們腦子裡在想什麼呢?
[00:01:29.000 --> 00:01:31.800]  這個調查結果非常有趣
[00:01:31.800 --> 00:01:34.000]  20%的學生
[00:01:34.000 --> 00:01:35.600]  其中有男有女
[00:01:35.600 --> 00:01:39.000]  承認他們沒有聽書
[00:01:39.000 --> 00:01:40.400]  老師一直在講書的時候
[00:01:40.400 --> 00:01:44.400]  他一直在想和性有關係的幻想
[00:01:44.400 --> 00:01:47.400]  有20%就在想
[00:01:47.400 --> 00:01:49.800]  一會兒去哪裡吃午飯
[00:01:49.800 --> 00:01:52.000]  我有什麼沒做
[00:01:52.000 --> 00:01:55.000]  有什麼事情我今晚要去做
[00:01:55.000 --> 00:01:58.600]  想了一想有20%
[00:01:58.600 --> 00:02:02.800]  有8%想到和宗教有關係的問題
[00:02:02.800 --> 00:02:04.400]  非常有趣
[00:02:04.400 --> 00:02:06.800]  有20%是發白日夢
[00:02:06.800 --> 00:02:08.400]  胡思亂想
[00:02:08.400 --> 00:02:11.400]  有20%是睡著了
[00:02:11.400 --> 00:02:18.000]  只有12%的學生是認真留心聽老師講書
[00:02:18.000 --> 00:02:21.000]  我看完之後不禁問自己
[00:02:21.000 --> 00:02:23.000]  大學教授講書的時候
[00:02:23.000 --> 00:02:25.600]  只有12%的人在聽
[00:02:25.600 --> 00:02:27.400]  不知道牧師講道的時候
[00:02:27.400 --> 00:02:29.400]  有多少人在聽呢?
[00:02:29.400 --> 00:02:32.000]  尤其是在網上崇拜
[00:02:32.000 --> 00:02:33.600]  網上講道
[00:02:33.600 --> 00:02:37.400]  我想可能連12%都算不錯
[00:02:37.400 --> 00:02:39.400]  如果有12%
[00:02:39.400 --> 00:02:42.400]  其實這是一個很可悲的現象
[00:02:42.400 --> 00:02:44.000]  心理學家問
[00:02:44.000 --> 00:02:47.400]  為什麼現代人往往聽而不聞
[00:02:47.400 --> 00:02:48.600]  視而不見呢?
[00:02:48.600 --> 00:02:50.400]  當然有很多原因
[00:02:50.400 --> 00:02:53.800]  但每天我們都花很多時間去聽別人講
[00:02:53.800 --> 00:02:55.000]  聽老師講
[00:02:55.000 --> 00:02:55.800]  老闆
[00:02:55.800 --> 00:02:56.600]  同事
[00:02:56.600 --> 00:02:57.200]  家人
[00:02:57.200 --> 00:02:58.000]  朋友
[00:02:58.000 --> 00:02:58.800]  太太
[00:02:58.800 --> 00:02:59.600]  丈夫
[00:02:59.600 --> 00:03:00.400]  收音機
[00:03:00.400 --> 00:03:01.000]  手機
[00:03:01.000 --> 00:03:03.000]  電視機
[00:03:03.000 --> 00:03:04.600]  多不勝數
[00:03:04.600 --> 00:03:06.000]  不勝負荷
[00:03:06.000 --> 00:03:07.200]  受不了
[00:03:07.200 --> 00:03:11.800]  或者大多數的講的空談沒什麼意義
[00:03:11.800 --> 00:03:13.400]  我經常對孫子說
[00:03:13.400 --> 00:03:14.800]  我們每天講的東西
[00:03:14.800 --> 00:03:15.600]  如果錄下來
[00:03:15.600 --> 00:03:17.600]  你發覺90%都可以省下
[00:03:17.600 --> 00:03:18.800]  不用講
[00:03:18.800 --> 00:03:20.600]  是那些空言
[00:03:20.600 --> 00:03:23.200]  不聽也無傷大雅
[00:03:23.200 --> 00:03:24.600]  沒所謂的
[00:03:24.600 --> 00:03:26.400]  於是我們就往往
[00:03:26.400 --> 00:03:28.400]  借了聾耳陳耳
[00:03:28.400 --> 00:03:29.600]  左耳入右耳出
[00:03:29.600 --> 00:03:31.400]  聽而不聞
[00:03:31.400 --> 00:03:32.400]  還有
[00:03:32.400 --> 00:03:35.200]  我們心裡面時常都掛著一些東西
[00:03:35.200 --> 00:03:37.200]  明天要交功課
[00:03:37.200 --> 00:03:38.600]  我還沒交稅
[00:03:38.600 --> 00:03:40.400]  後天要見工
[00:03:40.400 --> 00:03:42.400]  昨天和太太吵架
[00:03:42.400 --> 00:03:44.000]  真是沒人了
[00:03:44.000 --> 00:03:45.200]  只想著
[00:03:45.200 --> 00:03:46.800]  有此調戲不順
[00:03:46.800 --> 00:03:48.000]  還有
[00:03:48.000 --> 00:03:51.200]  有些看到那些心驚膽跳的新聞
[00:03:51.200 --> 00:03:52.200]  腦裡
[00:03:52.200 --> 00:03:54.600]  經常在想
[00:03:54.600 --> 00:03:55.600]  我們發覺
[00:03:55.600 --> 00:03:56.800]  我們的腦裡
[00:03:56.800 --> 00:03:58.400]  好像是猴子一樣
[00:03:58.400 --> 00:03:59.400]  跳來跳去
[00:03:59.400 --> 00:04:00.800]  揮之不去
[00:04:00.800 --> 00:04:02.400]  哪裡有心機時間
[00:04:02.400 --> 00:04:04.400]  去聽牧師講話
[00:04:04.400 --> 00:04:06.000]  我又想想
[00:04:06.000 --> 00:04:08.400]  在我們長大的環境
[00:04:08.400 --> 00:04:09.600]  往往
[00:04:09.600 --> 00:04:12.200]  發覺
[00:04:12.200 --> 00:04:15.600]  和我們不喜歡聽的東西都有關係
[00:04:15.600 --> 00:04:17.800]  我從來沒聽過一個父母說
[00:04:17.800 --> 00:04:19.000]  兒子
[00:04:19.000 --> 00:04:21.200]  我教你怎樣去聽話
[00:04:21.200 --> 00:04:22.000]  不會的
[00:04:22.000 --> 00:04:24.800]  沒有父母教子女去聽
[00:04:24.800 --> 00:04:27.200]  只是教子女去說
[00:04:27.200 --> 00:04:28.800]  教我們去說話
[00:04:28.800 --> 00:04:30.200]  當父母覺得有些子女
[00:04:30.200 --> 00:04:31.000]  吱吱喳喳
[00:04:31.000 --> 00:04:32.400]  不停說話的時候
[00:04:32.400 --> 00:04:33.200]  就很凶
[00:04:33.200 --> 00:04:34.600]  Shut up
[00:04:34.600 --> 00:04:37.000]  這些教育
[00:04:37.000 --> 00:04:38.400]  往往
[00:04:38.400 --> 00:04:40.200]  只是鼓勵我們說話
[00:04:40.200 --> 00:04:41.600]  不聽話
[00:04:41.600 --> 00:04:42.400]  但是
[00:04:42.400 --> 00:04:44.800]  說得多的時候又叫我們Shut up
[00:04:44.800 --> 00:04:46.800]  發覺真是矛盾了
[00:04:46.800 --> 00:04:48.200]  所以有一本書
[00:04:48.200 --> 00:04:50.000]  叫做《魔鬼字典》
[00:04:50.000 --> 00:04:52.200]  裡面這樣形容天堂
[00:04:52.200 --> 00:04:53.800]  在天堂
[00:04:53.800 --> 00:04:55.800]  所有人只聽我說話
[00:04:55.800 --> 00:04:57.400]  聽我大發議論
[00:04:57.400 --> 00:04:59.400]  而我不需要聽別人說話
[00:04:59.400 --> 00:05:01.000]  此為之天堂
[00:05:01.000 --> 00:05:01.800]  是也
[00:05:01.800 --> 00:05:04.200]  這是魔鬼字典
[00:05:04.200 --> 00:05:06.400]  事實上在我們的文化裡面
[00:05:06.400 --> 00:05:08.400]  如果你口若餘渴
[00:05:08.400 --> 00:05:10.200]  又可以懂得說笑
[00:05:10.200 --> 00:05:11.200]  又可以講故事
[00:05:11.200 --> 00:05:14.000]  人家就稱讚你夠Social
[00:05:14.000 --> 00:05:15.400]  夠大方
[00:05:15.400 --> 00:05:16.600]  夠有口才
[00:05:16.600 --> 00:05:18.400]  夠友善
[00:05:18.400 --> 00:05:21.600]  但是如果我們經常都聽不說話
[00:05:21.600 --> 00:05:24.200]  別人就說你這個人很生金
[00:05:24.200 --> 00:05:25.600]  很古肅
[00:05:25.600 --> 00:05:27.600]  很不友善
[00:05:27.600 --> 00:05:29.600]  於是
[00:05:29.600 --> 00:05:31.200]  我們就發覺
[00:05:31.200 --> 00:05:32.800]  既然現在是這樣
[00:05:32.800 --> 00:05:35.600]  是不是也亂說話
[00:05:35.600 --> 00:05:38.000]  如果你看看聖經
[00:05:38.000 --> 00:05:41.000]  聖經是跟我們有很不同的看法
[00:05:41.000 --> 00:05:42.600]  《曾元書》第十章十九
[00:05:42.600 --> 00:05:44.600]  就說多言多語
[00:05:44.600 --> 00:05:47.600]  難免有個禁止嘴唇
[00:05:47.600 --> 00:05:49.600]  是有智慧
[00:05:49.600 --> 00:05:51.600]  說得多錯得多
[00:05:51.600 --> 00:05:53.600]  《曾元》第十三章十三句
[00:05:53.600 --> 00:05:56.600]  是謹守口的得保生命
[00:05:56.600 --> 00:06:00.600]  大張嘴的必自敗亡
[00:06:00.600 --> 00:06:03.200]  說得多的時候會敗亡
[00:06:03.200 --> 00:06:05.200]  《曾元》第十八章十三句
[00:06:05.200 --> 00:06:07.800]  未曾聽完先回答的
[00:06:07.800 --> 00:06:10.600]  便是他的愚昧和羞辱
[00:06:10.600 --> 00:06:12.600]  搶先說話
[00:06:12.600 --> 00:06:14.200]  不肯聽話的
[00:06:14.200 --> 00:06:16.600]  是愚昧和羞辱
[00:06:16.600 --> 00:06:18.600]  《曾元》第十八章十九說得好
[00:06:18.600 --> 00:06:21.600]  你們各人要快快的聽
[00:06:21.600 --> 00:06:23.600]  慢慢的說
[00:06:23.600 --> 00:06:25.600]  慢慢的動腦
[00:06:25.600 --> 00:06:26.600]  人很奇怪的
[00:06:26.600 --> 00:06:29.600]  一方面他們不喜歡去聽
[00:06:29.600 --> 00:06:31.600]  但又不好意思
[00:06:31.600 --> 00:06:34.600]  讓人知道自己不在聽
[00:06:34.600 --> 00:06:37.600]  於是最好的方法是假裝去聽
[00:06:37.600 --> 00:06:39.600]  心理學列出一般人
[00:06:39.600 --> 00:06:41.600]  怎樣假裝聽的方法
[00:06:41.600 --> 00:06:43.600]  第一類叫做pseudolistening
[00:06:43.600 --> 00:06:45.600]  好像很留心
[00:06:45.600 --> 00:06:47.600]  看著你
[00:06:47.600 --> 00:06:49.600]  甚至有時候點頭
[00:06:49.600 --> 00:06:51.600]  你覺得這個人很留心聽
[00:06:51.600 --> 00:06:53.600]  其實他沒有聽
[00:06:53.600 --> 00:06:54.600]  假裝而已
[00:06:54.600 --> 00:06:56.600]  第二類叫做selective listening
[00:06:56.600 --> 00:06:58.600]  他們不是不聽
[00:06:58.600 --> 00:07:00.600]  不過是選擇來聽
[00:07:00.600 --> 00:07:02.600]  有興趣或者同意你的
[00:07:02.600 --> 00:07:04.600]  他就聽了
[00:07:04.600 --> 00:07:06.600]  但有些不同意的
[00:07:06.600 --> 00:07:07.600]  或者沒興趣的
[00:07:07.600 --> 00:07:08.600]  他就不聽了
[00:07:08.600 --> 00:07:10.600]  聽不明白的又不聽了
[00:07:10.600 --> 00:07:11.600]  不同意的又不聽了
[00:07:11.600 --> 00:07:14.600]  尤其是我們聽講道
[00:07:14.600 --> 00:07:16.600]  某某牧師說得很好
[00:07:16.600 --> 00:07:20.600]  因為他跟你們所想的東西是同意的
[00:07:20.600 --> 00:07:22.600]  你都說我都懂
[00:07:22.600 --> 00:07:24.600]  這牧師說得好
[00:07:24.600 --> 00:07:26.600]  英雄所見略同
[00:07:26.600 --> 00:07:29.600]  於是你不懂的東西
[00:07:29.600 --> 00:07:31.600]  你永遠都不會懂的
[00:07:31.600 --> 00:07:33.600]  因為別人說你不懂的東西
[00:07:33.600 --> 00:07:35.600]  你又說得不好
[00:07:35.600 --> 00:07:37.600]  這叫做selective listening
[00:07:37.600 --> 00:07:39.600]  簡單來說
[00:07:39.600 --> 00:07:41.600]  不聽
[00:07:41.600 --> 00:07:44.600]  第三類叫做ambushing listening
[00:07:44.600 --> 00:07:46.600]  有些人很留心聽
[00:07:46.600 --> 00:07:48.600]  但聽每一句就反駁一句
[00:07:48.600 --> 00:07:51.600]  看你有什麼錯處去攻擊你
[00:07:51.600 --> 00:07:55.600]  第四類叫做defensive listening
[00:07:55.600 --> 00:07:59.600]  中國人所謂言者無心聽者有耳
[00:07:59.600 --> 00:08:01.600]  他們以為你攻擊他
[00:08:01.600 --> 00:08:04.600]  所以擺出一副迎戰的心態去聽
[00:08:04.600 --> 00:08:07.600]  當然聽不出任何東西
[00:08:07.600 --> 00:08:09.600]  只聽一句反駁一句
[00:08:09.600 --> 00:08:13.600]  如果在我們日常生活的溝通都是這樣
[00:08:13.600 --> 00:08:15.600]  我們聆聽神的話語
[00:08:15.600 --> 00:08:19.600]  聆聽傳道人講道可能更深
[00:08:19.600 --> 00:08:26.600]  可能真的沒有12%的會有正式的聽到
[00:08:26.600 --> 00:08:31.600]  希伯來書的作者給我們一個很嚴厲的警告
[00:08:31.600 --> 00:08:34.600]  在第二章第一節就告訴我們
[00:08:34.600 --> 00:08:38.600]  所以我們當予法鄭重所聽見的道理
[00:08:38.600 --> 00:08:41.600]  恐怕我們隨流失去
[00:08:41.600 --> 00:08:43.600]  或者我們來聽聽
[00:08:43.600 --> 00:08:47.600]  究竟希伯來書的作者教我們怎樣去聽到
[00:08:47.600 --> 00:08:49.600]  首先我們看看第一節
[00:08:49.600 --> 00:08:50.600]  鄭重聽到
[00:08:50.600 --> 00:08:54.600]  所以我們當予法鄭重所聽見的道理
[00:08:54.600 --> 00:08:57.600]  恐怕我們隨流失去
[00:08:57.600 --> 00:08:59.600]  在我們講到第一講的時候
[00:08:59.600 --> 00:09:04.600]  我們已經提過希伯來書有很多警告和雜備
[00:09:04.600 --> 00:09:08.600]  但是這些雜備和警告不是很嚴苛
[00:09:08.600 --> 00:09:11.600]  是有鼓勵性和有怨勉的
[00:09:11.600 --> 00:09:15.600]  希臘文的文法叫Hotatory sub-Zen-Tibur
[00:09:15.600 --> 00:09:19.600]  作者為何如此緊張和怨勉我們呢?
[00:09:19.600 --> 00:09:21.600]  是因為我們沒有成長
[00:09:21.600 --> 00:09:24.600]  幾十年來都像個嬰兒一樣
[00:09:24.600 --> 00:09:27.600]  第二章第一節就給我們一個很好的警告
[00:09:27.600 --> 00:09:29.600]  你們要鄭重聽到
[00:09:29.600 --> 00:09:32.600]  否則會隨流失去
[00:09:32.600 --> 00:09:36.600]  在這節聖經裏我們要留意兩個非常有趣的字
[00:09:36.600 --> 00:09:37.600]  一個是鄭重
[00:09:37.600 --> 00:09:40.600]  一個是隨流失去
[00:09:40.600 --> 00:09:44.600]  原來這兩個希臘文都是非常有趣的
[00:09:44.600 --> 00:09:47.600]  首先我們看看鄭重這個字
[00:09:47.600 --> 00:09:50.600]  希臘文叫Prosico
[00:09:50.600 --> 00:09:54.600]  Prosico這個字或者Prosecco這個字
[00:09:54.600 --> 00:09:59.600]  是留心Pay attention to
[00:09:59.600 --> 00:10:03.600]  但其實這個字是一個航海用語
[00:10:03.600 --> 00:10:06.600]  當時船是沒有摩打沒有引擎的
[00:10:06.600 --> 00:10:08.600]  船行是靠風的
[00:10:08.600 --> 00:10:10.600]  所以說看風駛你
[00:10:10.600 --> 00:10:12.600]  當船要進入港口的時候
[00:10:12.600 --> 00:10:14.600]  拍岸的時候
[00:10:14.600 --> 00:10:18.600]  洗船的人擦一下就一定要非常留心
[00:10:18.600 --> 00:10:22.600]  潮水一到就趁機乘風駛入港口
[00:10:22.600 --> 00:10:25.600]  領航員要看得準風勢
[00:10:25.600 --> 00:10:29.600]  把持航行
[00:10:29.600 --> 00:10:33.600]  然後乘風破浪進入港口
[00:10:33.600 --> 00:10:40.600]  Prosecco就是小心留心鄭重Pay attention to
[00:10:40.600 --> 00:10:43.600]  第二個字就是隨流失去
[00:10:43.600 --> 00:10:46.600]  希臘文叫Parareo
[00:10:46.600 --> 00:10:51.600]  Parareo這個字是解失調滑走
[00:10:51.600 --> 00:10:54.600]  好像你的戒指很滑
[00:10:54.600 --> 00:10:55.600]  不見了
[00:10:55.600 --> 00:10:56.600]  滑走
[00:10:56.600 --> 00:10:59.600]  又或者是走漏風聲
[00:10:59.600 --> 00:11:02.600]  有趣的地方這個字本來也是航海用語
[00:11:02.600 --> 00:11:05.600]  是指一個領航員沒有留心
[00:11:05.600 --> 00:11:06.600]  或者睡了
[00:11:06.600 --> 00:11:07.600]  睡了
[00:11:07.600 --> 00:11:08.600]  看不準風勢
[00:11:08.600 --> 00:11:13.600]  本來應該要讓範駛入港口
[00:11:13.600 --> 00:11:14.600]  錯過機會
[00:11:14.600 --> 00:11:15.600]  進入不到港口
[00:11:15.600 --> 00:11:19.600]  更甚者船撞向潮石而沉沒
[00:11:19.600 --> 00:11:22.600]  所以第一節我們可以這樣譯法
[00:11:22.600 --> 00:11:26.600]  因此我們要打醒十二副精神
[00:11:26.600 --> 00:11:28.600]  不要錯過機會
[00:11:28.600 --> 00:11:30.600]  當我們聽到神的話語的時候
[00:11:30.600 --> 00:11:33.600]  就立即將我們生命的陀緊緊放在神的話語當中
[00:11:33.600 --> 00:11:36.600]  免得我們隨流失去
[00:11:36.600 --> 00:11:37.600]  毀壞
[00:11:37.600 --> 00:11:38.600]  自滅
[00:11:38.600 --> 00:11:40.600]  我們要留意
[00:11:40.600 --> 00:11:43.600]  隨流失去這個字
[00:11:43.600 --> 00:11:45.600]  不是指一個巨浪來到
[00:11:45.600 --> 00:11:46.600]  忽然間一個巨浪來到
[00:11:46.600 --> 00:11:47.600]  把船撞沉
[00:11:47.600 --> 00:11:48.600]  不是
[00:11:48.600 --> 00:11:50.600]  相反是漸漸的
[00:11:50.600 --> 00:11:52.600]  慢慢的
[00:11:52.600 --> 00:11:53.600]  不知不覺的
[00:11:53.600 --> 00:11:55.600]  潛移默化的
[00:11:55.600 --> 00:11:58.600]  當我們在不知不覺一覺醒來
[00:11:58.600 --> 00:12:01.600]  已經發覺錯過了進入港口的機會
[00:12:01.600 --> 00:12:02.600]  割了錢
[00:12:02.600 --> 00:12:04.600]  捉了潮石
[00:12:04.600 --> 00:12:06.600]  船正下沉
[00:12:06.600 --> 00:12:08.600]  同樣在我們的生活裏
[00:12:08.600 --> 00:12:11.600]  也都時常遇到這樣的情況
[00:12:11.600 --> 00:12:13.600]  我們有沒有去教會
[00:12:13.600 --> 00:12:15.600]  我們有沒有靈修
[00:12:15.600 --> 00:12:17.600]  我們有沒有祈禱
[00:12:17.600 --> 00:12:19.600]  有沒有去團契
[00:12:19.600 --> 00:12:23.600]  我們沒有和神任何親近
[00:12:23.600 --> 00:12:25.600]  一樣
[00:12:25.600 --> 00:12:26.600]  生活一樣
[00:12:26.600 --> 00:12:28.600]  沒有任何異樣
[00:12:28.600 --> 00:12:29.600]  好像以前一樣
[00:12:29.600 --> 00:12:31.600]  上班下班賺錢去旅行
[00:12:31.600 --> 00:12:33.600]  去享受人生
[00:12:33.600 --> 00:12:35.600]  沒有任何不妥
[00:12:35.600 --> 00:12:37.600]  但當你發覺不妥的時候
[00:12:37.600 --> 00:12:40.600]  可能已經為時已晚
[00:12:40.600 --> 00:12:42.600]  我在香港長大
[00:12:42.600 --> 00:12:44.600]  在新界住
[00:12:44.600 --> 00:12:46.600]  小時候很喜歡捉田雞
[00:12:46.600 --> 00:12:47.600]  青蛙
[00:12:47.600 --> 00:12:49.600]  田雞很醒目
[00:12:49.600 --> 00:12:52.600]  晚上去捉田雞的時候
