
[00:00:00.000 --> 00:00:05.420]  各位電影姐妹、各位朋友,你們好!
[00:00:05.420 --> 00:00:09.680]  歡迎大家參加我們三藩市播道會網上的五堂崇拜
[00:00:09.680 --> 00:00:12.600]  我們今天繼續思想希伯羅書的信息
[00:00:12.600 --> 00:00:16.900]  我們來到希伯羅書第十章,一節至十八節
[00:00:16.900 --> 00:00:19.140]  《律法與恩典》
[00:00:19.140 --> 00:00:22.180]  未開始思想這段聖經之前
[00:00:22.180 --> 00:00:24.280]  請你同心低堂,我都同土告
[00:00:24.280 --> 00:00:27.000]  慈悲人,天父,我們本心多謝你
[00:00:27.000 --> 00:00:32.720]  因為我們所信的神是一個滿有恩惠、慈悲、憐憫的神
[00:00:32.720 --> 00:00:37.080]  你為我們的緣故,差遣你的獨生子來到世上
[00:00:37.080 --> 00:00:40.120]  為我們釘身十字架,救贖我們
[00:00:40.120 --> 00:00:43.440]  以至我們能夠得到白白的救恩
[00:00:43.440 --> 00:00:49.600]  求你藉著你的話語作一次提醒、勸勉、教導、安慰、督習我們
[00:00:49.600 --> 00:00:55.120]  讓我們上傳一個謙卑和感謝的心去聆聽你的話語
[00:00:55.120 --> 00:00:59.320]  我們今天土告,那是奉耶穌基督名求,阿門
[00:00:59.320 --> 00:01:04.400]  畢孝東是中國近代著名的社會學家
[00:01:04.400 --> 00:01:07.680]  在他的《鄉土中國》這本書
[00:01:07.680 --> 00:01:12.720]  提及到中國與西方社會形態的分別在哪裏
[00:01:12.720 --> 00:01:15.280]  是一個非常精闢的看法
[00:01:15.280 --> 00:01:18.320]  他看到中國是一個人治的社會
[00:01:18.320 --> 00:01:20.720]  西方是一個法治的社會
[00:01:20.720 --> 00:01:26.320]  他用兩個例子來形容這兩個不同體系的社會形態
[00:01:26.320 --> 00:01:30.320]  中國社會就好像一顆石,拋在水裏
[00:01:30.320 --> 00:01:32.640]  製造出一連串的依蓮
[00:01:32.640 --> 00:01:37.280]  如果這顆石是小的,只能製造幾個小的依蓮
[00:01:37.280 --> 00:01:43.120]  但如果這個是巨石拋在水中,就製造無數巨浪
[00:01:43.120 --> 00:01:46.080]  即是說,如果你是一個小人物
[00:01:46.080 --> 00:01:50.800]  連家裏只有小許一二人,雖然你仍然是一家之主
[00:01:50.800 --> 00:01:54.400]  但你的權並和影響力只是少少
[00:01:54.400 --> 00:01:58.880]  相反來說,如果你是一個皇帝,就演繹一個巨石
[00:01:58.880 --> 00:02:02.720]  你的權威和影響就遍及全國
[00:02:02.720 --> 00:02:08.560]  就好像論語有云,天地天下之地莫非王土
[00:02:08.560 --> 00:02:11.040]  天下之民莫非王民
[00:02:11.040 --> 00:02:14.800]  中國嚴格來說不是一個國,而是一個家
[00:02:14.800 --> 00:02:17.360]  一個很大的家
[00:02:17.360 --> 00:02:19.760]  做官的就稱為父母官
[00:02:19.760 --> 00:02:22.640]  統治者就好像一個家長一樣
[00:02:22.640 --> 00:02:26.960]  一個中國領導人,當自己是人民的父母
[00:02:26.960 --> 00:02:30.240]  去統治這個極大的家庭
[00:02:30.240 --> 00:02:32.320]  這是人治的社會
[00:02:32.320 --> 00:02:37.200]  所以當轉朝接代的時候,又或者統治者轉換的時候
[00:02:37.200 --> 00:02:39.840]  就會帶來巨大的改變
[00:02:39.840 --> 00:02:42.720]  不像好像美國換總統
[00:02:42.720 --> 00:02:46.080]  一般的人根本就不知道有什麼不同
[00:02:46.080 --> 00:02:47.600]  有什麼改變
[00:02:47.600 --> 00:02:51.040]  中國人說一朝天子就一朝神
[00:02:51.040 --> 00:02:55.920]  而外國的社會,不是人治是法治,改變不是很大
[00:02:55.920 --> 00:03:02.240]  雖然奧巴馬選舉的時候,馬說變,變,變,change, change, change
[00:03:02.240 --> 00:03:07.040]  但是美國人,真的看不到很大的改變
[00:03:07.040 --> 00:03:09.840]  美國人很渴望改變的心態
[00:03:09.840 --> 00:03:13.680]  中國的問題可能變得太多,太快,太大
[00:03:13.680 --> 00:03:16.480]  因為它是人治的緣故
[00:03:16.480 --> 00:03:18.880]  西方的社會又是怎樣呢?
[00:03:18.880 --> 00:03:21.520]  秘孝通用一個非常有趣的比喻
[00:03:21.520 --> 00:03:24.320]  來形容西方社會的形態
[00:03:24.320 --> 00:03:26.720]  這個所謂法治的社會
[00:03:26.720 --> 00:03:31.360]  這個就好像一條一條的和廣草
[00:03:31.360 --> 00:03:34.800]  每條的草都是一樣長,一樣高
[00:03:34.800 --> 00:03:38.880]  被一個大的繩綁住在這裡
[00:03:38.880 --> 00:03:40.480]  蓄起來
[00:03:40.480 --> 00:03:43.520]  這個表示在法律之下
[00:03:43.520 --> 00:03:47.120]  人人平等,就好像和廣草一樣
[00:03:47.120 --> 00:03:50.800]  人在法律之下,他有權利也有義務
[00:03:50.800 --> 00:03:53.760]  沒有一個人可以凌駕法律之上
[00:03:53.760 --> 00:03:58.080]  法官不是父母官,而是喘息法律的人
[00:03:58.080 --> 00:04:00.400]  他一切都要依法而行
[00:04:00.400 --> 00:04:04.960]  執政者也不是父母官,是執行法律的人
[00:04:04.960 --> 00:04:06.560]  總統更換了
[00:04:06.560 --> 00:04:09.760]  美國的憲法仍然統治這個國家
[00:04:09.760 --> 00:04:14.400]  當克林頓有這個醜聞的時候
[00:04:14.400 --> 00:04:16.480]  國會要彈下去了
[00:04:16.480 --> 00:04:18.240]  甚至要罷免他了
[00:04:18.240 --> 00:04:20.400]  是要告訴所有人
[00:04:20.400 --> 00:04:22.160]  就算你做總統
[00:04:22.160 --> 00:04:25.440]  都不能夠超齡法律之上
[00:04:25.440 --> 00:04:29.520]  西方的社會一切是依法而行
[00:04:29.520 --> 00:04:31.520]  或者我們以為
[00:04:31.520 --> 00:04:33.760]  這個社會有了法治的時候
[00:04:33.760 --> 00:04:37.120]  就會帶來和平、穩定和安寧
[00:04:37.120 --> 00:04:39.120]  這是民主的基礎
[00:04:39.120 --> 00:04:41.120]  而不是人治
[00:04:41.120 --> 00:04:44.800]  但是法律是不是真正可以解決我們的問題呢?
[00:04:44.800 --> 00:04:49.920]  法律是不是帶給我們真正的穩定和安寧呢?
[00:04:49.920 --> 00:04:52.880]  有一點點的例子
[00:04:52.880 --> 00:04:54.880]  值得我們思考一下
[00:04:54.880 --> 00:04:57.600]  在美國各處都有很多的
[00:04:57.600 --> 00:05:00.320]  所謂森林,稱為National Forest
[00:05:00.320 --> 00:05:05.760]  人民不能隨時走進森林裏面
[00:05:05.760 --> 00:05:08.320]  斬木
[00:05:08.320 --> 00:05:11.760]  為了保持綠化
[00:05:11.760 --> 00:05:15.440]  甚至禁止直升機或飛機
[00:05:15.440 --> 00:05:18.240]  去到National Forest裏面降落
[00:05:18.240 --> 00:05:20.560]  有一次
[00:05:20.560 --> 00:05:23.040]  有六個人爬山
[00:05:23.040 --> 00:05:27.520]  在政府的National Forest裏失蹤了
[00:05:27.520 --> 00:05:28.720]  一個星期
[00:05:28.720 --> 00:05:30.720]  家人非常焦急
[00:05:30.720 --> 00:05:33.360]  政府派直升機去搜索
[00:05:33.360 --> 00:05:36.400]  終於發現六個人被困在一個山上
[00:05:36.400 --> 00:05:39.600]  他們又累又病又餓
[00:05:39.600 --> 00:05:43.120]  當直升機正要降落救援的時候
[00:05:43.120 --> 00:05:44.480]  他們很開心
[00:05:44.480 --> 00:05:45.840]  以為可以放棄了
[00:05:45.840 --> 00:05:47.360]  怎料
[00:05:47.360 --> 00:05:51.520]  飛機立刻沒有降落
[00:05:51.520 --> 00:05:55.120]  因為上頭接到消息
[00:05:55.120 --> 00:05:56.880]  不得降落
[00:05:56.880 --> 00:05:58.400]  這是違法
[00:05:58.400 --> 00:06:04.800]  法律不容許直升機降落在National Forest
[00:06:04.800 --> 00:06:08.880]  他們唯一能夠向山下求救
[00:06:08.880 --> 00:06:11.440]  派救援隊爬山
[00:06:11.440 --> 00:06:13.280]  去拯救這六個人
[00:06:13.280 --> 00:06:15.280]  延遲了兩天
[00:06:15.280 --> 00:06:17.840]  這引起社會極大的批評
[00:06:17.840 --> 00:06:21.200]  認為這個社會是食古不化
[00:06:21.200 --> 00:06:22.400]  死守法律
[00:06:22.400 --> 00:06:24.400]  不以人命為重
[00:06:24.400 --> 00:06:29.760]  我想到中國導演張藝謀所拍的電影
[00:06:29.760 --> 00:06:31.760]  叫《秋谷打官司》
[00:06:31.760 --> 00:06:33.760]  似乎都是針對這個問題
[00:06:33.760 --> 00:06:36.720]  在中國一條小村裏一戶人家
[00:06:36.720 --> 00:06:39.760]  丈夫和太太要建房子
[00:06:39.760 --> 00:06:42.560]  從村長發生衝突
[00:06:42.560 --> 00:06:44.560]  更容易打鬥
[00:06:44.560 --> 00:06:48.720]  這個丈夫被村長打傷了
[00:06:48.720 --> 00:06:51.520]  秋谷太太高壯
[00:06:51.520 --> 00:06:56.000]  村長打人不對
[00:06:56.000 --> 00:06:58.000]  應該要賠償入費
