
[00:00:00.000 --> 00:00:04.460]  各位早晨 早晨
[00:00:04.460 --> 00:00:06.700]  很久沒見 真是很久沒見了
[00:00:06.700 --> 00:00:09.700]  希望你下次再見的時候不用戴面罩
[00:00:09.700 --> 00:00:11.040]  認清清楚楚一點
[00:00:11.040 --> 00:00:13.060]  今天也要戴 雖然你看不到我的樣子
[00:00:13.060 --> 00:00:14.420]  是很搞笑的
[00:00:14.420 --> 00:00:18.260]  其實我一個小時前都在醫院
[00:00:18.260 --> 00:00:22.440]  所以說回來也有很多很感恩的事情
[00:00:22.440 --> 00:00:26.900]  我太太在2008年
[00:00:26.900 --> 00:00:32.340]  我還記得13年前是胰臟癌 離開了世界
[00:00:32.340 --> 00:00:37.640]  我去年 現在差不多一年了 結婚了
[00:00:37.640 --> 00:00:43.100]  我現在太太的媽媽是癌症
[00:00:43.100 --> 00:00:48.340]  所以我這個星期差不多去了10次醫院
[00:00:48.340 --> 00:00:51.440]  去探望我這個岳母
[00:00:51.440 --> 00:00:53.720]  所以對我來說這個題目好像
[00:00:53.720 --> 00:00:56.860]  永遠都和我在身邊這麼近 很近
[00:00:56.860 --> 00:00:59.320]  癌症很近
[00:00:59.320 --> 00:01:04.360]  但是我也很開心今天來到就看到關鳳娟
[00:01:04.360 --> 00:01:06.820]  關鳳娟剛才唱歌的
[00:01:06.820 --> 00:01:09.840]  不好意思 我要講時間
[00:01:09.840 --> 00:01:12.720]  我們50年前是青年團友
[00:01:12.720 --> 00:01:14.240]  我們兩個一起唱歌的
[00:01:14.240 --> 00:01:17.840]  想不到現在50年後再見面 50年了
[00:01:17.840 --> 00:01:19.840]  她的樣子很小的
[00:01:19.840 --> 00:01:26.700]  你想一下一個人可以再見到50年前的朋友
[00:01:26.700 --> 00:01:28.700]  你的感覺是怎麼樣呢?
[00:01:28.700 --> 00:01:33.280]  我覺得也認得出她 但是我認得出你的聲音
[00:01:33.280 --> 00:01:35.880]  你一講我就知道你是關鳳娟
[00:01:35.880 --> 00:01:39.560]  但是這個很難忘
[00:01:39.560 --> 00:01:44.860]  所以想起是一個生命很貴的東西
[00:01:44.860 --> 00:01:46.560]  我們有兩樣東西很貴的
[00:01:46.560 --> 00:01:50.000]  你說拍賣 這些東西死都不會賣
[00:01:50.000 --> 00:01:53.120]  第一樣東西是什麼呢?就是記憶力
[00:01:53.120 --> 00:01:55.120]  第二就是想像力
[00:01:55.120 --> 00:01:57.640]  你沒有想像力 沒有記憶力
[00:01:57.640 --> 00:01:59.640]  你的腦袋是沒有用的
[00:01:59.640 --> 00:02:01.880]  如果你沒有辦法看到東西
[00:02:01.880 --> 00:02:05.100]  又沒有辦法想像到東西
[00:02:05.100 --> 00:02:09.200]  你的腦袋其實和一個木頭沒什麼分別
[00:02:09.200 --> 00:02:11.000]  但是當你有想像力
[00:02:11.000 --> 00:02:13.000]  你會懂得用那個想像力
[00:02:13.000 --> 00:02:15.880]  又懂得用那個記憶力
[00:02:15.880 --> 00:02:20.440]  會用錯大件事 特別是病的時候大件事
[00:02:20.440 --> 00:02:23.880]  譬如你一病 你先走哪個呢?
