
[00:00:00.000 --> 00:00:07.000]  《哈蓋書》是十二仙之書裏的第十卷
[00:00:07.000 --> 00:00:11.000]  一共是兩張書,是三十八節的經文
[00:00:11.000 --> 00:00:14.000]  在舊約除了《俄巴底亞書》
[00:00:14.000 --> 00:00:19.000]  這個《哈蓋書》是舊約裏最短的一部書
[00:00:19.000 --> 00:00:26.000]  我叫這個信息叫它做「耶和華是我事主」
[00:00:26.000 --> 00:00:30.000]  在現代人「事主」就是當事人的意思
[00:00:30.000 --> 00:00:33.000]  但是在古代的文獻
[00:00:33.000 --> 00:00:37.000]  好像是漢尼行《鷹母庫》裏面說
[00:00:37.000 --> 00:00:41.000]  「女持家而識人,神出身而事主」
[00:00:41.000 --> 00:00:44.000]  唐代的詩人道輔也說
[00:00:44.000 --> 00:00:49.000]  「事主非無祿,浮身即有崖」
[00:00:49.000 --> 00:00:55.000]  「事主」我們見到是代表「侍奉主侍奉王」
[00:00:55.000 --> 00:00:59.000]  這亦正是我們今天的主題
[00:00:59.000 --> 00:01:02.000]  「耶和華是我所侍奉的主」
[00:01:02.000 --> 00:01:05.000]  「耶和華是我所侍奉的王」
[00:01:05.000 --> 00:01:10.000]  《哈蓋書》是有關聖殿被重建
[00:01:10.000 --> 00:01:13.000]  哈蓋和撒加利亞才知道
[00:01:13.000 --> 00:01:18.000]  他們都提到波斯王大利烏的事
[00:01:18.000 --> 00:01:21.000]  所以我們知道成書的日期
[00:01:21.000 --> 00:01:26.000]  是在公元前的520年至515年
[00:01:26.000 --> 00:01:30.000]  哈蓋和撒加利亞都很小心翼翼地
[00:01:30.000 --> 00:01:34.000]  將他們傳達神話語的時間記錄下來
[00:01:34.000 --> 00:01:39.000]  注意哈蓋已經用了外方人的日期
[00:01:39.000 --> 00:01:42.000]  約外方人的年號巴比倫人的年號
[00:01:42.000 --> 00:01:44.000]  這是不足為奇
[00:01:44.000 --> 00:01:48.000]  因為我們知道這正是外方人的日期
[00:01:48.000 --> 00:01:51.000]  我們亦知道他自己也說
[00:01:51.000 --> 00:01:56.000]  由巴比倫到他再次回來
[00:01:56.000 --> 00:01:59.000]  這段時間是外方人的日期
[00:01:59.000 --> 00:02:02.000]  哈蓋和撒加利亞先知
[00:02:02.000 --> 00:02:05.000]  這兩位先知都在耶路撒冷城
[00:02:05.000 --> 00:02:10.000]  而且他們傳達的信息都非常相似
[00:02:10.000 --> 00:02:13.000]  哈蓋這個名字的意思
[00:02:13.000 --> 00:02:15.000]  「哈」就是節日
[00:02:15.000 --> 00:02:18.000]  「蓋」就是我的節日
[00:02:18.000 --> 00:02:20.000]  根據猶太人的傳統
[00:02:20.000 --> 00:02:24.000]  哈蓋先知有祭司血緣
[00:02:24.000 --> 00:02:26.000]  他是尼米人
[00:02:26.000 --> 00:02:28.000]  根據《七十事》譯本
[00:02:28.000 --> 00:02:31.000]  亦說他是詩篇第138篇
[00:02:31.000 --> 00:02:35.000]  146至148篇的作者
[00:02:35.000 --> 00:02:39.000]  在1900年在尼泊爾這個地方
[00:02:39.000 --> 00:02:41.000]  出現了一塊石板
[00:02:41.000 --> 00:02:45.000]  是公元前五世紀的文物
[00:02:45.000 --> 00:02:49.000]  上面刻了哈蓋先知的名字
[00:02:49.000 --> 00:02:52.000]  哈蓋先知傳達神的話語
[00:02:52.000 --> 00:02:56.000]  他的時公只有三個月零二十四日
[00:02:56.000 --> 00:03:01.000]  撒加利亞先知的時公有兩年長
[00:03:01.000 --> 00:03:02.000]  相對以下
[00:03:02.000 --> 00:03:05.000]  以賽亞先知和耶利米先知
[00:03:05.000 --> 00:03:09.000]  他們的時公長達四十至五十年
[00:03:09.000 --> 00:03:11.000]  哈蓋和撒加利亞
[00:03:11.000 --> 00:03:14.000]  他們都是同期的先知
[00:03:14.000 --> 00:03:19.000]  我們不妨看看哈蓋書的背景
[00:03:19.000 --> 00:03:21.000]  在猶太人的歷史當中
[00:03:21.000 --> 00:03:24.000]  被巴比倫殲滅
[00:03:24.000 --> 00:03:26.000]  被他們擄掠
[00:03:26.000 --> 00:03:29.000]  是一件非常重要的事
[00:03:29.000 --> 00:03:32.000]  我們見到神容許外邦人
[00:03:32.000 --> 00:03:36.000]  容許巴比倫人來審判自己的子民
[00:03:36.000 --> 00:03:42.000]  這些語言在以賽亞書和耶利米書都講得很清楚
[00:03:42.000 --> 00:03:45.000]  在舊約有三部歷史書
[00:03:45.000 --> 00:03:49.000]  講述秘魯回歸後的情形
[00:03:49.000 --> 00:03:55.000]  就是以斯拉紀、尼希米紀和以斯帖紀
[00:03:55.000 --> 00:04:01.000]  我們見到亦有三部先知書
[00:04:01.000 --> 00:04:03.000]  講述回歸後的事
[00:04:03.000 --> 00:04:06.000]  這三部就是今天要講的哈蓋書
[00:04:06.000 --> 00:04:09.000]  撒加利亞書和馬拉基書
[00:04:09.000 --> 00:04:12.000]  我們還未講撒加利亞和馬拉基
[00:04:12.000 --> 00:04:15.000]  接下來的幾個星期會講
[00:04:15.000 --> 00:04:22.000]  我們見到這些先知都被稱為流亡後或回歸後的先知
[00:04:22.000 --> 00:04:26.000]  哈蓋的時公比撒加利亞早了兩個月
[00:04:26.000 --> 00:04:31.000]  而比馬拉基早了一百年
[00:04:32.000 --> 00:04:41.000]  我們見到早在哈蓋先知記載這些事跡
[00:04:41.000 --> 00:04:43.000]  之前的十六年
[00:04:43.000 --> 00:04:48.000]  其實馬代波斯王古列已經下旨
[00:04:48.000 --> 00:04:52.000]  容許猶太人回到耶路撒冷城重建聖殿
[00:04:52.000 --> 00:04:56.000]  這記載在以斯拉紀是一章
[00:04:56.000 --> 00:05:00.000]  我們見到古列王滅了巴比倫
[00:05:00.000 --> 00:05:02.000]  但以利書五章都有講
[00:05:02.000 --> 00:05:04.000]  滅了之後十天
[00:05:04.000 --> 00:05:07.000]  他進入耶路撒冷城
[00:05:07.000 --> 00:05:12.000]  根據猶太人經典Talmud
[00:05:12.000 --> 00:05:14.000]  就是塔勒穆所記載
[00:05:14.000 --> 00:05:18.000]  說是但以利將以塞亞書的四十五章
[00:05:18.000 --> 00:05:21.000]  讀給古列王聽
[00:05:21.000 --> 00:05:24.000]  古列王見到原來在他之前一百五十年
[00:05:24.000 --> 00:05:26.000]  神已經指名喚姓
[00:05:26.000 --> 00:05:30.000]  在聖經中將他的事跡寫了出來
[00:05:30.000 --> 00:05:33.000]  聖經說激動了古列王的心
[00:05:33.000 --> 00:05:38.000]  於是他容許猶太人回歸
[00:05:38.000 --> 00:05:41.000]  甚至給他們資源重建聖殿
[00:05:41.000 --> 00:05:43.000]  我們見到回歸
[00:05:43.000 --> 00:05:49.000]  剛剛應驗了耶利米先知七十年回歸的預言
[00:05:49.000 --> 00:05:52.000]  有件事要講得很清楚
[00:05:52.000 --> 00:05:55.000]  就是七十年的預言
[00:05:55.000 --> 00:05:58.000]  在耶利米書中其實有兩個
[00:05:58.000 --> 00:06:01.000]  一個是說到全地方梁七十年
[00:06:01.000 --> 00:06:04.000]  這是耶利米書二十五章十一節
[00:06:04.000 --> 00:06:11.000]  這是由地方梁聖殿被毀到聖殿被重建
[00:06:11.000 --> 00:06:12.000]  是七十年
[00:06:12.000 --> 00:06:16.000]  但另外亦有一個是被老回歸七十年的預言
[00:06:16.000 --> 00:06:20.000]  在耶利米書二十九章第十節
[00:06:20.000 --> 00:06:21.000]  說得很清楚
[00:06:21.000 --> 00:06:26.000]  這是由第一次猶太人被老
[00:06:26.000 --> 00:06:28.000]  在公元前的六百零五年
[00:06:28.000 --> 00:06:30.000]  包括大耳利先知在裏面
[00:06:30.000 --> 00:06:35.000]  然後到古列王准許以色列人回歸
[00:06:35.000 --> 00:06:37.000]  剛剛是七十年
[00:06:37.000 --> 00:06:41.000]  如果你是用聖殿被毀到猶太人回歸
[00:06:41.000 --> 00:06:42.000]  不是七十年
[00:06:42.000 --> 00:06:45.000]  如果你是由猶太人第一次被老
[00:06:45.000 --> 00:06:48.000]  到聖殿被重建
[00:06:48.000 --> 00:06:49.000]  也不是七十年
[00:06:49.000 --> 00:06:52.000]  我們讀聖經要很紛爭
[00:06:52.000 --> 00:06:54.000]  我們要很清楚
[00:06:54.000 --> 00:06:58.000]  在耶利米書裏有兩個七十年的預言
[00:06:58.000 --> 00:07:01.000]  讀聖經不能是孖夫
[00:07:01.000 --> 00:07:06.000]  在以斯拉記的一章一至二節
[00:07:06.000 --> 00:07:09.000]  說波斯王古列元年
[00:07:09.000 --> 00:07:14.000]  耶和華為要應驗耶利米口所說的話
[00:07:14.000 --> 00:07:18.000]  就是為了應驗耶利米先知的預言
[00:07:18.000 --> 00:07:22.000]  激動波斯王古列的心
[00:07:22.000 --> 00:07:25.000]  使他下詔通告全國
[00:07:25.000 --> 00:07:27.000]  波斯王古列如此說
[00:07:27.000 --> 00:07:31.000]  耶和華天上的神已將天下萬國賜給我
[00:07:31.000 --> 00:07:34.000]  又祝福我在猶大的耶路撒冷
[00:07:34.000 --> 00:07:37.000]  為他建造殿宇
[00:07:37.000 --> 00:07:44.000]  我們見到古列王准許以色列人回到猶大國
[00:07:44.000 --> 00:07:45.000]  但很可惜
[00:07:45.000 --> 00:07:48.000]  回到以色列的不到五萬人
[00:07:48.000 --> 00:07:50.000]  為何這麼少人?
[00:07:50.000 --> 00:07:54.000]  大部份猶太人都情願留在巴比倫
[00:07:54.000 --> 00:07:57.000]  因為巴比倫有一個商業道路
[00:07:57.000 --> 00:08:00.000]  這個商業道路連接著中國絲綢之路
[00:08:00.000 --> 00:08:02.000]  可以通商
[00:08:02.000 --> 00:08:05.000]  而耶路撒冷因為在南面
[00:08:05.000 --> 00:08:08.000]  所以沒有這些通商的道路
[00:08:08.000 --> 00:08:10.000]  猶太人很聰明
[00:08:10.000 --> 00:08:12.000]  他們很快就很成功
[00:08:12.000 --> 00:08:13.000]  很快就賺了很多錢
[00:08:13.000 --> 00:08:17.000]  所以他們情願留在巴比倫
[00:08:17.000 --> 00:08:19.000]  不情願回到耶路撒冷
[00:08:19.000 --> 00:08:22.000]  但是願意回歸的人
[00:08:22.000 --> 00:08:25.000]  他們所走的路就正是阿伯拉罕
[00:08:25.000 --> 00:08:30.000]  當他由吾爾去到迦南地是同一條路
[00:08:30.000 --> 00:08:35.000]  我們見到在以色列記的三章二節
[00:08:35.000 --> 00:08:41.000]  說約撒達的兒子約書亞和他的眾祭師
[00:08:41.000 --> 00:08:45.000]  和撒拉鐵的兒子所羅巴伯和他的弟兄
[00:08:45.000 --> 00:08:49.000]  一起起來捉了一個壇
[00:08:49.000 --> 00:08:53.000]  用神人摩西律法書上所說的辦法
[00:08:53.000 --> 00:08:55.000]  來獻梵祭給神
[00:08:55.000 --> 00:09:00.000]  我們見到在猶太人回歸的時候
[00:09:00.000 --> 00:09:02.000]  他們有一個新的政府
[00:09:02.000 --> 00:09:04.000]  由所羅巴伯來做省長
[00:09:04.000 --> 00:09:06.000]  等下你們會見到
[00:09:06.000 --> 00:09:09.000]  所羅巴伯其實是有王的血緣
[00:09:09.000 --> 00:09:12.000]  為何他不做王而要做省長?
[00:09:12.000 --> 00:09:15.000]  因為他們在波斯王的統治之下
[00:09:15.000 --> 00:09:18.000]  不准不容許他們有王
[00:09:18.000 --> 00:09:25.000]  而我們見到也有大祭師約書亞在他們當中
[00:09:25.000 --> 00:09:29.000]  這個獻梵祭在壇上獻祭
[00:09:29.000 --> 00:09:34.000]  其實是未起聖殿之前他們已經獻祭
[00:09:34.000 --> 00:09:35.000]  而如果我們記得的話
[00:09:35.000 --> 00:09:38.000]  阿伯拉罕當他到達迦南地
[00:09:38.000 --> 00:09:40.000]  他第一件事所做的
[00:09:40.000 --> 00:09:44.000]  也是捉壇來獻祭給神
[00:09:44.000 --> 00:09:48.000]  我們見到以色列記三章六節
[00:09:48.000 --> 00:09:50.000]  當時是七月初一
[00:09:50.000 --> 00:09:53.000]  他們獻梵祭給神
[00:09:53.000 --> 00:09:58.000]  但是神殿的根基尚未立定
[00:09:58.000 --> 00:10:01.000]  根基是要去到第二年的春天
[00:10:01.000 --> 00:10:04.000]  在以色列記三章十節記載
[00:10:04.000 --> 00:10:07.000]  他們終於立了聖殿的根基
[00:10:07.000 --> 00:10:09.000]  但是很可惜
[00:10:09.000 --> 00:10:13.000]  馬上有很多外邦人
[00:10:13.000 --> 00:10:14.000]  不同國家的人
[00:10:14.000 --> 00:10:16.000]  尤其是撒瑪利亞人
[00:10:16.000 --> 00:10:18.000]  來攻擊他們
[00:10:18.000 --> 00:10:21.000]  來妨礙他們起聖殿
[00:10:21.000 --> 00:10:24.000]  當時古列王已經死了
[00:10:24.000 --> 00:10:27.000]  有很多人去誣告猶大人
[00:10:27.000 --> 00:10:30.000]  說他們掛羊頭賣狗肉
[00:10:30.000 --> 00:10:33.000]  說他們以起聖殿為名
[00:10:33.000 --> 00:10:36.000]  其實他們是想起城牆
[00:10:36.000 --> 00:10:38.000]  想謀反 想叛逆
[00:10:38.000 --> 00:10:42.000]  波斯王阿達氏西王聽了之後
[00:10:42.000 --> 00:10:44.000]  他下令叫他們停止
[00:10:44.000 --> 00:10:46.000]  不准他們再起聖殿
[00:10:46.000 --> 00:10:51.000]  這記載在以色列記四章二十四節
[00:10:51.000 --> 00:10:55.000]  說耶路撒冷神殿的工程停止了
[00:10:55.000 --> 00:11:00.000]  要直到波斯王大利烏第二年
[00:11:00.000 --> 00:11:02.000]  大利烏王的第二年
[00:11:02.000 --> 00:11:05.000]  剛剛就是公元前的五百二十年
[00:11:05.000 --> 00:11:08.000]  也是我們今天的主角哈蓋先知
[00:11:08.000 --> 00:11:12.000]  開始向以色列人傳達神話語的時候
[00:11:12.000 --> 00:11:17.000]  當時我們看到聖殿停止不准他們起
[00:11:17.000 --> 00:11:20.000]  所以每個人都回到自己的工作
[00:11:20.000 --> 00:11:21.000]  自己的崗位
[00:11:21.000 --> 00:11:24.000]  甚至是幫自己起自己的屋
[00:11:24.000 --> 00:11:26.000]  他們開始習慣了
[00:11:26.000 --> 00:11:31.000]  在沒有聖殿的環境下獻祭
[00:11:31.000 --> 00:11:33.000]  在六十六年間
[00:11:33.000 --> 00:11:36.000]  他們沒有將另外一塊石頭
[00:11:36.000 --> 00:11:39.000]  放在聖殿根基的上方
[00:11:39.000 --> 00:11:41.000]  就是一個這樣的情形
[00:11:41.000 --> 00:11:44.000]  神派哈蓋先知和以色列人
[00:11:44.000 --> 00:11:46.000]  傳達他的話語
[00:11:46.000 --> 00:11:48.000]  要他們重啟聖殿
[00:11:48.000 --> 00:11:53.000]  在以色列記六章十四至十五節
[00:11:53.000 --> 00:11:57.000]  我們看到哈蓋和易多的孫
[00:11:57.000 --> 00:11:59.000]  撒加利亞
[00:11:59.000 --> 00:12:01.000]  他們向人民說勸勉的話
[00:12:01.000 --> 00:12:04.000]  說了之後人民就建造這個殿
[00:12:04.000 --> 00:12:06.000]  凡事亨通
[00:12:06.000 --> 00:12:09.000]  到了大理烏王第六年
[00:12:09.000 --> 00:12:11.000]  阿達月第三日
[00:12:11.000 --> 00:12:14.000]  這個聖殿終於被建成了
[00:12:14.000 --> 00:12:16.000]  我們看到當大理烏王下令
[00:12:16.000 --> 00:12:19.000]  猶太人可以重建聖殿
[00:12:19.000 --> 00:12:22.000]  我們看到哈蓋和撒加利亞
[00:12:22.000 --> 00:12:25.000]  鼓勵人民來建聖殿
[00:12:25.000 --> 00:12:29.000]  很快這個聖殿就被建築完成
[00:12:29.000 --> 00:12:33.000]  這是猶太人歷史當中的轉捩點
[00:12:33.000 --> 00:12:35.000]  我們一起來看看
[00:12:35.000 --> 00:12:37.000]  在哈蓋書裏面
[00:12:37.000 --> 00:12:40.000]  哈蓋是如何打動以色列人的心
[00:12:40.000 --> 00:12:43.000]  再一次建成聖殿
[00:12:43.000 --> 00:12:49.000]  其實哈蓋先知所面臨的難題
[00:12:49.000 --> 00:12:53.000]  就是當時有很多人攻擊他們
[00:12:53.000 --> 00:12:55.000]  妨礙他們建聖殿
[00:12:55.000 --> 00:12:58.000]  而他們的資源也變得很短缺
[00:12:58.000 --> 00:13:00.000]  所以一時間他們覺得
[00:13:00.000 --> 00:13:05.000]  可能這不是神給我們的時間來建聖殿
[00:13:05.000 --> 00:13:07.000]  很多時候我們都是一樣
[00:13:07.000 --> 00:13:09.000]  弟兄姊妹是為神工作
[00:13:09.000 --> 00:13:11.000]  為神來侍奉
[00:13:11.000 --> 00:13:14.000]  但是當我們遇到一些困難
[00:13:14.000 --> 00:13:16.000]  有些逆境的時候
[00:13:16.000 --> 00:13:17.000]  我們就會很灰心
[00:13:17.000 --> 00:13:19.000]  我們就會喪膽
[00:13:19.000 --> 00:13:22.000]  這個正是猶太人面臨
[00:13:22.000 --> 00:13:25.000]  他們每個人都回到自己的家
[00:13:25.000 --> 00:13:27.000]  為自己建房屋
[00:13:27.000 --> 00:13:29.000]  為自己謀生
[00:13:29.000 --> 00:13:33.000]  其實他們是正確的人選
[00:13:33.000 --> 00:13:35.000]  在正確的地點
[00:13:35.000 --> 00:13:38.000]  在正確的時間來建聖殿
[00:13:38.000 --> 00:13:40.000]  唯一不正確的
[00:13:40.000 --> 00:13:43.000]  就是他們沒有一個正確的優先次序
[00:13:43.000 --> 00:13:47.000]  他們是將自己的事放在神的事前
[00:13:47.000 --> 00:13:49.000]  他們沒有將神放在首位
[00:13:49.000 --> 00:13:52.000]  這個是他們的問題
[00:13:52.000 --> 00:13:55.000]  哈蓋書的特點
[00:13:55.000 --> 00:13:58.000]  我們看到哈蓋書38節的經文
[00:13:58.000 --> 00:13:59.000]  很短的一部書
[00:13:59.000 --> 00:14:03.000]  裏面有26次提到耶和華的話
[00:14:03.000 --> 00:14:05.000]  或者耶和華說
[00:14:05.000 --> 00:14:07.000]  差不多每隔一節的經文
[00:14:07.000 --> 00:14:09.000]  就會這樣說
[00:14:09.000 --> 00:14:11.000]  經文是用了問話的方式
[00:14:11.000 --> 00:14:14.000]  來與以色列人聊天
[00:14:14.000 --> 00:14:17.000]  神要問以色列人話
[00:14:17.000 --> 00:14:19.000]  使他們去思考
[00:14:19.000 --> 00:14:20.000]  當他們思考的時候
[00:14:20.000 --> 00:14:24.000]  他們就發覺原來自己的想法是錯的
[00:14:24.000 --> 00:14:27.000]  哈蓋是第一位流亡後
[00:14:27.000 --> 00:14:30.000]  或者回歸後的先知
[00:14:30.000 --> 00:14:32.000]  他的風格和作風
[00:14:32.000 --> 00:14:34.000]  與之前的先知都很不同
[00:14:34.000 --> 00:14:36.000]  之前的先知他們的作風
[00:14:36.000 --> 00:14:38.000]  說的話都很沉重
[00:14:38.000 --> 00:14:41.000]  有很審判的意念在裏面
[00:14:41.000 --> 00:14:43.000]  甚至有些先知
[00:14:43.000 --> 00:14:45.000]  他們變得很詩詞
[00:14:45.000 --> 00:14:49.000]  很詩歌式的寫法
[00:14:49.000 --> 00:14:50.000]  寫書的寫法
[00:14:50.000 --> 00:14:54.000]  就好像哈巴谷和那紅書
[00:14:54.000 --> 00:14:58.000]  但是哈蓋的作風非常直接
[00:14:58.000 --> 00:15:00.000]  非常實際
[00:15:00.000 --> 00:15:02.000]  而且我們看到
[00:15:02.000 --> 00:15:05.000]  在流亡後回歸後的先知
[00:15:05.000 --> 00:15:08.000]  他們的信息都是比較鼓勵人
[00:15:08.000 --> 00:15:10.000]  都是比較安慰人
[00:15:10.000 --> 00:15:14.000]  哈蓋書的大綱其實是很簡單
[00:15:14.000 --> 00:15:17.000]  因為哈蓋先知將大綱給了我們
[00:15:17.000 --> 00:15:20.000]  在哈蓋書裏面有四個主要的標題
[00:15:20.000 --> 00:15:22.000]  而這四個主要的標題
[00:15:22.000 --> 00:15:24.000]  都有日子在裏面
[00:15:24.000 --> 00:15:25.000]  所以是很清楚
[00:15:25.000 --> 00:15:27.000]  我們一起來看看
[00:15:27.000 --> 00:15:30.000]  哈蓋書如何能夠被分成四個段落
[00:15:30.000 --> 00:15:33.000]  第一個就是與聖殿重建有關
[00:15:33.000 --> 00:15:37.000]  這件事發生在大理烏王的第二年
[00:15:37.000 --> 00:15:41.000]  其實所有這四個分段的信息
[00:15:41.000 --> 00:15:44.000]  都是發生在大理烏王的第二年
[00:15:44.000 --> 00:15:45.000]  因為我們知道
[00:15:45.000 --> 00:15:49.000]  哈蓋先知的時供只有三個月零二十四日
[00:15:49.000 --> 00:15:52.000]  這件事第一件事是發生在六月初一
[00:15:52.000 --> 00:15:56.000]  是記載在哈蓋書一章一至十一節
[00:15:56.000 --> 00:16:02.000]  就是哈蓋先知是鼓勵猶太人再一次建聖殿
[00:16:02.000 --> 00:16:05.000]  第二件事我稱為聖光重現
[00:16:05.000 --> 00:16:10.000]  發生在同年的七月二十一日
[00:16:10.000 --> 00:16:14.000]  在哈蓋書的二章一至九節
[00:16:14.000 --> 00:16:16.000]  我為何稱為聖光重現呢?
[00:16:16.000 --> 00:16:17.000]  原因很簡單
[00:16:17.000 --> 00:16:22.000]  因為當他們見到所被建的殿是那麼渺小
[00:16:22.000 --> 00:16:25.000]  那些猶太人是非常非常失望
[00:16:25.000 --> 00:16:27.000]  但是神透過哈蓋先知跟他們說
[00:16:27.000 --> 00:16:28.000]  你們不要失望
[00:16:28.000 --> 00:16:31.000]  因為這個殿將來的榮耀
[00:16:31.000 --> 00:16:35.000]  要比所羅門王的殿還要大
[00:16:35.000 --> 00:16:39.000]  第三個信息我稱為聖光重溫
[00:16:39.000 --> 00:16:43.000]  發生在同年的九月二十四日
[00:16:43.000 --> 00:16:47.000]  經文記載在哈蓋書二章十至十九節
[00:16:47.000 --> 00:16:52.000]  當時建聖殿的人有很多不是很聖潔
[00:16:52.000 --> 00:16:54.000]  所以當他們建聖殿的時候
[00:16:54.000 --> 00:16:57.000]  使他們的聖光被污染了
[00:16:57.000 --> 00:16:59.000]  哈蓋先知要處理這件事
[00:16:59.000 --> 00:17:02.000]  而神給他智慧如何處理
[00:17:02.000 --> 00:17:08.000]  而第四部分我稱為聖者重臨
[00:17:08.000 --> 00:17:11.000]  記載在同年的九月二十四日
[00:17:11.000 --> 00:17:15.000]  我們見到和第三部分是同一天
[00:17:15.000 --> 00:17:20.000]  那天神給了哈蓋先知有兩個信息那麼多
[00:17:20.000 --> 00:17:25.000]  記載在哈蓋書二章二十至二十三節
[00:17:25.000 --> 00:17:30.000]  這個信息其實是給了所羅巴伯這個省長
[00:17:30.000 --> 00:17:35.000]  我們知道所羅巴伯有大胃血統
[00:17:35.000 --> 00:17:40.000]  而神跟他說我要以你做大人的戒指
[00:17:40.000 --> 00:17:41.000]  稍後會解釋
[00:17:41.000 --> 00:17:49.000]  這代表神要透過他的後裔再次建立大胃的王位
[00:17:49.000 --> 00:17:52.000]  我們知道這個信息絕對不是給所羅巴伯
