
[00:00:00.000 --> 00:00:05.820]  我收到幾個問題都是很好的回應
[00:00:05.820 --> 00:00:12.060]  幫助我能夠有機會再澄清我講得不清楚的地方
[00:00:12.060 --> 00:00:19.980]  有弟兄問 現在其實很多家裡都是女人作主
[00:00:19.980 --> 00:00:27.940]  另外的弟兄問 如果馬學福音耶穌教
[00:00:27.940 --> 00:00:37.940]  是這樣做大 做為首的 怎樣做決定
[00:00:37.940 --> 00:00:42.940]  每個人有不同的意見 有不同的信念
[00:00:42.940 --> 00:00:48.940]  問得好 我們還是在想話事
[00:00:48.940 --> 00:00:56.940]  在你們中間不是這樣
[00:00:56.940 --> 00:01:07.940]  聖經講的是很重的 為首做頭和話事有什麼關係呢
[00:01:07.940 --> 00:01:11.940]  一點關係都沒有 你明白嗎
[00:01:11.940 --> 00:01:15.940]  話事就要爭的 我話事 你話事
[00:01:15.940 --> 00:01:18.940]  做僕人的大家爭著去做
[00:01:18.940 --> 00:01:23.940]  一會兒serve麵包的時候 我先吃就爭了
[00:01:23.940 --> 00:01:26.940]  不是 你先吃 就爭給別人
[00:01:26.940 --> 00:01:30.940]  在教會裡都是 話事要爭的
[00:01:30.940 --> 00:01:34.940]  爭到面紅耳綠分裂 甚至離開教會 以後沒得談
[00:01:34.940 --> 00:01:39.940]  服事不用爭的 多些人服事
[00:01:39.940 --> 00:01:45.940]  多些人願意做僕人 做用人
[00:01:45.940 --> 00:01:52.940]  弟兄們 所以有很好的問題問下去
[00:01:52.940 --> 00:02:00.940]  可不可以在非信徒的圈子applysecular business organization
[00:02:00.940 --> 00:02:05.940]  我們講過 耶穌是和門徒講的
[00:02:05.940 --> 00:02:10.940]  耶穌對他們說 保羅是和爾弗所教會
[00:02:10.940 --> 00:02:16.940]  或者土耳其小雅舍教會講的
[00:02:16.940 --> 00:02:24.940]  但是他沒有規定這個實踐只可以發生在
[00:02:24.940 --> 00:02:28.940]  大家都是信徒的處境裡
[00:02:28.940 --> 00:02:33.940]  剛才我們講過 其實夫妻的教導
[00:02:33.940 --> 00:02:38.940]  然後引申到父母子女的關係
[00:02:38.940 --> 00:02:44.940]  再下去主人和僕人來到這個範疇
[00:02:44.940 --> 00:02:50.940]  新約的書信就特別講到 你的主人可能是未信的
[00:02:50.940 --> 00:02:52.940]  其實夫妻都已經是這樣講的
[00:02:52.940 --> 00:02:58.940]  有丈夫未曾信的 做妻子的先信主應該怎樣做
[00:02:58.940 --> 00:03:04.940]  所以不是要對方改變 然後我才改變
[00:03:04.940 --> 00:03:09.940]  你說事我又要說事 是你肯不說事我才肯不說事
[00:03:09.940 --> 00:03:13.940]  那個不是聖經的教導
[00:03:13.940 --> 00:03:21.940]  在一班都要說事的人當中 你怎樣做頭
[00:03:21.940 --> 00:03:25.940]  你先記得不是這樣
[00:03:25.940 --> 00:03:35.940]  不是用我們理直氣壯的傳統 根深蒂固的思想
[00:03:35.940 --> 00:03:39.940]  都不用想就彈出來的反應
[00:03:39.940 --> 00:03:45.940]  不是這樣 這個是聖經一個很好的提醒
[00:03:45.940 --> 00:03:53.940]  所以有另一個問題 我沒有機會可以逐個問題詳細討論
[00:03:53.940 --> 00:03:55.940]  不過這個也是一個很好的問題
[00:03:55.940 --> 00:04:01.940]  他說 信服彼此信服 做頭是僕人的教導
[00:04:01.940 --> 00:04:07.940]  為什麼要用男人女人來講這件事呢
[00:04:07.940 --> 00:04:17.940]  有什麼重要的意思 要說男人是頭呢
[00:04:17.940 --> 00:04:22.940]  問得真是好 為什麼保羅 將這個問題拉闊一點
[00:04:22.940 --> 00:04:27.940]  為什麼保羅在《伊弗所書》第五章是對著男人講話的呢
[00:04:27.940 --> 00:04:32.940]  我不想這麼快給你答案
[00:04:32.940 --> 00:04:36.940]  我想你問一問自己
[00:04:36.940 --> 00:04:44.940]  為什麼聖經特別講到做頭就是做僕人
[00:04:44.940 --> 00:04:49.940]  他是對著弟兄們講的呢
[00:04:49.940 --> 00:04:52.940]  或者有機會吃午飯的時候
[00:04:52.940 --> 00:04:58.940]  你可以拿著麵包和身邊的弟兄大家聊聊
[00:04:58.940 --> 00:05:01.940]  這個是問得很好的問題
[00:05:01.940 --> 00:05:06.940]  保羅可以對姐妹講的 反正他們都在說事了
[00:05:06.940 --> 00:05:15.940]  相反在家裡做僕人的那個是誰呢 是媽媽 是太太
[00:05:15.940 --> 00:05:20.940]  她有一份出去做完回來 她煮飯的 很天公地道
[00:05:20.940 --> 00:05:25.940]  我們下班回來很累就看電視的 很天公地道
[00:05:25.940 --> 00:05:32.940]  誰是頭呢 或者不用跟他們說了 他們在做的了
[00:05:32.940 --> 00:05:37.940]  要說的 要聽的 可能是我們
[00:05:37.940 --> 00:05:42.940]  我不是在回答這個問題 我只是胡亂說一些話
[00:05:42.940 --> 00:05:48.940]  我想既然我們有這麼好的唱詩時間
[00:05:48.940 --> 00:05:54.940]  我就用了剛才分組祈禱分享的幾分鐘
[00:05:54.940 --> 00:05:59.940]  我想學一下我一個好朋友 翁惠業弟兄
[00:05:59.940 --> 00:06:02.940]  翁惠林牧師的弟弟
[00:06:02.940 --> 00:06:05.940]  他每次講道都介紹書籍的
[00:06:05.940 --> 00:06:09.940]  他是我中學四年級開始的老朋友同學
[00:06:09.940 --> 00:06:12.940]  這個習慣我都不可以每次都做得到
[00:06:12.940 --> 00:06:19.940]  不過這次我想介紹十本我看過的好書給弟兄
[00:06:19.940 --> 00:06:24.940]  我一會兒會放在鋼琴面 這些都是我的珍藏善本
[00:06:24.940 --> 00:06:30.940]  四副全書 所以你不要偷了它
[00:06:30.940 --> 00:06:35.940]  你買得到買不到都不是你的 不可偷道
[00:06:35.940 --> 00:06:40.940]  你可以記下它 如果在你牧師的圖書館
[00:06:40.940 --> 00:06:43.940]  他私人珍藏找到 那就是你的福氣了
[00:06:43.940 --> 00:06:47.940]  如果你在二手書店找到 又是你的福氣了
[00:06:47.940 --> 00:06:51.940]  這些都是我看過對我很有幫助的書
[00:06:51.940 --> 00:06:57.940]  有些是剛剛出版 有些可能是斷版了
[00:06:57.940 --> 00:06:59.940]  我先從最新的一本說起
[00:06:59.940 --> 00:07:04.940]  張子剛牧師校長 加密中學校長
[00:07:04.940 --> 00:07:08.940]  立法局的議員 不知道你認不認識他
[00:07:08.940 --> 00:07:14.940]  他的自傳獻上一生 拍不拍得到 太黑了
[00:07:14.940 --> 00:07:23.940]  剛剛出版了 我推薦這本書給華人教會中年的弟兄
[00:07:23.940 --> 00:07:28.940]  我們時時感嘆沒有屬靈的modeling
[00:07:28.940 --> 00:07:34.940]  這本書是一本清心敬虔的自傳
[00:07:34.940 --> 00:07:42.940]  讓你可以從生命裏面去明白一些不是抽象的道理
[00:07:42.940 --> 00:07:44.940]  這本書也不是神學的書籍
[00:07:44.940 --> 00:07:46.940]  今早說的那些不推薦給你
[00:07:46.940 --> 00:07:52.940]  除了Glenn Scourge那本書是給評訓圖可以小組分享研讀之外
[00:07:52.940 --> 00:07:56.940]  那些大塊頭的書是我們嚇你的 不是叫你讀的
[00:07:56.940 --> 00:08:03.940]  這些是衝心 你最好能夠慢慢讀 能夠消化
[00:08:03.940 --> 00:08:07.940]  所以張牧師的這本自傳
[00:08:07.940 --> 00:08:13.940]  另一位前輩 長輩 應該大家都很熟悉 在Toronto
[00:08:13.940 --> 00:08:17.940]  麥希珍牧師 認識他嗎 沒人不認識他
[00:08:17.940 --> 00:08:21.940]  華福的前任 再前任的總幹事
[00:08:21.940 --> 00:08:23.940]  現在高雲漢牧師都退下來
[00:08:23.940 --> 00:08:28.940]  李秀全牧師是最新今屆華福的總幹事
[00:08:28.940 --> 00:08:32.940]  麥牧師的自傳有多少人看過 請舉手
[00:08:32.940 --> 00:08:39.940]  很可惜 你不看過這本書 枉你做多倫多的基督徒
[00:08:39.940 --> 00:08:41.940]  我不是說笑的
[00:08:41.940 --> 00:08:48.940]  一個老人家能夠這麼坦誠跟你分享他60年的人生
[00:08:48.940 --> 00:08:51.940]  不是人人做得到的
[00:08:51.940 --> 00:08:59.940]  坦誠到他將他和太太的日記刊登在他的自傳裏
[00:08:59.940 --> 00:09:05.940]  很難得 很難得的一本傳記
[00:09:05.940 --> 00:09:09.940]  他不是叫我 他說謝麥希珍的60年
[00:09:09.940 --> 00:09:11.940]  口吻都是麥牧師的
[00:09:11.940 --> 00:09:17.940]  你值得慢慢地閱讀
[00:09:17.940 --> 00:09:21.940]  中國人有句話怎麼說
[00:09:21.940 --> 00:09:24.940]  損言不避親
[00:09:24.940 --> 00:09:29.940]  所以跟著這一本我要先聲明
[00:09:29.940 --> 00:09:30.940]  Declare my interest
[00:09:30.940 --> 00:09:32.940]  這個是我父親的自傳
[00:09:32.940 --> 00:09:35.940]  李飛吳牧師的自傳
[00:09:35.940 --> 00:09:37.940]  他名稱為奇妙
[00:09:37.940 --> 00:09:40.940]  剛剛出版了 八月新鮮熱辣
[00:09:40.940 --> 00:09:44.940]  舉言不避親 再說多一句
[00:09:44.940 --> 00:09:49.940]  只是你看三個序言都值回票價
[00:09:49.940 --> 00:09:52.940]  其中一個序是我太太寫的
[00:09:52.940 --> 00:09:57.940]  說笑的 這句
[00:09:57.940 --> 00:10:02.940]  不過這三本是長輩 前輩
[00:10:02.940 --> 00:10:06.940]  他們已經走了人生大半的路
[00:10:06.940 --> 00:10:08.940]  在他晚年的時候
[00:10:08.940 --> 00:10:18.940]  能夠留下一些痕跡
[00:10:18.940 --> 00:10:21.940]  給我們去效法
[00:10:21.940 --> 00:10:23.940]  好像保羅說 你們效法我
[00:10:23.940 --> 00:10:25.940]  因為我是效法基督
[00:10:25.940 --> 00:10:28.940]  所以這三本傳記推薦給你
[00:10:28.940 --> 00:10:32.940]  另外有兩本都是牧師所寫的
[00:10:32.940 --> 00:10:33.940]  不過可能你不熟悉他
[00:10:33.940 --> 00:10:36.940]  陳作才法證牧師
[00:10:36.940 --> 00:10:41.940]  香港崇基神學組的主任
[00:10:41.940 --> 00:10:47.940]  或者我和他的神學立場有些少距離
[00:10:47.940 --> 00:10:51.940]  不過我敬佩這位主內的前輩
[00:10:51.940 --> 00:10:52.940]  他退休了
[00:10:52.940 --> 00:10:56.940]  在他中年的時候
[00:10:56.940 --> 00:10:57.940]  他寫了兩本書
[00:10:57.940 --> 00:10:59.940]  一本叫做牧師手記
[00:10:59.940 --> 00:11:01.940]  一本叫做牧養中華
[00:11:01.940 --> 00:11:03.940]  你說我不是想做牧師
[00:11:03.940 --> 00:11:05.940]  他不是和你說教牧的東西
[00:11:05.940 --> 00:11:07.940]  他是和你說他的心聲
[00:11:07.940 --> 00:11:11.940]  而且是寫得非常之深入
[00:11:11.940 --> 00:11:13.940]  否白真情
[00:11:13.940 --> 00:11:17.940]  能夠給我們有很多的啟迪
[00:11:17.940 --> 00:11:19.940]  我懷疑這兩本書
[00:11:19.940 --> 00:11:21.940]  和剛才那三本不同
[00:11:21.940 --> 00:11:23.940]  這兩本大概斷版了
[00:11:23.940 --> 00:11:26.940]  如果你在Toronto的華人聖公會
[00:11:26.940 --> 00:11:28.940]  牧師辦公室找到
[00:11:28.940 --> 00:11:30.940]  或者你試試打開它
[00:11:31.940 --> 00:11:35.940]  可能書室已經買不到
[00:11:35.940 --> 00:11:40.940]  基督教文藝出版社早年的出版
[00:11:40.940 --> 00:11:44.940]  不過是非常之值得讀的
[00:11:44.940 --> 00:11:47.940]  1979年出版
[00:11:47.940 --> 00:11:52.940]  另外一本是1982年出版
[00:11:52.940 --> 00:11:56.940]  都是前輩所留下的心聲
[00:11:56.940 --> 00:11:58.940]  年輕一點的
[00:11:59.940 --> 00:12:02.940]  其實年輕的甚至不在我們中間
[00:12:02.940 --> 00:12:05.940]  楊牧谷牧師的一本書
[00:12:05.940 --> 00:12:08.940]  《相繫心心》
[00:12:08.940 --> 00:12:11.940]  你看他很多神學的著作
[00:12:11.940 --> 00:12:14.940]  這一本我是很受感動的
[00:12:14.940 --> 00:12:16.940]  是他的女兒
[00:12:16.940 --> 00:12:18.940]  元豐病發
[00:12:18.940 --> 00:12:21.940]  紅斑狼瘡的過程
[00:12:21.940 --> 00:12:23.940]  他寫下了一本書
[00:12:23.940 --> 00:12:27.940]  他說苦難往往叫我們屈服
[00:12:27.940 --> 00:12:31.940]  能夠好像聖經所說的哀歌
[00:12:31.940 --> 00:12:36.940]  能夠表達用言語去經歷苦難
[00:12:36.940 --> 00:12:39.940]  是一個德性的第一步
[00:12:39.940 --> 00:12:43.940]  他是從這個信念去寫這一輯的文章
[00:12:43.940 --> 00:12:45.940]  這本書也是斷版了
[00:12:45.940 --> 00:12:47.940]  所以請你看就好了
[00:12:47.940 --> 00:12:52.940]  不要藏起我這本這麼珍藏的書籍
[00:12:52.940 --> 00:12:53.940]  但如果你看到
[00:12:53.940 --> 00:12:55.940]  或者有機會你可以讀
[00:12:55.940 --> 00:12:56.940]  楊牧師很多的著作
[00:12:56.940 --> 00:12:58.940]  不過我的偏心
[00:12:58.940 --> 00:13:05.940]  我覺得除了他講自己病的經歷之外
[00:13:05.940 --> 00:13:08.940]  就是這一本我推薦給大家
[00:13:08.940 --> 00:13:09.940]  《相繫心心》
[00:13:09.940 --> 00:13:13.940]  當我所愛的人病了
[00:13:13.940 --> 00:13:15.940]  他的文章
[00:13:15.940 --> 00:13:22.940]  錢北斗先生的文集在Toronto執筆的
[00:13:22.940 --> 00:13:25.940]  不過說回十年前
[00:13:25.940 --> 00:13:29.940]  沒有遠像的日子
[00:13:29.940 --> 00:13:32.940]  他是我的導師
[00:13:32.940 --> 00:13:33.940]  這一輯的文章
[00:13:33.940 --> 00:13:39.940]  是他太太離開世界前後所寫的
[00:13:39.940 --> 00:13:41.940]  裏面的經歷
[00:13:41.940 --> 00:13:45.940]  亦都很難能夠表達得這麼好
[00:13:45.940 --> 00:13:46.940]  所以這本小書
[00:13:46.940 --> 00:13:48.940]  我又不知道現在買不買得到
[00:13:48.940 --> 00:13:54.940]  但是我很寶貴的一個弟兄的心路歷程
[00:13:55.940 --> 00:13:58.940]  香港年輕一點的
[00:13:58.940 --> 00:14:02.940]  公立人博士的《我們四個人》
[00:14:02.940 --> 00:14:07.940]  又是他太太離開世界前
[00:14:07.940 --> 00:14:09.940]  他一家四口
[00:14:09.940 --> 00:14:11.940]  由他做父親的
[00:14:11.940 --> 00:14:12.940]  執筆
[00:14:12.940 --> 00:14:17.940]  他的兩個七歲五歲的女兒插圖
[00:14:17.940 --> 00:14:21.940]  的一本家裡留下的見證
[00:14:21.940 --> 00:14:23.940]  見證講得嚴肅了
[00:14:23.940 --> 00:14:26.940]  裏面是很多家庭的小事
[00:14:26.940 --> 00:14:30.940]  你能夠看到一個做父親的情懷
[00:14:30.940 --> 00:14:32.940]  對著兩個女兒
[00:14:32.940 --> 00:14:34.940]  太太在病床上
[00:14:34.940 --> 00:14:36.940]  《我們四個人》
[00:14:36.940 --> 00:14:39.940]  我覺得他這本寫得比後來他寫的另一本
[00:14:39.940 --> 00:14:42.940]  叫做《眼淚未曾抹乾》
[00:14:42.940 --> 00:14:46.940]  雖然那本拿了湯青文藝獎
[00:14:46.940 --> 00:14:49.940]  那本理論比較重
[00:14:49.940 --> 00:14:52.940]  但那本能夠
[00:14:52.940 --> 00:14:56.940]  裏面的說話進入我的心
[00:14:56.940 --> 00:14:57.940]  另外
[00:14:57.940 --> 00:14:59.940]  我在香港教會的一個弟兄
[00:14:59.940 --> 00:15:00.940]  一個醫生
[00:15:00.940 --> 00:15:02.940]  關子凱醫生
[00:15:02.940 --> 00:15:04.940]  腎臟科的專科醫生
[00:15:04.940 --> 00:15:06.940]  他的兒子
[00:15:06.940 --> 00:15:09.940]  是有讀寫障礙
[00:15:09.940 --> 00:15:11.940]  這個是他
[00:15:11.940 --> 00:15:13.940]  寫他和他的兒子
[00:15:13.940 --> 00:15:15.940]  止尿心情
[00:15:15.940 --> 00:15:17.940]  為什麼拉著小鳥下水呢
[00:15:17.940 --> 00:15:21.940]  因為他和兒子一起去觀鳥
[00:15:21.940 --> 00:15:24.940]  他的hobby就是看小鳥
[00:15:24.940 --> 00:15:27.940]  當中發現他的兒子原來是天才
[00:15:27.940 --> 00:15:29.940]  裏面的插圖
[00:15:29.940 --> 00:15:32.940]  是這個有讀寫障礙的少年人
[00:15:32.940 --> 00:15:35.940]  每一筆都是他畫出來的小鳥
[00:15:35.940 --> 00:15:37.940]  止尿心情
[00:15:37.940 --> 00:15:39.940]  你買不到就找蔡醫
[00:15:39.940 --> 00:15:41.940]  因為是突破出的
[00:15:41.940 --> 00:15:44.940]  他應該可以在倉庫裏找到一些給你
[00:15:44.940 --> 00:15:46.940]  最後一本
[00:15:46.940 --> 00:15:48.940]  是最後的例外
[00:15:48.940 --> 00:15:50.940]  是一位姊妹執筆
[00:15:50.940 --> 00:15:52.940]  也是我的學生在忠臣的時候
[00:15:52.940 --> 00:15:54.940]  陳關允兆
[00:15:54.940 --> 00:15:56.940]  她的丈夫是陳念聰醫生
[00:15:56.940 --> 00:15:58.940]  一位眼科專科醫生
[00:15:58.940 --> 00:16:02.940]  現在是香港斯達基金會的總幹事
[00:16:02.940 --> 00:16:06.940]  斯達基金會是香港一班基督徒的專業人士
[00:16:06.940 --> 00:16:11.940]  所組成救濟的一個機構
[00:16:11.940 --> 00:16:12.940]  一個慈善的機構
[00:16:12.940 --> 00:16:14.940]  在第三世界落後的國家
[00:16:14.940 --> 00:16:17.940]  做很多很好的工作
[00:16:17.940 --> 00:16:19.940]  這是他們夫婦兩個人
[00:16:19.940 --> 00:16:25.940]  在阿富汗阿富汗宣教的日子
[00:16:25.940 --> 00:16:27.940]  由太太執筆
[00:16:27.940 --> 00:16:30.940]  從他們拍拖開始說起
[00:16:30.940 --> 00:16:36.940]  怎樣本來期望男朋友是做眼科醫生
[00:16:36.940 --> 00:16:38.940]  眼科醫生
[00:16:38.940 --> 00:16:43.940]  都在阿富汗戰亂回教的國家
[00:16:43.940 --> 00:16:45.940]  我又不知道你買不買得到
[00:16:45.940 --> 00:16:48.940]  不過這本書是我很心愛的一本書
[00:16:48.940 --> 00:16:50.940]  由於認識他們
[00:16:50.940 --> 00:16:53.940]  所以更加是很立體的見證
[00:16:53.940 --> 00:16:55.940]  我聽聞在我們中間
[00:16:55.940 --> 00:17:01.940]  有年輕到二十多歲的弟兄在我們中間
[00:17:01.940 --> 00:17:04.940]  或者今天說的話對你深一些
[00:17:04.940 --> 00:17:06.940]  即是在人生的階段
[00:17:06.940 --> 00:17:08.940]  或者未曾到
[00:17:08.940 --> 00:17:13.940]  不過這本書所說的經歷
[00:17:13.940 --> 00:17:18.940]  是二十多三十歲的人生所經歷的
[00:17:18.940 --> 00:17:22.940]  所以這些書我留在鋼琴面
[00:17:22.940 --> 00:17:24.940]  如果一會兒你願意
[00:17:24.940 --> 00:17:28.940]  在中午休息吃飯的時間
[00:17:28.940 --> 00:17:31.940]  你不辦自己的私事
[00:17:31.940 --> 00:17:34.940]  你不講自己的私人電話
[00:17:34.940 --> 00:17:37.940]  你又不去餐廳酒樓那裡
[00:17:37.940 --> 00:17:39.940]  吃少一點有幫助
[00:17:39.940 --> 00:17:41.940]  中午不會那麼睏
[00:17:41.940 --> 00:17:46.940]  所以不是大會要餓你
[00:17:46.940 --> 00:17:48.940]  或者要飢養午餐
[00:17:48.940 --> 00:17:50.940]  這個事實上是很有智慧的
[00:17:50.940 --> 00:17:53.940]  葛培里報道大會在阿姆斯特丹
[00:17:53.940 --> 00:17:56.940]  他們開一些研討會
[00:17:56.940 --> 00:17:59.940]  都是全日只有snack
[00:17:59.940 --> 00:18:01.940]  他們還沒有lunch time
[00:18:01.940 --> 00:18:03.940]  你肚餓一邊聽講道
[00:18:03.940 --> 00:18:04.940]  一邊去拿一杯咖啡
[00:18:04.940 --> 00:18:07.940]  一邊去拿一碟很小的三文治
[00:18:07.940 --> 00:18:10.940]  到晚上五點鐘完結
[00:18:10.940 --> 00:18:12.940]  才有一頓正餐
[00:18:12.940 --> 00:18:14.940]  這樣是很健康的
[00:18:14.940 --> 00:18:15.940]  這些時間很好善用
[00:18:15.940 --> 00:18:17.940]  或者你可以禱告
[00:18:17.940 --> 00:18:18.940]  或者你可以安靜
[00:18:18.940 --> 00:18:20.940]  或者你可以團契
[00:18:20.940 --> 00:18:21.940]  或者你可以閱讀
[00:18:21.940 --> 00:18:23.940]  外面也有書攤
[00:18:23.940 --> 00:18:24.940]  剛才我提過
[00:18:24.940 --> 00:18:26.940]  也有很好的書籍
[00:18:26.940 --> 00:18:33.940]  你可以善用這些中間的時間
[00:18:33.940 --> 00:18:37.940]  我們仍然在讀哥倫多前書
[00:18:37.940 --> 00:18:47.940]  臨前第七章25節到35節
[00:18:47.940 --> 00:18:51.940]  哥倫多前書第七章25節
[00:18:51.940 --> 00:18:55.940]  論到同生的人
[00:18:55.940 --> 00:18:58.940]  這個翻譯好像有些武俠小說的味道
[00:18:58.940 --> 00:19:02.940]  獨生 單身 無結婚
[00:19:02.940 --> 00:19:05.940]  保羅說:我沒有主的命令
[00:19:05.940 --> 00:19:08.940]  但我既蒙主連述
[00:19:08.940 --> 00:19:11.940]  能作忠心的人
[00:19:11.940 --> 00:19:15.940]  就把自己的意見告訴你們
[00:19:15.940 --> 00:19:17.940]  因現今的艱難
[00:19:17.940 --> 00:19:18.940]  據我看來
[00:19:18.940 --> 00:19:22.940]  人不如守素安常才好
[00:19:22.940 --> 00:19:26.940]  下面那句是我太太聽完之後問我的
[00:19:26.940 --> 00:19:28.940]  你有妻子前著
[00:19:28.940 --> 00:19:31.940]  就不要求脫離
[00:19:31.940 --> 00:19:34.940]  你沒有妻子前著
[00:19:34.940 --> 00:19:36.940]  就不要求妻子
[00:19:36.940 --> 00:19:40.940]  我太太問:你是不是真的覺得我前著你
