
[00:00:00.000 --> 00:00:05.000]  請主妹主內平安
[00:00:05.000 --> 00:00:14.000]  感謝神有機會在今年六次的晚堂講道
[00:00:14.000 --> 00:00:21.000]  和大家思想、分享、討論
[00:00:21.000 --> 00:00:30.000]  是宣講一個大概你不會在崇拜聽到的題目
[00:00:30.000 --> 00:00:35.000]  不過這是聖經裏面的說話
[00:00:35.000 --> 00:00:41.000]  誰比我的僕人眼瞎
[00:00:41.000 --> 00:00:54.000]  我們今天的第一課題目是上主僕人耳聾眼闔
[00:00:54.000 --> 00:01:04.000]  經文是二賽亞書四十二章十八到二十二節
[00:01:04.000 --> 00:01:09.000]  我幾乎想一開始就講給大家聽
[00:01:09.000 --> 00:01:11.000]  不過你多數聽不進去
[00:01:11.000 --> 00:01:13.000]  先講吧
[00:01:13.000 --> 00:01:19.000]  這裏是二賽亞書的主題所在
[00:01:19.000 --> 00:01:21.000]  你說不是吧
[00:01:21.000 --> 00:01:23.000]  我很熟悉二賽亞書
[00:01:23.000 --> 00:01:25.000]  你很熟悉第七章
[00:01:25.000 --> 00:01:28.000]  必有同類為人生子
[00:01:28.000 --> 00:01:31.000]  你很熟悉五十三章
[00:01:31.000 --> 00:01:34.000]  他無皆營美容
[00:01:34.000 --> 00:01:39.000]  我還認識十一章
[00:01:39.000 --> 00:01:43.000]  他名稱為奇妙測試
[00:01:43.000 --> 00:01:45.000]  雖然背不下去
[00:01:45.000 --> 00:01:46.000]  我很熟悉
[00:01:46.000 --> 00:01:49.000]  你頂多認識三句金句
[00:01:49.000 --> 00:01:53.000]  整本二賽亞書六十六章
[00:01:53.000 --> 00:01:55.000]  中間說什麼?
[00:01:55.000 --> 00:01:57.000]  不像
[00:01:57.000 --> 00:01:59.000]  真的不像
[00:01:59.000 --> 00:02:06.000]  我們都已經掌握了聖經關於主耶穌降生
[00:02:06.000 --> 00:02:08.000]  受死
[00:02:08.000 --> 00:02:12.000]  這麼重要的寓言應許
[00:02:12.000 --> 00:02:17.000]  其他的不重要了吧
[00:02:17.000 --> 00:02:19.000]  對不起
[00:02:19.000 --> 00:02:21.000]  我真的經過祈禱有感動
[00:02:21.000 --> 00:02:29.000]  跟弟兄姊妹分享上主僕人以龍眼闔
[00:02:29.000 --> 00:02:36.000]  才是二賽亞書的中心主題
[00:02:36.000 --> 00:02:40.000]  不過可惜我們從來都不碰它
[00:02:40.000 --> 00:02:43.000]  我們來讀一次
[00:02:43.000 --> 00:02:46.000]  很短的經文
[00:02:46.000 --> 00:02:51.000]  沒機會讀就完全不知道
[00:02:51.000 --> 00:02:53.000]  我們一起讀
[00:02:53.000 --> 00:02:55.000]  這麼小的字
[00:02:55.000 --> 00:02:58.000]  考考你的腦花
[00:02:58.000 --> 00:02:59.000]  不要緊
[00:02:59.000 --> 00:03:02.000]  如果你沒有聖經或手機
[00:03:02.000 --> 00:03:04.000]  聽吧
[00:03:04.000 --> 00:03:08.000]  神的話藏在我們心中
[00:03:08.000 --> 00:03:11.000]  你們這以龍的傾罷
[00:03:11.000 --> 00:03:14.000]  你們這眼闔的看罷
[00:03:14.000 --> 00:03:17.000]  此你們能看見
[00:03:17.000 --> 00:03:21.000]  誰比我的僕人眼闔呢?
[00:03:21.000 --> 00:03:25.000]  誰比我差顯的使者以龍呢?
[00:03:25.000 --> 00:03:30.000]  誰闔眼像那與我和好的?
[00:03:30.000 --> 00:03:34.000]  誰闔眼像耶和華的僕人呢?
[00:03:34.000 --> 00:03:38.000]  你看見許多事卻不領會
[00:03:38.000 --> 00:03:42.000]  耳朵開通卻不聽見
[00:03:42.000 --> 00:03:46.000]  耶和華因自己公義的緣故
[00:03:46.000 --> 00:03:50.000]  喜歡使律法為大為尊
[00:03:50.000 --> 00:03:55.000]  但這百姓是被搶被奪的
[00:03:55.000 --> 00:03:58.000]  都牢籠在坑中
[00:03:58.000 --> 00:04:01.000]  隱藏在獄裡
[00:04:01.000 --> 00:04:06.000]  他們做略物無人拯救
[00:04:06.000 --> 00:04:12.000]  做老物無人說關懷
[00:04:12.000 --> 00:04:14.000]  說什麼呢?
[00:04:14.000 --> 00:04:17.000]  我們開始皺眉頭
[00:04:17.000 --> 00:04:20.000]  上下都好像不連貫
[00:04:20.000 --> 00:04:22.000]  是呀,舊約就是這樣
[00:04:22.000 --> 00:04:26.000]  所以拿了這金句就夠了
[00:04:26.000 --> 00:04:30.000]  背了我們熟悉的聖誕節
[00:04:30.000 --> 00:04:32.000]  壽苦節的經文
[00:04:32.000 --> 00:04:37.000]  還想怎樣?
[00:04:37.000 --> 00:04:43.000]  這段話是神自己說的
[00:04:43.000 --> 00:04:50.000]  誰被我的僕人眼瞎?
[00:04:50.000 --> 00:04:55.000]  我的僕人,上帝自己
[00:04:55.000 --> 00:04:58.000]  哦,你馬上很放心
[00:04:58.000 --> 00:05:00.000]  不關我的事
[00:05:00.000 --> 00:05:02.000]  我不是上帝的僕人
[00:05:02.000 --> 00:05:04.000]  誰是?
[00:05:04.000 --> 00:05:06.000]  教牧同工
[00:05:06.000 --> 00:05:10.000]  牧師傳道人
[00:05:10.000 --> 00:05:14.000]  我是,你不是
[00:05:14.000 --> 00:05:16.000]  所以很安樂
[00:05:16.000 --> 00:05:18.000]  讀完也好
[00:05:18.000 --> 00:05:21.000]  我們照舊可以水過鴨背
[00:05:21.000 --> 00:05:24.000]  不入心
[00:05:24.000 --> 00:05:27.000]  頂多我們說
[00:05:27.000 --> 00:05:31.000]  掌執、領袖
[00:05:31.000 --> 00:05:36.000]  我是一個小小的平信徒
[00:05:36.000 --> 00:05:38.000]  不關我的事
[00:05:38.000 --> 00:05:40.000]  是不是呢?
[00:05:40.000 --> 00:05:45.000]  上帝在說祂的僕人
[00:05:45.000 --> 00:05:48.000]  兩次重複
[00:05:48.000 --> 00:05:50.000]  說祂三次
[00:05:50.000 --> 00:05:55.000]  加上中間十九節的第三行
[00:05:55.000 --> 00:05:57.000]  眼瞎第二行
[00:05:57.000 --> 00:05:59.000]  說祂耳聾
[00:05:59.000 --> 00:06:03.000]  發生什麼事?
[00:06:03.000 --> 00:06:06.000]  做神的僕人
[00:06:06.000 --> 00:06:10.000]  一定有資格
[00:06:10.000 --> 00:06:12.000]  你同不同意?
[00:06:12.000 --> 00:06:16.000]  就算被你胡混入到神學院
[00:06:16.000 --> 00:06:21.000]  又胡混到MDiv的degree
[00:06:21.000 --> 00:06:25.000]  現在到處都是,一點都不值錢
[00:06:25.000 --> 00:06:28.000]  到按木的時候不能胡混
[00:06:28.000 --> 00:06:30.000]  你知道嗎?
[00:06:30.000 --> 00:06:32.000]  你不知道吧?
[00:06:32.000 --> 00:06:35.000]  不是自己擺帽子上自己的頭上
[00:06:35.000 --> 00:06:40.000]  教會要問心事
[00:06:40.000 --> 00:06:42.000]  我經過這個過程
[00:06:42.000 --> 00:06:45.000]  是一個很長的過程
[00:06:45.000 --> 00:06:51.000]  有聯會資深的同工
[00:06:51.000 --> 00:06:54.000]  真的不會說你是李思敬
[00:06:54.000 --> 00:06:56.000]  行了,不用問了
[00:06:56.000 --> 00:06:58.000]  沒有這回事
[00:06:58.000 --> 00:07:02.000]  所以祂是神的僕人
[00:07:02.000 --> 00:07:09.000]  祂服侍的是至高獨一的真神
[00:07:09.000 --> 00:07:12.000]  有一定的資格
[00:07:12.000 --> 00:07:18.000]  如果叫你列出三樣資格
[00:07:18.000 --> 00:07:20.000]  你會說什麼?
[00:07:20.000 --> 00:07:23.000]  我不跟你浪費時間對答
[00:07:23.000 --> 00:07:26.000]  不過我敢肯定
[00:07:26.000 --> 00:07:32.000]  你不會放黑眼、耳聾
[00:07:32.000 --> 00:07:36.000]  在一個神的僕人的資格當中
[00:07:36.000 --> 00:07:38.000]  同不同意?
[00:07:38.000 --> 00:07:42.000]  相反,如果他是黑眼、耳聾
[00:07:42.000 --> 00:07:45.000]  他就disqualify了自己
[00:07:45.000 --> 00:07:47.000]  他沒有資格
[00:07:47.000 --> 00:07:49.000]  你明白我說什麼嗎?
[00:07:49.000 --> 00:07:51.000]  所以這句說話
[00:07:51.000 --> 00:07:55.000]  誰比我的僕人眼黑
[00:07:55.000 --> 00:08:02.000]  誰黑眼像耶和華的僕人
[00:08:02.000 --> 00:08:06.000]  是一句自相矛盾的說話
[00:08:06.000 --> 00:08:09.000]  不可能的
[00:08:09.000 --> 00:08:11.000]  怎麼會呢?
[00:08:11.000 --> 00:08:16.000]  神的僕人一定很有眼光
[00:08:16.000 --> 00:08:18.000]  很有意象
[00:08:18.000 --> 00:08:20.000]  我們看不到的,他看得到
[00:08:20.000 --> 00:08:22.000]  眼黑?
[00:08:22.000 --> 00:08:24.000]  瞎的?
[00:08:24.000 --> 00:08:28.000]  耳聾?聽不見的?
[00:08:28.000 --> 00:08:31.000]  上帝說這句話
[00:08:31.000 --> 00:08:38.000]  不是表面你聽了,馬上可以明白的
[00:08:38.000 --> 00:08:46.000]  所以真的要用時間好好地去解釋
[00:08:46.000 --> 00:08:50.000]  第一個我們追問下去
[00:08:50.000 --> 00:08:53.000]  這裡在說神的僕人
[00:08:53.000 --> 00:08:56.000]  到底在說誰呢?
[00:08:56.000 --> 00:08:58.000]  以賽亞書
[00:08:58.000 --> 00:09:00.000]  我們很記得
[00:09:00.000 --> 00:09:04.000]  四首僕人之歌
[00:09:04.000 --> 00:09:06.000]  閉上眼睛
[00:09:06.000 --> 00:09:08.000]  我們就說是說耶穌基督
[00:09:08.000 --> 00:09:10.000]  這裡不可能的
[00:09:10.000 --> 00:09:14.000]  耶穌基督從來都不是眼黑的那個
[00:09:14.000 --> 00:09:17.000]  明白嗎?聽得明白嗎?
[00:09:17.000 --> 00:09:20.000]  這裡一定不是說主耶穌
[00:09:20.000 --> 00:09:22.000]  所以以賽亞書裡面
[00:09:22.000 --> 00:09:26.000]  最熱門的選項
[00:09:26.000 --> 00:09:30.000]  不是,這裡不是說耶穌基督
[00:09:30.000 --> 00:09:33.000]  耶穌基督從來在聖經裡面
[00:09:33.000 --> 00:09:37.000]  他無階型美容
[00:09:37.000 --> 00:09:41.000]  但是從來他都不是眼黑
[00:09:41.000 --> 00:09:44.000]  耳聾,是諧音
[00:09:44.000 --> 00:09:46.000]  沒有關係的
[00:09:46.000 --> 00:09:49.000]  不要張冠李戴
[00:09:49.000 --> 00:09:51.000]  不要搞錯
[00:09:51.000 --> 00:09:54.000]  閉上眼睛,說得出就說
[00:09:54.000 --> 00:09:58.000]  不是啊,那就罵先知吧
[00:09:58.000 --> 00:10:00.000]  做神的僕人
[00:10:00.000 --> 00:10:03.000]  做成這樣
[00:10:03.000 --> 00:10:05.000]  是不是呢?
[00:10:05.000 --> 00:10:09.000]  與其我們自己去猜
[00:10:09.000 --> 00:10:13.000]  而猜的答案都是別人
[00:10:13.000 --> 00:10:14.000]  不是自己
[00:10:14.000 --> 00:10:16.000]  很安全的
[00:10:16.000 --> 00:10:18.000]  我們的討論很安全的
[00:10:18.000 --> 00:10:21.000]  是他,是他,是他,不是我
