
[00:00:00.000 --> 00:00:10.600]  西榮記是摩西臨終留下給神的百姓
[00:00:10.600 --> 00:00:13.120]  你可以說是遺言
[00:00:13.120 --> 00:00:15.120]  不過好像這樣就嚴肅了一點
[00:00:15.120 --> 00:00:19.200]  他的心底的說話
[00:00:19.200 --> 00:00:21.920]  或者今天我們喜歡說分享
[00:00:21.920 --> 00:00:25.360]  雖然不只是喜歡聽也行
[00:00:25.360 --> 00:00:27.360]  不喜歡聽也行那種的分享
[00:00:27.360 --> 00:00:29.360]  而是一個語重心長
[00:00:29.360 --> 00:00:35.280]  一個和上帝很接近的老人家
[00:00:35.280 --> 00:00:39.280]  他經歷一生120年
[00:00:39.280 --> 00:00:48.240]  現在他知道他要離開他所帶領的這群弟兄姊妹
[00:00:48.240 --> 00:00:59.040]  西榮記是他一番從肺腑裏面所出來的精靈祝福
[00:00:59.040 --> 00:01:08.320]  摩西首先教導百姓怎樣看回過去的歷史
[00:01:08.320 --> 00:01:15.840]  明白神在我們過去的生命裏面
[00:01:15.840 --> 00:01:17.840]  怎樣帶領我們
[00:01:17.840 --> 00:01:19.840]  怎樣幫助我們
[00:01:19.840 --> 00:01:21.840]  祂的心意是什麼
[00:01:21.840 --> 00:01:23.840]  然後他提醒上一次
[00:01:23.840 --> 00:01:28.320]  不是去看到上帝
[00:01:28.320 --> 00:01:30.320]  這是我們的口頭禪
[00:01:30.320 --> 00:01:32.320]  讓我看看就好了
[00:01:32.320 --> 00:01:35.440]  是聽見上帝的聲音
[00:01:35.440 --> 00:01:39.360]  在西乃山和河列山你們見到什麼
[00:01:39.360 --> 00:01:41.360]  不是你們見不到上帝
[00:01:41.360 --> 00:01:43.360]  祂沒有形象
[00:01:43.360 --> 00:01:47.360]  你們是聽見祂的吩咐
[00:01:47.360 --> 00:01:51.360]  明白上帝的心意
[00:01:51.360 --> 00:01:55.360]  然後可以去跟從
[00:01:55.360 --> 00:01:57.360]  可以去進行
[00:01:57.360 --> 00:02:03.360]  西榮記由第五章開始到第十一章
[00:02:03.360 --> 00:02:07.360]  又是一個新的段落
[00:02:07.360 --> 00:02:09.360]  不是再講歷史了
[00:02:09.360 --> 00:02:11.360]  講什麼呢
[00:02:11.360 --> 00:02:17.360]  剛才我們開始讀第六章第一節的說話
[00:02:17.360 --> 00:02:27.360]  是耶和華你們的神吩咐教訓你們的誡命律例典章
[00:02:27.360 --> 00:02:33.360]  如果你們很快去看一看第十二章第一節
[00:02:33.360 --> 00:02:39.360]  那裡是另一個新的段落開始的時候
[00:02:39.360 --> 00:02:43.360]  摩西說你們存活於世的日子
[00:02:43.360 --> 00:02:47.360]  耶和華你們列祖的神賜你們為業的地上
[00:02:47.360 --> 00:02:53.360]  要謹守遵行的律例典章乃是這些
[00:02:53.360 --> 00:02:57.360]  老人家說話真的很沉氣
[00:02:57.360 --> 00:02:59.360]  這句話經常出現
[00:02:59.360 --> 00:03:01.360]  你有沒有跟著看西榮記
[00:03:01.360 --> 00:03:03.360]  有沒有參加主學
[00:03:03.360 --> 00:03:07.360]  如果你有的話你會發覺這句話經常出現
[00:03:07.360 --> 00:03:11.360]  耶和華上帝吩咐你們的誡命律例典章
[00:03:11.360 --> 00:03:13.360]  你們要謹守遵行
[00:03:13.360 --> 00:03:15.360]  耶和華神所吩咐你們的誡命
[00:03:15.360 --> 00:03:18.360]  重複表示重要
[00:03:18.360 --> 00:03:24.360]  不過你也可以嘗試留心看重複當中
[00:03:24.360 --> 00:03:26.360]  有些東西沒有重複
[00:03:26.360 --> 00:03:32.360]  譬如六章第一節說話誡命律例典章
[00:03:32.360 --> 00:03:37.360]  十二章第一節說話律例典章
[00:03:37.360 --> 00:03:40.360]  沒有重複的是誡命
[00:03:40.360 --> 00:03:49.360]  第五章到第十一章的焦點是上帝的誡命
[00:03:49.360 --> 00:03:54.360]  第十二章之後的一個大部分
[00:03:54.360 --> 00:03:59.360]  就說這些律例典章
[00:03:59.360 --> 00:04:05.360]  這是其中一些聖經學者教我們看的重點
[00:04:05.360 --> 00:04:10.360]  誡命其實我們之前說了很多
[00:04:10.360 --> 00:04:13.360]  十誡所以今天可以省一點時間
[00:04:13.360 --> 00:04:15.360]  不用這麼長氣
[00:04:15.360 --> 00:04:18.360]  誡命不是規條
[00:04:18.360 --> 00:04:21.360]  我們屢次重複
[00:04:21.360 --> 00:04:26.360]  不可貪心是一個規矩
[00:04:26.360 --> 00:04:30.360]  孝敬父母沒有規定怎樣做
[00:04:30.360 --> 00:04:35.360]  誡命是上帝的教導
[00:04:35.360 --> 00:04:37.360]  他創造我們
[00:04:37.360 --> 00:04:40.360]  上帝的拯救
[00:04:40.360 --> 00:04:43.360]  他不單止明白我們
[00:04:43.360 --> 00:04:45.360]  他不單止像父母一樣
[00:04:45.360 --> 00:04:49.360]  希望能夠帶領我們走在正確的路上
[00:04:49.360 --> 00:04:54.360]  能夠享受經歷祂的祝福
[00:04:54.360 --> 00:05:04.360]  他又看到我們被困在罪惡軟弱失敗跌倒裏面
[00:05:04.360 --> 00:05:07.360]  所以我們說過十誡的說話
[00:05:07.360 --> 00:05:11.360]  上帝其實是要釋放我們
[00:05:11.360 --> 00:05:17.360]  太多的捆綁我們都習慣了
[00:05:17.360 --> 00:05:22.360]  誡命這個翻譯有時有些不幸
[00:05:22.360 --> 00:05:28.360]  不是更多的規條加在我們的日常生活
[00:05:28.360 --> 00:05:32.360]  但相反上帝是要釋放我們
[00:05:32.360 --> 00:05:37.360]  上帝是要幫助我們能夠活在
[00:05:37.360 --> 00:05:47.360]  他預備叫我們所有的風聲的生命當中
[00:05:47.360 --> 00:05:52.360]  有時我們太過習慣或低頭
[00:05:52.360 --> 00:05:56.360]  在我們經歷過的事情上
[00:05:56.360 --> 00:05:59.360]  我們就覺得很不明白
[00:05:59.360 --> 00:06:01.360]  聖經裏面怎樣看誡命
[00:06:01.360 --> 00:06:07.360]  其實耶穌在世的時候都被人問過
[00:06:07.360 --> 00:06:10.360]  你記得嗎?誡命有這麼多
[00:06:10.360 --> 00:06:12.360]  猶太人數過了
[00:06:12.360 --> 00:06:15.360]  摩西五經有613條誡命
[00:06:15.360 --> 00:06:17.360]  這麼多條誡命
[00:06:17.360 --> 00:06:19.360]  最大是哪一條?
[00:06:19.360 --> 00:06:22.360]  最重要是哪一條?
[00:06:22.360 --> 00:06:25.360]  誡命的總綱
[00:06:25.360 --> 00:06:27.360]  這個中文比較深
[00:06:27.360 --> 00:06:29.360]  一個撮要
[00:06:29.360 --> 00:06:31.360]  如果你用一句說話
[00:06:31.360 --> 00:06:35.360]  可不可以總括613條誡命?
[00:06:35.360 --> 00:06:39.360]  這個不是耶穌才會回答的問題
[00:06:39.360 --> 00:06:43.360]  這個其實是猶太人當中經常討論的
[00:06:43.360 --> 00:06:48.360]  所以耶穌在公音書裏面給的答案
[00:06:48.360 --> 00:06:55.360]  其實也有猶太的拉比曾經這樣說過
[00:06:55.360 --> 00:06:57.360]  不是耶穌作出來的
[00:06:57.360 --> 00:06:59.360]  耶穌很多時候說的話
[00:06:59.360 --> 00:07:01.360]  就是說你們其實知道的
[00:07:01.360 --> 00:07:03.360]  不用問我的
[00:07:03.360 --> 00:07:06.360]  不是不知道 是能不能做到
[00:07:06.360 --> 00:07:09.360]  誡命當中最大的
[00:07:09.360 --> 00:07:11.360]  如果你還記得
[00:07:11.360 --> 00:07:15.360]  在馬可福音12:1
[00:07:15.360 --> 00:07:17.360]  耶穌回答說
[00:07:17.360 --> 00:07:19.360]  第一要緊的
[00:07:19.360 --> 00:07:21.360]  就是以色列你要聽
[00:07:21.360 --> 00:07:24.360]  主我們神是獨一的主
[00:07:24.360 --> 00:07:30.360]  你要盡心盡性盡義盡力愛主你的神
[00:07:30.360 --> 00:07:33.360]  其次就是愛人如己
[00:07:33.360 --> 00:07:39.360]  再沒有比這兩條誡命更大的了
[00:07:39.360 --> 00:07:45.360]  耶穌是同意用生命記第六章
[00:07:45.360 --> 00:07:49.360]  剛才我們所讀的這一段經文裏面
[00:07:49.360 --> 00:07:51.360]  很重要的一句說話
[00:07:51.360 --> 00:07:58.360]  你要盡心盡性盡力愛耶和華你的神
[00:07:58.360 --> 00:08:03.360]  這個就是誡命的中心
[00:08:03.360 --> 00:08:06.360]  誡命說什麼呢?
[00:08:06.360 --> 00:08:14.360]  一句說話是盡心盡性盡力愛上帝
[00:08:14.360 --> 00:08:19.360]  總之就是盡一切
[00:08:19.360 --> 00:08:21.360]  我們閉上眼睛也會背
[00:08:21.360 --> 00:08:23.360]  祈禱的時候也可以這樣站
[00:08:23.360 --> 00:08:26.360]  主我們要盡心盡性盡義盡力愛你
[00:08:26.360 --> 00:08:28.360]  到底是什麼意思呢?
[00:08:28.360 --> 00:08:30.360]  總之就是盡
[00:08:30.360 --> 00:08:32.360]  是不是呢?
[00:08:32.360 --> 00:08:37.360]  我們想想什麼叫盡心盡義盡義愛上帝呢?
