
[00:00:00.000 --> 00:00:04.000]  各位電影姐妹 平安
[00:00:04.000 --> 00:00:08.000]  今日我會同大家嚟到分享
[00:00:08.000 --> 00:00:12.000]  教會持續健康去發展
[00:00:12.000 --> 00:00:16.000]  嘅秘訣到底係邊度
[00:00:16.000 --> 00:00:20.000]  按照美國Census Bureau嗰個record
[00:00:20.000 --> 00:00:24.000]  嗰個紀錄 美國人
[00:00:24.000 --> 00:00:28.000]  喺1962年嘅時候 佢哋去
[00:00:28.000 --> 00:00:32.000]  參加崇拜聚會嘅人口係佔
[00:00:32.000 --> 00:00:36.000]  78%以上 非常多嘅
[00:00:36.000 --> 00:00:40.000]  但係去到1995年至到
[00:00:40.000 --> 00:00:44.000]  2015年之間 我哋發覺有個好大嘅一個改變
[00:00:44.000 --> 00:00:48.000]  首先1995年到2015年
[00:00:48.000 --> 00:00:52.000]  全國嘅人口增加咗5300萬
[00:00:52.000 --> 00:00:56.000]  但係教會嘅會眾卻係少咗
[00:00:56.000 --> 00:01:00.000]  1500萬 然後經常聚會嘅
[00:01:00.000 --> 00:01:04.000]  信徒 去到1995年經常去教會嘅信徒
[00:01:04.000 --> 00:01:08.000]  係佔美國人口嘅大概只有20.5%
[00:01:08.000 --> 00:01:12.000]  1999年跌到去19%
[00:01:12.000 --> 00:01:16.000]  2002年跌到去18%
[00:01:16.000 --> 00:01:20.000]  2025年進一步下跌去到
[00:01:20.000 --> 00:01:24.000]  15% 換句話嚟講 你睇到整個
[00:01:24.000 --> 00:01:28.000]  美國嗰個教會嘅趨勢係
[00:01:28.000 --> 00:01:32.000]  越嚟越衰落 2026年
[00:01:32.000 --> 00:01:36.000]  係因為總統嘅選舉 教會進一步撕裂
[00:01:36.000 --> 00:01:40.000]  因為有人支持民主黨 有人支持共和黨
[00:01:40.000 --> 00:01:44.000]  帶嚟嘅結果唔少嘅領袖係支持
[00:01:44.000 --> 00:01:48.000]  現任嘅總統 就係因為呢個現任嘅
[00:01:48.000 --> 00:01:52.000]  總統嘅言行同聖經嘅標準差距好大
[00:01:52.000 --> 00:01:56.000]  對夫人派教會嘅打擊就更加大
[00:01:56.000 --> 00:02:00.000]  過去15年每年
[00:02:00.000 --> 00:02:04.000]  平均大概有4000間教會結束
[00:02:04.000 --> 00:02:08.000]  新增嘅係只有大概1000間嘅
[00:02:08.000 --> 00:02:12.000]  新嘅教會 而且都係比較細嘅
[00:02:12.000 --> 00:02:16.000]  然後我哋再嚟到睇睇20年
[00:02:16.000 --> 00:02:20.000]  嗰個嘅報告 係只有
[00:02:20.000 --> 00:02:24.000]  兩種嘅教會係增長嘅 一種係新興嘅教會
[00:02:24.000 --> 00:02:28.000]  係獨立嘅 另外就係靈因嘅教會
[00:02:28.000 --> 00:02:32.000]  所有其他嘅宗派都係
[00:02:32.000 --> 00:02:36.000]  負增長 第二老化
[00:02:36.000 --> 00:02:40.000]  大部分嘅教會
[00:02:40.000 --> 00:02:44.000]  特別係嗰啲越嚟越衰落嘅教會
[00:02:44.000 --> 00:02:48.000]  青少年無影無蹤 第三受洗嘅人數大跌
[00:02:48.000 --> 00:02:52.000]  第四連最大嘅宗派
[00:02:52.000 --> 00:02:56.000]  美南浸信會 喺20年之內少咗400萬人
[00:02:56.000 --> 00:03:00.000]  係因為
[00:03:00.000 --> 00:03:04.000]  這個Church of Rick Warren嘅影響
[00:03:04.000 --> 00:03:08.000]  教會嚴重嘅撕裂 主要係因為呢個管理制度
[00:03:08.000 --> 00:03:12.000]  改變咗 所以受影響嘅教會就撕裂咗
[00:03:12.000 --> 00:03:16.000]  損失嘅人數非常多
[00:03:16.000 --> 00:03:20.000]  第五個方面
[00:03:20.000 --> 00:03:24.000]  有7600間United Methodist
[00:03:24.000 --> 00:03:28.000]  巡禮會
[00:03:28.000 --> 00:03:32.000]  呢個教會係關閉咗 而最大嘅Episcopal Church
[00:03:32.000 --> 00:03:36.000]  紐約嘅總部都要結束營業要出售
[00:03:36.000 --> 00:03:40.000]  長老會嘅方面係冇咗70%嘅會眾
[00:03:40.000 --> 00:03:44.000]  美國福音信義會
[00:03:44.000 --> 00:03:48.000]  喺1988年起一路到而家
[00:03:48.000 --> 00:03:52.000]  係少咗200萬嘅人
[00:03:52.000 --> 00:03:56.000]  另一方面令人驚嘆
[00:03:56.000 --> 00:04:00.000]  就係嗰啲超級大教會
[00:04:00.000 --> 00:04:04.000]  係一間倒閉完又一間水晶安教會
[00:04:04.000 --> 00:04:08.000]  無後繼之人
[00:04:08.000 --> 00:04:12.000]  結果就剩返一間小型嘅一間教會
[00:04:12.000 --> 00:04:16.000]  創唐牧師嘅醜聞好似囂張
[00:04:16.000 --> 00:04:20.000]  而都帶嚟一個震盪性嘅影響
[00:04:20.000 --> 00:04:24.000]  第三個方面就係嗰啲高舉神蹟歧視
[00:04:24.000 --> 00:04:28.000]  呢啲嘅靈恩教會係被發現咗作假
[00:04:28.000 --> 00:04:32.000]  帶嚟嘅結果係大量嘅會眾流失咗
[00:04:32.000 --> 00:04:36.000]  第四個方面教會缺乏有效嘅管理
[00:04:36.000 --> 00:04:40.000]  教會嘅領導人被揭發貪污姦污或者係性嘅醜聞
[00:04:40.000 --> 00:04:44.000]  教會裏面都係隱瞞
[00:04:44.000 --> 00:04:48.000]  呢啲嘅教會亦都係一樣大量流失
[00:04:48.000 --> 00:04:52.000]  佢哋嘅人口包括到芝加哥嘅
[00:04:52.000 --> 00:04:56.000]  Villafreak教會
[00:04:56.000 --> 00:05:00.000]  亦都係包括到好多
[00:05:00.000 --> 00:05:04.000]  靈恩嘅教會都係因為咁樣嘅緣故
[00:05:04.000 --> 00:05:08.000]  大量少咗人
[00:05:08.000 --> 00:05:12.000]  所以大家嚟睇一睇整個美國教會人數嘅趨勢
[00:05:12.000 --> 00:05:16.000]  每況愈下一年不如一年
[00:05:16.000 --> 00:05:20.000]  但係獨立嘅教會
[00:05:20.000 --> 00:05:24.000]  特別係嗰啲注重全民皆兵
[00:05:24.000 --> 00:05:28.000]  特別係一個青少年嘅方面開多啲嘅
[00:05:28.000 --> 00:05:32.000]  茶經小組各種唔同嘅活動運動
[00:05:32.000 --> 00:05:36.000]  同埋侍奉呢啲嘅教會增長非常迅速
[00:05:36.000 --> 00:05:40.000]  佢哋有一個特色就係有忠心
