
[00:00:00.000 --> 00:00:02.000]  (字幕提供:MG)
[00:00:03.000 --> 00:00:04.000]  弟兄姊妹早晨
[00:00:04.000 --> 00:00:10.000]  在這個時間預祝大家新年快樂
[00:00:10.000 --> 00:00:13.000]  下個星期就是過年的時候
[00:00:13.000 --> 00:00:14.000]  今天很特別
[00:00:14.000 --> 00:00:17.000]  我知道透過Facebook
[00:00:17.000 --> 00:00:22.000]  讓在家中不方便出來崇拜的弟兄姊妹
[00:00:22.000 --> 00:00:24.000]  特別是帶著身分證的弟兄姊妹
[00:00:24.000 --> 00:00:28.000]  同步來參與崇拜
[00:00:28.000 --> 00:00:32.000]  我猜你們在看Facebook的弟兄姊妹難度高一點
[00:00:32.000 --> 00:00:36.000]  在家庭環境中專心崇拜的確是一個很大的挑戰
[00:00:36.000 --> 00:00:42.000]  希望我們也在此將神的話財在心裏
[00:00:42.000 --> 00:00:45.000]  將《播露神學院文案》也帶給大家
[00:00:45.000 --> 00:00:49.000]  在我去到一些教會講道的時候
[00:00:49.000 --> 00:00:55.000]  我都會先問教會那年的主題是甚麼
[00:00:55.000 --> 00:00:57.000]  以致在我講道的時候可以配合主題
[00:00:57.000 --> 00:00:59.000]  大家試試不要看程序表
[00:00:59.000 --> 00:01:03.000]  大家能否說出占卜堂的連題呢?
[00:01:03.000 --> 00:01:06.000]  老老實實
[00:01:06.000 --> 00:01:08.000]  如果說不出不要緊
[00:01:08.000 --> 00:01:10.000]  我們一起讀一次
[00:01:10.000 --> 00:01:15.000]  同心守望 拓展神覺 齊心建造
[00:01:15.000 --> 00:01:17.000]  當我們看到這個主題的時候
[00:01:17.000 --> 00:01:20.000]  我就想在今天和大家分享這段聖經
[00:01:20.000 --> 00:01:22.000]  我相信基督徒都有一個前設
[00:01:22.000 --> 00:01:24.000]  有一個大前題
[00:01:24.000 --> 00:01:28.000]  這個大前題就是我們都樂意跟從耶穌去過我們生活
[00:01:28.000 --> 00:01:30.000]  耶穌在世上三十多年
[00:01:30.000 --> 00:01:32.000]  特別是後來的三年
[00:01:32.000 --> 00:01:34.000]  祂集中了出來傳道
[00:01:34.000 --> 00:01:37.000]  然後祂的傳道就記載在聖經裏面
[00:01:37.000 --> 00:01:38.000]  特別是在科學書當中
[00:01:38.000 --> 00:01:41.000]  讓我們能夠很具體地知道
[00:01:41.000 --> 00:01:44.000]  一個人如何為神的角度而生活
[00:01:44.000 --> 00:01:47.000]  拓展神的角度 齊心建造
[00:01:47.000 --> 00:01:50.000]  我很盼望這篇講道能夠鼓勵你
[00:01:50.000 --> 00:01:52.000]  可以投身在神的角度裏面
[00:01:52.000 --> 00:01:54.000]  在顛覆大家庭當中
[00:01:54.000 --> 00:01:57.000]  彼此配搭的去建造神的家
[00:01:57.000 --> 00:02:01.000]  我猜如果這是我的目標的話
