
[00:00:00.000 --> 00:00:07.760]  我們在這幾天的時間,我們可以專心地在這個營地上
[00:00:07.760 --> 00:00:11.040]  仰望祂,我們能夠專心地擺開其他的東西
[00:00:11.040 --> 00:00:13.240]  我們一起可以有相教,一起有祈禱
[00:00:13.240 --> 00:00:18.040]  更深的認識,我相信神在這幾天裏面做了一些很永恆的工作
[00:00:18.040 --> 00:00:20.600]  是每一個人生命當中都很值得的
[00:00:20.600 --> 00:00:23.400]  我們一起來到神的面前,我們先祈禱,我們多謝祂
[00:00:23.400 --> 00:00:26.280]  我們主要是神,我們多謝祢經過這幾天的時間
[00:00:26.280 --> 00:00:30.760]  祂看見你豐富的恩典,遠超過我們所想所求
[00:00:30.760 --> 00:00:35.280]  我們多謝祢這個聖靈,有時不留情的,幫助我們的內心
[00:00:35.280 --> 00:00:37.280]  讓我們再一次體現自己
[00:00:37.280 --> 00:00:42.440]  我們更加感謝祢,祢的愛,毫無保留地賜給我們
[00:00:42.440 --> 00:00:45.840]  祢斥責之後有安慰,有包紮
[00:00:45.840 --> 00:00:48.320]  並且祢自己的恩典足夠我們用
[00:00:48.320 --> 00:00:53.200]  讓我們在弟兄姊妹之間,我們和祢的關係之間有一個更新,祂多謝你
[00:00:53.200 --> 00:00:54.880]  主要是我們今天出營的時候
[00:00:54.880 --> 00:00:57.760]  求主讓我們不是將我們今天所得到的
[00:00:57.760 --> 00:01:00.400]  今時所得到的,就這樣放在這個營地
[00:01:00.400 --> 00:01:03.120]  將祂所求的,將祂一生來跟隨你
[00:01:03.120 --> 00:01:04.680]  這是我們的心願
[00:01:04.680 --> 00:01:08.160]  我們就將這個心願放在這個面前,求主今早幫助我們
[00:01:08.160 --> 00:01:09.920]  讓我們可以持續這些操練
[00:01:09.920 --> 00:01:12.800]  直到我們見祢的面的時候,毫無羞愧
[00:01:12.800 --> 00:01:16.440]  我們聽見祢對我們說,有良善,有終生的福人
[00:01:16.440 --> 00:01:18.840]  可以進到祢那裏,和祢一起坐直
[00:01:18.840 --> 00:01:21.040]  我們仰望祢,我們將祢的教託給祢
[00:01:21.040 --> 00:01:24.360]  求聖靈今早繼續教導我們,好像以往教導我們一樣
[00:01:24.360 --> 00:01:26.360]  共野聰明其祖,阿門
[00:01:26.360 --> 00:01:31.960]  尊主為大,以神為樂
[00:01:31.960 --> 00:01:34.880]  這是我們今屆東寧會的主題
[00:01:34.880 --> 00:01:38.400]  我相信在過去,如果你說五次的聚會當中
[00:01:38.400 --> 00:01:43.960]  我們一起走馬拉基書的路程,肅靈的路程
[00:01:43.960 --> 00:01:48.880]  你會發覺其實馬拉基書就是講了這兩個很重要的主題
[00:01:48.880 --> 00:01:50.960]  第一講,第二講,第三講
[00:01:50.960 --> 00:01:53.720]  我們經常都講很嚴厲的一段說話
[00:01:53.720 --> 00:01:56.280]  很嚴厲的說話,斥責的說話的背後
[00:01:56.280 --> 00:01:58.640]  是提醒我們,重新警醒我們
[00:01:58.640 --> 00:02:00.960]  揭開它裏面所隱含的問題
[00:02:00.960 --> 00:02:03.720]  讓我們能夠重新將我們的焦點
[00:02:03.720 --> 00:02:07.720]  將我們的心,尊主為大
[00:02:07.720 --> 00:02:09.840]  然後我們第四講,第五講
[00:02:09.840 --> 00:02:12.840]  我們開始轉變,由第二章最後那一節
[00:02:12.840 --> 00:02:15.720]  第二章十七節,我們昨天早上開始
[00:02:15.720 --> 00:02:20.200]  你發覺就是將我們的心重新帶到神的面前
[00:02:20.200 --> 00:02:22.600]  原來我們斥責我們的神,是為愛我們的神
[00:02:22.600 --> 00:02:27.200]  它幫助我們,讓我們能夠不單止在斥責當中感覺到慚愧
[00:02:27.200 --> 00:02:32.160]  它也允許人間的失敗,更加展出自己的信心
[00:02:32.160 --> 00:02:34.920]  人的不義,展出他的不變
[00:02:34.920 --> 00:02:38.120]  然後我們昨晚更加看到,在永恆裏面
[00:02:38.120 --> 00:02:43.160]  在神的關懷當中,我們匆匆分分有這種力量和勇氣
[00:02:43.160 --> 00:02:46.000]  去撞這個決定,跟隨著
[00:02:46.000 --> 00:02:49.840]  走一個淨田的生活的路,是值得的
[00:02:49.840 --> 00:02:51.760]  因為我們有永恆的回報
[00:02:51.760 --> 00:02:53.960]  我們不是像人一樣,其他人一樣
[00:02:53.960 --> 00:02:56.760]  在今生的回報,我們在永恆的回報裏面
[00:02:56.760 --> 00:02:58.800]  我們相信我們付出這些代價
[00:02:58.800 --> 00:03:02.240]  過一個淨田的生活,在神的面前,在人的面前
[00:03:02.240 --> 00:03:06.080]  那個光明磊落,硬硬正正的基督徒生活,是值得的
[00:03:06.080 --> 00:03:09.680]  這個我們可以說,總結了第二句我們的主題
[00:03:09.680 --> 00:03:11.440]  就是以神為樂
[00:03:11.440 --> 00:03:14.720]  我記得我在那個開幕禮裏面,跟大家分享了幾句
[00:03:14.720 --> 00:03:19.200]  以神為樂,不一定,或者更加不只是停留在表面的
[00:03:19.200 --> 00:03:23.120]  感情上的激盪,很興奮的那種快樂
[00:03:23.120 --> 00:03:26.000]  以神為樂可以帶著眼淚,帶著以神為樂
[00:03:26.000 --> 00:03:29.720]  除非你心裏面有個尊子為大,這份情操
[00:03:29.720 --> 00:03:33.440]  我想大家會明白,這是我們東聯會的整個主題
[00:03:33.440 --> 00:03:36.320]  考慮究竟今早我們要離開的時候
[00:03:36.320 --> 00:03:40.840]  我們帶著一個什麽神給我們的禮物離開這裏呢?
[00:03:40.840 --> 00:03:44.800]  我們昨晚已經說完馬拉基斯的時候
[00:03:44.800 --> 00:03:48.000]  我很希望今早,我們來一些比較實質的
[00:03:48.000 --> 00:03:51.360]  實際的,好像在工作的方式
[00:03:51.360 --> 00:03:56.000]  讓我們帶著一些實際的指標和操練的方向
[00:03:56.000 --> 00:03:58.080]  甚至我們試一試,然後才離開這裏
[00:03:58.080 --> 00:04:01.720]  以致我們聽到的不是很激動,我們得到很大的感動
[00:04:01.720 --> 00:04:05.200]  出去的時候好像無從開始那樣
[00:04:05.200 --> 00:04:08.840]  所以今早我的做法有點不同了,不是一種講道的方式
[00:04:08.840 --> 00:04:11.320]  是跟大家做一些workshop的方式,好不好?
[00:04:11.320 --> 00:04:13.920]  大家要投入,一齊學習
[00:04:13.920 --> 00:04:16.960]  希望我們有一點點經驗,我們出去的時候
[00:04:16.960 --> 00:04:19.760]  我們繼續可以實踐下去
[00:04:19.760 --> 00:04:21.680]  以致我們這個領會所得到的
[00:04:21.680 --> 00:04:23.760]  所領受的,就不是停在這個領會
[00:04:23.760 --> 00:04:26.200]  明天、後天、今晚我們回到家裏
[00:04:26.200 --> 00:04:31.600]  繼續可以讓神和我們一起同行這條路
[00:04:31.600 --> 00:04:34.600]  我相信如果要做一個以主為樂
[00:04:34.600 --> 00:04:37.360]  專注為大的生活,好像馬拉基斯
[00:04:37.360 --> 00:04:40.040]  提醒我們方向的生活的時候
[00:04:40.040 --> 00:04:41.480]  可以說是最重要的
[00:04:41.480 --> 00:04:46.280]  就是我們怎樣可以長久保持一種與神同行的生活,是不是?
[00:04:46.280 --> 00:04:48.320]  我們聽了很多,我們知道自己不對
[00:04:48.320 --> 00:04:50.680]  我們很願意有一個更新的生命
[00:04:50.680 --> 00:04:52.600]  面對我們的工作,面對家人
[00:04:52.600 --> 00:04:56.040]  面對我們所發生的每一天發生在我們身邊的事情的時候
[00:04:56.040 --> 00:04:58.440]  我們希望有一個更新的生命態度
[00:04:58.440 --> 00:05:00.360]  有一個更新的立場去看
[00:05:00.360 --> 00:05:01.760]  有一種勇氣走下去
[00:05:01.760 --> 00:05:04.320]  這些勇氣不是一朝一夕可以得到
[00:05:04.320 --> 00:05:05.440]  我事實上都講過了
[00:05:05.440 --> 00:05:09.000]  並更加不是領會那幾晚可以得到的
[00:05:09.000 --> 00:05:11.520]  屬靈的生命沒有促成
[00:05:11.520 --> 00:05:13.720]  一些知識可以很快得到
[00:05:13.720 --> 00:05:19.840]  但是生命裡面的改變是需要點點滴滴的每天的操練
[00:05:19.840 --> 00:05:22.400]  你可以一時有一個新的開始
[00:05:22.400 --> 00:05:23.600]  決定,這個很重要
[00:05:23.600 --> 00:05:25.920]  令人這個領會裡面有一個很重要的決定
[00:05:25.920 --> 00:05:28.120]  你放下一些東西,你突破自己一些東西
[00:05:28.120 --> 00:05:31.320]  甚至你決定走上一條路,是一路你以為你逃避的
[00:05:31.320 --> 00:05:32.560]  無論如何,怎樣都好
[00:05:32.560 --> 00:05:35.360]  這個決定是很重要
[00:05:35.360 --> 00:05:36.520]  很重要
[00:05:36.520 --> 00:05:37.680]  很珍貴
[00:05:37.680 --> 00:05:39.240]  但這個決定還決定
[00:05:39.240 --> 00:05:40.880]  決定了之後還要走下去
[00:05:40.880 --> 00:05:42.400]  這個才是重要
[00:05:42.400 --> 00:05:45.120]  走下去這條路才不容易
[00:05:45.120 --> 00:05:46.240]  那為什麼走下去呢?
[00:05:46.240 --> 00:05:48.200]  我今早想和大家一起學習
[00:05:48.200 --> 00:05:53.160]  如何可以過一個與神同行的生活
[00:05:53.160 --> 00:05:54.880]  我今早講的那些
[00:05:54.880 --> 00:05:56.720]  全部不是理論
[00:05:56.720 --> 00:05:58.760]  雖然不只是我一個人的經驗
[00:05:58.760 --> 00:06:00.600]  但我可以擔保告訴你
[00:06:00.600 --> 00:06:03.360]  是我經驗過,我試過走得通
[00:06:03.360 --> 00:06:06.680]  以及我搜集很多不同歷代的靈修
[00:06:06.680 --> 00:06:10.160]  很深刻追尋這方面的與神同行的人
[00:06:10.160 --> 00:06:11.360]  他們有這樣的共鳴
[00:06:11.360 --> 00:06:15.200]  我相信我今天講的那些絕對不是空中留國的東西
[00:06:15.200 --> 00:06:19.280]  如果你夠膽,願意行切地嘗試的話
[00:06:19.280 --> 00:06:22.480]  我擔保你,擔保你是走得通的
[00:06:22.480 --> 00:06:24.440]  我不敢說每個人都完全一樣
[00:06:24.440 --> 00:06:25.960]  但起碼這些方法
[00:06:25.960 --> 00:06:27.680]  是在很多人的身上走得通
[00:06:27.680 --> 00:06:29.920]  而是我自己並不是理論來講
[00:06:29.920 --> 00:06:30.960]  我是試過的
[00:06:30.960 --> 00:06:34.680]  好了,首先我們先來整理一些問題
[00:06:34.680 --> 00:06:36.400]  很多時候我們都會問
[00:06:36.400 --> 00:06:39.280]  我出營的時候,變成很日常的生活
[00:06:39.280 --> 00:06:43.280]  我想過一個與神同行的生活的時候
[00:06:43.280 --> 00:06:46.120]  我們可以怎樣開始
[00:06:46.120 --> 00:06:48.200]  怎樣走下去
[00:06:48.200 --> 00:06:51.480]  我相信最大的掙扎的問題
[00:06:51.480 --> 00:06:54.440]  就是我很想跟隨神
[00:06:54.440 --> 00:06:56.040]  我很想遵循神的旨意
[00:06:56.040 --> 00:06:58.040]  每時每刻都接近祂
[00:06:58.040 --> 00:06:59.200]  但如何?
[00:06:59.200 --> 00:06:59.800]  怎樣走?
[00:06:59.800 --> 00:07:01.240]  我可以怎樣做?
[00:07:01.240 --> 00:07:03.720]  在我這個大綱裏列出了
[00:07:03.720 --> 00:07:06.800]  我們經常會問,但要解決
[00:07:06.800 --> 00:07:11.920]  我這次正式跟大家講一下這方面
[00:07:11.920 --> 00:07:16.880]  就是所謂的隨從神的旨意過生活
[00:07:16.880 --> 00:07:18.520]  我知道隨從神的旨意過生活
[00:07:18.520 --> 00:07:20.320]  最難的地方是什麼?
[00:07:20.320 --> 00:07:22.680]  最難的地方就是神的旨意究竟是怎樣
[00:07:22.680 --> 00:07:24.160]  我怎知道?
[00:07:24.160 --> 00:07:27.120]  我每天過生活的時候
[00:07:27.120 --> 00:07:29.480]  神沒有東西讓我知道
[00:07:29.480 --> 00:07:31.040]  很多時候我想跟隨祂
[00:07:31.040 --> 00:07:32.520]  但跟不上
[00:07:32.520 --> 00:07:35.200]  當然我們傳統裏面都有很多方法提醒我們
[00:07:35.200 --> 00:07:36.800]  我們在聖經上祈禱
[00:07:36.800 --> 00:07:37.840]  我們都知道
[00:07:37.840 --> 00:07:38.840]  但以往都是這樣做
[00:07:38.840 --> 00:07:41.040]  究竟有沒有更加深入的
[00:07:41.040 --> 00:07:44.160]  具體的解決呢?
[00:07:44.160 --> 00:07:49.000]  我就是總結很多人問這些問題
[00:07:49.000 --> 00:07:50.960]  我自己嘗試去掙扎
[00:07:50.960 --> 00:07:51.960]  去尋索
[00:07:51.960 --> 00:07:54.200]  跟大家講一些很具體實質的
[00:07:54.200 --> 00:07:57.960]  希望能幫助每一個世英子們
[00:07:57.960 --> 00:08:01.680]  究竟我們怎樣知道神的旨意呢?
[00:08:01.680 --> 00:08:04.080]  如果從一個大的圖畫來說
[00:08:04.080 --> 00:08:05.880]  歷代的靈修學者
[00:08:05.880 --> 00:08:08.320]  以及我自己經歷的會看到
[00:08:08.320 --> 00:08:12.960]  所謂的三重亮光
[00:08:12.960 --> 00:08:15.800]  即是說我們怎樣可以走在神的旨意當中
[00:08:15.800 --> 00:08:18.760]  有三個部分互相連結的
[00:08:18.760 --> 00:08:19.840]  並不是一樣東西
[00:08:19.840 --> 00:08:22.560]  有些人說我遵行神的旨意就是看神在我心裏面的感動
[00:08:22.560 --> 00:08:25.040]  但有時候感動可以很主觀
[00:08:25.040 --> 00:08:27.000]  有些人說我遵行神的旨意是看聖經
[00:08:27.000 --> 00:08:28.080]  對
[00:08:28.080 --> 00:08:30.640]  但看聖經是很原則性的
[00:08:30.640 --> 00:08:32.160]  聖經沒有一句話告訴你
[00:08:32.160 --> 00:08:34.040]  你究竟下個月是否轉工呢?
[00:08:34.040 --> 00:08:35.280]  沒有
[00:08:35.280 --> 00:08:36.480]  是嗎?
[00:08:36.480 --> 00:08:39.040]  聖經裏面很多原則是需要
[00:08:39.040 --> 00:08:41.440]  但立不出很實際的特殊情況
[00:08:41.440 --> 00:08:44.320]  有些人說我將神的旨意看神怎樣安排
[00:08:44.320 --> 00:08:45.560]  神有沒有開門給我
[00:08:45.560 --> 00:08:46.640]  是否這樣所謂?
[00:08:46.640 --> 00:08:48.000]  有些人關了門
[00:08:48.000 --> 00:08:48.800]  開了門
[00:08:48.800 --> 00:08:50.000]  有些人關閉門
[00:08:50.000 --> 00:08:50.600]  開了門
[00:08:50.600 --> 00:08:51.760]  那條路順了
[00:08:51.760 --> 00:08:53.160]  即是表示神叫我去
[00:08:53.160 --> 00:08:54.240]  那條路不順
[00:08:54.240 --> 00:08:56.000]  神叫我不要行事
[00:08:56.000 --> 00:08:57.160]  所以人家如果請我
[00:08:57.160 --> 00:08:57.960]  我就做
[00:08:57.960 --> 00:08:59.680]  不請我我就不要做
[00:08:59.680 --> 00:09:01.520]  這又不是完全對的
[00:09:01.520 --> 00:09:03.400]  你看聖經裏面有時是
[00:09:03.400 --> 00:09:05.080]  有時又不是
[00:09:05.080 --> 00:09:07.680]  如果我們叫聖利順利主義的話
[00:09:07.680 --> 00:09:10.560]  聖經裏面很多很不順利的愛主義基督徒
[00:09:10.560 --> 00:09:11.760]  那他怎麼辦?
[00:09:11.760 --> 00:09:12.400]  是嗎?
[00:09:12.400 --> 00:09:15.480]  暴露是人生最成功的時間
[00:09:15.480 --> 00:09:16.120]  去傳導
[00:09:16.120 --> 00:09:17.520]  做到很順利的時候
[00:09:17.520 --> 00:09:18.800]  聖靈感動他回耶路撒冷
[00:09:18.800 --> 00:09:20.280]  被人抓去坐牢
[00:09:20.280 --> 00:09:21.240]  那你信不信你呢?
[00:09:21.240 --> 00:09:22.680]  肯定是不信你的一條路
[00:09:22.680 --> 00:09:23.760]  那是神的旨意呢?
[00:09:23.760 --> 00:09:25.400]  是神的旨意
[00:09:25.400 --> 00:09:27.240]  所以如果我們說開門關門
[00:09:27.240 --> 00:09:29.280]  就等於神
[00:09:29.280 --> 00:09:32.040]  是贊成你去或者是否定
[00:09:32.040 --> 00:09:33.280]  或者是阻止你去
[00:09:33.280 --> 00:09:35.000]  又是不是完全對的
[00:09:35.000 --> 00:09:35.280]  你明白嗎?
[00:09:35.280 --> 00:09:36.520]  差這麼一點點
[00:09:36.520 --> 00:09:37.760]  又不是完全錯的
[00:09:37.760 --> 00:09:39.040]  有些參考的價值
[00:09:39.040 --> 00:09:41.600]  所以歷代的靈科學者
[00:09:41.600 --> 00:09:43.080]  都看到這三樣東西
[00:09:43.080 --> 00:09:45.000]  每樣都是重要的
[00:09:45.000 --> 00:09:45.680]  Free light
[00:09:45.680 --> 00:09:47.680]  就是三重的亮光
[00:09:47.680 --> 00:09:49.600]  但這三個亮光要互相配合
[00:09:49.600 --> 00:09:52.160]  就好像金三角一樣
[00:09:52.160 --> 00:09:53.200]  扣在一起
[00:09:53.200 --> 00:09:55.080]  聖經的話語很重要
[00:09:55.080 --> 00:09:57.600]  成為一個緊扣的原則
[00:09:57.600 --> 00:09:58.200]  但是呢
[00:09:58.200 --> 00:09:59.800]  聖經的話語是一個原則
[00:09:59.800 --> 00:10:01.360]  它還需要在對體裡面
[00:10:01.360 --> 00:10:04.160]  神在你心裡面的聖靈的感動
[00:10:04.160 --> 00:10:06.000]  但聖靈的感動是很重要的
[00:10:06.000 --> 00:10:07.280]  但很多時候聖靈感動
[00:10:07.280 --> 00:10:08.800]  在主觀的經驗裡面
[00:10:08.800 --> 00:10:10.320]  有時候會混亂了
[00:10:10.320 --> 00:10:11.560]  我想大家都很多人問的
[00:10:11.560 --> 00:10:13.880]  會混亂了你自己個人的意思
[00:10:13.880 --> 00:10:15.360]  有時候會混亂了你潛意識
[00:10:15.360 --> 00:10:16.440]  你以為是聖靈的感動
[00:10:16.440 --> 00:10:17.520]  其實是你潛意識
[00:10:17.520 --> 00:10:18.560]  一種的衝動
[00:10:18.560 --> 00:10:21.800]  甚至恐怖到可能是炸彈的迷惑
[00:10:21.800 --> 00:10:23.600]  你以為是聖靈的感動
[00:10:23.600 --> 00:10:25.800]  大家知道很多議端就是這樣出來的
[00:10:25.800 --> 00:10:27.720]  他真的以為自己很有感動的
[00:10:27.720 --> 00:10:28.880]  搞了很大的議端
[00:10:28.880 --> 00:10:31.160]  就好像大陸很多的議端
[00:10:31.160 --> 00:10:32.240]  什麼秘密王
[00:10:32.240 --> 00:10:33.640]  什麼靈靈教
[00:10:33.640 --> 00:10:34.840]  全部都是
[00:10:34.840 --> 00:10:36.920]  全部都是很追求的那些人
[00:10:36.920 --> 00:10:39.160]  很覺得神很感動他的
[00:10:39.160 --> 00:10:41.120]  他天天早上上去跟耶穌聊幾天
[00:10:41.120 --> 00:10:42.440]  聊天
[00:10:42.440 --> 00:10:44.560]  究竟那些是真的還是假呢
[00:10:44.560 --> 00:10:48.160]  很多時候要用聖經的原則去扣住它
[00:10:48.160 --> 00:10:48.840]  大家明白嗎?
[00:10:48.840 --> 00:10:50.280]  聖經的原則
[00:10:50.280 --> 00:10:52.320]  聖靈在心裡面的感動
[00:10:52.320 --> 00:10:54.640]  是互相來結扣的
[00:10:54.640 --> 00:10:55.760]  缺一不可
[00:10:55.760 --> 00:10:58.640]  但是還需要神在環境裡面的佈局
[00:10:58.640 --> 00:11:00.120]  一致上提醒我們的
[00:11:00.120 --> 00:11:01.160]  如果不是的話
[00:11:01.160 --> 00:11:02.200]  我們就不用看環境
[00:11:02.200 --> 00:11:03.440]  隨便去吧
[00:11:03.440 --> 00:11:08.400]  但是有時候神透過環境給我們一些的象徵
[00:11:08.400 --> 00:11:09.520]  一些的兆徵
[00:11:09.520 --> 00:11:10.720]  提醒我們
[00:11:10.720 --> 00:11:13.120]  這樣似乎是開門了
[00:11:13.120 --> 00:11:14.080]  本來全部都關上了
[00:11:14.080 --> 00:11:15.400]  突然間開了門
[00:11:15.400 --> 00:11:17.280]  似乎神好像也有些心意叫我們
[00:11:17.280 --> 00:11:17.920]  剛才說的
[00:11:17.920 --> 00:11:18.960]  不是完全準確
[00:11:18.960 --> 00:11:22.080]  不過那個也是一個很重要的參考
