
[00:00:00.000 --> 00:00:04.480]  各位電影姊妹好
[00:00:04.480 --> 00:00:08.880]  我一直都在留意中國的疫情
[00:00:08.880 --> 00:00:11.520]  我知道北京現在都比較嚴峻一點
[00:00:11.520 --> 00:00:15.040]  所以大家只能在線上敬拜
[00:00:15.040 --> 00:00:19.920]  其實我三個星期前確診了新冠
[00:00:19.920 --> 00:00:22.000]  但是很快就過了
[00:00:22.000 --> 00:00:24.320]  兩天左右就沒事了
[00:00:24.320 --> 00:00:28.160]  我依照政府的吩咐隔離五天
[00:00:28.160 --> 00:00:30.000]  再戴五天口罩
[00:00:30.000 --> 00:00:33.200]  那就跳做解析感
[00:00:33.200 --> 00:00:35.360]  所以還有一點點咳嗽
[00:00:35.360 --> 00:00:39.920]  這幾天在加拿大有一種病叫花粉症
[00:00:39.920 --> 00:00:41.600]  不知道有沒有人知道
[00:00:41.600 --> 00:00:43.200]  我又中了花粉症
[00:00:43.200 --> 00:00:44.560]  我一向都有的
[00:00:44.560 --> 00:00:45.840]  所以最近又很嚴重
[00:00:45.840 --> 00:00:47.360]  眼睛很癢
[00:00:47.360 --> 00:00:49.680]  所以有一點點不舒服
[00:00:49.680 --> 00:00:51.040]  但是在我講到的時候
[00:00:51.040 --> 00:00:52.560]  我仍然希望大家
[00:00:52.560 --> 00:00:53.600]  特別是
[00:00:53.600 --> 00:00:56.320]  我知道現在螢幕上有三盞燈
[00:00:56.320 --> 00:01:00.800]  如果可以打開鏡頭
[00:01:00.800 --> 00:01:03.760]  就可以讓我見到大家
[00:01:03.760 --> 00:01:05.920]  我覺得雖然是屏幕
[00:01:05.920 --> 00:01:07.120]  是平面
[00:01:07.120 --> 00:01:08.640]  但是都有一點點交流
[00:01:08.640 --> 00:01:11.120]  我都看到大家
[00:01:11.120 --> 00:01:12.400]  我盡量放到最大
[00:01:12.400 --> 00:01:13.760]  我看外界的
[00:01:13.760 --> 00:01:14.960]  我盡量看人
[00:01:14.960 --> 00:01:18.720]  看著人講話總比自言自語好
[00:01:18.720 --> 00:01:20.160]  希望大家明白
[00:01:20.160 --> 00:01:21.840]  有人點頭
[00:01:21.840 --> 00:01:23.440]  有人動一下
[00:01:23.440 --> 00:01:24.480]  我都看到的
[00:01:24.480 --> 00:01:26.720]  有些人不想打開
[00:01:26.720 --> 00:01:28.320]  有人搖手
[00:01:28.320 --> 00:01:30.480]  表示是真的
[00:01:30.480 --> 00:01:31.520]  不是假的
[00:01:31.520 --> 00:01:34.080]  是即時的直播
[00:01:34.080 --> 00:01:36.800]  所以盼望大家都可以
[00:01:36.800 --> 00:01:38.880]  我比較prefer
[00:01:38.880 --> 00:01:40.080]  我在教會教主也好
[00:01:40.080 --> 00:01:42.640]  我都要求他們打開屏幕
[00:01:42.640 --> 00:01:46.000]  我在香港教一班有六十多人
[00:01:46.000 --> 00:01:47.520]  叫他們全部打開
[00:01:47.520 --> 00:01:49.280]  我由第一頁轉到第二頁
[00:01:49.280 --> 00:01:50.080]  轉到第三頁
[00:01:50.080 --> 00:01:51.120]  我會叫人名
[00:01:51.120 --> 00:01:53.440]  當然講到就不可以這樣
[00:01:53.440 --> 00:01:55.440]  但我希望大家都可以
[00:01:55.440 --> 00:01:57.280]  盡量打開屏幕
[00:01:57.280 --> 00:01:58.880]  我可以見到大家
[00:01:58.880 --> 00:02:01.120]  我們先做一個祈禱
[00:02:01.120 --> 00:02:02.400]  師父多謝你
[00:02:02.400 --> 00:02:04.400]  我們知道無論人生當中
[00:02:04.400 --> 00:02:05.920]  很多不穩定
[00:02:05.920 --> 00:02:07.760]  很多不安全
[00:02:07.760 --> 00:02:10.080]  很多我們未知數
[00:02:10.080 --> 00:02:11.840]  很多我們沒有把握
[00:02:11.840 --> 00:02:14.560]  但我們知道在神的裏面
[00:02:14.560 --> 00:02:18.240]  一切都是可信可靠
[00:02:18.240 --> 00:02:20.080]  可以不單止期待
[00:02:20.080 --> 00:02:22.240]  而且我們是有掌握的
[00:02:22.240 --> 00:02:23.760]  神應許我們
[00:02:23.760 --> 00:02:24.960]  主耶穌走之前
[00:02:24.960 --> 00:02:26.720]  說你去為我們預備地方
[00:02:26.720 --> 00:02:28.240]  你預備好之後
[00:02:28.240 --> 00:02:29.520]  你回來接我們去
[00:02:29.520 --> 00:02:31.680]  我們現在好像辛苦
[00:02:31.680 --> 00:02:33.760]  我們裝飾值五尺
[00:02:33.760 --> 00:02:36.560]  等候我們的丈夫來接我們
[00:02:36.560 --> 00:02:38.880]  我們又知道啟示錄講到
[00:02:38.880 --> 00:02:40.960]  將來新天新地臨到的時候
[00:02:40.960 --> 00:02:43.040]  這個世界會過去
[00:02:43.040 --> 00:02:45.680]  我們不需要再講空氣淹污
[00:02:45.680 --> 00:02:48.640]  我們不需要再講霧霾
[00:02:48.640 --> 00:02:51.840]  我們可以安心在新天新地當中
[00:02:51.840 --> 00:02:54.400]  沒有眼淚沒有疼痛沒有哭泣
[00:02:54.400 --> 00:02:57.280]  一切過去的事都已成過去
[00:02:57.280 --> 00:02:59.200]  我們有一個新的開始
[00:02:59.200 --> 00:03:00.480]  但你叫我們明白
[00:03:00.480 --> 00:03:02.080]  今天人生在世
[00:03:02.080 --> 00:03:03.680]  我們活好我們的生活
[00:03:03.680 --> 00:03:05.760]  不是為了有更好的回報
[00:03:05.760 --> 00:03:07.200]  或者更好的享受
[00:03:07.200 --> 00:03:10.240]  而是我們需要在世人面前作見證
[00:03:10.240 --> 00:03:11.840]  我們是神的兒女
[00:03:11.840 --> 00:03:13.360]  我們是神的選民
[00:03:13.360 --> 00:03:16.160]  我們與世不同
[00:03:16.160 --> 00:03:17.920]  我們是有不同的
[00:03:17.920 --> 00:03:20.240]  有不一樣的人生觀
[00:03:20.240 --> 00:03:22.000]  不一樣的人生
[00:03:22.000 --> 00:03:24.560]  所以求你幫助我們在人世當中
[00:03:24.560 --> 00:03:26.000]  雖然明知會過去
[00:03:26.000 --> 00:03:27.680]  仍然盡我們的本分
[00:03:27.680 --> 00:03:30.000]  讓人看我們怎樣生活
[00:03:30.000 --> 00:03:31.440]  我們的家庭怎樣
[00:03:31.440 --> 00:03:32.880]  我們的人生觀怎樣
[00:03:32.880 --> 00:03:34.960]  我們人生的享受怎樣
[00:03:34.960 --> 00:03:37.200]  我們人生的擁有是怎樣
[00:03:37.200 --> 00:03:40.080]  幫助我們能夠在人前作見證
[00:03:40.080 --> 00:03:42.240]  我們不是只有來世沒有今生
[00:03:42.240 --> 00:03:44.320]  也不是只有今生沒有來世
[00:03:44.320 --> 00:03:47.120]  而是我們在神所創造當中
[00:03:47.120 --> 00:03:48.640]  我們仍然可以享受
[00:03:48.640 --> 00:03:50.640]  在神所創造當中
[00:03:50.640 --> 00:03:52.480]  仍然要盡我們的本分
[00:03:52.480 --> 00:03:54.000]  我們是天國的子民
[00:03:54.000 --> 00:03:55.280]  也是地上的公民
[00:03:55.280 --> 00:03:57.600]  我們很多事都要負責任
[00:03:57.600 --> 00:03:59.840]  我們很多事都要盡本分
[00:03:59.840 --> 00:04:01.120]  求你幫助我們
[00:04:01.120 --> 00:04:03.120]  不是單單站著等
[00:04:03.120 --> 00:04:04.640]  而是我們積極地
[00:04:04.640 --> 00:04:06.080]  主動地站著等
[00:04:06.080 --> 00:04:07.360]  主耶穌我們的回來
[00:04:07.360 --> 00:04:08.480]  我們有使命
[00:04:08.480 --> 00:04:09.520]  我們有責任
[00:04:09.520 --> 00:04:11.040]  我們有本分
[00:04:11.040 --> 00:04:12.240]  求你幫助我們
[00:04:12.240 --> 00:04:13.840]  不是虛度人生
[00:04:13.840 --> 00:04:15.680]  而是珍惜此生
[00:04:15.680 --> 00:04:16.800]  但以後的時間
[00:04:16.800 --> 00:04:18.080]  如果在你懷疑當中
[00:04:18.080 --> 00:04:20.640]  真的不單有明白有領悟
[00:04:20.640 --> 00:04:21.920]  而且有醒覺
[00:04:21.920 --> 00:04:22.960]  我們有改變
[00:04:22.960 --> 00:04:24.480]  帶領我們聽我們祈禱
[00:04:24.480 --> 00:04:25.760]  奉耶穌的名祈禱
[00:04:25.760 --> 00:04:26.800]  阿們
[00:04:26.800 --> 00:04:28.800]  今天是第四堂
[00:04:28.800 --> 00:04:31.840]  今年會和大家分享14堂
[00:04:31.840 --> 00:04:34.080]  14堂將全部書講完
[00:04:34.080 --> 00:04:36.160]  現在講到第四堂
[00:04:36.160 --> 00:04:38.080]  就會進入第四章
[00:04:38.080 --> 00:04:40.960]  很多人很多時候很心急
[00:04:40.960 --> 00:04:42.080]  我覺得不要急
[00:04:42.080 --> 00:04:45.600]  最重要講得清楚聽得明白
[00:04:45.600 --> 00:04:46.880]  用就用得出來
[00:04:46.880 --> 00:04:49.200]  不要講又不清楚聽又不明白
[00:04:49.200 --> 00:04:50.080]  用又用不到
[00:04:50.080 --> 00:04:51.200]  那就真是浪費了
[00:04:51.200 --> 00:04:56.240]  所以我給大家每一次都會有一個溫習
[00:04:56.240 --> 00:04:57.520]  給大家第一章
[00:04:57.520 --> 00:04:58.720]  第一章這裡有的
[00:04:58.720 --> 00:05:01.920]  我就不會再重複裡面的內容
[00:05:01.920 --> 00:05:03.600]  給大家的目的
[00:05:03.600 --> 00:05:06.720]  如果大家可以的話
[00:05:06.720 --> 00:05:08.640]  就可以有機會拿出來
[00:05:08.640 --> 00:05:11.200]  在你等之前拿出來
[00:05:11.200 --> 00:05:12.720]  你自己看一下
[00:05:12.720 --> 00:05:13.920]  重溫一下
[00:05:13.920 --> 00:05:14.720]  想一下
[00:05:14.720 --> 00:05:17.280]  每一堂都有反思問題
[00:05:17.280 --> 00:05:19.200]  是你們要求的
[00:05:19.200 --> 00:05:21.760]  這個不是給小組討論分享
[00:05:21.760 --> 00:05:23.280]  我發現每次都沒有的
[00:05:23.280 --> 00:05:25.040]  就是給自己用
[00:05:25.040 --> 00:05:26.720]  研究完我就不用寫了
[00:05:26.720 --> 00:05:30.080]  所以當你在看重溫重點的時候
[00:05:30.080 --> 00:05:32.000]  也可以看一下反思的問題
[00:05:32.000 --> 00:05:33.680]  譬如講了三堂
[00:05:33.680 --> 00:05:35.360]  有三張反思問題
[00:05:35.360 --> 00:05:36.640]  你就收起來
[00:05:36.640 --> 00:05:38.560]  到年底才扔
[00:05:38.560 --> 00:05:40.320]  就是14堂講完
[00:05:40.320 --> 00:05:41.280]  你可以扔
[00:05:41.280 --> 00:05:42.240]  又可以存起來
[00:05:42.240 --> 00:05:44.080]  所有大綱反思問題存起來
[00:05:44.080 --> 00:05:45.120]  也可以
[00:05:45.120 --> 00:05:46.640]  將來你有興趣
[00:05:46.640 --> 00:05:48.240]  又可以跟人分享全讀書
[00:05:48.240 --> 00:05:49.680]  可以改考裡面的內容
[00:05:49.680 --> 00:05:51.040]  加上自己的見證
[00:05:51.040 --> 00:05:52.080]  所以是有用的
[00:05:52.080 --> 00:05:53.040]  勿遵其用
[00:05:53.040 --> 00:05:56.880]  不要就這樣用後面做草稿紙就算了
[00:05:56.880 --> 00:05:59.120]  或者我小時候很喜歡摺飛機
[00:05:59.120 --> 00:06:00.560]  很喜歡摺飛機飛
[00:06:00.560 --> 00:06:01.520]  看誰飛得遠
[00:06:01.520 --> 00:06:03.920]  我想這些大綱的目的不是這樣
[00:06:03.920 --> 00:06:06.080]  所以希望大家可以看一看
[00:06:06.080 --> 00:06:07.600]  反思問題
[00:06:07.600 --> 00:06:09.120]  我覺得我自己都看的
[00:06:09.120 --> 00:06:10.720]  我自己都反思的
[00:06:10.720 --> 00:06:12.480]  有時候人是很需要反思
[00:06:12.480 --> 00:06:14.080]  才可以做得更加好
[00:06:14.080 --> 00:06:15.920]  今天跟大家講的
[00:06:15.920 --> 00:06:18.880]  就提到安分與安寧
[00:06:18.880 --> 00:06:21.760]  其實和合本用是安靜
[00:06:21.760 --> 00:06:23.600]  但也有翻譯叫做安寧
[00:06:23.600 --> 00:06:25.120]  一會兒我會解釋的
[00:06:25.120 --> 00:06:26.880]  安分和安寧
[00:06:26.880 --> 00:06:28.720]  其實今天兩樣都是很難的
[00:06:28.720 --> 00:06:30.720]  人要安分
[00:06:30.720 --> 00:06:32.320]  人不想安寧
[00:06:32.320 --> 00:06:35.760]  但是人總是不守本分
[00:06:35.760 --> 00:06:39.760]  人總是永無寧日
[00:06:39.760 --> 00:06:43.920]  很多時候很多事情知道不對的
[00:06:43.920 --> 00:06:45.120]  又會去做
[00:06:45.120 --> 00:06:47.360]  甚至有些事情不知道有沒有試過
[00:06:47.360 --> 00:06:50.160]  說了出來發現說錯話
[00:06:50.160 --> 00:06:51.760]  收都收不回
[00:06:51.760 --> 00:06:53.680]  總是守不住嘴
[00:06:53.680 --> 00:06:55.920]  有些就守不住腦
[00:06:55.920 --> 00:06:57.840]  總是胡思亂想
[00:06:57.840 --> 00:06:59.200]  不想的都想
[00:06:59.200 --> 00:07:00.640]  不需要想的又想
[00:07:00.640 --> 00:07:02.320]  需要記的又不記
[00:07:02.320 --> 00:07:03.680]  總是不守本分
[00:07:03.680 --> 00:07:05.680]  驚做不做不做就做完
[00:07:05.680 --> 00:07:08.400]  有些人總是永無寧日
[00:07:08.400 --> 00:07:10.720]  我真的有時候很怕人們
[00:07:10.720 --> 00:07:12.720]  經常惹事生非
[00:07:12.720 --> 00:07:16.720]  總是一言九鼎
[00:07:16.720 --> 00:07:20.160]  有些叫做八談師太
[00:07:20.160 --> 00:07:21.600]  跟他吃頓飯
[00:07:21.600 --> 00:07:23.120]  由頭談到尾
[00:07:23.120 --> 00:07:25.520]  由服務員談到大廚
[00:07:25.520 --> 00:07:27.520]  由門口談到廁所
[00:07:27.520 --> 00:07:28.560]  甚麼都談
[00:07:28.560 --> 00:07:30.960]  你會發現人生當中真的很辛苦
[00:07:30.960 --> 00:07:32.720]  如果人不守本分
[00:07:32.720 --> 00:07:33.920]  人沒有安寧
[00:07:33.920 --> 00:07:34.960]  就真的很辛苦
[00:07:34.960 --> 00:07:36.400]  前三課我們說到
[00:07:36.400 --> 00:07:38.400]  人要明白以至珍惜
[00:07:38.400 --> 00:07:40.400]  人要敬畏需要謙卑
[00:07:40.400 --> 00:07:43.840]  人生中珍惜和謙卑是很重要
[00:07:43.840 --> 00:07:45.360]  第二課說到
[00:07:45.360 --> 00:07:47.120]  人要勞碌不要勞苦
[00:07:47.120 --> 00:07:49.520]  人可以累但不要辛苦
[00:07:49.520 --> 00:07:51.520]  其實人生不容易
[00:07:51.520 --> 00:07:53.520]  但人生不需要苦
[00:07:53.520 --> 00:07:56.640]  第三就是人要選擇都要行動
[00:07:56.640 --> 00:07:59.120]  在應該做的時間裏做該做的事
[00:07:59.120 --> 00:08:01.120]  人不是即興
[00:08:01.120 --> 00:08:02.640]  人不是隨心所欲
[00:08:02.640 --> 00:08:04.880]  人是需要有安排有計劃
[00:08:04.880 --> 00:08:07.440]  有個字我很喜歡叫有紀律
[00:08:07.440 --> 00:08:09.440]  有紀律不是沒有自由
[00:08:09.440 --> 00:08:13.200]  有紀律不是沒有自由
[00:08:13.200 --> 00:08:15.760]  有紀律不是沒有自由
[00:08:15.760 --> 00:08:17.760]  沒有紀律只是放縱
[00:08:17.760 --> 00:08:19.280]  不是沒有自由
[00:08:19.280 --> 00:08:22.080]  人的好壞在於人有沒有明白
[00:08:22.080 --> 00:08:25.120]  為何勞碌和做甚麼選擇
[00:08:25.120 --> 00:08:27.120]  正確的明白
[00:08:27.120 --> 00:08:29.440]  對不起剛才有人提我講慢一點
[00:08:29.440 --> 00:08:30.720]  我講慢一點
[00:08:30.720 --> 00:08:34.320]  正確的明白合的勞碌
[00:08:34.320 --> 00:08:36.320]  明智的選擇
[00:08:36.320 --> 00:08:39.440]  使人可以安分守己
[00:08:39.440 --> 00:08:42.960]  讓人可以安享寧靜
[00:08:42.960 --> 00:08:46.640]  今日主題就是安分和安寧
[00:08:46.640 --> 00:08:55.040]  安靜這個字其實在第四章第六節裏講得享安靜
[00:08:55.040 --> 00:08:57.840]  安靜新譯叫安寧
[00:08:57.840 --> 00:09:00.080]  英文叫 Tranquility
[00:09:00.080 --> 00:09:02.080]  或者叫 Quietness
[00:09:02.080 --> 00:09:05.920]  或者好聽一點叫平靜安穩
