
[00:00:00.000 --> 00:00:05.640]  大圍轉的第26講
[00:00:05.640 --> 00:00:09.480]  今天其實我要講大圍轉最後的一講
[00:00:09.480 --> 00:00:13.560]  每講到系列當中最後的一講
[00:00:13.560 --> 00:00:15.560]  我都會有很大的感觸
[00:00:15.560 --> 00:00:16.760]  因為為什麼?
[00:00:16.760 --> 00:00:19.240]  我每次去讀一部書
[00:00:19.240 --> 00:00:21.240]  因為我要講這一個系列
[00:00:21.240 --> 00:00:23.240]  我就會愛上這部書
[00:00:23.240 --> 00:00:25.240]  所以講到最後這一講
[00:00:25.240 --> 00:00:27.240]  我永遠都有很大的感觸
[00:00:27.240 --> 00:00:29.240]  是很捨不得
[00:00:29.240 --> 00:00:31.800]  薩姆爾記也不例外
[00:00:31.800 --> 00:00:35.400]  今天要講薩姆爾夏的第24章
[00:00:35.400 --> 00:00:37.160]  我給他的題目是
[00:00:37.160 --> 00:00:41.080]  神用人的罪成就他的旨意
[00:00:41.080 --> 00:00:45.880]  你說神用我的罪成就他的旨意?
[00:00:45.880 --> 00:00:48.520]  那我犯多點罪不是更好嗎?
[00:00:48.520 --> 00:00:50.520]  成就多點神的旨意
[00:00:50.520 --> 00:00:52.520]  等下我們結束的時候
[00:00:52.520 --> 00:00:54.520]  我們會回來看這一點
[00:00:54.520 --> 00:00:57.240]  其實我都講過
[00:00:57.240 --> 00:01:00.600]  在薩姆爾夏記最後的四章經文
[00:01:00.600 --> 00:01:03.080]  一共有六件事
[00:01:03.080 --> 00:01:06.120]  在這六件事有一個首尾結構
[00:01:06.120 --> 00:01:08.680]  作者給我們看到有一個庸義
[00:01:08.680 --> 00:01:11.320]  六件事的首尾結構
[00:01:11.320 --> 00:01:12.760]  一頭一尾
[00:01:12.760 --> 00:01:15.400]  一共有三層的結構
[00:01:15.400 --> 00:01:17.400]  最外面的一層
[00:01:17.400 --> 00:01:20.920]  就是講到無論是以色列人的王
[00:01:20.920 --> 00:01:22.920]  都一樣會犯罪
[00:01:22.920 --> 00:01:26.360]  數羅王在薩姆爾夏的21章頭
[00:01:26.360 --> 00:01:30.280]  他因為殺害欺騙人而不為神所喜悅
[00:01:30.280 --> 00:01:32.280]  帶來旱災
[00:01:32.280 --> 00:01:34.760]  在今天的經文我會跟大家說
[00:01:34.760 --> 00:01:36.440]  大衛王都是一樣
[00:01:36.440 --> 00:01:40.280]  他數點人民也不被神所喜悅
[00:01:40.280 --> 00:01:42.280]  也帶來瘟疫
[00:01:42.280 --> 00:01:44.920]  而這個首尾結構的第二層
[00:01:44.920 --> 00:01:46.920]  是講到勇士的名單
[00:01:46.920 --> 00:01:49.400]  薩姆爾夏的21章尾
[00:01:49.400 --> 00:01:52.840]  就講到殺死巨人勇士的名單
[00:01:52.840 --> 00:01:55.400]  而在第23章的尾
[00:01:55.400 --> 00:01:58.600]  就是講到大衛身邊勇士的名單
[00:01:58.600 --> 00:02:02.440]  而去到這個首尾結構最中心的部分
[00:02:02.440 --> 00:02:07.080]  大衛就是榮耀將重贊歸給神
[00:02:07.080 --> 00:02:09.880]  是有兩首感恩的詩歌
[00:02:09.880 --> 00:02:13.800]  在薩姆爾夏的22章和23章頭
[00:02:13.800 --> 00:02:16.360]  所以我們看到這個首尾結構
[00:02:16.360 --> 00:02:18.360]  是告訴我們什麼呢
[00:02:18.360 --> 00:02:20.360]  就算你是王
[00:02:20.360 --> 00:02:22.760]  就算你是有地位有身份
[00:02:22.760 --> 00:02:24.760]  你一樣會犯罪
[00:02:24.760 --> 00:02:28.040]  大衛能夠成為以色列人的王
[00:02:28.040 --> 00:02:30.040]  都是神幫助他
[00:02:30.040 --> 00:02:32.040]  給他有勇士幫助
[00:02:32.040 --> 00:02:34.680]  他能夠坐在以色列人的王位上
[00:02:34.680 --> 00:02:39.800]  但是最終我們看到這一切都是神的恩典
[00:02:39.800 --> 00:02:42.120]  這就是這個首尾結構
[00:02:42.120 --> 00:02:44.120]  給我們所見到
[00:02:44.120 --> 00:02:46.840]  今天的大綱是很簡單
[00:02:46.840 --> 00:02:48.840]  一共有三點
[00:02:48.840 --> 00:02:51.720]  第一點就是數點人民的王
[00:02:51.720 --> 00:02:53.720]  當然是大衛
[00:02:53.720 --> 00:02:56.760]  薩姆爾夏的24章1至9節
[00:02:56.760 --> 00:02:58.760]  第二點
[00:02:58.760 --> 00:03:00.760]  是被定罪的王
[00:03:00.760 --> 00:03:03.560]  大衛數點人民出問題了
[00:03:03.560 --> 00:03:04.920]  犯了罪
[00:03:04.920 --> 00:03:08.600]  薩姆爾夏的24章10至14節
[00:03:08.600 --> 00:03:10.360]  第三點
[00:03:10.360 --> 00:03:11.960]  一個悔改的王
[00:03:11.960 --> 00:03:14.920]  大衛知道他不應該數點人民
[00:03:14.920 --> 00:03:16.920]  他凝罪悔改
[00:03:16.920 --> 00:03:20.760]  薩姆爾夏的24章15至25節
[00:03:21.320 --> 00:03:23.800]  我時時都說我講這麼多的系列
[00:03:23.800 --> 00:03:26.680]  都是想幫助大家一起讀經
[00:03:26.680 --> 00:03:31.160]  所以如果你每個星期聽我五篇道
[00:03:31.160 --> 00:03:32.760]  讀相關的經文
[00:03:32.760 --> 00:03:35.480]  兩年半你可以讀完整部聖經
[00:03:35.480 --> 00:03:38.200]  而且對聖經有很深入的認識
[00:03:38.200 --> 00:03:41.000]  但是你要讀完聖經經文
[00:03:41.000 --> 00:03:43.000]  聽完我今天這篇道
[00:03:43.000 --> 00:03:45.000]  你就要讀薩姆爾夏的24章
[00:03:45.000 --> 00:03:49.560]  但是不要忘記要讀歷代至上的21章
[00:03:49.560 --> 00:03:53.000]  因為所講的事跡是一樣的事跡
[00:03:53.000 --> 00:03:59.320]  而且是幫助薩姆爾夏的24章補充了很多細節
[00:03:59.320 --> 00:04:01.320]  等下我們會看到
[00:04:01.320 --> 00:04:04.280]  所以當我們讀薩姆爾夏記的時候
[00:04:04.280 --> 00:04:07.000]  我們要記得要讀歷代至上
[00:04:07.000 --> 00:04:11.000]  而將來我們會講到烈王記的時候
[00:04:11.000 --> 00:04:13.480]  當我們讀烈王記的時候
[00:04:13.480 --> 00:04:16.760]  你也不要忘記要讀歷代至
[00:04:16.760 --> 00:04:21.880]  經文一開始在薩姆爾夏的24章就講什麼呢?
[00:04:21.880 --> 00:04:25.080]  耶和華又向以色列人發怒
[00:04:25.080 --> 00:04:27.560]  發怒這個字的意思就是
[00:04:27.560 --> 00:04:31.560]  耶和華的怒氣向以色列人燃燒
[00:04:31.560 --> 00:04:33.560]  很大件事
[00:04:33.560 --> 00:04:36.760]  剛才的結構我們也見過
[00:04:36.760 --> 00:04:38.760]  以前發生過的
[00:04:38.760 --> 00:04:40.760]  在訴羅在位的時候
[00:04:40.760 --> 00:04:44.920]  他殺機騙人以至帶來神的審判
[00:04:44.920 --> 00:04:48.360]  這是薩姆爾夏的21章
[00:04:48.360 --> 00:04:51.560]  所以當時是有三年的饑荒
[00:04:51.560 --> 00:04:55.960]  現在說神的怒氣向以色列人燃燒
[00:04:55.960 --> 00:04:59.400]  經文沒有講清楚究竟是什麼問題
[00:04:59.400 --> 00:05:02.360]  究竟以色列人做了什麼事呢?
[00:05:02.360 --> 00:05:04.760]  神會有這麼大的怒氣
[00:05:04.760 --> 00:05:08.440]  大衛數點人民不為神所喜悅
[00:05:08.440 --> 00:05:10.040]  人民做了什麼?
[00:05:10.040 --> 00:05:12.360]  聖經沒有講得很清楚
[00:05:12.360 --> 00:05:15.720]  有可能是以色列人很多人的犯罪
[00:05:15.720 --> 00:05:17.720]  不為神所喜悅
[00:05:17.720 --> 00:05:21.080]  但也有可能是以色列人跟隨
[00:05:21.080 --> 00:05:23.080]  亞沙隆大衛的兒子
[00:05:23.080 --> 00:05:25.080]  反叛大衛
[00:05:25.080 --> 00:05:27.080]  這件事不被神所喜悅
[00:05:27.080 --> 00:05:30.280]  無論問題在哪裡
[00:05:30.280 --> 00:05:33.480]  在薩姆爾夏的24章第一節說
[00:05:33.480 --> 00:05:36.440]  耶和華又向以色列人發怒
[00:05:36.440 --> 00:05:39.000]  激動大衛使他
[00:05:39.000 --> 00:05:43.800]  奔顧人數點以色列人和猶太人
[00:05:43.800 --> 00:05:51.160]  你說原來是神激動大衛數點人民的
[00:05:51.160 --> 00:05:55.400]  但如果你讀歷代至上的21章一節
[00:05:55.400 --> 00:05:59.880]  經文說是撒旦起來攻擊以色列人
[00:05:59.880 --> 00:06:03.320]  那你說聖經怎麼會這樣呢?
[00:06:03.320 --> 00:06:08.200]  究竟是神激動大衛數點以色列人
[00:06:08.200 --> 00:06:10.200]  還是撒旦呢?
[00:06:10.200 --> 00:06:12.200]  為什麼兩部不同的書會
[00:06:12.200 --> 00:06:14.200]  說兩樣不同的東西呢?
[00:06:14.200 --> 00:06:17.480]  其實兩樣都對的
[00:06:17.480 --> 00:06:21.160]  是神容許撒旦來試探大衛
[00:06:21.160 --> 00:06:23.880]  以致完成他自己的旨意
[00:06:23.880 --> 00:06:27.400]  這些事在聖經裏屢見不鮮
[00:06:27.400 --> 00:06:29.400]  發生很多次
[00:06:29.400 --> 00:06:31.400]  在聖經的歷史當中
[00:06:31.400 --> 00:06:34.520]  時時神都是允許撒旦來試探
[00:06:34.520 --> 00:06:36.520]  比如子民
[00:06:36.520 --> 00:06:39.560]  在歷史裏我們可以見到有四個例子
[00:06:39.560 --> 00:06:44.040]  第一個例子就是神容許撒旦來試探大衛
[00:06:44.040 --> 00:06:46.520]  在創世紀的第三章
[00:06:46.520 --> 00:06:49.880]  撒旦怎麼能夠進入伊甸園呢?
[00:06:49.880 --> 00:06:51.880]  是神容許的
[00:06:51.880 --> 00:06:53.880]  還有第二件呢
[00:06:53.880 --> 00:06:57.480]  記不記得約伯的時候
[00:06:57.480 --> 00:06:59.480]  撒旦和神說
[00:06:59.480 --> 00:07:02.760]  約伯為什麼這麼虔誠
[00:07:02.760 --> 00:07:05.640]  你時時祝福他當然是虔誠
[00:07:05.640 --> 00:07:08.200]  你試試拿走他身邊的一切
[00:07:08.200 --> 00:07:10.200]  你看他不詛咒你
[00:07:10.200 --> 00:07:12.200]  這樣就怪了
[00:07:12.200 --> 00:07:14.200]  神說好啊 你去試探他
[00:07:14.200 --> 00:07:16.200]  神容許撒旦去試探約伯
[00:07:16.200 --> 00:07:18.200]  約伯的一至二章
[00:07:18.200 --> 00:07:20.200]  還有第三件事呢
[00:07:20.200 --> 00:07:25.880]  就是在撒加利亞書的第三章一節
[00:07:25.880 --> 00:07:30.840]  撒旦居然在神的面前指控大祭司約書雅
[00:07:30.840 --> 00:07:32.840]  還有第四件事
[00:07:32.840 --> 00:07:34.840]  就是今天的經文
[00:07:34.840 --> 00:07:36.840]  撒旦攻擊以色列人
[00:07:36.840 --> 00:07:40.840]  你說這些都是舊約
[00:07:40.840 --> 00:07:42.840]  新約沒有這首歌
[00:07:42.840 --> 00:07:44.840]  不是的
[00:07:44.840 --> 00:07:46.840]  記不記得耶穌基督受洗之後
[00:07:46.840 --> 00:07:50.840]  是誰帶領他去到曠野被撒旦試探呢?
[00:07:50.840 --> 00:07:52.840]  是聖靈
[00:07:52.840 --> 00:07:54.840]  是神差派聖靈
[00:07:54.840 --> 00:07:58.840]  帶領耶穌基督去到曠野被撒旦試探
[00:07:58.840 --> 00:08:02.840]  所以無論新約舊約都是一樣的
[00:08:02.840 --> 00:08:08.840]  那撒旦怎麼可以試探到大衛呢?
[00:08:08.840 --> 00:08:10.840]  可能他直接將這個思想
[00:08:10.840 --> 00:08:12.840]  數點人民的思想
[00:08:12.840 --> 00:08:14.840]  放在大衛的腦裏
[00:08:14.840 --> 00:08:16.840]  也有可能
[00:08:16.840 --> 00:08:20.840]  他就是用大衛身邊的顧問或謀事
[00:08:20.840 --> 00:08:22.840]  來獻祭給大衛
[00:08:22.840 --> 00:08:24.840]  叫他去數點人民
[00:08:24.840 --> 00:08:28.840]  聖經說得很清楚
[00:08:28.840 --> 00:08:30.840]  在雅各書的一章十三節
[00:08:30.840 --> 00:08:32.840]  神是不會試探人
[00:08:32.840 --> 00:08:38.840]  但神絕對會容許撒旦來試探我們
[00:08:38.840 --> 00:08:42.840]  以致能夠完成他自己的旨意
[00:08:42.840 --> 00:08:44.840]  所以今天的大綱第一點
[00:08:44.840 --> 00:08:46.840]  就是數點人民
[00:08:46.840 --> 00:08:52.840]  以色列人以前也有數點過人民
[00:08:52.840 --> 00:08:54.840]  如果你記得的話
[00:08:54.840 --> 00:08:56.840]  我講文數記就已經有兩次了
[00:08:56.840 --> 00:08:58.840]  文數記的一章和二十六章
[00:08:58.840 --> 00:09:04.840]  為什麼今次數點人民會帶來神的審判?
[00:09:04.840 --> 00:09:06.840]  究竟有什麼不同呢?
[00:09:06.840 --> 00:09:10.840]  其實有三樣東西讓我們看到
[00:09:10.840 --> 00:09:12.840]  今次數點人民真的有點不同
[00:09:12.840 --> 00:09:18.840]  首先神已經預言以色列人的子民會怎樣?
[00:09:18.840 --> 00:09:22.840]  好像天上的星一樣那麼多
[00:09:22.840 --> 00:09:24.840]  創世紀的十五章五節
[00:09:24.840 --> 00:09:28.840]  神已經預言會有那麼多的人民
[00:09:28.840 --> 00:09:30.840]  你不需要去數了
[00:09:30.840 --> 00:09:32.840]  你去數是笨的
[00:09:32.840 --> 00:09:36.840]  你不相信神跟你說的應許
[00:09:36.840 --> 00:09:38.840]  這就是第一點
[00:09:38.840 --> 00:09:42.840]  但有人說大衛可能不知道神曾經
[00:09:42.840 --> 00:09:46.840]  應許過他的子民會有那麼多
[00:09:46.840 --> 00:09:48.840]  不是的
[00:09:48.840 --> 00:09:50.840]  所以我說你讀聖經
[00:09:50.840 --> 00:09:52.840]  也要讀歷代至上二十七章
[00:09:52.840 --> 00:09:54.840]  二十七章二十三節怎樣說?
[00:09:54.840 --> 00:09:58.840]  大衛原來沒有數到二十歲以內的人
[00:09:58.840 --> 00:10:00.840]  為什麼呢?
[00:10:00.840 --> 00:10:02.840]  因為他知道耶和華應許說
[00:10:02.840 --> 00:10:06.840]  必加珍以色列人如天上的星那麼多
[00:10:06.840 --> 00:10:10.840]  所以他絕對知道神已經應許他
[00:10:10.840 --> 00:10:12.840]  但他仍然去數
[00:10:12.840 --> 00:10:14.840]  就是表示出什麼呢?
[00:10:14.840 --> 00:10:16.840]  非常愚蠢
[00:10:16.840 --> 00:10:18.840]  但也讓我們看到一點
[00:10:18.840 --> 00:10:20.840]  他不數二十歲以內的
[00:10:20.840 --> 00:10:22.840]  為什麼呢?
[00:10:22.840 --> 00:10:24.840]  二十歲以內的能不能打仗呢?
[00:10:24.840 --> 00:10:30.840]  年輕人才能打仗
[00:10:30.840 --> 00:10:32.840]  你看到他的用心在哪裡
[00:10:32.840 --> 00:10:34.840]  還有第二點
[00:10:34.840 --> 00:10:36.840]  也有學者注意到
[00:10:36.840 --> 00:10:42.840]  大衛沒有照到以色列人調查人口的律例
[00:10:42.840 --> 00:10:44.840]  來舉辦這件事
[00:10:44.840 --> 00:10:48.840]  在出安及記的三十章文數記的第三章
[00:10:48.840 --> 00:10:52.840]  也有提到調查人口應該怎樣做
[00:10:52.840 --> 00:10:54.840]  但大衛沒有遵守
[00:10:54.840 --> 00:10:58.840]  起碼在出安及記的三十八章
[00:10:58.840 --> 00:11:00.840]  二十五至二十八節就說
[00:11:00.840 --> 00:11:02.840]  調查人口的時候
[00:11:02.840 --> 00:11:04.840]  每數一個人
[00:11:04.840 --> 00:11:09.840]  這個人就要給半射克勒的銀紙作為電稅
[00:11:09.840 --> 00:11:13.840]  也就是作為聖殿所需要的費用
[00:11:13.840 --> 00:11:17.840]  這些費用是用在聖殿所需的上高
[00:11:17.840 --> 00:11:22.840]  而在數出安及記的三十章十五至十六節
[00:11:22.840 --> 00:11:28.840]  也告訴我們這些電費是用來為以色列人贖罪
[00:11:28.840 --> 00:11:32.840]  你數人民但沒有為他們贖罪
[00:11:32.840 --> 00:11:34.840]  你是不是罪加一等呢?
[00:11:34.840 --> 00:11:37.840]  所以這也是另外一個原因
[00:11:37.840 --> 00:11:41.840]  認為為什麼這次數點人民出現問題
[00:11:41.840 --> 00:11:44.840]  還有第三個原因
[00:11:44.840 --> 00:11:47.840]  我相信這才是真正的原因
[00:11:47.840 --> 00:11:51.840]  因為大衛數點人民是出於他的驕傲
[00:11:51.840 --> 00:11:57.840]  雖然在薩姆爾夏的二十四章二節四節九節和十節
[00:11:57.840 --> 00:12:00.840]  都說大衛數點百姓
[00:12:00.840 --> 00:12:07.840]  但真正的用意是想數點軍隊兵馬有多少
[00:12:07.840 --> 00:12:09.840]  你說我們怎樣知道
[00:12:09.840 --> 00:12:12.840]  昔日摩西在曠野數點人民
[00:12:12.840 --> 00:12:14.840]  是找什麼人去數點呢?
[00:12:14.840 --> 00:12:16.840]  是找祭司的
[00:12:16.840 --> 00:12:23.840]  找祭司數點元幫人民來交贖罪費
[00:12:23.840 --> 00:12:26.840]  你看到真是數點人民
[00:12:26.840 --> 00:12:34.840]  但大衛是找官兵和元帥約翰和手下去數點人民
[00:12:34.840 --> 00:12:37.840]  你看到他的用意是想做什麼
[00:12:37.840 --> 00:12:44.840]  還有在薩姆爾夏的二十四章九節說得很清楚
[00:12:44.840 --> 00:12:49.840]  數點的是能拿刀的勇士有多少人
[00:12:49.840 --> 00:12:51.840]  這樣就更加清楚了
[00:12:51.840 --> 00:12:57.840]  其實雖然約翰是被差派去數點人民
[00:12:57.840 --> 00:13:01.840]  連約翰這個元帥他自己都不同意
[00:13:01.840 --> 00:13:04.840]  連他的手下都不同意
[00:13:04.840 --> 00:13:07.840]  在薩姆爾夏的二十四章四節約翰問
[00:13:07.840 --> 00:13:13.840]  無論百姓多少 願耶和華你的神再加增百倍
[00:13:13.840 --> 00:13:16.840]  使我主我的王親眼得見
[00:13:16.840 --> 00:13:20.840]  我主我王何必喜悅這些事呢?
[00:13:20.840 --> 00:13:24.840]  約翰說無論我數多少人
[00:13:24.840 --> 00:13:27.840]  願神給多你一百倍
[00:13:27.840 --> 00:13:30.840]  為什麼你要為這些事來喜悅
[00:13:30.840 --> 00:13:33.840]  為什麼你要為這些事來驕傲呢?
[00:13:33.840 --> 00:13:37.840]  這就是生命記十七章十六節所說
[00:13:37.840 --> 00:13:41.840]  王不可以為自己增添兵馬
[00:13:41.840 --> 00:13:43.840]  王是要信靠耶和華
[00:13:43.840 --> 00:13:45.840]  不是信靠你自己的兵力
[00:13:45.840 --> 00:13:51.840]  約翰知道這樣的調查對以色列人完全沒有好處
[00:13:51.840 --> 00:13:56.840]  而且會帶來神對以色列人的不滿
[00:13:56.840 --> 00:14:00.840]  其實如果你注意歷代至上的記載
[00:14:00.840 --> 00:14:07.840]  遠遠比薩姆爾夏的記載更加顯出弱額強烈的抗議
[00:14:07.840 --> 00:14:11.840]  在歷代至上約翰說得很明白
[00:14:11.840 --> 00:14:15.840]  為什麼要使以色列人哭在罪裡面
[00:14:15.840 --> 00:14:20.840]  這是歷代至上二十一章第三節
[00:14:20.840 --> 00:14:26.840]  所以大衛真正數點軍隊的原因是什麼?
[00:14:26.840 --> 00:14:28.840]  我相信有兩個原因
[00:14:28.840 --> 00:14:34.840]  第一是他知道自己的兒子所羅門完全沒有軍事上的經驗
[00:14:34.840 --> 00:14:39.840]  大衛是一個勇士 是一個很厲害的軍事家
[00:14:39.840 --> 00:14:42.840]  但是他知道所羅門完全沒有經驗
[00:14:42.840 --> 00:14:48.840]  所以他想確定他死了之後有足夠的兵馬來維護和平
[00:14:48.840 --> 00:14:51.840]  能夠確保所羅門的江山
[00:14:51.840 --> 00:14:56.840]  第二個原因有可能和起聖殿有關
[00:14:56.840 --> 00:15:01.840]  因為大衛已經想幫所羅門組織政府
[00:15:01.840 --> 00:15:06.840]  組織祭司利未人準備起聖殿
[00:15:06.840 --> 00:15:14.840]  那你說起聖殿和軍隊有什麼關係?
[00:15:14.840 --> 00:15:19.840]  你記不記得在船尼希米記第四至十一章
[00:15:19.840 --> 00:15:23.840]  當以色列人被擄之後回歸以色列
[00:15:23.840 --> 00:15:27.840]  他們重建聖殿的時候發生什麼事?
[00:15:27.840 --> 00:15:30.840]  被他們的敵人攻擊他們
[00:15:30.840 --> 00:15:33.840]  所以當你建聖殿的時候
[00:15:33.840 --> 00:15:37.840]  你一定需要有軍隊來維護這件事
[00:15:37.840 --> 00:15:38.840]  如果不是的話
[00:15:38.840 --> 00:15:41.840]  你的敵人就會趁你建聖殿
[00:15:41.840 --> 00:15:46.840]  趁你的藍丁全部有工作做的時候就來攻打你
[00:15:46.840 --> 00:15:49.840]  但是無論原因是什麼
[00:15:49.840 --> 00:15:53.840]  大衛數點人民都是不被神所喜悅
