
[00:00:00.000 --> 00:00:04.000]  各位聽眾
[00:00:04.000 --> 00:00:10.000]  我記得我最後一次實體和大家敬拜
[00:00:10.000 --> 00:00:14.000]  是2019年3月17號
[00:00:14.000 --> 00:00:16.000]  轉眼間過了四年多了
[00:00:16.000 --> 00:00:18.000]  我大了四年多
[00:00:18.000 --> 00:00:20.000]  不想說我老了四年多
[00:00:20.000 --> 00:00:22.000]  我記得在2021年
[00:00:22.000 --> 00:00:24.000]  疫情已經開始
[00:00:24.000 --> 00:00:26.000]  在2021年年初五月
[00:00:26.000 --> 00:00:28.000]  就和大家說了一篇叫結局
[00:00:28.000 --> 00:00:30.000]  在網上的
[00:00:30.000 --> 00:00:32.000]  2021年10月
[00:00:32.000 --> 00:00:34.000]  本來和大家說的
[00:00:34.000 --> 00:00:36.000]  但大家都知道我來不了
[00:00:36.000 --> 00:00:38.000]  上不了鏡
[00:00:38.000 --> 00:00:40.000]  因為那次回香港
[00:00:40.000 --> 00:00:42.000]  都不容易
[00:00:42.000 --> 00:00:44.000]  那次還要隔離14天
[00:00:44.000 --> 00:00:46.000]  我才可以出關
[00:00:46.000 --> 00:00:50.000]  從22號星期五晚上開始
[00:00:50.000 --> 00:00:52.000]  一直到24號
[00:00:52.000 --> 00:00:54.000]  我有七場的報道會
[00:00:54.000 --> 00:00:56.000]  星期五下午已經有點不舒服
[00:00:56.000 --> 00:00:58.000]  胃有點痛
[00:00:58.000 --> 00:01:00.000]  就找醫生幫我看
[00:01:00.000 --> 00:01:02.000]  叫我吃了不同的胃藥
[00:01:02.000 --> 00:01:04.000]  吃了三種胃藥
[00:01:04.000 --> 00:01:06.000]  都還是不舒服
[00:01:06.000 --> 00:01:08.000]  為了安全起見
[00:01:08.000 --> 00:01:10.000]  我就直接不吃東西
[00:01:10.000 --> 00:01:12.000]  吃了一碗白粥
[00:01:12.000 --> 00:01:14.000]  一路連續說了七項
[00:01:14.000 --> 00:01:16.000]  說到最後一堂
[00:01:16.000 --> 00:01:18.000]  一點鐘左右就說完了
[00:01:18.000 --> 00:01:20.000]  說完最後一堂
[00:01:20.000 --> 00:01:22.000]  就出去吃了
[00:01:22.000 --> 00:01:24.000]  吃得非常豐富
[00:01:24.000 --> 00:01:26.000]  吃了椒鹽豬手
[00:01:26.000 --> 00:01:28.000]  吃了鵝肝
[00:01:28.000 --> 00:01:30.000]  吃了炸大腸
[00:01:30.000 --> 00:01:32.000]  吃了炸大腸
[00:01:32.000 --> 00:01:34.000]  吃了炸大腸
[00:01:34.000 --> 00:01:36.000]  三點鐘就開始痛得很厲害
[00:01:36.000 --> 00:01:38.000]  三點鐘就開始痛得很厲害
[00:01:38.000 --> 00:01:40.000]  我沒辦法
[00:01:40.000 --> 00:01:42.000]  只能通知全福堂的容建昌牧師
[00:01:42.000 --> 00:01:44.000]  叫他通知福音堂
[00:01:44.000 --> 00:01:46.000]  我沒辦法上網和大家說
[00:01:46.000 --> 00:01:48.000]  終於十點鐘就進了醫院
[00:01:48.000 --> 00:01:50.000]  終於十點鐘就進了醫院
[00:01:50.000 --> 00:01:52.000]  診斷結果是急性炎狀炎
[00:01:52.000 --> 00:01:54.000]  後來才知道是急性炎狀
[00:01:54.000 --> 00:01:56.000]  後來才知道是急性炎狀
[00:01:56.000 --> 00:01:58.000]  是很危險的
[00:01:58.000 --> 00:02:00.000]  一直痛痛到一點鐘才打到止痛針
[00:02:00.000 --> 00:02:02.000]  一直痛痛到一點鐘才打到止痛針
[00:02:02.000 --> 00:02:04.000]  五點鐘就照CT Scan
[00:02:04.000 --> 00:02:06.000]  八點鐘就照次例共浸
[00:02:06.000 --> 00:02:08.000]  在浸會醫院住了五天
[00:02:08.000 --> 00:02:10.000]  那裡的護士都認識我
[00:02:10.000 --> 00:02:12.000]  聽說有個人傻傻地在加拿大回來
[00:02:12.000 --> 00:02:14.000]  聽說有個人傻傻地在加拿大回來
[00:02:14.000 --> 00:02:16.000]  還隔離了十四天
[00:02:16.000 --> 00:02:18.000]  就為了港島
[00:02:18.000 --> 00:02:20.000]  因為那些護士有些都是基督徒
[00:02:20.000 --> 00:02:22.000]  聽到我進了醫院
[00:02:22.000 --> 00:02:24.000]  他都知道
[00:02:24.000 --> 00:02:26.000]  還記得我把一套書叫人拿來送給浸會醫院
[00:02:26.000 --> 00:02:28.000]  還記得我把一套書叫人拿來送給浸會醫院
[00:02:28.000 --> 00:02:30.000]  第一天之後
[00:02:30.000 --> 00:02:32.000]  醫生說如果那顆石不出來
[00:02:32.000 --> 00:02:34.000]  其實是膽石跳過了炎狀管
[00:02:34.000 --> 00:02:36.000]  塞住了
[00:02:36.000 --> 00:02:38.000]  因為幾天沒吃東西
[00:02:38.000 --> 00:02:40.000]  胃已經有事
[00:02:40.000 --> 00:02:42.000]  最後那場完結之後太開心
[00:02:42.000 --> 00:02:44.000]  開心到豬手都進去了
[00:02:44.000 --> 00:02:46.000]  膽石就出來
[00:02:46.000 --> 00:02:48.000]  終於真的很痛
[00:02:48.000 --> 00:02:50.000]  那個護士問我痛成怎樣
[00:02:50.000 --> 00:02:52.000]  一至十度多少度
[00:02:52.000 --> 00:02:54.000]  我說十一度
[00:02:54.000 --> 00:02:56.000]  我完全不能走路
[00:02:56.000 --> 00:02:58.000]  要輪椅推我進去
[00:02:58.000 --> 00:03:00.000]  感恩就是第二天早上
[00:03:00.000 --> 00:03:02.000]  那顆石就出來了
[00:03:02.000 --> 00:03:04.000]  完結後就要做手術
[00:03:04.000 --> 00:03:06.000]  其實我太太那時候很害怕
[00:03:06.000 --> 00:03:08.000]  因為她又不太懂醫學常識
[00:03:08.000 --> 00:03:10.000]  因為她又不太懂醫學常識
[00:03:10.000 --> 00:03:12.000]  總之就說很危險的
[00:03:12.000 --> 00:03:14.000]  急性胰狀炎
[00:03:14.000 --> 00:03:16.000]  回到加拿大之後
[00:03:16.000 --> 00:03:18.000]  我不想我太太擔心
[00:03:18.000 --> 00:03:20.000]  我就做了我能夠做的
[00:03:20.000 --> 00:03:22.000]  我打了鹵膜炎針
[00:03:22.000 --> 00:03:24.000]  打了山蛇針
[00:03:24.000 --> 00:03:26.000]  做了兩個手術
[00:03:26.000 --> 00:03:28.000]  隔了膽
[00:03:28.000 --> 00:03:30.000]  就不會再有膽石跳過去了
[00:03:30.000 --> 00:03:32.000]  我說你不需要擔心
[00:03:32.000 --> 00:03:34.000]  那個新冠的針
[00:03:34.000 --> 00:03:36.000]  我已經打了五針
[00:03:36.000 --> 00:03:38.000]  第六針
[00:03:38.000 --> 00:03:40.000]  醫生說不用打了
[00:03:40.000 --> 00:03:42.000]  除非你真的很喜歡打針
[00:03:42.000 --> 00:03:44.000]  所以我五針全部打了
[00:03:44.000 --> 00:03:46.000]  有任何事情你要我做
[00:03:46.000 --> 00:03:48.000]  我都會做
[00:03:48.000 --> 00:03:50.000]  免得你擔心
[00:03:50.000 --> 00:03:52.000]  所以我回來之後全部都做了
[00:03:52.000 --> 00:03:54.000]  做到我的頭髮都白了
[00:03:54.000 --> 00:03:56.000]  前年開始頭髮都白了
[00:03:56.000 --> 00:03:58.000]  我覺得都挺漂亮的
[00:03:58.000 --> 00:04:00.000]  有點白
[00:04:00.000 --> 00:04:02.000]  我不是染的
[00:04:02.000 --> 00:04:04.000]  所以多謝大家關心我
[00:04:04.000 --> 00:04:06.000]  我也很感恩
[00:04:06.000 --> 00:04:08.000]  跟大家提一提
[00:04:08.000 --> 00:04:10.000]  大家可能不知道
[00:04:10.000 --> 00:04:12.000]  在我最後的一堂課
[00:04:12.000 --> 00:04:14.000]  應該是防不勝防
[00:04:14.000 --> 00:04:16.000]  我回去講了兩堂
[00:04:16.000 --> 00:04:18.000]  有個護士跟我說
[00:04:18.000 --> 00:04:20.000]  真的估你不到
[00:04:20.000 --> 00:04:22.000]  你又急性胰狀炎
[00:04:22.000 --> 00:04:24.000]  又真的防不勝防
[00:04:24.000 --> 00:04:26.000]  我自己都估不到
[00:04:26.000 --> 00:04:28.000]  不容易
[00:04:28.000 --> 00:04:30.000]  隔了十四天
[00:04:30.000 --> 00:04:32.000]  講了26堂
[00:04:32.000 --> 00:04:34.000]  在香港期間
[00:04:34.000 --> 00:04:36.000]  最後那一堂很感恩
[00:04:36.000 --> 00:04:38.000]  在那一堂我大姐順住
[00:04:38.000 --> 00:04:40.000]  去年12月她就受陣
[00:04:40.000 --> 00:04:42.000]  她參加了所有的福音班
[00:04:42.000 --> 00:04:44.000]  101 102
[00:04:44.000 --> 00:04:46.000]  去年我特意回去看她受陣
[00:04:46.000 --> 00:04:48.000]  她是全福堂第一千個受陣的人
[00:04:48.000 --> 00:04:50.000]  是牧師特意安排的
[00:04:50.000 --> 00:04:52.000]  我知道她特意說
[00:04:52.000 --> 00:04:54.000]  你不需要這樣的
[00:04:54.000 --> 00:04:56.000]  當然是意思意思
[00:04:56.000 --> 00:04:58.000]  一千個人受陣
[00:04:58.000 --> 00:05:00.000]  全福堂成立了13年
[00:05:00.000 --> 00:05:02.000]  一千個人受陣
[00:05:02.000 --> 00:05:04.000]  很感恩
[00:05:04.000 --> 00:05:06.000]  我大姐記得她前一陣子
[00:05:06.000 --> 00:05:08.000]  跟我說
[00:05:08.000 --> 00:05:10.000]  我都很開心
[00:05:10.000 --> 00:05:12.000]  雖然很辛苦
[00:05:12.000 --> 00:05:14.000]  但也很感恩
[00:05:14.000 --> 00:05:16.000]  發現人生當中有很多事情
[00:05:16.000 --> 00:05:18.000]  是不一定的
[00:05:18.000 --> 00:05:20.000]  但有很多事情
[00:05:20.000 --> 00:05:22.000]  也是一定的
[00:05:22.000 --> 00:05:24.000]  所以今天講的題目叫
[00:05:24.000 --> 00:05:26.000]  人生的定期和定時
[00:05:26.000 --> 00:05:28.000]  大家一起反思人生
[00:05:28.000 --> 00:05:30.000]  我們做個祈禱
[00:05:30.000 --> 00:05:32.000]  天父我們很感謝你
[00:05:32.000 --> 00:05:34.000]  讓我們今天相聚
[00:05:34.000 --> 00:05:36.000]  願意我們從傳道書來認識人生
[00:05:36.000 --> 00:05:38.000]  人生可以很有意思
[00:05:38.000 --> 00:05:40.000]  我們每一個人有我們的時限
[00:05:40.000 --> 00:05:42.000]  每一個人有我們的時期
[00:05:42.000 --> 00:05:44.000]  求主你幫我們
[00:05:44.000 --> 00:05:46.000]  能夠珍惜愛惜光陰
[00:05:46.000 --> 00:05:48.000]  又能夠善用時間
[00:05:48.000 --> 00:05:50.000]  不是虛度我們的人心
[00:05:50.000 --> 00:05:52.000]  更加不是虛度原心
[00:05:52.000 --> 00:05:54.000]  叫我們明知有限
[00:05:54.000 --> 00:05:56.000]  我們不是放縱
[00:05:56.000 --> 00:05:58.000]  我們反而是珍惜
[00:05:58.000 --> 00:06:00.000]  所以幫助我們
[00:06:00.000 --> 00:06:02.000]  無論我們如下還有多少日子
[00:06:02.000 --> 00:06:04.000]  無論我們過了多少日子
[00:06:04.000 --> 00:06:06.000]  都要珍惜和善用
[00:06:06.000 --> 00:06:08.000]  幫助我們從傳道書第三章
