
[00:00:00.000 --> 00:00:02.000]  (字幕: 王先生)
[00:00:02.000 --> 00:00:10.000]  很高興有機會跟大家用兩次來講約伯記
[00:00:10.000 --> 00:00:14.000]  我稱它為約伯記的日子
[00:00:14.000 --> 00:00:23.000]  約伯記的日子當然就要用約伯記這本書作為它的核心討論
[00:00:23.000 --> 00:00:27.000]  不過我相信如果你是基督徒的話
[00:00:27.000 --> 00:00:31.000]  就算不是基督徒你也猜到或者聽過
[00:00:31.000 --> 00:00:40.000]  一想到約伯記當然就會想起二人受苦這個千古的難題
[00:00:40.000 --> 00:00:44.000]  為什麼好人要受苦
[00:00:44.000 --> 00:00:47.000]  就算有神在的時候
[00:00:47.000 --> 00:00:52.000]  甚至也沒辦法減退了人的痛苦
[00:00:52.000 --> 00:00:56.000]  這個就是約伯記我相信最出名的主題
[00:00:56.000 --> 00:01:03.000]  我估計如果你在約伯記的日子的節目
[00:01:03.000 --> 00:01:07.000]  你也會想問這個問題
[00:01:07.000 --> 00:01:11.000]  當然我不會逃避這個問題
[00:01:11.000 --> 00:01:15.000]  但當然我們既然稱為聖經的研究
[00:01:15.000 --> 00:01:20.000]  我們也要基於約伯記裡面的課題
[00:01:20.000 --> 00:01:27.000]  意思就是說關於人會受苦的難題
[00:01:27.000 --> 00:01:30.000]  信仰上也好哲學上也好
[00:01:30.000 --> 00:01:32.000]  有很多角度去研究的
[00:01:32.000 --> 00:01:36.000]  我就不會在這兩次什麼都講完
[00:01:36.000 --> 00:01:41.000]  因為我是要圍繞著約伯記給我們的資料
[00:01:41.000 --> 00:01:44.000]  所以請大家了解
[00:01:44.000 --> 00:01:47.000]  可能在你心目中有關於受苦的問題
[00:01:47.000 --> 00:01:52.000]  你在這兩講裡面未必會聽得到
[00:01:52.000 --> 00:01:54.000]  我們就不要浪費時間了
[00:01:54.000 --> 00:01:58.000]  我們就開始我們的第一講
[00:01:58.000 --> 00:02:01.000]  第一講我就給了一個題目
[00:02:01.000 --> 00:02:09.000]  就叫做《人間的新淫與自然山野間的頌歌》
[00:02:09.000 --> 00:02:12.000]  新淫與頌歌
[00:02:12.000 --> 00:02:14.000]  一個很對比的描述
[00:02:14.000 --> 00:02:20.000]  我不會講完整個約伯記的所有內容
[00:02:20.000 --> 00:02:22.000]  主要集中在
[00:02:22.000 --> 00:02:24.000]  一會兒我會告訴大家
[00:02:24.000 --> 00:02:29.000]  就是38章至42章
[00:02:29.000 --> 00:02:34.000]  其實主要是這幾章的成經
[00:02:34.000 --> 00:02:38.000]  但是作為一個起始點
[00:02:38.000 --> 00:02:42.000]  既然你們來參與約伯記的日子
[00:02:42.000 --> 00:02:45.000]  也有做一點約伯記的研究
[00:02:45.000 --> 00:02:50.000]  我也不想花時間搞太多關於約伯記的背景
[00:02:50.000 --> 00:02:53.000]  什麼時候寫成的 誰寫的
[00:02:53.000 --> 00:02:56.000]  或者甚至歷史上是真是假的
[00:02:56.000 --> 00:02:58.000]  是故事還是歷史記載
[00:02:58.000 --> 00:03:00.000]  我們就不討論這些了
[00:03:00.000 --> 00:03:03.000]  我們純粹由約伯記的內容
[00:03:03.000 --> 00:03:07.000]  一起來研究
[00:03:07.000 --> 00:03:10.000]  約伯記其實也不容易看
[00:03:10.000 --> 00:03:16.000]  不單止因為他是一個講到受苦的謎
[00:03:16.000 --> 00:03:19.000]  一想起或者看下去的時候
[00:03:19.000 --> 00:03:23.000]  你也會想像到很深奧
[00:03:23.000 --> 00:03:25.000]  或者不容易明白
[00:03:25.000 --> 00:03:31.000]  其實約伯記另外一個困難就是他很長
[00:03:31.000 --> 00:03:35.000]  約伯記有四十多章
[00:03:35.000 --> 00:03:38.000]  坦白說四十多章
[00:03:38.000 --> 00:03:41.000]  其中有大部分
[00:03:41.000 --> 00:03:43.000]  待會我會和你分析一下
[00:03:43.000 --> 00:03:46.000]  都是一些對話
[00:03:46.000 --> 00:03:51.000]  其實大部分都是記載了約伯
[00:03:51.000 --> 00:03:56.000]  和他那三個來探望他的朋友的辯論
[00:03:56.000 --> 00:03:59.000]  那些辯論說來說去
[00:03:59.000 --> 00:04:01.000]  一說就說了三十多章
[00:04:01.000 --> 00:04:03.000]  剛才說了四十多章
[00:04:03.000 --> 00:04:06.000]  大部分都是說
[00:04:06.000 --> 00:04:09.000]  那三十多章
[00:04:09.000 --> 00:04:12.000]  其實我自己的經驗
[00:04:12.000 --> 00:04:14.000]  我只看了三十多章
[00:04:14.000 --> 00:04:17.000]  本身就是一種受苦
[00:04:17.000 --> 00:04:20.000]  所以很多人看約伯記
[00:04:20.000 --> 00:04:22.000]  帶著一個很大的興趣
[00:04:22.000 --> 00:04:26.000]  來研究苦難的問題
[00:04:26.000 --> 00:04:28.000]  然後看到第二章
[00:04:28.000 --> 00:04:30.000]  還有東西要看
[00:04:30.000 --> 00:04:32.000]  第三章第四章開始
[00:04:32.000 --> 00:04:34.000]  就沒什麼心機了
[00:04:34.000 --> 00:04:36.000]  通常十章看不完
[00:04:36.000 --> 00:04:39.000]  就結束了
[00:04:39.000 --> 00:04:41.000]  因為在過程當中
[00:04:41.000 --> 00:04:43.000]  是相當痛苦的
