
[00:00:00.000 --> 00:00:06.000]  各位頂姐妹午安
[00:00:06.000 --> 00:00:08.000]  我很感動
[00:00:08.000 --> 00:00:13.000]  這裡能夠有100位聽剛才弟兄所分享
[00:00:13.000 --> 00:00:15.000]  一起去研讀這本
[00:00:15.000 --> 00:00:18.000]  是華人教會比較忽略的書卷
[00:00:18.000 --> 00:00:20.000]  就是《歷代至上下》
[00:00:20.000 --> 00:00:22.000]  首先都要說一下
[00:00:22.000 --> 00:00:25.000]  其實今早的講員李君雄博士
[00:00:25.000 --> 00:00:28.000]  其實就是在英國讀書的時候
[00:00:28.000 --> 00:00:31.000]  我跟他同一個老闆
[00:00:31.000 --> 00:00:34.000]  所以是很熟的
[00:00:34.000 --> 00:00:35.000]  兩家人
[00:00:35.000 --> 00:00:37.000]  我女兒經常跟她兒子
[00:00:37.000 --> 00:00:39.000]  和她女兒一起在英國玩
[00:00:39.000 --> 00:00:41.000]  不過他比較聰明
[00:00:41.000 --> 00:00:43.000]  因為他比我早一年畢業
[00:00:43.000 --> 00:00:45.000]  去了崇基那裡教書
[00:00:45.000 --> 00:00:48.000]  他不是歷代至
[00:00:48.000 --> 00:00:50.000]  他主要不是研究歷代至
[00:00:50.000 --> 00:00:52.000]  他主要研究春埃及記
[00:00:52.000 --> 00:00:54.000]  不過不知道為什麼
[00:00:54.000 --> 00:00:56.000]  他今早選了歷代至
[00:00:56.000 --> 00:00:58.000]  講到的時候
[00:00:58.000 --> 00:01:01.000]  聽聞他有很多問題交給我回答
[00:01:01.000 --> 00:01:03.000]  是不是?
[00:01:03.000 --> 00:01:07.000]  其實我不肯定他問什麼問題
[00:01:07.000 --> 00:01:12.000]  不過我自己在英國讀書的時候
[00:01:12.000 --> 00:01:14.000]  主要研究歷代至
[00:01:14.000 --> 00:01:18.000]  題目主要是敬拜讚美音樂的神學
[00:01:18.000 --> 00:01:20.000]  在這方面的題目
[00:01:20.000 --> 00:01:22.000]  原因只有一個
[00:01:22.000 --> 00:01:25.000]  我被一個觀察吸引著
[00:01:25.000 --> 00:01:27.000]  那觀察就是
[00:01:27.000 --> 00:01:30.000]  在薩姆爾和烈王記的平衡經文裡
[00:01:30.000 --> 00:01:32.000]  我們發現不到有利美人
[00:01:32.000 --> 00:01:34.000]  懂得唱歌或是會唱歌
[00:01:34.000 --> 00:01:36.000]  或是有任何音樂在當中
[00:01:36.000 --> 00:01:39.000]  除了大衛彈樹琴驅魔
[00:01:39.000 --> 00:01:45.000]  又或者以利沙拿鋼琴來彈奏廣仙之廣論之外
[00:01:45.000 --> 00:01:49.000]  基本上薩姆爾和烈王記都沒有什麼音樂
[00:01:49.000 --> 00:01:52.000]  但是我們發現歷代至是非常不同
[00:01:52.000 --> 00:01:56.000]  他的平衡經文加了很多音樂的元素在裡面
[00:01:56.000 --> 00:01:59.000]  還有很多利美人懂得唱歌
[00:01:59.000 --> 00:02:01.000]  所以因著這麼簡單的觀察
[00:02:01.000 --> 00:02:05.000]  我就問為什麼歷代至有這麼多的音樂
[00:02:05.000 --> 00:02:07.000]  而薩姆爾和烈王記沒有呢?
[00:02:07.000 --> 00:02:09.000]  因著這個原因就去了英國
[00:02:09.000 --> 00:02:12.000]  回答了十萬字就畢業了
[00:02:12.000 --> 00:02:14.000]  主要是因為這樣
[00:02:14.000 --> 00:02:18.000]  我也很開心可以在這裡和大家一起看這段書卷
[00:02:18.000 --> 00:02:23.000]  今天下午的時間安排是分成兩節的一個小時
[00:02:23.000 --> 00:02:25.000]  每節一個小時
[00:02:25.000 --> 00:02:27.000]  中間好像有個Tea Time
[00:02:27.000 --> 00:02:29.000]  大概多久呢?
[00:02:29.000 --> 00:02:32.000]  十節? 二十分鐘的
[00:02:32.000 --> 00:02:35.000]  這個二十分鐘的Tea Time很重要
[00:02:35.000 --> 00:02:38.000]  因為大家最睏的時候就會進行Tea Time
[00:02:38.000 --> 00:02:44.000]  因為這個下午是最高挑戰性的一個時段
[00:02:44.000 --> 00:02:49.000]  很希望透過這段時間和大家分享
[00:02:49.000 --> 00:02:53.000]  每一個小時我們有一點時間
[00:02:53.000 --> 00:02:55.000]  不只是我自己說的
[00:02:55.000 --> 00:02:58.000]  我特意印了一些平衡經文
[00:02:58.000 --> 00:03:03.000]  讓大家可以一手觀察一些不同
[00:03:03.000 --> 00:03:06.000]  和薩姆爾或者烈王記有什麼不同的地方
[00:03:06.000 --> 00:03:12.000]  所以我們等一下也會和你旁邊左右一起去研讀這本書卷
[00:03:12.000 --> 00:03:16.000]  當然你查考的時候我們這裡是有答案提供的
[00:03:16.000 --> 00:03:21.000]  即是完了 或許你會發現一些觀察我是觀察不到的
[00:03:21.000 --> 00:03:25.000]  那我就很歡迎你真的在這裡可以去分享一下
[00:03:25.000 --> 00:03:28.000]  那就是大概今天下午兩個小時
[00:03:28.000 --> 00:03:32.000]  其實兩個小時加上Tea Time就是兩個半小時
[00:03:32.000 --> 00:03:35.000]  現在計算起來就是五點鐘收工了
[00:03:35.000 --> 00:03:37.000]  大概是這樣子
[00:03:37.000 --> 00:03:40.000]  那我們一起有個祈禱開始了
[00:03:40.000 --> 00:03:42.000]  親愛的天父
[00:03:42.000 --> 00:03:45.000]  我們將這個下午恭敬交託給主
[00:03:45.000 --> 00:03:49.000]  主啊 願意我們能夠聽到祢的聲音
[00:03:49.000 --> 00:03:52.000]  不只是見到人的分析
[00:03:52.000 --> 00:03:55.000]  主啊 求祢闖開我們的心
[00:03:55.000 --> 00:03:57.000]  讓我們能夠可以聆聽祢的道
[00:03:57.000 --> 00:03:59.000]  我們的生命得著更深變化
[00:03:59.000 --> 00:04:02.000]  幫助孩子講解得清楚明白
[00:04:02.000 --> 00:04:05.000]  我們一同領受今天的道理
[00:04:05.000 --> 00:04:08.000]  奉耶穌基督的名祈禱 阿們
[00:04:08.000 --> 00:04:11.000]  歷代志是不受歡迎的
[00:04:11.000 --> 00:04:12.000]  為什麼呢
[00:04:12.000 --> 00:04:15.000]  當你讀經讀到歷代志第一章
[00:04:15.000 --> 00:04:19.000]  你就進入一個叫做用風扇吹過的裏面
[00:04:19.000 --> 00:04:21.000]  就是頭那九章的家譜
[00:04:21.000 --> 00:04:23.000]  就是你不知道怎麼讀的
[00:04:23.000 --> 00:04:27.000]  也不知道為什麼歷代志記載了這九章的家譜
[00:04:27.000 --> 00:04:29.000]  令你是吃不消的一種感覺
[00:04:29.000 --> 00:04:31.000]  若然傳道人告訴你
[00:04:31.000 --> 00:04:33.000]  一天讀三章或四章
[00:04:33.000 --> 00:04:36.000]  你就看完整本的聖經一年就看完的話
[00:04:36.000 --> 00:04:39.000]  你那三天是很難熬的
[00:04:39.000 --> 00:04:40.000]  你覺不覺得
[00:04:40.000 --> 00:04:42.000]  就是九章完了之後
[00:04:42.000 --> 00:04:44.000]  慶幸地你熬過了
[00:04:44.000 --> 00:04:46.000]  你就進入第十章
[00:04:46.000 --> 00:04:47.000]  你就會發現
[00:04:47.000 --> 00:04:50.000]  素羅一出場他就死了
[00:04:50.000 --> 00:04:54.000]  就是撒姆爾記上第七章他出了場
[00:04:54.000 --> 00:04:56.000]  去到三十一章他都還沒死
[00:04:56.000 --> 00:04:58.000]  就是說他很長的時間
[00:04:58.000 --> 00:05:00.000]  但是他歷代志一出場就死了
[00:05:00.000 --> 00:05:02.000]  但是我們就發現
[00:05:02.000 --> 00:05:05.000]  大衛王很順理成章
[00:05:05.000 --> 00:05:07.000]  他就登位在十一十二章那裡
[00:05:07.000 --> 00:05:10.000]  我們發現撒姆爾記的平衡經文
[00:05:10.000 --> 00:05:13.000]  這個大衛的登位是非常崎嶇
[00:05:13.000 --> 00:05:16.000]  還有經過很多的流血才登到位
[00:05:16.000 --> 00:05:20.000]  但是似乎歷代志就將這些經歷全部三選了
[00:05:20.000 --> 00:05:22.000]  然後就進行十三到十六章
[00:05:22.000 --> 00:05:25.000]  就是兩次混約季的經歷
[00:05:25.000 --> 00:05:28.000]  今天我們也會查考到兩次混約季的經歷
[00:05:28.000 --> 00:05:30.000]  然後就進入十七章
[00:05:30.000 --> 00:05:32.000]  十八到二十章
[00:05:32.000 --> 00:05:34.000]  就是攻打東西南北
[00:05:34.000 --> 00:05:37.000]  就是大衛德姓很多不同地方的經文
[00:05:37.000 --> 00:05:40.000]  二十一章就是大衛數點人數那件事
[00:05:40.000 --> 00:05:42.000]  二十二到二十九章
[00:05:42.000 --> 00:05:45.000]  在撒姆爾和獵王記都沒有
[00:05:45.000 --> 00:05:47.000]  也是屬於風扇吹過的類別
[00:05:47.000 --> 00:05:52.000]  裡面是很多一些叫做聖殿的侍奉人員名單
[00:05:52.000 --> 00:05:54.000]  這些侍奉人員名單
