
[00:00:00.000 --> 00:00:05.000]  弟兄姊妹 主內平安
[00:00:05.000 --> 00:00:10.000]  凡勞苦擔重擔的人
[00:00:10.000 --> 00:00:13.000]  你一定不是第一次聽的了
[00:00:13.000 --> 00:00:16.000]  可能這句金句你抄下來
[00:00:16.000 --> 00:00:21.000]  送給考試的弟兄姊妹
[00:00:21.000 --> 00:00:24.000]  還是很辛苦的
[00:00:24.000 --> 00:00:27.000]  你想找一節聖經安慰他
[00:00:27.000 --> 00:00:30.000]  凡勞苦擔重擔的人
[00:00:30.000 --> 00:00:32.000]  不過這句話
[00:00:32.000 --> 00:00:36.000]  剛才主席跟我們讀經文最後一段
[00:00:36.000 --> 00:00:38.000]  你有沒有留意到
[00:00:38.000 --> 00:00:44.000]  其實是耶穌祈開土的
[00:00:44.000 --> 00:00:52.000]  耶穌說 富下 天地的主 我感謝你
[00:00:52.000 --> 00:00:55.000]  即是祂有個上下文
[00:00:55.000 --> 00:00:59.000]  祂不是突然站起來對著群眾說
[00:00:59.000 --> 00:01:01.000]  你們哪個勞苦擔重擔
[00:01:01.000 --> 00:01:02.000]  不是的
[00:01:02.000 --> 00:01:04.000]  耶穌是祈禱
[00:01:04.000 --> 00:01:07.000]  祈禱 說到最後
[00:01:07.000 --> 00:01:11.000]  祂說 除了指所願意指示的
[00:01:11.000 --> 00:01:14.000]  沒有人知道
[00:01:14.000 --> 00:01:18.000]  然後經文沒有另外開一段
[00:01:18.000 --> 00:01:26.000]  接著直接拼下去 凡勞苦擔重擔的人
[00:01:26.000 --> 00:01:30.000]  我們習慣了讀聖經就是這樣跳
[00:01:30.000 --> 00:01:34.000]  所以很少問耶穌究竟在說什麼
[00:01:34.000 --> 00:01:37.000]  我有支金句可以用的就行了
[00:01:37.000 --> 00:01:41.000]  不行的 你亂用的
[00:01:41.000 --> 00:01:44.000]  你貼錯門神
[00:01:44.000 --> 00:01:46.000]  你搭錯了線
[00:01:46.000 --> 00:01:48.000]  耶穌在說什麼 這個很重要
[00:01:48.000 --> 00:01:50.000]  否則你以為你明白了
[00:01:50.000 --> 00:01:54.000]  其實你根本不知道他在說什麼
[00:01:54.000 --> 00:01:56.000]  耶穌在跟什麼人說話呢
[00:01:56.000 --> 00:01:58.000]  耶穌在跟上帝祈禱
[00:01:58.000 --> 00:02:00.000]  這段不是的
[00:02:00.000 --> 00:02:02.000]  你們不是在說天父
[00:02:02.000 --> 00:02:03.000]  不是在說聖靈
[00:02:03.000 --> 00:02:06.000]  不是在說三一神
[00:02:06.000 --> 00:02:09.000]  這是說他身邊的門徒
[00:02:09.000 --> 00:02:12.000]  你讀回前面第十一章
[00:02:12.000 --> 00:02:17.000]  第一節 耶穌吩咐完十二個門徒
[00:02:17.000 --> 00:02:23.000]  然後約翰打發門徒去問耶穌
[00:02:23.000 --> 00:02:27.000]  那個上下文一直在說的是
[00:02:27.000 --> 00:02:31.000]  耶穌對門徒說話
[00:02:31.000 --> 00:02:36.000]  耶穌猜顯十二個門徒出去傳道
[00:02:36.000 --> 00:02:39.000]  耶穌為什麼會祈禱呢
[00:02:39.000 --> 00:02:42.000]  之前我們沒有讀到的
[00:02:42.000 --> 00:02:44.000]  我們跳過了的
[00:02:44.000 --> 00:02:46.000]  有時候主日崇拜讀聖經
[00:02:46.000 --> 00:02:47.000]  我們沒有那麼多時間
[00:02:47.000 --> 00:02:50.000]  不過假設你平時有讀聖經的
[00:02:50.000 --> 00:02:55.000]  不是來到聽才聽到那一節金句的
[00:02:55.000 --> 00:03:00.000]  中間跳過的是耶穌行很多神跡
[00:03:00.000 --> 00:03:04.000]  在加利利 在加白龍
[00:03:04.000 --> 00:03:10.000]  在白菜大 在哥拉純這一堆城市
[00:03:10.000 --> 00:03:12.000]  耶穌傳福音
[00:03:12.000 --> 00:03:14.000]  耶穌行神跡
[00:03:14.000 --> 00:03:15.000]  耶穌醫病
[00:03:15.000 --> 00:03:16.000]  耶穌趕鬼
[00:03:16.000 --> 00:03:18.000]  但是這裡說
[00:03:18.000 --> 00:03:21.000]  那些人 那些誠的人
[00:03:21.000 --> 00:03:24.000]  終不悔改
[00:03:24.000 --> 00:03:30.000]  耶穌出來傳福音
[00:03:30.000 --> 00:03:32.000]  沒有反應
[00:03:32.000 --> 00:03:35.000]  然後耶穌就祈禱
[00:03:35.000 --> 00:03:37.000]  然後耶穌就說
[00:03:37.000 --> 00:03:41.000]  凡勞苦擔重擔的人
[00:03:41.000 --> 00:03:43.000]  對著門徒說的
[00:03:43.000 --> 00:03:48.000]  你們 我就使你們得安息
[00:03:48.000 --> 00:03:50.000]  你們當負我的握
[00:03:50.000 --> 00:03:53.000]  你們 不是說他們
[00:03:53.000 --> 00:03:57.000]  不是說很遙遠另外的一班人
[00:03:57.000 --> 00:04:01.000]  所以如果你讀這一節的聖經
[00:04:01.000 --> 00:04:04.000]  你心目中想到的印象
[00:04:04.000 --> 00:04:08.000]  是一個背著一塊錢
[00:04:08.000 --> 00:04:11.000]  以前家庭計劃
[00:04:11.000 --> 00:04:15.000]  指導會四個就斷一塊錢
[00:04:15.000 --> 00:04:17.000]  不是 我們想的是一個苦力
[00:04:17.000 --> 00:04:21.000]  背著很重的貨物
[00:04:21.000 --> 00:04:23.000]  不是
[00:04:23.000 --> 00:04:28.000]  你試試換另一句的成語
[00:04:28.000 --> 00:04:31.000]  看看你的圖畫會不會轉得到
[00:04:31.000 --> 00:04:35.000]  凡任重導軟的人
[00:04:35.000 --> 00:04:38.000]  可以到我借淚來
[00:04:38.000 --> 00:04:41.000]  那你就想起神學院院長了
[00:04:41.000 --> 00:04:43.000]  是不是 你明白我的意思嗎
[00:04:43.000 --> 00:04:45.000]  你就想起主任牧師了
[00:04:45.000 --> 00:04:48.000]  不是啊 宣導會區聯會主席
[00:04:48.000 --> 00:04:52.000]  不是啊 現在任重導軟
[00:04:52.000 --> 00:04:56.000]  都是說背著責任
[00:04:56.000 --> 00:04:58.000]  任重 是吧
[00:04:58.000 --> 00:05:02.000]  勞苦那個字 那個動詞
[00:05:02.000 --> 00:05:05.000]  不是解苦口苦面的
[00:05:05.000 --> 00:05:08.000]  導軟 很長的路
[00:05:08.000 --> 00:05:13.000]  你要有毅力 你要一直走到底
[00:05:13.000 --> 00:05:16.000]  任重導軟的人
[00:05:16.000 --> 00:05:18.000]  耶穌出來傳道
[00:05:18.000 --> 00:05:21.000]  他猜顯十二個使徒出去傳道
[00:05:21.000 --> 00:05:26.000]  那些不是勞苦擔重擔的人
[00:05:26.000 --> 00:05:32.000]  那些是任重導軟的人
[00:05:32.000 --> 00:05:35.000]  所以聖經要經常翻譯新的譯本
[00:05:35.000 --> 00:05:37.000]  看看有誰敢改了它
[00:05:37.000 --> 00:05:38.000]  不行的 不能改的
[00:05:38.000 --> 00:05:40.000]  這樣改了沒人買的了
[00:05:40.000 --> 00:05:44.000]  我們習慣了那些金句不能動的
[00:05:44.000 --> 00:05:50.000]  耶穌不是在跟苦口苦面的人說的
[00:05:50.000 --> 00:05:57.000]  耶穌也不是答應這些擔著重的責任的人
[00:05:57.000 --> 00:06:00.000]  拿走了以後很輕鬆
[00:06:00.000 --> 00:06:02.000]  無官一身輕
[00:06:02.000 --> 00:06:03.000]  不是的
[00:06:03.000 --> 00:06:05.000]  耶穌最後那句說什麼
[00:06:05.000 --> 00:06:11.000]  他說我的握 我的擔子
[00:06:11.000 --> 00:06:13.000]  同一個字來的
[00:06:13.000 --> 00:06:19.000]  不過最後那句中文聖經不敢再翻譯重擔
[00:06:19.000 --> 00:06:23.000]  因為我的重擔是輕散的
[00:06:23.000 --> 00:06:24.000]  那就好像矛盾了
[00:06:24.000 --> 00:06:27.000]  所以他改一改擔子
[00:06:27.000 --> 00:06:31.000]  就好像已經送完貨了
[00:06:31.000 --> 00:06:33.000]  現在那個箱子空了
[00:06:33.000 --> 00:06:35.000]  可以回家了
[00:06:35.000 --> 00:06:37.000]  給你一個這樣的印象
[00:06:37.000 --> 00:06:38.000]  其實不是的
[00:06:38.000 --> 00:06:39.000]  是容易的
[00:06:39.000 --> 00:06:44.000]  其實容易這個字也是要很小心翻譯的
[00:06:44.000 --> 00:06:46.000]  我想不到一個好的中文
[00:06:46.000 --> 00:06:50.000]  所以勉強大家都懂的英文
[00:06:50.000 --> 00:06:54.000]  我的握是很適合的
[00:06:54.000 --> 00:06:56.000]  懂不懂這個英文
[00:06:56.000 --> 00:06:58.000]  世界盃
[00:06:58.000 --> 00:07:03.000]  哪個球員踢一下他要回去換鞋
[00:07:03.000 --> 00:07:08.000]  那雙鞋子很重要的
[00:07:08.000 --> 00:07:11.000]  為什麼要穿這雙鞋子
[00:07:11.000 --> 00:07:13.000]  其實是廣告
[00:07:13.000 --> 00:07:14.000]  背後很多錢的
[00:07:14.000 --> 00:07:15.000]  簽了約的
[00:07:15.000 --> 00:07:17.000]  不是隨便自己找的
[00:07:17.000 --> 00:07:22.000]  誰跟你簽了廣告的
