
[00:00:00.000 --> 00:00:02.000]  (字幕: 陳家洛)
[00:00:03.000 --> 00:00:06.000]  時事記的十四章十五章
[00:00:06.000 --> 00:00:09.600]  今天給他一個很有趣的題目
[00:00:09.600 --> 00:00:12.320]  剛才Betty也跟我說
[00:00:12.320 --> 00:00:15.200]  牧師你一定很喜歡看武俠小說
[00:00:15.200 --> 00:00:20.080]  你今天的題目是參選的致命死穴
[00:00:20.080 --> 00:00:24.720]  還有心懷異議的可怕
[00:00:24.720 --> 00:00:27.880]  什麼是致命的死穴?
[00:00:27.880 --> 00:00:28.920]  是女人
[00:00:28.920 --> 00:00:30.480]  她是沉迷女色
[00:00:31.760 --> 00:00:34.080]  為什麼她有心懷異議?
[00:00:34.080 --> 00:00:38.240]  因為神要她來對抗菲利士人
[00:00:38.240 --> 00:00:41.760]  但是她想和菲利士人結交
[00:00:41.760 --> 00:00:46.720]  甚至和菲利士的女子結婚
[00:00:46.720 --> 00:00:49.800]  所以她是一個心懷異議的人
[00:00:49.800 --> 00:00:53.160]  有人說一個人最大的能力
[00:00:53.160 --> 00:00:55.000]  就是他的可靠性
[00:00:55.000 --> 00:00:57.440]  但是在參選的身上
[00:00:57.440 --> 00:00:59.920]  他是一個滿有能力的人
[00:01:00.560 --> 00:01:02.880]  但他絕對不是一個可靠的人
[00:01:02.880 --> 00:01:05.720]  參選在男人面前
[00:01:05.720 --> 00:01:06.800]  恐怖有力
[00:01:06.800 --> 00:01:08.480]  很大的能力
[00:01:08.480 --> 00:01:10.960]  但是在女人面前
[00:01:10.960 --> 00:01:13.560]  他顯得軟弱無力
[00:01:13.560 --> 00:01:15.480]  多過一次
[00:01:15.480 --> 00:01:18.120]  起碼兩次將自己的秘密
[00:01:18.120 --> 00:01:20.120]  告訴敵人
[00:01:20.120 --> 00:01:22.560]  就是告訴他身邊的女人
[00:01:22.560 --> 00:01:25.560]  他的靈是被神帶領
[00:01:25.560 --> 00:01:29.520]  但他的身體被情慾征服
[00:01:30.520 --> 00:01:34.320]  神要她向菲利士人宣戰
[00:01:34.320 --> 00:01:37.400]  但是她和菲利士人結交
[00:01:37.400 --> 00:01:40.400]  想娶一個菲利士的女子為妻
[00:01:40.400 --> 00:01:43.360]  她白天為主真戰
[00:01:43.360 --> 00:01:47.080]  晚上違背了神的誡命
[00:01:47.080 --> 00:01:49.800]  參選這個名詞的意思
[00:01:49.800 --> 00:01:51.520]  就是燦爛的陽光
[00:01:51.520 --> 00:01:56.400]  但她最後被敵人將雙眼挖出來
[00:01:56.400 --> 00:01:58.080]  以致她失明
[00:01:58.440 --> 00:02:00.440]  最後她死在一間
[00:02:00.440 --> 00:02:04.440]  供奉外邦人神靈的廟宇裡
[00:02:04.440 --> 00:02:07.120]  是一個非常可悲的故事
[00:02:07.120 --> 00:02:11.880]  我們說參選是一個心懷異議的人
[00:02:11.880 --> 00:02:15.720]  一方面神要她對抗敵人
[00:02:15.720 --> 00:02:19.560]  另一方面她要娶外邦人的妻子
[00:02:19.560 --> 00:02:21.840]  她絕對不是可靠
[00:02:21.840 --> 00:02:25.920]  她做事很難被人預測
[00:02:25.920 --> 00:02:28.280]  她下一步會做些什麼
[00:02:29.280 --> 00:02:32.200]  就好像雅各書的一章八節
[00:02:32.200 --> 00:02:34.200]  說心懷異議的人
[00:02:34.200 --> 00:02:36.560]  在他一切所行的路上
[00:02:36.560 --> 00:02:38.760]  都沒有定見
[00:02:38.760 --> 00:02:42.880]  雖然希伯來書的十一章三十二節
[00:02:42.880 --> 00:02:45.080]  說他是有信心的人
[00:02:45.080 --> 00:02:47.000]  雖然他有信心
[00:02:47.000 --> 00:02:49.600]  但他絕對不是一個忠心的人
[00:02:49.600 --> 00:02:53.680]  他對他的父母的教導不忠心
[00:02:53.680 --> 00:02:57.280]  他對拿西爾人的誓言不忠心
[00:02:57.920 --> 00:03:01.360]  他絕對對神的律例典章
[00:03:01.360 --> 00:03:03.160]  都沒有遵守
[00:03:03.160 --> 00:03:06.360]  他一步一步地犧牲
[00:03:06.360 --> 00:03:08.200]  做到最後
[00:03:08.200 --> 00:03:11.360]  他身上的能力完全失去了
[00:03:11.360 --> 00:03:13.840]  因為神已經離開了他
[00:03:13.840 --> 00:03:16.440]  我們首先看看他怎樣
[00:03:16.440 --> 00:03:18.800]  失去他對父母的尊敬
[00:03:18.800 --> 00:03:22.400]  參選神一開始出生
[00:03:22.400 --> 00:03:24.840]  就讓他在一個屬靈的家庭裡
[00:03:24.840 --> 00:03:27.160]  他的父母都是屬靈的人
[00:03:27.160 --> 00:03:28.640]  來養育他
[00:03:28.640 --> 00:03:31.280]  他有一個好的開始
[00:03:31.280 --> 00:03:33.440]  但他就不知為何
[00:03:33.440 --> 00:03:37.680]  悠悠盪盪去了敵人的領土
[00:03:37.680 --> 00:03:41.360]  離開他家四里以外的地方
[00:03:41.360 --> 00:03:43.320]  我曾經說過
[00:03:43.320 --> 00:03:46.040]  當時以色列人是住在山上
[00:03:46.040 --> 00:03:50.280]  比利時人是住在沿海的平原
[00:03:50.280 --> 00:03:54.080]  中間有一些低窪的地方
[00:03:54.080 --> 00:03:55.280]  叫做Shephelah
[00:03:55.640 --> 00:03:57.640]  來隔開兩地
[00:03:57.640 --> 00:04:00.720]  但他就不理會這些界限
[00:04:00.720 --> 00:04:04.040]  仍然去到外邦人的地方
[00:04:04.040 --> 00:04:05.960]  見到有個女人
[00:04:05.960 --> 00:04:07.960]  就被他迷住了
[00:04:07.960 --> 00:04:09.880]  一定要娶她為妻
[00:04:09.880 --> 00:04:12.720]  當時他的父母是有勸他
[00:04:12.720 --> 00:04:14.760]  但他不聽父母的話
[00:04:14.760 --> 00:04:19.440]  當然他也是違背了神的律例典章
