
[00:00:00.000 --> 00:00:04.800]  此錄音或錄影的版權是屬基督教宣導會不確同所有
[00:00:04.800 --> 00:00:08.160]  我們的屬靈傳統之一是以真理教導為本
[00:00:08.160 --> 00:00:11.520]  歡迎您將此錄音或錄影的連結傳給親友
[00:00:11.520 --> 00:00:17.120]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:17.120 --> 00:00:19.680]  各位弟兄姊妹平安
[00:00:19.680 --> 00:00:22.120]  感謝神
[00:00:22.120 --> 00:00:27.120]  每次能到神的家中和弟兄姊妹一起敬拜都是恩典
[00:00:27.120 --> 00:00:31.520]  我想到很久之前曾經寫過一篇文章
[00:00:31.520 --> 00:00:33.520]  講到在冬天的時候
[00:00:33.520 --> 00:00:36.520]  我自己的手很多時候都會冷
[00:00:36.520 --> 00:00:39.120]  所以崇拜之後和弟兄姊妹握手
[00:00:39.120 --> 00:00:42.120]  我就不太好意思伸手出來
[00:00:42.120 --> 00:00:44.120]  因為他一摸我的手就說
[00:00:44.120 --> 00:00:46.120]  哇你怎麼這麼冷
[00:00:46.120 --> 00:00:49.720]  但後來有弟兄姊妹就鼓勵我握手
[00:00:49.720 --> 00:00:51.720]  我就握了
[00:00:51.720 --> 00:00:53.720]  握了一輪之後
[00:00:53.720 --> 00:00:56.120]  突然間發覺有弟兄姊妹和我說
[00:00:56.120 --> 00:00:58.120]  師母師你的手好暖啊
[00:00:58.120 --> 00:01:02.120]  就立刻說
[00:01:02.120 --> 00:01:04.120]  是你們給我的溫暖
[00:01:04.120 --> 00:01:07.120]  然後第二個就說
[00:01:07.120 --> 00:01:09.120]  你給我很多溫暖
[00:01:09.120 --> 00:01:14.120]  我很清楚知道那些溫暖是大家給我的
[00:01:14.120 --> 00:01:17.120]  所以我繼續握手
[00:01:17.120 --> 00:01:21.120]  也繼續享受弟兄姊妹那種溫暖的接納
[00:01:21.120 --> 00:01:24.120]  在冬天的時候
[00:01:24.120 --> 00:01:27.120]  我們很多時候都會穿多一點衣服
[00:01:27.120 --> 00:01:32.120]  就會覺得自己要顧著自己多一點
[00:01:32.120 --> 00:01:34.120]  但你知道你今天
[00:01:34.120 --> 00:01:37.120]  是和你的頂尖一起來敬拜
[00:01:37.120 --> 00:01:40.120]  他們是你的弟兄和姊妹
[00:01:40.120 --> 00:01:41.120]  不如你也
[00:01:41.120 --> 00:01:43.120]  或者你不一定要握手
[00:01:43.120 --> 00:01:45.120]  用你溫暖的笑容
[00:01:45.120 --> 00:01:47.120]  向他們打招呼
[00:01:47.120 --> 00:01:49.120]  將一些溫暖帶給他們
[00:01:49.120 --> 00:01:51.120]  大家彼此有民安
[00:01:52.120 --> 00:01:55.120]  求主耶穌的愛溫暖我們的心
[00:01:55.120 --> 00:01:58.120]  也體會到弟兄姊妹對我們的關係
[00:01:58.120 --> 00:02:00.120]  對我們的幫助
[00:02:00.120 --> 00:02:01.120]  我們一起再祈禱
[00:02:01.120 --> 00:02:03.120]  讓夢主帶領我們
[00:02:03.120 --> 00:02:05.120]  天上的主
[00:02:05.120 --> 00:02:06.120]  滿有恩慈
[00:02:06.120 --> 00:02:08.120]  滿有憐憫的上帝
[00:02:08.120 --> 00:02:10.120]  我們何等有福
[00:02:10.120 --> 00:02:13.120]  能夠被稱為神的兒女
[00:02:13.120 --> 00:02:16.120]  像我們一個趁土所做
[00:02:16.120 --> 00:02:19.120]  曾經犯罪跌倒得罪你的人
[00:02:19.120 --> 00:02:24.120]  竟然被稱為天地的主的孩子
[00:02:24.120 --> 00:02:27.120]  主我們知道一切都是因典
[00:02:27.120 --> 00:02:30.120]  是主耶穌基督莫大的恩惠
[00:02:30.120 --> 00:02:33.120]  為我們犧牲自己的生命
