
[00:00:00.000 --> 00:00:06.000]  很快我們又來到《馬拉基書》
[00:00:06.000 --> 00:00:10.000]  《馬拉基書》是《十二仙之書》裏面的最後一本
[00:00:10.000 --> 00:00:14.000]  全書是四章的書 五十五節的經文
[00:00:14.000 --> 00:00:18.000]  在五十五節的經文裏面有四十七節的經文
[00:00:18.000 --> 00:00:22.000]  都是直接從神的口裏面講出來的話
[00:00:22.000 --> 00:00:26.000]  所以《馬拉基書》其實是很重要的一部書
[00:00:26.000 --> 00:00:32.000]  很多人認為《馬拉基先知》是舊約最後的一位先知
[00:00:32.000 --> 00:00:36.000]  《馬拉基書》的確是舊約最後的一部書
[00:00:36.000 --> 00:00:40.000]  但是《馬拉基先知》不是舊約最後的一位先知
[00:00:40.000 --> 00:00:44.000]  耶穌基督自己在《馬太福音》十一章十三節
[00:00:44.000 --> 00:00:46.000]  在《路加福音》十六章十六節
[00:00:46.000 --> 00:00:51.000]  他說因為眾先知和律法如言到約翰為止
[00:00:51.000 --> 00:00:56.000]  約翰就是施洗約翰 我們見到律法就是律法書
[00:00:56.000 --> 00:00:58.000]  如言和先知就是先知書
[00:00:58.000 --> 00:01:02.000]  律法書和如言書都是代表舊約
[00:01:02.000 --> 00:01:05.000]  所以舊約是到施洗約翰為止
[00:01:05.000 --> 00:01:11.000]  《馬拉基》這個名字的意思就是神的使者
[00:01:11.000 --> 00:01:17.000]  這個神的使者出現在《馬拉基書》的一章一節和三章一節
[00:01:17.000 --> 00:01:25.000]  也因為這樣有很多人認為《馬拉基書》不是由一位先知叫做馬拉基而寫成
[00:01:25.000 --> 00:01:31.000]  而是由一位神的先知 神的使者寫成
[00:01:31.000 --> 00:01:37.000]  甚至有人認為《馬拉基書》是由六位不同神的使者寫成
[00:01:37.000 --> 00:01:39.000]  如果大家認識我的話
[00:01:39.000 --> 00:01:43.000]  大家都知道我的神學觀是非常非常保守
[00:01:43.000 --> 00:01:49.000]  但我絕對不相信神要透過六位神的使者寫成《馬拉基書》
[00:01:49.000 --> 00:01:54.000]  如果真是神密使聖經的話 聖靈密使聖經
[00:01:54.000 --> 00:02:00.000]  只需要密使給一位使者 密使給馬拉基先知就夠了
[00:02:00.000 --> 00:02:03.000]  不需要密使給那麼多人
[00:02:03.000 --> 00:02:09.000]  待會我們會見到傳書原來有一個很精彩的手尾結構
[00:02:09.000 --> 00:02:13.000]  絕對不可能由六位不同的使者寫成
[00:02:13.000 --> 00:02:17.000]  《馬拉基書》其中一節最出名的經文
[00:02:17.000 --> 00:02:20.000]  就是在《馬拉基書》的三章一節
[00:02:20.000 --> 00:02:27.000]  經文說「萬君之耶和華說:我要差遣我的使者,在我的前面預備道路」
[00:02:27.000 --> 00:02:32.000]  這一節的經文是被馬可來引用
[00:02:32.000 --> 00:02:36.000]  在這裡申約馬可福音一章二至三節
[00:02:36.000 --> 00:02:41.000]  經文說「正如先知在以賽亞書上記著說:
[00:02:41.000 --> 00:02:46.000]  「看啊!我要差遣我的使者,在你的面前預備道路」」
[00:02:46.000 --> 00:02:50.000]  有人說:袁牧師你是否搞錯了?
[00:02:50.000 --> 00:02:55.000]  經文明明說是引用以賽亞書 不是《馬拉基書》
[00:02:55.000 --> 00:02:58.000]  但如果我們留意經文說的
[00:02:58.000 --> 00:03:03.000]  「我要差遣我的使者,在你的前面預備道路」
[00:03:03.000 --> 00:03:10.000]  這真真正正是從《馬拉基書》三章一節而引用的
[00:03:10.000 --> 00:03:15.000]  為何馬可會說是以賽亞書呢?
[00:03:15.000 --> 00:03:18.000]  我們再看一章三節
[00:03:18.000 --> 00:03:24.000]  「在曠野有人聲喊著說:預備主的道收直他的路」
[00:03:24.000 --> 00:03:26.000]  如果我們看到這裡的經文
[00:03:26.000 --> 00:03:30.000]  就是引用以賽亞書的四十章三節
[00:03:30.000 --> 00:03:35.000]  「有人聲喊著說:在曠野預備耶和華的路」
[00:03:35.000 --> 00:03:40.000]  我們看到其實原來馬可最重要的經文
[00:03:40.000 --> 00:03:46.000]  就是把注意力放在曠野喊叫出來的那一位
[00:03:46.000 --> 00:03:48.000]  那一位就是施洗約翰
[00:03:48.000 --> 00:03:51.000]  我們怎知道他的重心放在那裡呢?
[00:03:51.000 --> 00:03:54.000]  因為有一個小型的首尾結構
[00:03:54.000 --> 00:03:59.000]  一章二節、一章三節都說「預備道路、預備主的道」
[00:03:59.000 --> 00:04:02.000]  而在這兩節的經文當中
[00:04:02.000 --> 00:04:05.000]  就是首尾結構最中心、最重要的地方
[00:04:05.000 --> 00:04:09.000]  就是「在曠野有人聲喊著說」
[00:04:09.000 --> 00:04:12.000]  這一個所指的就是施洗約翰
[00:04:12.000 --> 00:04:16.000]  所以我們看到原來新約是有一個作風
[00:04:16.000 --> 00:04:21.000]  如果是引用多過一節的舊約經文
[00:04:21.000 --> 00:04:25.000]  就把那一節的經文歸給舊約書
[00:04:25.000 --> 00:04:30.000]  與他這節的經文當中的重心是最吻合的
[00:04:30.000 --> 00:04:34.000]  就把那一節的經文歸給舊約書
[00:04:34.000 --> 00:04:41.000]  所以我們看到馬可把這一節的經文歸給爾賽亞書
[00:04:41.000 --> 00:04:44.000]  但他也有引用到馬拉基書
[00:04:44.000 --> 00:04:47.000]  這個馬拉基書的背景
[00:04:47.000 --> 00:04:52.000]  我們說過馬拉基書、哈蓋書和撒加利亞書
[00:04:52.000 --> 00:04:56.000]  都是猶太人回歸之後才寫的先知書
[00:04:56.000 --> 00:05:03.000]  馬拉基書是要比哈蓋書和撒加利亞書遲了一百年
[00:05:03.000 --> 00:05:05.000]  在這一百年裡
[00:05:05.000 --> 00:05:09.000]  猶太人的生活環境已經變得更差
[00:05:09.000 --> 00:05:15.000]  雖然當時的城牆已經由尼希米先知帶領下
[00:05:15.000 --> 00:05:17.000]  已經被重建
[00:05:17.000 --> 00:05:23.000]  但很多的以色列人都不願意回到以色列
[00:05:23.000 --> 00:05:25.000]  原因很簡單
[00:05:25.000 --> 00:05:28.000]  我們都知道猶太人是多麼懂得做生意
[00:05:28.000 --> 00:05:32.000]  他們在國外巴比倫都成為很成功的商人
[00:05:32.000 --> 00:05:34.000]  都賺了很多錢
[00:05:34.000 --> 00:05:37.000]  所以他們都不願意回到以色列
[00:05:37.000 --> 00:05:42.000]  所以經文告訴我們耶路撒冷城仍然是荒涼
[00:05:42.000 --> 00:05:50.000]  另外我們看到聖殿也在哈蓋和撒加利亞先知的鼓勵下
[00:05:50.000 --> 00:05:52.000]  已經被重建
[00:05:52.000 --> 00:05:56.000]  但很可惜這個聖殿的規模很小
[00:05:56.000 --> 00:06:01.000]  比起當年所羅門王聖殿的榮耀光輝
[00:06:01.000 --> 00:06:03.000]  真是牛比比蚊比
[00:06:03.000 --> 00:06:04.000]  是沒得比的
[00:06:04.000 --> 00:06:07.000]  所以人民都非常灰心
[00:06:07.000 --> 00:06:10.000]  還有第三點就是所羅巴伯
[00:06:10.000 --> 00:06:12.000]  當我們說哈蓋書的時候
[00:06:12.000 --> 00:06:13.000]  我們都說過
[00:06:13.000 --> 00:06:16.000]  所羅巴伯是有王的血統
[00:06:16.000 --> 00:06:20.000]  但在波斯國的統治下
[00:06:20.000 --> 00:06:22.000]  他不能夠成為王
[00:06:22.000 --> 00:06:27.000]  因為波斯國不容許以色列人自己有自己的王
[00:06:27.000 --> 00:06:31.000]  所以我們看到他們是沒有王是沒有王宮
[00:06:31.000 --> 00:06:35.000]  他們的聖殿沒有以前的榮耀光輝
[00:06:35.000 --> 00:06:39.000]  他們的耶路撒冷城仍然是荒涼
[00:06:39.000 --> 00:06:42.000]  就是一個這樣的背景
[00:06:42.000 --> 00:06:49.000]  神差派馬拉基先知來跟以色列人傳講他的話語
[00:06:49.000 --> 00:06:52.000]  當時的以色列人都很失望
[00:06:52.000 --> 00:06:56.000]  但他們都記起神給他們的應許
[00:06:56.000 --> 00:06:59.000]  就是有尼塞亞的應許
[00:06:59.000 --> 00:07:01.000]  他們看到有很多先知書裏面
[00:07:01.000 --> 00:07:05.000]  例如在以西傑、耶利米和以塞亞書
[00:07:05.000 --> 00:07:11.000]  都有講到有尼塞亞的國度非常榮耀
[00:07:11.000 --> 00:07:14.000]  萬民都要來敬拜他們
[00:07:14.000 --> 00:07:17.000]  他們說這些應許在哪裏?
[00:07:17.000 --> 00:07:19.000]  他們開始埋怨神
[00:07:19.000 --> 00:07:23.000]  這個很像我們現在的基督徒
[00:07:23.000 --> 00:07:25.000]  當現在很多的基督徒
[00:07:25.000 --> 00:07:27.000]  當我們有些甚麼困難
[00:07:27.000 --> 00:07:29.000]  有些甚麼不如意的事
[00:07:29.000 --> 00:07:32.000]  我們就會問神的應許在哪裏?
[00:07:32.000 --> 00:07:38.000]  為甚麼我們的困境、我們的困難比非基督徒重要多?
[00:07:38.000 --> 00:07:43.000]  猶太人其實學到一個很寶貴的教訓
[00:07:43.000 --> 00:07:49.000]  就是他們知道他們被驅逐、被擄、亡國的原因
[00:07:49.000 --> 00:07:51.000]  就是因為他們拜偶像
[00:07:51.000 --> 00:07:54.000]  所以當他們回到以色列之後
[00:07:54.000 --> 00:07:56.000]  他們沒有再拜偶像
[00:07:56.000 --> 00:07:58.000]  但是有一樣東西很糟糕
[00:07:58.000 --> 00:08:02.000]  就是他們的信仰仍然變得更差
[00:08:02.000 --> 00:08:04.000]  他們變得很公式化
[00:08:04.000 --> 00:08:07.000]  他們變得很外在化
[00:08:07.000 --> 00:08:10.000]  這些外在化、公式化的信仰
[00:08:10.000 --> 00:08:12.000]  在耶穌基督在世的時候
[00:08:12.000 --> 00:08:15.000]  都是非常針對這些猶太人
[00:08:15.000 --> 00:08:19.000]  他們的敬拜變得得過且過
[00:08:19.000 --> 00:08:22.000]  他們的信仰出現問題的時候
[00:08:22.000 --> 00:08:25.000]  他們的道德觀念也出現了問題
[00:08:25.000 --> 00:08:29.000]  那些人民開始和自己的妻子離婚
[00:08:29.000 --> 00:08:31.000]  他們是優妻
[00:08:31.000 --> 00:08:34.000]  他們開始娶外邦人為妻子
[00:08:34.000 --> 00:08:37.000]  他們的敬拜、他們的侍奉都不能夠投入
[00:08:37.000 --> 00:08:39.000]  他們都不能夠毀身
[00:08:39.000 --> 00:08:46.000]  甚至他們的領袖、那些祭司都是一樣
[00:08:46.000 --> 00:08:47.000]  都是犯罪
[00:08:47.000 --> 00:08:50.000]  這個正是在尼希米書裏面
[00:08:50.000 --> 00:08:53.000]  尼希米先知所遇到的一樣問題
[00:08:53.000 --> 00:08:57.000]  我們知道馬拉基先知
[00:08:57.000 --> 00:09:00.000]  在馬拉基斯書裏面指出
[00:09:00.000 --> 00:09:02.000]  你們猶太人
[00:09:02.000 --> 00:09:05.000]  你們常說自己有困境、有苦難
[00:09:05.000 --> 00:09:06.000]  馬拉基先知說
[00:09:06.000 --> 00:09:10.000]  你們知不知道你們的困境、你們的苦難
[00:09:10.000 --> 00:09:12.000]  就是因為你們的罪
[00:09:12.000 --> 00:09:15.000]  以致你們有這樣的處境
[00:09:15.000 --> 00:09:19.000]  馬拉基斯的語氣
[00:09:19.000 --> 00:09:26.000]  我們見到馬拉基斯是用一個問答式的辦法來寫成
[00:09:26.000 --> 00:09:29.000]  馬拉基會代替神說一些話
[00:09:29.000 --> 00:09:31.000]  然後人民就會回答
[00:09:31.000 --> 00:09:33.000]  就是一問一答
[00:09:33.000 --> 00:09:35.000]  有些像是自言自語
[00:09:35.000 --> 00:09:37.000]  在這個經文裏面
[00:09:37.000 --> 00:09:40.000]  我們見到有一個法庭式的對話
[00:09:40.000 --> 00:09:43.000]  這個法庭式的對話
[00:09:43.000 --> 00:09:46.000]  在另外一部十二仙之書裏面
[00:09:46.000 --> 00:09:47.000]  我們也見過
[00:09:47.000 --> 00:09:50.000]  這部就是尼加書第六章
[00:09:50.000 --> 00:09:57.000]  一般的神學家對於馬拉基斯裏面的語氣
[00:09:57.000 --> 00:09:59.000]  是分開有兩派
[00:09:59.000 --> 00:10:04.000]  有一派是像馬右祖在書裏面的舊約蓋倫
[00:10:04.000 --> 00:10:06.000]  他說神的話語是非常之嚴厲
[00:10:06.000 --> 00:10:09.000]  他說是非常之毫不留情
[00:10:09.000 --> 00:10:10.000]  是針鋒相對
[00:10:10.000 --> 00:10:14.000]  但是也有一派的神學家或者牧師
[00:10:14.000 --> 00:10:16.000]  他們會粉飾太平
[00:10:16.000 --> 00:10:19.000]  他們說其實神的話語都不是這麼嚴厲
[00:10:19.000 --> 00:10:25.000]  其實神和以色列人不可以說是真論或者是真辯
[00:10:25.000 --> 00:10:29.000]  最好的辦法就是我們自己來看一下這個內容
[00:10:29.000 --> 00:10:32.000]  其實我們可以從兩個角度來看
[00:10:32.000 --> 00:10:36.000]  一個就是內政就是經文本身
[00:10:36.000 --> 00:10:38.000]  另外一個就是外政
[00:10:38.000 --> 00:10:42.000]  在經文以外我們可以看得到一些蛛絲馬跡
[00:10:42.000 --> 00:10:44.000]  我們先看內政
[00:10:44.000 --> 00:10:50.000]  內政最代表的經文就是馬拉基斯二章三節
[00:10:50.000 --> 00:10:53.000]  經文說「我必斥責你們的種子
[00:10:53.000 --> 00:10:55.000]  又把你們犧牲的糞
[00:10:55.000 --> 00:10:57.000]  抹在你們的臉上
[00:10:57.000 --> 00:11:00.000]  你們要與糞一同除掉」
[00:11:00.000 --> 00:11:04.000]  這裡神是說到糞便
[00:11:04.000 --> 00:11:06.000]  米田共
[00:11:06.000 --> 00:11:09.000]  令我想起唐伯虎那齣戲
[00:11:09.000 --> 00:11:11.000]  他幫一個船夫起名
[00:11:11.000 --> 00:11:13.000]  他又不是那麼喜歡那個船夫
[00:11:13.000 --> 00:11:15.000]  幫他起了一個名叫米田共
[00:11:15.000 --> 00:11:18.000]  又有米又有田加在一起
[00:11:18.000 --> 00:11:20.000]  那個船夫都不知道多開心
[00:11:20.000 --> 00:11:23.000]  原來唐伯虎在罵他
[00:11:23.000 --> 00:11:25.000]  給他一個這樣的名字
[00:11:25.000 --> 00:11:26.000]  這裡也是一樣
[00:11:26.000 --> 00:11:29.000]  神用到糞便來與以色列人講話
[00:11:29.000 --> 00:11:33.000]  還要把糞便抹在他們的臉上
[00:11:33.000 --> 00:11:36.000]  另外我們可以看到外政
[00:11:36.000 --> 00:11:39.000]  外政就是在聖經以外的證明
[00:11:39.000 --> 00:11:42.000]  我們看到在馬拉基斯之後
[00:11:42.000 --> 00:11:46.000]  有400年沒有與以色列人講過任何話
[00:11:46.000 --> 00:11:50.000]  直至有人聲曠野喊叫
[00:11:50.000 --> 00:11:52.000]  這就是屍逝約翰
[00:11:52.000 --> 00:11:59.000]  我們看到這六個部分宮廷式的對話
[00:11:59.000 --> 00:12:01.000]  馬拉基說了一句話
[00:12:01.000 --> 00:12:04.000]  然後代表以色列人又說了一句話
[00:12:04.000 --> 00:12:07.000]  這些對話非常激烈
[00:12:07.000 --> 00:12:10.000]  在《述語經文》裡有七次提出
[00:12:10.000 --> 00:12:12.000]  那些人民問神
[00:12:12.000 --> 00:12:15.000]  他們說我們在何事上得罪了你
[00:12:15.000 --> 00:12:18.000]  我們在何事上做了這一切
[00:12:18.000 --> 00:12:21.000]  如果你看中文聖經的版本
[00:12:21.000 --> 00:12:23.000]  你只能夠找到五個
[00:12:23.000 --> 00:12:25.000]  你找不到七個
[00:12:25.000 --> 00:12:26.000]  其餘那兩次的
[00:12:26.000 --> 00:12:31.000]  在《馬拉基書》的三章七節和三章十三節
[00:12:31.000 --> 00:12:35.000]  讓我們一起來看看第一個真論
[00:12:35.000 --> 00:12:41.000]  我叫今天的這篇道是神的信佛和神的慈愛
[00:12:41.000 --> 00:12:43.000]  如果我們不明白神的愛
[00:12:43.000 --> 00:12:45.000]  其他一切都是白費心機
[00:12:45.000 --> 00:12:46.000]  不用說
[00:12:46.000 --> 00:12:48.000]  我們真的要知道
[00:12:48.000 --> 00:12:50.000]  我們這位神是愛我們的神
[00:12:50.000 --> 00:12:53.000]  在《馬拉基書》的一章二節
[00:12:53.000 --> 00:12:56.000]  經文說:我曾愛你們
[00:12:56.000 --> 00:13:00.000]  你們卻說:你在何事上愛我們呢?
[00:13:00.000 --> 00:13:04.000]  這裡中文和合本是畫蛇添足
[00:13:04.000 --> 00:13:06.000]  加了一個「曾」字
[00:13:06.000 --> 00:13:08.000]  我曾愛你們
[00:13:08.000 --> 00:13:11.000]  好像神說:我以前愛你們
[00:13:11.000 --> 00:13:12.000]  我現在不愛你們
[00:13:12.000 --> 00:13:15.000]  我們知道我們這位神是永遠不變
[00:13:15.000 --> 00:13:17.000]  所以這裡不是這個意思
[00:13:17.000 --> 00:13:22.000]  令我記起一位基督徒
[00:13:22.000 --> 00:13:24.000]  他說了一個笑話
[00:13:24.000 --> 00:13:27.000]  他說:好在神在創造宇宙之先
[00:13:27.000 --> 00:13:29.000]  已經揀選了我
[00:13:29.000 --> 00:13:32.000]  如果現在看到我的人是這樣
[00:13:32.000 --> 00:13:34.000]  神肯定不會揀選我
[00:13:34.000 --> 00:13:36.000]  這只不過是開玩笑
[00:13:36.000 --> 00:13:39.000]  我們知道神以前揀選我們
[00:13:39.000 --> 00:13:42.000]  現在同樣是揀選我們
[00:13:42.000 --> 00:13:46.000]  這也令我想起《俄巴底亞書》
[00:13:46.000 --> 00:13:50.000]  《俄巴底亞書》的主題
[00:13:50.000 --> 00:13:53.000]  就是神的揀選和人的責任
[00:13:53.000 --> 00:13:57.000]  我們看到《十二仙之書》也有連帶的關係
[00:13:57.000 --> 00:14:00.000]  在《生命記》七章七至八節
[00:14:00.000 --> 00:14:02.000]  神和以色列人說
[00:14:02.000 --> 00:14:06.000]  我揀選你們不是因為你們做了甚麼
[00:14:06.000 --> 00:14:08.000]  不是因為你們人數多
[00:14:08.000 --> 00:14:11.000]  其實你們在萬民中是最少的
[00:14:11.000 --> 00:14:14.000]  我揀選你們是因為我愛你們
[00:14:14.000 --> 00:14:19.000]  我是救贖你們脫離埃及法老王的手
[00:14:19.000 --> 00:14:22.000]  在《索河西亞書》十一章四節
[00:14:22.000 --> 00:14:26.000]  神說我用慈、誠、哀、索來牽引你們
[00:14:26.000 --> 00:14:29.000]  神說我甚至將食物放在你們面前
[00:14:29.000 --> 00:14:32.000]  來餵養你們
[00:14:32.000 --> 00:14:35.000]  我們看到神對以色列人真是無微不至
[00:14:35.000 --> 00:14:38.000]  神對我們基督徒也是一樣
[00:14:38.000 --> 00:14:40.000]  都是無微不至
[00:14:40.000 --> 00:14:43.000]  在第二個真論
[00:14:43.000 --> 00:14:46.000]  我們看到第一個真論就是
[00:14:46.000 --> 00:14:48.000]  神說我愛你們
[00:14:48.000 --> 00:14:50.000]  以色列人說你怎樣愛我們
[00:14:50.000 --> 00:14:52.000]  你看看我們現在還在困境裡
[00:14:52.000 --> 00:14:54.000]  你怎麼可以說你愛我們
[00:14:54.000 --> 00:14:56.000]  在第二個真論
[00:14:56.000 --> 00:14:58.000]  我們看到有關祭司
[00:14:58.000 --> 00:15:01.000]  祭司的侍奉出現了問題
