
[00:00:00.000 --> 00:00:06.560]  這次就跟大家看《勞家福音》
[00:00:06.560 --> 00:00:11.680]  大家需要有一本聖經
[00:00:11.680 --> 00:00:13.440]  因為真的會看《勞家福音》
[00:00:13.440 --> 00:00:17.840]  當然不是一天一晚跟大家看完《勞家福音》
[00:00:17.840 --> 00:00:19.440]  做不到的
[00:00:19.440 --> 00:00:23.440]  但是會看裡面一些的
[00:00:23.440 --> 00:00:25.200]  會抽一些的事件
[00:00:25.200 --> 00:00:27.200]  或者一些的主題
[00:00:27.200 --> 00:00:30.960]  或者一些主耶穌的教導那裡來看
[00:00:30.960 --> 00:00:32.960]  所以有一本聖經在手就OK
[00:00:32.960 --> 00:00:36.400]  我知道現在有些年輕頂尖小妹就在聖經
[00:00:36.400 --> 00:00:38.400]  就在手機那裡
[00:00:38.400 --> 00:00:40.400]  這些叫做性俗不分
[00:00:40.400 --> 00:00:43.200]  因為手機還有很多其他東西混在一起
[00:00:43.200 --> 00:00:46.400]  以前就說聖經是分開的一本
[00:00:46.400 --> 00:00:48.400]  但是你知道香港又沒有地方
[00:00:48.400 --> 00:00:49.760]  家裡又沒有地方放
[00:00:49.760 --> 00:00:51.040]  聖經又這麼厚
[00:00:51.040 --> 00:00:54.320]  你買多兩個版本你都搞不定家裡
[00:00:54.320 --> 00:00:58.960]  所以我們是上帝給我們聰明智慧
[00:00:58.960 --> 00:01:01.760]  雖然手機什麼都有
[00:01:01.760 --> 00:01:03.280]  但是多放一本聖經在這裡
[00:01:03.280 --> 00:01:05.280]  性化手機都是好的
[00:01:05.280 --> 00:01:08.000]  你不要倒過來想
[00:01:08.000 --> 00:01:10.000]  把聖經逐化了
[00:01:10.000 --> 00:01:12.000]  把聖經混在一起
[00:01:12.000 --> 00:01:14.000]  你可以倒過來
[00:01:14.000 --> 00:01:15.520]  有本聖經在裡面
[00:01:15.520 --> 00:01:17.520]  下載了幾個版本
[00:01:17.520 --> 00:01:19.520]  性化了你的手機
