
[00:00:00.000 --> 00:00:08.320]  我們讀十誡慢慢來到下半
[00:00:08.320 --> 00:00:11.000]  我不知道每一次讀
[00:00:11.000 --> 00:00:17.080]  你聽的時候心裏有沒有什麼回應
[00:00:17.080 --> 00:00:22.920]  其實有教會是每個主人都讀十誡的
[00:00:22.920 --> 00:00:26.320]  還要站起來聽
[00:00:26.320 --> 00:00:32.600]  讀完之後還要有個電風琴彈一段很美的音樂
[00:00:32.600 --> 00:00:35.400]  大家一起唱阿們
[00:00:35.400 --> 00:00:41.600]  這是以色列人神的子民在西大山聽
[00:00:41.600 --> 00:00:47.160]  上帝吩咐十句說話的情景
[00:00:47.160 --> 00:00:52.280]  我相信更加轟動更加深刻
[00:00:52.280 --> 00:00:55.400]  聽我們需要明白
[00:00:55.400 --> 00:00:59.320]  明白就不只是這十句說話
[00:00:59.320 --> 00:01:03.880]  起碼在聖經裏面的教導幫助我們
[00:01:03.880 --> 00:01:06.440]  這只是一個撮要
[00:01:06.440 --> 00:01:08.200]  是一個提綱
[00:01:08.200 --> 00:01:10.200]  每一個星期提醒我們
[00:01:10.200 --> 00:01:16.120]  上帝關心你和我生命當中不同的部分
[00:01:16.120 --> 00:01:17.440]  我們再說
[00:01:17.440 --> 00:01:18.440]  不怕沉氣
[00:01:18.440 --> 00:01:22.040]  十誡不是規條
[00:01:22.040 --> 00:01:23.560]  是釋放
[00:01:23.560 --> 00:01:29.200]  上帝讓我們過豐盛的生命
[00:01:29.200 --> 00:01:31.920]  在不同的範疇
[00:01:31.920 --> 00:01:34.520]  在不同的領域上
[00:01:34.520 --> 00:01:36.040]  祂幫助我們
[00:01:36.040 --> 00:01:39.880]  解開一些我們的死結
[00:01:39.880 --> 00:01:41.760]  所以聖經的教導
[00:01:41.760 --> 00:01:44.480]  其實由《創世紀》到《啟示錄》
[00:01:44.480 --> 00:01:47.840]  十誡是其中一個綱要
[00:01:47.840 --> 00:01:50.320]  一個撮要
[00:01:50.320 --> 00:01:52.640]  不可奸淫
[00:01:52.640 --> 00:01:54.640]  我們的反應是知道了
[00:01:54.640 --> 00:01:55.840]  行了
[00:01:55.840 --> 00:01:57.840]  不會的了
[00:01:57.840 --> 00:02:00.800]  所以我今天聖餐不能長氣
[00:02:00.800 --> 00:02:03.800]  我先把結論告訴你
[00:02:03.800 --> 00:02:06.520]  然後回頭看看說了多少
[00:02:06.520 --> 00:02:09.840]  說不完的你也知道結論
[00:02:09.840 --> 00:02:11.840]  四個重點
[00:02:11.840 --> 00:02:13.840]  第一
[00:02:13.840 --> 00:02:21.520]  婚姻在人生當中不是必然的
[00:02:21.520 --> 00:02:27.600]  或者用比較直接的說法
[00:02:27.600 --> 00:02:29.360]  今天加拿大也很直接
[00:02:29.360 --> 00:02:30.640]  《後條新聞》的了
[00:02:30.640 --> 00:02:34.320]  上大字標題的了
[00:02:34.320 --> 00:02:36.800]  男女關係
[00:02:36.800 --> 00:02:43.280]  性在人生當中不是必然的
[00:02:43.280 --> 00:02:45.280]  這是第一點
[00:02:45.280 --> 00:02:46.880]  第二
[00:02:46.880 --> 00:02:48.080]  坐穩一點
[00:02:48.080 --> 00:02:49.200]  戴安全帶
[00:02:49.200 --> 00:02:56.560]  婚姻的關係沒有保證幸福的
[00:02:56.560 --> 00:03:03.600]  或者大多數婚姻的關係都是痛苦的
[00:03:03.600 --> 00:03:05.600]  不是我說的
[00:03:05.600 --> 00:03:06.800]  你當然是啦
[00:03:06.800 --> 00:03:07.600]  你不行
[00:03:07.600 --> 00:03:11.280]  或者你家家有本難念的經
[00:03:11.280 --> 00:03:14.400]  你不要把自己的經驗擴散出來
[00:03:14.400 --> 00:03:15.440]  聖經說的
[00:03:15.440 --> 00:03:17.600]  所以有時間我和你提
[00:03:17.600 --> 00:03:19.600]  第三
[00:03:19.600 --> 00:03:22.080]  聖經提醒我們
[00:03:22.080 --> 00:03:27.840]  怎樣面對事態
[00:03:27.840 --> 00:03:30.640]  這是第三點
[00:03:30.640 --> 00:03:32.640]  這是事態
[00:03:32.640 --> 00:03:33.840]  這是日有
[00:03:33.840 --> 00:03:35.840]  這不是權利
[00:03:35.840 --> 00:03:37.840]  這是必然
[00:03:37.840 --> 00:03:39.840]  我的享受
[00:03:39.840 --> 00:03:41.840]  我有權
[00:03:41.840 --> 00:03:43.840]  上帝創造我
[00:03:43.840 --> 00:03:45.840]  有這個本能
[00:03:45.840 --> 00:03:47.040]  所以我要去運用
[00:03:47.040 --> 00:03:49.040]  不是這是事態
[00:03:49.040 --> 00:03:51.040]  這是人有不可奸淫
[00:03:51.040 --> 00:03:56.000]  聖經有教我們怎樣面對這個事態
[00:03:56.000 --> 00:03:58.000]  最後如果有時間
[00:03:58.000 --> 00:04:00.000]  我不知道
[00:04:00.000 --> 00:04:02.000]  聖經甚至有幫助我們
[00:04:02.000 --> 00:04:06.000]  如果這是我們的軟弱
[00:04:06.000 --> 00:04:10.000]  我們怎樣去勝過
[00:04:10.000 --> 00:04:14.000]  再說最基本的一點
[00:04:14.000 --> 00:04:18.000]  你記得耶穌有一次被法利塞人
[00:04:18.000 --> 00:04:22.000]  問他關於離婚的問題
[00:04:22.000 --> 00:04:26.000]  在《馬太福音》記載耶穌的回答十九章
[00:04:26.000 --> 00:04:28.000]  我們不詳細讀了
[00:04:28.000 --> 00:04:30.000]  不過你一定有印象
[00:04:30.000 --> 00:04:32.000]  耶穌在那次就用創世紀
[00:04:32.000 --> 00:04:36.000]  來回答猶太人的領袖的信文
[00:04:36.000 --> 00:04:40.000]  耶穌說神所配合的
[00:04:40.000 --> 00:04:42.000]  人不能分開
[00:04:42.000 --> 00:04:46.000]  起初神做人是做男做女
[00:04:46.000 --> 00:04:48.000]  因此人要離開父母
[00:04:48.000 --> 00:04:50.000]  與妻子連合
[00:04:50.000 --> 00:04:52.000]  二人成為一體
[00:04:52.000 --> 00:04:56.000]  我們只記得這一句
[00:04:56.000 --> 00:04:58.000]  所以耶穌說婚姻是神職的
[00:04:58.000 --> 00:05:00.000]  是上帝所配合的
[00:05:00.000 --> 00:05:02.000]  在婚禮裏面
[00:05:02.000 --> 00:05:04.000]  我們多數聽的講道
[00:05:04.000 --> 00:05:06.000]  都是說這一句
[00:05:06.000 --> 00:05:08.000]  於是單身的弟兄姊妹
[00:05:08.000 --> 00:05:10.000]  那又怎樣算呢
[00:05:10.000 --> 00:05:12.000]  我們忘記了耶穌還未講完
[00:05:12.000 --> 00:05:16.000]  不過下半段所講的
[00:05:16.000 --> 00:05:18.000]  耶穌警告
[00:05:18.000 --> 00:05:20.000]  耶穌說跟著我講的話
[00:05:20.000 --> 00:05:24.000]  其實不是人人都能夠領受的
[00:05:24.000 --> 00:05:28.000]  因為當耶穌討論完離婚的問題之後
[00:05:28.000 --> 00:05:30.000]  門徒有個問題
[00:05:30.000 --> 00:05:34.000]  如果人和妻子既是這樣
[00:05:34.000 --> 00:05:36.000]  如果婚姻是這樣
[00:05:36.000 --> 00:05:38.000]  這樣倒不如不娶
[00:05:38.000 --> 00:05:40.000]  不如不結婚
[00:05:40.000 --> 00:05:42.000]  為何會弄到這樣的問題呢
[00:05:42.000 --> 00:05:46.000]  你看看前面耶穌和派利索尼的討論
[00:05:46.000 --> 00:05:48.000]  耶穌的答案不是說
[00:05:48.000 --> 00:05:50.000]  你搞錯了
