
[00:00:00.000 --> 00:00:05.520]  各位大英姐妹平安
[00:00:05.520 --> 00:00:08.400]  我提醒大家
[00:00:08.400 --> 00:00:09.600]  如果可以的话
[00:00:09.600 --> 00:00:11.280]  最好打开你的圣经
[00:00:11.280 --> 00:00:18.080]  看《全部书》第九章第二节到十二节
[00:00:18.080 --> 00:00:20.400]  因为看着经文
[00:00:20.400 --> 00:00:23.440]  就会比较明白我所说的
[00:00:23.440 --> 00:00:25.600]  同样的
[00:00:25.600 --> 00:00:26.880]  像我以往一样
[00:00:26.880 --> 00:00:28.480]  如果大家可以打开镜头
[00:00:28.480 --> 00:00:30.480]  就会帮助我
[00:00:30.480 --> 00:00:32.960]  不会说得太累
[00:00:32.960 --> 00:00:36.640]  我发现看不见人会有点力
[00:00:36.640 --> 00:00:39.040]  看不见就会辛苦一点
[00:00:39.040 --> 00:00:42.160]  所以多谢有人打开你的镜头
[00:00:42.160 --> 00:00:44.160]  让我看到
[00:00:44.160 --> 00:00:47.360]  刚才主席提到
[00:00:47.360 --> 00:00:52.000]  我在2022年2月20号
[00:00:52.000 --> 00:00:56.480]  开始讲《全部书》
[00:00:56.480 --> 00:01:00.960]  讲到第十堂
[00:01:00.960 --> 00:01:04.000]  我想你们听都不容易
[00:01:04.000 --> 00:01:05.440]  我不知道你们觉得怎么样
[00:01:05.440 --> 00:01:07.760]  因为没什么人给我很多反应
[00:01:07.760 --> 00:01:10.000]  我又没特别问大家
[00:01:10.000 --> 00:01:12.800]  不知道大家说得清楚不清楚
[00:01:12.800 --> 00:01:15.440]  到不到位我都不知道
[00:01:15.440 --> 00:01:19.200]  第一堂讲的是人生摩天轮
[00:01:19.200 --> 00:01:20.720]  有上有落
[00:01:20.720 --> 00:01:23.520]  第二堂就开始入席题
[00:01:23.520 --> 00:01:28.000]  提到劳碌劳苦定时定期
[00:01:28.000 --> 00:01:31.520]  安分安眠结伴听血
[00:01:31.520 --> 00:01:34.240]  敬畏欺压知足满足
[00:01:34.240 --> 00:01:37.920]  自慰愚昧知道不知
[00:01:37.920 --> 00:01:40.000]  每次都说给大家听
[00:01:40.000 --> 00:01:43.840]  最后有一个重温和总结
[00:01:43.840 --> 00:01:45.600]  给大家看的
[00:01:45.600 --> 00:01:48.480]  不是给大家放在一边
[00:01:48.480 --> 00:01:50.480]  希望大家有机会都温一温
[00:01:50.480 --> 00:01:54.000]  今天讲的题目叫必死定期
[00:01:54.000 --> 00:02:00.400]  还有四堂在12月4号讲完《全部书》
[00:02:00.400 --> 00:02:04.320]  今天讲的题目叫必死定期
[00:02:04.320 --> 00:02:06.320]  其实我这个人
[00:02:06.320 --> 00:02:09.920]  不知道你们看不看得出
[00:02:09.920 --> 00:02:17.120]  我这个人以前是很贪玩
[00:02:17.120 --> 00:02:19.760]  可能现在你们看得出我也是很贪玩
[00:02:19.760 --> 00:02:22.880]  第二就是我很怕死
[00:02:22.880 --> 00:02:24.880]  不知道你们看不看得出
[00:02:24.880 --> 00:02:27.440]  现在的我和以前很不同
[00:02:27.440 --> 00:02:29.680]  以前我很怕死
[00:02:29.680 --> 00:02:30.960]  因为我很贪玩
[00:02:30.960 --> 00:02:34.800]  现在我不是很贪玩
[00:02:34.800 --> 00:02:37.040]  但我仍然很享受人生
[00:02:37.040 --> 00:02:39.600]  但我不会惧怕死亡
[00:02:39.600 --> 00:02:43.040]  以前我是贪玩到个地步
[00:02:43.040 --> 00:02:44.400]  怕死到个地步
[00:02:44.400 --> 00:02:45.600]  我什么都不明白
[00:02:45.600 --> 00:02:48.480]  今天我虽然明白人会死
[00:02:48.480 --> 00:02:50.480]  但我不像以前那样
[00:02:50.480 --> 00:02:53.600]  那么害怕或者有恐惧
[00:02:53.600 --> 00:02:56.000]  而是明白人生必经
[00:02:56.000 --> 00:03:00.640]  反而我会很谨慎用我的人生过我的人生
[00:03:00.640 --> 00:03:03.600]  我记得在2010年的时候
[00:03:03.600 --> 00:03:07.520]  我曾经在你们当中讲过一篇报道的信息
[00:03:07.520 --> 00:03:09.840]  就是和基因敬拜一起
[00:03:09.840 --> 00:03:12.320]  题目叫一生何求
[00:03:12.320 --> 00:03:16.080]  我记得那次我提过有一个叫死亡时钟
[00:03:16.080 --> 00:03:19.360]  如果你在12年前就会记得
[00:03:19.360 --> 00:03:22.960]  我说在网上有一个叫死亡时钟
[00:03:22.960 --> 00:03:24.800]  如果你想知道你什么时候死
[00:03:24.800 --> 00:03:29.680]  你进入这个链接里
[00:03:29.680 --> 00:03:32.960]  你就可以知道大概什么时候会死
[00:03:32.960 --> 00:03:37.040]  主要是叫你打入你的出生日期
[00:03:37.040 --> 00:03:38.480]  你的体重
[00:03:38.480 --> 00:03:41.840]  你的身高
[00:03:41.840 --> 00:03:44.480]  他又会帮你计算你的BMI
[00:03:44.480 --> 00:03:48.000]  他会问你一些生活的习惯
[00:03:48.000 --> 00:03:49.760]  全部都进入
[00:03:49.760 --> 00:03:52.160]  他会告诉你你应该什么时候死
[00:03:52.160 --> 00:03:55.680]  我记得我2012年做的时候
[00:03:55.680 --> 00:04:00.000]  我应该死的日期是2030年6月29号
[00:04:00.000 --> 00:04:01.920]  原来不是很远
[00:04:01.920 --> 00:04:04.400]  还有八年左右
[00:04:04.400 --> 00:04:07.840]  我最近因为我要讲这篇报道
[00:04:07.840 --> 00:04:10.560]  我就再进去看死亡时钟
[00:04:10.560 --> 00:04:12.640]  又再放一些资料进去
[00:04:12.640 --> 00:04:18.800]  他告诉我应该是2030年6月30号死
[00:04:18.800 --> 00:04:20.320]  多了一天
[00:04:20.320 --> 00:04:23.360]  同时在死亡时钟旁边
[00:04:23.360 --> 00:04:25.920]  有一个倒数秒钟
[00:04:25.920 --> 00:04:28.000]  告诉我有多少秒的人生
[00:04:28.000 --> 00:04:30.320]  我写这篇报道的时候
[00:04:30.320 --> 00:04:32.720]  刚刚打出来我写下的
[00:04:32.720 --> 00:04:38.240]  就是2亿5628万8855秒
[00:04:38.240 --> 00:04:39.920]  现在少了很多
[00:04:39.920 --> 00:04:44.400]  因为我写完这篇报道已经有好几天了
[00:04:44.400 --> 00:04:47.920]  我记得我看着倒数秒钟
[00:04:47.920 --> 00:04:50.160]  我一直在写这篇报道的时候
[00:04:50.160 --> 00:04:52.720]  倒数秒钟一直在减少
[00:04:52.720 --> 00:04:53.680]  我看着看着
[00:04:53.680 --> 00:04:55.600]  他这个网站很坏的
[00:04:55.600 --> 00:04:57.520]  他有个骷髅头在前面
[00:04:57.520 --> 00:04:59.120]  下面是倒数秒钟
[00:04:59.120 --> 00:05:00.880]  后来我写着写着
[00:05:00.880 --> 00:05:01.920]  哎呀不要看了
[00:05:01.920 --> 00:05:04.400]  如果看了我会减少
[00:05:04.400 --> 00:05:06.160]  他又死得快一点
[00:05:06.160 --> 00:05:07.760]  我不想再看了
[00:05:07.760 --> 00:05:11.600]  你会发现2亿5628万秒
[00:05:11.600 --> 00:05:13.360]  你可以说很多
[00:05:13.360 --> 00:05:16.000]  但是我告诉你一定会有
[00:05:16.000 --> 00:05:21.520]  如果我真的2030年6月30号离开这个世界
[00:05:21.520 --> 00:05:22.800]  没人知道的
[00:05:22.800 --> 00:05:26.080]  所以题目叫必死和定期
[00:05:26.080 --> 00:05:26.960]  两样东西
[00:05:26.960 --> 00:05:28.000]  你看全道书
[00:05:28.000 --> 00:05:29.840]  刚刚我叫你看第九章
[00:05:29.840 --> 00:05:34.400]  第九章第五节
[00:05:34.400 --> 00:05:38.880]  他说活着的人知道必死
[00:05:38.880 --> 00:05:40.480]  然后你看到下面
[00:05:40.480 --> 00:05:42.080]  第十二节说什么呢
[00:05:42.080 --> 00:05:47.200]  他说原来人也不知道自己的定期
[00:05:47.200 --> 00:05:48.960]  人是一定死
[00:05:48.960 --> 00:05:50.320]  这个是人都知道的
[00:05:50.320 --> 00:05:53.920]  但是没人知道什么时候死
[00:05:53.920 --> 00:05:55.840]  必死是必然的
[00:05:55.840 --> 00:05:58.320]  定期是不知道的
[00:05:58.320 --> 00:05:59.840]  所以这个就是人生
[00:05:59.840 --> 00:06:01.200]  这个就是人生
[00:06:01.200 --> 00:06:03.120]  我很喜欢诗篇90篇
[00:06:03.120 --> 00:06:04.640]  摩西死的诗篇
[00:06:04.640 --> 00:06:07.600]  其中一篇圣经我常常和别人分享
[00:06:07.600 --> 00:06:09.520]  我常常问别人一个问题
[00:06:09.520 --> 00:06:11.120]  这个圣经怎么说呢
[00:06:11.120 --> 00:06:13.200]  他说求你指教我们
[00:06:13.200 --> 00:06:15.280]  如何数算自己的日子
[00:06:15.280 --> 00:06:18.240]  好叫我们得着智慧的心
[00:06:18.240 --> 00:06:22.800]  这个话可以说是我人生的一个金句
[00:06:22.800 --> 00:06:25.120]  提醒我求神教我
[00:06:25.120 --> 00:06:26.800]  如何数我的日子
[00:06:26.800 --> 00:06:29.120]  好叫我得着智慧的心
[00:06:29.120 --> 00:06:31.840]  我发现我常常思考经文
[00:06:31.840 --> 00:06:35.440]  告诉我不是求神让我有智慧
[00:06:35.440 --> 00:06:36.960]  去数我的日子
[00:06:36.960 --> 00:06:39.520]  而是求神教我去数日子
[00:06:39.520 --> 00:06:42.720]  以致我有智慧
[00:06:42.720 --> 00:06:45.680]  我发现这句话很有意思
[00:06:45.680 --> 00:06:49.120]  求你教我如何数日子
[00:06:49.120 --> 00:06:50.800]  以致可以有智慧
[00:06:50.800 --> 00:06:53.280]  所以在《大纲》里我写了一句话
[00:06:53.280 --> 00:06:55.280]  人如何数日子呢
[00:06:55.280 --> 00:06:58.320]  人只可以数已过的日子
[00:06:58.320 --> 00:07:01.760]  人不可以数未来的日子
[00:07:01.760 --> 00:07:03.040]  未过的日子
[00:07:03.040 --> 00:07:05.600]  这个就是智慧
[00:07:05.600 --> 00:07:07.520]  什么意思呢
[00:07:07.520 --> 00:07:09.600]  我可以知道我过了多少年
[00:07:09.600 --> 00:07:12.640]  我还有几天就过生日了
[00:07:12.640 --> 00:07:14.800]  我知道我过了多少年
[00:07:14.800 --> 00:07:16.160]  我知道我过了多少岁
[00:07:16.160 --> 00:07:19.360]  但我不知道我还有多少年
[00:07:19.360 --> 00:07:20.720]  我还有多少岁
[00:07:20.720 --> 00:07:21.760]  我真的不知道
[00:07:21.760 --> 00:07:24.960]  上一堂知和不知里面
[00:07:24.960 --> 00:07:26.400]  我都提到人一定死
[00:07:26.400 --> 00:07:28.640]  我说人对将来没有把握
[00:07:28.640 --> 00:07:30.240]  因为不知道什么时候死
[00:07:30.240 --> 00:07:32.800]  人对现在要掌握
[00:07:32.800 --> 00:07:34.320]  因为一定死
[00:07:34.320 --> 00:07:36.000]  我认识两种人
[00:07:36.000 --> 00:07:38.240]  一种人都是我亲戚
[00:07:38.240 --> 00:07:41.120]  一种人拼命存钱
[00:07:41.120 --> 00:07:43.360]  我说你存那么多钱干什么呢
[00:07:43.360 --> 00:07:44.800]  其实他已经存了很多钱
[00:07:44.800 --> 00:07:46.880]  他说因为我不知道我什么时候死
[00:07:46.880 --> 00:07:49.200]  我另一个亲人怎么跟我说呢
[00:07:49.200 --> 00:07:50.720]  他很喜欢花钱
[00:07:50.720 --> 00:07:52.800]  我说你为什么每天都花钱呢
[00:07:52.800 --> 00:07:54.080]  他回答我什么呢
[00:07:54.080 --> 00:07:55.600]  他说因为我不知道我什么时候死
[00:07:55.600 --> 00:07:58.080]  我死了就没得花
[00:07:58.080 --> 00:08:00.320]  所以两个不同都不止
[00:08:00.320 --> 00:08:02.560]  但两个人生观很不同
[00:08:02.560 --> 00:08:04.000]  人对将来没有把握
[00:08:04.000 --> 00:08:05.120]  不知道什么时候死
[00:08:05.120 --> 00:08:07.040]  人对现在要掌握
[00:08:07.040 --> 00:08:08.560]  因为一定死
[00:08:08.560 --> 00:08:10.720]  这一堂提到必死和定期
[00:08:10.720 --> 00:08:13.200]  都提到人的面对死亡
[00:08:13.200 --> 00:08:14.880]  人对将来有把握
[00:08:14.880 --> 00:08:16.640]  因为人一定死
[00:08:16.640 --> 00:08:18.320]  我不用跟你担保
[00:08:18.320 --> 00:08:20.400]  我不用写保证书
[00:08:20.400 --> 00:08:21.600]  你是死定了
[00:08:21.600 --> 00:08:23.360]  对不起我们现在不是过年
[00:08:23.360 --> 00:08:25.840]  我想大家都不介意
[00:08:25.840 --> 00:08:27.280]  我们是死定了
[00:08:27.280 --> 00:08:28.800]  但人对将来没有把握
[00:08:28.800 --> 00:08:30.400]  因为我不知道我什么时候死
[00:08:30.400 --> 00:08:31.760]  如果我知道就不同了
[00:08:31.760 --> 00:08:34.960]  很多东西要预备
[00:08:34.960 --> 00:08:36.880]  死是不能够避免的
[00:08:36.880 --> 00:08:39.360]  但活要好好珍惜
[00:08:39.360 --> 00:08:40.720]  我经常跟人说
[00:08:40.720 --> 00:08:42.960]  不要因为你不知道什么时候死
[00:08:42.960 --> 00:08:44.400]  你就不要活
[00:08:44.400 --> 00:08:46.320]  或者不要因为你不知道什么时候死
[00:08:46.320 --> 00:08:47.280]  你就胡乱活
[00:08:47.280 --> 00:08:48.960]  两样东西都不对
[00:08:48.960 --> 00:08:51.440]  九章二至十一节
[00:08:51.440 --> 00:08:53.360]  可以分为两段
[00:08:53.360 --> 00:08:55.760]  第二节到第六节
[00:08:55.760 --> 00:08:58.080]  第七至十二节
[00:08:58.080 --> 00:09:01.520]  第二至六节讲到人要知道人一定死
[00:09:01.520 --> 00:09:03.120]  刚才我讲的就是第九章
[00:09:03.120 --> 00:09:04.720]  第五节那里讲
[00:09:04.720 --> 00:09:07.680]  活着的人我们知道必死
[00:09:07.680 --> 00:09:10.080]  第二段就是七至十二节
[00:09:10.080 --> 00:09:12.320]  告诉人我们要知道
[00:09:12.320 --> 00:09:14.960]  我们不知道自己什么时候死
[00:09:14.960 --> 00:09:16.640]  一个就是我们要知道
[00:09:16.640 --> 00:09:17.840]  一个就是我们不知道
[00:09:17.840 --> 00:09:20.160]  上次讲的知道和不知道
[00:09:20.160 --> 00:09:22.480]  这个就是我们必死和定期
[00:09:22.480 --> 00:09:25.200]  在这个知不知道的人生当中
[00:09:25.200 --> 00:09:26.480]  人应该怎么活
[00:09:26.480 --> 00:09:28.720]  第一人知道必死
[00:09:28.720 --> 00:09:31.360]  不要遗憾
[00:09:31.360 --> 00:09:33.200]  第二节到第六节
[00:09:33.200 --> 00:09:34.640]  第二节怎么讲
[00:09:34.640 --> 00:09:37.760]  他说凡临到众人的事都是一样
[00:09:37.760 --> 00:09:41.040]  异人和恶人都遭遇一样的事
[00:09:41.040 --> 00:09:43.360]  好人、竭证人、不竭证人
[00:09:43.360 --> 00:09:45.760]  建制不建制都是一样
[00:09:45.760 --> 00:09:47.440]  好人怎样罪人都怎样
[00:09:47.440 --> 00:09:52.320]  起世怎样怕起世又怎样
[00:09:52.320 --> 00:09:54.720]  起日光下所遇的一件祸患
[00:09:54.720 --> 00:09:56.080]  就是众人所遭遇的
[00:09:56.080 --> 00:09:58.480]  都是一样
[00:09:58.480 --> 00:10:00.000]  这里讲什么呢
[00:10:00.000 --> 00:10:01.200]  第二节告诉我们
[00:10:01.200 --> 00:10:03.520]  凡临到众人的事都是一样
[00:10:03.520 --> 00:10:05.440]  新义本的翻译是什么呢
[00:10:05.440 --> 00:10:09.200]  他说众人的命运都是一样
[00:10:09.200 --> 00:10:12.720]  英文叫做common destiny
[00:10:12.720 --> 00:10:15.120]  这个不是共同体
[00:10:15.120 --> 00:10:17.520]  而是共同的终点
[00:10:17.520 --> 00:10:20.000]  是每个人由出世那一刻
[00:10:20.000 --> 00:10:22.560]  都是朝着这个destiny去的
[00:10:22.560 --> 00:10:25.760]  每一个人的最后终点都是一样的
[00:10:25.760 --> 00:10:30.000]  讲完说大家都有一个共同的终点
[00:10:30.000 --> 00:10:31.520]  然后提到十种人
[00:10:31.520 --> 00:10:34.320]  异人、恶人、好人、竭证人、不竭证人
[00:10:34.320 --> 00:10:38.640]  建制不建制的、罪人、起世的、怕起世的
[00:10:38.640 --> 00:10:40.720]  建制不建制是什么意思呢
[00:10:40.720 --> 00:10:43.280]  信有神的或者不信神的
[00:10:43.280 --> 00:10:45.280]  起世不起世是什么意思呢
[00:10:45.280 --> 00:10:47.520]  有信心的没有信心的
[00:10:47.520 --> 00:10:51.680]  无论怎样都是一样的同一个终局
[00:10:51.680 --> 00:10:53.360]  讲到三次一样
[00:10:53.360 --> 00:10:55.120]  都是一样的
[00:10:55.120 --> 00:10:56.880]  遭遇的都是一样的
[00:10:56.880 --> 00:11:00.960]  有两次讲到他怎样他又怎样
[00:11:00.960 --> 00:11:03.200]  意思就是大家都是一样
[00:11:03.200 --> 00:11:05.600]  因为你由第三节那里看
[00:11:05.600 --> 00:11:09.200]  他说在日光之下所做的一切事
[00:11:09.200 --> 00:11:11.280]  日光之下在这段经文里面
[00:11:11.280 --> 00:11:13.360]  二至十二节讲了五次
[00:11:13.360 --> 00:11:19.120]  第三节、第六节、第九节、第十节、十一节
[00:11:19.120 --> 00:11:23.200]  其实在全道书里面有两个字是出现最多的
[00:11:23.200 --> 00:11:24.720]  一个大家都知道是什么
[00:11:24.720 --> 00:11:26.000]  就是虚空
[00:11:26.000 --> 00:11:28.720]  第二个字就是日光之下
[00:11:28.720 --> 00:11:30.640]  就是日光之下
[00:11:30.640 --> 00:11:32.320]  提了很多次
[00:11:32.320 --> 00:11:33.760]  在这里提了五次
[00:11:33.760 --> 00:11:36.720]  只是这几节经文提了五次
[00:11:36.720 --> 00:11:38.400]  什么叫日光之下呢
[00:11:38.400 --> 00:11:40.800]  日光之下就是人有生之列
[00:11:40.800 --> 00:11:41.920]  简单一点讲
[00:11:41.920 --> 00:11:44.240]  日光之下就是人有生之列
[00:11:44.240 --> 00:11:46.160]  这里提到日光之下有什么呢
[00:11:46.160 --> 00:11:49.040]  日光之下所行的一切事
[00:11:49.040 --> 00:11:54.240]  在人生当中有一件和幻
[00:11:54.240 --> 00:11:57.440]  和幻这个字英文翻译就是Evil
[00:11:57.440 --> 00:11:59.360]  就是不好的东西
[00:11:59.360 --> 00:12:01.280]  我们不想要的东西
[00:12:01.280 --> 00:12:04.320]  新义本的翻译叫做遗憾
[00:12:04.320 --> 00:12:08.640]  人在人生当中的一切事
[00:12:08.640 --> 00:12:10.160]  有一个遗憾
[00:12:10.160 --> 00:12:12.160]  这个遗憾是什么呢
[00:12:12.160 --> 00:12:14.160]  就是众人所遭遇的一样
[00:12:14.160 --> 00:12:16.320]  遭遇一样就是死亡
[00:12:16.320 --> 00:12:17.280]  人都会死
[00:12:17.280 --> 00:12:19.360]  但是并且加多一样东西
[00:12:19.360 --> 00:12:21.360]  死不是问题
[00:12:21.360 --> 00:12:22.320]  你没办法避免
[00:12:22.320 --> 00:12:23.600]  但是人心
[00:12:23.600 --> 00:12:24.960]  人世人的心
[00:12:24.960 --> 00:12:26.240]  充满了恶
