
[00:00:00.000 --> 00:00:05.000]  各位姐妹 早晨
[00:00:05.000 --> 00:00:08.700]  今天的道會長一點點
[00:00:08.700 --> 00:00:10.700]  所以請大家忍耐
[00:00:10.700 --> 00:00:14.000]  今天要解釋的東西都很多的
[00:00:14.000 --> 00:00:17.000]  我不花時間了
[00:00:17.000 --> 00:00:20.000]  經文讀過不再讀了
[00:00:20.000 --> 00:00:24.000]  上次我提過啟示錄的解釋有兩個層面
[00:00:24.000 --> 00:00:26.000]  一個叫歷史
[00:00:26.000 --> 00:00:28.000]  就是啟示錄寫給當時的人
[00:00:28.000 --> 00:00:31.000]  他們看的時候要明白是說什麼
[00:00:31.000 --> 00:00:34.000]  但是啟示錄是約翰看到將來的事
[00:00:34.000 --> 00:00:36.000]  看到將來的事
[00:00:36.000 --> 00:00:39.000]  這個就是現代了 就是後代
[00:00:39.000 --> 00:00:41.000]  但因為約翰所看到的將來
[00:00:41.000 --> 00:00:43.000]  那個將來是什麼時候呢
[00:00:43.000 --> 00:00:45.000]  我們沒有辦法確實知道
[00:00:45.000 --> 00:00:48.000]  因此隨著時間的發展
[00:00:48.000 --> 00:00:50.000]  當約翰所看到的東西
[00:00:50.000 --> 00:00:55.000]  是越近那個時代就是越像的
[00:00:55.000 --> 00:00:59.000]  例如這段經文在朱學一千年都有人解釋過
[00:00:59.000 --> 00:01:02.000]  但當時的解釋都有點像
[00:01:02.000 --> 00:01:05.000]  但仍然有些東西是甩漏的
[00:01:05.000 --> 00:01:09.000]  現在我們都要按照我們現在發生的事
[00:01:09.000 --> 00:01:13.000]  去看將來的事情是怎麼樣
[00:01:13.000 --> 00:01:15.000]  所以這兩種的解釋
[00:01:15.000 --> 00:01:17.000]  歷史和現代的解釋
[00:01:17.000 --> 00:01:19.000]  是要互為補充
[00:01:19.000 --> 00:01:23.000]  凡是現代的解釋都是偶然性
[00:01:23.000 --> 00:01:25.000]  如果沒有了現代的解釋
[00:01:25.000 --> 00:01:27.000]  就對現代的信徒沒有意思
[00:01:27.000 --> 00:01:28.000]  沒有了歷史的解釋
[00:01:28.000 --> 00:01:31.000]  對當時的信徒就沒有意思
[00:01:31.000 --> 00:01:34.000]  這一點希望大家一路去掌握著
[00:01:34.000 --> 00:01:37.000]  歷史就是給當時的信徒
[00:01:37.000 --> 00:01:40.000]  所以當時的人看他要明白
[00:01:40.000 --> 00:01:42.000]  現代是給現在21世紀
[00:01:42.000 --> 00:01:44.000]  當我們解讀的時候
[00:01:44.000 --> 00:01:46.000]  究竟約翰看到什麼
[00:01:46.000 --> 00:01:48.000]  和我們有什麼意義
[00:01:48.000 --> 00:01:50.000]  所以我們看的時候
[00:01:50.000 --> 00:01:52.000]  可以說約翰所看的
[00:01:52.000 --> 00:01:54.000]  有可能是這樣
[00:01:54.000 --> 00:01:57.000]  我們就不能將它變成必然性是這樣
[00:01:57.000 --> 00:02:01.000]  歷史的解釋
[00:02:01.000 --> 00:02:06.000]  剛才我們看過有所謂六個印
[00:02:06.000 --> 00:02:07.000]  上一次我們說過
[00:02:07.000 --> 00:02:10.000]  啟示錄有七個印封了
[00:02:10.000 --> 00:02:11.000]  七個印就要掀開
[00:02:11.000 --> 00:02:16.000]  第一、第二、第三、第四、第五、第六
[00:02:16.000 --> 00:02:17.000]  就沒有第七的
[00:02:17.000 --> 00:02:19.000]  第七的印就是七號了
[00:02:19.000 --> 00:02:21.000]  我們遲些再說
[00:02:21.000 --> 00:02:25.000]  前面的六個印都有事發生
[00:02:25.000 --> 00:02:29.000]  裡面第一個就是有白馬
[00:02:29.000 --> 00:02:30.000]  我們記得吧
[00:02:30.000 --> 00:02:33.000]  其實在白馬上面是拿著弓
[00:02:33.000 --> 00:02:36.000]  留意是有弓是沒有箭的
[00:02:36.000 --> 00:02:38.000]  有冠冕給他
[00:02:38.000 --> 00:02:40.000]  勝了有勝是得勝的
[00:02:40.000 --> 00:02:42.000]  在舊約上面
[00:02:42.000 --> 00:02:45.000]  馬是代表武力、勇敢、好鬥
[00:02:45.000 --> 00:02:47.000]  是打仗的
[00:02:47.000 --> 00:02:51.000]  弓是代表戰爭的實力
[00:02:51.000 --> 00:02:53.000]  但是因為他沒有箭
[00:02:53.000 --> 00:02:57.000]  所以他沒有殺傷力
[00:02:57.000 --> 00:02:58.000]  在那天
[00:02:58.000 --> 00:03:00.000]  在何西亞書中提過
[00:03:00.000 --> 00:03:04.000]  要截斷以色列的弓就是他的武力
[00:03:04.000 --> 00:03:06.000]  就是軍事
[00:03:06.000 --> 00:03:10.000]  而這個白馬在當時的信徒來看
[00:03:10.000 --> 00:03:11.000]  他們明白的
[00:03:11.000 --> 00:03:15.000]  因為羅馬東邊有一個叫帕菲亞王
[00:03:15.000 --> 00:03:18.000]  他們的軍隊都是騎白馬的
[00:03:18.000 --> 00:03:22.000]  這個帕菲亞在當時羅馬來講是很強大
[00:03:22.000 --> 00:03:26.000]  羅馬是這麼多的部族都收復了
[00:03:26.000 --> 00:03:29.000]  唯有帕菲亞這個收復不了
[00:03:29.000 --> 00:03:33.000]  並且他還打贏了羅馬軍
[00:03:33.000 --> 00:03:36.000]  所以這裡的軍隊
[00:03:36.000 --> 00:03:40.000]  就有一個英文的成語叫帕菲亞一戰
[00:03:40.000 --> 00:03:46.000]  就是將當時的羅馬最強大的一個軍隊收復了
[00:03:46.000 --> 00:03:51.000]  這個皇帝就叫做窩魯吉斯
[00:03:51.000 --> 00:03:53.000]  他竟然收復了羅馬兵
[00:03:53.000 --> 00:03:56.000]  並且他一戰就已經定江山
[00:03:56.000 --> 00:03:58.000]  這個帕菲亞一戰
[00:03:58.000 --> 00:04:00.000]  就是指這個帕菲亞王
[00:04:00.000 --> 00:04:02.000]  所以當時的信徒來看
[00:04:02.000 --> 00:04:05.000]  他們很明白在講這個東西
[00:04:05.000 --> 00:04:07.000]  官面就是德性的官面
[00:04:07.000 --> 00:04:09.000]  所謂的貴官
[00:04:09.000 --> 00:04:11.000]  白馬的戰意是不強的
[00:04:11.000 --> 00:04:12.000]  因為剛才我說過
[00:04:12.000 --> 00:04:15.000]  他有弓 但是他沒有箭
[00:04:15.000 --> 00:04:17.000]  所以他是很強大
[00:04:17.000 --> 00:04:19.000]  他不需要用殺傷
[00:04:19.000 --> 00:04:22.000]  他已經可以勝過
[00:04:22.000 --> 00:04:26.000]  另外白馬也可以代表羅馬帝國
[00:04:26.000 --> 00:04:29.000]  羅馬帝國當時統治了很多地方
[00:04:29.000 --> 00:04:32.000]  但是他並沒有大屠殺
[00:04:32.000 --> 00:04:35.000]  並沒有用屠殺來征服那些人
[00:04:35.000 --> 00:04:40.000]  所以這個白馬是不是指這些呢?
