
[00:00:00.000 --> 00:00:10.000]  好,今早我們請打開新明記第24章
[00:00:10.000 --> 00:00:20.000]  新明記第24章
[00:00:20.000 --> 00:00:29.000]  我們會由第14節就讀到底22節
[00:00:29.000 --> 00:00:35.000]  我不知道你熟不熟這些經文
[00:00:35.000 --> 00:00:38.000]  不過讀一次
[00:00:38.000 --> 00:00:43.000]  讓我們先有一個大圖畫
[00:00:43.000 --> 00:00:45.000]  一個整體的印象
[00:00:45.000 --> 00:00:49.000]  14節到22節
[00:00:49.000 --> 00:00:51.000]  我們一起讀
[00:00:51.000 --> 00:01:20.000]  困苦窮乏的故宮,無論是你的弟兄,或是在你城裡寄居的,你不可欺負他,要當日給他功架,不可等到日落,因為他窮苦,把心放在功架上,恐怕他因你求告耶和華,罪便歸你了。
[00:01:20.000 --> 00:01:31.000]  不可因子殺父,也不可因父殺子,凡被殺的,都為本身的罪。
[00:01:31.000 --> 00:01:55.000]  你不可向寄居的和孤兒屈往靖籍,也不可拿寡婦的衣裳度葬頭,要紀念你在埃及地作過奴僕,耶和華你的神從哪裡將你救贖,所以我吩咐你這樣行。
[00:01:55.000 --> 00:02:08.000]  你在田間收割樁架,若忘下一菌,不可回去再取,要留給寄居的與孤兒寡婦。
[00:02:08.000 --> 00:02:26.000]  這樣耶和華你的神必在你手裡所辦的一切事上賜福於你。你打橄欖樹,枝上盛下的不可再打,要留給寄居的與孤兒寡婦。
[00:02:26.000 --> 00:02:47.000]  你摘葡萄園的葡萄,所盛下的不可再摘,要留給寄居的與孤兒寡婦。你也要紀念你在埃及地作過奴僕,所以我吩咐你這樣行。
[00:02:47.000 --> 00:03:02.000]  為什麼我會從14節開始讀到22節?為什麼我不是從第一節開始讀完全章?
[00:03:02.000 --> 00:03:22.000]  讀《誡命律例典章》這一類經文的段落其實是很重要的,因為你個別獨立一句話來看不是不行,
[00:03:22.000 --> 00:03:35.000]  但是你只看到樹木,你看不到森林,你看到部分,你看不完全部。
[00:03:35.000 --> 00:03:45.000]  其實新明紀安排這些上帝的吩咐是很有意思的,
[00:03:45.000 --> 00:04:01.000]  昨晚我們看了上帝教以色列人打仗,獨立每一段來看,祭司叫大家不要怕,耶和華與你同去,祂為你爭戰。
[00:04:01.000 --> 00:04:16.000]  但是當這一段話放在全章的第一段,跟著第二段就說誰怕就可以回家,意思就完全不同了,
[00:04:16.000 --> 00:04:32.000]  就不是死頂,就不是喊口號,就不是慷慨激昂,而是在現實的生活當中,如何遵循上帝的吩咐。
[00:04:32.000 --> 00:04:41.000]  原來上帝不是吩咐以色列人不用怕,就衝去打仗,如果你讀完新明紀有這樣的印象,
[00:04:41.000 --> 00:04:47.000]  你只看到一段,看不完整章。
[00:04:47.000 --> 00:05:06.000]  全幅圖畫上帝提醒我們,就算來到不可避免的戰爭臨陣之前,攻城之前,你仍然要說和睦的話。
[00:05:06.000 --> 00:05:21.000]  這樣的提醒,那幅圖畫就大很多了,戰爭不是一年半載的,不要斬那些果樹,留下明年,後年,大後年,
[00:05:21.000 --> 00:05:34.000]  所以你用你的房間要愛護公物,明年,後年,大後年你會回來住同一間房都未定價,那些不是果樹。
[00:05:34.000 --> 00:05:50.000]  你明白我的意思嗎?那幅大圖畫看的不是一個很窄的範圍,所以整個段落是幫助擴闊我們的眼界,不要看得那麼狹窄。
[00:05:50.000 --> 00:06:02.000]  24章為什麼我們從14節開始呢?原因很簡單,因為重復。
[00:06:02.000 --> 00:06:20.000]  什麼重復?可能你聽到的是19節到22節後半的時候,他不停重復說「留給寄居的與孤兒寡婦」,重復那三次。
[00:06:20.000 --> 00:06:39.000]  不過還有另一個重復,不知道你聽不聽到呢?就是在18節和22節要紀念你在埃及地作過奴僕,所以我吩咐你這樣行。
[00:06:39.000 --> 00:07:02.000]  18節和22節就好像你唱詩的副歌,現在很少這樣說,以前我們唱聖詩就很清楚的,有節數,但是有一些詩歌每一次唱到結尾的時候有個副歌重復的,
[00:07:02.000 --> 00:07:10.000]  用英文叫refrain,就是回來同一句話來結束。
[00:07:10.000 --> 00:07:27.000]  18節和22節就好像這一段重復出現的兩個結論,你要紀念上帝說「所以我這樣吩咐你」。
[00:07:27.000 --> 00:07:39.000]  這兩段重復的副歌就決定了它有多少節在前面,用上詩的比喻來說。
[00:07:39.000 --> 00:07:55.000]  19節、20節、21節是三個不同的處境,一個是說田間,一個是說橄欖樹,一個是說葡萄園。
[00:07:55.000 --> 00:08:11.000]  這三個不同的處境在上半,就是18節的副歌之前,就是17節說不要屈往正直,
[00:08:11.000 --> 00:08:31.000]  16節說不要因兒子殺死父親或者掉磚,和14、15節說窮乏困苦的故宮,你不可以欺負他。
[00:08:31.000 --> 00:08:47.000]  三段三段,三個處境,三個處境的平衡,那個呼應,這個是一個很漂亮的結構,一個很整齊的結構。
[00:08:47.000 --> 00:09:10.000]  因為副歌的重復幫助我們,後半講了三個個案研究,前面你要找回平衡的三個個案出來,就由14節開始,停在22節。
[00:09:10.000 --> 00:09:25.000]  25章第一節分章分得很準確,就講第二樣東西了,講增重,講宅打,講只可以打40下。
[00:09:25.000 --> 00:09:38.000]  你讀保羅書信有沒有見過保羅講,他被鞭打,被棍打,每次是40減1下,有沒有留意這個說法?
[00:09:38.000 --> 00:09:41.000]  有沒有問過為什麼這麼奇怪?
[00:09:41.000 --> 00:10:03.000]  這個是猶太人遵守誡命的一個方法,聖經吩咐的,新命紀25章,只可打40下,第三節,不可過數,打多過40下,就是輕戰你的弟兄。
[00:10:03.000 --> 00:10:14.000]  那好吧,就數到40下,為什麼要40減1下呢?猶太人很聰明的,因為你會數錯的,是不是?
[00:10:14.000 --> 00:10:30.000]  你突然之間吞口水,數漏了一下,那就打了41下,那你就輕戰你的弟兄,不是啊,不只是對你的弟兄,你這樣是違背上帝的吩咐。
[00:10:30.000 --> 00:10:46.000]  所以減1下有個buffer,有一個安全的範圍,就算數錯了,都是剛剛40下,並沒有過數。
[00:10:46.000 --> 00:11:09.000]  這個是猶太人遵行聖經一個很謹慎的態度,但這個很明顯,不再是說埃及作奴僕,是說宅打40下,所以25章新的段落。
[00:11:09.000 --> 00:11:35.000]  24章第10節到第13節都是在說窮人,都是在說當頭,但是因為剛剛我們說的結構,14到17節已經有三個的個案,三個的處境,
[00:11:35.000 --> 00:11:58.000]  所以我們有理由說這個部分是由14節開始,13節之前是屬於上一個大的段落,我們沒有時間再處理這個結構的討論了,我們就停在這裡。
[00:11:58.000 --> 00:12:13.000]  我想和你看的是這兩個部分,上半14到18節,下半19到22節,上帝到底在說什麼呢?
[00:12:13.000 --> 00:12:20.000]  吩咐他的百姓,他的兒女要做些什麼呢?
[00:12:20.000 --> 00:12:41.000]  我們先從容易的講起,下半部分的重復是容易一點明白的,三個的個案,三個的處境,其實都是類似的情況,
[00:12:41.000 --> 00:12:56.000]  等於committee宣佈吃早餐,大家要準時收拾桌子,回來參加聚會,不要遲到,下午飯他也是這樣宣佈的,
[00:12:56.000 --> 00:13:09.000]  吃晚飯的時候還有17分鐘,請大家準時回來參加下午的活動,晚飯的時候也是這樣宣佈的,
[00:13:09.000 --> 00:13:27.000]  三個不同的處境,但是在說的都是相似的吩咐,譬如田間收割莊稼,上帝說你漏了,不要回去收拾了,
[00:13:27.000 --> 00:13:52.000]  那很浪費,不浪費的,你留給寄居和孤兒寡婦,你在收割莊稼的時候靜了點,漏了一棵半棵,還沒打完,不用回去再收了,留給寄居和孤兒寡婦,
[00:13:52.000 --> 00:14:08.000]  第三個,吃晚飯,不是,葡萄園,摘葡萄漏了,不要再回去摘了,要留給寄居和孤兒寡婦,
[00:14:08.000 --> 00:14:27.000]  在這個重復的吩咐第一次出現的時候,還有一個後果,你有沒有留意到,他說這樣十九節,如果你真的這樣做,你可以不這樣做的,
[00:14:27.000 --> 00:14:44.000]  收工了,主人,還有一些和菌,我在那邊還沒收拾過來,那些和菌是屬於你的,你可以命令你的工人去收拾它回來,我等你,我不走,
[00:14:44.000 --> 00:15:01.000]  那個僕人就要聽你的吩咐,就要去收拾今天收割所有的和菌,但是當他這樣跟你說的時候,你記起新命紀二十四章上帝的誡命,
[00:15:01.000 --> 00:15:18.000]  你若忘下一菌,不可回去再取,留給寄居和孤兒寡婦,於是你在那個時候你就會和你的僕人說,不要回去收拾了,
[00:15:18.000 --> 00:15:33.000]  收拾它,讓那些孤兒寡婦寄居的拿走,你會有一個不同的決定,但是這個決定是有一個後果的,那個後果是什麼呢?
[00:15:33.000 --> 00:15:50.000]  很多時候我們讀聖經,我們就會閉上眼睛說,那個後果就是造福窮人,幫助窮人,有需要的人,我們幫助他,反正多一群半群而已,不要緊,
[00:15:50.000 --> 00:16:11.000]  我和你提過香港的教會雖然很小,但是在基層的屋村裡面,他們負責每個星期免費派飯盒,讓那些老人家免費來吃一餐,下午幫到他們,
[00:16:11.000 --> 00:16:32.000]  在教會這樣做的時候就能夠為主作見證,就能夠吸引人來信耶穌,就算他不信主也好,一個星期有一餐,省下十塊錢,那都可以用來看醫生,幫助窮人,是我們這個行動的後果,
[00:16:32.000 --> 00:16:49.000]  不是,剛才你讀聖經有沒有留意到,這樣上帝不是說窮人就會蒙福,你就能夠幫助他們,不是這樣說,你再讀一次,
[00:16:49.000 --> 00:17:18.000]  你讓耶和華你的神,必在你手裡所辦的一切事上賜福於你,這個你是不是說窮人呢?不是,這個你是說有田地的地主,是有錢人,是有錢佬,是財主,
[00:17:18.000 --> 00:17:45.000]  他手下有很多穆人幫他去收割,剩下一群留在田裡面,本來應該收起來的,天天剩下一群,那裡也少數拍長計,也能賣錢,也是屬於我的財富,不是,上帝說你留下,等那些寄居的孤兒寡婦,等他們來收拾,
[00:17:45.000 --> 00:18:07.000]  這樣上帝要賜福給你,不是賜福給那些貧窮人,看到嗎?經文是這樣說的,上帝要賜福給你,他很有錢的,不用上帝再賜福了吧?
[00:18:07.000 --> 00:18:35.000]  我們對那些有錢人總是有些忌妒,還是不值得,還是當他的財富和上帝無關,是,不義之財當然和上帝無關,是吧?你去打劫銀行,弄個漢堡包給關二哥,求關二哥保佑,那些民間宗教真是,
[00:18:35.000 --> 00:19:02.000]  那關二哥聽誰呢?警察也是拜關二哥的,是吧?上帝不是這樣讓我們來賠禮的,所以財富如果你是用不正當的方法來騙回來,偷騙拐騙,巧取豪奪,那的確和上帝無關,
[00:19:02.000 --> 00:19:27.000]  但是如果你是敬畏上帝,你看看亞伯拉罕,是吧?你看看聖經裡面很多的人物,他們不是一定要一世貧窮的,是吧?他們不是每次回教會就收了BMW的,他可以拿個Mercedes Benz回來教會的,
[00:19:27.000 --> 00:19:54.000]  為什麼不行?是很幸運的,是吧?真皮的,是吧?冬天的時候還先有個屁股暖起的,是吧?上帝這句話真是講得很有意思,他說當你這樣做的時候,貧窮人得到幫助不在話下,這樣上帝也都會賜福給你,
[00:19:54.000 --> 00:20:12.000]  感謝主啊,原來上帝是紀念的,一菌和價,哎呀,所值有多少?今天沒有了,可惜我們今天沒有人在田間收割了,是吧?不是啊,你走過,看到個澳洲流行不流行的?
[00:20:12.000 --> 00:20:33.000]  在十字路口停紅綠燈的時候,有些人其實衣著不是很藍柳的,不過他會拿著一塊牌,是吧?Hungry,不過他牽著狗的,我們中國人就想,我先吃了它,我們真是這樣想的,我為什麼要給你錢去喝酒?
[00:20:33.000 --> 00:20:54.000]  我在多倫多經常都有這樣的人,我最欣賞的那個站著寫著Visa or Mastercard,你可以給他信用卡,開玩笑的,他很有幽默感,他窮,他沒有錢,他還有幽默感,你給他多少錢?你搞不搞低玻璃窗的?
[00:20:54.000 --> 00:21:08.000]  一捆和架,那不就是一個零錢,是吧?你坐飛機,如果你坐國泰,每次他都提醒你,零錢佈施,你給不給的?
[00:21:08.000 --> 00:21:36.000]  幫不了多少,上帝不是跟你說幫窮人,上帝跟你說什麼?上帝說他幫你,這樣耶和華你的神必在你手裡所辦的一切事上賜福於你,聽清楚,不要讀錯聖經,上帝不是叫你去幫窮人,上帝說我想幫你,
[00:21:36.000 --> 00:21:59.000]  不過你有一件事要做,你給兩塊錢,我們加拿大最大的銀幣是兩塊錢,上帝會在你手裡所辦的事情上賜福給你,他不是賜福你的靈性,
[00:21:59.000 --> 00:22:13.000]  他是賜福你的工作,就是你明年收回你留給窮人那些剩下沒有收割的和群?
[00:22:13.000 --> 00:22:42.000]  最大的問題是你懂不懂得問?讀完聖經之後,我們第一晚已經說了,我照著做了,這是墨守成規,不是的,海闊天空的,很creative的,這一段讀完之後,你應該問的就是,主啊,如果我留多一點,
[00:22:42.000 --> 00:23:00.000]  你是否賜福多一點給我?你懂不懂得這樣問?你不懂的,笨基督徒,上帝賜福從來都不問的,有得問的,你懂得做生意,主啊,我投資兩群,那你是否double賜福呢?
[00:23:00.000 --> 00:23:20.000]  那我整塊田留下給窮人來,任他們執,那你要怎樣賜福給我?你知不知道答案?你有沒有讀舊約聖經?你有沒有讀路德記?
[00:23:20.000 --> 00:23:49.000]  波阿斯很有錢,但是在他的生命當中,唯一的遺憾是什麼?找不到老婆,事業有成,德高望重,大財主,鑽石王老五,李嘉誠的大兒子,哇,個個都湧過去,他愛我還是愛我的錢?
[00:23:49.000 --> 00:24:15.000]  你一定會這樣想的,上帝是怎樣為波阿斯預備路德的呢?有沒有讀過?有沒有查經?就是因為路德去田間拾取和菌,他和拿娥米兩個人回到伯利恆,沒有工作,
[00:24:15.000 --> 00:24:35.000]  昨晚才有弟兄問我,等著沒有工作的時候可以做什麼?去執墨水,做義工,碰巧,聖經很少用這個字的,撞彩走到波阿斯的田裡面,是不是真的撞彩?
[00:24:35.000 --> 00:25:02.000]  你會讀聖經的,聖經裡面沒有撞彩這個觀念的,是誰帶領路德去到波阿斯的田間的?是上帝,但是大前提仍然是波阿斯平時就遵守上帝的吩咐,
[00:25:02.000 --> 00:25:28.000]  他那塊田沒有放兩只狼狗在那裡,看到有陌生人就跑過去,不咬你的,都吠到你,路德肯定害怕,女孩子而已,那塊田是人人都去執墨水的,所以路德是跟著人們走的,他不懂路的,
[00:25:28.000 --> 00:25:53.000]  我第一晚,路德帶我去吃晚飯,走的時候,我說行了,我自己回去,隔離而已,天黑了,真的認不出路的,是走到那邊的,走不到回來這邊的,第二天我和路德說,路德還責罵我一句,沒有什麼同情心,你跟著人們走就行了,
[00:25:53.000 --> 00:26:20.000]  誰不知道呢?我走出來的時候,一個人都沒有,如果跟著人走的話,我跟著了,路德是跟著人走的,人人都走去哪裡?人人都走去波阿斯那塊田,為什麼?因為他開放他的田,他不僅留下了,留下了的不去拿,
[00:26:20.000 --> 00:26:39.000]  他在收割的期間,他歡迎孤兒寡婦寄居者,他遵行聖經的吩咐,請問耶和華他的神如何賜福給他?
[00:26:39.000 --> 00:27:04.000]  贏得美人歸,哎呀,這麼俗的,請問你回團契想做什麼?哎呀,不說的,你不說,上帝都知道的,言為的妻是耶和華所賜的,上帝很想給你的,
[00:27:04.000 --> 00:27:15.000]  這樣耶和華你神必在你手裡所辦的一切事上賜福給你,
[00:27:15.000 --> 00:27:36.000]  你懂不懂得讀聖經?是啊,你們查經都說過的,原來上帝不是這樣不准,那樣不行,你以為在香港讀聖保羅嗎?我有個親戚,他的女兒很高興進了聖保羅,我問她,聖保羅,我以前也是聖保羅的,
[00:27:36.000 --> 00:27:58.000]  你要學那件樂器,你學什麼?會不會學吹喇叭?我當然撩她說話,不准,不吹喇叭打鼓,不准,問了她十樣八樣樂器,答案都是不行,不准,你回這間學校有什麼人?
[00:27:58.000 --> 00:28:18.000]  上帝如果一樣東西都不行,不准,那學什麼樂器?上帝不是這樣的,看到嗎?這樣耶和華你神必在你手裡所辦的一切事上賜福給你,
[00:28:18.000 --> 00:28:40.000]  但是你要懂得跟著他的教導去做,波阿斯做夢都沒想過,他將他的田地按照新明記二十四章的吩咐,這樣開放給孤兒寡婦寄居者,
[00:28:40.000 --> 00:29:09.000]  路德中了兩個身份,他是寡婦又是寄居者,上帝真是千里恩怨一線牽,就是那群和群,路德從來都沒想過去田間找到他的幸福,找到他美滿的婚姻,
[00:29:09.000 --> 00:29:34.000]  波阿斯這樣遵行上帝的吩咐,上帝的福氣立到他,你讀路德記的時候從來都沒想過原來這本書是在告訴我們一個人遵行神的吩咐,原來結局是這麼好的,
[00:29:34.000 --> 00:30:01.000]  不是講道理,是講見證,你如果收割的時候忘記了一群,你不要回去再拿,留下給那些有需要的人,他們固然得到幫助,但是你遵行上帝的吩咐,
[00:30:01.000 --> 00:30:27.000]  你得到的福氣是更大,所以要留下多少才對,這個問題怎樣回答,會不會回答,其實會的,不過你不習慣這樣想,因為守規矩是minimum,
[00:30:27.000 --> 00:30:55.000]  最好的就是我緊緊得救將來能進入天堂,不過我又玩盡世界上的榮華富貴,一腳踏兩船,best of both worlds,反過來,你這樣想其實很蠢的,你要拿下上帝的賜福,你不就留下越多越好,
[00:30:55.000 --> 00:31:21.000]  你有沒有聽過這樣的見證,有弟兄做生意,他不是奉獻十分之一,他是留下十分之一給自己,他說這個business是屬於上帝的,他要我怎樣用,我就怎樣用,
[00:31:21.000 --> 00:31:45.000]  我不過是銀行的teller,你有沒有做過暑期工,銀行請你數銀子,哇,真是日日過手的,成千萬的,不是你的,我經常去銀行就是了,我拿二千元澳幣,李先生去旅遊,去哪裡,問這麼多幹什麼,
[00:31:45.000 --> 00:32:11.000]  哎呀,你拿這麼多錢,不如拿支票,你再吵我轉銀行,it's not your money,我叫你拿多少,你就給多少,你收手續費就收,上帝給你管理的財富是你的嗎,什麼時候你以為是你的,你帶得走嗎,你帶不走的,
[00:32:11.000 --> 00:32:36.000]  他給你,我希望你不要誤會我的意思,他給你過河,濕濕腳,你留十分之一都夠了,上帝賜福給你,你在福中你要知道,這個是上帝的賜福,
[00:32:36.000 --> 00:32:59.000]  你遵行他的心意,哎呀,幫助了人,自己就會受到虧損,你搞錯了,你再讀清楚一些聖經的教導,你明不明白,你明白的時候,你整個看法做法就掉轉了,
[00:32:59.000 --> 00:33:26.000]  這個是投資,哎呀,早知股市升到bling blang,我就不會拿一百萬下去,我借都借成千萬,現在我已經賺到夠了,斬倉可以離場了,上帝答應了你,你這樣做,他要賜福給你,你投資多少,十分之一,
[00:33:26.000 --> 00:33:49.000]  那上帝就必在你手裡所辦的一切事上賜十分之一的福給你,是吧,你讀通了,你明白了,你懂不懂怎麼做,其實是隨你,沒有規定你,沒有監你的,沒有逼你的,
[00:33:49.000 --> 00:34:09.000]  是看你對上帝的信心有多大,你信得過他的,你就照他的吩咐去做,你又放長雙眼看下上帝要怎麼賜福給你,
