
[00:00:00.000 --> 00:00:04.160]  當我去到外地有機會主講陪靈會
[00:00:04.160 --> 00:00:07.500]  完了之後都會有一些恩福的人走出來
[00:00:07.500 --> 00:00:10.220]  來跟我聊天
[00:00:10.220 --> 00:00:13.920]  也試過有幾次有人突然跟我說
[00:00:13.920 --> 00:00:17.720]  我在恩福十幾年都沒辦法跟牧師吃一餐飯
[00:00:17.720 --> 00:00:19.060]  你們是不是?
[00:00:19.060 --> 00:00:22.140]  有多少人沒跟我吃過飯?有沒有舉手?
[00:00:22.140 --> 00:00:25.400]  百分之九十九吧,我想起碼都是
[00:00:25.400 --> 00:00:26.680]  很正常啦
[00:00:26.680 --> 00:00:29.680]  一萬人要吃多少餐呢?大家知道吧
[00:00:30.120 --> 00:00:31.620]  但到了外國呢
[00:00:31.620 --> 00:00:34.120]  他們說他們想跟我吃飯
[00:00:34.120 --> 00:00:36.120]  說完之後的確是
[00:00:36.120 --> 00:00:38.720]  與其跟那邊教會的長輩吃
[00:00:38.720 --> 00:00:40.720]  不如跟自己的會友吃吧
[00:00:40.720 --> 00:00:41.960]  我就有機會
[00:00:41.960 --> 00:00:43.760]  我說不如這樣吧
[00:00:43.760 --> 00:00:45.500]  聯合一起吧
[00:00:45.500 --> 00:00:47.760]  所以他們有機會跟我吃飯
[00:00:47.760 --> 00:00:51.260]  有幾次吃完飯之後
[00:00:51.260 --> 00:00:54.260]  有些頂尖的女人就向我吐真情
[00:00:54.260 --> 00:00:56.940]  她說牧師
[00:00:58.280 --> 00:01:01.280]  我請你為我的婚姻來禱告
[00:01:01.280 --> 00:01:05.740]  她說我要跟你道歉
[00:01:05.740 --> 00:01:08.540]  我在八年前
[00:01:08.540 --> 00:01:10.540]  我沒有聽你的勸導
[00:01:10.540 --> 00:01:13.840]  我就問她什麼事?
[00:01:13.840 --> 00:01:18.340]  然後她就說
[00:01:18.340 --> 00:01:20.920]  最近她的婚姻出了變化
[00:01:20.920 --> 00:01:24.840]  老公有了第三者
[00:01:28.140 --> 00:01:32.640]  我開始記得八年前
[00:01:32.640 --> 00:01:36.640]  當他們這個太太和子女
[00:01:36.640 --> 00:01:38.640]  要移民去加拿大的時候
[00:01:38.640 --> 00:01:43.640]  告訴我老公會留在香港繼續工作
[00:01:43.640 --> 00:01:47.140]  因為那份收入
[00:01:47.140 --> 00:01:50.640]  才可以維持他們的生活
[00:01:50.640 --> 00:01:53.900]  我當時才勸他們
[00:01:53.900 --> 00:01:56.640]  我說從一個牧者的立場
[00:01:57.360 --> 00:02:01.360]  我是絕對不贊成你們這樣的安排
[00:02:01.360 --> 00:02:06.360]  要移民就一起移
[00:02:06.360 --> 00:02:09.360]  不移民就一起留
[00:02:09.360 --> 00:02:13.360]  因為當你是帶著子女移民
[00:02:13.360 --> 00:02:15.360]  留下丈夫在這裡的時候
[00:02:15.360 --> 00:02:19.360]  其實真的給了撒旦留下機會
[00:02:19.360 --> 00:02:21.360]  而對子女也不好
[00:02:21.360 --> 00:02:23.360]  我分析
[00:02:23.360 --> 00:02:25.360]  當孩子小的時候
[00:02:25.360 --> 00:02:26.860]  他們最需要爸爸
[00:02:26.860 --> 00:02:28.860]  爸爸不在身邊
[00:02:28.860 --> 00:02:30.860]  當太太的時候
[00:02:30.860 --> 00:02:31.860]  最需要丈夫
[00:02:31.860 --> 00:02:33.860]  丈夫不在身邊
[00:02:33.860 --> 00:02:35.860]  而丈夫需要你的時候
[00:02:35.860 --> 00:02:37.860]  你又不在身邊
[00:02:37.860 --> 00:02:40.860]  到底人生是為了什麼呢?
[00:02:40.860 --> 00:02:45.860]  如果純粹是為了在那邊安定一點
[00:02:45.860 --> 00:02:47.860]  讓子女讀書好一點
[00:02:47.860 --> 00:02:51.860]  我說這是不是我們人生最重要的事呢?
[00:02:51.860 --> 00:02:53.860]  如果你真的為了這樣
[00:02:53.860 --> 00:02:55.860]  大家一起去那邊打拼
[00:02:55.860 --> 00:02:57.860]  我說不要緊的
[00:02:57.860 --> 00:03:01.860]  何必要這樣分開呢?
[00:03:01.860 --> 00:03:04.860]  但後來他沒有再找我
[00:03:04.860 --> 00:03:06.360]  為什麼呢?
[00:03:06.360 --> 00:03:07.860]  因為他們已經做了決定
[00:03:07.860 --> 00:03:09.860]  是這樣的
[00:03:09.860 --> 00:03:11.860]  開始的時候
[00:03:11.860 --> 00:03:13.860]  都會見到丈夫會回來教會
[00:03:13.860 --> 00:03:14.860]  回團契
[00:03:14.860 --> 00:03:16.860]  但回團契
[00:03:16.860 --> 00:03:19.860]  因為已經不再適合在抗理團契
[00:03:19.860 --> 00:03:21.860]  他就要找新的團契
[00:03:21.860 --> 00:03:23.860]  但他找新的團契
[00:03:23.860 --> 00:03:25.860]  我就知道很不穩定
[00:03:25.860 --> 00:03:26.860]  整整一刻
[00:03:26.860 --> 00:03:28.860]  連團契都沒有了
[00:03:28.860 --> 00:03:30.860]  然後接著那幾年
[00:03:30.860 --> 00:03:32.860]  其實我都已經沒有什麼消息了
[00:03:32.860 --> 00:03:34.860]  見到偶然之間
[00:03:34.860 --> 00:03:35.860]  問一問
[00:03:35.860 --> 00:03:36.860]  怎麼樣?
[00:03:36.860 --> 00:03:38.860]  他說:沒事,牧師很好
[00:03:38.860 --> 00:03:39.860]  但我發覺到
[00:03:39.860 --> 00:03:41.860]  會有跟我說
[00:03:41.860 --> 00:03:43.860]  很好不一定是好的
[00:03:43.860 --> 00:03:47.860]  頂智妹
[00:03:47.860 --> 00:03:49.860]  那時候我去到那邊
[00:03:49.860 --> 00:03:51.860]  跟他們吃完飯
[00:03:51.860 --> 00:03:54.860]  這位太太跟我說這個現實的時候
[00:03:54.860 --> 00:03:57.860]  我的心很難過
[00:03:57.860 --> 00:04:00.860]  但我仍然給了她一個建議
[00:04:00.860 --> 00:04:03.860]  這個可能是出路
[00:04:03.860 --> 00:04:07.860]  我說:身為太太的你
[00:04:07.860 --> 00:04:11.860]  可不可以直接主動一點
[00:04:11.860 --> 00:04:15.860]  寫一個電郵給你丈夫
[00:04:15.860 --> 00:04:17.860]  跟他道歉
[00:04:17.860 --> 00:04:20.860]  八年前
[00:04:20.860 --> 00:04:22.860]  你做錯了一個決定
[00:04:22.860 --> 00:04:26.860]  是令到你們的婚姻搞成這樣
[00:04:26.860 --> 00:04:29.860]  這個錯誤的決定是不是一樣呢?
[00:04:29.860 --> 00:04:32.860]  你沒有顧及到丈夫的需要
[00:04:32.860 --> 00:04:35.860]  你就是帶子女去了那邊
[00:04:35.860 --> 00:04:37.860]  留在那邊
[00:04:37.860 --> 00:04:43.860]  我說:你就為這件事默默來禱告
[00:04:43.860 --> 00:04:46.860]  求神去開路吧
[00:04:46.860 --> 00:04:48.860]  因為我不知道
[00:04:48.860 --> 00:04:50.860]  會不會因為一個這樣的真情
[00:04:50.860 --> 00:04:52.860]  甚至我跟他說
[00:04:52.860 --> 00:04:54.860]  如果我是你的時候
[00:04:54.860 --> 00:04:58.860]  我會即時帶神文仔回香港
[00:04:58.860 --> 00:05:01.860]  讀書是次要的東西
[00:05:01.860 --> 00:05:04.860]  子女去到哪個地方讀書
[00:05:04.860 --> 00:05:05.860]  都沒有問題的
[00:05:05.860 --> 00:05:08.860]  甚至可能要留一年、留兩年
[00:05:08.860 --> 00:05:10.860]  這個都不是大問題
[00:05:10.860 --> 00:05:11.860]  最重要的一件事
[00:05:11.860 --> 00:05:13.860]  就是你一家人
[00:05:13.860 --> 00:05:14.860]  能夠在一個地方真正
[00:05:14.860 --> 00:05:17.860]  可以成為一個家的感覺
[00:05:17.860 --> 00:05:19.860]  重建這個家
[00:05:19.860 --> 00:05:20.860]  最重要的是
[00:05:20.860 --> 00:05:22.860]  你要跟神文仔講得清清楚楚
[00:05:22.860 --> 00:05:24.860]  爸爸有需要
[00:05:24.860 --> 00:05:28.860]  我們需要回去跟他在一起
[00:05:28.860 --> 00:05:31.860]  各位弟兄姊妹
[00:05:31.860 --> 00:05:34.860]  我跟他說完的時候
[00:05:34.860 --> 00:05:38.860]  他的臉是有圍欄之性
[00:05:38.860 --> 00:05:42.860]  但我都繼續不斷為他禱告
[00:05:42.860 --> 00:05:45.860]  我亦請大家來為他禱告
[00:05:45.860 --> 00:05:47.860]  我希望見到有一天
[00:05:47.860 --> 00:05:51.860]  是一個突破性的發展
[00:05:51.860 --> 00:05:55.860]  讓他的家重新來建立
[00:05:55.860 --> 00:05:59.860]  另外一個
[00:05:59.860 --> 00:06:01.860]  跟我分享到
[00:06:01.860 --> 00:06:04.860]  這個是五年前的事
