
[00:00:00.000 --> 00:00:04.480]  如果大家記得的話
[00:00:04.480 --> 00:00:07.800]  我在說這個系列介紹的時候
[00:00:07.800 --> 00:00:10.300]  我是用了一個舊約的例子
[00:00:10.300 --> 00:00:14.760]  是說以利沙如何能夠成為以利亞的門徒
[00:00:14.760 --> 00:00:16.760]  我們就能夠學習
[00:00:16.760 --> 00:00:20.120]  我們如何能夠成為耶穌基督的門徒
[00:00:20.120 --> 00:00:22.520]  我當時是說了有三點
[00:00:22.520 --> 00:00:23.840]  不知道大家記不記得
[00:00:23.840 --> 00:00:28.640]  第一點就是我們要寫記來跟從耶穌基督
[00:00:28.640 --> 00:00:33.200]  第二點我說是有一個很昂貴的代價
[00:00:33.200 --> 00:00:36.120]  第三點就是我們今天要說的
[00:00:36.120 --> 00:00:41.160]  是要任憑主來差遣我們去作祂的事工
[00:00:41.160 --> 00:00:47.560]  今天的經文是記載在《馬太福音》第十章第五至十五節
[00:00:47.560 --> 00:00:50.200]  我們剛才已經讀過經文
[00:00:50.200 --> 00:00:53.600]  我們不妨看看《馬太福音》的背景
[00:00:53.600 --> 00:00:59.280]  《馬太福音》是馬太要來證實耶穌基督就是尼賽亞
[00:00:59.280 --> 00:01:02.160]  祂就是那位道成肉身的神
[00:01:02.160 --> 00:01:06.720]  祂就是那位舊約應許給以色列人的王
[00:01:06.720 --> 00:01:09.160]  祂就是那位救世主
[00:01:09.160 --> 00:01:11.160]  是那位拯救者
[00:01:11.160 --> 00:01:12.760]  祂來到這個世上
[00:01:12.760 --> 00:01:15.560]  祂要做的是實現神的應許
[00:01:15.560 --> 00:01:19.040]  祂是要實踐神與人立的約
[00:01:19.040 --> 00:01:23.920]  祂是要贖回這個世界來贖予祂自己
[00:01:23.920 --> 00:01:27.880]  在《馬太福音》一至九章
[00:01:27.880 --> 00:01:29.880]  我們看到耶穌基督
[00:01:29.880 --> 00:01:34.400]  我們看到馬太用了很多很多的證據
[00:01:34.400 --> 00:01:39.400]  來證明耶穌基督就是尼賽亞的身份
[00:01:39.400 --> 00:01:43.400]  我們在這些證據當中
[00:01:43.400 --> 00:01:46.800]  我們看到其中是有耶穌基督的家譜
[00:01:46.800 --> 00:01:49.600]  也有耶穌基督的出身
[00:01:49.600 --> 00:01:50.960]  當祂出身的時候
[00:01:50.960 --> 00:01:54.760]  我們看到有東方的博士來朝拜祂
[00:01:54.760 --> 00:01:56.280]  來敬拜祂
[00:01:56.280 --> 00:01:58.400]  我們也看到祂的出身
[00:01:58.400 --> 00:02:01.600]  是給希律王有很大很大的威脅
[00:02:01.600 --> 00:02:05.600]  我們也看到耶穌基督長大後
[00:02:05.600 --> 00:02:09.840]  祂的講道、祂的教導
[00:02:09.840 --> 00:02:12.440]  另外還有祂的神跡奇事
[00:02:12.440 --> 00:02:14.920]  和祂的權並
[00:02:14.920 --> 00:02:16.920]  一切一切都證實
[00:02:16.920 --> 00:02:18.920]  耶穌基督就是尼賽亞
[00:02:18.920 --> 00:02:20.680]  就是神的兒子
[00:02:20.680 --> 00:02:21.640]  但是很可惜
[00:02:21.640 --> 00:02:25.640]  我們看到猶太人見盡這一切的證據
[00:02:25.640 --> 00:02:29.000]  他們始終都沒有接受耶穌基督
[00:02:29.000 --> 00:02:32.280]  我們看到在第九章的尾
[00:02:32.280 --> 00:02:37.760]  耶穌基督是醫好了一個被鬼附的阿爸
[00:02:37.760 --> 00:02:41.160]  在猶太人拉比自己的教導裡面說
[00:02:41.160 --> 00:02:43.360]  這種病症是很難醫好
[00:02:43.360 --> 00:02:46.640]  只有尼賽亞才能夠醫好
[00:02:46.640 --> 00:02:50.960]  但是當耶穌基督醫好了這個被鬼附的阿爸之後
[00:02:50.960 --> 00:02:52.720]  居然發尼賽人說
[00:02:52.720 --> 00:02:56.720]  他是靠著鬼王的能力來趕鬼
[00:02:56.720 --> 00:03:01.720]  他們徹徹底底地拒絕了接受耶穌基督
[00:03:01.720 --> 00:03:03.400]  但是在另一方面
[00:03:03.400 --> 00:03:08.360]  我們也看到耶穌基督仍然是非常憐憫
[00:03:08.360 --> 00:03:10.760]  他是關心這群猶太人
[00:03:10.760 --> 00:03:13.480]  在《馬太福音》九章三十五節
[00:03:13.480 --> 00:03:16.600]  說他仍然是走各城各鄉
[00:03:16.600 --> 00:03:19.360]  在會堂裡面來作為教訓人
[00:03:19.360 --> 00:03:23.000]  他是宣講天國的福音
[00:03:23.000 --> 00:03:28.160]  他又是醫治了各樣的病症
[00:03:28.160 --> 00:03:30.040]  我們等下會看到
[00:03:30.040 --> 00:03:34.560]  宣講天國的福音和醫治各樣不同的病症
[00:03:34.560 --> 00:03:36.360]  這個正是耶穌基督
[00:03:36.360 --> 00:03:41.040]  差派十二個門徒出去所做的事
[00:03:41.040 --> 00:03:43.840]  等下大家都會看到
[00:03:43.840 --> 00:03:47.080]  在《馬太福音》九章三十六至三十七節
[00:03:47.080 --> 00:03:50.320]  經文說耶穌基督見到有很多人
[00:03:50.320 --> 00:03:52.520]  他就憐憫他們
[00:03:52.520 --> 00:03:57.120]  他覺得他們好像是揚舞了木人一樣
[00:03:57.120 --> 00:03:58.800]  到處流離
[00:03:58.800 --> 00:04:00.280]  他和門徒說
[00:04:00.280 --> 00:04:03.440]  他說你要收的莊稼多
[00:04:03.440 --> 00:04:05.920]  但是作供的人少
[00:04:05.920 --> 00:04:08.880]  耶穌基督說要收的莊稼多
[00:04:08.880 --> 00:04:10.480]  作供的人少
[00:04:10.480 --> 00:04:13.800]  究竟耶穌基督說的這個莊稼
[00:04:13.800 --> 00:04:16.240]  是代表些什麼呢?
[00:04:16.240 --> 00:04:20.400]  在聖經裡面我們知道有兩種不同的莊稼
[00:04:20.400 --> 00:04:22.640]  一種是屬神的莊稼
[00:04:22.640 --> 00:04:25.160]  一種是好的莊稼
[00:04:25.160 --> 00:04:29.600]  這些通常在聖經裡面是用物質來代表
[00:04:29.600 --> 00:04:32.280]  在和田裡面的莊稼
[00:04:32.280 --> 00:04:36.040]  如果我們記得在《約翰福音》第四章
[00:04:36.040 --> 00:04:38.920]  耶穌基督是遇見撒瑪利亞婦人
[00:04:38.920 --> 00:04:43.320]  撒瑪利亞婦人帶著很多撒瑪利亞人信主
[00:04:43.320 --> 00:04:47.240]  耶穌基督說在《約翰福音》第四章三十五節
[00:04:47.240 --> 00:04:48.520]  我告訴你們
[00:04:48.520 --> 00:04:50.880]  舉目向田觀看
[00:04:50.880 --> 00:04:52.960]  莊稼已經熟了
[00:04:52.960 --> 00:04:55.760]  原文有個括弧寫著是八八
[00:04:55.760 --> 00:04:57.280]  這些莊稼已經熟了
[00:04:57.280 --> 00:04:59.080]  這些人是願意信主
[00:04:59.080 --> 00:05:01.200]  已經可以收穫
[00:05:01.200 --> 00:05:03.880]  這些是好的收穫
[00:05:03.880 --> 00:05:08.200]  但也在聖經裡面有一種不是那麼好的收穫
[00:05:08.200 --> 00:05:14.080]  這是受到審判的莊稼
[00:05:14.080 --> 00:05:17.840]  受到審判的莊稼通常是用
[00:05:17.840 --> 00:05:22.560]  被子或者是拜子來代表
[00:05:22.560 --> 00:05:25.440]  也都是用葡萄來代表
[00:05:25.440 --> 00:05:28.200]  在《馬太福音》十三章三十節
[00:05:28.200 --> 00:05:31.400]  耶穌基督說將被子或者拜子
[00:05:31.400 --> 00:05:35.040]  耗出來捆成捆留著燒
[00:05:35.040 --> 00:05:37.880]  為什麼要捆成捆留著燒?
[00:05:37.880 --> 00:05:39.920]  因為這是一個審判
[00:05:39.920 --> 00:05:44.520]  這些是不屬神的人將會受到的審判
[00:05:44.520 --> 00:05:47.560]  唯有物質要放在倉里
[00:05:47.560 --> 00:05:49.920]  物質就是好的收成
[00:05:49.920 --> 00:05:51.680]  就是好的莊稼
[00:05:51.680 --> 00:05:53.960]  另外一種是葡萄的莊稼
[00:05:53.960 --> 00:05:56.080]  在《約爾書》裡面
[00:05:56.080 --> 00:05:57.600]  三章十三節
[00:05:57.600 --> 00:06:00.640]  經文說「開年罷,因為莊稼熟了
[00:06:00.640 --> 00:06:03.960]  錢答罷,因為酒駕滿了
[00:06:03.960 --> 00:06:08.800]  酒池盈益,他們亦罪惡甚大」
[00:06:08.800 --> 00:06:10.000]  這個我們看到
[00:06:10.000 --> 00:06:13.040]  絕對是一個審判的莊稼
[00:06:13.040 --> 00:06:15.240]  在《啓示錄》十四章十五節
[00:06:15.240 --> 00:06:16.360]  都是一樣
[00:06:16.360 --> 00:06:20.040]  都是說到有審判的莊稼
[00:06:20.040 --> 00:06:21.280]  很奇怪
[00:06:21.280 --> 00:06:23.040]  剛才耶穌基督說
[00:06:23.040 --> 00:06:25.800]  莊稼是很多
[00:06:25.800 --> 00:06:28.480]  但是作供的人少
[00:06:28.480 --> 00:06:30.800]  究竟耶穌基督說的莊稼
[00:06:30.800 --> 00:06:34.600]  是屬哪一種的莊稼呢?
[00:06:34.600 --> 00:06:39.360]  這就在乎有沒有人去傳福音
[00:06:39.360 --> 00:06:43.000]  如果有人去傳福音的話
[00:06:43.000 --> 00:06:46.640]  這些就極有可能成為好的莊稼
[00:06:46.640 --> 00:06:48.720]  成為屬神的莊稼
[00:06:48.720 --> 00:06:51.480]  但是如果沒有人去傳福音的話
[00:06:51.480 --> 00:06:57.240]  就肯定一定會成為審判的莊稼
[00:06:57.240 --> 00:07:03.200]  這也是保羅在《羅馬書》第十章十三至十五節所說
[00:07:03.200 --> 00:07:06.800]  「因為凡求告主明的就必不夠
[00:07:06.800 --> 00:07:10.200]  然而未曾信他怎能求他呢?
[00:07:10.200 --> 00:07:13.360]  未曾聽見他怎能信他呢?
[00:07:13.360 --> 00:07:16.040]  沒有傳道的怎能聽見呢?
[00:07:16.040 --> 00:07:20.480]  若沒有奉差顯怎能傳道呢?
[00:07:20.480 --> 00:07:22.360]  如經上所記
[00:07:22.360 --> 00:07:24.880]  報福音傳喜訊的人
[00:07:24.880 --> 00:07:28.440]  他們的腳中是何等的皆微?」
[00:07:28.440 --> 00:07:30.520]  有沒有看到經文說什麼?
[00:07:30.520 --> 00:07:33.040]  如果沒有奉差顯
[00:07:33.040 --> 00:07:37.760]  怎能夠將這個好消息傳出去
[00:07:37.760 --> 00:07:41.000]  經文說那些傳福音
[00:07:41.000 --> 00:07:42.960]  那些報喜訊的人
[00:07:42.960 --> 00:07:46.840]  他們的腳中是何等的皆微
[00:07:46.840 --> 00:07:48.520]  這也是原因
[00:07:48.520 --> 00:07:50.640]  剛才我說耶穌基督
[00:07:50.640 --> 00:07:53.280]  當他憐憫猶太人
[00:07:53.280 --> 00:07:55.200]  覺得是莊稼多
[00:07:55.200 --> 00:07:57.400]  但是沒有人去作供
[00:07:57.400 --> 00:07:58.800]  很少人作供
[00:07:58.800 --> 00:08:00.040]  這就是原因
[00:08:00.040 --> 00:08:05.200]  耶穌基督要差派門徒出去為他傳福音
[00:08:05.200 --> 00:08:07.760]  《羅馬書》十章十七節說
[00:08:07.760 --> 00:08:10.520]  「可見這道是從聽道來的
[00:08:10.520 --> 00:08:13.600]  聽道是從基督的話來的」
[00:08:13.600 --> 00:08:18.680]  我們每一個人都要將耶穌基督的話語傳出去
[00:08:18.680 --> 00:08:24.800]  以至使這些莊稼成為屬神的莊稼
[00:08:24.800 --> 00:08:29.360]  而不是審判的莊稼
[00:08:29.360 --> 00:08:32.120]  耶穌基督和門徒說
[00:08:32.120 --> 00:08:37.600]  「你們當求莊稼的主打發工人出去」
[00:08:37.600 --> 00:08:40.200]  在《馬太福音》九章三十八節
[00:08:40.200 --> 00:08:42.840]  耶穌基督和門徒來說
[00:08:42.840 --> 00:08:49.000]  為什麼要求神打發工人出去呢?
[00:08:49.000 --> 00:08:52.440]  其實這是給我們一個憐憫的心
[00:08:52.440 --> 00:08:55.960]  幫助我們為這些事來禱告
[00:08:55.960 --> 00:08:59.240]  以至我們有個憐憫、惻隱的心
[00:08:59.240 --> 00:09:03.960]  能夠求神送多些人出去
[00:09:03.960 --> 00:09:06.320]  最終最後最重要的
[00:09:06.320 --> 00:09:09.760]  就是我們自己有這個心成為一個工人
[00:09:09.760 --> 00:09:14.000]  出去工場為神傳講祂的福音
[00:09:14.000 --> 00:09:19.040]  很多基督徒其實我們對傳講神的福音
[00:09:19.040 --> 00:09:21.840]  看得很樂觀、很正面
[00:09:21.840 --> 00:09:24.280]  為什麼我說是樂觀、正面呢?
[00:09:24.280 --> 00:09:26.520]  因為我們很多時候會覺得
[00:09:26.520 --> 00:09:29.480]  如果我們不和人傳福音的話
[00:09:29.480 --> 00:09:31.440]  自然有人和他們傳
[00:09:31.440 --> 00:09:33.640]  何必我們自己去傳呢?
[00:09:33.640 --> 00:09:35.840]  我們不傳 有人會傳的
[00:09:35.840 --> 00:09:36.880]  是吧?
[00:09:36.880 --> 00:09:38.720]  但是你有沒有想過
[00:09:38.720 --> 00:09:40.800]  如果你看到一個人
[00:09:40.800 --> 00:09:42.160]  你想和他傳福音
[00:09:42.160 --> 00:09:44.120]  但是後來說 哎呀 不好了
[00:09:44.120 --> 00:09:45.440]  有人會和他傳的了
[00:09:45.440 --> 00:09:47.320]  我不需要我去傳
[00:09:47.320 --> 00:09:49.320]  你有沒有想過這個人可能
[00:09:49.320 --> 00:09:53.320]  以後都沒有機會再聽福音?
[00:09:53.320 --> 00:09:54.840]  你說不會吧
[00:09:54.840 --> 00:09:56.000]  為什麼不會呢?
[00:09:56.000 --> 00:09:58.240]  可能他一走出去
[00:09:58.240 --> 00:10:00.680]  就立刻心臟病死了
[00:10:00.680 --> 00:10:03.720]  可能他走出街被車撞死了
[00:10:03.720 --> 00:10:05.840]  他以後都沒有機會再聽
[00:10:05.840 --> 00:10:08.240]  你和他的這個接觸
[00:10:08.240 --> 00:10:11.720]  就是他最後有機會聽福音的機會
[00:10:11.720 --> 00:10:15.160]  我們每個人都心裡要有一個憐憫的心
[00:10:15.160 --> 00:10:16.680]  有一個惻隱的心
[00:10:16.680 --> 00:10:20.840]  就好像對方是最後一次能夠聽到福音
[00:10:20.840 --> 00:10:25.280]  這樣的心來傳講神的話語
[00:10:25.280 --> 00:10:29.400]  保羅在哥倫多後書五章十一節
[00:10:29.400 --> 00:10:33.080]  他說 我們既知道主是可為的
[00:10:33.080 --> 00:10:35.560]  所以勸人
[00:10:35.560 --> 00:10:38.720]  為什麼說知道主是可為的?
[00:10:38.720 --> 00:10:40.240]  我經常說
[00:10:40.240 --> 00:10:43.640]  我們這位神不僅是憐憫的神
[00:10:43.640 --> 00:10:44.920]  是愛的神
[00:10:44.920 --> 00:10:47.200]  他也是審判的神
[00:10:47.200 --> 00:10:49.080]  他也是怒氣的神
[00:10:49.080 --> 00:10:53.200]  我們知道有審判在末世會來到
[00:10:53.200 --> 00:10:56.560]  剛才讀那些不好的章家的時候
[00:10:56.560 --> 00:10:58.880]  我們也讀到有很多審判
