
[00:00:00.000 --> 00:00:05.840]  各位弟兄姊妹 各位朋友 大家好
[00:00:05.840 --> 00:00:08.840]  今天是我們教會定的福音主日
[00:00:08.840 --> 00:00:13.120]  跟大家說一個題目 就是行神蹟的耶穌
[00:00:13.120 --> 00:00:15.560]  大家信不信有神蹟呢?
[00:00:15.560 --> 00:00:18.560]  先跟大家說一件事蹟
[00:00:18.560 --> 00:00:21.480]  這件事蹟是這樣記載的
[00:00:21.480 --> 00:00:26.360]  在1896年 在一份刊物叫New York World
[00:00:26.360 --> 00:00:31.960]  提到一個題目叫The Modern Jonah
[00:00:31.960 --> 00:00:34.160]  現代的約拿
[00:00:34.160 --> 00:00:36.000]  仔細看這幅圖
[00:00:36.000 --> 00:00:39.840]  其實是畫有一個人被一條大魚
[00:00:39.840 --> 00:00:43.040]  相信是鯨魚 吃了
[00:00:43.040 --> 00:00:46.400]  故事中的主人翁叫什麼名字呢?
[00:00:46.400 --> 00:00:48.400]  叫Jim Sparley
[00:00:48.400 --> 00:00:51.440]  話說1891年2月
[00:00:51.440 --> 00:00:53.640]  他當時21歲
[00:00:53.640 --> 00:00:57.080]  他們出海打魚
[00:00:57.080 --> 00:01:00.160]  出海打魚的時候突然遇到鯨魚
[00:01:00.160 --> 00:01:02.560]  然後失蹤了
[00:01:02.560 --> 00:01:04.360]  這個Jim Sparley
[00:01:04.360 --> 00:01:08.000]  究竟之後他發生了什麼事呢?
[00:01:08.000 --> 00:01:12.280]  等下差不多到最後才跟大家說他的結局
[00:01:12.280 --> 00:01:13.840]  今天很想跟大家說
[00:01:13.840 --> 00:01:16.920]  就是耶穌在約翰福音記載
[00:01:16.920 --> 00:01:20.840]  祂所行的第一件神蹟
[00:01:20.840 --> 00:01:22.280]  背景是這樣說的
[00:01:22.280 --> 00:01:24.280]  有人在福音2:1說
[00:01:24.280 --> 00:01:29.320]  第3天 加利利的迦拿有一個婚宴
[00:01:29.320 --> 00:01:32.040]  耶穌的母親在那裡?
[00:01:32.040 --> 00:01:35.000]  這裡說了一個地點讓我們知道
[00:01:35.000 --> 00:01:38.160]  就是在加利利的迦拿
[00:01:38.160 --> 00:01:40.040]  加利利的迦拿在哪裡呢?
[00:01:40.040 --> 00:01:41.960]  給大家看兩幅地圖
[00:01:41.960 --> 00:01:44.040]  這裡看到迦拿
[00:01:44.040 --> 00:01:47.640]  就是中間藍色箭咀指著的地方
[00:01:47.640 --> 00:01:50.760]  而他下面的是拿撒勒
[00:01:50.760 --> 00:01:53.600]  上面的是加伯隆
[00:01:53.600 --> 00:01:55.440]  再給大家看一幅
[00:01:55.440 --> 00:01:58.560]  迦拿其實是離開加利利湖不遠的
[00:01:58.560 --> 00:02:02.240]  在湖的西岸大家看到了
[00:02:02.240 --> 00:02:04.480]  另一幅就是給大家看到
[00:02:04.480 --> 00:02:08.120]  迦拿在紅色現在這個圈的位置
[00:02:08.120 --> 00:02:10.680]  下面就是拿撒勒
[00:02:10.680 --> 00:02:14.000]  耶穌和他的母親和門徒
[00:02:14.000 --> 00:02:17.040]  都一起去赴婚宴
[00:02:17.040 --> 00:02:18.760]  在這裡我們已經看到
[00:02:18.760 --> 00:02:23.600]  耶穌絕對不是一個宗教領袖
[00:02:23.600 --> 00:02:27.240]  而這個宗教領袖可能只是躲在深山裡
[00:02:27.240 --> 00:02:31.120]  自己只是祈禱、讀經
[00:02:31.120 --> 00:02:31.880]  不是的
[00:02:31.880 --> 00:02:35.360]  我們的耶穌會走到人群裡面
[00:02:35.360 --> 00:02:39.600]  他更加會去參加出席別人的婚宴
[00:02:39.600 --> 00:02:42.360]  或者一些社交的活動
[00:02:42.360 --> 00:02:45.440]  那天他和媽媽和門徒
[00:02:45.440 --> 00:02:48.040]  一起出席這個婚宴
[00:02:48.040 --> 00:02:49.200]  發生了一件事
[00:02:49.200 --> 00:02:51.040]  就是在第三節
[00:02:51.040 --> 00:02:53.840]  他說酒用盡了
[00:02:53.840 --> 00:02:55.840]  酒用完了之後
[00:02:55.840 --> 00:02:58.200]  耶穌的母親就和他說
[00:02:58.200 --> 00:03:01.040]  他們沒有酒了
[00:03:01.040 --> 00:03:03.960]  為什麼?聖經沒有特別記載
[00:03:03.960 --> 00:03:06.320]  為什麼瑪利亞會提出呢?
[00:03:06.320 --> 00:03:07.600]  如果賢侄沒有酒
[00:03:07.600 --> 00:03:10.280]  為什麼會關瑪利亞事呢?
[00:03:10.280 --> 00:03:11.600]  有人就估計
[00:03:11.600 --> 00:03:16.080]  瑪利亞可能有份去統籌這個婚宴
[00:03:16.080 --> 00:03:18.520]  因為按照猶太人的習俗
[00:03:18.520 --> 00:03:21.920]  在婚宴方面或者在嫁娶方面
[00:03:21.920 --> 00:03:24.000]  其實他們會籌備很久
[00:03:24.000 --> 00:03:26.280]  特別可能在一年之前
[00:03:26.280 --> 00:03:28.120]  他們已經訂婚了
[00:03:28.120 --> 00:03:29.760]  訂婚之後
[00:03:29.760 --> 00:03:32.960]  男家就會和女家說
[00:03:32.960 --> 00:03:37.720]  我去為你預備地方
[00:03:37.720 --> 00:03:40.280]  這句話大家熟不熟悉呢?
[00:03:40.280 --> 00:03:42.560]  如果做基督徒很久的你
[00:03:42.560 --> 00:03:43.600]  你應該會記得
[00:03:43.600 --> 00:03:47.600]  耶穌在差不多離開這個世界的時候
[00:03:47.600 --> 00:03:48.720]  他和門徒說
[00:03:48.720 --> 00:03:52.880]  其實我去為你們預備地方
[00:03:52.880 --> 00:03:54.200]  有一次有位牧師
[00:03:54.200 --> 00:03:55.600]  他真的去到聖地
[00:03:55.600 --> 00:03:58.960]  出席別人的訂婚儀式的時候
[00:03:58.960 --> 00:04:01.600]  他真的聽到新郎哥
[00:04:01.600 --> 00:04:05.320]  和未來的新娘這樣說
[00:04:05.320 --> 00:04:09.000]  當一年前訂婚
[00:04:09.000 --> 00:04:11.000]  說完我去為你們預備地方
[00:04:11.000 --> 00:04:13.440]  回到家真的預備地方
[00:04:13.440 --> 00:04:16.760]  他們可能會加建自己住的房子
[00:04:16.760 --> 00:04:20.000]  又或者另外建一個房屋
[00:04:20.000 --> 00:04:21.440]  而這一年裡面
[00:04:21.440 --> 00:04:23.520]  到了後期的時候
[00:04:23.520 --> 00:04:26.000]  就要準備這個婚宴
[00:04:26.000 --> 00:04:28.680]  這個婚宴相信要準備很多東西
[00:04:28.680 --> 00:04:30.920]  因為原來有歷史的記載
[00:04:30.920 --> 00:04:33.280]  就說他們的婚禮
[00:04:33.280 --> 00:04:36.200]  當時是會慶祝七天這麼久
[00:04:36.200 --> 00:04:37.480]  七天的婚禮
[00:04:37.480 --> 00:04:39.440]  我想要預備很多的食物
[00:04:39.440 --> 00:04:41.640]  特別要預備很多的酒
[00:04:41.640 --> 00:04:46.120]  因為酒代表歡樂的意思
[00:04:46.120 --> 00:04:49.840]  如果在這麼大的盛大的慶典裡面
[00:04:49.840 --> 00:04:51.000]  有多盛大呢
[00:04:51.000 --> 00:04:55.440]  他們研究加拿大約有五百個人
[00:04:55.440 --> 00:04:57.920]  五百個人其實全部都是
[00:04:57.920 --> 00:05:00.160]  藤掛瓜瓜掛藤
[00:05:00.160 --> 00:05:01.760]  肯定你認識他他認識他
[00:05:01.760 --> 00:05:03.440]  或者是親戚
[00:05:03.440 --> 00:05:04.880]  所以這樣的時候
[00:05:04.880 --> 00:05:08.440]  馬尼亞可能和主人家很熟
[00:05:08.440 --> 00:05:10.800]  所以當他們有危險的時候
[00:05:10.800 --> 00:05:11.680]  什麼危險?
[00:05:11.680 --> 00:05:12.440]  就是沒有酒
[00:05:12.440 --> 00:05:13.880]  為什麼說沒有酒危險?
[00:05:13.880 --> 00:05:16.000]  原來他們當時的習俗
[00:05:16.000 --> 00:05:18.640]  就是說如果到了婚宴裡面
[00:05:18.640 --> 00:05:20.880]  沒有酒給人喝
[00:05:20.880 --> 00:05:22.960]  客人是可以告主人家的
[00:05:22.960 --> 00:05:24.040]  原來是這樣
[00:05:24.040 --> 00:05:25.520]  所以是一個危機
[00:05:25.520 --> 00:05:26.640]  危機的時候
[00:05:26.640 --> 00:05:28.840]  馬尼亞就出手了
[00:05:28.840 --> 00:05:31.440]  而馬尼亞出手就是叫他的兒子
[00:05:31.440 --> 00:05:33.040]  他知道他兒子很厲害
[00:05:33.040 --> 00:05:34.520]  知道他兒子是有辦法的
[00:05:34.520 --> 00:05:36.400]  雖然他不知道有什麼辦法
[00:05:36.400 --> 00:05:38.240]  但是他真的這樣和耶穌說
[00:05:38.240 --> 00:05:40.120]  和耶穌說沒有酒了
[00:05:40.120 --> 00:05:43.120]  然後他還和工人說什麼呢?
[00:05:43.120 --> 00:05:44.120]  他說
[00:05:44.120 --> 00:05:45.920]  耶穌叫你們做什麼
[00:05:45.920 --> 00:05:48.080]  你們就做什麼吧
[00:05:48.080 --> 00:05:50.880]  那麼故事是怎麼發展下去的呢?
[00:05:50.880 --> 00:05:52.880]  在二章六節
[00:05:52.880 --> 00:05:54.840]  他也有交代給我們聽
[00:05:54.840 --> 00:05:55.400]  他說
[00:05:55.400 --> 00:05:58.800]  「照猶太人潔淨禮的規矩」
[00:05:58.800 --> 00:06:02.280]  「有六口石缸擺在那裡」
[00:06:02.280 --> 00:06:04.800]  「每口可以盛兩三桶水」
[00:06:04.800 --> 00:06:07.200]  一會兒會說大約有多少水
[00:06:07.200 --> 00:06:09.240]  但是這裡給我們一個很重要的
[00:06:09.240 --> 00:06:10.520]  資料知道
[00:06:10.520 --> 00:06:13.440]  原來猶太人有些叫潔淨禮儀的
[00:06:13.440 --> 00:06:15.800]  他們很講潔淨與否
[00:06:15.800 --> 00:06:18.280]  所以他們去到別人的家之前
[00:06:18.280 --> 00:06:19.960]  他們有不同的潔淨禮
[00:06:19.960 --> 00:06:21.360]  如果你很熟悉的
[00:06:21.360 --> 00:06:23.360]  就知道有洗腳
[00:06:23.360 --> 00:06:26.160]  或者有時候甚至會有洗手
[00:06:26.160 --> 00:06:28.360]  他們有獨特的洗手儀式
[00:06:28.360 --> 00:06:31.360]  所以是這六個石缸
[00:06:31.360 --> 00:06:32.680]  所以你可以幻想到
[00:06:32.680 --> 00:06:34.160]  應該有很多賓客
[00:06:34.160 --> 00:06:35.680]  因為有六個石缸那麼多
[00:06:35.680 --> 00:06:37.880]  一會兒你就會知道有多少水
[00:06:37.880 --> 00:06:40.800]  我給你看看石缸大約有多大
[00:06:40.800 --> 00:06:41.800]  和是怎樣的
[00:06:41.800 --> 00:06:44.160]  如果你現在去到加拿大
[00:06:44.160 --> 00:06:49.320]  你一定會去這間教堂
[00:06:49.320 --> 00:06:50.920]  叫做The Reading Church
[00:06:50.920 --> 00:06:52.280]  就在加拿大那裡
[00:06:52.280 --> 00:06:54.760]  這個教堂裏面保留了
[00:06:54.760 --> 00:06:56.280]  他們當時的
[00:06:56.280 --> 00:06:58.240]  會給你看一些當時的
[00:06:58.240 --> 00:07:04.360]  有關於他們的婚宴的一些物品
[00:07:04.360 --> 00:07:07.520]  其中你就會看到石缸
[00:07:07.520 --> 00:07:10.880]  他們找了一個當時的石缸
[00:07:10.880 --> 00:07:12.160]  就是這樣
[00:07:12.160 --> 00:07:14.120]  然後就真的成為景點
[00:07:14.120 --> 00:07:16.960]  很多人就會去看
[00:07:16.960 --> 00:07:18.920]  這個特意給你看
[00:07:18.920 --> 00:07:21.720]  大約的比例有多高
[00:07:21.720 --> 00:07:25.320]  你可以當是三分二的人那麼高
[00:07:25.320 --> 00:07:28.840]  每個缸大約裝多少水
[00:07:28.840 --> 00:07:30.560]  剛才就說每個缸
[00:07:30.560 --> 00:07:34.240]  每口可以裝兩三桶水
[00:07:34.240 --> 00:07:35.840]  那怎樣才算一桶呢
[00:07:35.840 --> 00:07:41.400]  原來一桶就是40公升
[00:07:41.400 --> 00:07:45.880]  六個大石缸就等於18桶水
[00:07:45.880 --> 00:07:47.400]  我看過一本書
[00:07:47.400 --> 00:07:50.920]  它說大約等於900支紅酒
[00:07:50.920 --> 00:07:54.280]  現在是750ml一支
[00:07:54.280 --> 00:07:56.320]  900支
[00:07:56.320 --> 00:07:58.240]  這樣也挺壯觀的
[00:07:58.240 --> 00:08:04.560]  原來六個缸就裝了這麼多水
[00:08:04.560 --> 00:08:06.800]  發生了什麼事呢
[00:08:06.800 --> 00:08:07.600]  在2章7節
[00:08:07.600 --> 00:08:11.320]  耶穌對傭人說把缸裝滿水
[00:08:11.320 --> 00:08:13.520]  可能之前的缸已經用了很多水
[00:08:13.520 --> 00:08:17.120]  給賓客做潔淨禮儀
[00:08:17.120 --> 00:08:18.800]  裝滿水
[00:08:18.800 --> 00:08:20.720]  他們就裝滿了
[00:08:20.720 --> 00:08:22.560]  裝到缸口裏
[00:08:22.560 --> 00:08:23.920]  裝到很滿了
[00:08:23.920 --> 00:08:25.760]  六個缸裝滿了
[00:08:25.760 --> 00:08:27.040]  然後耶穌就說
[00:08:27.040 --> 00:08:29.640]  現在你們舀出來
[00:08:29.640 --> 00:08:32.720]  送去給宴會的總管
[00:08:32.720 --> 00:08:34.720]  如果你是僕人
[00:08:34.720 --> 00:08:36.320]  我不知道你會怎樣
[00:08:36.320 --> 00:08:39.840]  這裏你明明知道你倒了什麼水
[00:08:39.840 --> 00:08:41.480]  就算是乾淨也好
[00:08:41.480 --> 00:08:42.880]  你倒完水到缸裏
[00:08:42.880 --> 00:08:45.040]  然後耶穌說舀出來
[00:08:45.040 --> 00:08:47.960]  舀出來之後就送去給主管
[00:08:47.960 --> 00:08:49.360]  你敢不敢送去呢
[00:08:49.360 --> 00:08:52.560]  送些水去給他
[00:08:52.560 --> 00:08:54.560]  然後就送去了
[00:08:54.560 --> 00:08:56.280]  第九節說什麼呢
[00:08:56.280 --> 00:09:01.400]  宴會的總管嘗了水變的酒
[00:09:01.400 --> 00:09:03.240]  那個僕人就拿了給他
[00:09:03.240 --> 00:09:05.320]  主管就在負責
[00:09:05.320 --> 00:09:07.920]  所以他們的婚禮都很盛大的
[00:09:07.920 --> 00:09:10.360]  有婚禮統籌主管
[00:09:10.360 --> 00:09:12.160]  然後他不知道從哪裏來
[00:09:12.160 --> 00:09:13.480]  聖經說當然不知道
[00:09:13.480 --> 00:09:15.000]  耶穌是變出來的
[00:09:15.000 --> 00:09:16.960]  只有舀水
